actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M06.00S,2025-04-13T19:54:42.4Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,17,20,2025-04-13T19:54:52Z,850000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2025-04-13T19:54:42.4Z,1,REGULAR,substitution,in,[],1641708,,,1610612743,17,20,2025-04-13T19:54:52Z,860000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M06.00S,2025-04-13T19:54:42.4Z,1,REGULAR,substitution,in,[],1631106,,,1610612743,17,20,2025-04-13T19:54:52Z,870000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M06.00S,2025-04-13T19:54:42.4Z,1,REGULAR,substitution,in,[],201566,,,1610612743,17,20,2025-04-13T19:54:52Z,880000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M53.00S,2025-04-13T19:55:14.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,7.966491458607096,50.73529411764706,1610612743,17,22,2025-04-13T19:55:20Z,890000,False,-4.0,22.0,1,left,M. Porter Jr. cutting DUNK (2 PTS) (R. Westbrook 1 AST),"[1629008, 201566]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,2.27,Made,,,,,,,,2.0,R. Westbrook,201566.0,1.0,,,,
91,PT03M52.00S,2025-04-13T19:55:20.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,17,22,2025-04-13T19:55:20Z,910000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M32.00S,2025-04-13T19:58:58.7Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612745,17,22,2025-04-13T19:59:03Z,930000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 203932]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,1.0,Gordon,203932.0,,,,,,,,,,,,,,,,,
94,PT03M32.00S,2025-04-13T19:58:58.7Z,1,REGULAR,steal,,[],203932,,,1610612743,17,22,2025-04-13T19:59:00Z,940000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT03M28.00S,2025-04-13T19:59:02.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631128,7.966491458607096,45.588235294117645,1610612743,17,24,2025-04-13T19:59:09Z,950000,False,22.0,22.0,1,left,C. Braun running DUNK (4 PTS) (R. Westbrook 2 AST),"[1631128, 201566]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,3.15,Made,,,,,,,,4.0,R. Westbrook,201566.0,2.0,,,,
97,PT03M15.00S,2025-04-13T19:59:17.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,94.43166885676742,54.65686274509803,1610612745,19,24,2025-04-13T19:59:23Z,970000,False,23.0,0.0,1,right,A. Thompson cutting DUNK (6 PTS) (S. Adams 1 AST),"[1641708, 203500]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,2.33,Made,,,,,,,,6.0,S. Adams,203500.0,1.0,,,,
99,PT02M56.00S,2025-04-13T19:59:34.0Z,1,REGULAR,3pt,Jump Shot,[],203999,32.276609724047304,44.36274509803921,1610612743,19,24,2025-04-13T19:59:39Z,990000,False,28.0,251.0,1,left,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,25.25,Missed,,,,,,,,,,,,,,,
100,PT02M55.00S,2025-04-13T19:59:35.0Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,19,24,2025-04-13T19:59:39Z,1000000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,99.0,2.0,1.0,1.0,,,,,,,,,,,
101,PT02M35.00S,2025-04-13T19:59:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,91.27792378449409,43.38235294117647,1610612745,19,24,2025-04-13T20:00:12Z,1010000,False,-33.0,29.0,1,right,MISS S. Adams turnaround fadeaway bank Shot,[203500],1610612745.0,HOU,turnaround fadeaway bank,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,4.43,Missed,,,,,,,,,,,,,,,
102,PT02M34.00S,2025-04-13T19:59:57.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,19,24,2025-04-13T20:00:04Z,1020000,False,,,0,,A. Gordon REBOUND (Off:4 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,101.0,5.0,1.0,4.0,,,,,,,,,,,
103,PT02M29.00S,2025-04-13T20:00:01.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,24.655059132720105,15.931372549019606,1610612743,19,24,2025-04-13T20:00:09Z,1030000,False,170.0,179.0,1,left,MISS M. Porter Jr. 24' running 3PT,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,24.73,Missed,,,,,,,,,,,,,,,
104,PT02M27.00S,2025-04-13T20:00:03.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,19,24,2025-04-13T20:00:09Z,1040000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT02M20.00S,2025-04-13T20:00:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,90.62089356110381,54.166666666666664,1610612745,19,24,2025-04-13T20:00:21Z,1050000,False,21.0,36.0,1,right,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,4.13,Missed,,,,,,,,,,,,,,,
106,PT02M19.00S,2025-04-13T20:00:11.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,19,24,2025-04-13T20:00:37Z,1060000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,105.0,1.0,0.0,1.0,,,,,,,,,,,
107,PT02M18.00S,2025-04-13T20:00:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.85479632063075,46.568627450980394,1610612745,21,24,2025-04-13T20:03:29Z,1070000,False,-17.0,15.0,1,right,S. Adams putback Layup (2 PTS),[203500],1610612745.0,HOU,putback,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,2.26,Made,,,,,,,,2.0,,,,,,,
108,PT02M16.00S,2025-04-13T20:00:21.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612743,21,24,2025-04-13T20:00:21Z,1080000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M16.00S,2025-04-13T20:01:14.4Z,1,REGULAR,substitution,out,[],1627832,,,1610612743,21,24,2025-04-13T20:01:44Z,1090000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M16.00S,2025-04-13T20:01:14.4Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,21,24,2025-04-13T20:01:44Z,1100000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M16.00S,2025-04-13T20:01:14.4Z,1,REGULAR,substitution,out,[],203932,,,1610612743,21,24,2025-04-13T20:01:44Z,1110000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M16.00S,2025-04-13T20:01:14.4Z,1,REGULAR,substitution,in,[],201145,,,1610612743,21,24,2025-04-13T20:01:44Z,1120000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M16.00S,2025-04-13T20:01:14.4Z,1,REGULAR,substitution,in,[],1629618,,,1610612743,21,24,2025-04-13T20:01:44Z,1130000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M16.00S,2025-04-13T20:01:14.4Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,21,24,2025-04-13T20:01:44Z,1140000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M04.00S,2025-04-13T20:01:59.3Z,1,REGULAR,3pt,Jump Shot,[],203999,33.327858081471746,56.86274509803921,1610612743,21,27,2025-04-13T20:02:04Z,1150000,False,-34.0,261.0,1,left,N. Jokić 26' 3PT  (11 PTS) (R. Westbrook 3 AST),"[203999, 201566]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,26.3,Made,,,,,,,,11.0,R. Westbrook,201566.0,3.0,,,,
117,PT01M45.00S,2025-04-13T20:02:19.4Z,1,REGULAR,3pt,Jump Shot,[],1631106,94.82588699080158,5.147058823529411,1610612745,21,27,2025-04-13T20:02:25Z,1170000,False,-224.0,-4.0,1,right,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,22.43,Missed,,,,,,,,,,,,,,,
118,PT01M44.00S,2025-04-13T20:02:20.4Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,21,27,2025-04-13T20:02:25Z,1180000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,
119,PT01M28.00S,2025-04-13T20:02:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.360709592641262,43.627450980392155,1610612743,21,29,2025-04-13T20:02:42Z,1190000,False,32.0,26.0,1,left,R. Westbrook driving Layup (2 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,4.12,Made,,,,,,,,2.0,,,,,,,
120,PT01M16.00S,2025-04-13T20:02:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,91.93495400788436,48.529411764705884,1610612745,21,29,2025-04-13T20:05:15Z,1200000,False,-7.0,23.0,1,right,MISS T. Eason driving Layup - blocked,"[1631106, 1629618]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,2.44,Missed,,,,,Pickett,1629618.0,,,,,,,,,
121,PT01M16.00S,2025-04-13T20:02:49.8Z,1,REGULAR,block,,[],1629618,,,1610612745,21,29,2025-04-13T20:02:52Z,1210000,False,,,0,,J. Pickett BLOCK (1 BLK),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT01M15.00S,2025-04-13T20:02:50.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,21,29,2025-04-13T20:02:57Z,1220000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,120.0,,,,,,,,,,,,,,
124,PT01M13.00S,2025-04-13T20:03:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,94.1688567674113,56.372549019607845,1610612745,23,29,2025-04-13T20:05:55Z,1240000,False,32.0,2.0,1,right,T. Eason driving Layup (2 PTS) (A. Thompson 2 AST),"[1631106, 1641708]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,3.2,Made,,,,,,,,2.0,A. Thompson,1641708.0,2.0,,,,
126,PT00M53.90S,2025-04-13T20:03:22.5Z,1,REGULAR,3pt,Jump Shot,[],203999,29.6484888304862,71.81372549019608,1610612743,23,32,2025-04-13T20:03:29Z,1260000,False,-109.0,226.0,1,left,N. Jokić 25' 3PT  (14 PTS) (C. Braun 2 AST),"[203999, 1631128]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,25.11,Made,,,,,,,,14.0,C. Braun,1631128.0,2.0,,,,
128,PT00M47.20S,2025-04-13T20:03:33.1Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,23,32,2025-04-13T20:03:40Z,1280000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 1631212]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,1.0,Watson,1631212.0,,,,,,,,,,,,,,,,,
129,PT00M47.20S,2025-04-13T20:03:33.1Z,1,REGULAR,steal,,[],1631212,,,1610612743,23,32,2025-04-13T20:03:34Z,1290000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
130,PT00M44.30S,2025-04-13T20:03:36.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,8.360709592641262,48.529411764705884,1610612743,23,34,2025-04-13T20:03:46Z,1300000,False,7.0,26.0,1,left,P. Watson running Layup (2 PTS),[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,2.71,Made,,,,,,,,2.0,,,,,,,
131,PT00M33.40S,2025-04-13T20:03:52.2Z,1,REGULAR,2pt,Jump Shot,[],1641708,77.34888304862024,65.44117647058823,1610612745,23,34,2025-04-13T20:04:00Z,1310000,False,77.0,160.0,1,right,MISS A. Thompson 17' step back Shot,[1641708],1610612745.0,HOU,step back,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,17.8,Missed,,,,,,,,,,,,,,,
132,PT00M31.80S,2025-04-13T20:03:53.8Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,23,34,2025-04-13T20:04:00Z,1320000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right Center,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,
134,PT00M13.80S,2025-04-13T20:04:23.3Z,1,REGULAR,foul,personal,['2freethrow'],201145,,,1610612743,23,34,2025-04-13T20:04:29Z,1340000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Westbrook 2 FT),"[201145, 201566]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2004.0,,,,,1.0,0.0,Westbrook,201566.0
136,PT00M13.80S,2025-04-13T20:04:41.5Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612743,23,35,2025-04-13T20:04:41Z,1360000,False,,,0,,R. Westbrook Free Throw 1 of 2 (3 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,,3.0,,,,,,,
137,PT00M13.80S,2025-04-13T20:04:42.6Z,1,REGULAR,substitution,out,[],203999,,,1610612743,23,35,2025-04-13T20:05:00Z,1370000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M13.80S,2025-04-13T20:04:42.6Z,1,REGULAR,substitution,in,[],201599,,,1610612743,23,35,2025-04-13T20:05:00Z,1380000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M13.80S,2025-04-13T20:05:07.3Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612743,23,36,2025-04-13T20:05:07Z,1390000,False,,,0,,R. Westbrook Free Throw 2 of 2 (4 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,,4.0,,,,,,,
140,PT00M03.60S,2025-04-13T20:05:23.5Z,1,REGULAR,2pt,Jump Shot,[],1630224,78.53153745072274,18.38235294117647,1610612745,23,36,2025-04-13T20:05:34Z,1400000,False,-158.0,149.0,1,right,MISS J. Green 21' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,21.75,Missed,,,,,,,,,,,,,,,
141,PT00M03.30S,2025-04-13T20:05:23.8Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,23,36,2025-04-13T20:20:26Z,1410000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left Center,,,,,,140.0,3.0,3.0,0.0,,,,,,,,,,,
228,PT00M01.10S,2025-04-13T20:05:38.6Z,1,REGULAR,turnover,lost ball,[],1631128,,,1610612743,23,36,2025-04-13T20:20:55Z,1415000,False,,,0,,C. Braun lost ball TURNOVER (1 TO),"[1631128, 1631106]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left Center,1.0,Eason,1631106.0,,,,,,,,,,,,,,,,,
229,PT00M01.10S,2025-04-13T20:05:38.6Z,1,REGULAR,steal,,[],1631106,,,1610612745,23,36,2025-04-13T20:20:55Z,1417500,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2025-04-13T20:05:53.7Z,1,REGULAR,period,end,[],0,,,1610612745,23,36,2025-04-13T20:20:55Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-04-13T20:06:54.8Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,23,36,2025-04-13T20:20:55Z,1430000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-04-13T20:06:54.8Z,2,REGULAR,substitution,out,['startperiod'],203500,,,1610612745,23,36,2025-04-13T20:20:55Z,1440000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-04-13T20:06:54.8Z,2,REGULAR,substitution,out,['startperiod'],1631128,,,1610612745,23,36,2025-04-13T20:20:55Z,1450000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-04-13T20:06:54.8Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,23,36,2025-04-13T20:20:55Z,1460000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-04-13T20:06:54.8Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612745,23,36,2025-04-13T20:20:55Z,1470000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-04-13T20:06:54.8Z,2,REGULAR,substitution,in,['startperiod'],1629008,,,1610612745,23,36,2025-04-13T20:20:55Z,1480000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-04-13T20:08:12.0Z,2,REGULAR,period,start,[],0,,,1610612745,23,36,2025-04-13T20:08:14Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M46.00S,2025-04-13T20:08:25.8Z,2,REGULAR,3pt,Jump Shot,[],1627832,68.54467805519053,65.68627450980392,1610612745,23,36,2025-04-13T20:08:32Z,1500000,False,78.0,243.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,25.55,Missed,,,,,,,,,,,,,,,
151,PT11M44.00S,2025-04-13T20:08:27.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,23,36,2025-04-13T20:08:32Z,1510000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,150.0,3.0,3.0,0.0,,,,,,,,,,,
152,PT11M39.00S,2025-04-13T20:08:53.7Z,2,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612743,23,36,2025-04-13T20:09:07Z,1520000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1627832, 201566]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,200834.0,,,,,1.0,0.0,Westbrook,201566.0
154,PT11M39.00S,2025-04-13T20:09:23.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201566,,,1610612743,23,37,2025-04-13T20:09:43Z,1540000,False,,,0,,R. Westbrook Free Throw 1 of 2 (5 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,,5.0,,,,,,,
155,PT11M39.00S,2025-04-13T20:09:23.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201566,,,1610612743,23,37,2025-04-13T20:09:43Z,1550000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
156,PT11M39.00S,2025-04-13T20:09:23.4Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,23,37,2025-04-13T20:09:43Z,1560000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,
157,PT11M26.00S,2025-04-13T20:09:51.6Z,2,REGULAR,3pt,Jump Shot,[],1641708,70.90998685939553,74.50980392156863,1610612745,23,37,2025-04-13T20:09:58Z,1570000,False,123.0,221.0,1,right,MISS A. Thompson 25' 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,25.26,Missed,,,,,,,,,,,,,,,
158,PT11M24.00S,2025-04-13T20:09:53.6Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,23,37,2025-04-13T20:09:58Z,1580000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,
159,PT11M09.00S,2025-04-13T20:10:07.6Z,2,REGULAR,3pt,Jump Shot,[],201566,32.670827858081466,43.872549019607845,1610612743,23,37,2025-04-13T20:10:14Z,1590000,False,31.0,255.0,1,left,MISS R. Westbrook 25' pullup 3PT,[201566],1610612743.0,DEN,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,25.64,Missed,,,,,,,,,,,,,,,
160,PT11M08.00S,2025-04-13T20:10:08.6Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,23,37,2025-04-13T20:10:14Z,1600000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,159.0,3.0,2.0,1.0,,,,,,,,,,,
161,PT11M00.00S,2025-04-13T20:10:18.9Z,2,REGULAR,3pt,Jump Shot,[],1627832,72.09264126149803,21.323529411764707,1610612745,26,37,2025-04-13T20:10:23Z,1610000,False,-143.0,210.0,1,right,F. VanVleet 25' 3PT  (3 PTS) (T. Eason 1 AST),"[1627832, 1631106]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,25.41,Made,,,,,,,,3.0,T. Eason,1631106.0,1.0,,,,
163,PT10M38.00S,2025-04-13T20:10:37.9Z,2,REGULAR,3pt,Jump Shot,[],201566,20.05584756898817,93.38235294117648,1610612743,26,37,2025-04-13T20:10:47Z,1630000,False,-217.0,136.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,25.6,Missed,,,,,,,,,,,,,,,
164,PT10M36.00S,2025-04-13T20:10:39.9Z,2,REGULAR,rebound,defensive,[],201145,,,1610612745,26,37,2025-04-13T20:10:47Z,1640000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,
165,PT10M32.00S,2025-04-13T20:10:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,92.32917214191852,59.55882352941176,1610612745,28,37,2025-04-13T20:10:54Z,1650000,False,48.0,20.0,1,right,F. VanVleet running Layup (5 PTS) (A. Thompson 3 AST),"[1627832, 1641708]",1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,5.17,Made,,,,,,,,5.0,A. Thompson,1641708.0,3.0,,,,
166,PT10M32.00S,2025-04-13T20:10:51.9Z,2,REGULAR,foul,personal,['1freethrow'],1629618,,,1610612745,28,37,2025-04-13T20:11:03Z,1660000,False,,,0,,J. Pickett shooting personal FOUL (1 PF) (VanVleet 1 FT),"[1629618, 1627832]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,200834.0,,,,,1.0,0.0,VanVleet,1627832.0
