actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
254,PT04M59.00S,2025-04-13T20:24:11.6Z,2,REGULAR,substitution,in,[],1630224,,,1610612743,39,52,2025-04-13T20:24:18Z,2520000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M59.00S,2025-04-13T20:24:11.6Z,2,REGULAR,substitution,in,[],1641708,,,1610612743,39,52,2025-04-13T20:24:18Z,2530000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M59.00S,2025-04-13T20:24:33.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631128,,,1610612743,39,53,2025-04-13T20:24:33Z,2540000,False,,,0,,C. Braun Free Throw 2 of 2 (6 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,Made,,,,,,,,6.0,,,,,,,
257,PT04M49.00S,2025-04-13T20:24:51.1Z,2,REGULAR,foul,personal,[],1631128,,,1610612745,39,53,2025-04-13T20:24:59Z,2550000,False,,,0,,C. Braun personal FOUL (1 PF),"[1631128, 1630224]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,202053.0,,,,,1.0,0.0,Green,1630224.0
260,PT04M37.00S,2025-04-13T20:26:10.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,92.85479632063075,47.549019607843135,1610612745,41,53,2025-04-13T20:36:05Z,2580000,False,-12.0,15.0,1,right,A. Thompson driving DUNK (8 PTS) (J. Green 1 AST),"[1641708, 1630224]",1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,1.92,Made,,,,,,,,8.0,J. Green,1630224.0,1.0,,,,
262,PT04M16.00S,2025-04-13T20:26:32.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,13.485545335085414,64.2156862745098,1610612743,41,53,2025-04-13T20:48:47Z,2600000,False,-71.0,74.0,1,left,MISS J. Murray 10' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,10.28,Missed,,,,,,,,,,,,,,,
263,PT04M15.00S,2025-04-13T20:26:33.6Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,41,53,2025-04-13T20:48:47Z,2610000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,,,,262.0,4.0,3.0,1.0,,,,,,,,,,,
264,PT04M08.00S,2025-04-13T20:26:45.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631128,,,1610612745,41,53,2025-04-13T20:26:57Z,2620000,False,,,0,,C. Braun shooting personal FOUL (2 PF) (Thompson 2 FT),"[1631128, 1641708]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Thompson,1641708.0
266,PT04M08.00S,2025-04-13T20:27:08.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641708,,,1610612745,42,53,2025-04-13T20:27:08Z,2640000,False,,,0,,A. Thompson Free Throw 1 of 2 (9 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,,,,,,,,9.0,,,,,,,
267,PT04M08.00S,2025-04-13T20:27:22.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641708,,,1610612745,43,53,2025-04-13T20:27:22Z,2650000,False,,,0,,A. Thompson Free Throw 2 of 2 (10 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,,,,,,,,10.0,,,,,,,
268,PT03M51.00S,2025-04-13T20:27:40.0Z,2,REGULAR,3pt,Jump Shot,[],1631128,30.699737187910642,72.79411764705883,1610612743,43,53,2025-04-13T20:27:48Z,2660000,False,-114.0,236.0,1,left,MISS C. Braun 26' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,26.22,Missed,,,,,,,,,,,,,,,
269,PT03M48.00S,2025-04-13T20:27:43.2Z,2,REGULAR,rebound,defensive,[],203500,,,1610612745,43,53,2025-04-13T20:27:43Z,2670000,False,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,,268.0,3.0,2.0,1.0,,,,,,,,,,,
270,PT03M42.00S,2025-04-13T20:27:49.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,91.93495400788436,54.166666666666664,1610612745,45,53,2025-04-13T20:27:56Z,2680000,False,21.0,23.0,1,right,A. Thompson cutting DUNK (12 PTS) (A. Sengun 3 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,3.12,Made,,,,,,,,12.0,A. Sengun,1630578.0,3.0,,,,
272,PT03M42.00S,2025-04-13T20:27:54.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,45,53,2025-04-13T20:27:54Z,2700000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M42.00S,2025-04-13T20:29:53.2Z,2,REGULAR,substitution,out,[],203500,,,1610612743,45,53,2025-04-13T20:30:37Z,2710000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M42.00S,2025-04-13T20:29:53.2Z,2,REGULAR,substitution,out,[],201566,,,1610612743,45,53,2025-04-13T20:30:37Z,2720000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M42.00S,2025-04-13T20:29:53.2Z,2,REGULAR,substitution,in,[],1627832,,,1610612743,45,53,2025-04-13T20:30:37Z,2730000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M42.00S,2025-04-13T20:29:53.2Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,45,53,2025-04-13T20:30:37Z,2740000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M36.00S,2025-04-13T20:31:02.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.783837056504599,57.107843137254896,1610612743,45,55,2025-04-13T20:31:09Z,2750000,False,-36.0,11.0,1,left,A. Gordon alley-oop DUNK (11 PTS) (N. Jokić 3 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,3.73,Made,,,,,,,,11.0,N. Jokić,203999.0,3.0,,,,
280,PT03M18.00S,2025-04-13T20:31:21.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,93.77463863337714,56.127450980392155,1610612745,47,55,2025-04-13T20:31:31Z,2770000,False,31.0,6.0,1,right,A. Thompson cutting DUNK (14 PTS) (A. Sengun 4 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,3.12,Made,,,,,,,,14.0,A. Sengun,1630578.0,4.0,,,,
282,PT02M59.00S,2025-04-13T20:31:39.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612743,47,55,2025-04-13T20:31:48Z,2790000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Gordon 2 FT),"[1630578, 203932]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,200834.0,,,,,1.0,0.0,Gordon,203932.0
284,PT02M59.00S,2025-04-13T20:32:11.0Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,47,56,2025-04-13T20:32:11Z,2810000,False,,,0,,A. Gordon Free Throw 1 of 2 (12 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,Made,,,,,,,,12.0,,,,,,,
285,PT02M59.00S,2025-04-13T20:32:23.5Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,47,57,2025-04-13T20:32:23Z,2820000,False,,,0,,A. Gordon Free Throw 2 of 2 (13 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,Made,,,,,,,,13.0,,,,,,,
286,PT02M48.00S,2025-04-13T20:32:37.1Z,2,REGULAR,3pt,Jump Shot,[],1628415,74.72076215505913,13.970588235294118,1610612745,47,57,2025-04-13T20:32:45Z,2830000,False,-180.0,185.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,25.83,Missed,,,,,,,,,,,,,,,
287,PT02M46.00S,2025-04-13T20:32:39.1Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,47,57,2025-04-13T20:32:45Z,2840000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,286.0,5.0,5.0,0.0,,,,,,,,,,,
288,PT02M38.00S,2025-04-13T20:32:47.1Z,2,REGULAR,3pt,Jump Shot,[],1627750,26.10052562417871,84.31372549019608,1610612743,47,57,2025-04-13T20:32:54Z,2850000,False,-172.0,193.0,1,left,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,25.81,Missed,,,,,,,,,,,,,,,
289,PT02M37.00S,2025-04-13T20:32:48.1Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,47,57,2025-04-13T20:32:54Z,2860000,False,,,0,,A. Thompson REBOUND (Off:1 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,288.0,4.0,3.0,1.0,,,,,,,,,,,
290,PT02M26.00S,2025-04-13T20:32:59.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,82.7365308804205,45.09803921568628,1610612745,47,57,2025-04-13T20:33:05Z,2870000,False,-25.0,110.0,1,right,MISS J. Green 11' fadeaway Shot,[1630224],1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,11.25,Missed,,,,,,,,,,,,,,,
291,PT02M24.00S,2025-04-13T20:33:01.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,47,57,2025-04-13T20:33:05Z,2880000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,290.0,2.0,2.0,0.0,,,,,,,,,,,
292,PT02M13.00S,2025-04-13T20:33:12.2Z,2,REGULAR,3pt,Jump Shot,[],1629008,4.418528252299605,96.32352941176471,1610612743,47,60,2025-04-13T20:33:16Z,2890000,False,-232.0,-11.0,1,left,M. Porter Jr. 3PT  (5 PTS) (C. Braun 3 AST),"[1629008, 1631128]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,23.19,Made,,,,,,,,5.0,C. Braun,1631128.0,3.0,,,,
294,PT01M56.00S,2025-04-13T20:33:29.6Z,2,REGULAR,3pt,Jump Shot,[],1627832,75.50919842312747,85.5392156862745,1610612745,50,60,2025-04-13T20:33:35Z,2910000,False,178.0,178.0,1,right,F. VanVleet 25' 3PT pullup (12 PTS) (A. Thompson 4 AST),"[1627832, 1641708]",1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,25.13,Made,,,,,,,,12.0,A. Thompson,1641708.0,4.0,,,,
295,PT01M38.00S,2025-04-13T20:33:47.2Z,2,REGULAR,3pt,Jump Shot,[],1629008,29.517082785808146,23.774509803921568,1610612743,50,60,2025-04-13T20:33:55Z,2920000,False,131.0,225.0,1,left,MISS M. Porter Jr. 26' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.04,Missed,,,,,,,,,,,,,,,
296,PT01M37.00S,2025-04-13T20:33:48.2Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,50,60,2025-04-13T20:33:55Z,2930000,False,,,0,,A. Thompson REBOUND (Off:1 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,295.0,5.0,4.0,1.0,,,,,,,,,,,
297,PT01M28.00S,2025-04-13T20:33:56.4Z,2,REGULAR,3pt,Jump Shot,[],1628415,78.0059132720105,91.66666666666666,1610612745,50,60,2025-04-13T20:34:03Z,2940000,False,208.0,154.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,25.92,Missed,,,,,,,,,,,,,,,
298,PT01M27.00S,2025-04-13T20:33:57.4Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,50,60,2025-04-13T20:34:03Z,2950000,False,,,0,,J. Murray REBOUND (Off:1 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,297.0,3.0,2.0,1.0,,,,,,,,,,,
299,PT01M22.00S,2025-04-13T20:34:04.4Z,2,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,50,60,2025-04-13T20:34:12Z,2960000,False,,,0,,J. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,2004.0,,,,,,,,
300,PT01M03.00S,2025-04-13T20:34:34.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630578,91.80354796320631,50.245098039215684,1610612745,52,60,2025-04-13T20:34:40Z,2970000,False,1.0,25.0,1,right,A. Sengun driving DUNK (12 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,2.45,Made,,,,,,,,12.0,J. Green,1630224.0,2.0,,,,
302,PT00M48.70S,2025-04-13T20:34:55.3Z,2,REGULAR,3pt,Jump Shot,[],1627750,27.414586070959263,80.3921568627451,1610612743,52,60,2025-04-13T20:58:06Z,2990000,False,-152.0,205.0,1,left,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,25.54,Missed,,,,,,,,,,,,,,,
303,PT00M47.90S,2025-04-13T20:34:56.1Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,52,60,2025-04-13T20:58:06Z,3000000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,302.0,3.0,2.0,1.0,,,,,,,,,,,
304,PT00M44.10S,2025-04-13T20:35:00.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,32.40801576872536,44.11764705882353,1610612743,52,63,2025-04-13T20:35:07Z,3010000,False,29.0,252.0,1,left,M. Porter Jr. 25' 3PT  (8 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,25.38,Made,,,,,,,,8.0,A. Gordon,203932.0,1.0,,,,
306,PT00M31.50S,2025-04-13T20:35:16.4Z,2,REGULAR,3pt,Jump Shot,[],1627832,80.6340341655716,91.91176470588235,1610612745,52,63,2025-04-13T20:46:30Z,3030000,False,210.0,130.0,1,right,MISS F. VanVleet 24' step back 3PT,[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,24.64,Missed,,,,,,,,,,,,,,,
307,PT00M29.80S,2025-04-13T20:35:18.1Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,52,63,2025-04-13T20:35:25Z,3040000,False,,,0,,J. Murray REBOUND (Off:1 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,306.0,4.0,3.0,1.0,,,,,,,,,,,
308,PT00M23.10S,2025-04-13T20:35:24.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,8.360709592641262,44.11764705882353,1610612743,52,63,2025-04-13T20:35:49Z,3050000,False,29.0,26.0,1,left,MISS C. Braun running alley-oop Layup,[1631128],1610612743.0,DEN,running alley-oop,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,3.93,Missed,,,,,,,,,,,,,,,
309,PT00M21.90S,2025-04-13T20:35:26.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,52,63,2025-04-13T20:35:49Z,3060000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,308.0,,,,,,,,,,,,,,
311,PT00M21.90S,2025-04-13T20:35:33.3Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,52,63,2025-04-13T20:35:37Z,3080000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M21.90S,2025-04-13T20:35:33.3Z,2,REGULAR,substitution,in,[],201566,,,1610612743,52,63,2025-04-13T20:35:37Z,3090000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M16.00S,2025-04-13T20:35:54.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641708,,,1610612743,52,63,2025-04-13T20:36:01Z,3100000,False,,,0,,A. Thompson personal FOUL (3 PF) (Murray 2 FT),"[1641708, 1627750]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,202053.0,,,,,3.0,0.0,Murray,1627750.0
315,PT00M16.00S,2025-04-13T20:36:20.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627750,,,1610612743,52,64,2025-04-13T20:36:20Z,3120000,False,,,0,,J. Murray Free Throw 1 of 2 (5 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,Made,,,,,,,,5.0,,,,,,,
316,PT00M16.00S,2025-04-13T20:36:40.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627750,,,1610612743,52,65,2025-04-13T20:36:40Z,3130000,False,,,0,,J. Murray Free Throw 2 of 2 (6 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,Made,,,,,,,,6.0,,,,,,,
317,PT00M04.40S,2025-04-13T20:37:03.5Z,2,REGULAR,3pt,Jump Shot,[],1630224,71.30420499342969,75.73529411764706,1610612745,52,65,2025-04-13T20:37:12Z,3140000,False,129.0,217.0,1,right,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,25.25,Missed,,,,,,,,,,,,,,,
318,PT00M03.30S,2025-04-13T20:37:04.6Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,52,65,2025-04-13T20:37:12Z,3150000,False,,,0,,A. Gordon REBOUND (Off:4 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,317.0,6.0,2.0,4.0,,,,,,,,,,,
319,PT00M00.00S,2025-04-13T20:37:08.8Z,2,REGULAR,3pt,Jump Shot,[],203932,57.637976346911955,11.76470588235294,1610612743,52,65,2025-04-13T20:48:49Z,3160000,False,191.0,489.0,1,left,MISS A. Gordon 52' pullup bank 3PT,[203932],1610612743.0,DEN,pullup bank,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,52.53,Missed,,,,,,,,,,,,,,,
320,PT00M00.00S,2025-04-13T20:37:08.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,52,65,2025-04-13T20:37:35Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,319.0,,,,,,,,,,,,,,
321,PT00M00.00S,2025-04-13T20:37:21.6Z,2,REGULAR,period,end,[],0,,,1610612743,52,65,2025-04-13T20:37:21Z,3180000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2025-04-13T20:50:47.9Z,3,REGULAR,substitution,out,['startperiod'],201566,,,1610612743,52,65,2025-04-13T20:52:20Z,3190000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2025-04-13T20:50:47.9Z,3,REGULAR,substitution,in,['startperiod'],1631128,,,1610612743,52,65,2025-04-13T20:52:20Z,3200000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2025-04-13T20:52:32.4Z,3,REGULAR,period,start,[],0,,,1610612745,52,65,2025-04-13T20:52:32Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M41.00S,2025-04-13T20:52:51.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,15.982260183968464,43.38235294117647,1610612745,52,65,2025-04-13T20:52:59Z,3220000,False,33.0,98.0,1,left,MISS A. Sengun 10' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,10.32,Missed,,,,,,,,,,,,,,,
329,PT11M40.00S,2025-04-13T20:52:52.1Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,52,65,2025-04-13T20:52:59Z,3230000,False,,,0,,A. Gordon REBOUND (Off:4 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,328.0,7.0,3.0,4.0,,,,,,,,,,,
330,PT11M32.00S,2025-04-13T20:53:00.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1631128,92.85479632063075,37.5,1610612743,52,67,2025-04-13T20:54:15Z,3240000,False,-62.0,15.0,1,right,C. Braun 6' running Layup (8 PTS) (A. Gordon 2 AST),"[1631128, 203932]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,6.42,Made,,,,,,,,8.0,A. Gordon,203932.0,2.0,,,,
332,PT11M32.00S,2025-04-13T20:53:17.3Z,3,REGULAR,violation,defensive goaltending,[],1630578,,,1610612743,52,67,2025-04-13T20:53:38Z,3260000,False,,,0,,A. Sengun defensive goaltending VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,
333,PT11M15.00S,2025-04-13T20:53:28.1Z,3,REGULAR,turnover,bad pass,[],1641708,,,1610612745,52,67,2025-04-13T20:53:31Z,3270000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 203999]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,1.0,Jokić,203999.0,,,,,,,,,,,,,,,,,
334,PT11M15.00S,2025-04-13T20:53:28.1Z,3,REGULAR,steal,,[],203999,,,1610612743,52,67,2025-04-13T20:53:29Z,3280000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
335,PT10M59.00S,2025-04-13T20:53:43.6Z,3,REGULAR,turnover,bad pass,[],203932,,,1610612743,52,67,2025-04-13T20:53:48Z,3290000,False,,,0,,A. Gordon bad pass TURNOVER (3 TO),"[203932, 1627832]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Right,3.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,
336,PT10M59.00S,2025-04-13T20:53:43.6Z,3,REGULAR,steal,,[],1627832,,,1610612745,52,67,2025-04-13T21:00:29Z,3300000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
337,PT10M54.00S,2025-04-13T20:53:51.5Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612745,52,67,2025-04-13T20:54:18Z,3310000,False,,,0,,N. Jokić shooting personal FOUL (2 PF) (Thompson 2 FT),"[203999, 1641708]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Thompson,1641708.0
339,PT10M54.00S,2025-04-13T20:54:19.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1641708,,,1610612745,53,67,2025-04-13T20:54:19Z,3330000,False,,,0,,A. Thompson Free Throw 1 of 2 (15 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,,,,,,,,15.0,,,,,,,
340,PT10M54.00S,2025-04-13T20:54:19.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1641708,,,1610612745,53,67,2025-04-13T20:54:36Z,3340000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
341,PT10M54.00S,2025-04-13T20:54:19.5Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,53,67,2025-04-13T20:54:36Z,3350000,False,,,0,,A. Thompson REBOUND (Off:2 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,340.0,6.0,4.0,2.0,,,,,,,,,,,
