actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
452,PT03M48.00S,2022-10-27T00:46:18.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201567,32.670827858081466,54.65686274509803,1610612739,67,58,2022-10-27T00:57:12Z,4140000,-23.0,255.0,1,left,MISS K. Love 25' pullup 3PT,[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
453,PT03M46.00S,2022-10-27T00:46:20.1Z,3,REGULAR,rebound,defensive,[],1629626,,,1610612753,67,58,2022-10-27T00:46:23Z,4150000,,,0,,B. Bol REBOUND (Off:3 Def:5),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,452.0,8.0,5.0,3.0,,,,,,,,,,,,,,
454,PT03M40.00S,2022-10-27T00:46:27.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,93.24901445466492,51.225490196078425,1610612753,67,60,2022-10-27T00:46:32Z,4160000,6.0,11.0,1,right,W. Carter Jr. cutting DUNK (12 PTS) (C. Anthony 4 AST),"[1628976, 1630175]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,,,,12.0,C. Anthony,1630175.0,4.0,,,
456,PT03M26.00S,2022-10-27T00:46:41.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,7.178055190538765,51.225490196078425,1610612739,69,60,2022-10-27T00:46:45Z,4180000,-6.0,15.0,1,left,E. Mobley cutting DUNK (11 PTS) (D. Mitchell 8 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,,,,11.0,D. Mitchell,1628378.0,8.0,,,
458,PT03M11.00S,2022-10-27T00:46:55.9Z,3,REGULAR,3pt,Jump Shot,[],1630175,65.65374507227332,31.61764705882353,1610612753,69,60,2022-10-27T00:58:39Z,4200000,-92.0,270.0,1,right,MISS C. Anthony 28' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,28.56,Missed,,,,,,,,,,,,,,,,,,
459,PT03M08.00S,2022-10-27T00:46:58.9Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,69,60,2022-10-27T00:47:00Z,4210000,,,0,,C. Osman REBOUND (Off:2 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,458.0,4.0,2.0,2.0,,,,,,,,,,,,,,
460,PT02M52.00S,2022-10-27T00:47:15.8Z,3,REGULAR,2pt,Jump Shot,[],1630596,9.937582128777924,75.73529411764706,1610612739,71,60,2022-10-27T00:47:21Z,4220000,-129.0,41.0,1,left,E. Mobley 13' fadeaway Jump Shot (13 PTS),[1630596],1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,13.5,Made,,,,,,,,,,,,13.0,,,,,,
461,PT02M45.00S,2022-10-27T00:47:34.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,71,60,2022-10-27T00:47:34Z,4230000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M45.00S,2022-10-27T00:48:06.9Z,3,REGULAR,substitution,out,[],203082,,,1610612753,71,60,2022-10-27T00:49:11Z,4240000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M45.00S,2022-10-27T00:48:06.9Z,3,REGULAR,substitution,out,[],1628976,,,1610612753,71,60,2022-10-27T00:49:11Z,4250000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M45.00S,2022-10-27T00:48:06.9Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,71,60,2022-10-27T00:49:11Z,4260000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M45.00S,2022-10-27T00:48:06.9Z,3,REGULAR,substitution,in,[],1631216,,,1610612753,71,60,2022-10-27T00:49:11Z,4270000,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M45.00S,2022-10-27T00:48:06.9Z,3,REGULAR,substitution,in,[],1631094,,,1610612753,71,60,2022-10-27T00:49:11Z,4280000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M45.00S,2022-10-27T00:48:06.9Z,3,REGULAR,substitution,in,[],1630532,,,1610612753,71,60,2022-10-27T00:49:11Z,4290000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M38.00S,2022-10-27T00:49:18.6Z,3,REGULAR,foul,personal,[],1630171,,,1610612753,71,60,2022-10-27T00:49:51Z,4300000,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1631094]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,200833.0,1.0,0.0,Banchero,1631094.0,,,,,,,
471,PT02M28.00S,2022-10-27T00:49:46.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630596,,,1610612753,71,60,2022-10-27T00:49:52Z,4320000,,,0,,E. Mobley shooting personal FOUL (3 PF) (Banchero 2 FT),"[1630596, 1631094]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628954.0,3.0,0.0,Banchero,1631094.0,,,,,,,
473,PT02M28.00S,2022-10-27T00:50:13.1Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,71,61,2022-10-27T00:50:13Z,4340000,,,0,,P. Banchero Free Throw 1 of 2 (12 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,,12.0,,,,,,
474,PT02M28.00S,2022-10-27T00:50:32.0Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,71,62,2022-10-27T00:50:32Z,4350000,,,0,,P. Banchero Free Throw 2 of 2 (13 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,,13.0,,,,,,
475,PT02M05.00S,2022-10-27T00:50:56.9Z,3,REGULAR,3pt,Jump Shot,[],1626224,4.812746386333772,99.01960784313727,1610612739,71,62,2022-10-27T01:00:09Z,4360000,-245.0,-7.0,1,left,MISS C. Osman 24' fadeaway 3PT,[1626224],1610612739.0,CLE,fadeaway,,,Osman,C. Osman,,,,,Left Corner 3,24+ Left,24.52,Missed,,,,,,,,,,,,,,,,,,
476,PT02M02.00S,2022-10-27T00:50:59.6Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,71,62,2022-10-27T00:50:59Z,4370000,,,0,,P. Banchero REBOUND (Off:0 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,475.0,6.0,6.0,0.0,,,,,,,,,,,,,,
477,PT01M59.00S,2022-10-27T00:51:05.5Z,3,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,71,62,2022-10-27T00:51:15Z,4380000,,,0,,P. Banchero bad pass out-of-bounds TURNOVER (2 TO),[1631094],1610612753.0,ORL,bad pass,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,200833.0,,,,,,,,,2.0,,
478,PT01M45.00S,2022-10-27T00:51:25.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201567,27.677398160315374,12.745098039215685,1610612739,71,62,2022-10-27T00:51:29Z,4390000,186.0,208.0,1,left,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,27.9,Missed,,,,,,,,,,,,,,,,,,
479,PT01M42.00S,2022-10-27T00:51:28.0Z,3,REGULAR,rebound,defensive,[],1629626,,,1610612753,71,62,2022-10-27T00:51:29Z,4400000,,,0,,B. Bol REBOUND (Off:3 Def:6),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,478.0,9.0,6.0,3.0,,,,,,,,,,,,,,
480,PT01M36.00S,2022-10-27T00:51:34.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,84.97043363994744,36.029411764705884,1610612753,71,64,2022-10-27T00:51:39Z,4410000,-70.0,89.0,1,right,B. Bol 11' driving floating Jump Shot (6 PTS),[1629626],1610612753.0,ORL,driving floating,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Left,11.3,Made,,,,,,,,,,,,6.0,,,,,,
481,PT01M29.00S,2022-10-27T00:51:45.3Z,3,REGULAR,foul,personal,[],1631216,,,1610612739,71,64,2022-10-27T00:52:02Z,4420000,,,0,,C. Houstan personal FOUL (1 PF),"[1631216, 1626224]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Mid-Range,16-24 Right,,,,,,,,,2882.0,1.0,0.0,Osman,1626224.0,,,,,,,
483,PT01M21.00S,2022-10-27T00:52:09.1Z,3,REGULAR,turnover,bad pass,[],1626224,,,1610612739,71,64,2022-10-27T00:52:13Z,4440000,,,0,,C. Osman bad pass TURNOVER (1 TO),"[1626224, 1631216]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Houstan,1631216.0
484,PT01M21.00S,2022-10-27T00:52:09.1Z,3,REGULAR,steal,,[],1631216,,,1610612753,71,64,2022-10-27T00:52:11Z,4450000,,,0,,C. Houstan STEAL (1 STL),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
485,PT01M16.00S,2022-10-27T00:52:14.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630532,93.51182654402102,2.2058823529411766,1610612753,71,64,2022-10-27T01:01:28Z,4460000,-239.0,8.0,1,right,MISS F. Wagner running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,23.92,Missed,,,,,,,,,,,,,,,,,,
486,PT01M13.00S,2022-10-27T00:52:17.1Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,71,64,2022-10-27T00:52:19Z,4470000,,,0,,C. Osman REBOUND (Off:2 Def:3),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Left Corner 3,24+ Left,,,485.0,5.0,3.0,2.0,,,,,,,,,,,,,,
487,PT01M07.00S,2022-10-27T00:52:24.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,7.703679369250986,37.745098039215684,1610612739,73,64,2022-10-27T00:52:31Z,4480000,61.0,20.0,1,left,D. Mitchell 6' driving floating bank Jump Shot (9 PTS),[1628378],1610612739.0,CLE,driving floating bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.44,Made,,,,,,,,,,,,9.0,,,,,,
488,PT00M45.90S,2022-10-27T00:52:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631216,92.59198423127464,50.49019607843137,1610612753,73,66,2022-10-27T00:52:56Z,4490000,2.0,17.0,1,right,C. Houstan running reverse Layup (2 PTS) (F. Wagner 2 AST),"[1631216, 1630532]",1610612753.0,ORL,running reverse,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,,,,2.0,F. Wagner,1630532.0,2.0,,,
490,PT00M34.30S,2022-10-27T00:53:03.9Z,3,REGULAR,3pt,Jump Shot,[],1626224,16.113666228646515,4.6568627450980395,1610612739,73,66,2022-10-27T00:53:10Z,4510000,227.0,99.0,1,left,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,,,,,,,,,,
491,PT00M28.80S,2022-10-27T00:53:09.4Z,3,REGULAR,rebound,defensive,[],1630284,,,1610612753,73,66,2022-10-27T00:53:10Z,4520000,,,0,,K. Harris REBOUND (Off:0 Def:2),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Above the Break 3,24+ Right Center,,,490.0,2.0,2.0,0.0,,,,,,,,,,,,,,
492,PT00M08.70S,2022-10-27T00:53:29.5Z,3,REGULAR,3pt,Jump Shot,[],1629626,73.14388961892247,84.31372549019608,1610612753,73,69,2022-10-27T00:53:35Z,4530000,172.0,200.0,1,right,B. Bol 26' 3PT  (9 PTS) (F. Wagner 3 AST),"[1629626, 1630532]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,26.35,Made,,,,,,,,,,,,9.0,F. Wagner,1630532.0,3.0,,,
495,PT00M01.20S,2022-10-27T00:53:52.3Z,3,REGULAR,violation,kicked ball,[],1630284,,,1610612739,73,69,2022-10-27T01:04:12Z,4560000,,,0,,K. Harris kicked ball VIOLATION,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,
496,PT00M01.20S,2022-10-27T00:54:19.5Z,3,REGULAR,substitution,out,[],1630171,,,1610612739,73,69,2022-10-27T00:54:27Z,4570000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M01.20S,2022-10-27T00:54:19.5Z,3,REGULAR,substitution,in,[],1627747,,,1610612739,73,69,2022-10-27T00:54:27Z,4580000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2022-10-27T00:54:38.4Z,3,REGULAR,3pt,Jump Shot,[],1626224,29.25427069645204,84.31372549019608,1610612739,73,69,2022-10-27T00:54:43Z,4590000,-172.0,222.0,1,left,MISS C. Osman 28' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,28.1,Missed,,,,,,,,,,,,,,,,,,
499,PT00M00.00S,2022-10-27T00:54:38.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,73,69,2022-10-27T00:54:43Z,4600000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,498.0,,,,,,,,,,,,,,,,,
500,PT00M00.00S,2022-10-27T00:54:42.2Z,3,REGULAR,period,end,[],0,,,1610612739,73,69,2022-10-27T00:54:42Z,4610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-10-27T00:54:56.6Z,4,REGULAR,substitution,out,['startperiod'],201567,,,1610612739,73,69,2022-10-27T00:57:23Z,4620000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-10-27T00:54:56.6Z,4,REGULAR,substitution,out,['startperiod'],1628378,,,1610612739,73,69,2022-10-27T00:57:23Z,4630000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-10-27T00:54:56.6Z,4,REGULAR,substitution,in,['startperiod'],1629731,,,1610612739,73,69,2022-10-27T00:57:23Z,4640000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-10-27T00:54:56.6Z,4,REGULAR,substitution,in,['startperiod'],203526,,,1610612739,73,69,2022-10-27T00:57:23Z,4650000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-10-27T00:57:24.7Z,4,REGULAR,period,start,[],0,,,1610612753,73,69,2022-10-27T00:57:24Z,4660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M42.00S,2022-10-27T00:57:41.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,89.43823915900131,40.931372549019606,1610612753,73,69,2022-10-27T00:57:45Z,4670000,-45.0,47.0,1,right,MISS P. Banchero 6' driving floating bank Shot,[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,,,,,,,,
507,PT11M40.00S,2022-10-27T00:57:43.0Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,73,69,2022-10-27T00:57:45Z,4680000,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,506.0,3.0,3.0,0.0,,,,,,,,,,,,,,
508,PT11M26.00S,2022-10-27T00:57:57.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,6.258212877792378,51.470588235294116,1610612739,75,69,2022-10-27T00:58:02Z,4690000,-7.0,6.0,1,left,E. Mobley alley-oop DUNK (15 PTS) (C. Osman 2 AST),"[1630596, 1626224]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,,,15.0,C. Osman,1626224.0,2.0,,,
510,PT11M09.00S,2022-10-27T00:58:42.9Z,4,REGULAR,jumpball,recovered,[],1630532,,,1610612753,75,69,2022-10-27T01:07:22Z,4710000,,,0,,Jump Ball K. Harris vs. C. Osman: Tip to F. Wagner,"[1630532, 1630284, 1626224]",1610612753.0,ORL,heldball,F. Wagner,1630532.0,Wagner,F. Wagner,Harris,1630284.0,Osman,1626224.0,,,,,,,,,,,,,,,,,,,,,,
515,PT11M01.00S,2022-10-27T00:59:12.9Z,4,REGULAR,3pt,Jump Shot,[],1631094,66.04796320630749,21.323529411764707,1610612753,75,72,2022-10-27T00:59:20Z,4760000,-143.0,267.0,1,right,P. Banchero 30' 3PT  (16 PTS) (F. Wagner 4 AST),"[1631094, 1630532]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,30.27,Made,,,,,,,,,,,,16.0,F. Wagner,1630532.0,4.0,,,
517,PT10M47.00S,2022-10-27T00:59:30.0Z,4,REGULAR,foul,personal,[],1631216,,,1610612739,75,72,2022-10-27T00:59:50Z,4780000,,,0,,C. Houstan personal FOUL (2 PF),"[1631216, 1626224]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1628954.0,2.0,0.0,Osman,1626224.0,,,,,,,
519,PT10M42.00S,2022-10-27T00:59:56.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,7.5722733245729295,50.245098039215684,1610612739,77,72,2022-10-27T01:26:01Z,4800000,-1.0,19.0,1,left,E. Mobley DUNK (17 PTS) (C. Osman 3 AST),"[1630596, 1626224]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,,,,,17.0,C. Osman,1626224.0,3.0,,,
521,PT10M21.00S,2022-10-27T01:00:16.9Z,4,REGULAR,3pt,Jump Shot,[],1629626,69.59592641261499,78.43137254901961,1610612753,77,72,2022-10-27T01:00:25Z,4820000,142.0,233.0,1,right,MISS B. Bol 27' pullup 3PT,[1629626],1610612753.0,ORL,pullup,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,,
522,PT10M14.00S,2022-10-27T01:00:24.2Z,4,REGULAR,rebound,offensive,[],1630532,,,1610612753,77,72,2022-10-27T01:00:24Z,4830000,,,0,,F. Wagner REBOUND (Off:2 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,521.0,3.0,1.0,2.0,,,,,,,,,,,,,,
523,PT10M14.00S,2022-10-27T01:00:25.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,69.85873850197109,79.16666666666666,1610612753,77,72,2022-10-27T01:00:31Z,4840000,146.0,231.0,1,right,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,27.3,Missed,,,,,,,,,,,,,,,,,,
524,PT10M14.00S,2022-10-27T01:00:25.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,77,72,2022-10-27T01:00:31Z,4850000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,523.0,,,,,,,,,,,,,,,,,
526,PT09M59.00S,2022-10-27T01:00:50.1Z,4,REGULAR,foul,personal,['2freethrow'],1631216,,,1610612739,77,72,2022-10-27T01:00:56Z,4870000,,,0,,C. Houstan shooting personal FOUL (3 PF) (Mobley 2 FT),"[1631216, 1630596]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,3.0,0.0,Mobley,1630596.0,,,,,,,
528,PT09M59.00S,2022-10-27T01:01:11.2Z,4,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,78,72,2022-10-27T01:01:11Z,4890000,,,0,,E. Mobley Free Throw 1 of 2 (18 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,,,,,,,,18.0,,,,,,
529,PT09M59.00S,2022-10-27T01:01:25.1Z,4,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,78,72,2022-10-27T01:01:25Z,4900000,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
530,PT09M57.00S,2022-10-27T01:01:26.3Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,78,72,2022-10-27T01:01:26Z,4910000,,,0,,B. Bol REBOUND (Off:3 Def:7),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,529.0,10.0,7.0,3.0,,,,,,,,,,,,,,
531,PT09M39.00S,2022-10-27T01:01:45.0Z,4,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,78,72,2022-10-27T01:01:50Z,4920000,,,0,,F. Wagner lost ball out-of-bounds TURNOVER (4 TO),[1630532],1610612753.0,ORL,lost ball,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1628954.0,,,,,,,,,4.0,,
532,PT09M26.00S,2022-10-27T01:02:06.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,9.017739816031538,46.32352941176471,1610612739,78,72,2022-10-27T01:27:56Z,4930000,18.0,32.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
533,PT09M26.00S,2022-10-27T01:02:06.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,78,72,2022-10-27T01:02:13Z,4940000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,532.0,,,,,,,,,,,,,,,,,
535,PT09M13.00S,2022-10-27T01:02:27.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,86.28449408672799,51.71568627450981,1610612753,78,72,2022-10-27T01:02:34Z,4960000,9.0,76.0,1,right,MISS P. Banchero 7' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,7.69,Missed,,,,,,,,,,,,,,,,,,
536,PT09M08.00S,2022-10-27T01:02:32.6Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,78,72,2022-10-27T01:02:34Z,4970000,,,0,,P. Banchero REBOUND (Off:1 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,535.0,7.0,6.0,1.0,,,,,,,,,,,,,,
537,PT09M08.00S,2022-10-27T01:02:32.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,94.40999984741211,50.0,1610612753,78,74,2022-10-27T01:02:32Z,4980000,0.0,0.0,1,right,P. Banchero tip Layup (18 PTS),[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,18.0,,,,,,
538,PT08M58.00S,2022-10-27T01:02:42.1Z,4,REGULAR,3pt,Jump Shot,[],1629731,7.046649145860711,3.1862745098039214,1610612739,81,74,2022-10-27T01:02:47Z,4990000,234.0,14.0,1,left,D. Wade 3PT  (12 PTS) (E. Mobley 3 AST),"[1629731, 1630596]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,23.45,Made,,,,,,,,,,,,12.0,E. Mobley,1630596.0,3.0,,,
540,PT08M41.00S,2022-10-27T01:02:59.0Z,4,REGULAR,3pt,Jump Shot,[],1631094,70.12155059132719,21.323529411764707,1610612753,81,77,2022-10-27T01:28:42Z,5010000,-143.0,228.0,1,right,P. Banchero 26' 3PT step back (21 PTS),[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,26.97,Made,,,,,,,,,,,,21.0,,,,,,
541,PT08M26.00S,2022-10-27T01:03:16.7Z,4,REGULAR,foul,personal,['2freethrow'],1631216,,,1610612739,81,77,2022-10-27T01:03:24Z,5020000,,,0,,C. Houstan shooting personal FOUL (4 PF) (Neto 2 FT),"[1631216, 203526]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,4.0,0.0,Neto,203526.0,,,,,,,
543,PT08M26.00S,2022-10-27T01:03:42.4Z,4,REGULAR,freethrow,1 of 2,[],203526,,,1610612739,82,77,2022-10-27T01:03:42Z,5040000,,,0,,R. Neto Free Throw 1 of 2 (4 PTS),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
544,PT08M26.00S,2022-10-27T01:03:43.2Z,4,REGULAR,substitution,out,[],1630596,,,1610612739,82,77,2022-10-27T01:03:55Z,5050000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
