actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
94,PT05M22.00S,2022-10-26T23:27:05.9Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612753,13,12,2022-10-26T23:36:51Z,800000,,,0,,B. Bol REBOUND (Off:1 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,93.0,3.0,2.0,1.0,,,,,,,,,,,,,,
96,PT05M16.00S,2022-10-26T23:27:30.4Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,13,12,2022-10-26T23:27:36Z,820000,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 1628386]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Allen,1628386.0
97,PT05M16.00S,2022-10-26T23:27:30.4Z,1,REGULAR,steal,,[],1628386,,,1610612739,13,12,2022-10-26T23:27:33Z,830000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
98,PT05M13.00S,2022-10-26T23:27:36.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201567,94.03745072273325,53.18627450980392,1610612739,13,12,2022-10-26T23:38:04Z,840000,16.0,4.0,1,right,MISS K. Love running DUNK,[201567],1610612739.0,CLE,running,,,Love,K. Love,,,,,Restricted Area,0-8 Center,1.63,Missed,,,,,,,,,,,,,,,,,,
99,PT05M10.00S,2022-10-26T23:27:39.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,13,12,2022-10-26T23:38:04Z,850000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT05M10.00S,2022-10-26T23:27:54.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612753,13,12,2022-10-26T23:28:02Z,860000,,,0,,K. Love personal FOUL (1 PF) (Carter Jr. 2 FT),"[201567, 1628976]",1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1628954.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,
103,PT05M10.00S,2022-10-26T23:28:08.8Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,13,13,2022-10-26T23:28:08Z,880000,,,0,,W. Carter Jr. Free Throw 1 of 2 (3 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
104,PT05M10.00S,2022-10-26T23:28:26.7Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,13,14,2022-10-26T23:28:26Z,890000,,,0,,W. Carter Jr. Free Throw 2 of 2 (4 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
105,PT04M56.00S,2022-10-26T23:28:43.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.56307490144546,51.470588235294116,1610612739,15,14,2022-10-26T23:28:56Z,900000,7.0,-1.0,1,right,J. Allen cutting DUNK (2 PTS) (C. LeVert 2 AST),"[1628386, 1627747]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,,,,,2.0,C. LeVert,1627747.0,2.0,,,
107,PT04M56.00S,2022-10-26T23:28:56.3Z,1,REGULAR,foul,personal,['1freethrow'],1629626,,,1610612739,15,14,2022-10-26T23:29:13Z,920000,,,0,,B. Bol shooting personal FOUL (1 PF) (LeVert 1 FT),"[1629626, 1627747]",1610612753.0,ORL,shooting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,1.0,0.0,LeVert,1627747.0,,,,,,,
109,PT04M56.00S,2022-10-26T23:29:14.3Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,16,14,2022-10-27T00:04:17Z,940000,,,0,,J. Allen Free Throw 1 of 1 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
300,PT04M44.00S,2022-10-26T23:29:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,16.343626806833115,63.23529411764706,1610612753,16,14,2022-10-27T00:04:54Z,965000,-66.0,101.0,1,left,MISS T. Ross 12' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,In The Paint (Non-RA),8-16 Left,12.08,Missed,,,,,,,,,,,,,,,,,,
301,PT04M43.00S,2022-10-26T23:29:29.2Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,16,14,2022-10-27T00:05:51Z,977500,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,300.0,2.0,1.0,1.0,,,,,,,,,,,,,,
160,PT04M41.00S,2022-10-26T23:29:42.1Z,1,REGULAR,turnover,offensive goaltending,[],1628976,,,1610612753,16,14,2022-10-26T23:36:48Z,990000,,,0,,W. Carter Jr. offensive goaltending TURNOVER (2 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,,,,,,,,,2.0,,
116,PT04M28.00S,2022-10-26T23:29:51.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628386,91.93495400788436,52.20588235294118,1610612739,16,14,2022-10-26T23:36:48Z,1000000,11.0,23.0,1,right,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
117,PT04M25.00S,2022-10-26T23:29:54.6Z,1,REGULAR,rebound,defensive,[],1630284,,,1610612753,16,14,2022-10-26T23:29:54Z,1010000,,,0,,K. Harris REBOUND (Off:0 Def:1),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Restricted Area,0-8 Center,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT04M20.00S,2022-10-26T23:30:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,11.645860709592641,62.00980392156863,1610612753,16,14,2022-10-26T23:42:02Z,1020000,-60.0,57.0,1,left,MISS B. Bol 8' turnaround Shot,[1629626],1610612753.0,ORL,turnaround,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Left,8.28,Missed,,,,,,,,,,,,,,,,,,
119,PT04M18.00S,2022-10-26T23:30:03.4Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,16,14,2022-10-26T23:42:02Z,1030000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Left,,,118.0,2.0,2.0,0.0,,,,,,,,,,,,,,
120,PT04M18.00S,2022-10-26T23:30:06.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629626,,,1610612739,16,14,2022-10-26T23:30:31Z,1040000,,,0,,B. Bol personal FOUL (2 PF) (Love 2 FT),"[1629626, 201567]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,200833.0,2.0,0.0,Love,201567.0,,,,,,,
122,PT04M18.00S,2022-10-26T23:30:42.7Z,1,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,17,14,2022-10-26T23:30:42Z,1060000,,,0,,K. Love Free Throw 1 of 2 (1 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
123,PT04M18.00S,2022-10-26T23:30:44.3Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,17,14,2022-10-26T23:31:06Z,1070000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M18.00S,2022-10-26T23:30:44.3Z,1,REGULAR,substitution,out,[],1630175,,,1610612739,17,14,2022-10-26T23:31:06Z,1080000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M18.00S,2022-10-26T23:30:44.3Z,1,REGULAR,substitution,out,[],203082,,,1610612739,17,14,2022-10-26T23:31:06Z,1090000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M18.00S,2022-10-26T23:30:44.3Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,17,14,2022-10-26T23:31:06Z,1100000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M18.00S,2022-10-26T23:30:44.3Z,1,REGULAR,substitution,in,[],1630532,,,1610612739,17,14,2022-10-26T23:31:06Z,1110000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M18.00S,2022-10-26T23:30:44.3Z,1,REGULAR,substitution,in,[],1631094,,,1610612739,17,14,2022-10-26T23:31:06Z,1120000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT04M18.00S,2022-10-26T23:31:08.4Z,1,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,18,14,2022-10-26T23:31:08Z,1130000,,,0,,K. Love Free Throw 2 of 2 (2 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
130,PT04M03.00S,2022-10-26T23:31:23.7Z,1,REGULAR,2pt,Jump Shot,[],1631094,24.392247043363994,68.87254901960785,1610612753,18,14,2022-10-26T23:42:47Z,1140000,-94.0,177.0,1,left,MISS P. Banchero 20' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,20.04,Missed,,,,,,,,,,,,,,,,,,
131,PT04M01.00S,2022-10-26T23:31:25.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,18,14,2022-10-26T23:31:29Z,1150000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Left Center,,,130.0,3.0,3.0,0.0,,,,,,,,,,,,,,
132,PT03M52.00S,2022-10-26T23:31:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,93.24901445466492,51.225490196078425,1610612739,20,14,2022-10-26T23:31:41Z,1160000,6.0,11.0,1,right,C. Osman cutting Layup (3 PTS) (C. LeVert 3 AST),"[1626224, 1627747]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,,,,3.0,C. LeVert,1627747.0,3.0,,,
134,PT03M37.00S,2022-10-26T23:31:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,14.668199737187912,41.911764705882355,1610612753,20,14,2022-10-26T23:43:53Z,1180000,40.0,85.0,1,left,MISS P. Banchero 9' turnaround Shot,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,9.45,Missed,,,,,,,,,,,,,,,,,,
135,PT03M36.00S,2022-10-26T23:31:52.0Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612753,20,14,2022-10-26T23:31:52Z,1190000,,,0,,B. Bol REBOUND (Off:2 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,134.0,4.0,2.0,2.0,,,,,,,,,,,,,,
136,PT03M36.00S,2022-10-26T23:31:54.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203526,,,1610612753,20,14,2022-10-26T23:32:11Z,1200000,,,0,,R. Neto shooting personal FOUL (1 PF) (Bol 2 FT),"[203526, 1629626]",1610612739.0,CLE,shooting,,,Neto,R. Neto,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628954.0,1.0,0.0,Bol,1629626.0,,,,,,,
138,PT03M36.00S,2022-10-26T23:32:14.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629626,,,1610612753,20,14,2022-10-26T23:32:39Z,1220000,,,0,,MISS B. Bol Free Throw 1 of 2,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
139,PT03M36.00S,2022-10-26T23:32:14.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,20,14,2022-10-26T23:32:39Z,1230000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,
140,PT03M36.00S,2022-10-26T23:32:15.9Z,1,REGULAR,substitution,out,[],1627747,,,1610612753,20,14,2022-10-26T23:32:26Z,1240000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M36.00S,2022-10-26T23:32:15.9Z,1,REGULAR,substitution,out,[],203526,,,1610612753,20,14,2022-10-26T23:32:26Z,1250000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M36.00S,2022-10-26T23:32:15.9Z,1,REGULAR,substitution,in,[],1628378,,,1610612753,20,14,2022-10-26T23:32:26Z,1260000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT03M36.00S,2022-10-26T23:32:15.9Z,1,REGULAR,substitution,in,[],1630171,,,1610612753,20,14,2022-10-26T23:32:26Z,1270000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT03M36.00S,2022-10-26T23:32:14.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629626,,,1610612753,20,14,2022-10-26T23:32:39Z,1280000,,,0,,MISS B. Bol Free Throw 2 of 2,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT03M33.00S,2022-10-26T23:32:17.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,20,14,2022-10-26T23:32:39Z,1290000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,144.0,4.0,4.0,0.0,,,,,,,,,,,,,,
146,PT03M23.00S,2022-10-26T23:32:50.5Z,1,REGULAR,turnover,traveling,[],1628378,,,1610612739,20,14,2022-10-26T23:32:56Z,1300000,,,0,,D. Mitchell traveling TURNOVER (1 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2882.0,,,,,,,,,1.0,,
147,PT03M13.00S,2022-10-26T23:33:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628976,6.783837056504599,50.73529411764706,1610612753,20,16,2022-10-26T23:45:22Z,1310000,-4.0,11.0,1,left,W. Carter Jr. cutting Layup (6 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,,,,,,,,6.0,P. Banchero,1631094.0,1.0,,,
346,PT03M03.00S,2022-10-26T23:33:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,84.93758212877792,51.22549019607843,1610612739,20,16,2022-10-27T00:22:37Z,1325000,6.0,89.0,1,right,MISS C. Osman 8' driving floating Shot - blocked,"[1626224, 1629626]",1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Center,8.93,Missed,,,,,Bol,1629626.0,,,,,,,,,,,,
347,PT03M03.00S,2022-10-26T23:33:23.1Z,1,REGULAR,block,,[],1629626,,,1610612739,20,16,2022-10-27T00:22:37Z,1327500,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
348,PT03M03.00S,2022-10-26T23:33:23.1Z,1,REGULAR,rebound,offensive,[],1626224,,,1610612739,20,16,2022-10-27T00:22:37Z,1328750,,,0,,C. Osman REBOUND (Off:1 Def:0),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Center,,,346.0,1.0,0.0,1.0,,,,,,,,,,,,,,
149,PT02M55.00S,2022-10-26T23:33:31.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,67.23061760840999,66.91176470588235,1610612739,20,16,2022-10-27T00:22:37Z,1330000,85.0,256.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.91,Missed,,,,,,,,,,,,,,,,,,
150,PT02M52.00S,2022-10-26T23:33:34.6Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,20,16,2022-10-26T23:33:42Z,1340000,,,0,,B. Bol REBOUND (Off:2 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,149.0,5.0,3.0,2.0,,,,,,,,,,,,,,
151,PT02M44.00S,2022-10-26T23:33:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.178055190538765,52.20588235294118,1610612753,20,18,2022-10-26T23:33:47Z,1350000,-11.0,15.0,1,left,F. Wagner cutting Layup (6 PTS) (B. Bol 1 AST),"[1630532, 1629626]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,,,,,,6.0,B. Bol,1629626.0,1.0,,,
153,PT02M40.00S,2022-10-26T23:33:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,93.9060446780552,49.754901960784316,1610612739,22,18,2022-10-26T23:47:23Z,1370000,-1.0,5.0,1,right,C. Osman driving Layup (5 PTS) (K. Love 1 AST),"[1626224, 201567]",1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,,,,,,5.0,K. Love,201567.0,1.0,,,
155,PT02M23.00S,2022-10-26T23:34:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,9.674770039421814,52.94117647058824,1610612753,22,20,2022-10-26T23:34:10Z,1390000,-15.0,38.0,1,left,P. Banchero driving floating bank Jump Shot (6 PTS),[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,,,,,,,,6.0,,,,,,
156,PT02M10.00S,2022-10-26T23:34:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,89.04402102496715,53.67647058823529,1610612739,22,20,2022-10-26T23:48:08Z,1400000,18.0,50.0,1,right,MISS D. Mitchell pullup bank Shot,[1628378],1610612739.0,CLE,pullup bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,,,,,,
157,PT02M03.00S,2022-10-26T23:34:24.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,22,20,2022-10-26T23:34:25Z,1410000,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,156.0,3.0,3.0,0.0,,,,,,,,,,,,,,
158,PT01M59.00S,2022-10-26T23:34:29.9Z,1,REGULAR,turnover,traveling,[],1630532,,,1610612753,22,20,2022-10-26T23:34:35Z,1420000,,,0,,F. Wagner traveling TURNOVER (2 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,2882.0,,,,,,,,,2.0,,
159,PT01M59.00S,2022-10-26T23:34:43.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,22,20,2022-10-26T23:34:43Z,1430000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M59.00S,2022-10-26T23:37:04.9Z,1,REGULAR,substitution,out,[],1628976,,,1610612739,22,20,2022-10-26T23:37:33Z,1440000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M59.00S,2022-10-26T23:37:04.9Z,1,REGULAR,substitution,in,[],1631216,,,1610612739,22,20,2022-10-26T23:37:33Z,1450000,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M41.00S,2022-10-26T23:37:56.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,87.07293035479631,50.98039215686274,1610612739,22,20,2022-10-26T23:48:40Z,1460000,5.0,69.0,1,right,MISS E. Mobley 6' turnaround Hook - blocked,"[1630596, 1629626]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,Bol,1629626.0,,,,,,,,,,,,
164,PT01M41.00S,2022-10-26T23:37:56.5Z,1,REGULAR,block,,[],1629626,,,1610612739,22,20,2022-10-26T23:38:00Z,1470000,,,0,,B. Bol BLOCK (2 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
165,PT01M36.00S,2022-10-26T23:38:01.5Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,22,20,2022-10-26T23:50:11Z,1480000,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,163.0,1.0,0.0,1.0,,,,,,,,,,,,,,
166,PT01M34.00S,2022-10-26T23:38:04.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626224,72.88107752956637,82.1078431372549,1610612739,25,20,2022-10-26T23:38:09Z,1490000,161.0,202.0,1,right,C. Osman 25' 3PT  (8 PTS) (D. Mitchell 3 AST),"[1626224, 1628378]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,25.83,Made,,,,,,,,,,,,8.0,D. Mitchell,1628378.0,3.0,,,
168,PT01M15.00S,2022-10-26T23:38:23.0Z,1,REGULAR,3pt,Jump Shot,[],1630284,33.459264126149804,26.715686274509803,1610612753,25,20,2022-10-26T23:38:28Z,1510000,116.0,262.0,1,left,MISS K. Harris 28' 3PT,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Above the Break 3,24+ Right Center,28.67,Missed,,,,,,,,,,,,,,,,,,
169,PT01M11.00S,2022-10-26T23:38:27.0Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,25,20,2022-10-26T23:38:28Z,1520000,,,0,,C. Osman REBOUND (Off:1 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,168.0,2.0,1.0,1.0,,,,,,,,,,,,,,
170,PT01M05.00S,2022-10-26T23:38:36.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630284,,,1610612739,25,20,2022-10-26T23:38:51Z,1530000,,,0,,K. Harris shooting personal FOUL (2 PF) (Mobley 2 FT),"[1630284, 1630596]",1610612753.0,ORL,shooting,,,Harris,K. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,2.0,0.0,Mobley,1630596.0,,,,,,,
172,PT01M05.00S,2022-10-26T23:39:02.5Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,26,20,2022-10-26T23:39:02Z,1550000,,,0,,E. Mobley Free Throw 1 of 2 (1 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
173,PT01M05.00S,2022-10-26T23:39:16.6Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,26,20,2022-10-26T23:39:16Z,1560000,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
174,PT01M03.00S,2022-10-26T23:39:18.0Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,26,20,2022-10-26T23:39:18Z,1570000,,,0,,B. Bol REBOUND (Off:2 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,173.0,6.0,4.0,2.0,,,,,,,,,,,,,,
175,PT00M45.90S,2022-10-26T23:39:35.5Z,1,REGULAR,2pt,Jump Shot,[],1630532,14.931011826544022,89.95098039215686,1610612753,26,20,2022-10-26T23:39:44Z,1580000,-200.0,88.0,1,left,MISS F. Wagner 21' step back Shot,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left,21.83,Missed,,,,,,,,,,,,,,,,,,
176,PT00M42.00S,2022-10-26T23:39:39.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,26,20,2022-10-26T23:39:44Z,1590000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left,,,175.0,2.0,2.0,0.0,,,,,,,,,,,,,,
177,PT00M39.40S,2022-10-26T23:39:41.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201567,93.77463863337714,51.9607843137255,1610612739,28,20,2022-10-26T23:51:35Z,1600000,10.0,6.0,1,right,K. Love running Layup (4 PTS) (E. Mobley 1 AST),"[201567, 1630596]",1610612739.0,CLE,running,,,Love,K. Love,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,,,4.0,E. Mobley,1630596.0,1.0,,,
