actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
432,PT04M41.00S,2022-11-03T01:15:12.5Z,3,REGULAR,foul,personal,[],203935,,,1610612739,68,68,2022-11-03T01:15:18Z,4280000,,,0,,M. Smart personal FOUL (3 PF),"[203935, 1630596]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627962.0,3.0,0.0,Mobley,1630596.0,,,,,
434,PT04M41.00S,2022-11-03T01:15:17.9Z,3,REGULAR,substitution,out,[],203935,,,1610612739,68,68,2022-11-03T01:15:34Z,4300000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M41.00S,2022-11-03T01:15:17.9Z,3,REGULAR,substitution,out,[],201143,,,1610612739,68,68,2022-11-03T01:15:34Z,4310000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M41.00S,2022-11-03T01:15:17.9Z,3,REGULAR,substitution,in,[],1629684,,,1610612739,68,68,2022-11-03T01:15:34Z,4320000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M41.00S,2022-11-03T01:15:17.9Z,3,REGULAR,substitution,in,[],1630573,,,1610612739,68,68,2022-11-03T01:15:34Z,4330000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M25.00S,2022-11-03T01:15:50.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,16.770696452036795,47.549019607843135,1610612739,70,68,2022-11-03T01:15:56Z,4340000,12.0,105.0,1,left,E. Mobley 10' turnaround Hook (9 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,10.58,Made,9.0,,,,,,,,,,,,,,,,,
439,PT04M12.00S,2022-11-03T01:16:02.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,73.9323258869908,8.088235294117647,1610612738,70,71,2022-11-03T01:16:06Z,4350000,-210.0,193.0,1,right,J. Brown 28' 3PT  (24 PTS) (M. Brogdon 2 AST),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.46,Made,24.0,,,,,M. Brogdon,1627763.0,2.0,,,,,,,,,,
441,PT04M02.00S,2022-11-03T01:16:12.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.783837056504599,52.69607843137255,1610612739,72,71,2022-11-03T01:16:16Z,4370000,-13.0,11.0,1,left,D. Mitchell driving Layup (14 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.76,Made,14.0,,,,,,,,,,,,,,,,,
442,PT03M55.00S,2022-11-03T01:16:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.1688567674113,49.754901960784316,1610612738,72,71,2022-11-03T01:16:23Z,4380000,-1.0,2.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.26,Missed,,,,,,,,,,,,,,,,,,
443,PT03M52.00S,2022-11-03T01:16:23.0Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,72,71,2022-11-03T01:16:23Z,4390000,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,442.0,5.0,4.0,1.0,,,,,,,,,,,,,
444,PT03M47.00S,2022-11-03T01:16:26.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,20.71287779237845,8.823529411764707,1610612739,72,71,2022-11-03T01:21:22Z,4400000,206.0,142.0,1,left,MISS C. Osman 25' running 3PT,[1626224],1610612739.0,CLE,running,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
445,PT03M45.00S,2022-11-03T01:16:28.7Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,72,71,2022-11-03T01:16:30Z,4410000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,444.0,2.0,2.0,0.0,,,,,,,,,,,,,
447,PT03M35.00S,2022-11-03T01:16:39.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.03745072273325,52.20588235294118,1610612738,72,71,2022-11-03T01:16:45Z,4420000,11.0,4.0,1,right,MISS M. Brogdon driving reverse Layup,[1627763],1610612738.0,BOS,driving reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
448,PT03M31.00S,2022-11-03T01:16:43.7Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,72,71,2022-11-03T01:16:45Z,4430000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,447.0,1.0,1.0,0.0,,,,,,,,,,,,,
449,PT03M30.00S,2022-11-03T01:16:48.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612739,72,71,2022-11-03T01:16:58Z,4440000,,,0,,S. Hauser shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630573, 1627747]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,1.0,0.0,LeVert,1627747.0,,,,,
451,PT03M30.00S,2022-11-03T01:17:14.8Z,3,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,73,71,2022-11-03T01:17:14Z,4460000,,,0,,C. LeVert Free Throw 1 of 2 (9 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
452,PT03M30.00S,2022-11-03T01:17:21.4Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,73,71,2022-11-03T01:17:30Z,4470000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M30.00S,2022-11-03T01:17:21.4Z,3,REGULAR,substitution,in,[],201567,,,1610612739,73,71,2022-11-03T01:17:30Z,4480000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M30.00S,2022-11-03T01:17:38.1Z,3,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,74,71,2022-11-03T01:17:38Z,4490000,,,0,,C. LeVert Free Throw 2 of 2 (10 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
455,PT03M21.00S,2022-11-03T01:17:53.5Z,3,REGULAR,foul,personal,[],1627747,,,1610612738,74,71,2022-11-03T01:17:59Z,4500000,,,0,,C. LeVert personal FOUL (2 PF),"[1627747, 1627759]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627962.0,2.0,0.0,Brown,1627759.0,,,,,
457,PT03M21.00S,2022-11-03T01:18:03.7Z,3,REGULAR,substitution,out,[],1627747,,,1610612738,74,71,2022-11-03T01:18:08Z,4520000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M21.00S,2022-11-03T01:18:03.7Z,3,REGULAR,substitution,in,[],1629636,,,1610612738,74,71,2022-11-03T01:18:08Z,4530000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M07.00S,2022-11-03T01:18:26.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,74.58935611038108,88.48039215686273,1610612738,74,74,2022-11-03T01:18:31Z,4540000,192.0,186.0,1,right,J. Tatum 26' 3PT  (14 PTS) (J. Brown 4 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.79,Made,14.0,,,,,J. Brown,1627759.0,4.0,,,,,,,,,,
461,PT02M59.00S,2022-11-03T01:18:37.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612739,74,74,2022-11-03T01:21:54Z,4560000,,,0,,S. Hauser personal FOUL (2 PF) (Garland 2 FT),"[1630573, 1629636]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1179.0,2.0,0.0,Garland,1629636.0,,,,,
463,PT02M59.00S,2022-11-03T01:18:51.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,74,74,2022-11-03T01:18:51Z,4580000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M59.00S,2022-11-03T01:18:55.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612739,74,74,2022-11-03T01:21:52Z,4590000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M59.00S,2022-11-03T01:18:55.0Z,3,REGULAR,substitution,in,[],1628401,,,1610612739,74,74,2022-11-03T01:21:52Z,4600000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M59.00S,2022-11-03T01:22:19.8Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,75,74,2022-11-03T01:22:19Z,4610000,,,0,,D. Garland Free Throw 1 of 2 (20 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
468,PT02M59.00S,2022-11-03T01:22:33.9Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,76,74,2022-11-03T01:22:33Z,4620000,,,0,,D. Garland Free Throw 2 of 2 (21 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
469,PT02M42.00S,2022-11-03T01:22:52.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,74.45795006570303,87.99019607843137,1610612738,76,74,2022-11-03T01:22:58Z,4630000,190.0,188.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.7,Missed,,,,,,,,,,,,,,,,,,
470,PT02M38.00S,2022-11-03T01:22:56.8Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,76,74,2022-11-03T01:22:58Z,4640000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,469.0,3.0,2.0,1.0,,,,,,,,,,,,,
471,PT02M33.00S,2022-11-03T01:23:01.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,93.64323258869908,2.696078431372549,1610612738,76,74,2022-11-03T01:23:05Z,4650000,-237.0,7.0,1,right,MISS M. Brogdon 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
472,PT02M30.00S,2022-11-03T01:23:04.6Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,76,74,2022-11-03T01:23:05Z,4660000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,471.0,4.0,2.0,2.0,,,,,,,,,,,,,
473,PT02M26.00S,2022-11-03T01:23:08.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,71.96123521681997,19.607843137254903,1610612738,76,74,2022-11-03T01:23:11Z,4670000,-152.0,211.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
474,PT02M24.00S,2022-11-03T01:23:10.3Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,76,74,2022-11-03T01:23:11Z,4680000,,,0,,D. Garland REBOUND (Off:0 Def:4),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,473.0,4.0,4.0,0.0,,,,,,,,,,,,,
475,PT02M19.00S,2022-11-03T01:23:20.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612739,76,74,2022-11-03T01:23:32Z,4690000,,,0,,M. Brogdon personal FOUL (1 PF) (Love 2 FT),"[1627763, 201567]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627962.0,1.0,0.0,Love,201567.0,,,,,
477,PT02M19.00S,2022-11-03T01:23:51.0Z,3,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,76,74,2022-11-03T01:23:51Z,4710000,,,0,,MISS K. Love Free Throw 1 of 2,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
478,PT02M19.00S,2022-11-03T01:23:51.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,76,74,2022-11-03T01:23:51Z,4720000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,477.0,,,,,,,,,,,,,,,,
479,PT02M19.00S,2022-11-03T01:23:52.3Z,3,REGULAR,substitution,out,[],1628378,,,1610612739,76,74,2022-11-03T01:24:03Z,4730000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M19.00S,2022-11-03T01:23:52.3Z,3,REGULAR,substitution,in,[],1627747,,,1610612739,76,74,2022-11-03T01:24:03Z,4740000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M19.00S,2022-11-03T01:24:07.5Z,3,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,77,74,2022-11-03T01:24:07Z,4750000,,,0,,K. Love Free Throw 2 of 2 (8 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
482,PT02M06.00S,2022-11-03T01:24:21.6Z,3,REGULAR,turnover,bad pass,[],1627763,,,1610612738,77,74,2022-11-03T01:24:27Z,4760000,,,0,,M. Brogdon bad pass TURNOVER (3 TO),"[1627763, 1629731]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,3.0,Wade,1629731.0
483,PT02M06.00S,2022-11-03T01:24:21.6Z,3,REGULAR,steal,,[],1629731,,,1610612739,77,74,2022-11-03T01:24:26Z,4770000,,,0,,D. Wade STEAL (2 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
484,PT01M46.00S,2022-11-03T01:24:40.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,26.757555847568987,43.13725490196079,1610612739,79,74,2022-11-03T01:24:45Z,4780000,34.0,199.0,1,left,D. Garland 20' pullup Jump Shot (23 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Center,20.19,Made,23.0,,,,,,,,,,,,,,,,,
485,PT01M39.00S,2022-11-03T01:24:53.7Z,3,REGULAR,foul,personal,[],1629731,,,1610612738,79,74,2022-11-03T01:24:59Z,4790000,,,0,,D. Wade personal FOUL (2 PF),"[1629731, 1628369]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1179.0,2.0,0.0,Tatum,1628369.0,,,,,
487,PT01M30.00S,2022-11-03T01:25:15.7Z,3,REGULAR,3pt,Jump Shot,[],1629684,79.58278580814718,5.147058823529411,1610612738,79,74,2022-11-03T01:25:19Z,4810000,-224.0,139.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
488,PT01M27.00S,2022-11-03T01:25:18.0Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,79,74,2022-11-03T01:25:18Z,4820000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,487.0,2.0,2.0,0.0,,,,,,,,,,,,,
489,PT01M25.00S,2022-11-03T01:25:23.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612739,79,74,2022-11-03T01:25:37Z,4830000,,,0,,D. White shooting personal FOUL (2 PF) (LeVert 2 FT),"[1628401, 1627747]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1179.0,2.0,0.0,LeVert,1627747.0,,,,,
491,PT01M25.00S,2022-11-03T01:25:53.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627747,,,1610612739,79,74,2022-11-03T01:27:51Z,4850000,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
492,PT01M25.00S,2022-11-03T01:25:53.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,79,74,2022-11-03T01:27:51Z,4860000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,,
493,PT01M25.00S,2022-11-03T01:25:53.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627747,,,1610612739,80,74,2022-11-03T01:27:51Z,4870000,,,0,,C. LeVert Free Throw 2 of 2 (11 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
494,PT01M14.00S,2022-11-03T01:26:21.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.43166885676742,48.28431372549019,1610612738,80,74,2022-11-03T01:26:27Z,4880000,-9.0,0.0,1,right,MISS M. Brogdon driving reverse Layup,[1627763],1610612738.0,BOS,driving reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,,
495,PT01M11.00S,2022-11-03T01:26:24.3Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,80,74,2022-11-03T01:26:24Z,4890000,,,0,,D. Garland REBOUND (Off:0 Def:5),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,494.0,5.0,5.0,0.0,,,,,,,,,,,,,
496,PT01M09.00S,2022-11-03T01:26:29.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612739,80,74,2022-11-03T01:26:43Z,4900000,,,0,,D. White shooting personal FOUL (3 PF) (LeVert 2 FT),"[1628401, 1627747]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,3.0,0.0,LeVert,1627747.0,,,,,
498,PT01M09.00S,2022-11-03T01:27:00.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627747,,,1610612739,81,74,2022-11-03T01:27:00Z,4920000,,,0,,C. LeVert Free Throw 1 of 2 (12 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
499,PT01M09.00S,2022-11-03T01:27:04.2Z,3,REGULAR,substitution,out,[],201567,,,1610612739,81,74,2022-11-03T01:27:14Z,4930000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M09.00S,2022-11-03T01:27:04.2Z,3,REGULAR,substitution,in,[],1628386,,,1610612739,81,74,2022-11-03T01:27:14Z,4940000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M09.00S,2022-11-03T01:27:00.6Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627747,,,1610612739,81,74,2022-11-03T01:27:32Z,4950000,,,0,,MISS C. LeVert Free Throw 2 of 2,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
502,PT01M07.00S,2022-11-03T01:27:02.6Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,81,74,2022-11-03T01:27:32Z,4960000,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,501.0,4.0,4.0,0.0,,,,,,,,,,,,,
503,PT00M46.70S,2022-11-03T01:27:51.7Z,3,REGULAR,3pt,Jump Shot,[],1630573,94.03745072273325,1.2254901960784315,1610612738,81,74,2022-11-03T01:27:55Z,4970000,-244.0,4.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,24.39,Missed,,,,,,,,,,,,,,,,,,
504,PT00M43.90S,2022-11-03T01:27:54.5Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,81,74,2022-11-03T01:27:55Z,4980000,,,0,,C. Osman REBOUND (Off:0 Def:3),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Left Corner 3,24+ Left,,,,503.0,3.0,3.0,0.0,,,,,,,,,,,,,
505,PT00M36.70S,2022-11-03T01:28:05.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612739,81,74,2022-11-03T01:28:11Z,4990000,,,0,,S. Hauser personal FOUL (3 PF) (Allen 2 FT),"[1630573, 1628386]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627962.0,3.0,0.0,Allen,1628386.0,,,,,
507,PT00M36.70S,2022-11-03T01:28:27.9Z,3,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,82,74,2022-11-03T01:28:27Z,5010000,,,0,,J. Allen Free Throw 1 of 2 (11 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
508,PT00M36.70S,2022-11-03T01:28:42.8Z,3,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,83,74,2022-11-03T01:28:42Z,5020000,,,0,,J. Allen Free Throw 2 of 2 (12 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
509,PT00M26.60S,2022-11-03T01:29:03.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629731,,,1610612738,83,74,2022-11-03T01:29:14Z,5030000,,,0,,D. Wade personal FOUL (3 PF) (Tatum 2 FT),"[1629731, 1628369]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1179.0,3.0,0.0,Tatum,1628369.0,,,,,
511,PT00M26.60S,2022-11-03T01:29:29.4Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,83,75,2022-11-03T01:29:29Z,5050000,,,0,,J. Tatum Free Throw 1 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
512,PT00M26.60S,2022-11-03T01:29:32.1Z,3,REGULAR,substitution,out,[],1629731,,,1610612738,83,75,2022-11-03T01:29:38Z,5060000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M26.60S,2022-11-03T01:29:32.1Z,3,REGULAR,substitution,in,[],1628378,,,1610612738,83,75,2022-11-03T01:29:38Z,5070000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT00M26.60S,2022-11-03T01:29:57.3Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,83,76,2022-11-03T01:29:57Z,5080000,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
515,PT00M02.40S,2022-11-03T01:30:24.3Z,3,REGULAR,3pt,Jump Shot,[],1627747,28.597240473061763,27.941176470588236,1610612739,83,76,2022-11-03T01:30:30Z,5090000,110.0,216.0,1,left,MISS C. LeVert 24' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,24.28,Missed,,,,,,,,,,,,,,,,,,
516,PT00M02.40S,2022-11-03T01:30:24.3Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,83,76,2022-11-03T01:30:30Z,5100000,,,0,,J. Allen REBOUND (Off:2 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,515.0,9.0,7.0,2.0,,,,,,,,,,,,,
517,PT00M00.00S,2022-11-03T01:30:29.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,20.97568988173456,91.66666666666666,1610612739,83,76,2022-11-03T01:30:34Z,5110000,-208.0,145.0,1,left,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
518,PT00M00.00S,2022-11-03T01:30:32.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,83,76,2022-11-03T01:30:32Z,5120000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,517.0,,,,,,,,,,,,,,,,
519,PT00M00.00S,2022-11-03T01:30:33.4Z,3,REGULAR,period,end,[],0,,,1610612739,83,76,2022-11-03T01:30:33Z,5130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
