actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
87,PT04M53.00S,2023-02-09T00:25:10.2Z,1,REGULAR,substitution,out,[],1631093,,,1610612739,22,8,2023-02-09T00:25:33Z,870000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M53.00S,2023-02-09T00:25:10.2Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,22,8,2023-02-09T00:25:33Z,880000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M53.00S,2023-02-09T00:25:10.2Z,1,REGULAR,substitution,in,[],201937,,,1610612739,22,8,2023-02-09T00:25:33Z,890000,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M53.00S,2023-02-09T00:25:10.2Z,1,REGULAR,substitution,in,[],202692,,,1610612739,22,8,2023-02-09T00:25:33Z,900000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M53.00S,2023-02-09T00:25:09.7Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,22,8,2023-02-09T00:25:45Z,910000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
92,PT04M50.00S,2023-02-09T00:25:12.7Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,22,8,2023-02-09T00:25:45Z,920000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,91.0,2.0,1.0,1.0,,,,,,
93,PT04M41.00S,2023-02-09T00:25:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,94.82588699080158,49.50980392156863,1610612765,22,8,2023-02-09T00:25:54Z,930000,False,-2.0,-4.0,1,right,MISS I. Stewart Layup - blocked,"[1630191, 1630171]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.46,Missed,,,,,,,Okoro,1630171.0,,,,,,,,,,
94,PT04M41.00S,2023-02-09T00:25:49.1Z,1,REGULAR,block,,[],1630171,,,1610612765,22,8,2023-02-09T00:40:01Z,940000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M41.00S,2023-02-09T00:25:49.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,22,8,2023-02-09T00:25:54Z,950000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,93.0,,,,,,,,,
97,PT04M41.00S,2023-02-09T00:26:02.6Z,1,REGULAR,substitution,out,[],202711,,,1610612765,22,8,2023-02-09T00:26:11Z,970000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M41.00S,2023-02-09T00:26:02.6Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,22,8,2023-02-09T00:26:11Z,980000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M28.00S,2023-02-09T00:26:20.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630180,92.72339027595268,75.49019607843137,1610612765,22,8,2023-02-09T00:26:28Z,990000,False,127.0,16.0,1,right,MISS S. Bey 12' floating Shot,[1630180],1610612765.0,DET,floating,,,Bey,S. Bey,,,,,Mid-Range,8-16 Right,12.85,Missed,,,,,,,,,,,,,,,,,,
100,PT04M26.00S,2023-02-09T00:26:22.2Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,22,8,2023-02-09T00:26:39Z,1000000,False,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,99.0,3.0,1.0,2.0,,,,,,
101,PT04M25.00S,2023-02-09T00:26:27.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,22,10,2023-02-09T00:26:33Z,1010000,False,0.0,0.0,1,right,I. Stewart putback Layup (4 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
102,PT04M09.00S,2023-02-09T00:26:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,6.915243101182654,53.431372549019606,1610612739,22,10,2023-02-09T00:35:07Z,1020000,False,-17.0,13.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.13,Missed,,,,,,,,,,,,,,,,,,
103,PT04M08.00S,2023-02-09T00:26:43.3Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,22,10,2023-02-09T00:35:07Z,1030000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,102.0,4.0,2.0,2.0,,,,,,
104,PT04M08.00S,2023-02-09T00:26:47.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630596,5.590000152587891,50.0,1610612739,24,10,2023-02-09T00:35:14Z,1040000,False,0.0,0.0,1,left,E. Mobley tip DUNK (7 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2023-02-09T00:26:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,94.1688567674113,51.71568627450981,1610612765,24,12,2023-02-09T00:27:27Z,1050000,False,9.0,2.0,1,right,H. Diallo reverse Layup (2 PTS) (I. Stewart 2 AST),"[1628977, 1630191]",1610612765.0,DET,reverse,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,I. Stewart,1630191.0,2.0,,,,,,,,,,,,,,
107,PT03M33.00S,2023-02-09T00:27:16.5Z,1,REGULAR,2pt,Jump Shot,[],1630596,21.895532194480946,60.29411764705882,1610612739,24,12,2023-02-09T00:27:21Z,1070000,False,-51.0,153.0,1,left,MISS E. Mobley 16' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,16.17,Missed,,,,,,,,,,,,,,,,,,
108,PT03M31.00S,2023-02-09T00:27:18.5Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,24,12,2023-02-09T00:27:21Z,1080000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,
109,PT03M24.00S,2023-02-09T00:27:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,91.27792378449409,64.4607843137255,1610612765,24,14,2023-02-09T00:27:34Z,1090000,False,72.0,29.0,1,right,K. Hayes 7' fadeaway Jump Shot (4 PTS),[1630165],1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.81,Made,4.0,,,,,,,,,,,,,,,,,
110,PT03M22.00S,2023-02-09T00:27:33.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,24,14,2023-02-09T00:27:33Z,1100000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M22.00S,2023-02-09T00:27:49.2Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,24,14,2023-02-09T00:30:23Z,1110000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M22.00S,2023-02-09T00:27:49.2Z,1,REGULAR,substitution,out,[],1630191,,,1610612739,24,14,2023-02-09T00:30:23Z,1120000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2023-02-09T00:27:49.2Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,24,14,2023-02-09T00:30:23Z,1130000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2023-02-09T00:27:49.2Z,1,REGULAR,substitution,in,[],203457,,,1610612739,24,14,2023-02-09T00:30:23Z,1140000,False,,,0,,SUB in: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M07.00S,2023-02-09T00:30:39.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203457,,,1610612739,24,14,2023-02-09T00:30:49Z,1150000,False,,,0,,N. Noel shooting personal FOUL (1 PF) (Mobley 2 FT),"[203457, 1630596]",1610612765.0,DET,shooting,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,,,,,,,1627961.0,,,,,,,,1.0,0.0,Mobley,1630596.0,,
117,PT03M07.00S,2023-02-09T00:31:02.1Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,25,14,2023-02-09T00:31:02Z,1170000,False,,,0,,E. Mobley Free Throw 1 of 2 (8 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
118,PT03M07.00S,2023-02-09T00:31:03.7Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,25,14,2023-02-09T00:31:07Z,1180000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M07.00S,2023-02-09T00:31:03.7Z,1,REGULAR,substitution,in,[],1630205,,,1610612739,25,14,2023-02-09T00:31:07Z,1190000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M07.00S,2023-02-09T00:31:20.1Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,26,14,2023-02-09T00:31:20Z,1200000,False,,,0,,E. Mobley Free Throw 2 of 2 (9 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
121,PT02M49.00S,2023-02-09T00:31:41.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,66.70499342969777,60.049019607843135,1610612765,26,14,2023-02-09T00:31:47Z,1210000,False,50.0,260.0,1,right,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
122,PT02M46.00S,2023-02-09T00:31:44.6Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,26,14,2023-02-09T00:31:47Z,1220000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Center,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,
123,PT02M37.00S,2023-02-09T00:31:54.1Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,26,14,2023-02-09T00:32:00Z,1230000,False,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1630165]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,,,Hayes,1630165.0
124,PT02M37.00S,2023-02-09T00:31:54.1Z,1,REGULAR,steal,,[],1630165,,,1610612765,26,14,2023-02-09T01:17:33Z,1240000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT02M35.00S,2023-02-09T00:31:59.2Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,26,14,2023-02-09T00:35:55Z,1250000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 201937]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,,,,Rubio,201937.0
126,PT02M35.00S,2023-02-09T00:31:59.2Z,1,REGULAR,steal,,[],201937,,,1610612739,26,14,2023-02-09T00:32:08Z,1260000,False,,,0,,R. Rubio STEAL (1 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
315,PT02M27.00S,2023-02-09T00:32:15.1Z,1,REGULAR,turnover,bad pass,[],201937,,,1610612739,26,14,2023-02-09T01:17:47Z,1295000,False,,,0,,R. Rubio bad pass TURNOVER (1 TO),"[201937, 1630165]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,Hayes,1630165.0
316,PT02M27.00S,2023-02-09T00:32:15.1Z,1,REGULAR,steal,,[],1630165,,,1610612765,26,14,2023-02-09T01:17:47Z,1297500,False,,,0,,K. Hayes STEAL (2 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
130,PT02M20.00S,2023-02-09T00:32:19.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202692,79.84559789750328,91.91176470588235,1610612765,26,14,2023-02-09T01:17:47Z,1300000,False,210.0,137.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
131,PT02M19.00S,2023-02-09T00:32:20.5Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,26,14,2023-02-09T00:37:36Z,1310000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,
132,PT02M00.00S,2023-02-09T00:32:31.6Z,1,REGULAR,2pt,Jump Shot,[],201937,9.149145860709593,66.17647058823529,1610612739,28,14,2023-02-09T00:32:38Z,1320000,False,-81.0,34.0,1,left,R. Rubio 8' fadeaway bank Jump Shot (2 PTS),[201937],1610612739.0,CLE,fadeaway bank,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Left,8.76,Made,2.0,,,,,,,,,,,,,,,,,
133,PT01M42.00S,2023-02-09T00:32:49.3Z,1,REGULAR,2pt,Jump Shot,[],203457,74.72076215505913,51.470588235294116,1610612765,28,14,2023-02-09T00:32:57Z,1330000,False,7.0,185.0,1,right,MISS N. Noel 18' pullup bank Shot,[203457],1610612765.0,DET,pullup bank,,,Noel,N. Noel,,,,,Mid-Range,16-24 Center,18.52,Missed,,,,,,,,,,,,,,,,,,
134,PT01M39.00S,2023-02-09T00:32:52.3Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,28,14,2023-02-09T00:32:57Z,1340000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,16-24 Center,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,
135,PT01M34.00S,2023-02-09T00:32:57.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630205,5.995400788436268,52.20588235294118,1610612739,30,14,2023-02-09T00:44:31Z,1350000,False,-11.0,4.0,1,left,L. Stevens driving DUNK (2 PTS) (C. Osman 1 AST),"[1630205, 1626224]",1610612739.0,CLE,driving,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,1.17,Made,2.0,C. Osman,1626224.0,1.0,,,,,,,,,,,,,,
137,PT01M17.00S,2023-02-09T00:33:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,81.15965834428384,59.80392156862745,1610612765,30,14,2023-02-09T00:33:19Z,1370000,False,49.0,125.0,1,right,MISS A. Burks 13' fadeaway Shot,[202692],1610612765.0,DET,fadeaway,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Center,13.39,Missed,,,,,,,,,,,,,,,,,,
138,PT01M12.00S,2023-02-09T00:33:19.1Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,30,14,2023-02-09T00:33:19Z,1380000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,
139,PT01M01.00S,2023-02-09T00:33:30.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,4.812746386333772,53.67647058823529,1610612739,32,14,2023-02-09T00:33:34Z,1390000,False,-18.0,-7.0,1,left,E. Mobley DUNK (11 PTS) (R. Rubio 1 AST),"[1630596, 201937]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.98,Made,11.0,R. Rubio,201937.0,1.0,,,,,,,,,,,,,,
142,PT00M40.60S,2023-02-09T00:34:08.6Z,1,REGULAR,3pt,Jump Shot,[],202692,74.72076215505913,88.23529411764706,1610612765,32,14,2023-02-09T00:34:12Z,1420000,False,191.0,185.0,1,right,MISS A. Burks 26' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
143,PT00M37.90S,2023-02-09T00:34:11.3Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,32,14,2023-02-09T00:34:12Z,1430000,False,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,142.0,2.0,2.0,0.0,,,,,,
144,PT00M30.70S,2023-02-09T00:34:18.5Z,1,REGULAR,3pt,Jump Shot,[],201937,28.465834428383708,79.41176470588235,1610612739,32,14,2023-02-09T00:34:24Z,1440000,False,-147.0,215.0,1,left,MISS R. Rubio 26' pullup 3PT,[201937],1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
145,PT00M26.10S,2023-02-09T00:34:23.1Z,1,REGULAR,rebound,defensive,[],203457,,,1610612765,32,14,2023-02-09T00:34:28Z,1450000,False,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,
146,PT00M06.90S,2023-02-09T00:34:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203457,81.94809461235218,38.970588235294116,1610612765,32,14,2023-02-09T00:34:46Z,1460000,False,-55.0,117.0,1,right,MISS N. Noel 12' Jump Shot,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,In The Paint (Non-RA),8-16 Center,12.95,Missed,,,,,,,,,,,,,,,,,,
147,PT00M04.10S,2023-02-09T00:34:45.1Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,32,14,2023-02-09T00:34:46Z,1470000,False,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,146.0,3.0,3.0,0.0,,,,,,
149,PT00M01.20S,2023-02-09T00:34:52.3Z,1,REGULAR,substitution,out,[],1630165,,,1610612739,32,14,2023-02-09T00:35:01Z,1490000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M01.20S,2023-02-09T00:34:52.3Z,1,REGULAR,substitution,in,[],202709,,,1610612739,32,14,2023-02-09T00:35:01Z,1500000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2023-02-09T00:35:16.5Z,1,REGULAR,period,end,[],0,,,1610612739,32,14,2023-02-09T00:35:16Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-02-09T00:35:42.8Z,2,REGULAR,substitution,out,['startperiod'],1630596,,,1610612739,32,14,2023-02-09T00:37:47Z,1520000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-02-09T00:35:42.8Z,2,REGULAR,substitution,out,['startperiod'],203457,,,1610612739,32,14,2023-02-09T00:37:47Z,1530000,False,,,0,,SUB out: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-02-09T00:35:42.8Z,2,REGULAR,substitution,in,['startperiod'],1628386,,,1610612739,32,14,2023-02-09T00:37:47Z,1540000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-02-09T00:35:42.8Z,2,REGULAR,substitution,in,['startperiod'],1631105,,,1610612739,32,14,2023-02-09T00:37:47Z,1550000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-02-09T00:37:57.2Z,2,REGULAR,period,start,[],0,,,1610612765,32,14,2023-02-09T00:37:57Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M42.00S,2023-02-09T00:38:33.6Z,2,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612765,32,14,2023-02-09T00:38:50Z,1580000,False,,,0,,L. Stevens shooting personal FOUL (1 PF) (Bey 2 FT),"[1630205, 1630180]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,2715.0,,,,,,,,1.0,0.0,Bey,1630180.0,,
160,PT11M42.00S,2023-02-09T00:38:52.9Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,32,15,2023-02-09T00:38:52Z,1600000,False,,,0,,S. Bey Free Throw 1 of 2 (1 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
161,PT11M42.00S,2023-02-09T00:39:06.6Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,32,16,2023-02-09T00:39:06Z,1610000,False,,,0,,S. Bey Free Throw 2 of 2 (2 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
163,PT11M19.00S,2023-02-09T00:39:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201937,6.783837056504599,49.754901960784316,1610612739,34,16,2023-02-09T00:40:06Z,1630000,False,1.0,11.0,1,left,R. Rubio Layup (4 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,1.14,Made,4.0,,,,,,,,,,,,,,,,,
164,PT11M18.00S,2023-02-09T00:39:53.8Z,2,REGULAR,turnover,bad pass,[],1628977,,,1610612765,34,16,2023-02-09T00:43:29Z,1640000,False,,,0,,H. Diallo bad pass TURNOVER (1 TO),"[1628977, 201937]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Rubio,201937.0
165,PT11M18.00S,2023-02-09T00:39:53.8Z,2,REGULAR,steal,,[],201937,,,1610612739,34,16,2023-02-09T00:40:02Z,1650000,False,,,0,,R. Rubio STEAL (2 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
166,PT11M14.00S,2023-02-09T00:40:03.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,27.151773981603156,14.705882352941178,1610612739,34,16,2023-02-09T00:44:21Z,1660000,False,176.0,203.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
167,PT11M12.00S,2023-02-09T00:40:05.5Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,34,16,2023-02-09T00:44:21Z,1670000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,166.0,2.0,2.0,0.0,,,,,,
168,PT11M03.00S,2023-02-09T00:40:11.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,92.72339027595268,46.81372549019608,1610612765,34,16,2023-02-09T00:46:11Z,1680000,False,-16.0,16.0,1,right,MISS H. Diallo driving Layup,[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
169,PT11M02.00S,2023-02-09T00:40:12.0Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,34,16,2023-02-09T00:46:11Z,1690000,False,,,0,,J. Allen REBOUND (Off:4 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,168.0,5.0,1.0,4.0,,,,,,
220,PT10M59.00S,2023-02-09T00:40:22.3Z,2,REGULAR,turnover,bad pass,[],1628386,,,1610612739,34,16,2023-02-09T00:47:49Z,1700000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 202692]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,,,Burks,202692.0
