actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
89,PT04M35.00S,2023-03-16T00:03:07.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,12,18,2023-03-16T00:03:11Z,890000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,,,,,,88.0,4.0,4.0,0.0,,,,,,,,
90,PT04M24.00S,2023-03-16T00:03:24.1Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612755,12,18,2023-03-16T00:03:30Z,900000,False,,,0,,D. Garland shooting personal FOUL (2 PF) (Harden 2 FT),"[1629636, 201935]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,202007.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
92,PT04M24.00S,2023-03-16T00:03:48.6Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,12,19,2023-03-16T00:03:48Z,920000,False,,,0,,J. Harden Free Throw 1 of 2 (5 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
93,PT04M24.00S,2023-03-16T00:03:56.5Z,1,REGULAR,substitution,out,[],1629636,,,1610612755,12,19,2023-03-16T00:04:01Z,930000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2023-03-16T00:03:56.5Z,1,REGULAR,substitution,in,[],203526,,,1610612755,12,19,2023-03-16T00:04:01Z,940000,False,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M24.00S,2023-03-16T00:04:21.5Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,12,20,2023-03-16T00:04:21Z,950000,False,,,0,,J. Harden Free Throw 2 of 2 (6 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
96,PT04M10.00S,2023-03-16T00:04:37.7Z,1,REGULAR,3pt,Jump Shot,[],1626224,71.17279894875165,78.43137254901961,1610612739,12,20,2023-03-16T00:04:41Z,960000,False,142.0,218.0,1,right,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.07,,,,,,,,,,,,
97,PT04M08.00S,2023-03-16T00:04:39.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,12,20,2023-03-16T00:04:41Z,970000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,
98,PT04M02.00S,2023-03-16T00:04:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,8.886333771353483,38.23529411764706,1610612755,12,20,2023-03-16T00:04:51Z,980000,False,59.0,31.0,1,left,MISS T. Maxey 6' driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.65,,,,,,,,,,,,
99,PT03M57.00S,2023-03-16T00:04:50.4Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,12,20,2023-03-16T00:04:50Z,990000,False,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,98.0,5.0,4.0,1.0,,,,,,,,
100,PT03M57.00S,2023-03-16T00:04:50.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203954,5.590000152587891,50.0,1610612755,12,22,2023-03-16T00:06:07Z,1000000,False,0.0,0.0,1,left,J. Embiid tip DUNK (11 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,0.0,,,,,,,,,,,,
101,PT03M49.00S,2023-03-16T00:05:01.9Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612739,12,22,2023-03-16T00:05:40Z,1010000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Mobley 2 FT),"[203954, 1630596]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
103,PT03M49.00S,2023-03-16T00:05:23.7Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,13,22,2023-03-16T00:05:23Z,1030000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
104,PT03M49.00S,2023-03-16T00:05:24.4Z,1,REGULAR,substitution,out,[],201935,,,1610612739,13,22,2023-03-16T00:05:28Z,1040000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M49.00S,2023-03-16T00:05:24.4Z,1,REGULAR,substitution,in,[],1629003,,,1610612739,13,22,2023-03-16T00:05:28Z,1050000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M49.00S,2023-03-16T00:05:23.7Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,13,22,2023-03-16T00:05:59Z,1060000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
107,PT03M46.00S,2023-03-16T00:05:26.7Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,13,22,2023-03-16T00:05:59Z,1070000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,
108,PT03M32.00S,2023-03-16T00:05:58.1Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,13,22,2023-03-16T00:06:04Z,1080000,False,,,0,,J. Embiid lost ball out-of-bounds TURNOVER (3 TO),[203954],1610612755.0,PHI,lost ball,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,202007.0,,,,,,,,,,,,,,3.0,,,,,
109,PT03M15.00S,2023-03-16T00:06:22.6Z,1,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612739,13,22,2023-03-16T00:06:28Z,1090000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Osman 2 FT),"[1627777, 1626224]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,101284.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,
111,PT03M15.00S,2023-03-16T00:06:52.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626224,,,1610612739,14,22,2023-03-16T00:06:52Z,1110000,False,,,0,,C. Osman Free Throw 1 of 2 (1 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
112,PT03M15.00S,2023-03-16T00:07:14.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626224,,,1610612739,15,22,2023-03-16T00:07:14Z,1120000,False,,,0,,C. Osman Free Throw 2 of 2 (2 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
113,PT02M57.00S,2023-03-16T00:07:32.8Z,1,REGULAR,2pt,Jump Shot,[],203954,24.129434954007884,41.66666666666667,1610612755,15,24,2023-03-16T00:07:38Z,1130000,False,42.0,174.0,1,left,J. Embiid 17' pullup Jump Shot (13 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,Made,13.0,17.92,,,,,,,,,,T. Maxey,1630178.0,2.0
115,PT02M50.00S,2023-03-16T00:07:44.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612739,15,24,2023-03-16T00:08:18Z,1150000,False,,,0,,D. Melton personal FOUL (1 PF) (Mitchell 2 FT),"[1629001, 1628378]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,202007.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
117,PT02M50.00S,2023-03-16T00:08:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,15,24,2023-03-16T00:08:15Z,1170000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M50.00S,2023-03-16T00:11:20.3Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,16,24,2023-03-16T00:11:42Z,1180000,False,,,0,,D. Mitchell Free Throw 1 of 2 (5 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
119,PT02M50.00S,2023-03-16T00:11:20.3Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,16,24,2023-03-16T00:11:42Z,1190000,False,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
120,PT02M48.00S,2023-03-16T00:11:22.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,16,24,2023-03-16T00:11:42Z,1200000,False,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,119.0,6.0,5.0,1.0,,,,,,,,
121,PT02M36.00S,2023-03-16T00:11:51.4Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,16,24,2023-03-16T00:11:56Z,1210000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1630596]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,Mobley,1630596.0,,,
122,PT02M36.00S,2023-03-16T00:11:51.4Z,1,REGULAR,steal,,[],1630596,,,1610612739,16,24,2023-03-16T00:11:53Z,1220000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
123,PT02M31.00S,2023-03-16T00:11:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203526,93.9060446780552,51.71568627450981,1610612739,18,24,2023-03-16T00:12:43Z,1230000,False,9.0,5.0,1,right,R. Neto running Layup (2 PTS) (E. Mobley 1 AST),"[203526, 1630596]",1610612739.0,CLE,running,,,Neto,R. Neto,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.98,,,,,,,,,,E. Mobley,1630596.0,1.0
125,PT02M09.00S,2023-03-16T00:12:18.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,39.10972404730618,24.264705882352942,1610612755,18,27,2023-03-16T00:12:23Z,1250000,False,129.0,315.0,1,left,T. Maxey 34' 3PT  (8 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,34.04,,,,,,,,,,J. Embiid,203954.0,1.0
127,PT01M50.00S,2023-03-16T00:12:37.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.11760840998686,50.98039215686274,1610612739,20,27,2023-03-16T00:12:41Z,1270000,False,5.0,12.0,1,right,E. Mobley alley-oop DUNK (5 PTS) (C. LeVert 1 AST),"[1630596, 1627747]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.31,,,,,,,,,,C. LeVert,1627747.0,1.0
129,PT01M36.00S,2023-03-16T00:12:51.0Z,1,REGULAR,3pt,Jump Shot,[],203954,24.78646517739816,12.5,1610612755,20,27,2023-03-16T00:12:55Z,1290000,False,188.0,180.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.03,,,,,,,,,,,,
130,PT01M33.00S,2023-03-16T00:12:54.0Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,20,27,2023-03-16T00:12:55Z,1300000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,
131,PT01M20.00S,2023-03-16T00:13:07.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628378,87.86136662286465,57.84313725490197,1610612739,20,27,2023-03-16T00:13:13Z,1310000,False,39.0,62.0,1,right,MISS D. Mitchell 7' driving bank Hook,[1628378],1610612739.0,CLE,driving bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.3,,,,,,,,,,,,
132,PT01M18.00S,2023-03-16T00:13:09.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,20,27,2023-03-16T00:13:13Z,1320000,False,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,131.0,7.0,6.0,1.0,,,,,,,,
133,PT01M12.00S,2023-03-16T00:13:15.2Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,20,27,2023-03-16T00:13:19Z,1330000,False,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1628378]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,2.0,Mitchell,1628378.0,,,
134,PT01M12.00S,2023-03-16T00:13:15.2Z,1,REGULAR,steal,,[],1628378,,,1610612739,20,27,2023-03-16T00:15:18Z,1340000,False,,,0,,D. Mitchell STEAL (2 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
135,PT01M08.00S,2023-03-16T00:13:19.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,94.03745072273325,50.245098039215684,1610612739,22,27,2023-03-16T00:15:21Z,1350000,False,1.0,4.0,1,right,D. Mitchell running DUNK (7 PTS) (E. Mobley 2 AST),"[1628378, 1630596]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,0.37,,,,,,,,,,E. Mobley,1630596.0,2.0
137,PT00M53.60S,2023-03-16T00:13:37.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203526,,,1610612755,22,27,2023-03-16T00:13:47Z,1370000,False,,,0,,R. Neto shooting personal FOUL (1 PF) (Embiid 2 FT),"[203526, 203954]",1610612739.0,CLE,shooting,,,Neto,R. Neto,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
139,PT00M53.60S,2023-03-16T00:14:04.7Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,22,28,2023-03-16T00:14:04Z,1390000,False,,,0,,J. Embiid Free Throw 1 of 2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
140,PT00M53.60S,2023-03-16T00:14:25.6Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,22,29,2023-03-16T00:14:25Z,1400000,False,,,0,,J. Embiid Free Throw 2 of 2 (15 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
141,PT00M31.50S,2023-03-16T00:14:49.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.41327201051249,32.59803921568628,1610612739,22,29,2023-03-16T00:14:55Z,1410000,False,-87.0,244.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.94,,,,,,,,,,,,
142,PT00M28.90S,2023-03-16T00:14:52.1Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,22,29,2023-03-16T00:14:52Z,1420000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,141.0,4.0,2.0,2.0,,,,,,,,
143,PT00M27.00S,2023-03-16T00:14:55.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203526,84.83902759526939,38.72549019607843,1610612739,24,29,2023-03-16T00:15:00Z,1430000,False,-56.0,90.0,1,right,R. Neto 10' driving floating Jump Shot (4 PTS) (E. Mobley 3 AST),"[203526, 1630596]",1610612739.0,CLE,driving floating,,,Neto,R. Neto,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,4.0,10.62,,,,,,,,,,E. Mobley,1630596.0,3.0
146,PT00M04.90S,2023-03-16T00:15:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.469776609724048,50.0,1610612755,24,29,2023-03-16T00:16:57Z,1460000,False,0.0,-1.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.11,,,,,,,,,,,,
147,PT00M02.60S,2023-03-16T00:15:39.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,24,29,2023-03-16T00:15:41Z,1470000,False,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,146.0,5.0,3.0,2.0,,,,,,,,
148,PT00M01.00S,2023-03-16T00:15:41.3Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,24,29,2023-03-16T00:15:47Z,1480000,False,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1629003]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,1.0,Milton,1629003.0,,,
149,PT00M01.00S,2023-03-16T00:15:41.3Z,1,REGULAR,steal,,[],1629003,,,1610612755,24,29,2023-03-16T00:15:43Z,1490000,False,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2023-03-16T00:16:02.0Z,1,REGULAR,period,end,[],0,,,1610612755,24,29,2023-03-16T00:16:02Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-03-16T00:17:05.9Z,2,REGULAR,substitution,out,['startperiod'],1630596,,,1610612755,24,29,2023-03-16T00:19:13Z,1530000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-03-16T00:17:05.9Z,2,REGULAR,substitution,out,['startperiod'],1628378,,,1610612755,24,29,2023-03-16T00:19:13Z,1540000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-03-16T00:17:05.9Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,24,29,2023-03-16T00:19:13Z,1550000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-03-16T00:17:05.9Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,24,29,2023-03-16T00:19:13Z,1560000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-03-16T00:17:05.9Z,2,REGULAR,substitution,in,['startperiod'],1629603,,,1610612755,24,29,2023-03-16T00:19:13Z,1570000,False,,,0,,SUB in: M. Diakite,[1629603],1610612739.0,CLE,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-03-16T00:17:05.9Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612755,24,29,2023-03-16T00:19:13Z,1580000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-03-16T00:17:05.9Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612755,24,29,2023-03-16T00:19:13Z,1590000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-03-16T00:17:05.9Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,24,29,2023-03-16T00:19:13Z,1600000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-03-16T00:19:21.0Z,2,REGULAR,period,start,[],0,,,1610612739,24,29,2023-03-16T00:19:21Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M37.00S,2023-03-16T00:20:00.0Z,2,REGULAR,2pt,Jump Shot,[],1629636,93.11760840998686,88.97058823529412,1610612739,24,29,2023-03-16T00:20:05Z,1630000,False,195.0,12.0,1,right,MISS D. Garland 19' turnaround Shot,[1629636],1610612739.0,CLE,turnaround,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right,,,,,,Missed,,19.53,,,,,,,,,,,,
164,PT11M34.00S,2023-03-16T00:20:03.0Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,24,29,2023-03-16T00:20:05Z,1640000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Right,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,
165,PT11M21.00S,2023-03-16T00:20:15.5Z,2,REGULAR,3pt,Jump Shot,[],201935,21.895532194480946,9.313725490196079,1610612755,24,29,2023-03-16T00:20:21Z,1650000,False,203.0,153.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.47,,,,,,,,,,,,
166,PT11M19.00S,2023-03-16T00:20:17.5Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,24,29,2023-03-16T00:20:21Z,1660000,False,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,
167,PT11M11.00S,2023-03-16T00:20:25.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629603,87.86136662286465,38.72549019607843,1610612739,26,29,2023-03-16T00:20:30Z,1670000,False,-56.0,62.0,1,right,M. Diakite 8' turnaround Hook (2 PTS) (D. Garland 1 AST),"[1629603, 1629636]",1610612739.0,CLE,turnaround,,,Diakite,M. Diakite,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,2.0,8.35,,,,,,,,,,D. Garland,1629636.0,1.0
169,PT10M52.00S,2023-03-16T00:20:44.8Z,2,REGULAR,2pt,Jump Shot,[],1629003,14.668199737187912,29.65686274509804,1610612755,26,29,2023-03-16T00:20:50Z,1690000,False,102.0,85.0,1,left,MISS S. Milton 13' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,Mid-Range,8-16 Right,,,,,,Missed,,13.28,,,,,,,,,,,,
170,PT10M50.00S,2023-03-16T00:20:46.8Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,26,29,2023-03-16T00:20:50Z,1700000,False,,,0,,C. Osman REBOUND (Off:0 Def:3),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Right,,,,,,,,,169.0,3.0,3.0,0.0,,,,,,,,
171,PT10M35.00S,2023-03-16T00:21:01.6Z,2,REGULAR,2pt,Jump Shot,[],1627747,84.83902759526939,66.66666666666666,1610612739,26,29,2023-03-16T00:21:06Z,1710000,False,83.0,90.0,1,right,MISS C. LeVert 12' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,,Missed,,12.26,,,,,,,,,,,,
172,PT10M33.00S,2023-03-16T00:21:03.6Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,26,29,2023-03-16T00:21:06Z,1720000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,
173,PT10M21.00S,2023-03-16T00:21:17.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",201935,12.828515111695138,52.20588235294118,1610612755,26,31,2023-03-16T00:21:54Z,1730000,False,-11.0,68.0,1,left,J. Harden 6' driving Layup (8 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,6.9,,,,,,,,,,,,
175,PT10M21.00S,2023-03-16T00:21:34.9Z,2,REGULAR,violation,defensive goaltending,[],1629603,,,1610612755,26,31,2023-03-16T00:22:38Z,1750000,False,,,0,,M. Diakite defensive goaltending VIOLATION,[1629603],1610612739.0,CLE,,,,Diakite,M. Diakite,,,,,,,202007.0,,,,,,,,,,,,,,,,,,,
176,PT10M05.00S,2023-03-16T00:21:44.8Z,2,REGULAR,3pt,Jump Shot,[],1627747,67.09921156373193,38.970588235294116,1610612739,29,31,2023-03-16T00:21:51Z,1760000,False,-55.0,257.0,1,right,C. LeVert 26' 3PT  (3 PTS) (D. Garland 2 AST),"[1627747, 1629636]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,26.26,,,,,,,,,,D. Garland,1629636.0,2.0
