actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
253,PT05M15.00S,2023-12-09T00:49:33.5Z,2,REGULAR,foul,personal,['1freethrow'],1631109,,,1610612761,53,40,2023-12-09T00:49:49Z,2500000,False,,,0,,M. Williams shooting personal FOUL (1 PF) (Boucher 1 FT),"[1631109, 1628449]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Boucher,1628449.0
255,PT05M15.00S,2023-12-09T00:49:52.0Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628449,,,1610612761,53,41,2023-12-09T00:49:52Z,2520000,False,,,0,,C. Boucher Free Throw 1 of 1 (3 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
258,PT04M55.00S,2023-12-09T00:50:16.9Z,2,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,53,41,2023-12-09T00:50:57Z,2530000,False,,,0,,G. Hayward bad pass out-of-bounds TURNOVER (2 TO),[202330],1610612766.0,CHA,bad pass,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,201638.0,,,,,,,,,,
259,PT04M55.00S,2023-12-09T00:50:21.3Z,2,REGULAR,substitution,out,[],202397,,,1610612761,53,41,2023-12-09T00:50:42Z,2540000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M55.00S,2023-12-09T00:50:21.3Z,2,REGULAR,substitution,in,[],1626179,,,1610612761,53,41,2023-12-09T00:50:42Z,2550000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M47.00S,2023-12-09T00:50:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,92.32917214191852,49.01960784313725,1610612761,53,43,2023-12-09T00:51:07Z,2560000,False,-5.0,20.0,1,right,P. Siakam driving Layup (9 PTS) (D. Schroder 3 AST),"[1627783, 203471]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,2.02,Made,,,,,,9.0,D. Schroder,203471.0,3.0,,,,,,
263,PT04M47.00S,2023-12-09T00:50:54.0Z,2,REGULAR,foul,personal,['1freethrow'],1631109,,,1610612761,53,43,2023-12-09T00:51:14Z,2580000,False,,,0,,M. Williams shooting personal FOUL (2 PF) (Siakam 1 FT),"[1631109, 1627783]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,,,2.0,0.0,Siakam,1627783.0
265,PT04M47.00S,2023-12-09T00:51:17.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1627783,,,1610612761,53,44,2023-12-09T00:51:17Z,2600000,False,,,0,,P. Siakam Free Throw 1 of 1 (10 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,,10.0,,,,,,,,,
266,PT04M26.00S,2023-12-09T00:51:40.9Z,2,REGULAR,3pt,Jump Shot,[],1628970,23.209592641261498,11.519607843137255,1610612766,56,44,2023-12-09T00:51:46Z,2610000,False,192.0,166.0,1,left,M. Bridges 25' 3PT  (7 PTS) (T. Rozier 6 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,25.39,Made,,,,,,7.0,T. Rozier,1626179.0,6.0,,,,,,
268,PT04M07.00S,2023-12-09T00:52:00.4Z,2,REGULAR,3pt,Jump Shot,[],1628384,89.43823915900131,96.07843137254902,1610612761,56,44,2023-12-09T00:52:04Z,2630000,False,230.0,47.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,23.51,Missed,,,,,,,,,,,,,,,
269,PT04M07.00S,2023-12-09T00:52:03.4Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,56,44,2023-12-09T00:52:03Z,2640000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,268.0,6.0,6.0,0.0,,,,,,,,,,,
270,PT04M07.00S,2023-12-09T00:52:09.1Z,2,REGULAR,foul,personal,[],1627783,,,1610612766,56,44,2023-12-09T00:52:18Z,2650000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1628970]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Bridges,1628970.0
272,PT04M07.00S,2023-12-09T00:52:18.2Z,2,REGULAR,substitution,out,[],1631109,,,1610612766,56,44,2023-12-09T00:52:21Z,2670000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M07.00S,2023-12-09T00:52:18.2Z,2,REGULAR,substitution,in,[],1630208,,,1610612766,56,44,2023-12-09T00:52:21Z,2680000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M53.00S,2023-12-09T00:52:36.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,19.004599211563733,62.99019607843137,1610612766,56,44,2023-12-09T00:52:40Z,2690000,False,-65.0,126.0,1,left,MISS B. Miller 14' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,14.19,Missed,,,,,,,,,,,,,,,
275,PT03M49.00S,2023-12-09T00:52:40.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,56,44,2023-12-09T00:52:40Z,2700000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,274.0,3.0,2.0,1.0,,,,,,,,,,,
276,PT03M33.00S,2023-12-09T00:52:55.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,88.12417871222075,52.450980392156865,1610612761,56,44,2023-12-09T00:52:59Z,2710000,False,12.0,59.0,1,right,MISS P. Siakam 6' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,6.04,Missed,,,,,,,,,,,,,,,
277,PT03M30.00S,2023-12-09T00:52:58.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,56,44,2023-12-09T00:52:59Z,2720000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,276.0,3.0,2.0,1.0,,,,,,,,,,,
278,PT03M23.00S,2023-12-09T00:53:08.4Z,2,REGULAR,foul,personal,['3freethrow'],1627751,,,1610612766,56,44,2023-12-09T00:53:27Z,2730000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Rozier 3 FT),"[1627751, 1626179]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Rozier,1626179.0
280,PT03M23.00S,2023-12-09T00:53:42.5Z,2,REGULAR,freethrow,1 of 3,[],1626179,,,1610612766,57,44,2023-12-09T00:53:42Z,2750000,False,,,0,,T. Rozier Free Throw 1 of 3 (10 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,10.0,,,,,,,,,
281,PT03M23.00S,2023-12-09T00:53:57.2Z,2,REGULAR,freethrow,2 of 3,[],1626179,,,1610612766,58,44,2023-12-09T00:53:57Z,2760000,False,,,0,,T. Rozier Free Throw 2 of 3 (11 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,11.0,,,,,,,,,
282,PT03M23.00S,2023-12-09T00:53:59.2Z,2,REGULAR,substitution,out,[],1628449,,,1610612766,58,44,2023-12-09T00:54:06Z,2770000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M23.00S,2023-12-09T00:53:59.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612766,58,44,2023-12-09T00:54:06Z,2780000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M23.00S,2023-12-09T00:54:20.2Z,2,REGULAR,freethrow,3 of 3,[],1626179,,,1610612766,59,44,2023-12-09T00:54:20Z,2790000,False,,,0,,T. Rozier Free Throw 3 of 3 (12 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,12.0,,,,,,,,,
285,PT03M07.00S,2023-12-09T00:54:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.59198423127464,48.77450980392157,1610612761,59,46,2023-12-09T00:54:40Z,2800000,False,-6.0,17.0,1,right,P. Siakam driving Layup (12 PTS) (S. Barnes 4 AST),"[1627783, 1630567]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1.82,Made,,,,,,12.0,S. Barnes,1630567.0,4.0,,,,,,
287,PT02M37.00S,2023-12-09T00:55:08.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,17.0335085413929,46.07843137254902,1610612766,61,46,2023-12-09T00:56:35Z,2820000,False,20.0,108.0,1,left,B. Miller 10' turnaround fadeaway Jump Shot (10 PTS),[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,10.94,Made,,,,,,10.0,,,,,,,,,
288,PT02M24.00S,2023-12-09T00:55:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.32917214191852,53.431372549019606,1610612761,61,48,2023-12-09T00:55:33Z,2830000,False,17.0,20.0,1,right,J. Poeltl driving Layup (8 PTS) (O. Anunoby 2 AST),"[1627751, 1628384]",1610612761.0,TOR,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,2.61,Made,,,,,,8.0,O. Anunoby,1628384.0,2.0,,,,,,
290,PT02M13.00S,2023-12-09T00:55:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,5.863994743758213,53.92156862745098,1610612766,63,48,2023-12-09T00:55:39Z,2850000,False,-20.0,3.0,1,left,M. Bridges driving Layup (9 PTS) (T. Rozier 7 AST),"[1628970, 1626179]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,1.98,Made,,,,,,9.0,T. Rozier,1626179.0,7.0,,,,,,
292,PT02M13.00S,2023-12-09T00:55:39.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627751,,,1610612766,63,48,2023-12-09T00:55:56Z,2870000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Bridges 1 FT),"[1627751, 1628970]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628171.0,,,,,,,2.0,0.0,Bridges,1628970.0
294,PT02M13.00S,2023-12-09T00:56:16.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,63,48,2023-12-09T00:56:16Z,2890000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M13.00S,2023-12-09T00:58:54.5Z,2,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,64,48,2023-12-09T00:58:54Z,2900000,False,,,0,,M. Bridges Free Throw 1 of 1 (10 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,10.0,,,,,,,,,
296,PT01M56.00S,2023-12-09T00:59:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,91.5407358738502,50.245098039215684,1610612761,64,50,2023-12-09T00:59:16Z,2910000,False,1.0,27.0,1,right,D. Schroder driving Layup (2 PTS) (S. Barnes 5 AST),"[203471, 1630567]",1610612761.0,TOR,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,2.7,Made,,,,,,2.0,S. Barnes,1630567.0,5.0,,,,,,
298,PT01M36.00S,2023-12-09T00:59:36.9Z,2,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,64,50,2023-12-09T01:13:30Z,2930000,False,,,0,,B. Miller lost ball out-of-bounds TURNOVER (2 TO),[1641706],1610612766.0,CHA,lost ball,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,201638.0,,,,,,,,,,
299,PT01M27.00S,2023-12-09T00:59:55.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,87.72996057818659,51.9607843137255,1610612761,64,52,2023-12-09T01:00:00Z,2940000,False,10.0,63.0,1,right,P. Siakam 6' driving floating Jump Shot (14 PTS) (D. Schroder 4 AST),"[1627783, 203471]",1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,6.36,Made,,,,,,14.0,D. Schroder,203471.0,4.0,,,,,,
301,PT01M14.00S,2023-12-09T01:00:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.1268068331143235,46.07843137254902,1610612766,66,52,2023-12-09T01:00:12Z,2960000,False,20.0,5.0,1,left,M. Bridges driving Layup (12 PTS) (T. Rozier 8 AST),"[1628970, 1626179]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,2.03,Made,,,,,,12.0,T. Rozier,1626179.0,8.0,,,,,,
303,PT01M07.00S,2023-12-09T01:00:19.5Z,2,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,66,52,2023-12-09T01:00:24Z,2980000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (3 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,3.0,,,,,,,,,2004.0,,,,,,,,,,
304,PT00M56.60S,2023-12-09T01:00:42.2Z,2,REGULAR,turnover,double dribble,[],1641706,,,1610612766,66,52,2023-12-09T01:00:54Z,2990000,False,,,0,,B. Miller double dribble TURNOVER (3 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,3.0,,,,,,,,,2004.0,,,,,,,,,,
305,PT00M37.80S,2023-12-09T01:01:15.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,92.59198423127464,53.431372549019606,1610612761,66,54,2023-12-09T01:11:00Z,3000000,False,17.0,17.0,1,right,P. Siakam driving finger roll Layup (16 PTS) (S. Barnes 6 AST),"[1627783, 1630567]",1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,2.43,Made,,,,,,16.0,S. Barnes,1630567.0,6.0,,,,,,
307,PT00M26.90S,2023-12-09T01:01:27.5Z,2,REGULAR,3pt,Jump Shot,[],1628970,29.122864651773984,23.52941176470588,1610612766,66,54,2023-12-09T01:11:14Z,3020000,False,132.0,221.0,1,left,MISS M. Bridges 25' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,25.79,Missed,,,,,,,,,,,,,,,
308,PT00M22.90S,2023-12-09T01:01:31.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,66,54,2023-12-09T01:01:33Z,3030000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,307.0,5.0,2.0,3.0,,,,,,,,,,,
309,PT00M04.90S,2023-12-09T01:01:49.2Z,2,REGULAR,3pt,Jump Shot,[],1628384,64.33968462549278,53.67647058823529,1610612761,66,54,2023-12-09T01:01:56Z,3040000,False,18.0,283.0,1,right,MISS O. Anunoby 28' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,28.33,Missed,,,,,,,,,,,,,,,
310,PT00M01.90S,2023-12-09T01:01:52.2Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,66,54,2023-12-09T01:01:56Z,3050000,False,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,309.0,4.0,3.0,1.0,,,,,,,,,,,
311,PT00M00.00S,2023-12-09T01:01:55.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203471,76.82325886990802,11.519607843137255,1610612761,66,54,2023-12-09T01:02:00Z,3060000,False,-192.0,165.0,1,right,MISS D. Schroder 25' 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,25.37,Missed,,,,,,,,,,,,,,,
312,PT00M00.00S,2023-12-09T01:01:55.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,66,54,2023-12-09T01:02:00Z,3070000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,311.0,,,,,,,,,,,,,,
313,PT00M00.00S,2023-12-09T01:02:00.1Z,2,REGULAR,period,end,[],0,,,1610612761,66,54,2023-12-09T01:02:00Z,3080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-12-09T01:02:10.7Z,3,REGULAR,substitution,out,['startperiod'],1630208,,,1610612761,66,54,2023-12-09T01:17:10Z,3090000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-12-09T01:02:10.7Z,3,REGULAR,substitution,in,['startperiod'],1631109,,,1610612761,66,54,2023-12-09T01:17:10Z,3100000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-12-09T01:17:16.8Z,3,REGULAR,period,start,[],0,,,1610612766,66,54,2023-12-09T01:17:16Z,3110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M38.00S,2023-12-09T01:17:38.3Z,3,REGULAR,2pt,Jump Shot,[],202330,89.56964520367937,30.88235294117647,1610612766,68,54,2023-12-09T01:17:42Z,3120000,False,-96.0,46.0,1,right,G. Hayward 10' turnaround fadeaway Jump Shot (15 PTS),[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Left,,,,10.59,Made,,,,,,15.0,,,,,,,,,
322,PT11M25.00S,2023-12-09T01:17:54.7Z,3,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612761,68,54,2023-12-09T01:18:04Z,3130000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Siakam 2 FT),"[1626179, 1627783]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628171.0,,,,,,,1.0,0.0,Siakam,1627783.0
324,PT11M25.00S,2023-12-09T01:18:22.7Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,68,54,2023-12-09T01:18:22Z,3150000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
325,PT11M25.00S,2023-12-09T01:18:22.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,68,54,2023-12-09T01:18:22Z,3160000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,
326,PT11M25.00S,2023-12-09T01:18:42.1Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,68,55,2023-12-09T01:18:42Z,3170000,False,,,0,,P. Siakam Free Throw 2 of 2 (17 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,,17.0,,,,,,,,,
327,PT10M59.00S,2023-12-09T01:19:07.8Z,3,REGULAR,3pt,Jump Shot,[],1641706,76.03482260183968,88.97058823529412,1610612766,71,55,2023-12-09T01:19:12Z,3180000,False,195.0,173.0,1,right,B. Miller 26' 3PT  (13 PTS) (M. Bridges 3 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,26.05,Made,,,,,,13.0,M. Bridges,1628970.0,3.0,,,,,,
329,PT10M44.00S,2023-12-09T01:19:23.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,12.040078843626807,56.372549019607845,1610612761,71,57,2023-12-09T01:19:44Z,3200000,False,-32.0,61.0,1,left,S. Barnes 6' turnaround Hook (7 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,6.86,Made,,,,,,7.0,,,,,,,,,
330,PT10M26.00S,2023-12-09T01:19:41.4Z,3,REGULAR,3pt,Jump Shot,[],1628970,82.47371879106439,5.637254901960785,1610612766,74,57,2023-12-09T01:19:46Z,3210000,False,-222.0,112.0,1,right,M. Bridges 24' 3PT  (15 PTS) (G. Hayward 3 AST),"[1628970, 202330]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,24.86,Made,,,,,,15.0,G. Hayward,202330.0,3.0,,,,,,
333,PT10M01.00S,2023-12-09T01:20:19.5Z,3,REGULAR,turnover,bad pass,[],1630567,,,1610612761,74,57,2023-12-09T01:20:24Z,3240000,False,,,0,,S. Barnes bad pass TURNOVER (4 TO),"[1630567, 202330]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.0,Hayward,202330.0,,,,,,,,,,,,,,,,,
334,PT10M01.00S,2023-12-09T01:20:19.5Z,3,REGULAR,steal,,[],202330,,,1610612766,74,57,2023-12-09T01:20:21Z,3250000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
335,PT09M51.00S,2023-12-09T01:20:29.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631109,89.56964520367937,51.9607843137255,1610612766,74,57,2023-12-09T01:21:11Z,3260000,False,10.0,46.0,1,right,MISS M. Williams floating Shot - blocked,"[1631109, 1630567]",1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,4.65,Missed,,,,,,,,,,Barnes,1630567.0,,,,
336,PT09M51.00S,2023-12-09T01:20:29.5Z,3,REGULAR,block,,[],1630567,,,1610612766,74,57,2023-12-09T01:20:33Z,3270000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
337,PT09M47.00S,2023-12-09T01:20:33.5Z,3,REGULAR,rebound,defensive,[],203471,,,1610612761,74,57,2023-12-09T01:20:34Z,3280000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,335.0,1.0,1.0,0.0,,,,,,,,,,,
338,PT09M41.00S,2023-12-09T01:20:39.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.1268068331143235,47.30392156862745,1610612761,74,59,2023-12-09T01:21:45Z,3290000,False,13.0,5.0,1,left,S. Barnes cutting Layup (9 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,1.44,Made,,,,,,9.0,P. Siakam,1627783.0,2.0,,,,,,
340,PT09M30.00S,2023-12-09T01:20:51.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.19776609724047,51.470588235294116,1610612766,74,59,2023-12-09T01:20:55Z,3310000,False,7.0,21.0,1,right,MISS T. Rozier driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,2.21,Missed,,,,,,,,,,,,,,,
341,PT09M27.00S,2023-12-09T01:20:54.8Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,74,59,2023-12-09T01:20:55Z,3320000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,340.0,6.0,3.0,3.0,,,,,,,,,,,
342,PT09M23.00S,2023-12-09T01:20:58.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,5.206964520367937,97.05882352941177,1610612761,74,59,2023-12-09T01:21:04Z,3330000,False,-235.0,-4.0,1,left,MISS O. Anunoby running 3PT,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,23.53,Missed,,,,,,,,,,,,,,,
343,PT09M19.00S,2023-12-09T01:21:02.1Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,74,59,2023-12-09T01:21:02Z,3340000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,,,342.0,7.0,3.0,4.0,,,,,,,,,,,
344,PT09M16.00S,2023-12-09T01:21:04.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,32.14520367936925,42.8921568627451,1610612761,74,62,2023-12-09T01:21:08Z,3350000,False,36.0,250.0,1,left,S. Barnes 25' 3PT  (12 PTS) (P. Siakam 3 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,25.22,Made,,,,,,12.0,P. Siakam,1627783.0,3.0,,,,,,
