actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M24.00S,2023-12-09T00:22:17.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,66.3107752956636,58.08823529411765,1610612761,23,12,2023-12-09T00:22:22Z,840000,False,40.0,264.0,1,right,MISS D. Schroder 26' 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,26.73,Missed,,,,,,,,,,,,,,,
86,PT04M22.00S,2023-12-09T00:22:19.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,23,12,2023-12-09T00:22:22Z,850000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,
87,PT04M12.00S,2023-12-09T00:22:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,12.828515111695138,37.00980392156863,1610612766,23,12,2023-12-09T00:22:36Z,860000,False,65.0,68.0,1,left,MISS G. Hayward 9' driving floating Shot,[202330],1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Right,,,,9.41,Missed,,,,,,,,,,,,,,,
88,PT04M07.00S,2023-12-09T00:22:33.5Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,23,12,2023-12-09T00:22:33Z,870000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Right,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,
89,PT04M06.00S,2023-12-09T00:22:38.9Z,1,REGULAR,foul,personal,[],1629023,,,1610612761,23,12,2023-12-09T00:22:47Z,880000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1627783]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,1628171.0,,,,,,,1.0,0.0,Siakam,1627783.0
91,PT04M06.00S,2023-12-09T00:22:51.9Z,1,REGULAR,substitution,out,[],1631109,,,1610612761,23,12,2023-12-09T00:23:08Z,900000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M06.00S,2023-12-09T00:22:51.9Z,1,REGULAR,substitution,out,[],202330,,,1610612761,23,12,2023-12-09T00:23:08Z,910000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M06.00S,2023-12-09T00:22:51.9Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,23,12,2023-12-09T00:23:08Z,920000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M06.00S,2023-12-09T00:22:51.9Z,1,REGULAR,substitution,in,[],1628970,,,1610612761,23,12,2023-12-09T00:23:08Z,930000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2023-12-09T00:22:51.9Z,1,REGULAR,substitution,in,[],1630208,,,1610612761,23,12,2023-12-09T00:23:08Z,940000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M06.00S,2023-12-09T00:22:51.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,23,12,2023-12-09T00:23:08Z,950000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M53.00S,2023-12-09T00:23:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,83.65637319316689,46.81372549019608,1610612761,23,12,2023-12-09T00:23:21Z,960000,False,-16.0,101.0,1,right,MISS G. Trent Jr. 10' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,10.23,Missed,,,,,,,,,,,,,,,
98,PT03M50.00S,2023-12-09T00:23:20.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,23,12,2023-12-09T00:23:21Z,970000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,97.0,4.0,4.0,0.0,,,,,,,,,,,
99,PT03M44.00S,2023-12-09T00:23:25.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1630208,7.835085413929041,47.549019607843135,1610612766,25,12,2023-12-09T00:23:37Z,980000,False,12.0,21.0,1,left,N. Richards Hook (2 PTS) (M. Bridges 1 AST),"[1630208, 1628970]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,2.44,Made,,,,,,2.0,M. Bridges,1628970.0,1.0,,,,,,
101,PT03M25.00S,2023-12-09T00:23:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,91.80354796320631,48.28431372549019,1610612761,25,14,2023-12-09T00:23:48Z,1000000,False,-9.0,25.0,1,right,O. Anunoby driving Layup (4 PTS) (P. Achiuwa 1 AST),"[1628384, 1630173]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,2.6,Made,,,,,,4.0,P. Achiuwa,1630173.0,1.0,,,,,,
103,PT03M11.00S,2023-12-09T00:23:59.1Z,1,REGULAR,2pt,Jump Shot,[],1641706,13.091327201051248,26.715686274509803,1610612766,25,14,2023-12-09T00:24:03Z,1020000,False,116.0,71.0,1,left,MISS B. Miller 13' turnaround fadeaway Shot,[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,,,,13.61,Missed,,,,,,,,,,,,,,,
104,PT03M08.00S,2023-12-09T00:24:02.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,25,14,2023-12-09T00:24:03Z,1030000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT03M04.00S,2023-12-09T00:24:10.0Z,1,REGULAR,foul,offensive,[],1630173,,,1610612761,25,14,2023-12-09T00:24:19Z,1040000,False,,,0,,P. Achiuwa offensive FOUL (1 PF),"[1630173, 1629023]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Washington,1629023.0
107,PT03M04.00S,2023-12-09T00:24:10.0Z,1,REGULAR,turnover,offensive foul,[],1630173,,,1610612761,25,14,2023-12-09T00:24:10Z,1060000,False,,,0,,P. Achiuwa offensive foul TURNOVER (1 TO),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,2004.0,,,,,,,,,,
108,PT03M04.00S,2023-12-09T00:24:18.7Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,25,14,2023-12-09T00:24:25Z,1070000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M04.00S,2023-12-09T00:24:18.7Z,1,REGULAR,substitution,out,[],203471,,,1610612766,25,14,2023-12-09T00:24:25Z,1080000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M04.00S,2023-12-09T00:24:18.7Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,25,14,2023-12-09T00:24:25Z,1090000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M04.00S,2023-12-09T00:24:18.7Z,1,REGULAR,substitution,in,[],1630201,,,1610612766,25,14,2023-12-09T00:24:25Z,1100000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M41.00S,2023-12-09T00:24:53.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630208,9.149145860709593,53.431372549019606,1610612766,25,14,2023-12-09T00:30:54Z,1110000,False,-17.0,34.0,1,left,MISS N. Richards Hook,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,3.77,Missed,,,,,,,,,,,,,,,
113,PT02M39.00S,2023-12-09T00:24:55.0Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,25,14,2023-12-09T00:30:54Z,1120000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,
114,PT02M28.00S,2023-12-09T00:25:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,71.43561103810775,20.34313725490196,1610612761,25,14,2023-12-09T00:25:11Z,1130000,False,-148.0,216.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.2,Missed,,,,,,,,,,,,,,,
115,PT02M27.00S,2023-12-09T00:25:07.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,25,14,2023-12-09T00:35:13Z,1140000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,
116,PT02M26.00S,2023-12-09T00:25:14.0Z,1,REGULAR,turnover,bad pass,[],1630208,,,1610612766,25,14,2023-12-09T00:35:22Z,1150000,False,,,0,,N. Richards bad pass TURNOVER (1 TO),"[1630208, 1630201]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,1.0,Flynn,1630201.0,,,,,,,,,,,,,,,,,
117,PT02M26.00S,2023-12-09T00:25:14.0Z,1,REGULAR,steal,,[],1630201,,,1610612761,25,14,2023-12-09T00:25:17Z,1160000,False,,,0,,M. Flynn STEAL (1 STL),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
118,PT02M15.00S,2023-12-09T00:25:21.4Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612761,25,14,2023-12-09T00:26:05Z,1170000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1630208, 1628384]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,,,1.0,0.0,Anunoby,1628384.0
120,PT02M15.00S,2023-12-09T00:26:09.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,25,14,2023-12-09T00:26:09Z,1190000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M15.00S,2023-12-09T00:26:11.8Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,25,14,2023-12-09T00:28:23Z,1200000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M15.00S,2023-12-09T00:26:11.8Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,25,14,2023-12-09T00:28:23Z,1210000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M15.00S,2023-12-09T00:28:31.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628384,,,1610612761,25,15,2023-12-09T00:28:32Z,1220000,False,,,0,,O. Anunoby Free Throw 1 of 2 (5 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,,,,,,5.0,,,,,,,,,
124,PT02M15.00S,2023-12-09T00:28:45.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628384,,,1610612761,25,16,2023-12-09T00:28:46Z,1230000,False,,,0,,O. Anunoby Free Throw 2 of 2 (6 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
125,PT02M11.00S,2023-12-09T00:28:58.7Z,1,REGULAR,foul,personal,[],1630201,,,1610612766,25,16,2023-12-09T00:29:10Z,1240000,False,,,0,,M. Flynn personal FOUL (1 PF),"[1630201, 1626179]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Mid-Range,16-24 Center,,,,,,,,,,201638.0,,,,,,,1.0,0.0,Rozier,1626179.0
127,PT02M11.00S,2023-12-09T00:29:10.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612766,25,16,2023-12-09T00:29:14Z,1260000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M11.00S,2023-12-09T00:29:10.9Z,1,REGULAR,substitution,in,[],203490,,,1610612766,25,16,2023-12-09T00:29:14Z,1270000,False,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M55.00S,2023-12-09T00:29:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,8.492115637319317,48.77450980392157,1610612766,25,16,2023-12-09T00:29:28Z,1280000,False,6.0,27.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,2.8,Missed,,,,,,,,,,,,,,,
130,PT01M53.00S,2023-12-09T00:29:27.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,25,16,2023-12-09T00:29:28Z,1290000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,
131,PT01M45.00S,2023-12-09T00:29:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,92.32917214191852,46.568627450980394,1610612761,25,18,2023-12-09T00:29:39Z,1300000,False,-17.0,20.0,1,right,P. Achiuwa driving Layup (2 PTS) (S. Barnes 1 AST),"[1630173, 1630567]",1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,2.61,Made,,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,
132,PT01M35.00S,2023-12-09T00:29:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,16.90210249671485,6.127450980392156,1610612766,28,18,2023-12-09T00:29:56Z,1310000,False,219.0,106.0,1,left,P. Washington 24' 3PT  (3 PTS) (T. Rozier 3 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,24.38,Made,,,,,,3.0,T. Rozier,1626179.0,3.0,,,,,,
135,PT01M21.00S,2023-12-09T00:29:59.3Z,1,REGULAR,3pt,Jump Shot,[],203490,77.87450722733246,9.803921568627452,1610612761,28,18,2023-12-09T00:30:16Z,1330000,False,-201.0,155.0,1,right,MISS O. Porter Jr. 25' 3PT,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.41,Missed,,,,,,,,,,,,,,,
136,PT01M19.00S,2023-12-09T00:30:01.3Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,28,18,2023-12-09T00:30:46Z,1340000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,135.0,2.0,1.0,1.0,,,,,,,,,,,
140,PT01M19.00S,2023-12-09T00:30:08.5Z,1,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612761,28,18,2023-12-09T00:31:11Z,1345000,False,,,0,,P. Achiuwa bad pass out-of-bounds TURNOVER (2 TO),[1630173],1610612761.0,TOR,bad pass,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,201638.0,,,,,,,,,,
138,PT01M01.00S,2023-12-09T00:30:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612766,28,18,2023-12-09T00:31:05Z,1360000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Bridges 2 FT),"[1630173, 1628970]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,,,2.0,0.0,Bridges,1628970.0
141,PT01M01.00S,2023-12-09T00:31:14.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628970,,,1610612766,29,18,2023-12-09T00:31:14Z,1380000,False,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
142,PT01M01.00S,2023-12-09T00:31:31.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628970,,,1610612766,30,18,2023-12-09T00:31:31Z,1390000,False,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
143,PT00M46.80S,2023-12-09T00:31:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,80.1084099868594,41.911764705882355,1610612761,30,20,2023-12-09T00:31:52Z,1400000,False,-40.0,134.0,1,right,S. Barnes 14' Jump Shot (4 PTS) (O. Porter Jr. 1 AST),"[1630567, 203490]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,14.04,Made,,,,,,4.0,O. Porter Jr.,203490.0,1.0,,,,,,
146,PT00M33.70S,2023-12-09T00:32:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,11.251642575558476,42.15686274509804,1610612766,32,20,2023-12-09T00:32:09Z,1430000,False,39.0,53.0,1,left,T. Rozier 6' pullup Jump Shot (7 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,6.62,Made,,,,,,7.0,,,,,,,,,
147,PT00M24.90S,2023-12-09T00:32:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,91.67214191852825,54.90196078431373,1610612761,32,20,2023-12-09T00:38:31Z,1440000,False,25.0,26.0,1,right,MISS G. Trent Jr. driving finger roll Layup,[1629018],1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,3.56,Missed,,,,,,,,,,,,,,,
148,PT00M21.40S,2023-12-09T00:32:20.1Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,32,20,2023-12-09T00:38:31Z,1450000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,147.0,3.0,1.0,2.0,,,,,,,,,,,
149,PT00M21.40S,2023-12-09T00:32:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,94.40999984741211,50.0,1610612761,32,22,2023-12-09T00:32:22Z,1460000,False,0.0,0.0,1,right,P. Achiuwa tip Layup (4 PTS),[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,4.0,,,,,,,,,
150,PT00M04.20S,2023-12-09T00:32:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,29.517082785808146,21.568627450980394,1610612766,35,22,2023-12-09T00:32:43Z,1470000,False,142.0,225.0,1,left,P. Washington 26' 3PT  (6 PTS) (T. Rozier 4 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,26.62,Made,,,,,,6.0,T. Rozier,1626179.0,4.0,,,,,,
152,PT00M00.00S,2023-12-09T00:32:47.3Z,1,REGULAR,3pt,Jump Shot,[],1630567,61.97437582128777,75.49019607843137,1610612761,35,22,2023-12-09T00:32:52Z,1490000,False,127.0,305.0,1,right,MISS S. Barnes 33' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,33.05,Missed,,,,,,,,,,,,,,,
153,PT00M00.00S,2023-12-09T00:32:47.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,35,22,2023-12-09T00:32:52Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,152.0,,,,,,,,,,,,,,
154,PT00M00.00S,2023-12-09T00:32:52.0Z,1,REGULAR,period,end,[],0,,,1610612761,35,22,2023-12-09T00:32:52Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-12-09T00:33:01.8Z,2,REGULAR,substitution,out,['startperiod'],202397,,,1610612761,35,22,2023-12-09T00:35:30Z,1520000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-12-09T00:33:01.8Z,2,REGULAR,substitution,in,['startperiod'],1631121,,,1610612761,35,22,2023-12-09T00:35:30Z,1530000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-12-09T00:35:30.1Z,2,REGULAR,period,start,[],0,,,1610612766,35,22,2023-12-09T00:35:31Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M42.00S,2023-12-09T00:35:48.1Z,2,REGULAR,3pt,Jump Shot,[],1629023,28.86005256241787,78.67647058823529,1610612766,38,22,2023-12-09T00:35:52Z,1550000,False,-143.0,219.0,1,left,P. Washington 26' 3PT  (9 PTS) (T. Rozier 5 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,26.16,Made,,,,,,9.0,T. Rozier,1626179.0,5.0,,,,,,
160,PT11M17.00S,2023-12-09T00:36:12.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,92.59198423127464,55.88235294117647,1610612761,38,24,2023-12-09T00:36:18Z,1570000,False,29.0,17.0,1,right,M. Flynn driving reverse Layup (2 PTS),[1630201],1610612761.0,TOR,driving reverse,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,3.4,Made,,,,,,2.0,,,,,,,,,
161,PT11M03.00S,2023-12-09T00:36:26.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,27.677398160315374,79.90196078431373,1610612766,38,24,2023-12-09T00:36:31Z,1580000,False,-150.0,208.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,25.59,Missed,,,,,,,,,,,,,,,
162,PT10M59.00S,2023-12-09T00:36:29.4Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,38,24,2023-12-09T00:36:29Z,1590000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,161.0,3.0,3.0,0.0,,,,,,,,,,,
163,PT10M55.00S,2023-12-09T00:36:34.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630173,66.3107752956636,43.38235294117647,1610612761,38,27,2023-12-09T00:36:42Z,1600000,False,-33.0,264.0,1,right,P. Achiuwa 26' 3PT running (7 PTS) (S. Barnes 2 AST),"[1630173, 1630567]",1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,26.63,Made,,,,,,7.0,S. Barnes,1630567.0,2.0,,,,,,
165,PT10M32.00S,2023-12-09T00:37:01.9Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612766,38,27,2023-12-09T00:37:11Z,1620000,False,,,0,,P. Achiuwa shooting personal FOUL (3 PF) (Richards 2 FT),"[1630173, 1630208]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Richards,1630208.0
167,PT10M32.00S,2023-12-09T00:37:28.4Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,39,27,2023-12-09T00:37:28Z,1640000,False,,,0,,N. Richards Free Throw 1 of 2 (3 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
168,PT10M32.00S,2023-12-09T00:37:49.8Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,40,27,2023-12-09T00:37:49Z,1650000,False,,,0,,N. Richards Free Throw 2 of 2 (4 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
169,PT10M07.00S,2023-12-09T00:38:14.4Z,2,REGULAR,3pt,Jump Shot,[],1630173,94.03745072273325,5.147058823529411,1610612761,40,30,2023-12-09T00:38:20Z,1660000,False,-224.0,4.0,1,right,P. Achiuwa 3PT  (10 PTS) (S. Barnes 3 AST),"[1630173, 1630567]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,22.43,Made,,,,,,10.0,S. Barnes,1630567.0,3.0,,,,,,
