actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
81,PT05M50.00S,2023-11-21T00:22:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,12.434296977660972,49.754901960784316,1610612738,14,13,2023-11-21T00:27:01Z,780000,False,1.0,64.0,1,left,K. Porzingis 6' turnaround Jump Shot (2 PTS),[204001],1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,6.44,Made,2.0,,,,,,,,,,,,,,,,,
82,PT05M37.00S,2023-11-21T00:23:10.2Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612766,14,13,2023-11-21T00:23:21Z,790000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Hayward 2 FT),"[1627759, 202330]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628480.0,1.0,0.0,,,,,,,Hayward,202330.0,,
84,PT05M37.00S,2023-11-21T00:23:36.5Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,15,13,2023-11-21T00:23:36Z,810000,False,,,0,,G. Hayward Free Throw 1 of 2 (4 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
85,PT05M37.00S,2023-11-21T00:23:37.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,15,13,2023-11-21T00:23:40Z,820000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M37.00S,2023-11-21T00:23:37.1Z,1,REGULAR,substitution,in,[],202397,,,1610612766,15,13,2023-11-21T00:23:40Z,830000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M37.00S,2023-11-21T00:23:54.6Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,16,13,2023-11-21T00:23:54Z,840000,False,,,0,,G. Hayward Free Throw 2 of 2 (5 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
88,PT05M22.00S,2023-11-21T00:24:15.4Z,1,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612738,16,13,2023-11-21T00:24:21Z,850000,False,,,0,,M. Williams shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1631109, 204001]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,1628480.0,1.0,0.0,,,,,,,Porzingis,204001.0,,
90,PT05M22.00S,2023-11-21T00:24:38.3Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,16,13,2023-11-21T00:25:08Z,870000,False,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
91,PT05M22.00S,2023-11-21T00:24:38.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,16,13,2023-11-21T00:25:08Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,
92,PT05M22.00S,2023-11-21T00:24:38.3Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,16,13,2023-11-21T00:25:08Z,890000,False,,,0,,MISS K. Porzingis Free Throw 2 of 2,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT05M19.00S,2023-11-21T00:24:41.3Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,16,13,2023-11-21T00:25:08Z,900000,False,,,0,,M. Williams REBOUND (Off:1 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,92.0,4.0,3.0,1.0,,,,,,,,,,,,,
94,PT05M11.00S,2023-11-21T00:25:06.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,81.553876478318,95.09803921568627,1610612766,16,13,2023-11-21T00:25:11Z,910000,False,225.0,121.0,1,right,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
95,PT05M08.00S,2023-11-21T00:25:07.9Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,16,13,2023-11-21T00:25:07Z,920000,False,,,0,,M. Williams REBOUND (Off:2 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,94.0,5.0,3.0,2.0,,,,,,,,,,,,,
96,PT05M07.00S,2023-11-21T00:25:09.6Z,1,REGULAR,turnover,bad pass,[],1631109,,,1610612766,16,13,2023-11-21T00:25:15Z,930000,False,,,0,,M. Williams bad pass TURNOVER (1 TO),"[1631109, 1630202]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Pritchard,1630202.0,,,,,,,
97,PT05M07.00S,2023-11-21T00:25:09.6Z,1,REGULAR,steal,,[],1630202,,,1610612738,16,13,2023-11-21T00:25:11Z,940000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
98,PT04M56.00S,2023-11-21T00:25:21.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,19.530223390275953,50.0,1610612738,16,15,2023-11-21T00:30:25Z,950000,False,0.0,131.0,1,left,J. Brown 13' pullup Jump Shot (8 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.11,Made,8.0,,,,,,,,,,,,,,,,,
99,PT04M33.00S,2023-11-21T00:25:44.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,92.72339027595268,5.147058823529411,1610612766,16,15,2023-11-21T00:25:52Z,960000,False,-224.0,16.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.49,Missed,,,,,,,,,,,,,,,,,,
100,PT04M30.00S,2023-11-21T00:25:47.2Z,1,REGULAR,rebound,offensive,[],1641706,,,1610612766,16,15,2023-11-21T00:25:47Z,970000,False,,,0,,B. Miller REBOUND (Off:2 Def:0),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,,99.0,2.0,0.0,2.0,,,,,,,,,,,,,
101,PT04M26.00S,2023-11-21T00:25:51.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641706,91.27792378449409,48.03921568627451,1610612766,18,15,2023-11-21T00:26:04Z,980000,False,-10.0,29.0,1,right,B. Miller floating Jump Shot (2 PTS),[1641706],1610612766.0,CHA,floating,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,3.11,Made,2.0,,,,,,,,,,,,,,,,,
102,PT04M10.00S,2023-11-21T00:26:06.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,23.73521681997372,13.480392156862745,1610612738,18,15,2023-11-21T00:31:59Z,990000,False,183.0,171.0,1,left,MISS J. Brown 24' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,,,,,,,,,,,,,,,,,
103,PT04M06.00S,2023-11-21T00:26:10.5Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,18,15,2023-11-21T00:37:39Z,1000000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,,
104,PT03M57.00S,2023-11-21T00:26:23.6Z,1,REGULAR,foul,personal,['2freethrow'],202330,,,1610612738,18,15,2023-11-21T00:45:03Z,1010000,False,,,0,,G. Hayward shooting personal FOUL (1 PF) (Brissett 2 FT),"[202330, 1629052]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,1.0,0.0,,,,,,,Brissett,1629052.0,,
106,PT03M57.00S,2023-11-21T00:26:53.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629052,,,1610612738,18,15,2023-11-21T00:27:56Z,1030000,False,,,0,,MISS O. Brissett Free Throw 1 of 2,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
117,PT03M57.00S,2023-11-21T00:26:53.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,18,15,2023-11-21T00:27:56Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,
118,PT03M57.00S,2023-11-21T00:26:53.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629052,,,1610612738,18,16,2023-11-21T00:27:56Z,1045000,False,,,0,,O. Brissett Free Throw 2 of 2 (1 PTS),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
108,PT03M57.00S,2023-11-21T00:26:54.9Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,18,16,2023-11-21T00:27:56Z,1050000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M57.00S,2023-11-21T00:26:54.9Z,1,REGULAR,substitution,out,[],202330,,,1610612766,18,16,2023-11-21T00:27:56Z,1060000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M57.00S,2023-11-21T00:26:54.9Z,1,REGULAR,substitution,out,[],204001,,,1610612766,18,16,2023-11-21T00:27:56Z,1070000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M57.00S,2023-11-21T00:26:54.9Z,1,REGULAR,substitution,in,[],1628970,,,1610612766,18,16,2023-11-21T00:27:56Z,1080000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M57.00S,2023-11-21T00:26:54.9Z,1,REGULAR,substitution,in,[],1631121,,,1610612766,18,16,2023-11-21T00:27:56Z,1090000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M57.00S,2023-11-21T00:26:54.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612766,18,16,2023-11-21T00:27:56Z,1100000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M41.00S,2023-11-21T00:27:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202397,92.85479632063075,54.166666666666664,1610612766,20,16,2023-11-21T00:36:38Z,1110000,False,21.0,15.0,1,right,I. Smith driving Layup (2 PTS),[202397],1610612766.0,CHA,driving,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,2.55,Made,2.0,,,,,,,,,,,,,,,,,
115,PT03M27.00S,2023-11-21T00:27:48.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,28.07161629434954,23.03921568627451,1610612738,20,19,2023-11-21T00:28:01Z,1120000,False,135.0,211.0,1,left,P. Pritchard 25' 3PT  (3 PTS) (J. Brown 1 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.07,Made,3.0,,,,,,,,,,,J. Brown,1627759.0,1.0,,,,
119,PT03M03.00S,2023-11-21T00:28:11.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,92.85479632063075,50.98039215686274,1610612766,20,19,2023-11-21T00:37:22Z,1140000,False,5.0,15.0,1,right,MISS M. Bridges driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
120,PT03M02.00S,2023-11-21T00:28:12.7Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612738,20,19,2023-11-21T00:28:15Z,1150000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,
121,PT02M52.00S,2023-11-21T00:28:24.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,6.258212877792378,4.901960784313726,1610612738,20,19,2023-11-21T00:28:27Z,1160000,False,225.0,6.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,22.56,Missed,,,,,,,,,,,,,,,,,,
122,PT02M50.00S,2023-11-21T00:28:26.3Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612766,20,19,2023-11-21T00:28:27Z,1170000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
123,PT02M50.00S,2023-11-21T00:28:28.0Z,1,REGULAR,foul,personal,[],1629052,,,1610612766,20,19,2023-11-21T00:28:40Z,1180000,False,,,0,,O. Brissett personal FOUL (1 PF),"[1629052, 1631121]",1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Center,,,,,,,,203591.0,1.0,0.0,,,,,,,McGowens,1631121.0,,
125,PT02M50.00S,2023-11-21T00:28:42.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,20,19,2023-11-21T00:28:42Z,1200000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M50.00S,2023-11-21T00:30:26.4Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,20,19,2023-11-21T00:31:27Z,1210000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M50.00S,2023-11-21T00:30:26.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612766,20,19,2023-11-21T00:31:27Z,1220000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M50.00S,2023-11-21T00:30:26.4Z,1,REGULAR,substitution,out,[],1630573,,,1610612766,20,19,2023-11-21T00:31:27Z,1230000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M50.00S,2023-11-21T00:30:26.4Z,1,REGULAR,substitution,in,[],1630163,,,1610612766,20,19,2023-11-21T00:31:27Z,1240000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M50.00S,2023-11-21T00:30:26.4Z,1,REGULAR,substitution,in,[],201950,,,1610612766,20,19,2023-11-21T00:31:27Z,1250000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M50.00S,2023-11-21T00:30:26.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612766,20,19,2023-11-21T00:31:27Z,1260000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M36.00S,2023-11-21T00:31:45.3Z,1,REGULAR,3pt,Jump Shot,[],1631121,65.1281208935611,52.20588235294118,1610612766,20,19,2023-11-21T00:39:24Z,1270000,False,11.0,275.0,1,right,MISS B. McGowens 27' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Center,27.55,Missed,,,,,,,,,,,,,,,,,,
133,PT02M34.00S,2023-11-21T00:31:47.3Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612738,20,19,2023-11-21T00:31:51Z,1280000,False,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Center,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,
134,PT02M21.00S,2023-11-21T00:32:02.4Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612738,20,19,2023-11-21T01:09:14Z,1290000,False,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (2 TO),[201950],1610612738.0,BOS,lost ball,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right,,,,,,,,,,,2.0,,,,,,,,,
135,PT02M05.00S,2023-11-21T00:32:22.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631121,92.19776609724047,98.77450980392157,1610612766,20,19,2023-11-21T00:32:26Z,1300000,False,244.0,21.0,1,right,MISS B. McGowens 24' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,24.48,Missed,,,,,,,,,,,,,,,,,,
136,PT02M03.00S,2023-11-21T00:32:24.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,20,19,2023-11-21T00:32:26Z,1310000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,
137,PT01M52.00S,2023-11-21T00:32:35.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,28.728646517739815,75.24509803921569,1610612738,20,22,2023-11-21T00:32:42Z,1320000,False,-126.0,218.0,1,left,J. Tatum 25' 3PT pullup (8 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.15,Made,8.0,,,,,,,,,,,,,,,,,
138,PT01M39.00S,2023-11-21T00:32:49.9Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,20,22,2023-11-21T00:33:09Z,1330000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left,,,,,,,,1628480.0,,,1.0,,,,,,,,,
139,PT01M23.00S,2023-11-21T00:33:15.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,28.203022339027594,23.774509803921568,1610612738,20,25,2023-11-21T00:33:21Z,1340000,False,131.0,213.0,1,left,P. Pritchard 24' 3PT pullup (6 PTS) (J. Tatum 1 AST),"[1630202, 1628369]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,24.98,Made,6.0,,,,,,,,,,,J. Tatum,1628369.0,1.0,,,,
141,PT01M01.00S,2023-11-21T00:33:36.7Z,1,REGULAR,3pt,Jump Shot,[],1631121,91.5407358738502,97.79411764705883,1610612766,23,25,2023-11-21T00:33:41Z,1360000,False,239.0,27.0,1,right,B. McGowens 24' 3PT pullup (3 PTS) (M. Bridges 2 AST),"[1631121, 1628970]",1610612766.0,CHA,pullup,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,24.05,Made,3.0,,,,,,,,,,,M. Bridges,1628970.0,2.0,,,,
143,PT00M49.60S,2023-11-21T00:33:53.3Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612738,23,25,2023-11-21T00:34:07Z,1380000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (3 TO),[201950],1610612738.0,BOS,bad pass,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,,,3.0,,,,,,,,,
144,PT00M34.60S,2023-11-21T00:34:16.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,84.31340341655716,40.68627450980392,1610612766,25,25,2023-11-21T00:42:23Z,1390000,False,-47.0,95.0,1,right,L. Ball 10' driving floating Jump Shot (9 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,10.58,Made,9.0,,,,,,,,,,,,,,,,,
145,PT00M31.40S,2023-11-21T00:34:21.2Z,1,REGULAR,3pt,Jump Shot,[],1630202,29.6484888304862,74.26470588235294,1610612738,25,28,2023-11-21T00:34:30Z,1400000,False,-121.0,226.0,1,left,P. Pritchard 25' 3PT pullup (9 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.67,Made,9.0,,,,,,,,,,,,,,,,,
146,PT00M14.40S,2023-11-21T00:34:44.4Z,1,REGULAR,foul,offensive,[],1631121,,,1610612766,25,28,2023-11-21T00:34:50Z,1410000,False,,,0,,B. McGowens offensive FOUL (1 PF),"[1631121, 1628436]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1179.0,1.0,0.0,,,,,,,Kornet,1628436.0,,
148,PT00M14.40S,2023-11-21T00:34:44.4Z,1,REGULAR,turnover,offensive foul,[],1631121,,,1610612766,25,28,2023-11-21T00:34:44Z,1430000,False,,,0,,B. McGowens offensive foul TURNOVER (1 TO),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1179.0,,,1.0,,,,,,,,,
149,PT00M00.50S,2023-11-21T00:35:11.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,24.52365308804205,16.176470588235293,1610612738,25,31,2023-11-21T00:35:18Z,1440000,False,169.0,178.0,1,left,P. Pritchard 24' 3PT pullup (12 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,24.55,Made,12.0,,,,,,,,,,,J. Tatum,1628369.0,2.0,,,,
318,PT00M00.50S,2023-11-21T00:35:16.9Z,1,REGULAR,3pt,Jump Shot,[],1628970,13.18988173455979,36.51960784313726,1610612766,25,31,2023-11-21T01:16:40Z,1455000,False,-67.0,764.0,1,right,MISS M. Bridges 76' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,76.65,Missed,,,,,,,,,,,,,,,,,,
319,PT00M00.50S,2023-11-21T00:35:16.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,25,31,2023-11-21T01:16:40Z,1457500,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,318.0,,,,,,,,,,,,,,,,
151,PT00M00.00S,2023-11-21T00:35:22.0Z,1,REGULAR,period,end,[],0,,,1610612766,25,31,2023-11-21T00:35:22Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-11-21T00:37:21.5Z,2,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,25,31,2023-11-21T00:37:59Z,1470000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-11-21T00:37:21.5Z,2,REGULAR,substitution,in,['startperiod'],1630550,,,1610612766,25,31,2023-11-21T00:37:59Z,1480000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-11-21T00:37:56.6Z,2,REGULAR,period,start,[],0,,,1610612766,25,31,2023-11-21T00:37:59Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M46.00S,2023-11-21T00:38:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.80354796320631,50.0,1610612766,25,31,2023-11-21T00:43:43Z,1500000,False,0.0,25.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
158,PT11M44.00S,2023-11-21T00:38:11.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,31,2023-11-21T00:38:15Z,1510000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,157.0,4.0,4.0,0.0,,,,,,,,,,,,,
159,PT11M40.00S,2023-11-21T00:38:15.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,30.042706964520367,70.58823529411765,1610612738,25,34,2023-11-21T00:38:21Z,1520000,False,-103.0,230.0,1,left,J. Tatum 25' 3PT pullup (11 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.19,Made,11.0,,,,,,,,,,,,,,,,,
160,PT11M18.00S,2023-11-21T00:38:37.5Z,2,REGULAR,3pt,Jump Shot,[],1631121,77.21747700394218,8.333333333333332,1610612766,25,34,2023-11-21T00:38:42Z,1530000,False,-208.0,162.0,1,right,MISS B. McGowens 26' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
161,PT11M15.00S,2023-11-21T00:38:40.5Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612738,25,34,2023-11-21T00:38:42Z,1540000,False,,,0,,O. Brissett REBOUND (Off:0 Def:3),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,160.0,3.0,3.0,0.0,,,,,,,,,,,,,
162,PT11M10.00S,2023-11-21T00:38:46.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,7.046649145860711,94.6078431372549,1610612738,25,34,2023-11-21T00:38:55Z,1550000,False,-223.0,14.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,,
