actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
340,PT11M10.00S,2023-11-21T01:20:31.0Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,56,68,2023-11-21T01:20:36Z,3280000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,
341,PT11M04.00S,2023-11-21T01:20:37.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,65.52233902759527,51.225490196078425,1610612738,56,68,2023-11-21T01:20:41Z,3290000,False,6.0,272.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,27.17,Missed,,,,,,,,,,,,,,,,,,
342,PT11M01.00S,2023-11-21T01:20:40.4Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,56,68,2023-11-21T01:20:41Z,3300000,False,,,0,,L. Ball REBOUND (Off:1 Def:6),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,341.0,7.0,6.0,1.0,,,,,,,,,,,,,
343,PT10M49.00S,2023-11-21T01:20:51.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,9.280551905387648,49.01960784313725,1610612766,58,68,2023-11-21T01:20:57Z,3310000,False,5.0,35.0,1,left,M. Williams Jump Shot (8 PTS) (G. Hayward 2 AST),"[1631109, 202330]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.5,Made,8.0,,,,,,,,,,,G. Hayward,202330.0,2.0,,,,
345,PT10M35.00S,2023-11-21T01:21:06.6Z,3,REGULAR,3pt,Jump Shot,[],204001,64.73390275952694,50.49019607843137,1610612738,58,68,2023-11-21T01:21:10Z,3330000,False,2.0,279.0,1,right,MISS K. Porzingis 27' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,27.9,Missed,,,,,,,,,,,,,,,,,,
346,PT10M32.00S,2023-11-21T01:21:09.6Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,58,68,2023-11-21T01:21:10Z,3340000,False,,,0,,B. Miller REBOUND (Off:2 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,345.0,4.0,2.0,2.0,,,,,,,,,,,,,
347,PT10M18.00S,2023-11-21T01:21:23.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.440867279894875,50.98039215686274,1610612766,58,68,2023-11-21T01:21:31Z,3350000,False,-5.0,17.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1.81,Missed,,,,,,,,,,,,,,,,,,
348,PT10M13.00S,2023-11-21T01:21:28.2Z,3,REGULAR,rebound,offensive,[],1631109,,,1610612766,58,68,2023-11-21T01:21:31Z,3360000,False,,,0,,M. Williams REBOUND (Off:3 Def:5),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,347.0,8.0,5.0,3.0,,,,,,,,,,,,,
349,PT10M13.00S,2023-11-21T01:21:27.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631109,5.590000152587891,50.0,1610612766,60,68,2023-11-21T01:22:32Z,3370000,False,0.0,0.0,1,left,M. Williams putback Layup (10 PTS),[1631109],1610612766.0,CHA,putback,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.0,Made,10.0,,,,,,,,,,,,,,,,,
350,PT10M08.00S,2023-11-21T01:21:33.1Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612738,60,68,2023-11-21T01:21:39Z,3380000,False,,,0,,J. Holiday bad pass TURNOVER (4 TO),"[201950, 1630163]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,4.0,Ball,1630163.0,,,,,,,
351,PT10M08.00S,2023-11-21T01:21:33.1Z,3,REGULAR,steal,,[],1630163,,,1610612766,60,68,2023-11-21T01:21:35Z,3390000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
352,PT10M02.00S,2023-11-21T01:21:39.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,8.492115637319317,4.6568627450980395,1610612766,63,68,2023-11-21T01:21:47Z,3400000,False,227.0,27.0,1,left,L. Ball 3PT running (20 PTS) (B. Miller 1 AST),"[1630163, 1641706]",1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,22.83,Made,20.0,,,,,,,,,,,B. Miller,1641706.0,1.0,,,,
354,PT09M39.00S,2023-11-21T01:22:03.1Z,3,REGULAR,2pt,Jump Shot,[],204001,81.02825229960578,25.98039215686275,1610612738,63,68,2023-11-21T01:23:36Z,3420000,False,-120.0,126.0,1,right,MISS K. Porzingis 17' step back Shot,[204001],1610612738.0,BOS,step back,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,17.39,Missed,,,,,,,,,,,,,,,,,,
355,PT09M36.00S,2023-11-21T01:22:06.1Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,63,68,2023-11-21T01:22:08Z,3430000,False,,,0,,L. Ball REBOUND (Off:1 Def:7),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,,354.0,8.0,7.0,1.0,,,,,,,,,,,,,
356,PT09M24.00S,2023-11-21T01:22:16.9Z,3,REGULAR,2pt,Jump Shot,[],1630163,21.369908015768726,44.85294117647059,1610612766,65,68,2023-11-21T01:22:30Z,3440000,False,26.0,148.0,1,left,L. Ball 15' floating Jump Shot (22 PTS) (M. Bridges 5 AST),"[1630163, 1628970]",1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Center,15.06,Made,22.0,,,,,,,,,,,M. Bridges,1628970.0,5.0,,,,
358,PT09M07.00S,2023-11-21T01:22:36.9Z,3,REGULAR,turnover,out-of-bounds,[],1630573,,,1610612738,65,68,2023-11-21T01:22:53Z,3460000,False,,,0,,S. Hauser bad pass out-of-bounds TURNOVER (1 TO),[1630573],1610612738.0,BOS,bad pass,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,,,,,,1628480.0,,,1.0,,,,,,,,,
359,PT08M50.00S,2023-11-21T01:23:01.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,5.863994743758213,50.98039215686274,1610612766,65,68,2023-11-21T01:24:23Z,3470000,False,-5.0,3.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.55,Missed,,,,,,,,,,,,,,,,,,
360,PT08M48.00S,2023-11-21T01:23:03.7Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,65,68,2023-11-21T01:23:08Z,3480000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,359.0,4.0,4.0,0.0,,,,,,,,,,,,,
361,PT08M40.00S,2023-11-21T01:23:12.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.93495400788436,49.01960784313725,1610612738,65,70,2023-11-21T01:25:05Z,3490000,False,-5.0,23.0,1,right,J. Tatum driving Layup (33 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.38,Made,33.0,,,,,,,,,,,,,,,,,
362,PT08M21.00S,2023-11-21T01:23:30.2Z,3,REGULAR,3pt,Jump Shot,[],1628970,25.18068331143233,16.911764705882355,1610612766,68,70,2023-11-21T01:23:37Z,3500000,False,165.0,184.0,1,left,M. Bridges 24' 3PT pullup (11 PTS),[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.76,Made,11.0,,,,,,,,,,,,,,,,,
363,PT07M58.00S,2023-11-21T01:23:53.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,92.59198423127464,72.79411764705883,1610612738,68,70,2023-11-21T01:24:07Z,3510000,False,114.0,17.0,1,right,MISS J. Tatum 11' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,11.53,Missed,,,,,,,,,,,,,,,,,,
364,PT07M55.00S,2023-11-21T01:23:56.0Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,68,70,2023-11-21T01:24:07Z,3520000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,363.0,5.0,5.0,0.0,,,,,,,,,,,,,
365,PT07M52.00S,2023-11-21T01:24:00.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202330,15.588042049934298,96.56862745098039,1610612766,68,70,2023-11-21T01:24:18Z,3530000,False,-233.0,94.0,1,left,MISS G. Hayward 25' running 3PT,[202330],1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left,25.11,Missed,,,,,,,,,,,,,,,,,,
366,PT07M49.00S,2023-11-21T01:24:01.9Z,3,REGULAR,rebound,offensive,[],1631109,,,1610612766,68,70,2023-11-21T01:24:02Z,3540000,False,,,0,,M. Williams REBOUND (Off:4 Def:5),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left,,,,365.0,9.0,5.0,4.0,,,,,,,,,,,,,
367,PT07M47.00S,2023-11-21T01:24:04.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,33.98488830486202,48.77450980392157,1610612766,68,70,2023-11-21T01:24:22Z,3550000,False,6.0,267.0,1,left,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.71,Missed,,,,,,,,,,,,,,,,,,
368,PT07M42.00S,2023-11-21T01:24:09.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,68,70,2023-11-21T01:24:22Z,3560000,False,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,367.0,10.0,10.0,0.0,,,,,,,,,,,,,
369,PT07M34.00S,2023-11-21T01:24:21.1Z,3,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612738,68,70,2023-11-21T01:24:28Z,3570000,False,,,0,,M. Williams shooting personal FOUL (3 PF) (Porzingis 2 FT),"[1631109, 204001]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,3.0,0.0,,,,,,,Porzingis,204001.0,,
371,PT07M34.00S,2023-11-21T01:24:47.4Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,68,70,2023-11-21T01:24:47Z,3590000,False,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
372,PT07M34.00S,2023-11-21T01:24:47.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,68,70,2023-11-21T01:24:47Z,3600000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,
373,PT07M34.00S,2023-11-21T01:25:01.2Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,68,71,2023-11-21T01:25:01Z,3610000,False,,,0,,K. Porzingis Free Throw 2 of 2 (7 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
374,PT07M14.00S,2023-11-21T01:25:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,6.389618922470433,48.03921568627451,1610612766,68,71,2023-11-21T01:27:23Z,3620000,False,10.0,8.0,1,left,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
375,PT07M12.00S,2023-11-21T01:25:25.8Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,68,71,2023-11-21T01:27:23Z,3630000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,374.0,5.0,5.0,0.0,,,,,,,,,,,,,
376,PT07M08.00S,2023-11-21T01:25:31.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,92.59198423127464,49.50980392156863,1610612738,68,73,2023-11-21T01:27:09Z,3640000,False,-2.0,17.0,1,right,J. Brown running Layup (10 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.73,Made,10.0,,,,,,,,,,,,,,,,,
377,PT07M07.00S,2023-11-21T01:25:38.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,68,73,2023-11-21T01:25:38Z,3650000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M07.00S,2023-11-21T01:27:47.9Z,3,REGULAR,substitution,out,[],1628970,,,1610612766,68,73,2023-11-21T01:28:40Z,3660000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M07.00S,2023-11-21T01:27:47.9Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,68,73,2023-11-21T01:28:40Z,3670000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M53.00S,2023-11-21T01:28:43.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,11.777266754270697,49.26470588235294,1610612766,68,73,2023-11-21T01:29:02Z,3680000,False,4.0,58.0,1,left,MISS L. Ball floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
381,PT06M52.00S,2023-11-21T01:28:45.0Z,3,REGULAR,rebound,offensive,[],1631109,,,1610612766,68,73,2023-11-21T01:28:45Z,3690000,False,,,0,,M. Williams REBOUND (Off:5 Def:5),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,380.0,10.0,5.0,5.0,,,,,,,,,,,,,
382,PT06M49.00S,2023-11-21T01:28:47.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,31.225361366622867,69.85294117647058,1610612766,68,73,2023-11-21T01:29:05Z,3700000,False,-99.0,241.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
383,PT06M46.00S,2023-11-21T01:28:50.5Z,3,REGULAR,rebound,offensive,[],1641706,,,1610612766,68,73,2023-11-21T01:29:05Z,3710000,False,,,0,,B. Miller REBOUND (Off:3 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,382.0,5.0,2.0,3.0,,,,,,,,,,,,,
384,PT06M42.00S,2023-11-21T01:28:54.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,31.488173455978973,26.225490196078432,1610612766,68,73,2023-11-21T01:29:34Z,3720000,False,119.0,243.0,1,left,MISS L. Ball 27' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,27.1,Missed,,,,,,,,,,,,,,,,,,
385,PT06M39.00S,2023-11-21T01:28:57.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,73,2023-11-21T01:29:11Z,3730000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,384.0,4.0,3.0,1.0,,,,,,,,,,,,,
386,PT06M33.00S,2023-11-21T01:29:04.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.28449408672799,50.98039215686274,1610612738,68,73,2023-11-21T01:29:26Z,3740000,False,5.0,76.0,1,right,MISS J. Brown 7' floating Shot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,,
387,PT06M30.00S,2023-11-21T01:29:07.4Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,68,73,2023-11-21T01:29:26Z,3750000,False,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,386.0,2.0,1.0,1.0,,,,,,,,,,,,,
388,PT06M17.00S,2023-11-21T01:29:20.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,5.469776609724048,50.73529411764706,1610612766,70,73,2023-11-21T01:30:18Z,3760000,False,-4.0,-1.0,1,left,L. Ball driving floating Jump Shot (24 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,0.39,Made,24.0,,,,,,,,,,,,,,,,,
389,PT06M17.00S,2023-11-21T01:29:23.3Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612766,70,73,2023-11-21T01:29:32Z,3770000,False,,,0,,J. Brown shooting personal FOUL (5 PF) (Ball 1 FT),"[1627759, 1630163]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,5.0,0.0,,,,,,,Ball,1630163.0,,
391,PT06M17.00S,2023-11-21T01:29:44.4Z,3,REGULAR,substitution,out,[],1627759,,,1610612766,70,73,2023-11-21T01:29:49Z,3790000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M17.00S,2023-11-21T01:29:44.4Z,3,REGULAR,substitution,in,[],1630202,,,1610612766,70,73,2023-11-21T01:29:49Z,3800000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M17.00S,2023-11-21T01:30:02.7Z,3,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,71,73,2023-11-21T01:30:02Z,3810000,False,,,0,,L. Ball Free Throw 1 of 1 (25 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
394,PT06M03.00S,2023-11-21T01:30:17.6Z,3,REGULAR,3pt,Jump Shot,[],204001,66.17936925098554,56.372549019607845,1610612738,71,76,2023-11-21T01:30:22Z,3820000,False,32.0,265.0,1,right,K. Porzingis 26' 3PT  (10 PTS) (J. Holiday 5 AST),"[204001, 201950]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.73,Made,10.0,,,,,,,,,,,J. Holiday,201950.0,5.0,,,,
396,PT05M48.00S,2023-11-21T01:30:32.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,8.229303547963205,59.55882352941176,1610612766,71,76,2023-11-21T01:31:10Z,3840000,False,-48.0,25.0,1,left,MISS P. Washington step back bank Shot,[1629023],1610612766.0,CHA,step back bank,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
397,PT05M46.00S,2023-11-21T01:30:34.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,76,2023-11-21T01:30:39Z,3850000,False,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,396.0,11.0,11.0,0.0,,,,,,,,,,,,,
398,PT05M40.00S,2023-11-21T01:30:40.5Z,3,REGULAR,3pt,Jump Shot,[],204001,65.91655716162943,49.50980392156863,1610612738,71,76,2023-11-21T01:30:45Z,3860000,False,-2.0,268.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
399,PT05M37.00S,2023-11-21T01:30:43.5Z,3,REGULAR,rebound,offensive,[],201950,,,1610612738,71,76,2023-11-21T01:30:45Z,3870000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,398.0,2.0,1.0,1.0,,,,,,,,,,,,,
400,PT05M36.00S,2023-11-21T01:30:43.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,90.22667542706965,47.30392156862745,1610612738,71,76,2023-11-21T01:30:59Z,3880000,False,-13.0,39.0,1,right,MISS J. Holiday Layup - blocked,"[201950, 1629023]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,4.16,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
401,PT05M36.00S,2023-11-21T01:30:43.7Z,3,REGULAR,block,,[],1629023,,,1610612738,71,76,2023-11-21T01:30:46Z,3890000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT05M35.00S,2023-11-21T01:30:44.7Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,71,76,2023-11-21T01:36:26Z,3900000,False,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,400.0,3.0,2.0,1.0,,,,,,,,,,,,,
466,PT05M35.00S,2023-11-21T01:30:49.1Z,3,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,71,76,2023-11-21T01:42:25Z,3905000,False,,,0,,G. Hayward lost ball out-of-bounds TURNOVER (2 TO),[202330],1610612766.0,CHA,lost ball,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,,,1179.0,,,2.0,,,,,,,,,
404,PT05M35.00S,2023-11-21T01:30:55.4Z,3,REGULAR,substitution,out,[],1630163,,,1610612738,71,76,2023-11-21T01:41:29Z,3920000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M35.00S,2023-11-21T01:30:55.4Z,3,REGULAR,substitution,in,[],202397,,,1610612738,71,76,2023-11-21T01:41:29Z,3930000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M25.00S,2023-11-21T01:31:16.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201950,92.46057818659659,31.862745098039213,1610612738,71,76,2023-11-21T01:44:54Z,3940000,False,-91.0,18.0,1,right,MISS J. Holiday 9' driving floating Shot,[201950],1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,9.25,Missed,,,,,,,,,,,,,,,,,,
407,PT05M25.00S,2023-11-21T01:31:16.7Z,3,REGULAR,rebound,offensive,[],204001,,,1610612738,71,76,2023-11-21T01:34:23Z,3950000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,,406.0,6.0,5.0,1.0,,,,,,,,,,,,,
408,PT05M25.00S,2023-11-21T01:31:20.2Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612738,71,76,2023-11-21T01:31:27Z,3960000,False,,,0,,G. Hayward shooting personal FOUL (2 PF) (Porzingis 2 FT),"[202330, 204001]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,2.0,0.0,,,,,,,Porzingis,204001.0,,
410,PT05M25.00S,2023-11-21T01:31:42.1Z,3,REGULAR,freethrow,1 of 2,"['2ndchance', 'fromturnover']",204001,,,1610612738,71,77,2023-11-21T01:41:29Z,3980000,False,,,0,,K. Porzingis Free Throw 1 of 2 (11 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
411,PT05M25.00S,2023-11-21T01:31:58.0Z,3,REGULAR,freethrow,2 of 2,"['2ndchance', 'fromturnover']",204001,,,1610612738,71,78,2023-11-21T01:41:29Z,3990000,False,,,0,,K. Porzingis Free Throw 2 of 2 (12 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
412,PT05M06.00S,2023-11-21T01:32:17.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,14.14257555847569,50.245098039215684,1610612766,73,78,2023-11-21T01:32:27Z,4000000,False,-1.0,80.0,1,left,G. Hayward 8' Jump Shot (7 PTS) (I. Smith 3 AST),"[202330, 202397]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,7.0,,,,,,,,,,,I. Smith,202397.0,3.0,,,,
414,PT04M48.00S,2023-11-21T01:32:35.1Z,3,REGULAR,3pt,Jump Shot,[],1630573,94.1688567674113,4.166666666666666,1610612738,73,78,2023-11-21T01:32:40Z,4020000,False,-229.0,2.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
415,PT04M45.00S,2023-11-21T01:32:37.8Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612766,73,78,2023-11-21T01:32:37Z,4030000,False,,,0,,M. Williams REBOUND (Off:5 Def:6),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Left Corner 3,24+ Left,,,,414.0,11.0,6.0,5.0,,,,,,,,,,,,,
