actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
91,PT04M31.00S,2025-01-31T00:26:28.0Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,18,26,2025-01-31T00:28:28Z,880000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M31.00S,2025-01-31T00:26:28.0Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,18,26,2025-01-31T00:28:28Z,890000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M31.00S,2025-01-31T00:26:28.0Z,1,REGULAR,substitution,in,[],1626158,,,1610612764,18,26,2025-01-31T00:28:28Z,900000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M31.00S,2025-01-31T00:26:28.0Z,1,REGULAR,substitution,in,[],1629020,,,1610612764,18,26,2025-01-31T00:28:28Z,910000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M31.00S,2025-01-31T00:26:28.0Z,1,REGULAR,substitution,in,[],1642261,,,1610612764,18,26,2025-01-31T00:28:28Z,920000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M18.00S,2025-01-31T00:28:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,65.65374507227332,62.5,1610612764,18,26,2025-01-31T00:29:02Z,930000,False,62.0,270.0,1,right,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.75,,,,,,,,,,,,
97,PT04M15.00S,2025-01-31T00:28:58.3Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,18,26,2025-01-31T00:29:02Z,940000,False,,,0,,A. Reaves REBOUND (Off:0 Def:5),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,,,,96.0,5.0,5.0,0.0,,,,,,,,
98,PT04M11.00S,2025-01-31T00:29:03.6Z,1,REGULAR,turnover,offensive goaltending,[],1629637,,,1610612747,18,26,2025-01-31T00:29:15Z,950000,False,,,0,,J. Hayes offensive goaltending TURNOVER (1 TO),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,,,1.0,,,,,,,
99,PT03M59.00S,2025-01-31T00:29:30.3Z,1,REGULAR,foul,personal,[],1631108,,,1610612764,18,26,2025-01-31T00:29:43Z,960000,False,,,0,,M. Christie personal FOUL (1 PF),"[1631108, 1629673]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Center,1627963.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
101,PT03M49.00S,2025-01-31T00:29:54.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642267,81.553876478318,86.02941176470588,1610612764,18,26,2025-01-31T00:29:59Z,980000,False,180.0,121.0,1,right,MISS B. Carrington 21' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right,,,,,,Missed,,21.69,,,,,,,,,,,,
102,PT03M46.00S,2025-01-31T00:29:57.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,18,26,2025-01-31T00:29:59Z,990000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Right,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,
103,PT03M28.00S,2025-01-31T00:30:15.4Z,1,REGULAR,3pt,Jump Shot,[],1630559,5.338370565045992,3.1862745098039214,1610612747,18,29,2025-01-31T00:30:19Z,1000000,False,234.0,-2.0,1,left,A. Reaves 3PT  (6 PTS) (J. Hayes 2 AST),"[1630559, 1629637]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,Made,6.0,23.41,,,,,,J. Hayes,1629637.0,2.0,,,,
105,PT03M22.00S,2025-01-31T00:30:23.2Z,1,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612764,18,29,2025-01-31T00:30:30Z,1020000,False,,,0,,M. Christie shooting personal FOUL (2 PF) (Poole 2 FT),"[1631108, 1629673]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,201638.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
107,PT03M22.00S,2025-01-31T00:30:49.1Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,19,29,2025-01-31T00:30:49Z,1040000,False,,,0,,J. Poole Free Throw 1 of 2 (6 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
108,PT03M22.00S,2025-01-31T00:30:49.6Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,19,29,2025-01-31T00:30:59Z,1050000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M22.00S,2025-01-31T00:30:49.6Z,1,REGULAR,substitution,out,[],1629637,,,1610612764,19,29,2025-01-31T00:30:59Z,1060000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M22.00S,2025-01-31T00:30:49.6Z,1,REGULAR,substitution,out,[],1631108,,,1610612764,19,29,2025-01-31T00:30:59Z,1070000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M22.00S,2025-01-31T00:30:49.6Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,19,29,2025-01-31T00:30:59Z,1080000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M22.00S,2025-01-31T00:30:49.6Z,1,REGULAR,substitution,in,[],1641998,,,1610612764,19,29,2025-01-31T00:30:59Z,1090000,False,,,0,,SUB in: T. Jemison III,[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2025-01-31T00:30:49.6Z,1,REGULAR,substitution,in,[],1629003,,,1610612764,19,29,2025-01-31T00:30:59Z,1100000,False,,,0,,SUB in: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2025-01-31T00:30:49.1Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,19,29,2025-01-31T00:31:19Z,1110000,False,,,0,,MISS J. Poole Free Throw 2 of 2,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
115,PT03M20.00S,2025-01-31T00:30:51.1Z,1,REGULAR,rebound,defensive,[],1641998,,,1610612747,19,29,2025-01-31T00:31:19Z,1120000,False,,,0,,T. Jemison III REBOUND (Off:0 Def:1),[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,
116,PT03M06.00S,2025-01-31T00:31:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,8.754927726675426,53.92156862745098,1610612747,19,31,2025-01-31T00:31:45Z,1130000,False,-20.0,30.0,1,left,S. Milton driving floating Jump Shot (2 PTS) (A. Reaves 3 AST),"[1629003, 1630559]",1610612747.0,LAL,driving floating,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.57,,,,,,A. Reaves,1630559.0,3.0,,,,
117,PT02M58.00S,2025-01-31T00:31:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,94.56307490144546,53.92156862745098,1610612764,19,31,2025-01-31T00:32:16Z,1140000,False,20.0,-1.0,1,right,MISS J. Poole driving Layup,[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.96,,,,,,,,,,,,
118,PT02M58.00S,2025-01-31T00:31:42.8Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612764,19,31,2025-01-31T00:31:42Z,1150000,False,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,117.0,1.0,0.0,1.0,,,,,,,,
119,PT02M58.00S,2025-01-31T00:31:43.2Z,1,REGULAR,foul,personal,['2freethrow'],1641998,,,1610612764,19,31,2025-01-31T00:31:53Z,1160000,False,,,0,,T. Jemison III shooting personal FOUL (1 PF) (Kispert 2 FT),"[1641998, 1630557]",1610612747.0,LAL,shooting,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,1.0,0.0,Kispert,1630557.0,,,,,,,,,,,,,,,
122,PT02M58.00S,2025-01-31T00:32:08.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630557,,,1610612764,20,31,2025-01-31T00:32:08Z,1180000,False,,,0,,C. Kispert Free Throw 1 of 2 (1 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
123,PT02M58.00S,2025-01-31T00:32:21.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630557,,,1610612764,21,31,2025-01-31T00:32:21Z,1190000,False,,,0,,C. Kispert Free Throw 2 of 2 (2 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
124,PT02M37.00S,2025-01-31T00:32:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.966491458607096,49.50980392156863,1610612747,21,33,2025-01-31T00:33:02Z,1200000,False,2.0,22.0,1,left,A. Reaves driving finger roll Layup (8 PTS) (S. Milton 1 AST),"[1630559, 1629003]",1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,2.25,,,,,,S. Milton,1629003.0,1.0,,,,
126,PT02M27.00S,2025-01-31T00:32:55.7Z,1,REGULAR,2pt,Jump Shot,[],1630551,91.93495400788436,33.33333333333333,1610612764,23,33,2025-01-31T00:33:18Z,1220000,False,-83.0,23.0,1,right,J. Champagnie 8' driving floating Jump Shot (2 PTS) (B. Carrington 1 AST),"[1630551, 1642267]",1610612764.0,WAS,driving floating,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,8.65,,,,,,B. Carrington,1642267.0,1.0,,,,
128,PT02M22.00S,2025-01-31T00:33:04.1Z,1,REGULAR,foul,personal,[],1630551,,,1610612747,23,33,2025-01-31T00:33:11Z,1240000,False,,,0,,J. Champagnie personal FOUL (1 PF),"[1630551, 1630559]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
138,PT02M20.00S,2025-01-31T00:33:17.6Z,1,REGULAR,2pt,Jump Shot,[],1630559,16.63929040735874,68.62745098039215,1610612747,23,33,2025-01-31T00:38:02Z,1255000,False,-93.0,104.0,1,left,MISS A. Reaves 13' driving floating Shot - blocked,"[1630559, 1630557]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,,,,,,Missed,,13.95,,,,,,,,,Kispert,1630557.0,,
139,PT02M20.00S,2025-01-31T00:33:17.6Z,1,REGULAR,block,,[],1630557,,,1610612747,23,33,2025-01-31T00:34:52Z,1257500,False,,,0,,C. Kispert BLOCK (1 BLK),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
140,PT02M19.00S,2025-01-31T00:33:18.6Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,23,33,2025-01-31T00:34:52Z,1258750,False,,,0,,C. Kispert REBOUND (Off:1 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,,,,,,,,,138.0,2.0,1.0,1.0,,,,,,,,
132,PT02M14.00S,2025-01-31T00:33:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630557,93.24901445466492,49.01960784313725,1610612764,25,33,2025-01-31T00:34:55Z,1280000,False,-5.0,11.0,1,right,C. Kispert running Layup (4 PTS) (J. Poole 2 AST),"[1630557, 1629673]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.2,,,,,,J. Poole,1629673.0,2.0,,,,
134,PT02M14.00S,2025-01-31T00:33:39.3Z,1,REGULAR,foul,technical,['1freethrow'],1630559,,,1610612747,25,33,2025-01-31T00:33:49Z,1300000,False,,,0,,A. Reaves technical FOUL (1 Tech),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,1830.0,0.0,1.0,,,,,,,,,,,,,,,,,
135,PT02M14.00S,2025-01-31T00:33:59.6Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612747,26,33,2025-01-31T00:33:59Z,1310000,False,,,0,,J. Poole technical Free Throw 1 of 1 (7 PTS),[1629673],1610612764.0,WAS,technical,,,Poole,J. Poole,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
136,PT02M14.00S,2025-01-31T00:34:01.2Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,26,33,2025-01-31T00:34:06Z,1320000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M14.00S,2025-01-31T00:34:01.2Z,1,REGULAR,substitution,in,[],2544,,,1610612747,26,33,2025-01-31T00:34:06Z,1330000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M55.00S,2025-01-31T00:35:28.4Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,26,33,2025-01-31T00:36:21Z,1340000,False,,,0,,Jump Ball T. Jemison III vs. R. Holmes: Tip to L. James,"[2544, 1641998, 1626158]",1610612747.0,LAL,outofbounds,L. James,2544.0,James,L. James,Jemison III,1641998.0,Holmes,1626158.0,,,,,,,,,,,,,,,,,,,,,,
144,PT01M50.00S,2025-01-31T00:35:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.783837056504599,49.754901960784316,1610612747,26,35,2025-01-31T00:35:37Z,1370000,False,1.0,11.0,1,left,L. James driving Layup (9 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,1.14,,,,,,,,,,,,
145,PT01M30.00S,2025-01-31T00:35:50.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,81.8166885676741,96.32352941176471,1610612764,26,35,2025-01-31T00:35:54Z,1380000,False,232.0,118.0,1,right,MISS J. Poole 26' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.01,,,,,,,,,,,,
146,PT01M27.00S,2025-01-31T00:35:53.2Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612747,26,35,2025-01-31T00:35:54Z,1390000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,
147,PT01M21.00S,2025-01-31T00:36:00.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",2544,7.835085413929041,50.245098039215684,1610612747,26,37,2025-01-31T00:37:07Z,1400000,False,-1.0,21.0,1,left,L. James driving floating Jump Shot (11 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,2.11,,,,,,,,,,,,
148,PT01M21.00S,2025-01-31T00:36:05.6Z,1,REGULAR,violation,defensive goaltending,[],1626158,,,1610612747,26,37,2025-01-31T00:36:11Z,1410000,False,,,0,,R. Holmes defensive goaltending VIOLATION,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
149,PT01M09.00S,2025-01-31T00:36:42.1Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612764,26,37,2025-01-31T00:36:49Z,1420000,False,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1629020]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,Vanderbilt,1629020.0
150,PT01M09.00S,2025-01-31T00:36:42.1Z,1,REGULAR,steal,,[],1629020,,,1610612747,26,37,2025-01-31T00:37:37Z,1430000,False,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
151,PT01M05.00S,2025-01-31T00:36:53.6Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641998,8.09789750328515,48.03921568627451,1610612747,26,39,2025-01-31T01:21:18Z,1440000,False,10.0,24.0,1,left,T. Jemison III turnaround Hook (2 PTS) (J. Vanderbilt 1 AST),"[1641998, 1629020]",1610612747.0,LAL,turnaround,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.56,,,,,,J. Vanderbilt,1629020.0,1.0,,,,
153,PT00M56.00S,2025-01-31T00:37:15.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612764,26,39,2025-01-31T00:37:23Z,1450000,False,,,0,,J. Vanderbilt personal FOUL (1 PF) (Poole 2 FT),"[1629020, 1629673]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Right Center,1627963.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
155,PT00M56.00S,2025-01-31T00:37:39.0Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,27,39,2025-01-31T00:37:39Z,1470000,False,,,0,,J. Poole Free Throw 1 of 2 (8 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
156,PT00M56.00S,2025-01-31T00:37:47.2Z,1,REGULAR,substitution,out,[],1626158,,,1610612764,27,39,2025-01-31T00:37:52Z,1480000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M56.00S,2025-01-31T00:37:47.2Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,27,39,2025-01-31T00:37:52Z,1490000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M56.00S,2025-01-31T00:38:06.6Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,28,39,2025-01-31T00:38:06Z,1500000,False,,,0,,J. Poole Free Throw 2 of 2 (9 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
160,PT00M46.10S,2025-01-31T00:38:19.8Z,1,REGULAR,3pt,Jump Shot,[],1642261,31.488173455978973,75.49019607843137,1610612747,28,39,2025-01-31T00:38:27Z,1510000,False,-127.0,243.0,1,left,MISS D. Knecht 27' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.49,,,,,,,,,,,,
161,PT00M41.90S,2025-01-31T00:38:24.5Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612747,28,39,2025-01-31T00:38:24Z,1520000,False,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,160.0,2.0,1.0,1.0,,,,,,,,
162,PT00M41.90S,2025-01-31T00:38:25.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629003,7.30946123521682,51.71568627450981,1610612747,28,41,2025-01-31T00:38:30Z,1530000,False,-9.0,16.0,1,left,S. Milton reverse Layup (4 PTS),[1629003],1610612747.0,LAL,reverse,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.83,,,,,,,,,,,,
163,PT00M41.90S,2025-01-31T00:38:27.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642267,,,1610612747,28,41,2025-01-31T00:38:36Z,1540000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Milton 1 FT),"[1642267, 1629003]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,1627963.0,1.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,,
165,PT00M41.90S,2025-01-31T00:38:40.7Z,1,REGULAR,substitution,out,[],1641998,,,1610612747,28,41,2025-01-31T00:38:49Z,1560000,False,,,0,,SUB out: T. Jemison III,[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M41.90S,2025-01-31T00:38:40.7Z,1,REGULAR,substitution,in,[],1629060,,,1610612747,28,41,2025-01-31T00:38:49Z,1570000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M41.90S,2025-01-31T00:39:02.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629003,,,1610612747,28,42,2025-01-31T00:39:02Z,1580000,False,,,0,,S. Milton Free Throw 1 of 1 (5 PTS),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
168,PT00M34.30S,2025-01-31T00:39:12.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612764,28,42,2025-01-31T00:39:17Z,1590000,False,,,0,,J. Vanderbilt personal FOUL (2 PF) (Kuzma 2 FT),"[1629020, 1628398]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Right Center,1830.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
170,PT00M34.30S,2025-01-31T00:39:40.7Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,28,42,2025-01-31T00:39:40Z,1610000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
171,PT00M34.30S,2025-01-31T00:39:40.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,28,42,2025-01-31T00:39:40Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,
172,PT00M34.30S,2025-01-31T00:39:47.4Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,28,42,2025-01-31T00:39:49Z,1630000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M34.30S,2025-01-31T00:39:47.4Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,28,42,2025-01-31T00:39:49Z,1640000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M34.30S,2025-01-31T00:40:04.8Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,29,42,2025-01-31T00:40:04Z,1650000,False,,,0,,K. Kuzma Free Throw 2 of 2 (7 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
175,PT00M16.40S,2025-01-31T00:40:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,5.732588699080158,56.61764705882353,1610612747,29,42,2025-01-31T00:40:32Z,1660000,False,-33.0,1.0,1,left,MISS L. James driving reverse Layup,[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.31,,,,,,,,,,,,
176,PT00M12.60S,2025-01-31T00:40:28.6Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612747,29,42,2025-01-31T00:40:32Z,1670000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,175.0,2.0,1.0,1.0,,,,,,,,
177,PT00M03.90S,2025-01-31T00:40:37.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642261,34.11629434954008,50.98039215686274,1610612747,29,42,2025-01-31T00:40:42Z,1680000,False,-5.0,268.0,1,left,MISS D. Knecht 26' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.82,,,,,,,,,,,,
178,PT00M02.40S,2025-01-31T00:40:38.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,29,42,2025-01-31T00:40:42Z,1690000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,177.0,,,,,,,,,,,
180,PT00M02.40S,2025-01-31T00:40:45.2Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,29,42,2025-01-31T00:40:48Z,1710000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M02.40S,2025-01-31T00:40:45.2Z,1,REGULAR,substitution,in,[],1629673,,,1610612764,29,42,2025-01-31T00:40:48Z,1720000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
