actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT06M18.00S,2025-02-22T00:24:39.3Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,14,8,2025-02-22T00:24:40Z,890000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,
92,PT06M14.00S,2025-02-22T00:24:42.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,74.19513797634691,8.57843137254902,1610612764,14,8,2025-02-22T00:25:45Z,900000,False,-207.0,190.0,1,right,MISS K. George 28' running 3PT,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,28.11,Missed,,,,,,,,,,,,,,,,,
93,PT06M12.00S,2025-02-22T00:24:45.8Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,14,8,2025-02-22T00:24:45Z,910000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,92.0,2.0,1.0,1.0,,,,,,,,,,,
94,PT06M04.00S,2025-02-22T00:24:52.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642259,68.67608409986859,26.225490196078432,1610612764,17,8,2025-02-22T00:24:57Z,920000,False,-119.0,242.0,1,right,A. Sarr 26' 3PT  (9 PTS) (K. George 2 AST),"[1642259, 1642273]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,26.95,Made,,,,,,,,,9.0,K. George,1642273.0,2.0,,,,,
96,PT05M56.00S,2025-02-22T00:25:03.6Z,1,REGULAR,violation,kicked ball,[],1629673,,,1610612749,17,8,2025-02-22T00:25:10Z,940000,False,,,0,,J. Poole kicked ball VIOLATION,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,1628159.0,,,,
97,PT05M56.00S,2025-02-22T00:25:08.5Z,1,REGULAR,substitution,out,[],1642273,,,1610612749,17,8,2025-02-22T00:25:17Z,950000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M56.00S,2025-02-22T00:25:08.5Z,1,REGULAR,substitution,out,[],203114,,,1610612749,17,8,2025-02-22T00:25:17Z,960000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M56.00S,2025-02-22T00:25:08.5Z,1,REGULAR,substitution,in,[],1642267,,,1610612749,17,8,2025-02-22T00:25:17Z,970000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M56.00S,2025-02-22T00:25:08.5Z,1,REGULAR,substitution,in,[],1630557,,,1610612749,17,8,2025-02-22T00:25:17Z,980000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M51.00S,2025-02-22T00:25:32.1Z,1,REGULAR,3pt,Jump Shot,[],1631260,34.37910643889619,73.0392156862745,1610612749,17,11,2025-02-22T00:25:36Z,990000,False,-115.0,271.0,1,left,A. Green 29' 3PT pullup (3 PTS) (B. Lopez 1 AST),"[1631260, 201572]",1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,29.42,Made,,,,,,,,,3.0,B. Lopez,201572.0,1.0,,,,,
103,PT05M29.00S,2025-02-22T00:25:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.80354796320631,49.50980392156863,1610612764,19,11,2025-02-22T00:25:57Z,1010000,False,-2.0,25.0,1,right,J. Poole driving finger roll Layup (2 PTS),[1629673],1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,2.46,Made,,,,,,,,,2.0,,,,,,,,
104,PT05M18.00S,2025-02-22T00:26:05.3Z,1,REGULAR,3pt,Jump Shot,[],201572,35.43035479632063,20.588235294117645,1610612749,19,11,2025-02-22T00:26:10Z,1020000,False,147.0,281.0,1,left,MISS B. Lopez 31' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,31.67,Missed,,,,,,,,,,,,,,,,,
105,PT05M16.00S,2025-02-22T00:26:07.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,19,11,2025-02-22T00:26:10Z,1030000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,104.0,,,,,,,,,,,,,,
107,PT05M16.00S,2025-02-22T00:26:14.4Z,1,REGULAR,substitution,out,[],201572,,,1610612764,19,11,2025-02-22T00:26:21Z,1050000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M16.00S,2025-02-22T00:26:14.4Z,1,REGULAR,substitution,out,[],1631157,,,1610612764,19,11,2025-02-22T00:26:21Z,1060000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M16.00S,2025-02-22T00:26:14.4Z,1,REGULAR,substitution,in,[],1629645,,,1610612764,19,11,2025-02-22T00:26:21Z,1070000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M16.00S,2025-02-22T00:26:14.4Z,1,REGULAR,substitution,in,[],1630579,,,1610612764,19,11,2025-02-22T00:26:21Z,1080000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M56.00S,2025-02-22T00:26:55.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,71.04139290407359,9.068627450980392,1610612764,19,11,2025-02-22T00:27:00Z,1090000,False,-205.0,220.0,1,right,MISS J. Poole 30' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,30.03,Missed,,,,,,,,,,,,,,,,,
112,PT04M54.00S,2025-02-22T00:26:57.2Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612749,19,11,2025-02-22T00:27:00Z,1100000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT04M38.00S,2025-02-22T00:27:13.5Z,1,REGULAR,2pt,Jump Shot,[],1629645,9.937582128777924,28.676470588235293,1610612749,19,13,2025-02-22T00:27:25Z,1110000,False,107.0,41.0,1,left,K. Porter Jr. 11' driving bank Jump Shot (2 PTS),[1629645],1610612749.0,MIL,driving bank,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,,11.42,Made,,,,,,,,,2.0,,,,,,,,
114,PT04M32.00S,2025-02-22T00:27:22.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,19,13,2025-02-22T00:27:22Z,1120000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M32.00S,2025-02-22T00:27:25.6Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,19,13,2025-02-22T00:30:08Z,1130000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M32.00S,2025-02-22T00:27:25.6Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,19,13,2025-02-22T00:30:08Z,1140000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M32.00S,2025-02-22T00:27:25.6Z,1,REGULAR,substitution,in,[],203935,,,1610612764,19,13,2025-02-22T00:30:08Z,1150000,False,,,0,,SUB in: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M32.00S,2025-02-22T00:27:25.6Z,1,REGULAR,substitution,in,[],1626158,,,1610612764,19,13,2025-02-22T00:30:08Z,1160000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M26.00S,2025-02-22T00:30:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630557,64.60249671484888,47.794117647058826,1610612764,22,13,2025-02-22T00:30:35Z,1170000,False,-11.0,280.0,1,right,C. Kispert 28' 3PT  (3 PTS) (B. Coulibaly 3 AST),"[1630557, 1641731]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,28.04,Made,,,,,,,,,3.0,B. Coulibaly,1641731.0,3.0,,,,,
121,PT04M09.00S,2025-02-22T00:30:48.6Z,1,REGULAR,3pt,Jump Shot,[],1631260,32.14520367936925,70.09803921568627,1610612749,22,13,2025-02-22T00:30:53Z,1190000,False,-100.0,250.0,1,left,MISS A. Green 26' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,26.92,Missed,,,,,,,,,,,,,,,,,
122,PT04M05.00S,2025-02-22T00:30:52.6Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,22,13,2025-02-22T00:30:53Z,1200000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,
123,PT04M00.00S,2025-02-22T00:30:58.2Z,1,REGULAR,2pt,Jump Shot,[],1642267,86.67871222076215,81.61764705882352,1610612764,24,13,2025-02-22T00:31:04Z,1210000,False,158.0,73.0,1,right,B. Carrington 17' pullup Jump Shot (2 PTS),[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right,,17.4,Made,,,,,,,,,2.0,,,,,,,,
124,PT03M41.00S,2025-02-22T00:31:16.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,10.988830486202366,47.30392156862745,1610612749,24,15,2025-02-22T00:32:24Z,1220000,False,13.0,51.0,1,left,G. Trent Jr. driving floating Jump Shot (2 PTS) (K. Porter Jr. 1 AST),"[1629018, 1629645]",1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,5.26,Made,,,,,,,,,2.0,K. Porter Jr.,1629645.0,1.0,,,,,
125,PT03M22.00S,2025-02-22T00:31:35.0Z,1,REGULAR,3pt,Jump Shot,[],203935,68.01905387647832,63.725490196078425,1610612764,27,15,2025-02-22T00:31:39Z,1230000,False,69.0,248.0,1,right,M. Smart 25' 3PT  (3 PTS) (R. Holmes 1 AST),"[203935, 1626158]",1610612764.0,WAS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,25.74,Made,,,,,,,,,3.0,R. Holmes,1626158.0,1.0,,,,,
127,PT03M08.00S,2025-02-22T00:31:51.7Z,1,REGULAR,turnover,out-of-bounds,[],1626192,,,1610612749,27,15,2025-02-22T00:31:58Z,1250000,False,,,0,,P. Connaughton lost ball out-of-bounds TURNOVER (1 TO),[1626192],1610612749.0,MIL,lost ball,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,,,1162.0,,,,
128,PT03M08.00S,2025-02-22T00:31:55.9Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,27,15,2025-02-22T00:32:02Z,1260000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M08.00S,2025-02-22T00:31:55.9Z,1,REGULAR,substitution,out,[],1631260,,,1610612764,27,15,2025-02-22T00:32:02Z,1270000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M08.00S,2025-02-22T00:31:55.9Z,1,REGULAR,substitution,in,[],1642273,,,1610612764,27,15,2025-02-22T00:32:02Z,1280000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M08.00S,2025-02-22T00:31:55.9Z,1,REGULAR,substitution,in,[],1641748,,,1610612764,27,15,2025-02-22T00:32:02Z,1290000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M54.00S,2025-02-22T00:32:24.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642273,83.78777923784494,32.1078431372549,1610612764,27,15,2025-02-22T00:49:45Z,1300000,False,-89.0,100.0,1,right,MISS K. George 13' driving floating Shot,[1642273],1610612764.0,WAS,driving floating,,,George,K. George,,,,,Mid-Range,8-16 Left,,13.41,Missed,,,,,,,,,,,,,,,,,
134,PT02M53.00S,2025-02-22T00:32:25.1Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612764,27,15,2025-02-22T00:50:23Z,1310000,False,,,0,,R. Holmes REBOUND (Off:1 Def:0),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Mid-Range,8-16 Left,,,,,,133.0,1.0,0.0,1.0,,,,,,,,,,,
224,PT02M52.00S,2025-02-22T00:32:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626158,92.59198423127464,49.01960784313725,1610612764,27,15,2025-02-22T00:50:23Z,1315000,False,-5.0,17.0,1,right,MISS R. Holmes tip Layup,[1626158],1610612764.0,WAS,tip,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,1.78,Missed,,,,,,,,,,,,,,,,,
225,PT02M52.00S,2025-02-22T00:32:27.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,27,15,2025-02-22T00:49:33Z,1317500,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,224.0,,,,,,,,,,,,,,
136,PT02M33.00S,2025-02-22T00:32:55.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,15.982260183968464,41.17647058823529,1610612749,27,17,2025-02-22T00:32:59Z,1330000,False,44.0,98.0,1,left,G. Trent Jr. 10' fadeaway Jump Shot (4 PTS),[1629018],1610612749.0,MIL,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,10.72,Made,,,,,,,,,4.0,,,,,,,,
138,PT02M15.00S,2025-02-22T00:33:11.7Z,1,REGULAR,3pt,Jump Shot,[],1630557,68.67608409986859,65.93137254901961,1610612764,30,17,2025-02-22T00:33:16Z,1350000,False,80.0,242.0,1,right,C. Kispert 25' 3PT  (6 PTS) (R. Holmes 2 AST),"[1630557, 1626158]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,25.47,Made,,,,,,,,,6.0,R. Holmes,1626158.0,2.0,,,,,
140,PT01M54.00S,2025-02-22T00:33:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641748,10.463206307490145,63.970588235294116,1610612749,30,17,2025-02-22T00:34:42Z,1370000,False,-70.0,46.0,1,left,MISS A. Jackson Jr. 8' finger roll Layup,[1641748],1610612749.0,MIL,finger roll,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Left,,8.36,Missed,,,,,,,,,,,,,,,,,
141,PT01M52.00S,2025-02-22T00:33:34.5Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,30,17,2025-02-22T00:33:37Z,1380000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,
142,PT01M45.00S,2025-02-22T00:33:42.7Z,1,REGULAR,3pt,Jump Shot,[],1642267,66.83639947437582,69.85294117647058,1610612764,30,17,2025-02-22T00:33:47Z,1390000,False,99.0,259.0,1,right,MISS B. Carrington 27' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,27.76,Missed,,,,,,,,,,,,,,,,,
143,PT01M40.00S,2025-02-22T00:33:47.7Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,30,17,2025-02-22T00:33:47Z,1400000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,
144,PT01M32.00S,2025-02-22T00:33:54.4Z,1,REGULAR,2pt,Jump Shot,[],1629018,19.793035479632064,78.67647058823529,1610612749,30,17,2025-02-22T00:33:59Z,1410000,False,-143.0,134.0,1,left,MISS G. Trent Jr. 19' pullup Shot,[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,,19.6,Missed,,,,,,,,,,,,,,,,,
145,PT01M29.00S,2025-02-22T00:33:58.5Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612749,30,17,2025-02-22T00:33:58Z,1420000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,144.0,1.0,0.0,1.0,,,,,,,,,,,
146,PT01M17.00S,2025-02-22T00:34:10.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,22.552562417871222,94.36274509803921,1610612749,30,17,2025-02-22T00:34:14Z,1430000,False,-222.0,159.0,1,left,MISS G. Trent Jr. 27' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,27.32,Missed,,,,,,,,,,,,,,,,,
147,PT01M15.00S,2025-02-22T00:34:12.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,30,17,2025-02-22T00:34:14Z,1440000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,146.0,,,,,,,,,,,,,,
149,PT00M57.70S,2025-02-22T00:34:42.1Z,1,REGULAR,2pt,Jump Shot,[],1642267,90.09526938239159,70.09803921568627,1610612764,32,17,2025-02-22T00:34:46Z,1460000,False,100.0,41.0,1,right,B. Carrington 10' pullup bank Jump Shot (4 PTS) (R. Holmes 3 AST),"[1642267, 1626158]",1610612764.0,WAS,pullup bank,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,,10.84,Made,,,,,,,,,4.0,R. Holmes,1626158.0,3.0,,,,,
150,PT00M33.40S,2025-02-22T00:35:10.0Z,1,REGULAR,2pt,Hook,[],1626192,6.258212877792378,31.862745098039213,1610612749,32,19,2025-02-22T00:35:14Z,1470000,False,91.0,6.0,1,left,P. Connaughton 9' driving Hook (2 PTS),[1626192],1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,Mid-Range,8-16 Right,,9.09,Made,,,,,,,,,2.0,,,,,,,,
151,PT00M28.60S,2025-02-22T00:35:16.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,94.95729303547962,97.30392156862744,1610612764,32,19,2025-02-22T00:35:23Z,1480000,False,237.0,-5.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,,23.66,Missed,,,,,,,,,,,,,,,,,
152,PT00M25.60S,2025-02-22T00:35:19.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,32,19,2025-02-22T00:35:23Z,1490000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Right Corner 3,24+ Right,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,,,
153,PT00M09.50S,2025-02-22T00:35:38.2Z,1,REGULAR,foul,personal,[],1642273,,,1610612749,32,19,2025-02-22T00:35:44Z,1500000,False,,,0,,K. George personal FOUL (1 PF),"[1642273, 1629645]",1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Porter Jr.,1629645.0
155,PT00M09.50S,2025-02-22T00:35:44.8Z,1,REGULAR,substitution,out,[],1630557,,,1610612749,32,19,2025-02-22T00:36:06Z,1520000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M09.50S,2025-02-22T00:35:44.8Z,1,REGULAR,substitution,out,[],1641748,,,1610612749,32,19,2025-02-22T00:36:06Z,1530000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M09.50S,2025-02-22T00:35:44.8Z,1,REGULAR,substitution,in,[],1641731,,,1610612749,32,19,2025-02-22T00:36:06Z,1540000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M09.50S,2025-02-22T00:35:44.8Z,1,REGULAR,substitution,in,[],1628398,,,1610612749,32,19,2025-02-22T00:36:06Z,1550000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M05.20S,2025-02-22T00:36:16.9Z,1,REGULAR,2pt,Jump Shot,[],1629645,24.26084099868594,51.71568627450981,1610612749,32,19,2025-02-22T00:36:50Z,1560000,False,-9.0,176.0,1,left,MISS K. Porter Jr. 17' step back Shot,[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,17.58,Missed,,,,,,,,,,,,,,,,,
160,PT00M02.00S,2025-02-22T00:36:20.1Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,32,19,2025-02-22T00:36:20Z,1570000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Center,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,
161,PT00M00.10S,2025-02-22T00:36:24.2Z,1,REGULAR,3pt,Jump Shot,[],1642273,53.17017082785808,50.0,1610612764,32,19,2025-02-22T00:37:06Z,1580000,False,0.0,388.0,1,right,MISS K. George 38' pullup 3PT,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,,38.77,Missed,,,,,,,,,,,,,,,,,
162,PT00M00.10S,2025-02-22T00:36:24.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,32,19,2025-02-22T00:36:30Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,161.0,,,,,,,,,,,,,,
163,PT00M00.00S,2025-02-22T00:36:31.3Z,1,REGULAR,period,end,[],0,,,1610612764,32,19,2025-02-22T00:36:31Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-02-22T00:38:35.0Z,2,REGULAR,substitution,out,['startperiod'],1642273,,,1610612764,32,19,2025-02-22T00:38:55Z,1610000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-02-22T00:38:35.0Z,2,REGULAR,substitution,out,['startperiod'],1641731,,,1610612764,32,19,2025-02-22T00:38:55Z,1620000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-02-22T00:38:35.0Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612764,32,19,2025-02-22T00:38:55Z,1630000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-02-22T00:38:35.0Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612764,32,19,2025-02-22T00:38:55Z,1640000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-02-22T00:38:35.0Z,2,REGULAR,substitution,in,['startperiod'],1630551,,,1610612764,32,19,2025-02-22T00:38:55Z,1650000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-02-22T00:38:35.0Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612764,32,19,2025-02-22T00:38:55Z,1660000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-22T00:39:08.7Z,2,REGULAR,period,start,[],0,,,1610612749,32,19,2025-02-22T00:39:08Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M54.00S,2025-02-22T00:39:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,6.915243101182654,37.254901960784316,1610612749,32,19,2025-02-22T00:39:37Z,1690000,False,64.0,13.0,1,left,MISS P. Connaughton 6' driving Layup,[1626192],1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,6.49,Missed,,,,,,,,,,,,,,,,,
173,PT11M52.00S,2025-02-22T00:39:31.6Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,32,19,2025-02-22T00:39:37Z,1700000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,
