actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
558,PT04M27.00S,2021-11-30T04:03:56.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,10.33180026281209,35.78431372549019,1610612762,118,100,2021-11-30T04:17:56Z,5520000,71.0,45.0,1,left,D. Mitchell 8' driving floating Jump Shot (30 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,,,8.39,Made,,,,,,,,,,,30.0,,,,,,
559,PT04M14.00S,2021-11-30T04:04:09.3Z,4,REGULAR,2pt,Jump Shot,[],203994,73.01248357424441,47.549019607843135,1610612757,118,102,2021-11-30T04:04:13Z,5530000,-12.0,201.0,1,right,J. Nurkic 20' Jump Shot (24 PTS) (A. Simons 2 AST),"[203994, 1629014]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,20.16,Made,,,,,,,,,,,24.0,A. Simons,1629014.0,2.0,,,
561,PT04M00.00S,2021-11-30T04:04:22.4Z,4,REGULAR,3pt,Jump Shot,[],202711,10.726018396846255,3.6764705882352944,1610612762,118,102,2021-11-30T04:04:26Z,5550000,232.0,48.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,23.66,Missed,,,,,,,,,,,,,,,,,
562,PT03M59.00S,2021-11-30T04:04:23.4Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,118,102,2021-11-30T04:04:26Z,5560000,,,0,,D. Lillard REBOUND (Off:0 Def:6),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,561.0,6.0,6.0,0.0,,,,,,,,,,,,,
563,PT03M54.00S,2021-11-30T04:04:32.0Z,4,REGULAR,foul,personal,[],203903,,,1610612757,118,102,2021-11-30T04:04:56Z,5570000,,,0,,J. Clarkson personal FOUL (3 PF),"[203903, 203468]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,201639.0,,,,,,,,,,3.0,0.0,McCollum,203468.0,,,,,,,
565,PT03M48.00S,2021-11-30T04:04:54.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.24901445466492,59.55882352941176,1610612757,118,102,2021-11-30T04:05:01Z,5590000,48.0,11.0,1,right,MISS C. McCollum driving Layup,[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,4.9,Missed,,,,,,,,,,,,,,,,,
566,PT03M46.00S,2021-11-30T04:04:56.8Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,118,102,2021-11-30T04:05:01Z,5600000,,,0,,J. Clarkson REBOUND (Off:2 Def:4),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,565.0,6.0,4.0,2.0,,,,,,,,,,,,,
567,PT03M36.00S,2021-11-30T04:05:08.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612762,118,102,2021-11-30T04:05:18Z,5610000,,,0,,C. McCollum shooting personal FOUL (3 PF) (Gobert 2 FT),"[203468, 203497]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,202026.0,,,,,,,,,,3.0,1.0,Gobert,203497.0,,,,,,,
569,PT03M36.00S,2021-11-30T04:05:21.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,118,102,2021-11-30T04:05:30Z,5630000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,out,[],203903,,,1610612762,118,102,2021-11-30T04:07:54Z,5640000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,out,[],203081,,,1610612762,118,102,2021-11-30T04:07:54Z,5650000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,out,[],1629014,,,1610612762,118,102,2021-11-30T04:07:54Z,5660000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,out,[],203468,,,1610612762,118,102,2021-11-30T04:07:54Z,5670000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,out,[],203994,,,1610612762,118,102,2021-11-30T04:07:54Z,5680000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,out,[],203496,,,1610612762,118,102,2021-11-30T04:07:54Z,5690000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,in,[],204060,,,1610612762,118,102,2021-11-30T04:07:54Z,5700000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,in,[],1629604,,,1610612762,118,102,2021-11-30T04:07:54Z,5710000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,in,[],1630535,,,1610612762,118,102,2021-11-30T04:07:54Z,5720000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,in,[],1630570,,,1610612762,118,102,2021-11-30T04:07:54Z,5730000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,in,[],1628372,,,1610612762,118,102,2021-11-30T04:07:54Z,5740000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M36.00S,2021-11-30T04:07:23.3Z,4,REGULAR,substitution,in,[],203463,,,1610612762,118,102,2021-11-30T04:07:54Z,5750000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M36.00S,2021-11-30T04:08:24.4Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,118,102,2021-11-30T04:08:24Z,5760000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,
583,PT03M36.00S,2021-11-30T04:08:24.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,118,102,2021-11-30T04:08:24Z,5770000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,
584,PT03M36.00S,2021-11-30T04:08:39.7Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,119,102,2021-11-30T04:08:39Z,5780000,,,0,,R. Gobert Free Throw 2 of 2 (21 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,21.0,,,,,,
585,PT03M23.00S,2021-11-30T04:08:53.9Z,4,REGULAR,2pt,Jump Shot,[],1630535,83.39356110381078,11.029411764705882,1610612757,119,102,2021-11-30T04:08:59Z,5790000,-195.0,104.0,1,right,MISS G. Brown III 22' step back Shot,[1630535],1610612757.0,POR,step back,,,Brown III,G. Brown III,,,,,,,22.07,Missed,,,,,,,,,,,,,,,,,
586,PT03M21.00S,2021-11-30T04:08:55.9Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,119,102,2021-11-30T04:08:59Z,5800000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,585.0,3.0,3.0,0.0,,,,,,,,,,,,,
587,PT03M09.00S,2021-11-30T04:09:07.7Z,4,REGULAR,3pt,Jump Shot,[],202711,6.258212877792378,94.85294117647058,1610612762,122,102,2021-11-30T04:09:13Z,5810000,-224.0,6.0,1,left,B. Bogdanovic 3PT  (11 PTS) (M. Conley 6 AST),"[202711, 201144]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,22.44,Made,,,,,,,,,,,11.0,M. Conley,201144.0,6.0,,,
589,PT02M46.00S,2021-11-30T04:09:30.4Z,4,REGULAR,2pt,Jump Shot,[],1628372,75.90341655716163,26.47058823529412,1610612757,122,102,2021-11-30T04:09:34Z,5830000,-118.0,174.0,1,right,MISS D. Smith Jr. 21' pullup Shot,[1628372],1610612757.0,POR,pullup,,,Smith Jr.,D. Smith Jr.,,,,,,,21.0,Missed,,,,,,,,,,,,,,,,,
590,PT02M44.00S,2021-11-30T04:09:32.4Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,122,102,2021-11-30T04:09:34Z,5840000,,,0,,R. Gobert REBOUND (Off:3 Def:13),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,589.0,16.0,13.0,3.0,,,,,,,,,,,,,
591,PT02M23.00S,2021-11-30T04:09:53.6Z,4,REGULAR,3pt,Jump Shot,[],1628378,33.065045992115635,40.68627450980392,1610612762,122,102,2021-11-30T04:09:59Z,5850000,47.0,258.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,26.25,Missed,,,,,,,,,,,,,,,,,
592,PT02M20.00S,2021-11-30T04:09:56.6Z,4,REGULAR,rebound,offensive,[],202711,,,1610612762,122,102,2021-11-30T04:09:59Z,5860000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:3),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,591.0,4.0,3.0,1.0,,,,,,,,,,,,,
593,PT02M19.00S,2021-11-30T04:09:57.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,7.703679369250986,45.588235294117645,1610612762,124,102,2021-11-30T04:10:06Z,5870000,22.0,20.0,1,left,B. Bogdanovic tip Layup (13 PTS),[202711],1610612762.0,UTA,tip,,,Bogdanovic,B. Bogdanovic,,,,,,,2.97,Made,,,,,,,,,,,13.0,,,,,,
594,PT02M16.00S,2021-11-30T04:10:05.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628378,,,1610612757,124,102,2021-11-30T04:11:08Z,5880000,,,0,,D. Mitchell take personal FOUL (2 PF) (Smith Jr. 2 FT),"[1628378, 1628372]",1610612762.0,UTA,take,,,Mitchell,D. Mitchell,,,,,202026.0,,,,,,,,,,2.0,0.0,Smith Jr.,1628372.0,,,,,,,
596,PT02M16.00S,2021-11-30T04:10:39.6Z,4,REGULAR,freethrow,1 of 2,[],1628372,,,1610612757,124,102,2021-11-30T04:10:39Z,5900000,,,0,,MISS D. Smith Jr. Free Throw 1 of 2,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
597,PT02M16.00S,2021-11-30T04:10:39.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,124,102,2021-11-30T04:10:39Z,5910000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,596.0,,,,,,,,,,,,,,,,
598,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,out,[],201144,,,1610612757,124,102,2021-11-30T04:10:54Z,5920000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,out,[],203497,,,1610612757,124,102,2021-11-30T04:10:54Z,5930000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,out,[],202711,,,1610612757,124,102,2021-11-30T04:10:54Z,5940000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,out,[],1628378,,,1610612757,124,102,2021-11-30T04:10:54Z,5950000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,out,[],204060,,,1610612757,124,102,2021-11-30T04:10:54Z,5960000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,in,[],1630235,,,1610612757,124,102,2021-11-30T04:10:54Z,5970000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,in,[],1629672,,,1610612757,124,102,2021-11-30T04:10:54Z,5980000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,in,[],1630190,,,1610612757,124,102,2021-11-30T04:10:54Z,5990000,,,0,,SUB in: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,in,[],1630215,,,1610612757,124,102,2021-11-30T04:10:54Z,6000000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT02M16.00S,2021-11-30T04:10:41.2Z,4,REGULAR,substitution,in,[],1629671,,,1610612757,124,102,2021-11-30T04:10:54Z,6010000,,,0,,SUB in: M. Oni,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M16.00S,2021-11-30T04:11:03.8Z,4,REGULAR,freethrow,2 of 2,[],1628372,,,1610612757,124,103,2021-11-30T04:11:03Z,6020000,,,0,,D. Smith Jr. Free Throw 2 of 2 (1 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,
609,PT02M03.00S,2021-11-30T04:11:19.4Z,4,REGULAR,3pt,Jump Shot,[],1629671,6.783837056504599,97.05882352941177,1610612762,124,103,2021-11-30T04:11:25Z,6030000,-235.0,11.0,1,left,MISS M. Oni 3PT,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,23.56,Missed,,,,,,,,,,,,,,,,,
610,PT01M58.00S,2021-11-30T04:11:24.4Z,4,REGULAR,rebound,offensive,[],1630235,,,1610612762,124,103,2021-11-30T04:11:30Z,6040000,,,0,,T. Forrest REBOUND (Off:1 Def:2),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,609.0,3.0,2.0,1.0,,,,,,,,,,,,,
611,PT01M55.00S,2021-11-30T04:11:27.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629671,6.783837056504599,96.07843137254902,1610612762,124,103,2021-11-30T04:11:31Z,6050000,-230.0,11.0,1,left,MISS M. Oni 3PT,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,23.07,Missed,,,,,,,,,,,,,,,,,
612,PT01M53.00S,2021-11-30T04:11:29.0Z,4,REGULAR,rebound,defensive,[],1630535,,,1610612757,124,103,2021-11-30T04:11:31Z,6060000,,,0,,G. Brown III REBOUND (Off:0 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,611.0,1.0,1.0,0.0,,,,,,,,,,,,,
613,PT01M48.00S,2021-11-30T04:11:32.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630570,88.51839684625493,47.30392156862745,1610612757,124,103,2021-11-30T04:11:39Z,6070000,-13.0,55.0,1,right,MISS T. Watford Layup,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,5.7,Missed,,,,,,,,,,,,,,,,,
614,PT01M46.00S,2021-11-30T04:11:34.6Z,4,REGULAR,rebound,defensive,[],1629672,,,1610612762,124,103,2021-11-30T04:11:39Z,6080000,,,0,,E. Paschall REBOUND (Off:0 Def:1),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,613.0,1.0,1.0,0.0,,,,,,,,,,,,,
615,PT01M40.00S,2021-11-30T04:11:42.9Z,4,REGULAR,violation,kicked ball,[],1628372,,,1610612762,124,103,2021-11-30T04:11:52Z,6090000,,,0,,D. Smith Jr. kicked ball VIOLATION,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,1628951.0,,,,,,,,,,,,,,,,,,,,
616,PT01M31.00S,2021-11-30T04:12:10.9Z,4,REGULAR,foul,offensive,['inpenalty'],1630190,,,1610612762,124,103,2021-11-30T04:12:25Z,6100000,,,0,,E. Hughes charge offensive FOUL (1 PF),"[1630190, 1630535]",1610612762.0,UTA,charge,,,Hughes,E. Hughes,,,,,202026.0,,,,,,,,,,1.0,0.0,Brown III,1630535.0,,,,,,,
618,PT01M31.00S,2021-11-30T04:12:10.9Z,4,REGULAR,turnover,offensive foul,[],1630190,,,1610612762,124,103,2021-11-30T04:12:10Z,6120000,,,0,,E. Hughes offensive foul TURNOVER (1 TO),[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,202026.0,1.0,,,,,,,,,,,,,,,,,,,
619,PT01M09.00S,2021-11-30T04:12:58.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,91.27792378449409,42.64705882352941,1610612757,124,105,2021-11-30T04:13:05Z,6130000,-37.0,29.0,1,right,D. Smith Jr. driving Layup (3 PTS),[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,,,4.72,Made,,,,,,,,,,,3.0,,,,,,
620,PT00M59.20S,2021-11-30T04:13:11.9Z,4,REGULAR,3pt,Jump Shot,[],1629672,32.670827858081466,49.50980392156863,1610612762,127,105,2021-11-30T04:13:16Z,6140000,2.0,255.0,1,left,E. Paschall 25' 3PT  (3 PTS) (T. Forrest 3 AST),"[1629672, 1630235]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,25.46,Made,,,,,,,,,,,3.0,T. Forrest,1630235.0,3.0,,,
622,PT00M38.10S,2021-11-30T04:13:37.8Z,4,REGULAR,3pt,Jump Shot,[],1628372,67.7562417871222,65.68627450980392,1610612757,127,105,2021-11-30T04:13:42Z,6160000,78.0,251.0,1,right,MISS D. Smith Jr. 26' 3PT,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,26.26,Missed,,,,,,,,,,,,,,,,,
623,PT00M37.10S,2021-11-30T04:13:39.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,127,105,2021-11-30T04:13:39Z,6170000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,622.0,,,,,,,,,,,,,,,,
624,PT00M37.10S,2021-11-30T04:13:41.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,127,105,2021-11-30T04:13:41Z,6180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M26.60S,2021-11-30T04:13:58.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612762,127,105,2021-11-30T04:14:12Z,6190000,,,0,,D. Smith Jr. personal FOUL (1 PF) (Butler 2 FT),"[1628372, 1630215]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,202026.0,,,,,,,,,,1.0,0.0,Butler,1630215.0,,,,,,,
627,PT00M26.60S,2021-11-30T04:14:15.9Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628372,,,1610612762,127,105,2021-11-30T04:14:24Z,6210000,,,0,,D. Smith Jr. technical FOUL (1 Tech),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,202026.0,,,,,,,,,,1.0,1.0,,,,,,,,,
628,PT00M26.60S,2021-11-30T04:14:29.1Z,4,REGULAR,freethrow,1 of 1,[],1630215,,,1610612762,127,105,2021-11-30T04:14:29Z,6220000,,,0,,MISS J. Butler technical Free Throw 1 of 1,[1630215],1610612762.0,UTA,technical,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,
629,PT00M26.60S,2021-11-30T04:14:29.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,127,105,2021-11-30T04:14:29Z,6230000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,628.0,,,,,,,,,,,,,,,,
630,PT00M26.60S,2021-11-30T04:14:49.9Z,4,REGULAR,freethrow,1 of 2,[],1630215,,,1610612762,128,105,2021-11-30T04:14:49Z,6240000,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,
631,PT00M26.60S,2021-11-30T04:15:04.4Z,4,REGULAR,freethrow,2 of 2,[],1630215,,,1610612762,129,105,2021-11-30T04:15:04Z,6250000,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,
632,PT00M16.80S,2021-11-30T04:15:16.1Z,4,REGULAR,3pt,Jump Shot,[],1629604,83.39356110381078,6.127450980392156,1610612757,129,105,2021-11-30T04:15:21Z,6260000,-219.0,104.0,1,right,MISS C. Elleby 24' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,24.26,Missed,,,,,,,,,,,,,,,,,
633,PT00M13.00S,2021-11-30T04:15:19.8Z,4,REGULAR,rebound,offensive,[],203463,,,1610612757,129,105,2021-11-30T04:15:19Z,6270000,,,0,,B. McLemore REBOUND (Off:1 Def:0),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,632.0,1.0,0.0,1.0,,,,,,,,,,,,,
634,PT00M04.60S,2021-11-30T04:15:29.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630570,93.9060446780552,54.41176470588235,1610612757,129,107,2021-11-30T04:15:35Z,6280000,22.0,5.0,1,right,T. Watford Layup (2 PTS) (D. Smith Jr. 1 AST),"[1630570, 1628372]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,2.26,Made,,,,,,,,,,,2.0,D. Smith Jr.,1628372.0,1.0,,,
636,PT00M04.60S,2021-11-30T04:15:32.9Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629671,,,1610612757,129,107,2021-11-30T04:15:46Z,6300000,,,0,,M. Oni shooting personal FOUL (1 PF) (Watford 1 FT),"[1629671, 1630570]",1610612762.0,UTA,shooting,,,Oni,M. Oni,,,,,1628951.0,,,,,,,,,,1.0,0.0,Watford,1630570.0,,,,,,,
638,PT00M04.60S,2021-11-30T04:15:48.9Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630570,,,1610612757,129,107,2021-11-30T04:15:48Z,6320000,,,0,,MISS T. Watford Free Throw 1 of 1,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Missed,,,,,,,,,,,,,,,,,
639,PT00M01.70S,2021-11-30T04:15:51.8Z,4,REGULAR,rebound,defensive,[],1629672,,,1610612762,129,107,2021-11-30T04:15:52Z,6330000,,,0,,E. Paschall REBOUND (Off:0 Def:2),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,638.0,2.0,2.0,0.0,,,,,,,,,,,,,
640,PT00M00.00S,2021-11-30T04:16:10.6Z,4,REGULAR,period,end,[],0,,,1610612762,129,107,2021-11-30T04:16:10Z,6340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M00.00S,2021-11-30T04:16:15.7Z,4,REGULAR,game,end,[],0,,,0,129,107,2021-11-30T04:16:15Z,6350000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
