actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,turnoverTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
92,PT04M37.00S,2022-04-01T02:17:54.8Z,1,REGULAR,substitution,in,[],1629117,,,1610612747,21,15,2022-04-01T02:18:01Z,920000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M37.00S,2022-04-01T02:18:22.1Z,1,REGULAR,freethrow,2 of 2,[],1626169,,,1610612747,21,16,2022-04-01T02:18:22Z,930000,,,0,,S. Johnson Free Throw 2 of 2 (2 PTS),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,Made,,,,2.0,,,,,,,,,,,,
94,PT04M17.00S,2022-04-01T02:18:43.3Z,1,REGULAR,3pt,Jump Shot,[],1626220,69.72733245729303,22.30392156862745,1610612762,21,16,2022-04-01T02:18:48Z,940000,-138.0,232.0,1,right,MISS R. O'Neale 27' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,Missed,,,27.03,,,,,,,,,,,,,
95,PT04M13.00S,2022-04-01T02:18:47.3Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,21,16,2022-04-01T02:18:48Z,950000,,,0,,M. Monk REBOUND (Off:1 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,94.0,,,,,,,2.0,1.0,1.0,,,,,,
96,PT04M08.00S,2022-04-01T02:18:52.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,7.046649145860711,50.245098039215684,1610612747,21,16,2022-04-01T02:21:54Z,960000,-1.0,14.0,1,left,MISS M. Monk driving Layup,[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,,,,Missed,,,1.38,,,,,,,,,,,,,
97,PT04M08.00S,2022-04-01T02:18:53.3Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,21,16,2022-04-01T02:18:53Z,970000,,,0,,W. Gabriel REBOUND (Off:1 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,96.0,,,,,,,1.0,0.0,1.0,,,,,,
98,PT04M08.00S,2022-04-01T02:18:54.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629117,7.966491458607096,50.0,1610612747,21,18,2022-04-01T02:19:12Z,980000,0.0,22.0,1,left,W. Gabriel putback Layup (2 PTS),[1629117],1610612747.0,LAL,putback,,,Gabriel,W. Gabriel,,,,,,,,Made,,,2.24,2.0,,,,,,,,,,,,
99,PT04M08.00S,2022-04-01T02:18:57.1Z,1,REGULAR,foul,personal,['1freethrow'],202328,,,1610612747,21,18,2022-04-01T02:19:01Z,990000,,,0,,G. Monroe shooting personal FOUL (2 PF) (Gabriel 1 FT),"[202328, 1629117]",1610612762.0,UTA,shooting,,,Monroe,G. Monroe,,,,,202026.0,2.0,0.0,,,,,,,,,,,,Gabriel,1629117.0,,,,
101,PT04M08.00S,2022-04-01T02:19:28.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629117,,,1610612747,21,19,2022-04-01T02:19:28Z,1010000,,,0,,W. Gabriel Free Throw 1 of 1 (3 PTS),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,Made,,,,3.0,,,,,,,,,,,,
102,PT03M58.00S,2022-04-01T02:19:45.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,91.14651773981603,50.73529411764706,1610612762,23,19,2022-04-01T02:19:50Z,1020000,4.0,31.0,1,right,D. Mitchell driving floating Jump Shot (10 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,,,,Made,,,3.09,10.0,,,,,,,,,,,,
103,PT03M42.00S,2022-04-01T02:20:00.2Z,1,REGULAR,3pt,Jump Shot,[],201571,22.815374507227332,87.00980392156863,1610612747,23,19,2022-04-01T02:20:06Z,1030000,-185.0,162.0,1,left,MISS D. Augustin 24' step back 3PT,[201571],1610612747.0,LAL,step back,,,Augustin,D. Augustin,,,,,,,,Missed,,,24.59,,,,,,,,,,,,,
104,PT03M40.00S,2022-04-01T02:20:02.2Z,1,REGULAR,rebound,defensive,[],202328,,,1610612762,23,19,2022-04-01T02:20:06Z,1040000,,,0,,G. Monroe REBOUND (Off:0 Def:1),[202328],1610612762.0,UTA,,,,Monroe,G. Monroe,,,,,,,,,103.0,,,,,,,1.0,1.0,0.0,,,,,,
105,PT03M23.00S,2022-04-01T02:20:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,85.3646517739816,58.82352941176471,1610612762,23,19,2022-04-01T02:20:24Z,1050000,44.0,85.0,1,right,MISS J. Clarkson 9' floating Shot,[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,,,,Missed,,,9.58,,,,,,,,,,,,,
106,PT03M22.00S,2022-04-01T02:20:20.8Z,1,REGULAR,rebound,offensive,[],202328,,,1610612762,23,19,2022-04-01T02:20:24Z,1060000,,,0,,G. Monroe REBOUND (Off:1 Def:1),[202328],1610612762.0,UTA,,,,Monroe,G. Monroe,,,,,,,,,105.0,,,,,,,2.0,1.0,1.0,,,,,,
107,PT03M20.00S,2022-04-01T02:20:23.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627823,69.72733245729303,70.34313725490196,1610612762,26,19,2022-04-01T02:20:28Z,1070000,102.0,232.0,1,right,J. Hernangomez 25' 3PT  (3 PTS) (R. O'Neale 2 AST),"[1627823, 1626220]",1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,Made,,,25.34,3.0,R. O'Neale,1626220.0,2.0,,,,,,,,,
109,PT03M09.00S,2022-04-01T02:20:36.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,26,19,2022-04-01T02:20:36Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M09.00S,2022-04-01T02:20:44.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,26,19,2022-04-01T02:20:44Z,1100000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,out,[],202328,,,1610612747,26,19,2022-04-01T02:24:12Z,1110000,,,0,,SUB out: G. Monroe,[202328],1610612762.0,UTA,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612747,26,19,2022-04-01T02:24:12Z,1120000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612747,26,19,2022-04-01T02:24:12Z,1130000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,out,[],1628370,,,1610612747,26,19,2022-04-01T02:24:12Z,1140000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,out,[],1626169,,,1610612747,26,19,2022-04-01T02:24:12Z,1150000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,in,[],203497,,,1610612747,26,19,2022-04-01T02:24:12Z,1160000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,in,[],1627863,,,1610612747,26,19,2022-04-01T02:24:12Z,1170000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,in,[],201144,,,1610612747,26,19,2022-04-01T02:24:12Z,1180000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,26,19,2022-04-01T02:24:12Z,1190000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M09.00S,2022-04-01T02:23:43.8Z,1,REGULAR,substitution,in,[],201566,,,1610612747,26,19,2022-04-01T02:24:12Z,1200000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M54.00S,2022-04-01T02:24:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.389618922470433,44.36274509803921,1610612747,26,21,2022-04-01T02:24:33Z,1210000,28.0,8.0,1,left,R. Westbrook reverse Layup (4 PTS),[201566],1610612747.0,LAL,reverse,,,Westbrook,R. Westbrook,,,,,,,,Made,,,2.92,4.0,,,,,,,,,,,,
122,PT02M36.00S,2022-04-01T02:24:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,87.20433639947439,50.49019607843137,1610612762,28,21,2022-04-01T02:24:48Z,1220000,2.0,68.0,1,right,J. Clarkson 6' floating Jump Shot (5 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,,,,Made,,,6.78,5.0,,,,,,,,,,,,
123,PT02M27.00S,2022-04-01T02:24:51.3Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,28,21,2022-04-01T02:24:56Z,1230000,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1627863]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,2.0,,,,,,,,,,,,,House Jr.,1627863.0
124,PT02M27.00S,2022-04-01T02:24:51.3Z,1,REGULAR,steal,,[],1627863,,,1610612762,28,21,2022-04-01T02:24:57Z,1240000,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M16.00S,2022-04-01T02:25:02.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203903,90.62089356110381,63.23529411764706,1610612762,30,21,2022-04-01T02:25:09Z,1250000,66.0,36.0,1,right,J. Clarkson 7' driving floating Jump Shot (7 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,,,,Made,,,7.52,7.0,,,,,,,,,,,,
126,PT02M05.00S,2022-04-01T02:25:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2546,6.258212877792378,44.11764705882353,1610612747,30,23,2022-04-01T02:25:21Z,1260000,29.0,6.0,1,left,C. Anthony driving reverse Layup (2 PTS),[2546],1610612747.0,LAL,driving reverse,,,Anthony,C. Anthony,,,,,,,,Made,,,3.01,2.0,,,,,,,,,,,,
127,PT02M05.00S,2022-04-01T02:25:18.3Z,1,REGULAR,foul,personal,['1freethrow'],1627823,,,1610612747,30,23,2022-04-01T02:25:22Z,1270000,,,0,,J. Hernangomez shooting personal FOUL (1 PF) (Anthony 1 FT),"[1627823, 2546]",1610612762.0,UTA,shooting,,,Hernangomez,J. Hernangomez,,,,,2715.0,1.0,0.0,,,,,,,,,,,,Anthony,2546.0,,,,
129,PT02M05.00S,2022-04-01T02:26:01.9Z,1,REGULAR,freethrow,1 of 1,[],2546,,,1610612747,30,23,2022-04-01T02:26:04Z,1290000,,,0,,MISS C. Anthony Free Throw 1 of 1,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,
130,PT02M03.00S,2022-04-01T02:26:03.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,30,23,2022-04-01T02:26:04Z,1300000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,129.0,,,,,,,5.0,4.0,1.0,,,,,,
131,PT01M47.00S,2022-04-01T02:26:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627863,87.20433639947439,36.76470588235294,1610612762,30,23,2022-04-01T02:26:25Z,1310000,-66.0,68.0,1,right,MISS D. House Jr. 9' pullup Shot,[1627863],1610612762.0,UTA,pullup,,,House Jr.,D. House Jr.,,,,,,,,Missed,,,9.48,,,,,,,,,,,,,
132,PT01M43.00S,2022-04-01T02:26:23.4Z,1,REGULAR,rebound,defensive,[],1629117,,,1610612747,30,23,2022-04-01T02:26:25Z,1320000,,,0,,W. Gabriel REBOUND (Off:1 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,131.0,,,,,,,2.0,1.0,1.0,,,,,,
133,PT01M32.00S,2022-04-01T02:26:33.4Z,1,REGULAR,3pt,Jump Shot,[],1629117,29.25427069645204,28.431372549019606,1610612747,30,23,2022-04-01T02:26:39Z,1330000,108.0,222.0,1,left,MISS W. Gabriel 24' 3PT,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,Missed,,,24.72,,,,,,,,,,,,,
134,PT01M30.00S,2022-04-01T02:26:35.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,30,23,2022-04-01T02:26:39Z,1340000,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,133.0,,,,,,,6.0,5.0,1.0,,,,,,
135,PT01M14.00S,2022-04-01T02:26:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627823,91.93495400788436,55.63725490196079,1610612762,32,23,2022-04-01T02:26:56Z,1350000,28.0,23.0,1,right,J. Hernangomez driving Layup (5 PTS),[1627823],1610612762.0,UTA,driving,,,Hernangomez,J. Hernangomez,,,,,,,,Made,,,3.66,5.0,,,,,,,,,,,,
136,PT00M57.40S,2022-04-01T02:27:09.2Z,1,REGULAR,2pt,Jump Shot,[],2546,19.004599211563733,14.215686274509803,1610612747,32,23,2022-04-01T02:27:13Z,1360000,179.0,126.0,1,left,MISS C. Anthony 21' Jump Shot,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,21.89,,,,,,,,,,,,,
137,PT00M55.00S,2022-04-01T02:27:11.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,32,23,2022-04-01T02:27:13Z,1370000,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,136.0,,,,,,,7.0,6.0,1.0,,,,,,
138,PT00M47.10S,2022-04-01T02:27:20.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.85479632063075,53.431372549019606,1610612762,34,23,2022-04-01T02:27:26Z,1380000,17.0,15.0,1,right,R. Gobert alley-oop DUNK (6 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,,Made,,,2.26,6.0,M. Conley,201144.0,1.0,,,,,,,,,
140,PT00M33.10S,2022-04-01T02:27:47.1Z,1,REGULAR,3pt,Jump Shot,[],201571,1.921813403416557,2.450980392156863,1610612747,34,26,2022-04-01T02:27:52Z,1400000,238.0,-34.0,1,left,D. Augustin 24' 3PT  (3 PTS) (W. Gabriel 1 AST),"[201571, 1629117]",1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,Made,,,24.02,3.0,W. Gabriel,1629117.0,1.0,,,,,,,,,
142,PT00M17.60S,2022-04-01T02:28:09.8Z,1,REGULAR,turnover,out-of-bounds,[],201144,,,1610612762,34,26,2022-04-01T02:28:19Z,1420000,,,0,,M. Conley lost ball out-of-bounds TURNOVER (1 TO),[201144],1610612762.0,UTA,lost ball,,,Conley,M. Conley,,,,,202026.0,,,,,1.0,,,,,,,,,,,,,,
143,PT00M00.40S,2022-04-01T02:28:33.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201566,11.645860709592641,61.029411764705884,1610612747,34,28,2022-04-01T02:28:43Z,1430000,-55.0,57.0,1,left,R. Westbrook 7' driving floating bank Jump Shot (6 PTS),[201566],1610612747.0,LAL,driving floating bank,,,Westbrook,R. Westbrook,,,,,,,,Made,,,7.93,6.0,,,,,,,,,,,,
144,PT00M00.00S,2022-04-01T02:28:39.8Z,1,REGULAR,period,end,[],0,,,1610612762,34,28,2022-04-01T02:28:39Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-04-01T02:30:03.2Z,2,REGULAR,substitution,out,['startperiod'],201571,,,1610612762,34,28,2022-04-01T02:32:09Z,1450000,,,0,,SUB out: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-04-01T02:30:03.2Z,2,REGULAR,substitution,in,['startperiod'],1629659,,,1610612762,34,28,2022-04-01T02:32:09Z,1460000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-04-01T02:32:23.8Z,2,REGULAR,period,start,[],0,,,1610612762,34,28,2022-04-01T02:32:23Z,1470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M47.00S,2022-04-01T02:32:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.32917214191852,46.568627450980394,1610612762,36,28,2022-04-01T02:33:10Z,1480000,-17.0,20.0,1,right,R. Gobert Layup (8 PTS) (J. Hernangomez 1 AST),"[203497, 1627823]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,2.61,8.0,J. Hernangomez,1627823.0,1.0,,,,,,,,,
150,PT11M47.00S,2022-04-01T02:32:42.0Z,2,REGULAR,foul,personal,['1freethrow'],1629659,,,1610612762,36,28,2022-04-01T02:32:52Z,1500000,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Gobert 1 FT),"[1629659, 203497]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,202026.0,1.0,0.0,,,,,,,,,,,,Gobert,203497.0,,,,
152,PT11M47.00S,2022-04-01T02:33:02.4Z,2,REGULAR,freethrow,1 of 1,[],203497,,,1610612762,36,28,2022-04-01T02:33:05Z,1520000,,,0,,MISS R. Gobert Free Throw 1 of 1,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,
153,PT11M45.00S,2022-04-01T02:33:04.4Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,36,28,2022-04-01T02:33:05Z,1530000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,152.0,,,,,,,1.0,1.0,0.0,,,,,,
154,PT11M34.00S,2022-04-01T02:33:14.5Z,2,REGULAR,foul,personal,['2freethrow'],201144,,,1610612747,36,28,2022-04-01T02:33:19Z,1540000,,,0,,M. Conley shooting personal FOUL (2 PF) (Reaves 2 FT),"[201144, 1630559]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,202026.0,2.0,0.0,,,,,,,,,,,,Reaves,1630559.0,,,,
156,PT11M34.00S,2022-04-01T02:33:39.0Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,36,28,2022-04-01T02:33:39Z,1560000,,,0,,MISS A. Reaves Free Throw 1 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Missed,,,,,,,,,,,,,,,,
157,PT11M34.00S,2022-04-01T02:33:39.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,36,28,2022-04-01T02:33:39Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,
158,PT11M34.00S,2022-04-01T02:33:51.9Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,36,29,2022-04-01T02:33:51Z,1580000,,,0,,A. Reaves Free Throw 2 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,1.0,,,,,,,,,,,,
159,PT11M30.00S,2022-04-01T02:33:58.5Z,2,REGULAR,3pt,Jump Shot,[],1627863,74.32654402102497,84.06862745098039,1610612762,36,29,2022-04-01T02:34:04Z,1590000,170.0,189.0,1,right,MISS D. House Jr. 25' 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,Missed,,,25.43,,,,,,,,,,,,,
160,PT11M26.00S,2022-04-01T02:34:02.5Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,36,29,2022-04-01T02:34:04Z,1600000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,159.0,,,,,,,2.0,2.0,0.0,,,,,,
161,PT11M11.00S,2022-04-01T02:34:17.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629117,10.33180026281209,64.2156862745098,1610612747,36,31,2022-04-01T02:34:25Z,1610000,-71.0,45.0,1,left,W. Gabriel 8' step back bank Jump Shot (5 PTS) (R. Westbrook 3 AST),"[1629117, 201566]",1610612747.0,LAL,step back bank,,,Gabriel,W. Gabriel,,,,,,,,Made,,,8.39,5.0,R. Westbrook,201566.0,3.0,,,,,,,,,
163,PT10M57.00S,2022-04-01T02:34:29.8Z,2,REGULAR,3pt,Jump Shot,[],203903,78.79434954007884,8.823529411764707,1610612762,36,31,2022-04-01T02:34:46Z,1630000,-206.0,147.0,1,right,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,,,,Missed,,,25.29,,,,,,,,,,,,,
164,PT10M54.00S,2022-04-01T02:34:32.8Z,2,REGULAR,rebound,defensive,[],1629117,,,1610612747,36,31,2022-04-01T02:34:35Z,1640000,,,0,,W. Gabriel REBOUND (Off:1 Def:2),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,163.0,,,,,,,3.0,2.0,1.0,,,,,,
165,PT10M49.00S,2022-04-01T02:34:39.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629659,5.469776609724048,54.166666666666664,1610612747,36,33,2022-04-01T02:34:54Z,1650000,-21.0,-1.0,1,left,T. Horton-Tucker running reverse Layup (2 PTS),[1629659],1610612747.0,LAL,running reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,2.08,2.0,,,,,,,,,,,,
166,PT10M40.00S,2022-04-01T02:34:53.2Z,2,REGULAR,foul,personal,[],1629117,,,1610612762,36,33,2022-04-01T02:34:57Z,1660000,,,0,,W. Gabriel personal FOUL (1 PF),"[1629117, 201144]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,202026.0,1.0,0.0,,,,,,,,,,,,Conley,201144.0,,,,
168,PT10M28.00S,2022-04-01T02:35:21.6Z,2,REGULAR,3pt,Jump Shot,[],1627863,93.11760840998686,2.941176470588235,1610612762,36,33,2022-04-01T02:35:28Z,1680000,-235.0,12.0,1,right,MISS D. House Jr. 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,Missed,,,23.56,,,,,,,,,,,,,
169,PT10M25.00S,2022-04-01T02:35:24.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,36,33,2022-04-01T02:35:42Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,
170,PT10M25.00S,2022-04-01T02:35:28.8Z,2,REGULAR,foul,personal,[],1629117,,,1610612762,36,33,2022-04-01T02:35:37Z,1700000,,,0,,W. Gabriel loose ball personal FOUL (2 PF),"[1629117, 203497]",1610612747.0,LAL,loose ball,,,Gabriel,W. Gabriel,,,,,1628172.0,2.0,0.0,,,,,,,,,,,,Gobert,203497.0,,,,
172,PT10M17.00S,2022-04-01T02:36:13.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203903,68.67608409986859,74.01960784313727,1610612762,39,33,2022-04-01T02:36:18Z,1720000,120.0,242.0,1,right,J. Clarkson 27' 3PT  (10 PTS) (M. Conley 2 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,27.01,10.0,M. Conley,201144.0,2.0,,,,,,,,,
174,PT09M50.00S,2022-04-01T02:36:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,10.85742444152431,63.23529411764706,1610612747,39,35,2022-04-01T02:36:45Z,1740000,-66.0,50.0,1,left,R. Westbrook 8' step back bank Jump Shot (8 PTS),[201566],1610612747.0,LAL,step back bank,,,Westbrook,R. Westbrook,,,,,,,,Made,,,8.27,8.0,,,,,,,,,,,,
175,PT09M33.00S,2022-04-01T02:36:59.3Z,2,REGULAR,foul,personal,[],1629117,,,1610612762,39,35,2022-04-01T02:37:14Z,1750000,,,0,,W. Gabriel personal FOUL (3 PF),"[1629117, 201144]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,202026.0,3.0,0.0,,,,,,,,,,,,Conley,201144.0,,,,
177,PT09M33.00S,2022-04-01T02:37:10.5Z,2,REGULAR,substitution,out,[],1629117,,,1610612762,39,35,2022-04-01T02:37:13Z,1770000,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M33.00S,2022-04-01T02:37:10.5Z,2,REGULAR,substitution,in,[],2730,,,1610612762,39,35,2022-04-01T02:37:13Z,1780000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M18.00S,2022-04-01T02:37:43.2Z,2,REGULAR,turnover,bad pass,[],203497,,,1610612762,39,35,2022-04-01T02:37:47Z,1790000,,,0,,R. Gobert bad pass TURNOVER (1 TO),"[203497, 1629659]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,1.0,,,,,,,,,,,,,Horton-Tucker,1629659.0
