actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
459,PT03M53.00S,2022-01-01T03:42:49.5Z,3,REGULAR,rebound,defensive,[],1629669,,,1610612750,78,74,2022-01-01T03:42:52Z,4480000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,458.0,1.0,1.0,0.0,,,,,
460,PT03M44.00S,2022-01-01T03:42:58.7Z,3,REGULAR,3pt,Jump Shot,[],1627736,89.56964520367937,2.941176470588235,1610612750,78,77,2022-01-01T03:43:04Z,4490000,-235.0,46.0,1,right,M. Beasley 3PT  (22 PTS) (J. Nowell 4 AST),"[1627736, 1629669]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,23.97,Made,22.0,,,,,,,,,,,,J. Nowell,1629669.0,4.0
462,PT03M41.00S,2022-01-01T03:43:06.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,78,77,2022-01-01T03:43:06Z,4510000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M41.00S,2022-01-01T03:45:14.6Z,3,REGULAR,substitution,out,[],1630162,,,1610612762,78,77,2022-01-01T03:45:37Z,4520000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M41.00S,2022-01-01T03:45:14.6Z,3,REGULAR,substitution,out,[],1629675,,,1610612762,78,77,2022-01-01T03:45:37Z,4530000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M41.00S,2022-01-01T03:45:14.6Z,3,REGULAR,substitution,in,[],1630233,,,1610612762,78,77,2022-01-01T03:45:37Z,4540000,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M41.00S,2022-01-01T03:45:14.6Z,3,REGULAR,substitution,in,[],202328,,,1610612762,78,77,2022-01-01T03:45:37Z,4550000,,,0,,SUB in: G. Monroe,[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M27.00S,2022-01-01T03:46:13.9Z,3,REGULAR,turnover,out-of-bounds,[],203497,,,1610612762,78,77,2022-01-01T03:46:21Z,4560000,,,0,,R. Gobert bad pass out-of-bounds TURNOVER (1 TO),[203497],1610612762.0,UTA,bad pass,,,Gobert,R. Gobert,,,,,1.0,,,,,,1628484.0,,,,,,,,,,,,,
468,PT03M16.00S,2022-01-01T03:46:33.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630183,84.31340341655716,46.568627450980394,1610612750,78,79,2022-01-01T03:48:52Z,4570000,-17.0,95.0,1,right,J. McDaniels 9' driving floating Jump Shot (5 PTS) (J. Nowell 5 AST),"[1630183, 1629669]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,,,,9.65,Made,5.0,,,,,,,,,,,,J. Nowell,1629669.0,5.0
470,PT03M03.00S,2022-01-01T03:46:47.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203903,8.623521681997373,50.73529411764706,1610612762,80,79,2022-01-01T03:46:53Z,4590000,-4.0,29.0,1,left,J. Clarkson driving Layup (10 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,,2.88,Made,10.0,,,,,,,,,,,,,,
471,PT03M03.00S,2022-01-01T03:46:52.3Z,3,REGULAR,foul,personal,['1freethrow'],1629669,,,1610612762,80,79,2022-01-01T03:47:00Z,4600000,,,0,,J. Nowell shooting personal FOUL (3 PF) (Clarkson 1 FT),"[1629669, 203903]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,,,,,,,204059.0,3.0,0.0,Clarkson,203903.0,,,,,,,,,
473,PT03M03.00S,2022-01-01T03:47:01.3Z,3,REGULAR,substitution,out,[],1627736,,,1610612762,80,79,2022-01-01T03:47:18Z,4620000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M03.00S,2022-01-01T03:47:01.3Z,3,REGULAR,substitution,in,[],1630162,,,1610612762,80,79,2022-01-01T03:47:18Z,4630000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M03.00S,2022-01-01T03:47:17.2Z,3,REGULAR,freethrow,1 of 1,[],203903,,,1610612762,80,79,2022-01-01T03:47:20Z,4640000,,,0,,MISS J. Clarkson Free Throw 1 of 1,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Missed,,,,,,,,,,,,,,,
476,PT03M01.00S,2022-01-01T03:47:19.2Z,3,REGULAR,rebound,defensive,[],202328,,,1610612750,80,79,2022-01-01T03:47:20Z,4650000,,,0,,G. Monroe REBOUND (Off:2 Def:2),[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,475.0,4.0,2.0,2.0,,,,,
477,PT02M47.00S,2022-01-01T03:47:32.5Z,3,REGULAR,3pt,Jump Shot,[],1630233,75.50919842312747,12.990196078431374,1610612750,80,79,2022-01-01T03:47:41Z,4660000,-185.0,178.0,1,right,MISS N. Knight 25' 3PT,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,25.65,Missed,,,,,,,,,,,,,,,
478,PT02M45.00S,2022-01-01T03:47:34.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,80,79,2022-01-01T03:47:41Z,4670000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,477.0,,,,,,,,
479,PT02M45.00S,2022-01-01T03:47:37.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202328,,,1610612762,80,79,2022-01-01T03:47:45Z,4680000,,,0,,G. Monroe loose ball personal FOUL (1 PF) (Clarkson 2 FT),"[202328, 203903]",1610612750.0,MIN,loose ball,,,Monroe,G. Monroe,,,,,,,,,,,204059.0,1.0,0.0,Clarkson,203903.0,,,,,,,,,
481,PT02M45.00S,2022-01-01T03:48:12.0Z,3,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,81,79,2022-01-01T03:48:12Z,4700000,,,0,,J. Clarkson Free Throw 1 of 2 (11 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
482,PT02M45.00S,2022-01-01T03:48:27.5Z,3,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,82,79,2022-01-01T03:48:27Z,4710000,,,0,,J. Clarkson Free Throw 2 of 2 (12 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
483,PT02M30.00S,2022-01-01T03:48:45.0Z,3,REGULAR,2pt,Jump Shot,[],202328,75.1149802890933,31.127450980392158,1610612750,82,79,2022-01-01T03:48:50Z,4720000,-94.0,181.0,1,right,MISS G. Monroe 20' Jump Shot,[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,20.45,Missed,,,,,,,,,,,,,,,
484,PT02M27.00S,2022-01-01T03:48:48.0Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,82,79,2022-01-01T03:48:50Z,4730000,,,0,,R. Gobert REBOUND (Off:0 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,483.0,7.0,7.0,0.0,,,,,
485,PT02M22.00S,2022-01-01T03:48:52.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,32.933639947437584,17.647058823529413,1610612762,82,79,2022-01-01T03:50:30Z,4740000,162.0,257.0,1,left,MISS D. Mitchell 30' running pullup 3PT,[1628378],1610612762.0,UTA,running pullup,,,Mitchell,D. Mitchell,,,,,,,,30.38,Missed,,,,,,,,,,,,,,,
486,PT02M20.00S,2022-01-01T03:48:54.9Z,3,REGULAR,rebound,defensive,[],1630233,,,1610612750,82,79,2022-01-01T03:49:00Z,4750000,,,0,,N. Knight REBOUND (Off:3 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,485.0,4.0,1.0,3.0,,,,,
487,PT02M18.00S,2022-01-01T03:48:59.0Z,3,REGULAR,foul,personal,[],203903,,,1610612750,82,79,2022-01-01T03:49:08Z,4760000,,,0,,J. Clarkson take personal FOUL (2 PF),"[203903, 1629669]",1610612762.0,UTA,take,,,Clarkson,J. Clarkson,,,,,,,,,,,204059.0,2.0,0.0,Nowell,1629669.0,,,,,,,,,
489,PT02M18.00S,2022-01-01T03:49:14.7Z,3,REGULAR,substitution,out,[],1628378,,,1610612750,82,79,2022-01-01T03:49:18Z,4780000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M18.00S,2022-01-01T03:49:14.7Z,3,REGULAR,substitution,in,[],1630235,,,1610612750,82,79,2022-01-01T03:49:18Z,4790000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M09.00S,2022-01-01T03:49:36.4Z,3,REGULAR,2pt,Jump Shot,[],1629669,79.31997371879106,34.80392156862745,1610612750,82,81,2022-01-01T03:49:41Z,4800000,-76.0,142.0,1,right,J. Nowell 16' pullup Jump Shot (9 PTS),[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,,,,16.1,Made,9.0,,,,,,,,,,,,,,
492,PT01M57.00S,2022-01-01T03:49:50.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612762,82,81,2022-01-01T03:49:55Z,4810000,,,0,,J. Nowell personal FOUL (4 PF) (Forrest 2 FT),"[1629669, 1630235]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,1627964.0,4.0,0.0,Forrest,1630235.0,,,,,,,,,
494,PT01M57.00S,2022-01-01T03:50:17.1Z,3,REGULAR,freethrow,1 of 2,[],1630235,,,1610612762,83,81,2022-01-01T03:50:17Z,4830000,,,0,,T. Forrest Free Throw 1 of 2 (3 PTS),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
495,PT01M57.00S,2022-01-01T03:50:35.9Z,3,REGULAR,freethrow,2 of 2,[],1630235,,,1610612762,84,81,2022-01-01T03:50:35Z,4840000,,,0,,T. Forrest Free Throw 2 of 2 (4 PTS),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
496,PT01M57.00S,2022-01-01T03:50:49.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612750,84,81,2022-01-01T03:51:06Z,4850000,,,0,,R. Gay loose ball personal FOUL (1 PF) (Knight 2 FT),"[200752, 1630233]",1610612762.0,UTA,loose ball,,,Gay,R. Gay,,,,,,,,,,,1628484.0,1.0,0.0,Knight,1630233.0,,,,,,,,,
498,PT01M57.00S,2022-01-01T03:51:13.7Z,3,REGULAR,freethrow,1 of 2,[],1630233,,,1610612750,84,81,2022-01-01T03:51:13Z,4870000,,,0,,MISS N. Knight Free Throw 1 of 2,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,Missed,,,,,,,,,,,,,,,
499,PT01M57.00S,2022-01-01T03:51:13.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,84,81,2022-01-01T03:51:13Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,498.0,,,,,,,,
500,PT01M57.00S,2022-01-01T03:51:35.3Z,3,REGULAR,freethrow,2 of 2,[],1630233,,,1610612750,84,82,2022-01-01T03:51:35Z,4890000,,,0,,N. Knight Free Throw 2 of 2 (3 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
501,PT01M43.00S,2022-01-01T03:51:52.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203497,8.886333771353483,54.41176470588235,1610612762,84,82,2022-01-01T03:53:43Z,4900000,-22.0,31.0,1,left,MISS R. Gobert Hook,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,3.81,Missed,,,,,,,,,,,,,,,
502,PT01M40.00S,2022-01-01T03:51:55.0Z,3,REGULAR,rebound,defensive,[],1629669,,,1610612750,84,82,2022-01-01T03:51:59Z,4910000,,,0,,J. Nowell REBOUND (Off:0 Def:2),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,501.0,2.0,2.0,0.0,,,,,
503,PT01M38.00S,2022-01-01T03:51:59.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612750,84,82,2022-01-01T03:52:09Z,4920000,,,0,,R. O'Neale shooting personal FOUL (3 PF) (Nowell 2 FT),"[1626220, 1629669]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,,,,,,,1627964.0,3.0,0.0,Nowell,1629669.0,,,,,,,,,
505,PT01M38.00S,2022-01-01T03:52:22.6Z,3,REGULAR,freethrow,1 of 2,[],1629669,,,1610612750,84,83,2022-01-01T03:52:41Z,4940000,,,0,,J. Nowell Free Throw 1 of 2 (10 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
506,PT01M38.00S,2022-01-01T03:52:22.6Z,3,REGULAR,freethrow,2 of 2,[],1629669,,,1610612750,84,83,2022-01-01T03:52:41Z,4950000,,,0,,MISS J. Nowell Free Throw 2 of 2,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,Missed,,,,,,,,,,,,,,,
507,PT01M37.00S,2022-01-01T03:52:23.6Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,84,83,2022-01-01T03:52:41Z,4960000,,,0,,R. Gobert REBOUND (Off:0 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,506.0,8.0,8.0,0.0,,,,,
508,PT01M23.00S,2022-01-01T03:52:52.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203903,9.674770039421814,46.07843137254902,1610612762,84,83,2022-01-01T03:52:57Z,4970000,20.0,38.0,1,left,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,,4.31,Missed,,,,,,,,,,,,,,,
509,PT01M22.00S,2022-01-01T03:52:53.6Z,3,REGULAR,rebound,defensive,[],202328,,,1610612750,84,83,2022-01-01T03:52:57Z,4980000,,,0,,G. Monroe REBOUND (Off:2 Def:3),[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,508.0,5.0,3.0,2.0,,,,,
510,PT01M20.00S,2022-01-01T03:52:56.1Z,3,REGULAR,turnover,bad pass,[],202328,,,1610612750,84,83,2022-01-01T03:53:02Z,4990000,,,0,,G. Monroe bad pass TURNOVER (1 TO),"[202328, 1626220]",1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
511,PT01M20.00S,2022-01-01T03:52:56.1Z,3,REGULAR,steal,,[],1626220,,,1610612762,84,83,2022-01-01T03:52:57Z,5000000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
512,PT01M18.00S,2022-01-01T03:52:58.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,6.915243101182654,46.81372549019608,1610612762,86,83,2022-01-01T03:54:58Z,5010000,16.0,13.0,1,left,R. Gobert running alley-oop DUNK (10 PTS) (R. O'Neale 3 AST),"[203497, 1626220]",1610612762.0,UTA,running alley-oop,,,Gobert,R. Gobert,,,,,,,,2.02,Made,10.0,,,,,,,,,,,,R. O'Neale,1626220.0,3.0
514,PT01M01.00S,2022-01-01T03:53:15.2Z,3,REGULAR,3pt,Jump Shot,[],1630162,66.83639947437582,54.166666666666664,1610612750,86,86,2022-01-01T03:53:21Z,5030000,21.0,259.0,1,right,A. Edwards 26' 3PT pullup (24 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,26.0,Made,24.0,,,,,,,,,,,,,,
515,PT00M45.30S,2022-01-01T03:53:35.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,19.004599211563733,50.0,1610612762,86,86,2022-01-01T03:53:41Z,5040000,0.0,126.0,1,left,MISS R. Gay 12' pullup Shot,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,,,,12.61,Missed,,,,,,,,,,,,,,,
516,PT00M42.50S,2022-01-01T03:53:38.2Z,3,REGULAR,rebound,defensive,[],202328,,,1610612750,86,86,2022-01-01T03:53:41Z,5050000,,,0,,G. Monroe REBOUND (Off:2 Def:4),[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,515.0,6.0,4.0,2.0,,,,,
517,PT00M33.40S,2022-01-01T03:53:49.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612750,86,86,2022-01-01T03:53:54Z,5060000,,,0,,R. O'Neale personal FOUL (4 PF) (Edwards 2 FT),"[1626220, 1630162]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,1627964.0,4.0,0.0,Edwards,1630162.0,,,,,,,,,
519,PT00M33.40S,2022-01-01T03:54:18.1Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,86,86,2022-01-01T03:54:18Z,5080000,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Missed,,,,,,,,,,,,,,,
520,PT00M33.40S,2022-01-01T03:54:18.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,86,86,2022-01-01T03:54:18Z,5090000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,519.0,,,,,,,,
521,PT00M33.40S,2022-01-01T03:54:18.7Z,3,REGULAR,substitution,out,[],1626220,,,1610612750,86,86,2022-01-01T03:54:39Z,5100000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
522,PT00M33.40S,2022-01-01T03:54:18.7Z,3,REGULAR,substitution,out,[],1630235,,,1610612750,86,86,2022-01-01T03:54:39Z,5110000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
523,PT00M33.40S,2022-01-01T03:54:18.7Z,3,REGULAR,substitution,out,[],1629669,,,1610612750,86,86,2022-01-01T03:54:39Z,5120000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
524,PT00M33.40S,2022-01-01T03:54:18.7Z,3,REGULAR,substitution,in,[],202711,,,1610612750,86,86,2022-01-01T03:54:39Z,5130000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
525,PT00M33.40S,2022-01-01T03:54:18.7Z,3,REGULAR,substitution,in,[],1628378,,,1610612750,86,86,2022-01-01T03:54:39Z,5140000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
526,PT00M33.40S,2022-01-01T03:54:18.7Z,3,REGULAR,substitution,in,[],1629020,,,1610612750,86,86,2022-01-01T03:54:39Z,5150000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
527,PT00M33.40S,2022-01-01T03:54:47.8Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,86,87,2022-01-01T03:54:47Z,5160000,,,0,,A. Edwards Free Throw 2 of 2 (25 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,25.0,,,,,,,,,,,,,,
528,PT00M19.00S,2022-01-01T03:55:05.1Z,3,REGULAR,3pt,Jump Shot,[],1628378,31.35676741130092,44.6078431372549,1610612762,86,87,2022-01-01T03:55:11Z,5170000,27.0,242.0,1,left,MISS D. Mitchell 24' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,24.38,Missed,,,,,,,,,,,,,,,
529,PT00M15.80S,2022-01-01T03:55:08.3Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,86,87,2022-01-01T03:55:08Z,5180000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,528.0,3.0,2.0,1.0,,,,,
530,PT00M02.00S,2022-01-01T03:55:22.1Z,3,REGULAR,3pt,Jump Shot,[],1630162,66.5735873850197,33.33333333333333,1610612750,86,87,2022-01-01T03:55:29Z,5190000,-83.0,262.0,1,right,MISS A. Edwards 27' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,27.46,Missed,,,,,,,,,,,,,,,
531,PT00M02.00S,2022-01-01T03:55:22.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,86,87,2022-01-01T03:55:29Z,5200000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,530.0,,,,,,,,
532,PT00M00.00S,2022-01-01T03:55:27.4Z,3,REGULAR,period,end,[],0,,,1610612750,86,87,2022-01-01T03:55:27Z,5210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2022-01-01T03:57:42.8Z,4,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,86,87,2022-01-01T03:58:03Z,5220000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2022-01-01T03:57:42.8Z,4,REGULAR,substitution,out,['startperiod'],1630233,,,1610612750,86,87,2022-01-01T03:58:03Z,5230000,,,0,,SUB out: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2022-01-01T03:57:42.8Z,4,REGULAR,substitution,in,['startperiod'],201976,,,1610612750,86,87,2022-01-01T03:58:03Z,5240000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2022-01-01T03:57:42.8Z,4,REGULAR,substitution,in,['startperiod'],1629669,,,1610612750,86,87,2022-01-01T03:58:03Z,5250000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2022-01-01T03:58:08.7Z,4,REGULAR,period,start,[],0,,,1610612762,86,87,2022-01-01T03:58:08Z,5260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT11M46.00S,2022-01-01T03:58:33.9Z,4,REGULAR,foul,offensive,[],203497,,,1610612762,86,87,2022-01-01T04:02:14Z,5280000,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 1629669]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,1627964.0,2.0,0.0,Nowell,1629669.0,,,,,,,,,
541,PT11M46.00S,2022-01-01T03:58:33.9Z,4,REGULAR,turnover,offensive foul,[],203497,,,1610612762,86,87,2022-01-01T03:58:33Z,5300000,,,0,,R. Gobert offensive foul TURNOVER (2 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,2.0,,,,,,1627964.0,,,,,,,,,,,,,
542,PT11M28.00S,2022-01-01T03:59:03.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630183,81.94809461235218,36.27450980392157,1610612750,86,87,2022-01-01T04:02:41Z,5310000,-69.0,117.0,1,right,MISS J. McDaniels 13' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,,,,13.58,Missed,,,,,,,,,,,,,,,
543,PT11M26.00S,2022-01-01T03:59:05.8Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612762,86,87,2022-01-01T03:59:09Z,5320000,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,542.0,4.0,4.0,0.0,,,,,
544,PT11M17.00S,2022-01-01T03:59:14.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.040078843626807,50.49019607843137,1610612762,88,87,2022-01-01T04:03:11Z,5330000,-2.0,61.0,1,left,J. Clarkson 6' fadeaway Jump Shot (14 PTS),[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,,,,6.08,Made,14.0,,,,,,,,,,,,,,
545,PT11M11.00S,2022-01-01T03:59:20.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629020,92.85479632063075,44.11764705882353,1610612750,88,89,2022-01-01T03:59:33Z,5340000,-29.0,15.0,1,right,J. Vanderbilt running Layup (5 PTS) (P. Beverley 6 AST),"[1629020, 201976]",1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,,,,3.29,Made,5.0,,,,,,,,,,,,P. Beverley,201976.0,6.0
547,PT10M56.00S,2022-01-01T03:59:38.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.697109067017081,62.99019607843137,1610612762,90,89,2022-01-01T03:59:42Z,5360000,-65.0,67.0,1,left,J. Clarkson 9' pullup Jump Shot (16 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,9.33,Made,16.0,,,,,,,,,,,,,,
548,PT10M56.00S,2022-01-01T03:59:40.2Z,4,REGULAR,foul,personal,['1freethrow'],1629669,,,1610612762,90,89,2022-01-01T03:59:45Z,5370000,,,0,,J. Nowell shooting personal FOUL (5 PF) (Clarkson 1 FT),"[1629669, 203903]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,,,,,,,1628484.0,5.0,0.0,Clarkson,203903.0,,,,,,,,,
