actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
542,PT08M17.00S,2021-11-28T03:55:43.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,110,72,2021-11-28T03:55:48Z,5370000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,
543,PT08M17.00S,2021-11-28T03:55:48.4Z,4,REGULAR,substitution,out,[],200752,,,1610612740,110,72,2021-11-28T03:56:00Z,5380000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M17.00S,2021-11-28T03:55:48.4Z,4,REGULAR,substitution,out,[],202066,,,1610612740,110,72,2021-11-28T03:56:00Z,5390000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M17.00S,2021-11-28T03:55:48.4Z,4,REGULAR,substitution,in,[],1629671,,,1610612740,110,72,2021-11-28T03:56:00Z,5400000,,,0,,SUB in: M. Oni,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M17.00S,2021-11-28T03:55:48.4Z,4,REGULAR,substitution,in,[],1630230,,,1610612740,110,72,2021-11-28T03:56:00Z,5410000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M17.00S,2021-11-28T03:56:10.7Z,4,REGULAR,substitution,out,[],204060,,,1610612740,110,72,2021-11-28T03:56:14Z,5420000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M17.00S,2021-11-28T03:56:10.7Z,4,REGULAR,substitution,in,[],1629672,,,1610612740,110,72,2021-11-28T03:56:14Z,5430000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M03.00S,2021-11-28T03:56:38.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203107,10.988830486202366,47.794117647058826,1610612740,110,72,2021-11-28T03:57:25Z,5440000,11.0,51.0,1,left,MISS T. Satoransky driving Layup,[203107],1610612740.0,NOP,driving,,,Satoransky,T. Satoransky,,,,,5.2,Missed,,,,,,,,,,,,,,,,,,
550,PT08M03.00S,2021-11-28T03:56:38.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,110,72,2021-11-28T03:57:25Z,5450000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,549.0,,,,,,,,,,,,,
552,PT08M03.00S,2021-11-28T03:56:46.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,110,72,2021-11-28T03:56:56Z,5470000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,,
553,PT07M49.00S,2021-11-28T03:57:06.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,91.01511169513797,49.50980392156863,1610612762,112,72,2021-11-28T03:57:11Z,5480000,-2.0,32.0,1,right,R. Gobert DUNK (6 PTS) (E. Paschall 1 AST),"[203497, 1629672]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,3.21,Made,6.0,E. Paschall,1629672.0,1.0,,,,,,,,,,,,,,
555,PT07M48.00S,2021-11-28T03:57:14.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,112,72,2021-11-28T03:57:14Z,5500000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M48.00S,2021-11-28T03:59:28.8Z,4,REGULAR,substitution,out,[],203903,,,1610612740,112,72,2021-11-28T03:59:39Z,5510000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M48.00S,2021-11-28T03:59:28.8Z,4,REGULAR,substitution,out,[],203497,,,1610612740,112,72,2021-11-28T03:59:39Z,5520000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M48.00S,2021-11-28T03:59:28.8Z,4,REGULAR,substitution,out,[],1626195,,,1610612740,112,72,2021-11-28T03:59:39Z,5530000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M48.00S,2021-11-28T03:59:28.8Z,4,REGULAR,substitution,in,[],202355,,,1610612740,112,72,2021-11-28T03:59:39Z,5540000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M48.00S,2021-11-28T03:59:28.8Z,4,REGULAR,substitution,in,[],1630215,,,1610612740,112,72,2021-11-28T03:59:39Z,5550000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M48.00S,2021-11-28T03:59:28.8Z,4,REGULAR,substitution,in,[],1629637,,,1610612740,112,72,2021-11-28T03:59:39Z,5560000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M30.00S,2021-11-28T04:00:31.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,8.229303547963205,46.568627450980394,1610612740,112,74,2021-11-28T04:00:36Z,5570000,17.0,25.0,1,left,J. Hayes driving Layup (2 PTS) (N. Alexander-Walker 3 AST),"[1629637, 1629638]",1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,3.03,Made,2.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,,,
564,PT07M30.00S,2021-11-28T04:00:34.6Z,4,REGULAR,foul,personal,['1freethrow'],1630215,,,1610612740,112,74,2021-11-28T04:00:46Z,5590000,,,0,,J. Butler shooting personal FOUL (1 PF) (Hayes 1 FT),"[1630215, 1629637]",1610612762.0,UTA,shooting,,,Butler,J. Butler,,,,,,,,,,,,202049.0,1.0,0.0,Hayes,1629637.0,,,,,,,,
566,PT07M30.00S,2021-11-28T04:00:51.5Z,4,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,112,75,2021-11-28T04:00:51Z,5610000,,,0,,J. Hayes Free Throw 1 of 1 (3 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
567,PT07M12.00S,2021-11-28T04:01:12.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202355,89.96386333771353,53.92156862745098,1610612762,112,75,2021-11-28T04:01:16Z,5620000,20.0,42.0,1,right,MISS H. Whiteside Hook,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,4.62,Missed,,,,,,,,,,,,,,,,,,
568,PT07M10.00S,2021-11-28T04:01:14.3Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,112,75,2021-11-28T04:01:16Z,5630000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,567.0,,,,,,,1.0,1.0,0.0,,,,
569,PT07M01.00S,2021-11-28T04:01:21.9Z,4,REGULAR,3pt,Jump Shot,[],1629637,32.14520367936925,42.8921568627451,1610612740,112,78,2021-11-28T04:01:26Z,5640000,36.0,250.0,1,left,J. Hayes 25' 3PT  (6 PTS) (T. Satoransky 2 AST),"[1629637, 203107]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,25.22,Made,6.0,T. Satoransky,203107.0,2.0,,,,,,,,,,,,,,
571,PT06M45.00S,2021-11-28T04:01:39.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,86.94152431011827,57.35294117647059,1610612762,114,78,2021-11-28T04:01:44Z,5660000,37.0,70.0,1,right,T. Forrest 7' driving floating Jump Shot (2 PTS),[1630235],1610612762.0,UTA,driving floating,,,Forrest,T. Forrest,,,,,7.93,Made,2.0,,,,,,,,,,,,,,,,,
572,PT06M36.00S,2021-11-28T04:01:48.3Z,4,REGULAR,turnover,lost ball,[],1629638,,,1610612740,114,78,2021-11-28T04:11:37Z,5670000,,,0,,N. Alexander-Walker lost ball TURNOVER (1 TO),"[1629638, 1630215]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,1.0,,,,Butler,1630215.0,,
573,PT06M36.00S,2021-11-28T04:01:48.3Z,4,REGULAR,steal,,[],1630215,,,1610612762,114,78,2021-11-28T04:11:37Z,5680000,,,0,,J. Butler STEAL (1 STL),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M29.00S,2021-11-28T04:01:54.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629672,90.75229960578186,49.50980392156863,1610612762,114,78,2021-11-28T04:02:00Z,5690000,-2.0,34.0,1,right,MISS E. Paschall driving Layup,[1629672],1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,3.45,Missed,,,,,,,,,,,,,,,,,,
575,PT06M27.00S,2021-11-28T04:01:56.4Z,4,REGULAR,rebound,offensive,[],1629672,,,1610612762,114,78,2021-11-28T04:01:56Z,5700000,,,0,,E. Paschall REBOUND (Off:1 Def:0),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,574.0,,,,,,,1.0,0.0,1.0,,,,
576,PT06M26.00S,2021-11-28T04:01:57.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629672,92.72339027595268,44.85294117647059,1610612762,116,78,2021-11-28T04:02:05Z,5710000,-26.0,16.0,1,right,E. Paschall putback Layup (2 PTS),[1629672],1610612762.0,UTA,putback,,,Paschall,E. Paschall,,,,,3.02,Made,2.0,,,,,,,,,,,,,,,,,
577,PT06M17.00S,2021-11-28T04:02:09.0Z,4,REGULAR,foul,personal,[],1630215,,,1610612740,116,78,2021-11-28T04:19:24Z,5720000,,,0,,J. Butler personal FOUL (2 PF),"[1630215, 1629637]",1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,2714.0,2.0,0.0,Hayes,1629637.0,,,,,,,,
579,PT06M17.00S,2021-11-28T04:02:17.6Z,4,REGULAR,substitution,out,[],1629638,,,1610612740,116,78,2021-11-28T04:02:21Z,5740000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M17.00S,2021-11-28T04:02:17.6Z,4,REGULAR,substitution,in,[],1630631,,,1610612740,116,78,2021-11-28T04:02:21Z,5750000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M15.00S,2021-11-28T04:02:29.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203107,7.30946123521682,43.872549019607845,1610612740,116,80,2021-11-28T04:02:35Z,5760000,31.0,16.0,1,left,T. Satoransky Layup (6 PTS) (J. Alvarado 1 AST),"[203107, 1630631]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,3.46,Made,6.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,
583,PT05M58.00S,2021-11-28T04:02:45.8Z,4,REGULAR,2pt,Jump Shot,[],1630215,90.75229960578186,76.9607843137255,1610612762,118,80,2021-11-28T04:09:46Z,5780000,135.0,34.0,1,right,J. Butler 13' pullup Jump Shot (2 PTS),[1630215],1610612762.0,UTA,pullup,,,Butler,J. Butler,,,,,13.91,Made,2.0,,,,,,,,,,,,,,,,,
584,PT05M45.00S,2021-11-28T04:03:01.4Z,4,REGULAR,foul,personal,[],1629672,,,1610612740,118,80,2021-11-28T04:03:11Z,5790000,,,0,,E. Paschall personal FOUL (1 PF),"[1629672, 1630230]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,2714.0,1.0,0.0,Marshall,1630230.0,,,,,,,,
586,PT05M43.00S,2021-11-28T04:03:18.2Z,4,REGULAR,3pt,Jump Shot,[],1629637,30.56833114323259,67.64705882352942,1610612740,118,83,2021-11-28T04:03:22Z,5810000,-88.0,235.0,1,left,J. Hayes 25' 3PT  (9 PTS) (J. Alvarado 2 AST),"[1629637, 1630631]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,25.08,Made,9.0,J. Alvarado,1630631.0,2.0,,,,,,,,,,,,,,
593,PT05M24.00S,2021-11-28T04:03:57.7Z,4,REGULAR,foul,personal,[],1629637,,,1610612762,118,83,2021-11-28T04:04:10Z,5880000,,,0,,J. Hayes personal FOUL (1 PF),"[1629637, 1630235]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,2714.0,1.0,0.0,Forrest,1630235.0,,,,,,,,
595,PT05M12.00S,2021-11-28T04:04:08.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,88.91261498028909,48.77450980392157,1610612762,118,83,2021-11-28T04:04:16Z,5900000,-6.0,52.0,1,right,MISS J. Butler floating Shot,[1630215],1610612762.0,UTA,floating,,,Butler,J. Butler,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,
596,PT05M11.00S,2021-11-28T04:04:10.5Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,118,83,2021-11-28T04:04:10Z,5910000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,595.0,,,,,,,2.0,2.0,0.0,,,,
597,PT04M51.00S,2021-11-28T04:04:30.2Z,4,REGULAR,turnover,bad pass,[],203107,,,1610612740,118,83,2021-11-28T04:04:36Z,5920000,,,0,,T. Satoransky bad pass TURNOVER (1 TO),"[203107, 1630235]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,1.0,,,,Forrest,1630235.0,,
598,PT04M51.00S,2021-11-28T04:04:30.2Z,4,REGULAR,steal,,[],1630235,,,1610612762,118,83,2021-11-28T04:04:31Z,5930000,,,0,,T. Forrest STEAL (1 STL),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M46.00S,2021-11-28T04:04:36.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202355,91.80354796320631,54.90196078431373,1610612762,120,83,2021-11-28T04:04:40Z,5940000,25.0,25.0,1,right,H. Whiteside Layup (8 PTS) (T. Forrest 1 AST),"[202355, 1630235]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,3.46,Made,8.0,T. Forrest,1630235.0,1.0,,,,,,,,,,,,,,
601,PT04M46.00S,2021-11-28T04:04:39.7Z,4,REGULAR,foul,personal,['1freethrow'],1630530,,,1610612762,120,83,2021-11-28T04:04:45Z,5960000,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Whiteside 1 FT),"[1630530, 202355]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,,,,,,,,1627964.0,2.0,0.0,Whiteside,202355.0,,,,,,,,
603,PT04M46.00S,2021-11-28T04:04:59.2Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],202355,,,1610612762,121,83,2021-11-28T04:04:59Z,5980000,,,0,,H. Whiteside Free Throw 1 of 1 (9 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
604,PT04M34.00S,2021-11-28T04:05:14.0Z,4,REGULAR,3pt,Jump Shot,[],1630530,19.793035479632064,7.8431372549019605,1610612740,121,83,2021-11-28T04:05:19Z,5990000,211.0,134.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,
605,PT04M32.00S,2021-11-28T04:05:17.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,121,83,2021-11-28T04:05:17Z,6000000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,604.0,,,,,,,,,,,,,
606,PT04M32.00S,2021-11-28T04:05:18.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,121,83,2021-11-28T04:05:18Z,6010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT04M15.00S,2021-11-28T04:05:39.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612762,121,83,2021-11-28T04:05:53Z,6020000,,,0,,T. Murphy III shooting personal FOUL (3 PF) (Whiteside 2 FT),"[1630530, 202355]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,,,,,,,,202049.0,3.0,0.0,Whiteside,202355.0,,,,,,,,
609,PT04M15.00S,2021-11-28T04:05:58.6Z,4,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,122,83,2021-11-28T04:06:16Z,6040000,,,0,,H. Whiteside Free Throw 1 of 2 (10 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
610,PT04M15.00S,2021-11-28T04:05:58.6Z,4,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,122,83,2021-11-28T04:06:16Z,6050000,,,0,,MISS H. Whiteside Free Throw 2 of 2,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Missed,,,,,,,,,,,,,,,,,,
611,PT04M13.00S,2021-11-28T04:06:00.6Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,122,83,2021-11-28T04:06:16Z,6060000,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,610.0,,,,,,,2.0,1.0,1.0,,,,
612,PT04M01.00S,2021-11-28T04:06:27.1Z,4,REGULAR,foul,personal,['2freethrow'],202355,,,1610612740,122,83,2021-11-28T04:06:33Z,6070000,,,0,,H. Whiteside shooting personal FOUL (4 PF) (Marshall 2 FT),"[202355, 1630230]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,202049.0,4.0,0.0,Marshall,1630230.0,,,,,,,,
614,PT04M01.00S,2021-11-28T04:06:54.3Z,4,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,122,84,2021-11-28T04:07:09Z,6090000,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
615,PT04M01.00S,2021-11-28T04:06:54.3Z,4,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,122,84,2021-11-28T04:07:09Z,6100000,,,0,,MISS N. Marshall Free Throw 2 of 2,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Missed,,,,,,,,,,,,,,,,,,
616,PT03M59.00S,2021-11-28T04:06:56.3Z,4,REGULAR,rebound,defensive,[],202355,,,1610612762,122,84,2021-11-28T04:07:09Z,6110000,,,0,,H. Whiteside REBOUND (Off:1 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,615.0,,,,,,,5.0,4.0,1.0,,,,
617,PT03M50.00S,2021-11-28T04:07:18.5Z,4,REGULAR,turnover,out-of-bounds,[],1630235,,,1610612762,122,84,2021-11-28T04:07:26Z,6120000,,,0,,T. Forrest bad pass out-of-bounds TURNOVER (2 TO),[1630235],1610612762.0,UTA,bad pass,,,Forrest,T. Forrest,,,,,,,,,,,,2714.0,,,,,2.0,,,,,,,
618,PT03M36.00S,2021-11-28T04:07:36.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629637,32.933639947437584,52.94117647058824,1610612740,122,87,2021-11-28T04:07:41Z,6130000,-15.0,257.0,1,left,J. Hayes 25' 3PT  (12 PTS) (J. Alvarado 3 AST),"[1629637, 1630631]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,25.75,Made,12.0,J. Alvarado,1630631.0,3.0,,,,,,,,,,,,,,
620,PT03M22.00S,2021-11-28T04:07:52.8Z,4,REGULAR,foul,offensive,[],202355,,,1610612762,122,87,2021-11-28T04:08:00Z,6150000,,,0,,H. Whiteside offensive FOUL (5 PF),"[202355, 1629637]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,1627964.0,5.0,0.0,Hayes,1629637.0,,,,,,,,
622,PT03M22.00S,2021-11-28T04:07:52.8Z,4,REGULAR,turnover,offensive foul,[],202355,,,1610612762,122,87,2021-11-28T04:07:52Z,6170000,,,0,,H. Whiteside offensive foul TURNOVER (1 TO),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,1627964.0,,,,,1.0,,,,,,,
623,PT03M22.00S,2021-11-28T04:08:00.6Z,4,REGULAR,substitution,out,[],1630235,,,1610612740,122,87,2021-11-28T04:08:04Z,6180000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M22.00S,2021-11-28T04:08:00.6Z,4,REGULAR,substitution,in,[],1630190,,,1610612740,122,87,2021-11-28T04:08:04Z,6190000,,,0,,SUB in: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M11.00S,2021-11-28T04:08:21.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202355,,,1610612740,122,87,2021-11-28T04:08:30Z,6210000,,,0,,H. Whiteside personal FOUL (6 PF) (Hayes 2 FT),"[202355, 1629637]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,202049.0,6.0,0.0,Hayes,1629637.0,,,,,,,,
628,PT03M11.00S,2021-11-28T04:08:47.0Z,4,REGULAR,substitution,out,[],202355,,,1610612740,122,87,2021-11-28T04:08:50Z,6230000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M11.00S,2021-11-28T04:08:47.0Z,4,REGULAR,substitution,in,[],1630235,,,1610612740,122,87,2021-11-28T04:08:50Z,6240000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M11.00S,2021-11-28T04:09:06.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629637,,,1610612740,122,88,2021-11-28T04:09:22Z,6250000,,,0,,J. Hayes Free Throw 1 of 2 (13 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
631,PT03M11.00S,2021-11-28T04:09:06.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629637,,,1610612740,122,88,2021-11-28T04:09:22Z,6260000,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,
632,PT03M08.00S,2021-11-28T04:09:09.6Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,122,88,2021-11-28T04:11:15Z,6270000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,631.0,,,,,,,1.0,0.0,1.0,,,,
633,PT03M07.00S,2021-11-28T04:09:22.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629671,,,1610612740,122,88,2021-11-28T04:09:39Z,6280000,,,0,,M. Oni shooting personal FOUL (1 PF) (Marshall 2 FT),"[1629671, 1630230]",1610612762.0,UTA,shooting,,,Oni,M. Oni,,,,,,,,,,,,1627964.0,1.0,0.0,Marshall,1630230.0,,,,,,,,
635,PT03M07.00S,2021-11-28T04:09:40.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630230,,,1610612740,122,89,2021-11-28T04:09:40Z,6300000,,,0,,N. Marshall Free Throw 1 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
636,PT03M07.00S,2021-11-28T04:09:50.4Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630230,,,1610612740,122,90,2021-11-28T04:09:50Z,6310000,,,0,,N. Marshall Free Throw 2 of 2 (3 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
637,PT02M55.00S,2021-11-28T04:10:05.7Z,4,REGULAR,3pt,Jump Shot,[],1629671,91.67214191852825,3.6764705882352944,1610612762,122,90,2021-11-28T04:10:10Z,6320000,-232.0,26.0,1,right,MISS M. Oni 3PT,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
638,PT02M53.00S,2021-11-28T04:10:07.7Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,122,90,2021-11-28T04:10:10Z,6330000,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,637.0,,,,,,,3.0,3.0,0.0,,,,
639,PT02M47.00S,2021-11-28T04:10:13.4Z,4,REGULAR,3pt,Jump Shot,[],1630230,28.203022339027594,24.264705882352942,1610612740,122,93,2021-11-28T04:10:18Z,6340000,129.0,213.0,1,left,N. Marshall 24' 3PT  (6 PTS) (J. Alvarado 4 AST),"[1630230, 1630631]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,24.85,Made,6.0,J. Alvarado,1630631.0,4.0,,,,,,,,,,,,,,
641,PT02M35.00S,2021-11-28T04:10:24.6Z,4,REGULAR,turnover,lost ball,[],1629672,,,1610612762,122,93,2021-11-28T04:10:32Z,6360000,,,0,,E. Paschall lost ball TURNOVER (1 TO),"[1629672, 1629637]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,1.0,,,,Hayes,1629637.0,,
642,PT02M35.00S,2021-11-28T04:10:24.6Z,4,REGULAR,steal,,[],1629637,,,1610612740,122,93,2021-11-28T04:10:29Z,6370000,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
