actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
92,PT03M43.00S,2021-10-27T02:19:22.6Z,1,REGULAR,substitution,out,[],203115,,,1610612743,24,23,2021-10-27T02:19:29Z,910000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M43.00S,2021-10-27T02:19:22.6Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,24,23,2021-10-27T02:19:29Z,920000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M43.00S,2021-10-27T02:19:22.6Z,1,REGULAR,substitution,in,[],203903,,,1610612743,24,23,2021-10-27T02:19:29Z,930000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M43.00S,2021-10-27T02:19:22.6Z,1,REGULAR,substitution,in,[],1628408,,,1610612743,24,23,2021-10-27T02:19:29Z,940000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M43.00S,2021-10-27T02:19:22.6Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,24,23,2021-10-27T02:19:29Z,950000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M43.00S,2021-10-27T02:19:44.8Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,24,24,2021-10-27T02:19:44Z,960000,,,0,,N. Jokic Free Throw 2 of 2 (9 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
100,PT03M33.00S,2021-10-27T02:19:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.51182654402102,53.92156862745098,1610612762,26,24,2021-10-27T02:20:01Z,970000,20.0,8.0,1,right,D. Mitchell driving Layup (6 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,2.14,Made,6.0,,,,,,,,,,,,,,,
101,PT03M22.00S,2021-10-27T02:20:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.703679369250986,51.71568627450981,1610612743,26,26,2021-10-27T02:20:12Z,980000,-9.0,20.0,1,left,A. Gordon driving Layup (8 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,,,,2.17,Made,8.0,,,,,,,,,,,,,,,
102,PT03M12.00S,2021-10-27T02:20:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,84.31340341655716,58.82352941176471,1610612762,26,26,2021-10-27T02:20:23Z,990000,44.0,95.0,1,right,MISS H. Whiteside 10' floating Shot,[202355],1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,,,,10.47,Missed,,,,,,,,,,,,,,,,
103,PT03M10.00S,2021-10-27T02:20:18.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,26,26,2021-10-27T02:20:23Z,1000000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,102.0,3.0,3.0,0.0,,,,,,
104,PT03M04.00S,2021-10-27T02:20:24.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,32.40801576872536,50.73529411764706,1610612743,26,26,2021-10-27T02:20:28Z,1010000,-4.0,252.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,25.21,Missed,,,,,,,,,,,,,,,,
105,PT03M02.00S,2021-10-27T02:20:26.3Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,26,26,2021-10-27T02:20:28Z,1020000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,
106,PT02M54.00S,2021-10-27T02:20:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.11760840998686,55.14705882352941,1610612762,28,26,2021-10-27T02:20:39Z,1030000,26.0,12.0,1,right,D. Mitchell driving Layup (8 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,2.84,Made,8.0,,,,,,,,,,,,,,,
107,PT02M37.00S,2021-10-27T02:20:52.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628408,8.623521681997373,56.61764705882353,1610612743,28,26,2021-10-27T02:23:37Z,1040000,-33.0,29.0,1,left,MISS P. Dozier floating Shot,[1628408],1610612743.0,DEN,floating,,,Dozier,P. Dozier,,,,,,,,4.37,Missed,,,,,,,,,,,,,,,,
108,PT02M35.00S,2021-10-27T02:20:54.2Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,28,26,2021-10-27T02:20:56Z,1050000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,
109,PT02M32.00S,2021-10-27T02:20:57.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,73.9323258869908,81.61764705882352,1610612762,28,26,2021-10-27T02:21:04Z,1060000,158.0,193.0,1,right,MISS D. Mitchell 24' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,24.91,Missed,,,,,,,,,,,,,,,,
110,PT02M28.00S,2021-10-27T02:21:01.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,28,26,2021-10-27T02:21:12Z,1070000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,109.0,4.0,4.0,0.0,,,,,,
111,PT02M23.00S,2021-10-27T02:21:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,26.363337713534822,17.15686274509804,1610612743,28,29,2021-10-27T02:24:19Z,1080000,164.0,195.0,1,left,M. Porter Jr. 25' 3PT pullup (7 PTS) (N. Jokic 4 AST),"[1629008, 203999]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,,,,25.52,Made,7.0,,,,,,,,,,N. Jokic,203999.0,4.0,,,
113,PT02M23.00S,2021-10-27T02:21:14.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,28,29,2021-10-27T02:21:14Z,1100000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,out,[],1629008,,,1610612762,28,29,2021-10-27T02:24:19Z,1110000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,out,[],203999,,,1610612762,28,29,2021-10-27T02:24:19Z,1120000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,in,[],203085,,,1610612762,28,29,2021-10-27T02:24:19Z,1130000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,in,[],203210,,,1610612762,28,29,2021-10-27T02:24:19Z,1140000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,28,29,2021-10-27T02:24:35Z,1150000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,28,29,2021-10-27T02:24:35Z,1160000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,in,[],1629672,,,1610612762,28,29,2021-10-27T02:24:35Z,1170000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,in,[],201144,,,1610612762,28,29,2021-10-27T02:24:35Z,1180000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,out,[],202355,,,1610612762,28,29,2021-10-27T02:24:43Z,1190000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M23.00S,2021-10-27T02:23:59.9Z,1,REGULAR,substitution,in,[],203497,,,1610612762,28,29,2021-10-27T02:24:43Z,1200000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M07.00S,2021-10-27T02:24:52.8Z,1,REGULAR,3pt,Jump Shot,[],203903,87.99277266754271,2.450980392156863,1610612762,28,29,2021-10-27T02:24:58Z,1210000,-238.0,60.0,1,right,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,24.53,Missed,,,,,,,,,,,,,,,,
125,PT02M03.00S,2021-10-27T02:24:56.8Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,28,29,2021-10-27T02:24:58Z,1220000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,
126,PT01M48.00S,2021-10-27T02:25:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,10.85742444152431,39.46078431372549,1610612743,28,31,2021-10-27T02:25:18Z,1230000,53.0,50.0,1,left,A. Gordon 7' turnaround fadeaway Jump Shot (10 PTS),[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,,,,7.24,Made,10.0,,,,,,,,,,,,,,,
127,PT01M25.00S,2021-10-27T02:25:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,93.11760840998686,54.65686274509803,1610612762,30,31,2021-10-27T02:25:42Z,1240000,23.0,12.0,1,right,J. Clarkson driving Layup (2 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,,2.63,Made,2.0,,,,,,,,,,,,,,,
128,PT01M04.00S,2021-10-27T02:25:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628408,9.674770039421814,40.931372549019606,1610612743,30,31,2021-10-27T02:26:03Z,1250000,45.0,38.0,1,left,MISS P. Dozier driving bank Shot,[1628408],1610612743.0,DEN,driving bank,,,Dozier,P. Dozier,,,,,,,,5.94,Missed,,,,,,,,,,,,,,,,
129,PT01M02.00S,2021-10-27T02:25:57.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,30,31,2021-10-27T02:26:03Z,1260000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,,,
130,PT00M59.10S,2021-10-27T02:26:01.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201144,69.20170827858082,66.66666666666666,1610612762,33,31,2021-10-27T02:26:49Z,1270000,83.0,237.0,1,right,M. Conley 25' 3PT pullup (8 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,,,,25.12,Made,8.0,,,,,,,,,,,,,,,
131,PT00M46.90S,2021-10-27T02:26:17.3Z,1,REGULAR,3pt,Jump Shot,[],203210,31.35676741130092,62.254901960784316,1610612743,33,31,2021-10-27T02:26:22Z,1280000,-61.0,242.0,1,left,MISS J. Green 24' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,24.99,Missed,,,,,,,,,,,,,,,,
132,PT00M44.10S,2021-10-27T02:26:20.1Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,33,31,2021-10-27T02:26:22Z,1290000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,
133,PT00M36.10S,2021-10-27T02:26:30.2Z,1,REGULAR,foul,personal,['2freethrow'],1628408,,,1610612762,33,31,2021-10-27T02:26:35Z,1300000,,,0,,P. Dozier shooting personal FOUL (1 PF) (Clarkson 2 FT),"[1628408, 203903]",1610612743.0,DEN,shooting,,,Dozier,P. Dozier,,,,,,,,,,,2002.0,1.0,0.0,Clarkson,203903.0,,,,,,,,,,
135,PT00M36.10S,2021-10-27T02:27:02.4Z,1,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,34,31,2021-10-27T02:27:02Z,1320000,,,0,,J. Clarkson Free Throw 1 of 2 (3 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
136,PT00M36.10S,2021-10-27T02:27:03.5Z,1,REGULAR,substitution,out,[],203932,,,1610612762,34,31,2021-10-27T02:27:06Z,1330000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M36.10S,2021-10-27T02:27:03.5Z,1,REGULAR,substitution,in,[],201145,,,1610612762,34,31,2021-10-27T02:27:06Z,1340000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M36.10S,2021-10-27T02:27:22.7Z,1,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,35,31,2021-10-27T02:27:22Z,1350000,,,0,,J. Clarkson Free Throw 2 of 2 (4 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
139,PT00M20.50S,2021-10-27T02:27:44.9Z,1,REGULAR,turnover,out-of-bounds,[],1628408,,,1610612743,35,31,2021-10-27T02:27:51Z,1360000,,,0,,P. Dozier bad pass out-of-bounds TURNOVER (1 TO),[1628408],1610612743.0,DEN,bad pass,,,Dozier,P. Dozier,,,,,1.0,,,,,,2002.0,,,,,,,,,,,,,,
140,PT00M00.40S,2021-10-27T02:28:12.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203903,70.38436268068331,18.38235294117647,1610612762,35,31,2021-10-27T02:28:18Z,1370000,-158.0,226.0,1,right,MISS J. Clarkson 27' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,,,,27.57,Missed,,,,,,,,,,,,,,,,
142,PT00M00.40S,2021-10-27T02:28:12.0Z,1,REGULAR,rebound,defensive,[],1628408,,,1610612743,35,31,2021-10-27T02:28:18Z,1390000,,,0,,P. Dozier REBOUND (Off:0 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,
143,PT00M00.00S,2021-10-27T02:28:16.5Z,1,REGULAR,period,end,[],0,,,1610612743,35,31,2021-10-27T02:28:16Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-10-27T02:31:52.5Z,2,REGULAR,period,start,[],0,,,1610612762,35,31,2021-10-27T02:31:52Z,1410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M48.00S,2021-10-27T02:32:04.2Z,2,REGULAR,3pt,Jump Shot,[],1629672,92.46057818659659,3.1862745098039214,1610612762,35,31,2021-10-27T02:32:11Z,1420000,-234.0,18.0,1,right,MISS E. Paschall 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,23.48,Missed,,,,,,,,,,,,,,,,
146,PT11M46.00S,2021-10-27T02:32:06.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,35,31,2021-10-27T02:32:11Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,
147,PT11M46.00S,2021-10-27T02:32:08.4Z,2,REGULAR,foul,personal,[],203210,,,1610612762,35,31,2021-10-27T02:32:16Z,1440000,,,0,,J. Green loose ball personal FOUL (1 PF),"[203210, 203497]",1610612743.0,DEN,loose ball,,,Green,J. Green,,,,,,,,,,,1627961.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,
149,PT11M37.00S,2021-10-27T02:32:34.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204060,92.06636005256242,45.588235294117645,1610612762,37,31,2021-10-27T02:32:39Z,1460000,-22.0,22.0,1,right,J. Ingles driving Layup (2 PTS) (M. Conley 2 AST),"[204060, 201144]",1610612762.0,UTA,driving,,,Ingles,J. Ingles,,,,,,,,3.13,Made,2.0,,,,,,,,,,M. Conley,201144.0,2.0,,,
151,PT11M16.00S,2021-10-27T02:32:54.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,15.982260183968464,51.71568627450981,1610612743,37,31,2021-10-27T02:32:59Z,1480000,-9.0,98.0,1,left,MISS J. Green 9' turnaround Shot,[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,,,,9.81,Missed,,,,,,,,,,,,,,,,
152,PT11M14.00S,2021-10-27T02:32:56.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,37,31,2021-10-27T02:32:59Z,1490000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,151.0,3.0,3.0,0.0,,,,,,
154,PT11M01.00S,2021-10-27T02:33:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,92.46057818659659,59.80392156862745,1610612762,39,31,2021-10-27T02:33:13Z,1500000,49.0,18.0,1,right,J. Clarkson pullup Jump Shot (6 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,5.23,Made,6.0,,,,,,,,,,,,,,,
155,PT10M49.00S,2021-10-27T02:33:24.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,39,31,2021-10-27T02:33:24Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT10M37.00S,2021-10-27T02:33:49.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,7.835085413929041,46.07843137254902,1610612743,39,31,2021-10-27T02:33:53Z,1520000,20.0,21.0,1,left,MISS A. Rivers driving Layup - blocked,"[203085, 203497]",1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,,,,2.88,Missed,,,,,,,,,,,,,,Gobert,203497.0,
157,PT10M37.00S,2021-10-27T02:33:49.3Z,2,REGULAR,block,,[],203497,,,1610612743,39,31,2021-10-27T02:33:51Z,1530000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M34.00S,2021-10-27T02:33:52.3Z,2,REGULAR,rebound,defensive,[],1629672,,,1610612762,39,31,2021-10-27T02:34:15Z,1540000,,,0,,E. Paschall REBOUND (Off:0 Def:1),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,
159,PT10M32.00S,2021-10-27T02:33:58.8Z,2,REGULAR,foul,offensive,[],203497,,,1610612762,39,31,2021-10-27T02:34:04Z,1550000,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 1628408]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,2002.0,2.0,0.0,Dozier,1628408.0,,,,,,,,,,
161,PT10M32.00S,2021-10-27T02:33:58.8Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612762,39,31,2021-10-27T02:33:58Z,1570000,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1.0,,,,,,2002.0,,,,,,,,,,,,,,
162,PT10M19.00S,2021-10-27T02:34:25.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201145,24.655059132720105,13.970588235294118,1610612743,39,31,2021-10-27T02:34:29Z,1580000,180.0,179.0,1,left,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,25.41,Missed,,,,,,,,,,,,,,,,
163,PT10M17.00S,2021-10-27T02:34:27.0Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,39,31,2021-10-27T02:34:29Z,1590000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,162.0,4.0,4.0,0.0,,,,,,
164,PT10M10.00S,2021-10-27T02:34:34.5Z,2,REGULAR,3pt,Jump Shot,[],203903,68.15045992115637,63.970588235294116,1610612762,42,31,2021-10-27T02:34:40Z,1600000,70.0,247.0,1,right,J. Clarkson 25' 3PT pullup (9 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,25.66,Made,9.0,,,,,,,,,,,,,,,
165,PT10M08.00S,2021-10-27T02:34:40.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,42,31,2021-10-27T02:34:40Z,1610000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M08.00S,2021-10-27T02:37:15.8Z,2,REGULAR,substitution,out,[],201144,,,1610612743,42,31,2021-10-27T02:37:44Z,1620000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M08.00S,2021-10-27T02:37:15.8Z,2,REGULAR,substitution,in,[],1630215,,,1610612743,42,31,2021-10-27T02:37:44Z,1630000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M00.00S,2021-10-27T02:38:27.7Z,2,REGULAR,foul,personal,[],204060,,,1610612743,42,31,2021-10-27T02:38:32Z,1640000,,,0,,J. Ingles personal FOUL (1 PF),"[204060, 1628408]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,2002.0,1.0,0.0,Dozier,1628408.0,,,,,,,,,,
170,PT09M57.00S,2021-10-27T02:38:47.8Z,2,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612743,42,31,2021-10-27T02:38:52Z,1660000,,,0,,J. Butler shooting personal FOUL (1 PF) (Campazzo 2 FT),"[1630215, 1630267]",1610612762.0,UTA,shooting,,,Butler,J. Butler,,,,,,,,,,,1627961.0,1.0,0.0,Campazzo,1630267.0,,,,,,,,,,
172,PT09M57.00S,2021-10-27T02:39:06.0Z,2,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,42,32,2021-10-27T02:39:06Z,1680000,,,0,,F. Campazzo Free Throw 1 of 2 (1 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
173,PT09M57.00S,2021-10-27T02:39:16.1Z,2,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,42,33,2021-10-27T02:39:16Z,1690000,,,0,,F. Campazzo Free Throw 2 of 2 (2 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
174,PT09M43.00S,2021-10-27T02:39:33.0Z,2,REGULAR,turnover,out-of-bounds,[],1629672,,,1610612762,42,33,2021-10-27T02:39:39Z,1700000,,,0,,E. Paschall bad pass out-of-bounds TURNOVER (1 TO),[1629672],1610612762.0,UTA,bad pass,,,Paschall,E. Paschall,,,,,1.0,,,,,,1627961.0,,,,,,,,,,,,,,
175,PT09M32.00S,2021-10-27T02:39:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630267,9.411957950065702,42.15686274509804,1610612743,42,33,2021-10-27T02:39:58Z,1710000,39.0,36.0,1,left,MISS F. Campazzo driving Layup - blocked,"[1630267, 1630215]",1610612743.0,DEN,driving,,,Campazzo,F. Campazzo,,,,,,,,5.32,Missed,,,,,,,,,,,,,,Butler,1630215.0,
187,PT09M32.00S,2021-10-27T02:39:53.5Z,2,REGULAR,block,,[],1630215,,,1610612743,42,33,2021-10-27T02:41:55Z,1715000,,,0,,J. Butler BLOCK (1 BLK),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M31.00S,2021-10-27T02:39:54.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,42,33,2021-10-27T02:39:58Z,1720000,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,175.0,5.0,5.0,0.0,,,,,,
177,PT09M19.00S,2021-10-27T02:40:07.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,91.27792378449409,45.83333333333333,1610612762,42,33,2021-10-27T02:40:13Z,1730000,-21.0,29.0,1,right,MISS J. Butler driving Layup,[1630215],1610612762.0,UTA,driving,,,Butler,J. Butler,,,,,,,,3.61,Missed,,,,,,,,,,,,,,,,
178,PT09M16.00S,2021-10-27T02:40:10.3Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,42,33,2021-10-27T02:40:13Z,1740000,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,177.0,6.0,5.0,1.0,,,,,,
179,PT09M16.00S,2021-10-27T02:40:10.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,94.40999984741211,50.0,1610612762,44,33,2021-10-27T02:40:10Z,1750000,0.0,0.0,1,right,R. Gobert tip Layup (5 PTS),[203497],1610612762.0,UTA,tip,,,Gobert,R. Gobert,,,,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,
