actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
447,PT02M39.00S,2025-12-28T22:17:14.8Z,3,REGULAR,foul,offensive,[],1641737,,,1610612755,93,79,2025-12-28T22:17:20Z,4430000,False,,,0,,A. Bona offensive FOUL (3 PF),"[1641737, 1627936]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627964.0,,,,3.0,0.0,Caruso,1627936.0,,
449,PT02M39.00S,2025-12-28T22:17:14.8Z,3,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,93,79,2025-12-28T22:17:14Z,4450000,False,,,0,,A. Bona offensive foul TURNOVER (2 TO),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,,,,,1627964.0,,,,,,,,,
450,PT02M39.00S,2025-12-28T22:17:19.8Z,3,REGULAR,substitution,out,[],1631096,,,1610612760,93,79,2025-12-28T22:17:26Z,4460000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M39.00S,2025-12-28T22:17:19.8Z,3,REGULAR,substitution,out,[],1627936,,,1610612760,93,79,2025-12-28T22:17:26Z,4470000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M39.00S,2025-12-28T22:17:19.8Z,3,REGULAR,substitution,in,[],1630598,,,1610612760,93,79,2025-12-28T22:17:26Z,4480000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M39.00S,2025-12-28T22:17:19.8Z,3,REGULAR,substitution,in,[],1628392,,,1610612760,93,79,2025-12-28T22:17:26Z,4490000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M39.00S,2025-12-28T22:17:19.8Z,3,REGULAR,substitution,out,[],1630178,,,1610612760,93,79,2025-12-28T22:17:48Z,4500000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M39.00S,2025-12-28T22:17:19.8Z,3,REGULAR,substitution,in,[],1642845,,,1610612760,93,79,2025-12-28T22:17:48Z,4510000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M27.00S,2025-12-28T22:17:55.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642349,88.25558475689881,50.73529411764706,1610612760,95,79,2025-12-28T22:18:02Z,4520000,False,4.0,58.0,1,right,A. Mitchell driving floating Jump Shot (12 PTS) (A. Wiggins 2 AST),"[1642349, 1630598]",1610612760.0,OKC,driving floating,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,5.8,Made,12.0,,,,,,A. Wiggins,1630598.0,2.0,,,,,,
457,PT02M05.00S,2025-12-28T22:18:20.3Z,3,REGULAR,turnover,out-of-bounds,[],1642272,,,1610612755,95,79,2025-12-28T22:18:26Z,4530000,False,,,0,,J. McCain step out-of-bounds TURNOVER (1 TO),[1642272],1610612755.0,PHI,step,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,,1627964.0,,,,,,,,,
458,PT01M53.00S,2025-12-28T22:18:46.0Z,3,REGULAR,foul,personal,['2freethrow'],1642845,,,1610612760,95,79,2025-12-28T22:18:54Z,4540000,False,,,0,,V. Edgecombe shooting personal FOUL (4 PF) (Gilgeous-Alexander 2 FT),"[1642845, 1628983]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627964.0,,,,4.0,0.0,Gilgeous-Alexander,1628983.0,,
460,PT01M53.00S,2025-12-28T22:19:13.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,96,79,2025-12-28T22:19:13Z,4560000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (25 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,
461,PT01M53.00S,2025-12-28T22:19:26.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,97,79,2025-12-28T22:19:26Z,4570000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (26 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,
462,PT01M43.00S,2025-12-28T22:19:38.2Z,3,REGULAR,3pt,Jump Shot,[],1642348,26.757555847568987,80.63725490196079,1610612755,97,79,2025-12-28T22:19:43Z,4580000,False,-153.0,199.0,1,left,MISS J. Edwards 25' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,25.11,Missed,,,,,,,,,,,,,,,
463,PT01M39.00S,2025-12-28T22:19:42.2Z,3,REGULAR,rebound,defensive,[],1641717,,,1610612760,97,79,2025-12-28T22:19:43Z,4590000,False,,,0,,C. Wallace REBOUND (Off:1 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,462.0,3.0,2.0,1.0,,,,,,,,,,
464,PT01M33.00S,2025-12-28T22:19:48.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,93.24901445466492,50.49019607843137,1610612760,97,79,2025-12-28T22:23:03Z,4600000,False,2.0,11.0,1,right,MISS I. Hartenstein cutting DUNK,[1628392],1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,1.13,Missed,,,,,,,,,,,,,,,
465,PT01M33.00S,2025-12-28T22:19:48.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,97,79,2025-12-28T22:19:59Z,4610000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,464.0,,,,,,,,,,,,,
466,PT01M33.00S,2025-12-28T22:19:58.2Z,3,REGULAR,turnover,offensive goaltending,[],1628392,,,1610612760,97,79,2025-12-28T22:20:09Z,4620000,False,,,0,,I. Hartenstein offensive goaltending TURNOVER (2 TO),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,,1627964.0,,,,,,,,,
467,PT01M22.00S,2025-12-28T22:20:16.7Z,3,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612755,97,79,2025-12-28T22:20:27Z,4630000,False,,,0,,I. Hartenstein shooting personal FOUL (4 PF) (Edgecombe 2 FT),"[1628392, 1642845]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,4.0,0.0,Edgecombe,1642845.0,,
469,PT01M22.00S,2025-12-28T22:20:36.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1642845,,,1610612755,97,79,2025-12-28T22:20:36Z,4650000,False,,,0,,MISS V. Edgecombe Free Throw 1 of 2,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
470,PT01M22.00S,2025-12-28T22:20:36.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,97,79,2025-12-28T22:20:36Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,469.0,,,,,,,,,,,,,
471,PT01M22.00S,2025-12-28T22:21:01.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1642845,,,1610612755,97,80,2025-12-28T22:21:01Z,4670000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (9 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
472,PT01M08.00S,2025-12-28T22:21:17.2Z,3,REGULAR,3pt,Jump Shot,[],1630598,92.9862023653088,2.450980392156863,1610612760,97,80,2025-12-28T22:21:21Z,4680000,False,-238.0,13.0,1,right,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,23.81,Missed,,,,,,,,,,,,,,,
473,PT01M04.00S,2025-12-28T22:21:21.2Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,97,80,2025-12-28T22:21:21Z,4690000,False,,,0,,J. Edwards REBOUND (Off:0 Def:4),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,472.0,4.0,4.0,0.0,,,,,,,,,,
474,PT01M01.00S,2025-12-28T22:21:26.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642349,,,1610612755,97,80,2025-12-28T22:24:01Z,4700000,False,,,0,,A. Mitchell shooting personal FOUL (2 PF) (Edgecombe 2 FT),"[1642349, 1642845]",1610612760.0,OKC,shooting,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203591.0,,,,2.0,0.0,Edgecombe,1642845.0,,
477,PT01M01.00S,2025-12-28T22:21:52.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,97,80,2025-12-28T22:23:42Z,4730000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M01.00S,2025-12-28T22:24:19.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1642845,,,1610612755,97,81,2025-12-28T22:24:19Z,4750000,False,,,0,,V. Edgecombe Free Throw 1 of 2 (10 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
481,PT01M01.00S,2025-12-28T22:24:19.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1642845,,,1610612755,97,81,2025-12-28T22:24:31Z,4760000,False,,,0,,MISS V. Edgecombe Free Throw 2 of 2,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
482,PT00M59.30S,2025-12-28T22:24:20.8Z,3,REGULAR,rebound,offensive,[],1641737,,,1610612755,97,81,2025-12-28T22:24:31Z,4770000,False,,,0,,A. Bona REBOUND (Off:2 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,481.0,3.0,1.0,2.0,,,,,,,,,,
483,PT00M59.30S,2025-12-28T22:24:31.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641737,6.1268068331143235,50.73529411764706,1610612755,97,83,2025-12-28T22:24:36Z,4780000,False,-4.0,5.0,1,left,A. Bona putback Layup (10 PTS),[1641737],1610612755.0,PHI,putback,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,0.63,Made,10.0,,,,,,,,,,,,,,
484,PT00M47.80S,2025-12-28T22:24:45.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641717,92.85479632063075,49.754901960784316,1610612760,99,83,2025-12-28T22:24:51Z,4790000,False,-1.0,15.0,1,right,C. Wallace cutting DUNK (5 PTS) (I. Hartenstein 3 AST),"[1641717, 1628392]",1610612760.0,OKC,cutting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,1.47,Made,5.0,,,,,,I. Hartenstein,1628392.0,3.0,,,,,,
486,PT00M36.40S,2025-12-28T22:24:59.0Z,3,REGULAR,3pt,Jump Shot,[],1642845,26.757555847568987,82.1078431372549,1610612755,99,83,2025-12-28T22:25:08Z,4810000,False,-161.0,199.0,1,left,MISS V. Edgecombe 25' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,25.57,Missed,,,,,,,,,,,,,,,
488,PT00M34.50S,2025-12-28T22:25:00.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,99,83,2025-12-28T22:25:08Z,4830000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,486.0,,,,,,,,,,,,,
490,PT00M30.10S,2025-12-28T22:25:16.2Z,3,REGULAR,3pt,Jump Shot,[],1628983,67.62483574244416,59.31372549019608,1610612760,99,83,2025-12-28T22:25:20Z,4850000,False,47.0,252.0,1,right,MISS S. Gilgeous-Alexander 25' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,25.61,Missed,,,,,,,,,,,,,,,
491,PT00M27.40S,2025-12-28T22:25:18.9Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,99,83,2025-12-28T22:25:20Z,4860000,False,,,0,,J. Edwards REBOUND (Off:0 Def:5),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,490.0,5.0,5.0,0.0,,,,,,,,,,
492,PT00M18.50S,2025-12-28T22:25:27.8Z,3,REGULAR,turnover,bad pass,[],1642348,,,1610612755,99,83,2025-12-28T22:25:32Z,4870000,False,,,0,,J. Edwards bad pass TURNOVER (1 TO),"[1642348, 1630598]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,1.0,Wiggins,1630598.0,,,,,,,,,,,,,,,,,
493,PT00M18.50S,2025-12-28T22:25:27.8Z,3,REGULAR,steal,,[],1630598,,,1610612760,99,83,2025-12-28T22:25:29Z,4880000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
494,PT00M16.50S,2025-12-28T22:25:30.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630598,93.11760840998686,50.98039215686274,1610612760,101,83,2025-12-28T22:25:36Z,4890000,False,5.0,12.0,1,right,A. Wiggins running DUNK (6 PTS) (A. Mitchell 2 AST),"[1630598, 1642349]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,1.31,Made,6.0,,,,,,A. Mitchell,1642349.0,2.0,,,,,,
496,PT00M04.30S,2025-12-28T22:25:46.7Z,3,REGULAR,3pt,Jump Shot,[],1642272,33.327858081471746,59.068627450980394,1610612755,101,86,2025-12-28T22:25:51Z,4910000,False,-45.0,261.0,1,left,J. McCain 26' 3PT pullup (10 PTS),[1642272],1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,,26.47,Made,10.0,,,,,,,,,,,,,,
497,PT00M00.80S,2025-12-28T22:26:04.6Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642348,,,1610612760,101,86,2025-12-28T22:26:15Z,4920000,False,,,0,,J. Edwards shooting personal FOUL (2 PF) (Gilgeous-Alexander 3 FT),"[1642348, 1628983]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627964.0,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
499,PT00M00.80S,2025-12-28T22:26:22.0Z,3,REGULAR,freethrow,1 of 3,[],1628983,,,1610612760,101,86,2025-12-28T22:26:22Z,4940000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 3,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
500,PT00M00.80S,2025-12-28T22:26:22.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,101,86,2025-12-28T22:26:22Z,4950000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,
501,PT00M00.80S,2025-12-28T22:26:22.0Z,3,REGULAR,freethrow,2 of 3,[],1628983,,,1610612760,102,86,2025-12-28T22:26:57Z,4960000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 3 (27 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,27.0,,,,,,,,,,,,,,
502,PT00M00.80S,2025-12-28T22:26:38.8Z,3,REGULAR,substitution,out,[],1628392,,,1610612760,102,86,2025-12-28T22:26:46Z,4970000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M00.80S,2025-12-28T22:26:38.8Z,3,REGULAR,substitution,in,[],1631114,,,1610612760,102,86,2025-12-28T22:26:46Z,4980000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M00.80S,2025-12-28T22:26:22.0Z,3,REGULAR,freethrow,3 of 3,[],1628983,,,1610612760,102,86,2025-12-28T22:26:57Z,4990000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 3 of 3,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
505,PT00M00.80S,2025-12-28T22:26:22.0Z,3,REGULAR,rebound,offensive,[],1641717,,,1610612760,102,86,2025-12-28T22:26:57Z,5000000,False,,,0,,C. Wallace REBOUND (Off:2 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,504.0,4.0,2.0,2.0,,,,,,,,,,
506,PT00M00.00S,2025-12-28T22:27:04.9Z,3,REGULAR,period,end,[],0,,,1610612760,102,86,2025-12-28T22:27:04Z,5010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2025-12-28T22:27:12.2Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,102,86,2025-12-28T22:29:18Z,5020000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2025-12-28T22:27:12.2Z,4,REGULAR,substitution,out,['startperiod'],1642272,,,1610612760,102,86,2025-12-28T22:29:18Z,5030000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2025-12-28T22:27:12.2Z,4,REGULAR,substitution,out,['startperiod'],1641737,,,1610612760,102,86,2025-12-28T22:29:18Z,5040000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-12-28T22:27:12.2Z,4,REGULAR,substitution,out,['startperiod'],1642845,,,1610612760,102,86,2025-12-28T22:29:18Z,5050000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2025-12-28T22:27:12.2Z,4,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,102,86,2025-12-28T22:29:18Z,5060000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2025-12-28T22:27:12.2Z,4,REGULAR,substitution,in,['startperiod'],203083,,,1610612760,102,86,2025-12-28T22:29:18Z,5070000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-12-28T22:27:12.2Z,4,REGULAR,substitution,in,['startperiod'],1630178,,,1610612760,102,86,2025-12-28T22:29:18Z,5080000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-12-28T22:27:12.2Z,4,REGULAR,substitution,in,['startperiod'],202331,,,1610612760,102,86,2025-12-28T22:29:18Z,5090000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-12-28T22:29:38.3Z,4,REGULAR,period,start,[],0,,,1610612755,102,86,2025-12-28T22:29:38Z,5100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M39.00S,2025-12-28T22:29:59.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642348,7.835085413929041,54.41176470588235,1610612755,102,86,2025-12-28T22:30:05Z,5110000,False,-22.0,21.0,1,left,MISS J. Edwards driving Layup - blocked,"[1642348, 1631096]",1610612755.0,PHI,driving,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,3.06,Missed,,,,,,,,,,,,,,Holmgren,1631096.0
517,PT11M39.00S,2025-12-28T22:29:59.2Z,4,REGULAR,block,,[],1631096,,,1610612755,102,86,2025-12-28T22:30:01Z,5120000,False,,,0,,C. Holmgren BLOCK (3 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
518,PT11M36.00S,2025-12-28T22:30:02.2Z,4,REGULAR,rebound,offensive,[],203083,,,1610612755,102,86,2025-12-28T22:30:05Z,5130000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,516.0,2.0,1.0,1.0,,,,,,,,,,
519,PT11M35.00S,2025-12-28T22:30:02.9Z,4,REGULAR,turnover,bad pass,[],203083,,,1610612755,102,86,2025-12-28T22:30:08Z,5140000,False,,,0,,A. Drummond bad pass TURNOVER (3 TO),"[203083, 1642349]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,3.0,Mitchell,1642349.0,,,,,,,,,,,,,,,,,
520,PT11M35.00S,2025-12-28T22:30:02.9Z,4,REGULAR,steal,,[],1642349,,,1610612760,102,86,2025-12-28T22:30:04Z,5150000,False,,,0,,A. Mitchell STEAL (1 STL),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
521,PT11M21.00S,2025-12-28T22:30:17.2Z,4,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612760,102,86,2025-12-28T22:30:29Z,5160000,False,,,0,,Q. Grimes shooting personal FOUL (4 PF) (Holmgren 2 FT),"[1629656, 1631096]",1610612755.0,PHI,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,4.0,0.0,Holmgren,1631096.0,,
523,PT11M21.00S,2025-12-28T22:30:47.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631096,,,1610612760,103,86,2025-12-28T22:30:47Z,5180000,False,,,0,,C. Holmgren Free Throw 1 of 2 (24 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
524,PT11M21.00S,2025-12-28T22:31:05.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631096,,,1610612760,104,86,2025-12-28T22:31:05Z,5190000,False,,,0,,C. Holmgren Free Throw 2 of 2 (25 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,
525,PT11M12.00S,2025-12-28T22:31:18.9Z,4,REGULAR,3pt,Jump Shot,[],202331,28.33442838370565,24.264705882352942,1610612755,104,86,2025-12-28T22:31:23Z,5200000,False,129.0,214.0,1,left,MISS P. George 24' pullup 3PT,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,24.95,Missed,,,,,,,,,,,,,,,
526,PT11M09.00S,2025-12-28T22:31:21.9Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,104,86,2025-12-28T22:31:23Z,5210000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,525.0,3.0,3.0,0.0,,,,,,,,,,
527,PT11M02.00S,2025-12-28T22:31:29.1Z,4,REGULAR,3pt,Jump Shot,[],1642349,95.74572930354796,1.715686274509804,1610612760,104,86,2025-12-28T22:31:33Z,5220000,False,-241.0,-13.0,1,right,MISS A. Mitchell 24' 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Left Corner 3,24+ Left,,,,24.17,Missed,,,,,,,,,,,,,,,
528,PT11M00.00S,2025-12-28T22:31:31.7Z,4,REGULAR,rebound,offensive,[],1631096,,,1610612760,104,86,2025-12-28T22:31:31Z,5230000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,527.0,6.0,3.0,3.0,,,,,,,,,,
529,PT10M57.00S,2025-12-28T22:31:34.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,92.85479632063075,47.30392156862745,1610612760,106,86,2025-12-28T22:31:38Z,5240000,False,-13.0,15.0,1,right,C. Holmgren putback Layup (27 PTS),[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,2.0,Made,27.0,,,,,,,,,,,,,,
530,PT10M36.00S,2025-12-28T22:31:55.3Z,4,REGULAR,3pt,Jump Shot,[],1642348,30.831143232588698,23.284313725490197,1610612755,106,86,2025-12-28T22:32:03Z,5250000,False,134.0,237.0,1,left,MISS J. Edwards 27' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,27.23,Missed,,,,,,,,,,,,,,,
531,PT10M35.00S,2025-12-28T22:31:56.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,106,86,2025-12-28T22:32:03Z,5260000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,530.0,,,,,,,,,,,,,
