actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
494,PT00M22.40S,2025-10-29T01:44:38.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612758,80,83,2025-10-29T01:44:38Z,4890000,False,,,0,,D. DeRozan Free Throw 2 of 2 (16 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
495,PT00M05.20S,2025-10-29T01:44:56.7Z,3,REGULAR,3pt,Jump Shot,[],1631119,83.52496714848883,94.85294117647058,1610612760,80,83,2025-10-29T01:45:01Z,4900000,False,224.0,102.0,1,right,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
496,PT00M02.40S,2025-10-29T01:44:59.5Z,3,REGULAR,rebound,defensive,[],201566,,,1610612758,80,83,2025-10-29T01:44:59Z,4910000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:5),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,495.0,6.0,5.0,1.0,,,,,,,,,,,,,,
497,PT00M00.00S,2025-10-29T01:45:01.9Z,3,REGULAR,3pt,Jump Shot,[],201566,40.78515111695138,54.90196078431372,1610612758,80,83,2025-10-29T02:07:17Z,4920000,False,-25.0,331.0,1,left,MISS R. Westbrook 33' pullup 3PT,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,33.18,Missed,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2025-10-29T01:45:01.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,80,83,2025-10-29T01:45:21Z,4930000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,497.0,,,,,,,,,,,,,,,,,
499,PT00M00.00S,2025-10-29T01:45:16.0Z,3,REGULAR,period,end,[],0,,,1610612758,80,83,2025-10-29T01:45:16Z,4940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612758,80,83,2025-10-29T01:47:30Z,4950000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,out,['startperiod'],1631119,,,1610612758,80,83,2025-10-29T01:47:30Z,4960000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,out,['startperiod'],1642382,,,1610612758,80,83,2025-10-29T01:47:30Z,4970000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,out,['startperiod'],1642959,,,1610612758,80,83,2025-10-29T01:47:30Z,4980000,False,,,0,,SUB out: C. Youngblood,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,out,['startperiod'],1642269,,,1610612758,80,83,2025-10-29T01:47:30Z,4990000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,in,['startperiod'],1628392,,,1610612758,80,83,2025-10-29T01:47:30Z,5000000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,in,['startperiod'],1641717,,,1610612758,80,83,2025-10-29T01:47:30Z,5010000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,in,['startperiod'],1629652,,,1610612758,80,83,2025-10-29T01:47:30Z,5020000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,in,['startperiod'],1627936,,,1610612758,80,83,2025-10-29T01:47:30Z,5030000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2025-10-29T01:45:18.9Z,4,REGULAR,substitution,in,['startperiod'],1628370,,,1610612758,80,83,2025-10-29T01:47:30Z,5040000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-10-29T01:47:47.3Z,4,REGULAR,period,start,[],0,,,1610612760,80,83,2025-10-29T01:47:47Z,5050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M47.00S,2025-10-29T01:48:01.9Z,4,REGULAR,turnover,lost ball,[],1641717,,,1610612760,80,83,2025-10-29T01:48:11Z,5060000,False,,,0,,C. Wallace lost ball TURNOVER (2 TO),"[1641717, 201942]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,DeRozan,201942.0,,,,,,,,,,
512,PT11M47.00S,2025-10-29T01:48:01.9Z,4,REGULAR,steal,,[],201942,,,1610612758,80,83,2025-10-29T01:48:07Z,5070000,False,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
513,PT11M47.00S,2025-10-29T01:48:08.6Z,4,REGULAR,violation,kicked ball,[],1641717,,,1610612758,80,83,2025-10-29T01:48:15Z,5080000,False,,,0,,C. Wallace kicked ball VIOLATION,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,
514,PT11M37.00S,2025-10-29T01:48:28.5Z,4,REGULAR,turnover,bad pass,[],1628370,,,1610612758,80,83,2025-10-29T01:48:34Z,5090000,False,,,0,,M. Monk bad pass TURNOVER (2 TO),"[1628370, 1627936]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,Caruso,1627936.0,,,,,,,,,,
515,PT11M37.00S,2025-10-29T01:48:28.5Z,4,REGULAR,steal,,[],1627936,,,1610612760,80,83,2025-10-29T01:48:30Z,5100000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
516,PT11M33.00S,2025-10-29T01:48:33.0Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627936,75.24638633377135,11.76470588235294,1610612760,80,83,2025-10-29T01:49:04Z,5110000,False,-191.0,180.0,1,right,MISS A. Caruso 26' running 3PT,[1627936],1610612760.0,OKC,running,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
517,PT11M31.00S,2025-10-29T01:48:35.0Z,4,REGULAR,rebound,defensive,[],201566,,,1610612758,80,83,2025-10-29T01:48:38Z,5120000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:6),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,516.0,7.0,6.0,1.0,,,,,,,,,,,,,,
518,PT11M16.00S,2025-10-29T01:49:32.8Z,4,REGULAR,jumpball,recovered,[],0,,,1610612758,80,83,2025-10-29T01:49:32Z,5130000,False,,,0,,Jump Ball M. Monk vs. A. Caruso: Tip to Team (SAC),"[1628370, 1627936]",1610612758.0,SAC,heldball,Team (SAC),,,,Monk,1628370.0,Caruso,1627936.0,,,,,,,,,,,,,,,,,,,,,,
522,PT11M09.00S,2025-10-29T01:49:48.7Z,4,REGULAR,2pt,Jump Shot,[],201942,7.5722733245729295,17.892156862745097,1610612758,80,85,2025-10-29T01:49:55Z,5170000,False,161.0,19.0,1,left,D. DeRozan 16' turnaround fadeaway Jump Shot (18 PTS),[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,16.16,Made,,,,,18.0,,,,,,,,,,,,,
523,PT11M09.00S,2025-10-29T01:49:51.4Z,4,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612758,80,85,2025-10-29T01:49:57Z,5180000,False,,,0,,L. Dort shooting personal FOUL (3 PF) (DeRozan 1 FT),"[1629652, 201942]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628951.0,,,,3.0,0.0,DeRozan,201942.0,,
525,PT11M09.00S,2025-10-29T01:50:19.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,80,85,2025-10-29T01:50:19Z,5200000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT11M09.00S,2025-10-29T01:52:54.9Z,4,REGULAR,substitution,out,[],1641717,,,1610612758,80,85,2025-10-29T01:53:16Z,5220000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT11M09.00S,2025-10-29T01:52:54.9Z,4,REGULAR,substitution,in,[],1630598,,,1610612758,80,85,2025-10-29T01:53:16Z,5230000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M09.00S,2025-10-29T01:53:29.2Z,4,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,80,86,2025-10-29T01:53:29Z,5240000,False,,,0,,D. DeRozan Free Throw 1 of 1 (19 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
530,PT10M58.00S,2025-10-29T01:53:41.3Z,4,REGULAR,3pt,Jump Shot,[],1627936,67.7562417871222,65.68627450980392,1610612760,83,86,2025-10-29T01:53:45Z,5250000,False,78.0,251.0,1,right,A. Caruso 26' 3PT  (5 PTS) (L. Dort 1 AST),"[1627936, 1629652]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,26.26,Made,,,,,5.0,,,,,L. Dort,1629652.0,1.0,,,,,,
532,PT10M36.00S,2025-10-29T01:54:03.2Z,4,REGULAR,3pt,Jump Shot,[],201566,27.808804204993432,76.7156862745098,1610612758,83,89,2025-10-29T01:54:06Z,5270000,False,-134.0,209.0,1,left,R. Westbrook 24' 3PT pullup (16 PTS),[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,24.8,Made,,,,,16.0,,,,,,,,,,,,,
533,PT10M22.00S,2025-10-29T01:54:17.3Z,4,REGULAR,3pt,Jump Shot,[],1629652,70.51576872536137,80.14705882352942,1610612760,83,89,2025-10-29T01:54:21Z,5280000,False,151.0,225.0,1,right,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,,
534,PT10M19.00S,2025-10-29T01:54:20.3Z,4,REGULAR,rebound,defensive,[],201566,,,1610612758,83,89,2025-10-29T01:54:21Z,5290000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:7),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,533.0,8.0,7.0,1.0,,,,,,,,,,,,,,
535,PT10M14.00S,2025-10-29T01:54:25.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,7.30946123521682,39.21568627450981,1610612758,83,89,2025-10-29T01:54:33Z,5300000,False,54.0,16.0,1,left,MISS R. Westbrook running Layup - blocked,"[201566, 1627936]",1610612758.0,SAC,running,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,,,,,,Caruso,1627936.0
536,PT10M14.00S,2025-10-29T01:54:25.7Z,4,REGULAR,block,,[],1627936,,,1610612758,83,89,2025-10-29T01:54:27Z,5310000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
537,PT10M11.00S,2025-10-29T01:54:28.7Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,83,89,2025-10-29T01:54:33Z,5320000,False,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,535.0,3.0,2.0,1.0,,,,,,,,,,,,,,
538,PT10M05.00S,2025-10-29T01:54:35.1Z,4,REGULAR,3pt,Jump Shot,[],1630598,80.3712220762155,5.88235294117647,1610612760,83,89,2025-10-29T01:54:39Z,5330000,False,-221.0,132.0,1,right,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
539,PT10M04.00S,2025-10-29T01:54:36.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,83,89,2025-10-29T01:54:39Z,5340000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,538.0,,,,,,,,,,,,,,,,,
541,PT10M04.00S,2025-10-29T01:54:43.6Z,4,REGULAR,substitution,out,[],201942,,,1610612758,83,89,2025-10-29T01:54:53Z,5360000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT10M04.00S,2025-10-29T01:54:43.6Z,4,REGULAR,substitution,out,[],1629234,,,1610612758,83,89,2025-10-29T01:54:53Z,5370000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT10M04.00S,2025-10-29T01:54:43.6Z,4,REGULAR,substitution,in,[],203897,,,1610612758,83,89,2025-10-29T01:54:53Z,5380000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT10M04.00S,2025-10-29T01:54:43.6Z,4,REGULAR,substitution,in,[],1627734,,,1610612758,83,89,2025-10-29T01:54:53Z,5390000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M44.00S,2025-10-29T01:55:19.7Z,4,REGULAR,3pt,Jump Shot,[],1628370,25.04927726675427,85.5392156862745,1610612758,83,89,2025-10-29T01:55:27Z,5400000,False,-178.0,183.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
546,PT09M43.00S,2025-10-29T01:55:20.7Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,83,89,2025-10-29T01:55:42Z,5410000,False,,,0,,D. Sabonis REBOUND (Off:6 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,545.0,16.0,10.0,6.0,,,,,,,,,,,,,,
547,PT09M42.00S,2025-10-29T01:55:25.8Z,4,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,83,89,2025-10-29T01:55:30Z,5420000,False,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (3 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,3.0,,,1148.0,,,,,,,,,
548,PT09M22.00S,2025-10-29T01:56:03.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642349,92.06636005256242,47.30392156862745,1610612760,85,89,2025-10-29T01:56:06Z,5430000,False,-13.0,22.0,1,right,A. Mitchell driving Layup (13 PTS) (I. Hartenstein 3 AST),"[1642349, 1628392]",1610612760.0,OKC,driving,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,2.59,Made,,,,,13.0,,,,,I. Hartenstein,1628392.0,3.0,,,,,,
550,PT08M56.00S,2025-10-29T01:56:27.6Z,4,REGULAR,3pt,Jump Shot,[],203897,32.276609724047304,70.34313725490196,1610612758,85,89,2025-10-29T01:56:31Z,5450000,False,-102.0,251.0,1,left,MISS Z. LaVine 27' 3PT,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
551,PT08M53.00S,2025-10-29T01:56:30.6Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612760,85,89,2025-10-29T01:56:31Z,5460000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:8),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,550.0,9.0,8.0,1.0,,,,,,,,,,,,,,
552,PT08M37.00S,2025-10-29T01:56:46.7Z,4,REGULAR,2pt,Jump Shot,[],1642349,78.66294349540078,60.29411764705882,1610612760,85,89,2025-10-29T01:56:53Z,5470000,False,51.0,148.0,1,right,MISS A. Mitchell 15' pullup Shot,[1642349],1610612760.0,OKC,pullup,,,Mitchell,A. Mitchell,,,,,Mid-Range,8-16 Center,15.68,Missed,,,,,,,,,,,,,,,,,,
553,PT08M34.00S,2025-10-29T01:56:49.7Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612760,85,89,2025-10-29T01:56:53Z,5480000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:8),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Center,,,552.0,10.0,8.0,2.0,,,,,,,,,,,,,,
554,PT08M24.00S,2025-10-29T01:57:00.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642349,69.20170827858082,22.30392156862745,1610612760,88,89,2025-10-29T01:57:06Z,5490000,False,-138.0,237.0,1,right,A. Mitchell 27' 3PT pullup (16 PTS),[1642349],1610612760.0,OKC,pullup,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Left Center,27.45,Made,,,,,16.0,,,,,,,,,,,,,
555,PT08M05.00S,2025-10-29T01:57:19.8Z,4,REGULAR,2pt,Jump Shot,[],1628370,12.434296977660972,65.93137254901961,1610612758,88,91,2025-10-29T01:57:53Z,5500000,False,-80.0,64.0,1,left,M. Monk 10' turnaround Jump Shot (8 PTS) (R. Westbrook 4 AST),"[1628370, 201566]",1610612758.0,SAC,turnaround,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,10.25,Made,,,,,8.0,,,,,R. Westbrook,201566.0,4.0,,,,,,
557,PT07M49.00S,2025-10-29T01:57:34.9Z,4,REGULAR,3pt,Jump Shot,[],1642349,64.99671484888306,43.627450980392155,1610612760,88,91,2025-10-29T01:57:40Z,5520000,False,-32.0,277.0,1,right,MISS A. Mitchell 27' 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Center,27.83,Missed,,,,,,,,,,,,,,,,,,
558,PT07M45.00S,2025-10-29T01:57:38.9Z,4,REGULAR,rebound,defensive,[],201566,,,1610612758,88,91,2025-10-29T01:57:40Z,5530000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:8),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,557.0,9.0,8.0,1.0,,,,,,,,,,,,,,
559,PT07M42.00S,2025-10-29T01:57:44.5Z,4,REGULAR,foul,personal,['2freethrow'],1642349,,,1610612758,88,91,2025-10-29T01:57:49Z,5540000,False,,,0,,A. Mitchell shooting personal FOUL (3 PF) (Monk 2 FT),"[1642349, 1628370]",1610612760.0,OKC,shooting,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628951.0,,,,3.0,0.0,Monk,1628370.0,,
561,PT07M42.00S,2025-10-29T01:58:13.3Z,4,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,88,92,2025-10-29T02:01:27Z,5560000,False,,,0,,M. Monk Free Throw 1 of 2 (9 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
562,PT07M42.00S,2025-10-29T01:58:27.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,88,92,2025-10-29T01:58:27Z,5570000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M42.00S,2025-10-29T01:58:41.5Z,4,REGULAR,substitution,out,[],1629652,,,1610612758,88,92,2025-10-29T02:01:02Z,5580000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M42.00S,2025-10-29T01:58:41.5Z,4,REGULAR,substitution,out,[],1627936,,,1610612758,88,92,2025-10-29T02:01:02Z,5590000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M42.00S,2025-10-29T01:58:41.5Z,4,REGULAR,substitution,out,[],201566,,,1610612758,88,92,2025-10-29T02:01:02Z,5600000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M42.00S,2025-10-29T01:58:41.5Z,4,REGULAR,substitution,in,[],1628983,,,1610612758,88,92,2025-10-29T02:01:02Z,5610000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M42.00S,2025-10-29T01:58:41.5Z,4,REGULAR,substitution,in,[],1641717,,,1610612758,88,92,2025-10-29T02:01:02Z,5620000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M42.00S,2025-10-29T01:58:41.5Z,4,REGULAR,substitution,in,[],203471,,,1610612758,88,92,2025-10-29T02:01:02Z,5630000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M42.00S,2025-10-29T01:58:13.3Z,4,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,88,92,2025-10-29T02:01:27Z,5640000,False,,,0,,MISS M. Monk Free Throw 2 of 2,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
570,PT07M40.00S,2025-10-29T01:58:15.3Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612760,88,92,2025-10-29T02:01:27Z,5650000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:9),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,569.0,11.0,9.0,2.0,,,,,,,,,,,,,,
571,PT07M20.00S,2025-10-29T02:01:44.0Z,4,REGULAR,turnover,bad pass,[],1630598,,,1610612760,88,92,2025-10-29T02:01:47Z,5660000,False,,,0,,A. Wiggins bad pass TURNOVER (3 TO),"[1630598, 1628370]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,Monk,1628370.0,,,,,,,,,,
572,PT07M20.00S,2025-10-29T02:01:44.0Z,4,REGULAR,steal,,[],1628370,,,1610612758,88,92,2025-10-29T02:01:46Z,5670000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
573,PT07M16.00S,2025-10-29T02:01:48.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,5.075558475689881,52.69607843137255,1610612758,88,94,2025-10-29T02:01:53Z,5680000,False,-13.0,-5.0,1,left,Z. LaVine alley-oop Layup (18 PTS) (M. Monk 4 AST),"[203897, 1628370]",1610612758.0,SAC,alley-oop,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,18.0,,,,,M. Monk,1628370.0,4.0,,,,,,
575,PT07M01.00S,2025-10-29T02:02:02.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,88.78120893561103,55.88235294117647,1610612760,90,94,2025-10-29T02:02:08Z,5700000,False,29.0,53.0,1,right,S. Gilgeous-Alexander 6' driving floating Jump Shot (24 PTS) (C. Wallace 3 AST),"[1628983, 1641717]",1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,,,,,24.0,,,,,C. Wallace,1641717.0,3.0,,,,,,
577,PT06M37.00S,2025-10-29T02:02:26.3Z,4,REGULAR,3pt,Jump Shot,[],203897,27.020367936925098,80.88235294117648,1610612758,90,97,2025-10-29T02:02:31Z,5720000,False,-154.0,201.0,1,left,Z. LaVine 25' 3PT  (21 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,25.39,Made,,,,,21.0,,,,,,,,,,,,,
578,PT06M13.00S,2025-10-29T02:02:54.9Z,4,REGULAR,foul,offensive,[],1642349,,,1610612760,90,97,2025-10-29T02:03:06Z,5730000,False,,,0,,A. Mitchell offensive FOUL (4 PF),"[1642349, 1631165]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628951.0,,,,4.0,0.0,Ellis,1631165.0,,
