actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
246,PT04M55.00S,2025-10-29T00:48:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,90.48948751642575,50.0,1610612758,40,48,2025-10-29T00:48:25Z,2460000,False,0.0,37.0,1,right,D. Schröder driving finger roll Layup (4 PTS),[203471],1610612758.0,SAC,driving finger roll,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,3.69,Made,,,,,4.0,,,,,,,,,,,,,
247,PT04M54.00S,2025-10-29T00:48:26.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,40,48,2025-10-29T00:48:26Z,2470000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M54.00S,2025-10-29T00:48:27.2Z,2,REGULAR,substitution,out,[],1642349,,,1610612760,40,48,2025-10-29T00:50:56Z,2480000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M54.00S,2025-10-29T00:48:27.2Z,2,REGULAR,substitution,out,[],1628370,,,1610612760,40,48,2025-10-29T00:50:56Z,2490000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M54.00S,2025-10-29T00:48:27.2Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,40,48,2025-10-29T00:50:56Z,2500000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M54.00S,2025-10-29T00:48:27.2Z,2,REGULAR,substitution,in,[],1631165,,,1610612760,40,48,2025-10-29T00:50:56Z,2510000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M45.00S,2025-10-29T00:51:27.9Z,2,REGULAR,foul,personal,['2freethrow'],203471,,,1610612760,40,48,2025-10-29T00:51:35Z,2520000,False,,,0,,D. Schröder shooting personal FOUL (1 PF) (Caruso 2 FT),"[203471, 1627936]",1610612758.0,SAC,shooting,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1148.0,,,,1.0,0.0,Caruso,1627936.0,,
254,PT04M45.00S,2025-10-29T00:51:54.3Z,2,REGULAR,freethrow,1 of 2,[],1627936,,,1610612760,41,48,2025-10-29T00:51:54Z,2540000,False,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
255,PT04M45.00S,2025-10-29T00:52:11.6Z,2,REGULAR,freethrow,2 of 2,[],1627936,,,1610612760,42,48,2025-10-29T00:52:11Z,2550000,False,,,0,,A. Caruso Free Throw 2 of 2 (2 PTS),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
256,PT04M32.00S,2025-10-29T00:52:27.1Z,2,REGULAR,foul,personal,['3freethrow'],1629652,,,1610612758,42,48,2025-10-29T00:52:54Z,2560000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (LaVine 3 FT),"[1629652, 203897]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627539.0,,,,1.0,0.0,LaVine,203897.0,,
258,PT04M32.00S,2025-10-29T00:52:58.4Z,2,REGULAR,freethrow,1 of 3,[],203897,,,1610612758,42,49,2025-10-29T00:52:58Z,2580000,False,,,0,,Z. LaVine Free Throw 1 of 3 (4 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
259,PT04M32.00S,2025-10-29T00:53:17.4Z,2,REGULAR,freethrow,2 of 3,[],203897,,,1610612758,42,50,2025-10-29T00:53:17Z,2590000,False,,,0,,Z. LaVine Free Throw 2 of 3 (5 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
260,PT04M32.00S,2025-10-29T00:53:30.4Z,2,REGULAR,freethrow,3 of 3,[],203897,,,1610612758,42,51,2025-10-29T00:53:30Z,2600000,False,,,0,,Z. LaVine Free Throw 3 of 3 (6 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
261,PT04M20.00S,2025-10-29T00:53:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.732588699080158,62.00980392156863,1610612760,44,51,2025-10-29T00:53:47Z,2610000,False,-60.0,1.0,1,left,S. Gilgeous-Alexander 6' driving Layup (12 PTS) (J. Williams 2 AST),"[1628983, 1631119]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,12.0,,,,,J. Williams,1631119.0,2.0,,,,,,
263,PT04M08.00S,2025-10-29T00:53:56.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612758,44,51,2025-10-29T00:54:02Z,2630000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Ellis 2 FT),"[1627936, 1631165]",1610612760.0,OKC,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627539.0,,,,1.0,0.0,Ellis,1631165.0,,
265,PT04M08.00S,2025-10-29T00:54:25.9Z,2,REGULAR,freethrow,1 of 2,[],1631165,,,1610612758,44,52,2025-10-29T00:54:25Z,2650000,False,,,0,,K. Ellis Free Throw 1 of 2 (6 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
266,PT04M08.00S,2025-10-29T00:54:27.4Z,2,REGULAR,substitution,out,[],1627936,,,1610612758,44,52,2025-10-29T00:54:31Z,2660000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M08.00S,2025-10-29T00:54:27.4Z,2,REGULAR,substitution,in,[],1641717,,,1610612758,44,52,2025-10-29T00:54:31Z,2670000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M08.00S,2025-10-29T00:54:47.2Z,2,REGULAR,freethrow,2 of 2,[],1631165,,,1610612758,44,53,2025-10-29T00:54:47Z,2680000,False,,,0,,K. Ellis Free Throw 2 of 2 (7 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
269,PT03M57.00S,2025-10-29T00:55:00.1Z,2,REGULAR,3pt,Jump Shot,[],1631119,32.802233902759525,48.529411764705884,1610612760,47,53,2025-10-29T00:55:05Z,2690000,False,7.0,256.0,1,left,J. Williams 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,25.59,Made,,,,,3.0,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,
271,PT03M42.00S,2025-10-29T00:55:14.8Z,2,REGULAR,3pt,Jump Shot,[],1631165,90.88370565045992,94.85294117647058,1610612758,47,53,2025-10-29T00:55:18Z,2710000,False,224.0,33.0,1,right,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
272,PT03M40.00S,2025-10-29T00:55:16.8Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,47,53,2025-10-29T00:55:18Z,2720000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,271.0,2.0,2.0,0.0,,,,,,,,,,,,,,
273,PT03M31.00S,2025-10-29T00:55:25.4Z,2,REGULAR,turnover,bad pass,[],1631119,,,1610612760,47,53,2025-10-29T00:55:29Z,2730000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631119, 201566]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Westbrook,201566.0,,,,,,,,,,
274,PT03M31.00S,2025-10-29T00:55:25.4Z,2,REGULAR,steal,,[],201566,,,1610612758,47,53,2025-10-29T00:55:27Z,2740000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
275,PT03M28.00S,2025-10-29T00:55:29.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631165,93.11760840998686,47.794117647058826,1610612758,47,55,2025-10-29T00:56:32Z,2750000,False,-11.0,12.0,1,right,K. Ellis running Layup (9 PTS) (R. Westbrook 2 AST),"[1631165, 201566]",1610612758.0,SAC,running,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,9.0,,,,,R. Westbrook,201566.0,2.0,,,,,,
277,PT03M07.00S,2025-10-29T00:55:49.3Z,2,REGULAR,3pt,Jump Shot,[],1631119,30.436925098554536,29.411764705882355,1610612760,47,55,2025-10-29T00:55:53Z,2770000,False,103.0,234.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
278,PT03M05.00S,2025-10-29T00:55:51.3Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,47,55,2025-10-29T00:55:53Z,2780000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,277.0,1.0,0.0,1.0,,,,,,,,,,,,,,
279,PT03M00.00S,2025-10-29T00:55:57.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,5.601182654402102,41.66666666666667,1610612760,49,55,2025-10-29T00:56:02Z,2790000,False,42.0,0.0,1,left,S. Gilgeous-Alexander driving Layup (14 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,4.17,Made,,,,,14.0,,,,,,,,,,,,,
282,PT02M45.00S,2025-10-29T00:56:34.1Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612758,49,55,2025-10-29T00:58:12Z,2820000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M45.00S,2025-10-29T00:57:33.9Z,2,REGULAR,turnover,lost ball,[],201566,,,1610612758,49,55,2025-10-29T01:03:51Z,2835000,False,,,0,,R. Westbrook lost ball TURNOVER (2 TO),"[201566, 1629652]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,2.0,Dort,1629652.0,,,,,,,,,,
317,PT02M45.00S,2025-10-29T00:57:33.9Z,2,REGULAR,steal,,[],1629652,,,1610612760,49,55,2025-10-29T01:03:51Z,2837500,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
284,PT02M45.00S,2025-10-29T00:58:20.4Z,2,REGULAR,substitution,out,[],1631119,,,1610612760,49,55,2025-10-29T01:03:51Z,2840000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M45.00S,2025-10-29T00:58:20.4Z,2,REGULAR,substitution,out,[],201566,,,1610612760,49,55,2025-10-29T01:03:51Z,2850000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M45.00S,2025-10-29T00:58:20.4Z,2,REGULAR,substitution,in,[],1628392,,,1610612760,49,55,2025-10-29T01:03:51Z,2860000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M45.00S,2025-10-29T00:58:20.4Z,2,REGULAR,substitution,in,[],201942,,,1610612760,49,55,2025-10-29T01:03:51Z,2870000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M42.00S,2025-10-29T00:59:18.9Z,2,REGULAR,jumpball,recovered,[],1630598,,,1610612760,49,55,2025-10-29T00:59:18Z,2880000,False,,,0,,Jump Ball L. Dort vs. D. Sabonis: Tip to A. Wiggins,"[1630598, 1629652, 1627734]",1610612760.0,OKC,challenge,A. Wiggins,1630598.0,Wiggins,A. Wiggins,Dort,1629652.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
291,PT02M32.00S,2025-10-29T00:59:28.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630598,28.465834428383708,21.323529411764707,1610612760,49,55,2025-10-29T01:03:51Z,2910000,False,143.0,215.0,1,left,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
292,PT02M30.00S,2025-10-29T00:59:32.0Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,49,55,2025-10-29T00:59:32Z,2920000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,291.0,1.0,0.0,1.0,,,,,,,,,,,,,,
293,PT02M23.00S,2025-10-29T00:59:38.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1628983,4.155716162943495,49.26470588235294,1610612760,51,55,2025-10-29T01:03:51Z,2930000,False,4.0,-13.0,1,left,S. Gilgeous-Alexander driving Layup (16 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,16.0,,,,,,,,,,,,,
294,PT02M12.00S,2025-10-29T00:59:49.0Z,2,REGULAR,2pt,Jump Shot,[],203897,72.35545335085413,41.17647058823529,1610612758,51,57,2025-10-29T00:59:56Z,2940000,False,-44.0,207.0,1,right,Z. LaVine 21' pullup Jump Shot (8 PTS),[203897],1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,21.2,Made,,,,,8.0,,,,,,,,,,,,,
295,PT01M56.00S,2025-10-29T01:00:05.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,5.863994743758213,49.01960784313725,1610612760,53,57,2025-10-29T01:00:08Z,2950000,False,5.0,3.0,1,left,I. Hartenstein DUNK (2 PTS) (A. Wiggins 4 AST),"[1628392, 1630598]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,2.0,,,,,A. Wiggins,1630598.0,4.0,,,,,,
297,PT01M43.00S,2025-10-29T01:00:17.5Z,2,REGULAR,3pt,Jump Shot,[],203897,71.96123521681997,14.215686274509803,1610612758,53,60,2025-10-29T01:00:21Z,2970000,False,-179.0,211.0,1,right,Z. LaVine 27' 3PT  (11 PTS) (D. Schröder 1 AST),"[203897, 203471]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.67,Made,,,,,11.0,,,,,D. Schröder,203471.0,1.0,,,,,,
299,PT01M28.00S,2025-10-29T01:00:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,3.892904073587385,42.8921568627451,1610612760,53,60,2025-10-29T01:00:37Z,2990000,False,36.0,-16.0,1,left,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
300,PT01M26.00S,2025-10-29T01:00:35.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,53,60,2025-10-29T01:00:37Z,3000000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,299.0,7.0,5.0,2.0,,,,,,,,,,,,,,
301,PT01M23.00S,2025-10-29T01:00:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,90.88370565045992,47.05882352941176,1610612758,53,60,2025-10-29T01:04:05Z,3010000,False,-15.0,33.0,1,right,MISS Z. LaVine running Layup,[203897],1610612758.0,SAC,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
303,PT01M20.00S,2025-10-29T01:00:41.8Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,53,60,2025-10-29T01:00:43Z,3030000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,301.0,3.0,3.0,0.0,,,,,,,,,,,,,,
304,PT01M14.00S,2025-10-29T01:00:45.0Z,2,REGULAR,3pt,Jump Shot,[],1629652,22.28975032851511,10.049019607843137,1610612760,53,60,2025-10-29T01:01:20Z,3040000,False,200.0,157.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
305,PT01M10.00S,2025-10-29T01:00:49.0Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,53,60,2025-10-29T01:01:20Z,3050000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,304.0,2.0,0.0,2.0,,,,,,,,,,,,,,
306,PT01M10.00S,2025-10-29T01:00:50.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630598,5.590000152587891,50.0,1610612760,55,60,2025-10-29T01:00:50Z,3060000,False,0.0,0.0,1,left,A. Wiggins tip DUNK (12 PTS),[1630598],1610612760.0,OKC,tip,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,12.0,,,,,,,,,,,,,
307,PT00M48.30S,2025-10-29T01:01:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,87.33574244415243,47.30392156862745,1610612758,55,60,2025-10-29T01:01:17Z,3070000,False,-13.0,67.0,1,right,MISS D. Sabonis 6' fadeaway Shot,[1627734],1610612758.0,SAC,fadeaway,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.79,Missed,,,,,,,,,,,,,,,,,,
308,PT00M46.60S,2025-10-29T01:01:14.8Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,55,60,2025-10-29T01:01:17Z,3080000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:6),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,307.0,7.0,6.0,1.0,,,,,,,,,,,,,,
309,PT00M30.40S,2025-10-29T01:01:32.0Z,2,REGULAR,3pt,Jump Shot,[],1641717,29.517082785808146,68.62745098039215,1610612760,58,60,2025-10-29T01:01:35Z,3090000,False,-93.0,225.0,1,left,C. Wallace 24' 3PT  (5 PTS) (S. Gilgeous-Alexander 2 AST),"[1641717, 1628983]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,24.35,Made,,,,,5.0,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,
311,PT00M09.80S,2025-10-29T01:01:57.5Z,2,REGULAR,2pt,Jump Shot,[],201942,73.27529566360053,43.13725490196079,1610612758,58,62,2025-10-29T01:02:00Z,3110000,False,-34.0,199.0,1,right,D. DeRozan 20' pullup Jump Shot (11 PTS) (Z. LaVine 2 AST),"[201942, 203897]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,20.16,Made,,,,,11.0,,,,,Z. LaVine,203897.0,2.0,,,,,,
313,PT00M00.00S,2025-10-29T01:02:10.9Z,2,REGULAR,3pt,Jump Shot,[],1628983,35.955978975032856,58.08823529411765,1610612760,58,62,2025-10-29T01:02:17Z,3130000,False,-40.0,285.0,1,left,MISS S. Gilgeous-Alexander 28' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,28.83,Missed,,,,,,,,,,,,,,,,,,
314,PT00M00.00S,2025-10-29T01:02:14.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,58,62,2025-10-29T01:02:14Z,3140000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,313.0,,,,,,,,,,,,,,,,,
315,PT00M00.00S,2025-10-29T01:02:25.4Z,2,REGULAR,period,end,[],0,,,1610612760,58,62,2025-10-29T01:02:25Z,3150000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-10-29T01:16:38.9Z,3,REGULAR,substitution,out,['startperiod'],1631165,,,1610612760,58,62,2025-10-29T01:17:14Z,3160000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-10-29T01:16:38.9Z,3,REGULAR,substitution,in,['startperiod'],201566,,,1610612760,58,62,2025-10-29T01:17:14Z,3170000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-10-29T01:17:27.5Z,3,REGULAR,period,start,[],0,,,1610612758,58,62,2025-10-29T01:17:27Z,3180000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M46.00S,2025-10-29T01:17:40.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,4.28712220762155,48.529411764705884,1610612758,58,64,2025-10-29T01:17:44Z,3190000,False,7.0,-12.0,1,left,R. Westbrook driving Layup (13 PTS) (D. DeRozan 3 AST),"[201566, 201942]",1610612758.0,SAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,13.0,,,,,D. DeRozan,201942.0,3.0,,,,,,
323,PT11M34.00S,2025-10-29T01:17:52.6Z,3,REGULAR,3pt,Jump Shot,[],1630598,76.69185282522996,9.313725490196079,1610612760,61,64,2025-10-29T01:18:00Z,3210000,False,-203.0,167.0,1,right,A. Wiggins 26' 3PT  (15 PTS) (I. Hartenstein 2 AST),"[1630598, 1628392]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.29,Made,,,,,15.0,,,,,I. Hartenstein,1628392.0,2.0,,,,,,
325,PT11M22.00S,2025-10-29T01:18:04.3Z,3,REGULAR,3pt,Jump Shot,[],203897,6.1268068331143235,4.411764705882353,1610612758,61,67,2025-10-29T01:19:18Z,3230000,False,228.0,5.0,1,left,Z. LaVine 3PT  (14 PTS) (R. Westbrook 3 AST),"[203897, 201566]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,14.0,,,,,R. Westbrook,201566.0,3.0,,,,,,
327,PT11M01.00S,2025-10-29T01:18:25.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,91.01511169513797,63.23529411764706,1610612760,61,67,2025-10-29T01:18:31Z,3250000,False,66.0,32.0,1,right,MISS S. Gilgeous-Alexander 7' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
328,PT10M57.00S,2025-10-29T01:18:29.4Z,3,REGULAR,rebound,defensive,[],203897,,,1610612758,61,67,2025-10-29T01:18:31Z,3260000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,327.0,2.0,2.0,0.0,,,,,,,,,,,,,,
329,PT10M45.00S,2025-10-29T01:18:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.652431011826544,51.470588235294116,1610612758,61,67,2025-10-29T01:18:46Z,3270000,False,-7.0,10.0,1,left,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
330,PT10M43.00S,2025-10-29T01:18:43.9Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,61,67,2025-10-29T01:18:46Z,3280000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,329.0,8.0,5.0,3.0,,,,,,,,,,,,,,
331,PT10M43.00S,2025-10-29T01:18:43.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.5722733245729295,50.49019607843137,1610612758,61,67,2025-10-29T01:18:48Z,3290000,False,-2.0,19.0,1,left,MISS D. Sabonis putback Layup - blocked,"[1627734, 1628392]",1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
332,PT10M43.00S,2025-10-29T01:18:43.5Z,3,REGULAR,block,,[],1628392,,,1610612758,61,67,2025-10-29T01:18:45Z,3300000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
