actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
91,PT03M54.00S,2025-12-28T23:28:58.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631321,82.7365308804205,79.65686274509804,1610612757,20,23,2025-12-28T23:29:02Z,910000,False,148.0,110.0,1,right,MISS S. Cissoko 18' pullup Shot,[1631321],1610612757.0,POR,pullup,,,Cissoko,S. Cissoko,,,,,Mid-Range,16-24 Right Center,,,18.45,Missed,,,,,,,,,,,,,,,,
92,PT03M51.00S,2025-12-28T23:29:01.4Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,20,23,2025-12-28T23:30:19Z,920000,False,,,0,,D. Clingan REBOUND (Off:2 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,91.0,6.0,4.0,2.0,,,,,,
93,PT03M50.00S,2025-12-28T23:29:02.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642270,93.9060446780552,49.26470588235294,1610612757,22,23,2025-12-28T23:29:15Z,930000,False,-4.0,5.0,1,right,D. Clingan DUNK (11 PTS) (S. Cissoko 1 AST),"[1642270, 1631321]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,0.61,Made,11.0,,,S. Cissoko,1631321.0,1.0,,,,,,,,,,
95,PT03M50.00S,2025-12-28T23:29:14.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612738,22,23,2025-12-28T23:29:14Z,950000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M33.00S,2025-12-28T23:30:58.7Z,1,REGULAR,3pt,Jump Shot,[],1629014,7.440867279894875,95.58823529411765,1610612738,22,23,2025-12-28T23:31:02Z,960000,False,-228.0,17.0,1,left,MISS A. Simons 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,,,22.86,Missed,,,,,,,,,,,,,,,,
97,PT03M33.00S,2025-12-28T23:30:58.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,22,23,2025-12-28T23:31:02Z,970000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,96.0,,,,,,,,,
99,PT03M25.00S,2025-12-28T23:31:21.7Z,1,REGULAR,foul,personal,['2freethrow'],1630568,,,1610612757,22,23,2025-12-28T23:31:28Z,990000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Avdija 2 FT),"[1630568, 1630166]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,1162.0,,,,,,,,,,,,,,1.0,0.0,Avdija,1630166.0,,
101,PT03M25.00S,2025-12-28T23:31:51.9Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,23,23,2025-12-28T23:31:51Z,1010000,False,,,0,,D. Avdija Free Throw 1 of 2 (5 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
102,PT03M25.00S,2025-12-28T23:32:07.0Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,24,23,2025-12-28T23:32:07Z,1020000,False,,,0,,D. Avdija Free Throw 2 of 2 (6 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
104,PT03M06.00S,2025-12-28T23:32:43.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,30.831143232588698,22.794117647058822,1610612738,24,23,2025-12-28T23:32:47Z,1040000,False,136.0,237.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,27.35,Missed,,,,,,,,,,,,,,,,
105,PT03M03.00S,2025-12-28T23:32:46.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,24,23,2025-12-28T23:32:50Z,1050000,False,,,0,,D. Clingan REBOUND (Off:2 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,104.0,7.0,5.0,2.0,,,,,,
545,PT02M56.00S,2025-12-28T23:32:50.9Z,1,REGULAR,turnover,lost ball,[],1631126,,,1610612757,24,23,2025-12-29T00:55:14Z,1070000,False,,,0,,C. Love lost ball TURNOVER (1 TO),"[1631126, 1629014]",1610612757.0,POR,,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,1.0,,,,Simons,1629014.0,,,,,,,,,,,,,
546,PT02M56.00S,2025-12-28T23:32:50.9Z,1,REGULAR,steal,,[],1629014,,,1610612738,24,23,2025-12-29T00:55:03Z,1080000,False,,,0,,A. Simons STEAL (1 STL),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
109,PT02M50.00S,2025-12-28T23:32:58.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1642864,9.674770039421814,51.225490196078425,1610612738,24,25,2025-12-29T00:55:03Z,1090000,False,-6.0,38.0,1,left,H. González running Layup (2 PTS),[1642864],1610612738.0,BOS,running,,,González,H. González,,,,,Restricted Area,0-8 Center,,,3.89,Made,2.0,,,,,,,,,,,,,,,
110,PT02M34.00S,2025-12-28T23:33:15.4Z,1,REGULAR,3pt,Jump Shot,[],1641739,66.5735873850197,31.127450980392158,1610612757,24,25,2025-12-28T23:33:19Z,1100000,False,-94.0,262.0,1,right,MISS T. Camara 27' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,27.82,Missed,,,,,,,,,,,,,,,,
111,PT02M31.00S,2025-12-28T23:33:18.4Z,1,REGULAR,rebound,offensive,[],1631126,,,1610612757,24,25,2025-12-28T23:33:19Z,1110000,False,,,0,,C. Love REBOUND (Off:1 Def:0),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,110.0,1.0,0.0,1.0,,,,,,
112,PT02M29.00S,2025-12-28T23:33:19.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,67.7562417871222,71.32352941176471,1610612757,24,25,2025-12-28T23:33:23Z,1120000,False,107.0,251.0,1,right,MISS D. Avdija 27' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,27.23,Missed,,,,,,,,,,,,,,,,
113,PT02M28.00S,2025-12-28T23:33:20.8Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,24,25,2025-12-28T23:33:23Z,1130000,False,,,0,,D. Clingan REBOUND (Off:3 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,112.0,8.0,5.0,3.0,,,,,,
114,PT02M25.00S,2025-12-28T23:33:25.3Z,1,REGULAR,turnover,bad pass,[],1642270,,,1610612757,24,25,2025-12-28T23:33:30Z,1140000,False,,,0,,D. Clingan bad pass TURNOVER (1 TO),"[1642270, 1629014]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,Simons,1629014.0,,,,,,,,,,,,,
115,PT02M25.00S,2025-12-28T23:33:25.3Z,1,REGULAR,steal,,[],1629014,,,1610612738,24,25,2025-12-28T23:33:26Z,1150000,False,,,0,,A. Simons STEAL (2 STL),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
116,PT02M21.00S,2025-12-28T23:33:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629014,6.652431011826544,47.549019607843135,1610612738,24,27,2025-12-28T23:33:33Z,1160000,False,12.0,10.0,1,left,A. Simons running Layup (5 PTS),[1629014],1610612738.0,BOS,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,1.59,Made,5.0,,,,,,,,,,,,,,,
117,PT02M14.00S,2025-12-28T23:33:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,93.51182654402102,49.50980392156863,1610612757,26,27,2025-12-28T23:33:44Z,1170000,False,-2.0,8.0,1,right,T. Camara driving Layup (4 PTS) (D. Avdija 4 AST),"[1641739, 1630166]",1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,0.89,Made,4.0,,,D. Avdija,1630166.0,4.0,,,,,,,,,,
119,PT02M14.00S,2025-12-28T23:33:40.3Z,1,REGULAR,foul,personal,['1freethrow'],1630568,,,1610612757,26,27,2025-12-28T23:34:07Z,1190000,False,,,0,,L. Garza shooting personal FOUL (2 PF) (Camara 1 FT),"[1630568, 1641739]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,1627519.0,,,,,,,,,,,,,,2.0,0.0,Camara,1641739.0,,
121,PT02M14.00S,2025-12-28T23:33:49.5Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,26,27,2025-12-28T23:34:04Z,1210000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M14.00S,2025-12-28T23:33:49.5Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,26,27,2025-12-28T23:34:04Z,1220000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M14.00S,2025-12-28T23:33:49.5Z,1,REGULAR,substitution,out,[],1630202,,,1610612757,26,27,2025-12-28T23:34:04Z,1230000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M14.00S,2025-12-28T23:33:49.5Z,1,REGULAR,substitution,out,[],1642864,,,1610612757,26,27,2025-12-28T23:34:04Z,1240000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2025-12-28T23:33:49.5Z,1,REGULAR,substitution,in,[],1642905,,,1610612757,26,27,2025-12-28T23:34:04Z,1250000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M14.00S,2025-12-28T23:33:49.5Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,26,27,2025-12-28T23:34:04Z,1260000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M14.00S,2025-12-28T23:33:49.5Z,1,REGULAR,substitution,in,[],1630573,,,1610612757,26,27,2025-12-28T23:34:04Z,1270000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M14.00S,2025-12-28T23:33:49.5Z,1,REGULAR,substitution,in,[],1628401,,,1610612757,26,27,2025-12-28T23:34:04Z,1280000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M14.00S,2025-12-28T23:34:09.5Z,1,REGULAR,substitution,out,[],1631321,,,1610612757,26,27,2025-12-28T23:34:13Z,1290000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M14.00S,2025-12-28T23:34:09.5Z,1,REGULAR,substitution,in,[],1641712,,,1610612757,26,27,2025-12-28T23:34:13Z,1300000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M14.00S,2025-12-28T23:34:25.0Z,1,REGULAR,freethrow,1 of 1,[],1641739,,,1610612757,26,27,2025-12-28T23:34:25Z,1310000,False,,,0,,MISS T. Camara Free Throw 1 of 1,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
132,PT02M11.00S,2025-12-28T23:34:28.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,26,27,2025-12-28T23:34:28Z,1320000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,
139,PT02M00.00S,2025-12-28T23:34:33.3Z,1,REGULAR,turnover,lost ball,[],1629014,,,1610612738,26,27,2025-12-28T23:35:24Z,1325000,False,,,0,,A. Simons lost ball TURNOVER (1 TO),"[1629014, 1631126]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,1.0,,,,Love,1631126.0,,,,,,,,,,,,,
140,PT02M00.00S,2025-12-28T23:34:33.3Z,1,REGULAR,steal,,[],1631126,,,1610612757,26,27,2025-12-28T23:35:24Z,1327500,False,,,0,,C. Love STEAL (1 STL),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
146,PT02M00.00S,2025-12-28T23:34:37.4Z,1,REGULAR,turnover,out-of-bounds,[],1631126,,,1610612757,26,27,2025-12-28T23:35:41Z,1328750,False,,,0,,C. Love lost ball out-of-bounds TURNOVER (2 TO),[1631126],1610612757.0,POR,lost ball,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,1627519.0,2.0,,,,,,,,,,,,,,,,,,
134,PT02M00.00S,2025-12-28T23:34:44.8Z,1,REGULAR,substitution,out,[],1641739,,,1610612738,26,27,2025-12-28T23:35:41Z,1340000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2025-12-28T23:34:44.8Z,1,REGULAR,substitution,in,[],1631200,,,1610612738,26,27,2025-12-28T23:35:41Z,1350000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M52.00S,2025-12-28T23:35:13.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,11.383048620236531,39.950980392156865,1610612738,26,27,2025-12-28T23:35:47Z,1360000,False,50.0,55.0,1,left,MISS J. Brown 7' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,7.41,Missed,,,,,,,,,,,,,,,,
137,PT01M50.00S,2025-12-28T23:35:14.9Z,1,REGULAR,rebound,defensive,[],1642905,,,1610612757,26,27,2025-12-28T23:35:14Z,1370000,False,,,0,,Yang REBOUND (Off:0 Def:1),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,
138,PT01M43.00S,2025-12-28T23:35:22.4Z,1,REGULAR,3pt,Jump Shot,[],1642905,70.12155059132719,71.32352941176471,1610612757,26,27,2025-12-28T23:35:48Z,1380000,False,107.0,228.0,1,right,MISS Yang 25' 3PT,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Right Center,,,25.21,Missed,,,,,,,,,,,,,,,,
141,PT01M40.00S,2025-12-28T23:35:25.4Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612738,26,27,2025-12-28T23:35:48Z,1390000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,
142,PT01M33.00S,2025-12-28T23:35:31.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,9.149145860709593,97.05882352941177,1610612738,26,27,2025-12-29T00:51:29Z,1400000,False,-235.0,34.0,1,left,MISS S. Hauser running pullup 3PT,[1630573],1610612738.0,BOS,running pullup,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,23.77,Missed,,,,,,,,,,,,,,,,
143,PT01M33.00S,2025-12-28T23:35:32.3Z,1,REGULAR,rebound,offensive,[],1629014,,,1610612738,26,27,2025-12-28T23:35:32Z,1410000,False,,,0,,A. Simons REBOUND (Off:1 Def:1),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,,,,,,,,,,,142.0,2.0,1.0,1.0,,,,,,
144,PT01M31.00S,2025-12-28T23:35:33.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,31.09395532194481,25.49019607843137,1610612738,26,27,2025-12-28T23:35:55Z,1420000,False,123.0,240.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,26.93,Missed,,,,,,,,,,,,,,,,
145,PT01M28.00S,2025-12-28T23:35:36.9Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,26,27,2025-12-28T23:35:55Z,1430000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,
166,PT01M11.00S,2025-12-28T23:36:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631126,90.88370565045992,48.03921568627451,1610612757,26,27,2025-12-28T23:39:01Z,1445000,False,-10.0,33.0,1,right,MISS C. Love driving Layup - blocked,"[1631126, 1630573]",1610612757.0,POR,driving,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,,3.46,Missed,,,,,,,,,,,,,,,Hauser,1630573.0
167,PT01M11.00S,2025-12-28T23:36:06.6Z,1,REGULAR,block,,[],1630573,,,1610612757,26,27,2025-12-28T23:39:01Z,1447500,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT01M11.00S,2025-12-28T23:36:06.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,26,27,2025-12-28T23:39:01Z,1448750,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,166.0,,,,,,,,,
148,PT01M02.00S,2025-12-28T23:36:13.7Z,1,REGULAR,3pt,Jump Shot,[],1630568,31.488173455978973,33.82352941176471,1610612738,26,27,2025-12-28T23:39:01Z,1450000,False,81.0,243.0,1,left,MISS L. Garza 25' 3PT,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,,,25.66,Missed,,,,,,,,,,,,,,,,
149,PT00M59.60S,2025-12-28T23:36:16.1Z,1,REGULAR,rebound,defensive,[],1642905,,,1610612757,26,27,2025-12-28T23:36:18Z,1460000,False,,,0,,Yang REBOUND (Off:0 Def:2),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Center,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,
150,PT00M42.10S,2025-12-28T23:36:34.0Z,1,REGULAR,3pt,Jump Shot,[],1631126,68.67608409986859,20.34313725490196,1610612757,29,27,2025-12-28T23:36:38Z,1470000,False,-148.0,242.0,1,right,C. Love 28' 3PT  (3 PTS) (K. Murray 2 AST),"[1631126, 1631200]",1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,,,28.37,Made,3.0,,,K. Murray,1631200.0,2.0,,,,,,,,,,
152,PT00M39.40S,2025-12-28T23:36:40.5Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,29,27,2025-12-28T23:56:21Z,1490000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1631126]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,1.0,,,,Love,1631126.0,,,,,,,,,,,,,
153,PT00M39.40S,2025-12-28T23:36:40.5Z,1,REGULAR,steal,,[],1631126,,,1610612757,29,27,2025-12-28T23:36:41Z,1500000,False,,,0,,C. Love STEAL (2 STL),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
154,PT00M38.70S,2025-12-28T23:36:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631126,93.64323258869908,47.549019607843135,1610612757,31,27,2025-12-28T23:36:49Z,1510000,False,-12.0,7.0,1,right,C. Love driving Layup (5 PTS),[1631126],1610612757.0,POR,driving,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,,1.43,Made,5.0,,,,,,,,,,,,,,,
155,PT00M30.40S,2025-12-28T23:36:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,12.171484888304862,50.98039215686274,1610612738,31,29,2025-12-28T23:36:57Z,1520000,False,-5.0,62.0,1,left,J. Brown 6' driving floating Jump Shot (12 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,6.21,Made,12.0,,,,,,,,,,,,,,,
156,PT00M12.00S,2025-12-28T23:37:25.5Z,1,REGULAR,foul,offensive,[],1642905,,,1610612757,31,29,2025-12-28T23:37:37Z,1530000,False,,,0,,Yang offensive FOUL (1 PF),"[1642905, 1628401]",1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),8-16 Center,1627519.0,,,,,,,,,,,,,,1.0,0.0,White,1628401.0,,
158,PT00M12.00S,2025-12-28T23:37:25.5Z,1,REGULAR,turnover,offensive foul,[],1642905,,,1610612757,31,29,2025-12-28T23:37:25Z,1550000,False,,,0,,Yang offensive foul TURNOVER (1 TO),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),8-16 Center,1627519.0,1.0,,,,,,,,,,,,,,,,,,
159,PT00M12.00S,2025-12-28T23:37:38.9Z,1,REGULAR,substitution,out,[],1642905,,,1610612738,31,29,2025-12-28T23:37:51Z,1560000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M12.00S,2025-12-28T23:37:38.9Z,1,REGULAR,substitution,out,[],1630568,,,1610612738,31,29,2025-12-28T23:37:51Z,1570000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M12.00S,2025-12-28T23:37:38.9Z,1,REGULAR,substitution,in,[],1642270,,,1610612738,31,29,2025-12-28T23:37:51Z,1580000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M12.00S,2025-12-28T23:37:38.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,31,29,2025-12-28T23:37:51Z,1590000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M03.20S,2025-12-28T23:38:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1641712,,,1610612738,31,29,2025-12-28T23:38:20Z,1600000,False,,,0,,R. Rupert shooting personal FOUL (1 PF) (Brown 2 FT),"[1641712, 1627759]",1610612757.0,POR,shooting,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,,,,,,,,,,,,,1.0,0.0,Brown,1627759.0,,
165,PT00M03.20S,2025-12-28T23:38:46.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,31,30,2025-12-28T23:38:46Z,1620000,False,,,0,,J. Brown Free Throw 1 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
169,PT00M03.20S,2025-12-28T23:38:46.6Z,1,REGULAR,substitution,out,[],1641712,,,1610612738,31,30,2025-12-28T23:39:08Z,1630000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M03.20S,2025-12-28T23:38:46.6Z,1,REGULAR,substitution,out,[],1642270,,,1610612738,31,30,2025-12-28T23:39:08Z,1640000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M03.20S,2025-12-28T23:38:46.6Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,31,30,2025-12-28T23:39:08Z,1650000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M03.20S,2025-12-28T23:38:46.6Z,1,REGULAR,substitution,in,[],1641739,,,1610612738,31,30,2025-12-28T23:39:08Z,1660000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M03.20S,2025-12-28T23:38:46.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612738,31,30,2025-12-28T23:39:08Z,1670000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M03.20S,2025-12-28T23:38:46.6Z,1,REGULAR,substitution,in,[],1642864,,,1610612738,31,30,2025-12-28T23:39:08Z,1680000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M03.20S,2025-12-28T23:39:11.9Z,1,REGULAR,substitution,out,[],1629014,,,1610612738,31,30,2025-12-28T23:39:19Z,1690000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M03.20S,2025-12-28T23:39:11.9Z,1,REGULAR,substitution,in,[],1631248,,,1610612738,31,30,2025-12-28T23:39:19Z,1700000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
