actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
92,PT04M58.00S,2026-01-10T03:25:15.3Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,20,17,2026-01-10T03:25:21Z,920000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M58.00S,2026-01-10T03:25:15.3Z,1,REGULAR,substitution,in,[],1631126,,,1610612745,20,17,2026-01-10T03:25:21Z,930000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M58.00S,2026-01-10T03:25:15.3Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,20,17,2026-01-10T03:25:21Z,940000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M46.00S,2026-01-10T03:25:41.7Z,1,REGULAR,2pt,Jump Shot,[],1631095,90.48948751642575,27.450980392156865,1610612745,20,17,2026-01-10T03:25:47Z,950000,False,-113.0,37.0,1,right,MISS J. Smith Jr. 11' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,11.86,Missed,,,,,,,,,,,,,,,
96,PT04M41.00S,2026-01-10T03:25:46.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612745,20,17,2026-01-10T03:25:47Z,960000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,95.0,,,,,,1.0,0.0,1.0
97,PT04M40.00S,2026-01-10T03:25:47.2Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612745,20,17,2026-01-10T03:25:50Z,970000,False,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1642270]",1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,1.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,
98,PT04M40.00S,2026-01-10T03:25:47.2Z,1,REGULAR,steal,,[],1642270,,,1610612757,20,17,2026-01-10T03:25:49Z,980000,False,,,0,,D. Clingan STEAL (1 STL),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT04M34.00S,2026-01-10T03:25:53.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,7.703679369250986,5.392156862745098,1610612757,23,17,2026-01-10T03:27:02Z,990000,False,223.0,20.0,1,left,T. Camara 3PT  (13 PTS) (R. Rupert 1 AST),"[1641739, 1641712]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,22.39,Made,13.0,R. Rupert,1641712.0,1.0,,,,,,,,,,,
101,PT04M09.00S,2026-01-10T03:26:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,88.64980289093299,64.95098039215686,1610612745,23,19,2026-01-10T03:26:22Z,1010000,False,75.0,54.0,1,right,K. Durant 9' turnaround fadeaway Jump Shot (4 PTS),[201142],1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,,,,9.24,Made,4.0,,,,,,,,,,,,,,
102,PT03M48.00S,2026-01-10T03:26:39.8Z,1,REGULAR,2pt,Jump Shot,[],1641739,15.588042049934298,29.411764705882355,1610612757,23,19,2026-01-10T03:27:59Z,1020000,False,103.0,94.0,1,left,MISS T. Camara 13' driving floating bank Shot,[1641739],1610612757.0,POR,driving floating bank,,,Camara,T. Camara,,,,,Mid-Range,8-16 Right,,,,13.94,Missed,,,,,,,,,,,,,,,
103,PT03M46.00S,2026-01-10T03:26:41.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,23,19,2026-01-10T03:26:45Z,1030000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,102.0,,,,,,1.0,1.0,0.0
104,PT03M28.00S,2026-01-10T03:26:59.9Z,1,REGULAR,2pt,Jump Shot,[],201142,80.23981603153744,29.65686274509804,1610612745,23,21,2026-01-10T03:27:03Z,1040000,False,-102.0,133.0,1,right,K. Durant 16' pullup Jump Shot (6 PTS),[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,16.76,Made,6.0,,,,,,,,,,,,,,
105,PT03M16.00S,2026-01-10T03:27:11.1Z,1,REGULAR,3pt,Jump Shot,[],1641739,29.122864651773984,75.49019607843137,1610612757,26,21,2026-01-10T03:27:15Z,1050000,False,-127.0,221.0,1,left,T. Camara 25' 3PT pullup (16 PTS),[1641739],1610612757.0,POR,pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,25.54,Made,16.0,,,,,,,,,,,,,,
106,PT02M55.00S,2026-01-10T03:27:32.6Z,1,REGULAR,2pt,Jump Shot,[],1631095,86.28449408672799,22.54901960784314,1610612745,26,23,2026-01-10T03:27:36Z,1060000,False,-137.0,76.0,1,right,J. Smith Jr. 15' pullup Jump Shot (6 PTS) (C. Capela 1 AST),"[1631095, 203991]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,15.71,Made,6.0,C. Capela,203991.0,1.0,,,,,,,,,,,
108,PT02M41.00S,2026-01-10T03:27:46.1Z,1,REGULAR,3pt,Jump Shot,[],1642270,32.40801576872536,55.63725490196079,1610612757,26,23,2026-01-10T03:27:50Z,1080000,False,-28.0,252.0,1,left,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,25.37,Missed,,,,,,,,,,,,,,,
109,PT02M38.00S,2026-01-10T03:27:49.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,26,23,2026-01-10T03:27:50Z,1090000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,108.0,,,,,,2.0,2.0,0.0
110,PT02M33.00S,2026-01-10T03:27:54.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,68.15045992115637,65.19607843137256,1610612745,26,23,2026-01-10T03:29:16Z,1100000,False,76.0,247.0,1,right,MISS J. Smith Jr. 25' running pullup 3PT,[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,25.83,Missed,,,,,,,,,,,,,,,
111,PT02M29.00S,2026-01-10T03:27:58.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,26,23,2026-01-10T03:27:59Z,1110000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,110.0,,,,,,2.0,1.0,1.0
112,PT02M21.00S,2026-01-10T03:28:06.6Z,1,REGULAR,2pt,Jump Shot,[],1631126,10.068988173455978,74.50980392156863,1610612757,28,23,2026-01-10T03:28:10Z,1120000,False,-123.0,42.0,1,left,C. Love 12' pullup Jump Shot (2 PTS) (D. Avdija 2 AST),"[1631126, 1630166]",1610612757.0,POR,pullup,,,Love,C. Love,,,,,Mid-Range,8-16 Left,,,,12.95,Made,2.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,
113,PT02M08.00S,2026-01-10T03:28:19.5Z,1,REGULAR,2pt,Jump Shot,[],1642263,83.39356110381078,29.901960784313726,1610612745,28,25,2026-01-10T03:28:22Z,1130000,False,-100.0,104.0,1,right,R. Sheppard 14' pullup Jump Shot (2 PTS),[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Left,,,,14.43,Made,2.0,,,,,,,,,,,,,,
114,PT02M06.00S,2026-01-10T03:28:25.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,28,25,2026-01-10T03:28:25Z,1140000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,28,25,2026-01-10T03:31:25Z,1150000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,28,25,2026-01-10T03:31:25Z,1160000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,28,25,2026-01-10T03:31:25Z,1170000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,out,[],201142,,,1610612757,28,25,2026-01-10T03:31:25Z,1180000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,out,[],1631095,,,1610612757,28,25,2026-01-10T03:31:25Z,1190000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,out,[],203991,,,1610612757,28,25,2026-01-10T03:31:25Z,1200000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,in,[],1642905,,,1610612757,28,25,2026-01-10T03:31:25Z,1210000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,in,[],1629057,,,1610612757,28,25,2026-01-10T03:31:25Z,1220000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,28,25,2026-01-10T03:31:25Z,1230000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,in,[],1641708,,,1610612757,28,25,2026-01-10T03:31:25Z,1240000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,in,[],203500,,,1610612757,28,25,2026-01-10T03:31:25Z,1250000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2026-01-10T03:29:11.8Z,1,REGULAR,substitution,in,[],1631106,,,1610612757,28,25,2026-01-10T03:31:25Z,1260000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M51.00S,2026-01-10T03:31:47.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631126,10.068988173455978,42.15686274509804,1610612757,28,25,2026-01-10T03:31:54Z,1270000,False,39.0,42.0,1,left,MISS C. Love floating Shot,[1631126],1610612757.0,POR,floating,,,Love,C. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,5.75,Missed,,,,,,,,,,,,,,,
129,PT01M48.00S,2026-01-10T03:31:50.1Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,28,25,2026-01-10T03:31:54Z,1280000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,128.0,,,,,,1.0,1.0,0.0
130,PT01M38.00S,2026-01-10T03:32:00.0Z,1,REGULAR,2pt,Jump Shot,[],1641708,87.20433639947439,30.637254901960787,1610612745,28,25,2026-01-10T03:32:07Z,1290000,False,-97.0,68.0,1,right,MISS A. Thompson 11' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,11.82,Missed,,,,,,,,,,,,,,,
131,PT01M34.00S,2026-01-10T03:32:04.0Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,28,25,2026-01-10T03:32:07Z,1300000,False,,,0,,T. Eason REBOUND (Off:2 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,130.0,,,,,,2.0,0.0,2.0
132,PT01M30.00S,2026-01-10T03:32:07.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,83.919185282523,3.9215686274509802,1610612745,28,28,2026-01-10T03:32:11Z,1310000,False,-230.0,99.0,1,right,D. Finney-Smith 25' 3PT  (3 PTS) (A. Thompson 1 AST),"[1627827, 1641708]",1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,25.07,Made,3.0,A. Thompson,1641708.0,1.0,,,,,,,,,,,
134,PT01M11.00S,2026-01-10T03:32:26.3Z,1,REGULAR,3pt,Jump Shot,[],1631126,29.25427069645204,16.176470588235293,1610612757,28,28,2026-01-10T03:32:30Z,1330000,False,169.0,222.0,1,left,MISS C. Love 27' 3PT,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,,,,27.95,Missed,,,,,,,,,,,,,,,
135,PT01M07.00S,2026-01-10T03:32:30.3Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,28,28,2026-01-10T03:32:30Z,1340000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,134.0,,,,,,2.0,2.0,0.0
136,PT00M59.60S,2026-01-10T03:32:38.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,69.59592641261499,69.11764705882352,1610612745,28,28,2026-01-10T03:32:44Z,1350000,False,96.0,233.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,25.21,Missed,,,,,,,,,,,,,,,
137,PT00M57.20S,2026-01-10T03:32:41.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,28,28,2026-01-10T03:32:41Z,1360000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,136.0,,,,,,1.0,0.0,1.0
138,PT00M56.90S,2026-01-10T03:32:43.3Z,1,REGULAR,foul,personal,['2freethrow'],1642905,,,1610612745,28,28,2026-01-10T03:32:57Z,1370000,False,,,0,,Yang shooting personal FOUL (1 PF) (Adams 2 FT),"[1642905, 203500]",1610612757.0,POR,shooting,,,Hansen,Yang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627961.0,1.0,0.0,Adams,203500.0,,,
140,PT00M56.90S,2026-01-10T03:33:08.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612745,28,29,2026-01-10T03:33:29Z,1390000,False,,,0,,S. Adams Free Throw 1 of 2 (3 PTS),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
141,PT00M56.90S,2026-01-10T03:33:08.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612745,28,29,2026-01-10T03:33:29Z,1400000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
142,PT00M54.90S,2026-01-10T03:33:10.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,28,29,2026-01-10T03:33:29Z,1410000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,
144,PT00M31.80S,2026-01-10T03:33:54.4Z,1,REGULAR,3pt,Jump Shot,[],1631126,32.14520367936925,54.65686274509803,1610612757,28,29,2026-01-10T03:33:59Z,1430000,False,-23.0,250.0,1,left,MISS C. Love 25' step back 3PT,[1631126],1610612757.0,POR,step back,,,Love,C. Love,,,,,Above the Break 3,24+ Center,,,,25.08,Missed,,,,,,,,,,,,,,,
145,PT00M27.70S,2026-01-10T03:33:58.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,28,29,2026-01-10T03:33:59Z,1440000,False,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,144.0,,,,,,2.0,1.0,1.0
146,PT00M18.10S,2026-01-10T03:34:08.1Z,1,REGULAR,3pt,Jump Shot,[],1631106,89.30683311432325,3.9215686274509802,1610612745,28,29,2026-01-10T03:34:15Z,1450000,False,-230.0,48.0,1,right,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,23.53,Missed,,,,,,,,,,,,,,,
147,PT00M16.40S,2026-01-10T03:34:13.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,28,29,2026-01-10T03:34:13Z,1460000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,146.0,,,,,,,,
148,PT00M16.40S,2026-01-10T03:34:14.7Z,1,REGULAR,foul,personal,[],203500,,,1610612757,28,29,2026-01-10T03:34:35Z,1470000,False,,,0,,S. Adams loose ball personal FOUL (2 PF),"[203500, 1642905]",1610612745.0,HOU,loose ball,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201245.0,2.0,0.0,Hansen,1642905.0,,,
150,PT00M16.40S,2026-01-10T03:34:22.5Z,1,REGULAR,substitution,out,[],1641712,,,1610612757,28,29,2026-01-10T03:34:47Z,1490000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M16.40S,2026-01-10T03:34:22.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612757,28,29,2026-01-10T03:34:47Z,1500000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M16.40S,2026-01-10T03:34:22.5Z,1,REGULAR,substitution,out,[],1642263,,,1610612757,28,29,2026-01-10T03:34:47Z,1510000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M16.40S,2026-01-10T03:34:22.5Z,1,REGULAR,substitution,out,[],203500,,,1610612757,28,29,2026-01-10T03:34:47Z,1520000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M16.40S,2026-01-10T03:34:22.5Z,1,REGULAR,substitution,in,[],1641739,,,1610612757,28,29,2026-01-10T03:34:47Z,1530000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M16.40S,2026-01-10T03:34:22.5Z,1,REGULAR,substitution,in,[],1630166,,,1610612757,28,29,2026-01-10T03:34:47Z,1540000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M16.40S,2026-01-10T03:34:22.5Z,1,REGULAR,substitution,in,[],1629006,,,1610612757,28,29,2026-01-10T03:34:47Z,1550000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M16.40S,2026-01-10T03:34:22.5Z,1,REGULAR,substitution,in,[],1631095,,,1610612757,28,29,2026-01-10T03:34:47Z,1560000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M03.00S,2026-01-10T03:34:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,8.754927726675426,41.66666666666667,1610612757,28,29,2026-01-10T03:35:06Z,1570000,False,42.0,30.0,1,left,MISS D. Avdija driving floating Shot - blocked,"[1630166, 1631095]",1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,5.13,Missed,,,,,Smith Jr.,1631095.0,,,,,,,,,
159,PT00M03.00S,2026-01-10T03:34:59.1Z,1,REGULAR,block,,[],1631095,,,1610612757,28,29,2026-01-10T03:35:02Z,1580000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT00M03.00S,2026-01-10T03:34:59.1Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612745,28,29,2026-01-10T03:35:10Z,1590000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,158.0,,,,,,2.0,1.0,1.0
161,PT00M00.00S,2026-01-10T03:35:11.5Z,1,REGULAR,heave,,[],0,,,1610612745,28,29,2026-01-10T03:35:24Z,1600000,False,,,0,,HOU Heave,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,64.76,,,,,,,,,,,,,,,,
162,PT00M00.00S,2026-01-10T03:35:18.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,28,29,2026-01-10T03:35:18Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,161.0,,,,,,,,
163,PT00M00.00S,2026-01-10T03:35:27.1Z,1,REGULAR,period,end,[],0,,,1610612745,28,29,2026-01-10T03:35:27Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-10T03:36:08.8Z,2,REGULAR,substitution,out,['startperiod'],1631126,,,1610612745,28,29,2026-01-10T03:37:44Z,1630000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-10T03:36:08.8Z,2,REGULAR,substitution,out,['startperiod'],1641739,,,1610612745,28,29,2026-01-10T03:37:44Z,1640000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-10T03:36:08.8Z,2,REGULAR,substitution,out,['startperiod'],1627827,,,1610612745,28,29,2026-01-10T03:37:44Z,1650000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-10T03:36:08.8Z,2,REGULAR,substitution,in,['startperiod'],1629057,,,1610612745,28,29,2026-01-10T03:37:44Z,1660000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-10T03:36:08.8Z,2,REGULAR,substitution,in,['startperiod'],1631321,,,1610612745,28,29,2026-01-10T03:37:44Z,1670000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-01-10T03:36:08.8Z,2,REGULAR,substitution,in,['startperiod'],1642263,,,1610612745,28,29,2026-01-10T03:37:44Z,1680000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-01-10T03:37:48.6Z,2,REGULAR,period,start,[],0,,,1610612757,28,29,2026-01-10T03:37:48Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M39.00S,2026-01-10T03:38:22.4Z,2,REGULAR,3pt,Jump Shot,[],1642905,25.04927726675427,84.06862745098039,1610612757,28,29,2026-01-10T03:38:30Z,1710000,False,-170.0,183.0,1,left,MISS Yang 25' 3PT,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Left Center,,,,25.0,Missed,,,,,,,,,,,,,,,
173,PT11M36.00S,2026-01-10T03:38:25.4Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612757,28,29,2026-01-10T03:38:30Z,1720000,False,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,172.0,,,,,,1.0,0.0,1.0
174,PT11M36.00S,2026-01-10T03:38:26.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631101,6.915243101182654,52.94117647058824,1610612757,30,29,2026-01-10T03:38:37Z,1730000,False,-15.0,13.0,1,left,S. Sharpe cutting finger roll Layup (9 PTS) (R. Williams III 1 AST),"[1631101, 1629057]",1610612757.0,POR,cutting finger roll,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,1.93,Made,9.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,
