actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
262,PT06M27.00S,2026-01-10T03:52:51.4Z,2,REGULAR,3pt,Jump Shot,[],1641712,28.597240473061763,76.9607843137255,1610612757,39,39,2026-01-10T03:52:55Z,2610000,False,-135.0,216.0,1,left,MISS R. Rupert 25' 3PT,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Left Center,,,,25.49,Missed,,,,,,,,,,,,,,,
263,PT06M22.00S,2026-01-10T03:52:56.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,39,39,2026-01-10T03:52:55Z,2620000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,262.0,,,,,,3.0,3.0,0.0
264,PT06M04.00S,2026-01-10T03:53:14.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642263,87.59855453350855,50.49019607843137,1610612745,39,39,2026-01-10T03:53:55Z,2630000,False,2.0,64.0,1,right,MISS R. Sheppard 6' driving floating Shot,[1642263],1610612745.0,HOU,driving floating,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,6.41,Missed,,,,,,,,,,,,,,,
265,PT06M01.00S,2026-01-10T03:53:17.6Z,2,REGULAR,rebound,offensive,[],1642263,,,1610612745,39,39,2026-01-10T03:53:55Z,2640000,False,,,0,,R. Sheppard REBOUND (Off:1 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,264.0,,,,,,2.0,1.0,1.0
266,PT06M01.00S,2026-01-10T03:53:18.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642263,94.40999984741211,50.0,1610612745,39,39,2026-01-10T03:53:20Z,2650000,False,0.0,0.0,1,right,MISS R. Sheppard tip Layup,[1642263],1610612745.0,HOU,tip,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
267,PT06M01.00S,2026-01-10T03:53:18.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,39,39,2026-01-10T03:53:20Z,2660000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,266.0,,,,,,,,
269,PT05M51.00S,2026-01-10T03:53:43.4Z,2,REGULAR,3pt,Jump Shot,[],1631126,8.886333771353483,3.1862745098039214,1610612757,39,39,2026-01-10T03:53:51Z,2680000,False,234.0,31.0,1,left,MISS C. Love 3PT,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Right Corner 3,24+ Right,,,,23.61,Missed,,,,,,,,,,,,,,,
270,PT05M49.00S,2026-01-10T03:53:45.4Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,39,39,2026-01-10T03:53:51Z,2690000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,269.0,,,,,,3.0,3.0,0.0
271,PT05M46.00S,2026-01-10T03:53:49.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631126,,,1610612745,39,39,2026-01-10T03:54:09Z,2700000,False,,,0,,C. Love shooting personal FOUL (1 PF) (Thompson 2 FT),"[1631126, 1641708]",1610612757.0,POR,shooting,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627961.0,1.0,0.0,Thompson,1641708.0,,,
273,PT05M46.00S,2026-01-10T03:54:28.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641708,,,1610612745,39,39,2026-01-10T03:54:28Z,2720000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
274,PT05M46.00S,2026-01-10T03:54:28.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,39,39,2026-01-10T03:54:28Z,2730000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,
275,PT05M46.00S,2026-01-10T03:54:29.7Z,2,REGULAR,substitution,out,[],1630166,,,1610612745,39,39,2026-01-10T03:54:40Z,2740000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M46.00S,2026-01-10T03:54:29.7Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,39,39,2026-01-10T03:54:40Z,2750000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M46.00S,2026-01-10T03:54:29.7Z,2,REGULAR,substitution,in,[],1631101,,,1610612745,39,39,2026-01-10T03:54:40Z,2760000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M46.00S,2026-01-10T03:54:29.7Z,2,REGULAR,substitution,in,[],1627827,,,1610612745,39,39,2026-01-10T03:54:40Z,2770000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M46.00S,2026-01-10T03:54:58.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641708,,,1610612745,39,40,2026-01-10T03:54:58Z,2780000,False,,,0,,A. Thompson Free Throw 2 of 2 (11 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
280,PT05M30.00S,2026-01-10T03:55:16.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631126,13.87976346911958,47.30392156862745,1610612757,41,40,2026-01-10T03:55:20Z,2790000,False,13.0,78.0,1,left,C. Love 7' driving floating Jump Shot (4 PTS) (D. Clingan 5 AST),"[1631126, 1642270]",1610612757.0,POR,driving floating,,,Love,C. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,7.92,Made,4.0,D. Clingan,1642270.0,5.0,,,,,,,,,,,
282,PT05M13.00S,2026-01-10T03:55:33.0Z,2,REGULAR,turnover,bad pass,[],1641708,,,1610612745,41,40,2026-01-10T03:55:38Z,2810000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 1642270]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,1.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,
283,PT05M13.00S,2026-01-10T03:55:33.0Z,2,REGULAR,steal,,[],1642270,,,1610612757,41,40,2026-01-10T03:55:35Z,2820000,False,,,0,,D. Clingan STEAL (2 STL),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
284,PT05M07.00S,2026-01-10T03:55:39.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641739,29.77989487516426,73.2843137254902,1610612757,41,40,2026-01-10T03:56:16Z,2830000,False,-116.0,227.0,1,left,MISS T. Camara 25' running 3PT,[1641739],1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,25.55,Missed,,,,,,,,,,,,,,,
285,PT05M03.00S,2026-01-10T03:55:43.7Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,41,40,2026-01-10T03:55:44Z,2840000,False,,,0,,A. Thompson REBOUND (Off:1 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,284.0,,,,,,5.0,4.0,1.0
286,PT04M51.00S,2026-01-10T03:55:56.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631126,,,1610612745,41,40,2026-01-10T03:56:29Z,2850000,False,,,0,,C. Love shooting personal FOUL (2 PF) (Durant 2 FT),"[1631126, 201142]",1610612757.0,POR,shooting,,,Love,C. Love,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1627961.0,2.0,0.0,Durant,201142.0,,,
288,PT04M51.00S,2026-01-10T03:56:31.4Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612745,41,41,2026-01-10T03:56:31Z,2870000,False,,,0,,K. Durant Free Throw 1 of 2 (9 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
289,PT04M51.00S,2026-01-10T03:56:35.5Z,2,REGULAR,substitution,out,[],203500,,,1610612745,41,41,2026-01-10T03:56:50Z,2880000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M51.00S,2026-01-10T03:56:35.5Z,2,REGULAR,substitution,in,[],1631095,,,1610612745,41,41,2026-01-10T03:56:50Z,2890000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M51.00S,2026-01-10T03:57:00.9Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612745,41,42,2026-01-10T03:57:00Z,2900000,False,,,0,,K. Durant Free Throw 2 of 2 (10 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
292,PT04M32.00S,2026-01-10T03:57:26.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641739,14.799605781865965,40.68627450980392,1610612757,43,42,2026-01-10T03:57:32Z,2910000,False,47.0,87.0,1,left,T. Camara 9' Hook (18 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,9.83,Made,18.0,,,,,,,,,,,,,,
294,PT04M21.00S,2026-01-10T03:57:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,90.75229960578186,56.127450980392155,1610612745,43,42,2026-01-10T03:57:41Z,2930000,False,31.0,34.0,1,right,MISS A. Thompson driving reverse Layup,[1641708],1610612745.0,HOU,driving reverse,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.6,Missed,,,,,,,,,,,,,,,
295,PT04M19.00S,2026-01-10T03:57:39.6Z,2,REGULAR,rebound,defensive,[],1631126,,,1610612757,43,42,2026-01-10T03:57:41Z,2940000,False,,,0,,C. Love REBOUND (Off:0 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,294.0,,,,,,1.0,1.0,0.0
296,PT04M17.00S,2026-01-10T03:57:44.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612757,43,42,2026-01-10T03:57:56Z,2950000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Rupert 2 FT),"[1627827, 1641712]",1610612745.0,HOU,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,1.0,0.0,Rupert,1641712.0,,,
298,PT04M17.00S,2026-01-10T03:58:19.0Z,2,REGULAR,freethrow,1 of 2,[],1641712,,,1610612757,43,42,2026-01-10T03:58:18Z,2970000,False,,,0,,MISS R. Rupert Free Throw 1 of 2,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
299,PT04M17.00S,2026-01-10T03:58:19.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,43,42,2026-01-10T03:58:18Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,
300,PT04M17.00S,2026-01-10T03:58:20.0Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,43,42,2026-01-10T03:58:26Z,2990000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M17.00S,2026-01-10T03:58:20.0Z,2,REGULAR,substitution,in,[],1629057,,,1610612757,43,42,2026-01-10T03:58:26Z,3000000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M17.00S,2026-01-10T03:58:40.9Z,2,REGULAR,freethrow,2 of 2,[],1641712,,,1610612757,44,42,2026-01-10T03:58:40Z,3010000,False,,,0,,R. Rupert Free Throw 2 of 2 (1 PTS),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
303,PT04M04.00S,2026-01-10T03:58:55.3Z,2,REGULAR,3pt,Jump Shot,[],1642263,86.15308804204993,3.1862745098039214,1610612745,44,42,2026-01-10T03:59:02Z,3020000,False,-234.0,78.0,1,right,MISS R. Sheppard 24' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Left Corner 3,24+ Left,,,,24.67,Missed,,,,,,,,,,,,,,,
304,PT03M58.00S,2026-01-10T03:59:01.3Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,44,42,2026-01-10T03:59:02Z,3030000,False,,,0,,A. Thompson REBOUND (Off:2 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,303.0,,,,,,6.0,4.0,2.0
305,PT03M58.00S,2026-01-10T03:59:01.7Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641708,94.40999984741211,50.0,1610612745,44,44,2026-01-10T03:59:31Z,3040000,False,0.0,0.0,1,right,A. Thompson putback DUNK (13 PTS),[1641708],1610612745.0,HOU,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,0.0,Made,13.0,,,,,,,,,,,,,,
307,PT03M47.00S,2026-01-10T03:59:12.0Z,2,REGULAR,3pt,Jump Shot,[],1631126,9.280551905387648,96.32352941176471,1610612757,47,44,2026-01-10T03:59:19Z,3060000,False,-232.0,35.0,1,left,C. Love 3PT  (7 PTS) (R. Rupert 2 AST),"[1631126, 1641712]",1610612757.0,POR,,,,Love,C. Love,,,,,Left Corner 3,24+ Left,,,,23.42,Made,7.0,R. Rupert,1641712.0,2.0,,,,,,,,,,,
309,PT03M28.00S,2026-01-10T03:59:31.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642263,90.75229960578186,64.95098039215686,1610612745,47,46,2026-01-10T03:59:36Z,3080000,False,75.0,34.0,1,right,R. Sheppard 8' driving Hook (4 PTS),[1642263],1610612745.0,HOU,driving,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Right,,,,8.23,Made,4.0,,,,,,,,,,,,,,
310,PT03M15.00S,2026-01-10T03:59:44.9Z,2,REGULAR,3pt,Jump Shot,[],1631101,29.911300919842315,72.79411764705883,1610612757,47,46,2026-01-10T03:59:50Z,3090000,False,-114.0,229.0,1,left,MISS S. Sharpe 25' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,25.55,Missed,,,,,,,,,,,,,,,
311,PT03M10.00S,2026-01-10T03:59:49.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612757,47,46,2026-01-10T03:59:50Z,3100000,False,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,310.0,,,,,,3.0,1.0,2.0
312,PT03M08.00S,2026-01-10T03:59:54.8Z,2,REGULAR,turnover,backcourt,[],1629057,,,1610612757,47,46,2026-01-10T04:00:11Z,3110000,False,,,0,,R. Williams III backcourt TURNOVER (1 TO),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,200834.0,,,,,,,
313,PT03M00.00S,2026-01-10T04:00:24.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612745,47,46,2026-01-10T04:00:38Z,3120000,False,,,0,,R. Williams III personal FOUL (1 PF) (Durant 2 FT),"[1629057, 201142]",1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627961.0,1.0,0.0,Durant,201142.0,,,
315,PT03M00.00S,2026-01-10T04:00:50.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201142,,,1610612745,47,47,2026-01-10T04:00:50Z,3140000,False,,,0,,K. Durant Free Throw 1 of 2 (11 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
316,PT03M00.00S,2026-01-10T04:01:08.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201142,,,1610612745,47,48,2026-01-10T04:01:08Z,3150000,False,,,0,,K. Durant Free Throw 2 of 2 (12 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
317,PT02M48.00S,2026-01-10T04:01:23.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642263,,,1610612757,47,48,2026-01-10T04:04:27Z,3160000,False,,,0,,R. Sheppard personal FOUL (1 PF) (Rupert 2 FT),"[1642263, 1641712]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627961.0,1.0,0.0,Rupert,1641712.0,,,
319,PT02M48.00S,2026-01-10T04:01:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,47,48,2026-01-10T04:01:41Z,3180000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M48.00S,2026-01-10T04:03:05.1Z,2,REGULAR,substitution,out,[],1631126,,,1610612757,47,48,2026-01-10T04:04:26Z,3190000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M48.00S,2026-01-10T04:03:05.1Z,2,REGULAR,substitution,out,[],1629057,,,1610612757,47,48,2026-01-10T04:04:26Z,3200000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M48.00S,2026-01-10T04:03:05.1Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,47,48,2026-01-10T04:04:26Z,3210000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M48.00S,2026-01-10T04:03:05.1Z,2,REGULAR,substitution,in,[],1642270,,,1610612757,47,48,2026-01-10T04:04:26Z,3220000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M48.00S,2026-01-10T04:04:45.3Z,2,REGULAR,freethrow,1 of 2,[],1641712,,,1610612757,48,48,2026-01-10T04:05:01Z,3230000,False,,,0,,R. Rupert Free Throw 1 of 2 (2 PTS),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
325,PT02M48.00S,2026-01-10T04:04:45.3Z,2,REGULAR,freethrow,2 of 2,[],1641712,,,1610612757,48,48,2026-01-10T04:05:01Z,3240000,False,,,0,,MISS R. Rupert Free Throw 2 of 2,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
326,PT02M45.00S,2026-01-10T04:04:48.3Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,48,48,2026-01-10T04:05:01Z,3250000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,325.0,,,,,,4.0,4.0,0.0
327,PT02M33.00S,2026-01-10T04:05:12.5Z,2,REGULAR,3pt,Jump Shot,[],1642263,67.7562417871222,59.068627450980394,1610612745,48,51,2026-01-10T04:05:17Z,3260000,False,45.0,251.0,1,right,R. Sheppard 25' 3PT pullup (7 PTS),[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,25.47,Made,7.0,,,,,,,,,,,,,,
328,PT02M19.00S,2026-01-10T04:05:26.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641712,7.966491458607096,55.63725490196079,1610612757,48,51,2026-01-10T04:05:34Z,3270000,False,-28.0,22.0,1,left,MISS R. Rupert driving DUNK - blocked,"[1641712, 201142]",1610612757.0,POR,driving,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,3.6,Missed,,,,,Durant,201142.0,,,,,,,,,
329,PT02M19.00S,2026-01-10T04:05:26.6Z,2,REGULAR,block,,[],201142,,,1610612757,48,51,2026-01-10T04:05:29Z,3280000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT02M17.00S,2026-01-10T04:05:28.6Z,2,REGULAR,rebound,offensive,[],1641712,,,1610612757,48,51,2026-01-10T04:07:53Z,3290000,False,,,0,,R. Rupert REBOUND (Off:1 Def:0),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,328.0,,,,,,1.0,0.0,1.0
331,PT02M16.00S,2026-01-10T04:05:31.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641712,6.1268068331143235,52.69607843137255,1610612757,48,51,2026-01-10T04:05:37Z,3300000,False,-13.0,5.0,1,left,MISS R. Rupert putback Layup - blocked,"[1641712, 1631095]",1610612757.0,POR,putback,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,1.44,Missed,,,,,Smith Jr.,1631095.0,,,,,,,,,
332,PT02M16.00S,2026-01-10T04:05:31.0Z,2,REGULAR,block,,[],1631095,,,1610612757,48,51,2026-01-10T04:05:33Z,3310000,False,,,0,,J. Smith Jr. BLOCK (3 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
333,PT02M16.00S,2026-01-10T04:05:31.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,48,51,2026-01-10T04:05:37Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,331.0,,,,,,,,
335,PT02M16.00S,2026-01-10T04:05:36.5Z,2,REGULAR,substitution,out,[],1641712,,,1610612757,48,51,2026-01-10T04:05:52Z,3340000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M16.00S,2026-01-10T04:05:36.5Z,2,REGULAR,substitution,out,[],1642263,,,1610612757,48,51,2026-01-10T04:05:52Z,3350000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT02M16.00S,2026-01-10T04:05:36.5Z,2,REGULAR,substitution,in,[],1631126,,,1610612757,48,51,2026-01-10T04:05:52Z,3360000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT02M16.00S,2026-01-10T04:05:36.5Z,2,REGULAR,substitution,in,[],203500,,,1610612757,48,51,2026-01-10T04:05:52Z,3370000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT02M10.00S,2026-01-10T04:06:01.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630166,7.835085413929041,47.30392156862745,1610612757,50,51,2026-01-10T04:06:05Z,3380000,False,13.0,21.0,1,left,D. Avdija driving floating bank Jump Shot (4 PTS),[1630166],1610612757.0,POR,driving floating bank,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,2.5,Made,4.0,,,,,,,,,,,,,,
340,PT01M53.00S,2026-01-10T04:06:17.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.23981603153744,48.529411764705884,1610612745,50,53,2026-01-10T04:06:22Z,3390000,False,-7.0,133.0,1,right,K. Durant 13' turnaround Jump Shot (14 PTS) (A. Thompson 2 AST),"[201142, 1641708]",1610612745.0,HOU,turnaround,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,13.34,Made,14.0,A. Thompson,1641708.0,2.0,,,,,,,,,,,
342,PT01M35.00S,2026-01-10T04:06:35.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,14.14257555847569,40.931372549019606,1610612757,50,53,2026-01-10T04:06:41Z,3410000,False,45.0,80.0,1,left,MISS S. Sharpe 9' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,9.23,Missed,,,,,,,,,,,,,,,
343,PT01M32.00S,2026-01-10T04:06:38.7Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,50,53,2026-01-10T04:06:41Z,3420000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,342.0,,,,,,4.0,4.0,0.0
344,PT01M15.00S,2026-01-10T04:06:58.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641739,,,1610612745,50,53,2026-01-10T04:07:17Z,3430000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1641739, 1631095]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201245.0,1.0,0.0,Smith Jr.,1631095.0,,,
346,PT01M15.00S,2026-01-10T04:07:29.1Z,2,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,50,53,2026-01-10T04:07:29Z,3450000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 2,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
