actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT05M24.00S,2026-02-10T03:27:21.3Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,17,18,2026-02-10T03:27:28Z,850000,False,,,0,,D. Avdija lost ball out-of-bounds TURNOVER (1 TO),[1630166],1610612757.0,POR,lost ball,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right,,,,,,,,204059.0,,,,,,,,,,1.0,,
87,PT05M07.00S,2026-02-10T03:27:44.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,27.020367936925098,85.04901960784314,1610612755,17,18,2026-02-10T03:27:52Z,860000,False,-175.0,201.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
88,PT05M03.00S,2026-02-10T03:27:48.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,17,18,2026-02-10T03:27:52Z,870000,False,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,87.0,,,,,,2.0,2.0,0.0,,,,,
89,PT04M56.00S,2026-02-10T03:27:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,92.72339027595268,46.568627450980394,1610612757,19,18,2026-02-10T03:28:00Z,880000,False,-17.0,16.0,1,right,S. Henderson driving finger roll Layup (2 PTS),[1630703],1610612757.0,POR,driving finger roll,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.34,Made,2.0,,,,,,,,,,,,,,,,,
90,PT04M40.00S,2026-02-10T03:28:11.4Z,1,REGULAR,3pt,Jump Shot,[],1642845,25.57490144546649,17.401960784313726,1610612755,19,18,2026-02-10T03:28:15Z,890000,False,163.0,188.0,1,left,MISS V. Edgecombe 24' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
91,PT04M36.00S,2026-02-10T03:28:15.4Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,19,18,2026-02-10T03:28:15Z,900000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,,90.0,,,,,,1.0,1.0,0.0,,,,,
92,PT04M31.00S,2026-02-10T03:28:19.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,72.61826544021025,16.911764705882355,1610612757,22,18,2026-02-10T03:28:24Z,910000,False,-165.0,205.0,1,right,T. Camara 26' 3PT running (9 PTS) (S. Henderson 2 AST),"[1641739, 1630703]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,26.33,Made,9.0,S. Henderson,1630703.0,2.0,,,,,,,,,,,,,,
94,PT04M19.00S,2026-02-10T03:28:31.9Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,22,18,2026-02-10T03:33:56Z,930000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1630166]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Avdija,1630166.0
95,PT04M19.00S,2026-02-10T03:28:31.9Z,1,REGULAR,steal,,[],1630166,,,1610612757,22,18,2026-02-10T03:28:33Z,940000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M16.00S,2026-02-10T03:28:35.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203924,92.19776609724047,54.166666666666664,1610612757,22,18,2026-02-10T03:29:02Z,950000,False,21.0,21.0,1,right,MISS J. Grant running Layup - blocked,"[203924, 1626162]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,Oubre Jr.,1626162.0,,,
97,PT04M16.00S,2026-02-10T03:28:35.9Z,1,REGULAR,block,,[],1626162,,,1610612757,22,18,2026-02-10T03:28:38Z,960000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
98,PT04M16.00S,2026-02-10T03:28:35.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,22,18,2026-02-10T03:29:02Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,96.0,,,,,,,,,,,,,
100,PT04M16.00S,2026-02-10T03:28:40.1Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,22,18,2026-02-10T03:28:45Z,990000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M16.00S,2026-02-10T03:28:40.1Z,1,REGULAR,substitution,out,[],1642845,,,1610612757,22,18,2026-02-10T03:28:45Z,1000000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M16.00S,2026-02-10T03:28:40.1Z,1,REGULAR,substitution,in,[],1630249,,,1610612757,22,18,2026-02-10T03:28:45Z,1010000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M16.00S,2026-02-10T03:28:40.1Z,1,REGULAR,substitution,in,[],200768,,,1610612757,22,18,2026-02-10T03:28:45Z,1020000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M08.00S,2026-02-10T03:29:10.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630703,83.44283837056504,90.21905637254902,1610612757,24,18,2026-02-10T03:32:26Z,1030000,False,201.0,103.0,1,right,S. Henderson 22' pullup Jump Shot (4 PTS) (R. Williams III 1 AST),"[1630703, 1629057]",1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right,22.6,Made,4.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
106,PT03M52.00S,2026-02-10T03:29:26.0Z,1,REGULAR,2pt,Jump Shot,[],1626162,10.463206307490145,26.96078431372549,1610612755,24,20,2026-02-10T03:29:34Z,1050000,False,115.0,46.0,1,left,K. Oubre Jr. 12' driving floating Jump Shot (4 PTS) (J. Edwards 1 AST),"[1626162, 1642348]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,12.4,Made,4.0,J. Edwards,1642348.0,1.0,,,,,,,,,,,,,,
107,PT03M39.00S,2026-02-10T03:29:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,89.30683311432325,51.470588235294116,1610612757,26,20,2026-02-10T03:29:44Z,1060000,False,7.0,48.0,1,right,T. Camara driving Layup (11 PTS),[1641739],1610612757.0,POR,driving,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,4.86,Made,11.0,,,,,,,,,,,,,,,,,
108,PT03M27.00S,2026-02-10T03:29:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642348,19.793035479632064,40.19607843137255,1610612755,26,20,2026-02-10T03:33:12Z,1070000,False,49.0,134.0,1,left,MISS J. Edwards 14' pullup Shot,[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),8-16 Center,14.23,Missed,,,,,,,,,,,,,,,,,,
109,PT03M27.00S,2026-02-10T03:29:51.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,26,20,2026-02-10T03:33:12Z,1080000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,108.0,,,,,,,,,,,,,
110,PT03M27.00S,2026-02-10T03:29:56.7Z,1,REGULAR,foul,personal,[],1641737,,,1610612757,26,20,2026-02-10T03:30:09Z,1090000,False,,,0,,A. Bona loose ball personal FOUL (1 PF),"[1641737, 1629057]",1610612755.0,PHI,loose ball,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,1.0,0.0,Williams III,1629057.0,,,,,,,,
112,PT03M27.00S,2026-02-10T03:30:03.1Z,1,REGULAR,substitution,out,[],203924,,,1610612757,26,20,2026-02-10T03:30:06Z,1110000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M27.00S,2026-02-10T03:30:03.1Z,1,REGULAR,substitution,in,[],1631321,,,1610612757,26,20,2026-02-10T03:30:06Z,1120000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M14.00S,2026-02-10T03:30:25.2Z,1,REGULAR,turnover,lost ball,[],1641739,,,1610612757,26,20,2026-02-10T03:30:32Z,1130000,False,,,0,,T. Camara lost ball TURNOVER (1 TO),"[1641739, 1626162]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0
115,PT03M14.00S,2026-02-10T03:30:25.2Z,1,REGULAR,steal,,[],1626162,,,1610612755,26,20,2026-02-10T03:30:27Z,1140000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
116,PT03M09.00S,2026-02-10T03:30:29.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,6.652431011826544,46.32352941176471,1610612755,26,22,2026-02-10T03:30:35Z,1150000,False,18.0,10.0,1,left,T. Maxey running Layup (10 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.09,Made,10.0,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2026-02-10T03:30:41.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.46057818659659,48.77450980392157,1610612757,28,22,2026-02-10T03:30:50Z,1160000,False,-6.0,18.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (S. Henderson 3 AST),"[1629057, 1630703]",1610612757.0,POR,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.94,Made,2.0,S. Henderson,1630703.0,3.0,,,,,,,,,,,,,,
119,PT02M52.00S,2026-02-10T03:30:51.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,28,22,2026-02-10T03:30:51Z,1180000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M43.00S,2026-02-10T03:34:01.8Z,1,REGULAR,turnover,lost ball,[],1626162,,,1610612755,28,22,2026-02-10T03:34:05Z,1200000,False,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 1641739]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Camara,1641739.0
122,PT02M43.00S,2026-02-10T03:34:01.8Z,1,REGULAR,steal,,[],1641739,,,1610612757,28,22,2026-02-10T03:34:03Z,1210000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
123,PT02M32.00S,2026-02-10T03:34:12.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,73.80091984231275,84.06862745098039,1610612757,28,22,2026-02-10T03:34:43Z,1220000,False,170.0,194.0,1,right,MISS V. Krejčí 25' 3PT,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
127,PT02M31.00S,2026-02-10T03:34:13.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,28,22,2026-02-10T03:43:24Z,1230000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,123.0,,,,,,,,,,,,,
124,PT02M31.00S,2026-02-10T03:34:41.2Z,1,REGULAR,jumpball,recovered,[],1641739,,,1610612757,28,22,2026-02-10T03:43:14Z,1240000,False,,,0,,Jump Ball R. Williams III vs. A. Bona: Tip to T. Camara,"[1641739, 1629057, 1641737]",1610612757.0,POR,lodgedball,T. Camara,1641739.0,Camara,T. Camara,Williams III,1629057.0,Bona,1641737.0,,,,,,,,,,,,,,,,,,,,,,
128,PT02M23.00S,2026-02-10T03:34:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612757,28,22,2026-02-10T03:34:56Z,1270000,False,,,0,,A. Bona shooting personal FOUL (2 PF) (Henderson 2 FT),"[1641737, 1630703]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,1627524.0,2.0,0.0,Henderson,1630703.0,,,,,,,,
130,PT02M23.00S,2026-02-10T03:35:13.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630703,,,1610612757,29,22,2026-02-10T03:35:13Z,1290000,False,,,0,,S. Henderson Free Throw 1 of 2 (5 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
131,PT02M23.00S,2026-02-10T03:35:14.1Z,1,REGULAR,substitution,out,[],1631321,,,1610612757,29,22,2026-02-10T03:35:21Z,1300000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M23.00S,2026-02-10T03:35:14.1Z,1,REGULAR,substitution,in,[],201950,,,1610612757,29,22,2026-02-10T03:35:21Z,1310000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M23.00S,2026-02-10T03:35:13.4Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630703,,,1610612757,29,22,2026-02-10T03:35:32Z,1320000,False,,,0,,MISS S. Henderson Free Throw 2 of 2,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT02M19.00S,2026-02-10T03:35:17.4Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,29,22,2026-02-10T03:35:32Z,1330000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,133.0,,,,,,1.0,0.0,1.0,,,,,
206,PT02M10.00S,2026-02-10T03:35:13.7Z,1,REGULAR,turnover,lost ball,[],1629057,,,1610612757,29,22,2026-02-10T03:46:04Z,1350000,False,,,0,,R. Williams III lost ball TURNOVER (1 TO),"[1629057, 1642348]",1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Edwards,1642348.0
207,PT02M10.00S,2026-02-10T03:35:13.7Z,1,REGULAR,steal,,[],1642348,,,1610612755,29,22,2026-02-10T03:46:04Z,1360000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT02M02.00S,2026-02-10T03:35:48.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,32.14520367936925,62.745098039215684,1610612755,29,22,2026-02-10T03:46:04Z,1370000,False,-64.0,250.0,1,left,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
139,PT01M59.00S,2026-02-10T03:35:51.3Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,29,22,2026-02-10T03:35:51Z,1380000,False,,,0,,A. Bona REBOUND (Off:1 Def:0),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,,,,138.0,,,,,,1.0,0.0,1.0,,,,,
140,PT01M58.00S,2026-02-10T03:35:51.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance', 'fromturnover']",1641737,7.966491458607096,48.28431372549019,1610612755,29,24,2026-02-10T03:46:04Z,1390000,False,9.0,22.0,1,left,A. Bona putback DUNK (2 PTS),[1641737],1610612755.0,PHI,putback,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,2.4,Made,2.0,,,,,,,,,,,,,,,,,
141,PT01M45.00S,2026-02-10T03:36:04.9Z,1,REGULAR,3pt,Jump Shot,[],1630249,87.33574244415243,94.6078431372549,1610612757,29,24,2026-02-10T03:36:11Z,1400000,False,223.0,67.0,1,right,MISS V. Krejčí 3PT,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,23.27,Missed,,,,,,,,,,,,,,,,,,
142,PT01M42.00S,2026-02-10T03:36:07.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,29,24,2026-02-10T03:36:11Z,1410000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,,141.0,,,,,,1.0,1.0,0.0,,,,,
143,PT01M20.00S,2026-02-10T03:36:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,12.040078843626807,53.92156862745098,1610612755,29,26,2026-02-10T03:47:15Z,1420000,False,-20.0,61.0,1,left,T. Maxey 6' driving finger roll Layup (12 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.38,Made,12.0,,,,,,,,,,,,,,,,,
144,PT01M06.00S,2026-02-10T03:36:44.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,90.75229960578186,50.0,1610612757,29,26,2026-02-10T03:36:50Z,1430000,False,0.0,34.0,1,right,MISS R. Williams III alley-oop DUNK,[1629057],1610612757.0,POR,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,,
145,PT01M03.00S,2026-02-10T03:36:46.4Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,29,26,2026-02-10T03:36:46Z,1440000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,144.0,,,,,,3.0,2.0,1.0,,,,,
146,PT01M02.00S,2026-02-10T03:36:48.3Z,1,REGULAR,turnover,lost ball,[],1629057,,,1610612757,29,26,2026-02-10T03:36:53Z,1450000,False,,,0,,R. Williams III lost ball TURNOVER (2 TO),"[1629057, 1626162]",1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Oubre Jr.,1626162.0
147,PT01M02.00S,2026-02-10T03:36:48.3Z,1,REGULAR,steal,,[],1626162,,,1610612755,29,26,2026-02-10T03:49:37Z,1460000,False,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT00M55.20S,2026-02-10T03:36:55.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,22.946780551905388,10.784313725490197,1610612755,29,29,2026-02-10T03:36:59Z,1470000,False,196.0,163.0,1,left,K. Oubre Jr. 25' 3PT  (7 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.51,Made,7.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
151,PT00M35.90S,2026-02-10T03:37:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630703,70.90998685939553,22.54901960784314,1610612757,29,29,2026-02-10T03:37:33Z,1490000,False,-137.0,221.0,1,right,MISS S. Henderson 26' step back 3PT,[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
152,PT00M31.50S,2026-02-10T03:37:26.6Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,29,29,2026-02-10T03:37:33Z,1500000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,151.0,,,,,,1.0,1.0,0.0,,,,,
153,PT00M27.60S,2026-02-10T03:37:31.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630703,,,1610612755,29,29,2026-02-10T03:37:52Z,1510000,False,,,0,,S. Henderson shooting personal FOUL (2 PF) (Maxey 2 FT),"[1630703, 1630178]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627524.0,2.0,0.0,Maxey,1630178.0,,,,,,,,
155,PT00M27.60S,2026-02-10T03:38:03.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,29,30,2026-02-10T03:50:46Z,1530000,False,,,0,,T. Maxey Free Throw 1 of 2 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
156,PT00M27.60S,2026-02-10T03:38:04.9Z,1,REGULAR,substitution,out,[],1641739,,,1610612755,29,30,2026-02-10T03:38:23Z,1540000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M27.60S,2026-02-10T03:38:04.9Z,1,REGULAR,substitution,out,[],1629057,,,1610612755,29,30,2026-02-10T03:38:23Z,1550000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M27.60S,2026-02-10T03:38:04.9Z,1,REGULAR,substitution,out,[],1641737,,,1610612755,29,30,2026-02-10T03:38:23Z,1560000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M27.60S,2026-02-10T03:38:04.9Z,1,REGULAR,substitution,in,[],1630166,,,1610612755,29,30,2026-02-10T03:38:23Z,1570000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M27.60S,2026-02-10T03:38:04.9Z,1,REGULAR,substitution,in,[],1642270,,,1610612755,29,30,2026-02-10T03:38:23Z,1580000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M27.60S,2026-02-10T03:38:04.9Z,1,REGULAR,substitution,in,[],203083,,,1610612755,29,30,2026-02-10T03:38:23Z,1590000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M27.60S,2026-02-10T03:38:03.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,29,31,2026-02-10T03:50:46Z,1600000,False,,,0,,T. Maxey Free Throw 2 of 2 (14 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
163,PT00M07.40S,2026-02-10T03:38:54.2Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612757,29,31,2026-02-10T03:39:07Z,1610000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 200768]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Lowry,200768.0
164,PT00M07.40S,2026-02-10T03:38:54.2Z,1,REGULAR,steal,,[],200768,,,1610612755,29,31,2026-02-10T03:38:55Z,1620000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
165,PT00M02.20S,2026-02-10T03:38:59.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,35.167542706964525,33.088235294117645,1610612755,29,31,2026-02-10T03:39:13Z,1630000,False,85.0,278.0,1,left,MISS T. Maxey 29' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,29.07,Missed,,,,,,,,,,,,,,,,,,
166,PT00M02.20S,2026-02-10T03:38:59.4Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,29,31,2026-02-10T03:55:41Z,1640000,False,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,165.0,,,,,,3.0,1.0,2.0,,,,,
262,PT00M00.30S,2026-02-10T03:39:13.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,7.046649145860711,53.18627450980392,1610612755,29,31,2026-02-10T03:56:07Z,1645000,False,-16.0,14.0,1,left,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
263,PT00M00.30S,2026-02-10T03:39:13.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,29,31,2026-02-10T03:56:07Z,1647500,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,262.0,,,,,,,,,,,,,
167,PT00M00.00S,2026-02-10T03:39:27.3Z,1,REGULAR,period,end,[],0,,,1610612755,29,31,2026-02-10T03:39:27Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
