actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
346,PT00M00.00S,2026-02-10T04:09:54.6Z,2,REGULAR,heave,,[],0,,,1610612755,64,65,2026-02-10T04:23:49Z,3370000,False,,,0,,PHI Heave,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,16-24 Center,65.94,,,,,,,,,,,,,,,,,,,
347,PT00M00.00S,2026-02-10T04:09:54.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,64,65,2026-02-10T04:10:40Z,3380000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,346.0,,,,,,,,,,,,,
348,PT00M00.00S,2026-02-10T04:10:02.3Z,2,REGULAR,period,end,[],0,,,1610612755,64,65,2026-02-10T04:10:02Z,3390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2026-02-10T04:23:54.5Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612755,64,65,2026-02-10T04:24:57Z,3400000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2026-02-10T04:23:54.5Z,3,REGULAR,substitution,out,['startperiod'],1642348,,,1610612755,64,65,2026-02-10T04:24:57Z,3410000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2026-02-10T04:23:54.5Z,3,REGULAR,substitution,in,['startperiod'],1642270,,,1610612755,64,65,2026-02-10T04:24:57Z,3420000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2026-02-10T04:23:54.5Z,3,REGULAR,substitution,in,['startperiod'],1630570,,,1610612755,64,65,2026-02-10T04:24:57Z,3430000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2026-02-10T04:25:19.8Z,3,REGULAR,period,start,[],0,,,1610612755,64,65,2026-02-10T04:25:19Z,3440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M48.00S,2026-02-10T04:25:30.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,88.51839684625493,41.17647058823529,1610612755,64,67,2026-02-10T04:25:36Z,3450000,False,-44.0,55.0,1,right,A. Drummond 7' cutting finger roll Layup (9 PTS) (T. Maxey 3 AST),"[203083, 1630178]",1610612755.0,PHI,cutting finger roll,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,9.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,,,,
356,PT11M34.00S,2026-02-10T04:25:44.5Z,3,REGULAR,3pt,Jump Shot,[],1630166,7.835085413929041,3.6764705882352944,1610612757,64,67,2026-02-10T04:25:52Z,3470000,False,232.0,21.0,1,left,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,23.26,Missed,,,,,,,,,,,,,,,,,,
357,PT11M31.00S,2026-02-10T04:25:47.5Z,3,REGULAR,rebound,offensive,[],201950,,,1610612757,64,67,2026-02-10T04:25:52Z,3480000,False,,,0,,J. Holiday REBOUND (Off:3 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,356.0,,,,,,4.0,1.0,3.0,,,,,
358,PT11M29.00S,2026-02-10T04:25:48.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203924,28.203022339027594,22.058823529411764,1610612757,67,67,2026-02-10T04:25:53Z,3490000,False,140.0,213.0,1,left,J. Grant 25' 3PT  (13 PTS) (J. Holiday 4 AST),"[203924, 201950]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.44,Made,13.0,J. Holiday,201950.0,4.0,,,,,,,,,,,,,,
360,PT11M15.00S,2026-02-10T04:26:03.6Z,3,REGULAR,3pt,Jump Shot,[],1642845,74.72076215505913,15.196078431372548,1610612755,67,67,2026-02-10T04:26:11Z,3510000,False,-174.0,185.0,1,right,MISS V. Edgecombe 25' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
361,PT11M12.00S,2026-02-10T04:26:06.6Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,67,67,2026-02-10T04:26:11Z,3520000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,360.0,,,,,,4.0,3.0,1.0,,,,,
362,PT11M03.00S,2026-02-10T04:26:19.5Z,3,REGULAR,foul,personal,[],1630570,,,1610612757,67,67,2026-02-10T04:26:24Z,3530000,False,,,0,,T. Watford personal FOUL (3 PF),"[1630570, 1630166]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,,,,204059.0,3.0,0.0,Avdija,1630166.0,,,,,,,,
364,PT10M55.00S,2026-02-10T04:26:47.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201950,11.514454664914586,50.245098039215684,1610612757,67,67,2026-02-10T04:26:54Z,3550000,False,-1.0,56.0,1,left,MISS J. Holiday driving Hook - blocked,"[201950, 1642845]",1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,Edgecombe,1642845.0,,,
365,PT10M55.00S,2026-02-10T04:26:47.7Z,3,REGULAR,block,,[],1642845,,,1610612757,67,67,2026-02-10T04:26:50Z,3560000,False,,,0,,V. Edgecombe BLOCK (2 BLK),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
366,PT10M52.00S,2026-02-10T04:26:50.7Z,3,REGULAR,rebound,offensive,[],201950,,,1610612757,67,67,2026-02-10T04:26:54Z,3570000,False,,,0,,J. Holiday REBOUND (Off:4 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,364.0,,,,,,5.0,1.0,4.0,,,,,
367,PT10M51.00S,2026-02-10T04:26:51.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,14.536793692509855,95.83333333333334,1610612757,70,67,2026-02-10T04:26:55Z,3580000,False,-229.0,84.0,1,left,D. Avdija 24' 3PT  (13 PTS) (J. Holiday 5 AST),"[1630166, 201950]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,24.41,Made,13.0,J. Holiday,201950.0,5.0,,,,,,,,,,,,,,
369,PT10M35.00S,2026-02-10T04:27:08.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,86.5473061760841,47.30392156862745,1610612755,70,69,2026-02-10T04:27:13Z,3600000,False,-13.0,74.0,1,right,T. Watford 7' driving floating Jump Shot (11 PTS) (A. Drummond 4 AST),"[1630570, 203083]",1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,11.0,A. Drummond,203083.0,4.0,,,,,,,,,,,,,,
371,PT10M24.00S,2026-02-10T04:27:19.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630166,6.389618922470433,50.98039215686274,1610612757,72,69,2026-02-10T04:27:23Z,3620000,False,-5.0,8.0,1,left,D. Avdija cutting DUNK (15 PTS) (D. Clingan 2 AST),"[1630166, 1642270]",1610612757.0,POR,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.9,Made,15.0,D. Clingan,1642270.0,2.0,,,,,,,,,,,,,,
373,PT09M57.00S,2026-02-10T04:27:46.3Z,3,REGULAR,3pt,Jump Shot,[],1630570,69.99014454664915,23.774509803921568,1610612755,72,69,2026-02-10T04:27:50Z,3640000,False,-131.0,230.0,1,right,MISS T. Watford 26' 3PT,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
374,PT09M53.00S,2026-02-10T04:27:49.5Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,72,69,2026-02-10T04:27:49Z,3650000,False,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,373.0,,,,,,5.0,4.0,1.0,,,,,
375,PT09M53.00S,2026-02-10T04:27:57.5Z,3,REGULAR,foul,personal,[],1626162,,,1610612757,72,69,2026-02-10T04:28:06Z,3660000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1630166]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627524.0,1.0,0.0,Avdija,1630166.0,,,,,,,,
377,PT09M45.00S,2026-02-10T04:28:24.2Z,3,REGULAR,2pt,Jump Shot,[],201950,20.71287779237845,64.2156862745098,1610612757,74,69,2026-02-10T04:28:27Z,3680000,False,-71.0,142.0,1,left,J. Holiday 15' pullup Jump Shot (8 PTS),[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,15.9,Made,8.0,,,,,,,,,,,,,,,,,
378,PT09M30.00S,2026-02-10T04:28:39.9Z,3,REGULAR,2pt,Jump Shot,[],1630178,78.13731931668858,54.65686274509803,1610612755,74,69,2026-02-10T04:30:57Z,3690000,False,23.0,153.0,1,right,MISS T. Maxey 15' pullup Shot - blocked,"[1630178, 1630166]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,15.48,Missed,,,,,,,,,,,,,,Avdija,1630166.0,,,
379,PT09M30.00S,2026-02-10T04:28:39.9Z,3,REGULAR,block,,[],1630166,,,1610612755,74,69,2026-02-10T04:28:45Z,3700000,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
380,PT09M30.00S,2026-02-10T04:28:39.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,74,69,2026-02-10T04:30:57Z,3710000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,378.0,,,,,,,,,,,,,
382,PT09M30.00S,2026-02-10T04:29:08.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,74,69,2026-02-10T04:31:11Z,3730000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT09M21.00S,2026-02-10T04:31:57.1Z,3,REGULAR,3pt,Jump Shot,[],1641739,30.17411300919842,68.13725490196079,1610612757,77,69,2026-02-10T04:32:01Z,3750000,False,-91.0,231.0,1,left,T. Camara 24' 3PT  (20 PTS) (D. Avdija 4 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,24.83,Made,20.0,D. Avdija,1630166.0,4.0,,,,,,,,,,,,,,
386,PT09M03.00S,2026-02-10T04:32:14.8Z,3,REGULAR,turnover,lost ball,[],1630178,,,1610612755,77,69,2026-02-10T04:32:22Z,3770000,False,,,0,,T. Maxey lost ball TURNOVER (3 TO),"[1630178, 201950]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,3.0,Holiday,201950.0
387,PT09M03.00S,2026-02-10T04:32:14.8Z,3,REGULAR,steal,,[],201950,,,1610612757,77,69,2026-02-10T04:32:16Z,3780000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
388,PT09M00.00S,2026-02-10T04:32:18.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,6.389618922470433,48.77450980392157,1610612757,79,69,2026-02-10T04:32:26Z,3790000,False,6.0,8.0,1,left,D. Avdija running Layup (17 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.97,Made,17.0,T. Camara,1641739.0,1.0,,,,,,,,,,,,,,
390,PT09M00.00S,2026-02-10T04:32:22.0Z,3,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612757,79,69,2026-02-10T04:32:32Z,3810000,False,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Avdija 1 FT),"[1626162, 1630166]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,2.0,0.0,Avdija,1630166.0,,,,,,,,
392,PT09M00.00S,2026-02-10T04:32:50.2Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630166,,,1610612757,79,69,2026-02-10T04:32:53Z,3830000,False,,,0,,MISS D. Avdija Free Throw 1 of 1,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
393,PT08M57.00S,2026-02-10T04:32:53.2Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612757,79,69,2026-02-10T04:32:53Z,3840000,False,,,0,,D. Avdija REBOUND (Off:2 Def:4),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,392.0,,,,,,6.0,4.0,2.0,,,,,
394,PT08M56.00S,2026-02-10T04:32:53.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630166,25.04927726675427,12.745098039215685,1610612757,82,69,2026-02-10T04:32:58Z,3850000,False,186.0,183.0,1,left,D. Avdija 26' 3PT step back (20 PTS),[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.11,Made,20.0,,,,,,,,,,,,,,,,,
395,PT08M39.00S,2026-02-10T04:33:10.1Z,3,REGULAR,3pt,Jump Shot,[],1630178,68.80749014454665,69.85294117647058,1610612755,82,72,2026-02-10T04:33:17Z,3860000,False,99.0,241.0,1,right,T. Maxey 26' 3PT pullup (19 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.04,Made,19.0,,,,,,,,,,,,,,,,,
396,PT08M21.00S,2026-02-10T04:33:28.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,5.863994743758213,52.450980392156865,1610612757,84,72,2026-02-10T04:33:33Z,3870000,False,-12.0,3.0,1,left,D. Clingan alley-oop DUNK (11 PTS) (D. Avdija 5 AST),"[1642270, 1630166]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.26,Made,11.0,D. Avdija,1630166.0,5.0,,,,,,,,,,,,,,
398,PT08M09.00S,2026-02-10T04:33:39.8Z,3,REGULAR,3pt,Jump Shot,[],1642845,77.87450722733246,10.049019607843137,1610612755,84,72,2026-02-10T04:33:43Z,3890000,False,-200.0,155.0,1,right,MISS V. Edgecombe 25' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
399,PT08M07.00S,2026-02-10T04:33:41.8Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,84,72,2026-02-10T04:33:43Z,3900000,False,,,0,,D. Avdija REBOUND (Off:2 Def:5),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,398.0,,,,,,7.0,5.0,2.0,,,,,
400,PT08M03.00S,2026-02-10T04:33:46.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,28.203022339027594,22.058823529411764,1610612757,87,72,2026-02-10T04:33:55Z,3910000,False,140.0,213.0,1,left,T. Camara 25' 3PT running (23 PTS) (D. Avdija 6 AST),"[1641739, 1630166]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.44,Made,23.0,D. Avdija,1630166.0,6.0,,,,,,,,,,,,,,
402,PT07M59.00S,2026-02-10T04:33:53.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,87,72,2026-02-10T04:33:53Z,3930000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M59.00S,2026-02-10T04:35:08.5Z,3,REGULAR,substitution,out,[],1642845,,,1610612755,87,72,2026-02-10T04:36:12Z,3940000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M59.00S,2026-02-10T04:35:08.5Z,3,REGULAR,substitution,out,[],1630570,,,1610612755,87,72,2026-02-10T04:36:12Z,3950000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M59.00S,2026-02-10T04:35:08.5Z,3,REGULAR,substitution,in,[],200768,,,1610612755,87,72,2026-02-10T04:36:12Z,3960000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M59.00S,2026-02-10T04:35:08.5Z,3,REGULAR,substitution,in,[],1642348,,,1610612755,87,72,2026-02-10T04:36:12Z,3970000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M43.00S,2026-02-10T04:37:04.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,84.05059132720105,45.34313725490196,1610612755,87,72,2026-02-10T04:37:08Z,3980000,False,-23.0,97.0,1,right,MISS T. Maxey 10' driving floating Shot - blocked,"[1630178, 1642270]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,10.01,Missed,,,,,,,,,,,,,,Clingan,1642270.0,,,
408,PT07M43.00S,2026-02-10T04:37:04.1Z,3,REGULAR,block,,[],1642270,,,1610612755,87,72,2026-02-10T04:37:06Z,3990000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
409,PT07M40.00S,2026-02-10T04:37:07.1Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,87,72,2026-02-10T04:37:08Z,4000000,False,,,0,,J. Grant REBOUND (Off:1 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,407.0,,,,,,3.0,2.0,1.0,,,,,
410,PT07M36.00S,2026-02-10T04:37:11.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,25.969119579500656,82.59803921568627,1610612757,90,72,2026-02-10T04:37:17Z,4010000,False,-163.0,192.0,1,left,T. Camara 25' 3PT running (26 PTS) (J. Holiday 6 AST),"[1641739, 201950]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,25.16,Made,26.0,J. Holiday,201950.0,6.0,,,,,,,,,,,,,,
412,PT07M14.00S,2026-02-10T04:37:34.6Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612755,90,72,2026-02-10T04:37:44Z,4030000,False,,,0,,J. Grant shooting personal FOUL (2 PF) (Edwards 2 FT),"[203924, 1642348]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1627961.0,2.0,0.0,Edwards,1642348.0,,,,,,,,
414,PT07M14.00S,2026-02-10T04:38:03.1Z,3,REGULAR,freethrow,1 of 2,[],1642348,,,1610612755,90,73,2026-02-10T04:38:03Z,4050000,False,,,0,,J. Edwards Free Throw 1 of 2 (9 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
415,PT07M14.00S,2026-02-10T04:38:03.8Z,3,REGULAR,substitution,out,[],201950,,,1610612755,90,73,2026-02-10T04:38:08Z,4060000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT07M14.00S,2026-02-10T04:38:03.8Z,3,REGULAR,substitution,in,[],1630703,,,1610612755,90,73,2026-02-10T04:38:08Z,4070000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M14.00S,2026-02-10T04:38:24.6Z,3,REGULAR,freethrow,2 of 2,[],1642348,,,1610612755,90,74,2026-02-10T04:38:24Z,4080000,False,,,0,,J. Edwards Free Throw 2 of 2 (10 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
418,PT06M51.00S,2026-02-10T04:38:49.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642270,14.4053876478318,52.450980392156865,1610612757,90,74,2026-02-10T04:39:03Z,4090000,False,-12.0,83.0,1,left,MISS D. Clingan 8' floating Shot,[1642270],1610612757.0,POR,floating,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,8.38,Missed,,,,,,,,,,,,,,,,,,
419,PT06M49.00S,2026-02-10T04:38:51.7Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612757,90,74,2026-02-10T04:38:51Z,4100000,False,,,0,,D. Avdija REBOUND (Off:3 Def:5),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,418.0,,,,,,8.0,5.0,3.0,,,,,
420,PT06M49.00S,2026-02-10T04:38:53.3Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612757,90,74,2026-02-10T04:39:12Z,4110000,False,,,0,,A. Drummond shooting personal FOUL (3 PF) (Avdija 2 FT),"[203083, 1630166]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627961.0,3.0,0.0,Avdija,1630166.0,,,,,,,,
422,PT06M49.00S,2026-02-10T04:39:16.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630166,,,1610612757,91,74,2026-02-10T04:39:16Z,4130000,False,,,0,,D. Avdija Free Throw 1 of 2 (21 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
423,PT06M49.00S,2026-02-10T04:39:29.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630166,,,1610612757,92,74,2026-02-10T04:39:29Z,4140000,False,,,0,,D. Avdija Free Throw 2 of 2 (22 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
424,PT06M36.00S,2026-02-10T04:39:43.9Z,3,REGULAR,3pt,Jump Shot,[],1630178,66.5735873850197,41.66666666666667,1610612755,92,74,2026-02-10T04:39:48Z,4150000,False,-42.0,262.0,1,right,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
425,PT06M33.00S,2026-02-10T04:39:46.9Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,92,74,2026-02-10T04:39:48Z,4160000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,424.0,,,,,,3.0,2.0,1.0,,,,,
426,PT06M23.00S,2026-02-10T04:39:57.8Z,3,REGULAR,3pt,Jump Shot,[],1630703,7.966491458607096,4.901960784313726,1610612757,92,74,2026-02-10T04:41:18Z,4170000,False,225.0,22.0,1,left,MISS S. Henderson 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Right Corner 3,24+ Right,22.66,Missed,,,,,,,,,,,,,,,,,,
427,PT06M21.00S,2026-02-10T04:39:59.8Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,92,74,2026-02-10T04:42:18Z,4180000,False,,,0,,J. Edwards REBOUND (Off:0 Def:4),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Right Corner 3,24+ Right,,,,,,,426.0,,,,,,4.0,4.0,0.0,,,,,
428,PT06M18.00S,2026-02-10T04:40:03.9Z,3,REGULAR,foul,personal,[],1630166,,,1610612755,92,74,2026-02-10T04:40:16Z,4190000,False,,,0,,D. Avdija personal FOUL (2 PF),"[1630166, 1630178]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627961.0,2.0,0.0,Maxey,1630178.0,,,,,,,,
430,PT06M04.00S,2026-02-10T04:40:44.9Z,3,REGULAR,2pt,Jump Shot,[],1626162,87.72996057818659,69.11764705882352,1610612755,92,74,2026-02-10T04:40:48Z,4210000,False,96.0,63.0,1,right,MISS K. Oubre Jr. 11' turnaround Shot,[1626162],1610612755.0,PHI,turnaround,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,11.44,Missed,,,,,,,,,,,,,,,,,,
431,PT06M01.00S,2026-02-10T04:40:47.9Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,92,74,2026-02-10T04:40:48Z,4220000,False,,,0,,D. Avdija REBOUND (Off:3 Def:6),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,,430.0,,,,,,9.0,6.0,3.0,,,,,
432,PT05M58.00S,2026-02-10T04:40:50.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203924,27.54599211563732,79.41176470588235,1610612757,92,74,2026-02-10T04:40:56Z,4230000,False,-147.0,206.0,1,left,MISS J. Grant 25' running 3PT,[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
