actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
356,PT12M00.00S,2026-04-03T03:26:41.6Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612757,60,65,2026-04-03T03:30:58Z,3470000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2026-04-03T03:26:41.6Z,3,REGULAR,substitution,out,['startperiod'],1642847,,,1610612757,60,65,2026-04-03T03:30:58Z,3480000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2026-04-03T03:26:41.6Z,3,REGULAR,substitution,out,['startperiod'],1642274,,,1610612757,60,65,2026-04-03T03:30:58Z,3490000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2026-04-03T03:26:41.6Z,3,REGULAR,substitution,in,['startperiod'],1642270,,,1610612757,60,65,2026-04-03T03:30:58Z,3500000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2026-04-03T03:26:41.6Z,3,REGULAR,substitution,in,['startperiod'],1630703,,,1610612757,60,65,2026-04-03T03:30:58Z,3510000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2026-04-03T03:26:41.6Z,3,REGULAR,substitution,in,['startperiod'],1629627,,,1610612757,60,65,2026-04-03T03:30:58Z,3520000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2026-04-03T03:26:41.6Z,3,REGULAR,substitution,in,['startperiod'],1627749,,,1610612757,60,65,2026-04-03T03:30:58Z,3530000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2026-04-03T03:31:06.2Z,3,REGULAR,period,start,[],0,,,1610612740,60,65,2026-04-03T03:31:06Z,3540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M42.00S,2026-04-03T03:31:23.7Z,3,REGULAR,2pt,Jump Shot,[],1630529,75.24638633377135,57.59803921568627,1610612740,60,67,2026-04-03T03:31:31Z,3550000,False,38.0,180.0,1,right,H. Jones 18' pullup Jump Shot (5 PTS),[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,,,,,,Made,5.0,,18.42,,,,,,,,,,,
365,PT11M22.00S,2026-04-03T03:31:43.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,9.543363994743759,57.59803921568627,1610612757,60,67,2026-04-03T03:31:48Z,3560000,False,-38.0,37.0,1,left,MISS D. Avdija driving reverse Layup,[1630166],1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.32,,,,,,,,,,,
366,PT11M20.00S,2026-04-03T03:31:45.4Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,60,67,2026-04-03T03:31:48Z,3570000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,365.0,,,,,1.0,1.0,0.0,,,,,
367,PT11M18.00S,2026-04-03T03:31:47.8Z,3,REGULAR,turnover,bad pass,[],1630529,,,1610612740,60,67,2026-04-03T03:31:51Z,3580000,False,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1630703]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Henderson,1630703.0,,
368,PT11M18.00S,2026-04-03T03:31:47.8Z,3,REGULAR,steal,,[],1630703,,,1610612757,60,67,2026-04-03T03:31:49Z,3590000,False,,,0,,S. Henderson STEAL (1 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
369,PT11M14.00S,2026-04-03T03:31:51.1Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201950,31.488173455978973,72.30392156862744,1610612757,63,67,2026-04-03T03:34:21Z,3600000,False,-112.0,243.0,1,left,J. Holiday 26' 3PT running (9 PTS) (S. Henderson 2 AST),"[201950, 1630703]",1610612757.0,POR,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,,26.78,S. Henderson,1630703.0,2.0,,,,,,,,
371,PT11M03.00S,2026-04-03T03:32:03.8Z,3,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,63,67,2026-04-03T03:32:09Z,3620000,False,,,0,,H. Jones lost ball out-of-bounds TURNOVER (2 TO),[1630529],1610612740.0,NOP,lost ball,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,,,,,,,,,,,,,,,2.0,,,,
373,PT10M45.00S,2026-04-03T03:32:31.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,31.882391590013142,72.79411764705883,1610612757,63,67,2026-04-03T03:32:35Z,3630000,False,-114.0,247.0,1,left,MISS T. Camara 27' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.22,,,,,,,,,,,
374,PT10M41.00S,2026-04-03T03:32:35.3Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,63,67,2026-04-03T03:32:35Z,3640000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:6),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,,,373.0,,,,,6.0,6.0,0.0,,,,,
375,PT10M35.00S,2026-04-03T03:32:40.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630529,90.88370565045992,55.14705882352941,1610612740,63,67,2026-04-03T03:36:00Z,3650000,False,26.0,33.0,1,right,MISS H. Jones running Layup,[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.2,,,,,,,,,,,
376,PT10M34.00S,2026-04-03T03:32:41.6Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,63,67,2026-04-03T03:32:46Z,3660000,False,,,0,,D. Clingan REBOUND (Off:3 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,375.0,,,,,7.0,4.0,3.0,,,,,
377,PT10M25.00S,2026-04-03T03:32:51.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,19.530223390275953,35.049019607843135,1610612757,65,67,2026-04-03T03:32:55Z,3670000,False,75.0,131.0,1,left,J. Holiday 15' pullup Jump Shot (11 PTS) (S. Henderson 3 AST),"[201950, 1630703]",1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,11.0,,15.09,S. Henderson,1630703.0,3.0,,,,,,,,
379,PT10M11.00S,2026-04-03T03:33:06.3Z,3,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,65,67,2026-04-03T03:33:13Z,3690000,False,,,0,,Z. Williamson bad pass out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,bad pass,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Left,1155.0,,,,,,,,,,,,,,,1.0,,,,
380,PT09M51.00S,2026-04-03T03:33:36.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630703,31.09395532194481,29.411764705882355,1610612757,65,67,2026-04-03T03:33:44Z,3700000,False,103.0,240.0,1,left,MISS S. Henderson 26' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.09,,,,,,,,,,,
381,PT09M47.00S,2026-04-03T03:33:40.4Z,3,REGULAR,rebound,offensive,[],1641739,,,1610612757,65,67,2026-04-03T03:33:44Z,3710000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,380.0,,,,,3.0,2.0,1.0,,,,,
382,PT09M44.00S,2026-04-03T03:33:43.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630166,7.30946123521682,53.431372549019606,1610612757,67,67,2026-04-03T03:33:48Z,3720000,False,-17.0,16.0,1,left,D. Avdija cutting Layup (19 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,19.0,,2.36,T. Camara,1641739.0,1.0,,,,,,,,
384,PT09M32.00S,2026-04-03T03:33:55.8Z,3,REGULAR,3pt,Jump Shot,[],1630529,68.41327201051249,65.44117647058823,1610612740,67,70,2026-04-03T03:33:59Z,3740000,False,77.0,244.0,1,right,H. Jones 25' 3PT  (8 PTS) (D. Murray 3 AST),"[1630529, 1627749]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,,25.63,D. Murray,1627749.0,3.0,,,,,,,,
386,PT09M18.00S,2026-04-03T03:34:09.7Z,3,REGULAR,2pt,Jump Shot,[],201950,23.209592641261498,51.225490196078425,1610612757,67,70,2026-04-03T03:34:13Z,3760000,False,-6.0,166.0,1,left,MISS J. Holiday 16' pullup Shot,[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,16.58,,,,,,,,,,,
387,PT09M15.00S,2026-04-03T03:34:12.7Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,67,70,2026-04-03T03:34:13Z,3770000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:7),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,,386.0,,,,,7.0,7.0,0.0,,,,,
388,PT09M09.00S,2026-04-03T03:34:18.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630180,82.7365308804205,41.911764705882355,1610612740,67,70,2026-04-03T03:39:08Z,3780000,False,-40.0,110.0,1,right,MISS S. Bey 11' running pullup Shot,[1630180],1610612740.0,NOP,running pullup,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.7,,,,,,,,,,,
389,PT09M07.00S,2026-04-03T03:34:20.2Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,67,70,2026-04-03T03:34:22Z,3790000,False,,,0,,D. Clingan REBOUND (Off:3 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,388.0,,,,,8.0,5.0,3.0,,,,,
390,PT08M54.00S,2026-04-03T03:34:33.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,6.389618922470433,57.35294117647059,1610612757,67,70,2026-04-03T03:34:37Z,3800000,False,-37.0,8.0,1,left,MISS S. Henderson driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.76,,,,,,,,,,,
391,PT08M51.00S,2026-04-03T03:34:36.3Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,67,70,2026-04-03T03:34:37Z,3810000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,390.0,,,,,2.0,2.0,0.0,,,,,
392,PT08M47.00S,2026-04-03T03:34:40.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630530,92.72339027595268,44.85294117647059,1610612740,67,72,2026-04-03T03:34:45Z,3820000,False,-26.0,16.0,1,right,T. Murphy III running Layup (15 PTS) (H. Jones 2 AST),"[1630530, 1630529]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,,3.02,H. Jones,1630529.0,2.0,,,,,,,,
394,PT08M35.00S,2026-04-03T03:34:53.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.30946123521682,56.86274509803921,1610612757,67,72,2026-04-03T03:34:56Z,3840000,False,-34.0,16.0,1,left,MISS D. Avdija driving Layup - blocked,"[1630166, 1629627]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.79,,,,,,,,,,Williamson,1629627.0
395,PT08M35.00S,2026-04-03T03:34:53.4Z,3,REGULAR,block,,[],1629627,,,1610612757,67,72,2026-04-03T03:34:55Z,3850000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
396,PT08M32.00S,2026-04-03T03:34:56.4Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,67,72,2026-04-03T03:34:56Z,3860000,False,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,394.0,,,,,3.0,3.0,0.0,,,,,
397,PT08M15.00S,2026-04-03T03:35:12.2Z,3,REGULAR,3pt,Jump Shot,[],1627749,69.99014454664915,21.323529411764707,1610612740,67,72,2026-04-03T03:35:21Z,3870000,False,-143.0,230.0,1,right,MISS D. Murray 27' 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.07,,,,,,,,,,,
398,PT08M11.00S,2026-04-03T03:35:16.2Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612740,67,72,2026-04-03T03:35:21Z,3880000,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,397.0,,,,,3.0,2.0,1.0,,,,,
399,PT08M09.00S,2026-04-03T03:35:18.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,93.11760840998686,45.83333333333333,1610612740,67,72,2026-04-03T03:35:26Z,3890000,False,-21.0,12.0,1,right,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.41,,,,,,,,,,,
400,PT08M07.00S,2026-04-03T03:35:20.7Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,67,72,2026-04-03T03:35:26Z,3900000,False,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,399.0,,,,,4.0,4.0,0.0,,,,,
401,PT07M54.00S,2026-04-03T03:35:35.7Z,3,REGULAR,foul,personal,[],1630180,,,1610612757,67,72,2026-04-03T03:35:43Z,3910000,False,,,0,,S. Bey personal FOUL (2 PF),"[1630180, 1630166]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,1179.0,2.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
403,PT07M54.00S,2026-04-03T03:35:45.4Z,3,REGULAR,substitution,out,[],1630703,,,1610612757,67,72,2026-04-03T03:35:53Z,3930000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M54.00S,2026-04-03T03:35:45.4Z,3,REGULAR,substitution,in,[],1629680,,,1610612757,67,72,2026-04-03T03:35:53Z,3940000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M48.00S,2026-04-03T03:36:11.4Z,3,REGULAR,3pt,Jump Shot,[],1629680,9.149145860709593,4.6568627450980395,1610612757,67,72,2026-04-03T03:36:18Z,3950000,False,227.0,34.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.92,,,,,,,,,,,
406,PT07M47.00S,2026-04-03T03:36:12.4Z,3,REGULAR,rebound,offensive,[],1641739,,,1610612757,67,72,2026-04-03T03:44:01Z,3960000,False,,,0,,T. Camara REBOUND (Off:2 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,,,,,405.0,,,,,4.0,2.0,2.0,,,,,
407,PT07M47.00S,2026-04-03T03:36:16.7Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641739,5.590000152587891,50.0,1610612757,69,72,2026-04-03T03:44:11Z,3970000,False,0.0,0.0,1,left,T. Camara tip DUNK (14 PTS),[1641739],1610612757.0,POR,tip,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,0.0,,,,,,,,,,,
408,PT07M33.00S,2026-04-03T03:36:29.2Z,3,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612740,69,72,2026-04-03T03:36:41Z,3980000,False,,,0,,D. Clingan shooting personal FOUL (4 PF) (Williamson 2 FT),"[1642270, 1629627]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1179.0,4.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
410,PT07M33.00S,2026-04-03T03:37:00.8Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,69,73,2026-04-03T03:37:00Z,4000000,False,,,0,,Z. Williamson Free Throw 1 of 2 (10 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
411,PT07M33.00S,2026-04-03T03:37:05.9Z,3,REGULAR,substitution,out,[],1642270,,,1610612740,69,73,2026-04-03T03:37:09Z,4010000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M33.00S,2026-04-03T03:37:05.9Z,3,REGULAR,substitution,in,[],1629057,,,1610612740,69,73,2026-04-03T03:37:09Z,4020000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M33.00S,2026-04-03T03:37:23.4Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,69,74,2026-04-03T03:37:23Z,4030000,False,,,0,,Z. Williamson Free Throw 2 of 2 (11 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
414,PT07M16.00S,2026-04-03T03:37:40.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.440867279894875,53.92156862745098,1610612757,71,74,2026-04-03T03:37:44Z,4040000,False,-20.0,17.0,1,left,J. Holiday driving reverse Layup (13 PTS),[201950],1610612757.0,POR,driving reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,2.62,,,,,,,,,,,
415,PT07M02.00S,2026-04-03T03:37:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,90.62089356110381,44.11764705882353,1610612740,71,74,2026-04-03T03:38:00Z,4050000,False,-29.0,36.0,1,right,MISS S. Bey driving Layup - blocked,"[1630180, 1630166]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.62,,,,,,,,,,Avdija,1630166.0
416,PT07M02.00S,2026-04-03T03:37:55.2Z,3,REGULAR,block,,[],1630166,,,1610612740,71,74,2026-04-03T03:37:57Z,4060000,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
417,PT06M59.00S,2026-04-03T03:37:58.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612757,71,74,2026-04-03T03:38:00Z,4070000,False,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,415.0,,,,,6.0,4.0,2.0,,,,,
418,PT06M57.00S,2026-04-03T03:38:01.9Z,3,REGULAR,turnover,out-of-bounds,[],1629680,,,1610612757,71,74,2026-04-03T03:38:11Z,4080000,False,,,0,,M. Thybulle lost ball out-of-bounds TURNOVER (1 TO),[1629680],1610612757.0,POR,lost ball,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,,1.0,,,,
419,PT06M57.00S,2026-04-03T03:38:08.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,71,74,2026-04-03T03:38:08Z,4090000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M38.00S,2026-04-03T03:41:23.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629627,91.01511169513797,50.98039215686274,1610612740,71,76,2026-04-03T03:41:32Z,4100000,False,5.0,32.0,1,right,Z. Williamson driving Hook (13 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,3.24,,,,,,,,,,,
421,PT06M14.00S,2026-04-03T03:41:47.2Z,3,REGULAR,3pt,Jump Shot,[],1630166,8.886333771353483,3.431372549019608,1610612757,71,76,2026-04-03T03:41:51Z,4110000,False,233.0,31.0,1,left,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.49,,,,,,,,,,,
422,PT06M11.00S,2026-04-03T03:41:50.2Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,71,76,2026-04-03T03:41:51Z,4120000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:8),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,,,421.0,,,,,8.0,8.0,0.0,,,,,
423,PT06M08.00S,2026-04-03T03:41:56.1Z,3,REGULAR,foul,offensive,[],1629627,,,1610612740,71,76,2026-04-03T03:42:04Z,4130000,False,,,0,,Z. Williamson charge offensive FOUL (4 PF),"[1629627, 1641739]",1610612740.0,NOP,charge,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,1155.0,4.0,0.0,Camara,1641739.0,,,,,,,,,,,,,,,
425,PT06M08.00S,2026-04-03T03:41:56.1Z,3,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,71,76,2026-04-03T03:41:56Z,4150000,False,,,0,,Z. Williamson offensive foul TURNOVER (2 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,,,,,,,,,,,,,,2.0,,,,
427,PT06M08.00S,2026-04-03T03:42:03.9Z,3,REGULAR,substitution,in,[],1642274,,,1610612757,71,76,2026-04-03T03:42:13Z,4170000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M08.00S,2026-04-03T03:42:03.9Z,3,REGULAR,substitution,out,[],1629627,,,1610612757,71,76,2026-04-03T03:42:24Z,4180000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M49.00S,2026-04-03T03:42:41.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,10.463206307490145,52.20588235294118,1610612757,71,76,2026-04-03T03:42:46Z,4190000,False,-11.0,46.0,1,left,MISS J. Holiday driving floating Shot,[201950],1610612757.0,POR,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.72,,,,,,,,,,,
430,PT05M48.00S,2026-04-03T03:42:42.5Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612757,71,76,2026-04-03T03:42:42Z,4200000,False,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,429.0,,,,,5.0,4.0,1.0,,,,,
431,PT05M41.00S,2026-04-03T03:42:48.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630166,7.835085413929041,95.83333333333334,1610612757,71,76,2026-04-03T03:42:54Z,4210000,False,-229.0,21.0,1,left,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.02,,,,,,,,,,,
432,PT05M37.00S,2026-04-03T03:42:52.7Z,3,REGULAR,rebound,offensive,[],1629680,,,1610612757,71,76,2026-04-03T03:42:54Z,4220000,False,,,0,,M. Thybulle REBOUND (Off:2 Def:2),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,,,,,,,,431.0,,,,,4.0,2.0,2.0,,,,,
433,PT05M33.00S,2026-04-03T03:42:56.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201950,34.247700394218136,50.49019607843137,1610612757,74,76,2026-04-03T03:43:03Z,4230000,False,-2.0,269.0,1,left,J. Holiday 26' 3PT pullup (16 PTS) (R. Williams III 1 AST),"[201950, 1629057]",1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,Made,16.0,,26.94,R. Williams III,1629057.0,1.0,,,,,,,,
434,PT05M18.00S,2026-04-03T03:43:12.6Z,3,REGULAR,3pt,Jump Shot,[],1630530,67.62483574244416,62.5,1610612740,74,76,2026-04-03T03:43:16Z,4240000,False,62.0,252.0,1,right,MISS T. Murphy III 25' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.94,,,,,,,,,,,
