actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT05M21.00S,2026-04-03T02:27:13.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,19,17,2026-04-03T02:27:13Z,880000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,87.0,,,,,3.0,3.0,0.0,,,,,
89,PT05M21.00S,2026-04-03T02:27:16.9Z,1,REGULAR,foul,technical,['1freethrow'],1627749,,,1610612740,19,17,2026-04-03T02:27:24Z,890000,False,,,0,,D. Murray technical FOUL (1 Tech),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,1627526.0,0.0,1.0,,,,,,,,,,,,,,,,,
90,PT05M21.00S,2026-04-03T02:27:25.6Z,1,REGULAR,freethrow,1 of 1,[],1630166,,,1610612740,20,17,2026-04-03T02:27:25Z,900000,False,,,0,,D. Avdija technical Free Throw 1 of 1 (5 PTS),[1630166],1610612757.0,POR,technical,,,Avdija,D. Avdija,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
91,PT05M11.00S,2026-04-03T02:27:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.835085413929041,50.49019607843137,1610612740,20,19,2026-04-03T02:27:53Z,910000,False,-2.0,21.0,1,left,Z. Williamson driving Layup (6 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,2.12,,,,,,,,,,,
92,PT04M58.00S,2026-04-03T02:28:03.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612757,20,19,2026-04-03T02:28:10Z,920000,False,,,0,,H. Jones personal FOUL (2 PF) (Thybulle 2 FT),"[1630529, 1629680]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,1179.0,2.0,0.0,Thybulle,1629680.0,,,,,,,,,,,,,,,
94,PT04M58.00S,2026-04-03T02:28:34.7Z,1,REGULAR,freethrow,1 of 2,[],1629680,,,1610612757,21,19,2026-04-03T02:28:34Z,940000,False,,,0,,M. Thybulle Free Throw 1 of 2 (1 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
95,PT04M58.00S,2026-04-03T02:28:35.3Z,1,REGULAR,substitution,out,[],1630530,,,1610612757,21,19,2026-04-03T02:28:42Z,950000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M58.00S,2026-04-03T02:28:35.3Z,1,REGULAR,substitution,in,[],1630180,,,1610612757,21,19,2026-04-03T02:28:42Z,960000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M58.00S,2026-04-03T02:28:52.7Z,1,REGULAR,freethrow,2 of 2,[],1629680,,,1610612757,22,19,2026-04-03T02:28:52Z,970000,False,,,0,,M. Thybulle Free Throw 2 of 2 (2 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
98,PT04M49.00S,2026-04-03T02:29:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,8.623521681997373,42.8921568627451,1610612740,22,19,2026-04-03T02:29:15Z,980000,False,36.0,29.0,1,left,MISS Z. Williamson driving Layup - blocked,"[1629627, 1631200]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.56,,,,,,,,,,Murray,1631200.0
99,PT04M49.00S,2026-04-03T02:29:03.3Z,1,REGULAR,block,,[],1631200,,,1610612740,22,19,2026-04-03T02:29:05Z,990000,False,,,0,,K. Murray BLOCK (1 BLK),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M49.00S,2026-04-03T02:29:03.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,22,19,2026-04-03T02:29:15Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,98.0,,,,,,,,,,,,
102,PT04M39.00S,2026-04-03T02:29:36.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,9.149145860709593,69.6078431372549,1610612740,22,21,2026-04-03T02:29:41Z,1020000,False,-98.0,34.0,1,left,D. Murray 10' fadeaway bank Jump Shot (6 PTS),[1627749],1610612740.0,NOP,fadeaway bank,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,,,,,Made,6.0,,10.36,,,,,,,,,,,
103,PT04M28.00S,2026-04-03T02:29:50.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629627,,,1610612757,22,21,2026-04-03T02:30:11Z,1030000,False,,,0,,Z. Williamson shooting personal FOUL (3 PF) (Avdija 2 FT),"[1629627, 1630166]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,1155.0,3.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
105,PT04M28.00S,2026-04-03T02:30:19.6Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,23,21,2026-04-03T02:30:19Z,1050000,False,,,0,,D. Avdija Free Throw 1 of 2 (6 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
106,PT04M28.00S,2026-04-03T02:30:20.3Z,1,REGULAR,substitution,out,[],1629627,,,1610612757,23,21,2026-04-03T02:30:25Z,1060000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M28.00S,2026-04-03T02:30:20.3Z,1,REGULAR,substitution,in,[],1642852,,,1610612757,23,21,2026-04-03T02:30:25Z,1070000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M28.00S,2026-04-03T02:30:39.4Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,24,21,2026-04-03T02:30:39Z,1080000,False,,,0,,D. Avdija Free Throw 2 of 2 (7 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
109,PT04M17.00S,2026-04-03T02:30:52.6Z,1,REGULAR,3pt,Jump Shot,[],1627749,30.56833114323259,19.11764705882353,1610612740,24,21,2026-04-03T02:30:58Z,1090000,False,154.0,235.0,1,left,MISS D. Murray 28' pullup 3PT,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,28.1,,,,,,,,,,,
110,PT04M13.00S,2026-04-03T02:30:56.6Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,24,21,2026-04-03T02:30:58Z,1100000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,109.0,,,,,1.0,1.0,0.0,,,,,
111,PT04M04.00S,2026-04-03T02:31:05.6Z,1,REGULAR,3pt,Jump Shot,[],1629680,70.90998685939553,77.45098039215686,1610612757,24,21,2026-04-03T02:31:12Z,1110000,False,137.0,221.0,1,right,MISS M. Thybulle 26' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.01,,,,,,,,,,,
112,PT04M03.00S,2026-04-03T02:31:06.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,24,21,2026-04-03T02:42:29Z,1120000,False,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,111.0,,,,,4.0,4.0,0.0,,,,,
115,PT03M56.00S,2026-04-03T02:31:14.1Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612740,24,21,2026-04-03T02:35:19Z,1150000,False,,,0,,D. Murray bad pass TURNOVER (3 TO),"[1627749, 1630166]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,3.0,Avdija,1630166.0,,
116,PT03M56.00S,2026-04-03T02:31:14.1Z,1,REGULAR,steal,,[],1630166,,,1610612757,24,21,2026-04-03T04:49:06Z,1160000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
117,PT03M50.00S,2026-04-03T02:31:20.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,67.09921156373193,44.11764705882353,1610612757,27,21,2026-04-03T02:31:33Z,1170000,False,-29.0,257.0,1,right,T. Camara 25' 3PT  (3 PTS) (K. Murray 1 AST),"[1641739, 1631200]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,25.85,K. Murray,1631200.0,1.0,,,,,,,,
119,PT03M48.00S,2026-04-03T02:31:28.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,27,21,2026-04-03T02:31:28Z,1190000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M48.00S,2026-04-03T02:33:54.4Z,1,REGULAR,substitution,out,[],1642270,,,1610612740,27,21,2026-04-03T02:34:20Z,1200000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M48.00S,2026-04-03T02:33:54.4Z,1,REGULAR,substitution,in,[],1629057,,,1610612740,27,21,2026-04-03T02:34:20Z,1210000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M37.00S,2026-04-03T02:34:49.1Z,1,REGULAR,foul,technical,['1freethrow'],1629057,,,1610612740,27,21,2026-04-03T02:34:57Z,1220000,False,,,0,,R. Williams III defensive-3-second technical FOUL (1 Tech),[1629057],1610612757.0,POR,defensive-3-second,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1179.0,0.0,1.0,,,,,,,,,,,,,,,,,
123,PT03M37.00S,2026-04-03T02:35:04.5Z,1,REGULAR,freethrow,1 of 1,[],1627749,,,1610612740,27,22,2026-04-03T02:35:04Z,1230000,False,,,0,,D. Murray technical Free Throw 1 of 1 (7 PTS),[1627749],1610612740.0,NOP,technical,,,Murray,D. Murray,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
124,PT03M31.00S,2026-04-03T02:35:24.7Z,1,REGULAR,2pt,Jump Shot,[],1630180,10.200394218134035,74.75490196078431,1610612740,27,24,2026-04-03T02:35:30Z,1240000,False,-124.0,43.0,1,left,S. Bey 13' turnaround fadeaway Jump Shot (8 PTS),[1630180],1610612740.0,NOP,turnaround fadeaway,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,,,,,,Made,8.0,,13.12,,,,,,,,,,,
125,PT03M08.00S,2026-04-03T02:35:46.6Z,1,REGULAR,3pt,Jump Shot,[],1629680,88.12417871222075,96.56862745098039,1610612757,27,24,2026-04-03T02:35:51Z,1250000,False,233.0,59.0,1,right,MISS M. Thybulle 24' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.02,,,,,,,,,,,
126,PT03M07.00S,2026-04-03T02:35:47.6Z,1,REGULAR,rebound,offensive,[],1629680,,,1610612757,27,24,2026-04-03T02:35:51Z,1260000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,,,,125.0,,,,,1.0,0.0,1.0,,,,,
128,PT02M53.00S,2026-04-03T02:36:20.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,27,24,2026-04-03T02:36:27Z,1280000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Right,1155.0,,,,,,,,,,,,,,,,,,,
129,PT02M33.00S,2026-04-03T02:36:52.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642274,7.440867279894875,55.88235294117647,1610612740,27,26,2026-04-03T02:46:16Z,1290000,False,-29.0,17.0,1,left,Y. Missi driving reverse Layup (2 PTS) (D. Queen 1 AST),"[1642274, 1642852]",1610612740.0,NOP,driving reverse,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,3.42,D. Queen,1642852.0,1.0,,,,,,,,
131,PT02M21.00S,2026-04-03T02:37:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,89.04402102496715,55.63725490196079,1610612757,27,26,2026-04-03T02:37:09Z,1310000,False,28.0,50.0,1,right,MISS D. Avdija cutting Layup,[1630166],1610612757.0,POR,cutting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.78,,,,,,,,,,,
132,PT02M19.00S,2026-04-03T02:37:05.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,27,26,2026-04-03T02:37:09Z,1320000,False,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,131.0,,,,,5.0,5.0,0.0,,,,,
133,PT02M12.00S,2026-04-03T02:37:13.1Z,1,REGULAR,2pt,Jump Shot,[],1627749,8.09789750328515,65.93137254901961,1610612740,27,26,2026-04-03T02:37:17Z,1330000,False,-80.0,24.0,1,left,MISS D. Murray 8' turnaround fadeaway Shot,[1627749],1610612740.0,NOP,turnaround fadeaway,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,8.31,,,,,,,,,,,
134,PT02M10.00S,2026-04-03T02:37:15.1Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,27,26,2026-04-03T02:37:17Z,1340000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Left,,,,,,,,133.0,,,,,2.0,1.0,1.0,,,,,
135,PT02M00.00S,2026-04-03T02:37:23.9Z,1,REGULAR,3pt,Jump Shot,[],1641739,75.24638633377135,13.480392156862745,1610612757,30,26,2026-04-03T02:37:28Z,1350000,False,-183.0,180.0,1,right,T. Camara 25' 3PT  (6 PTS) (D. Avdija 1 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,,25.65,D. Avdija,1630166.0,1.0,,,,,,,,
138,PT01M41.00S,2026-04-03T02:37:49.0Z,1,REGULAR,substitution,out,[],1630166,,,1610612740,30,26,2026-04-03T02:38:07Z,1380000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M41.00S,2026-04-03T02:37:49.0Z,1,REGULAR,substitution,out,[],1641739,,,1610612740,30,26,2026-04-03T02:38:07Z,1390000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M41.00S,2026-04-03T02:37:49.0Z,1,REGULAR,substitution,out,[],1627749,,,1610612740,30,26,2026-04-03T02:38:07Z,1400000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M41.00S,2026-04-03T02:37:49.0Z,1,REGULAR,substitution,in,[],1630703,,,1610612740,30,26,2026-04-03T02:38:07Z,1410000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M41.00S,2026-04-03T02:37:49.0Z,1,REGULAR,substitution,in,[],201950,,,1610612740,30,26,2026-04-03T02:38:07Z,1420000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M41.00S,2026-04-03T02:37:49.0Z,1,REGULAR,substitution,in,[],1642847,,,1610612740,30,26,2026-04-03T02:38:07Z,1430000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M36.00S,2026-04-03T02:38:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,11.383048620236531,50.49019607843137,1610612740,30,26,2026-04-03T02:38:26Z,1440000,False,-2.0,55.0,1,left,MISS Y. Missi cutting Layup - blocked,"[1642274, 1629057]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.46,,,,,,,,,,Williams III,1629057.0
145,PT01M36.00S,2026-04-03T02:38:21.4Z,1,REGULAR,block,,[],1629057,,,1610612740,30,26,2026-04-03T02:38:23Z,1450000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT01M35.00S,2026-04-03T02:38:22.4Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,30,26,2026-04-03T02:39:37Z,1460000,False,,,0,,Y. Missi REBOUND (Off:2 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,144.0,,,,,3.0,1.0,2.0,,,,,
147,PT01M35.00S,2026-04-03T02:38:55.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,30,26,2026-04-03T02:39:41Z,1470000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M35.00S,2026-04-03T02:39:48.9Z,1,REGULAR,substitution,out,[],1629680,,,1610612740,30,26,2026-04-03T02:40:12Z,1480000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M35.00S,2026-04-03T02:39:48.9Z,1,REGULAR,substitution,in,[],1631321,,,1610612740,30,26,2026-04-03T02:40:12Z,1490000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M31.00S,2026-04-03T02:40:29.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630529,24.26084099868594,87.00980392156863,1610612740,30,26,2026-04-03T02:40:33Z,1500000,False,-185.0,176.0,1,left,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.51,,,,,,,,,,,
151,PT01M29.00S,2026-04-03T02:40:30.8Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,30,26,2026-04-03T02:40:30Z,1510000,False,,,0,,Y. Missi REBOUND (Off:3 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,,,,,,150.0,,,,,4.0,1.0,3.0,,,,,
152,PT01M23.00S,2026-04-03T02:40:37.3Z,1,REGULAR,2pt,Hook,['2ndchance'],1630180,8.623521681997373,30.392156862745097,1610612740,30,28,2026-04-03T02:50:26Z,1520000,False,98.0,29.0,1,left,S. Bey 10' driving Hook (10 PTS) (J. Fears 1 AST),"[1630180, 1642847]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Mid-Range,8-16 Right,,,,,,Made,10.0,,10.21,J. Fears,1642847.0,1.0,,,,,,,,
154,PT01M09.00S,2026-04-03T02:40:50.3Z,1,REGULAR,3pt,Jump Shot,[],1630703,69.59592641261499,73.2843137254902,1610612757,33,28,2026-04-03T02:40:57Z,1540000,False,116.0,233.0,1,right,S. Henderson 26' 3PT step back (8 PTS),[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,,26.07,,,,,,,,,,,
155,PT00M58.50S,2026-04-03T02:41:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,19.530223390275953,63.725490196078425,1610612740,33,30,2026-04-03T02:41:08Z,1550000,False,-69.0,131.0,1,left,J. Fears 14' driving floating Jump Shot (2 PTS),[1642847],1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,,14.8,,,,,,,,,,,
156,PT00M46.10S,2026-04-03T02:41:16.8Z,1,REGULAR,3pt,Jump Shot,[],1631321,83.26215505913272,3.1862745098039214,1610612757,33,30,2026-04-03T02:41:21Z,1560000,False,-234.0,105.0,1,right,MISS S. Cissoko 25' 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.65,,,,,,,,,,,
157,PT00M43.20S,2026-04-03T02:41:19.7Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,33,30,2026-04-03T02:41:21Z,1570000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,156.0,,,,,1.0,1.0,0.0,,,,,
159,PT00M41.10S,2026-04-03T02:41:25.1Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,33,30,2026-04-03T02:41:30Z,1590000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M41.10S,2026-04-03T02:41:25.1Z,1,REGULAR,substitution,in,[],1642877,,,1610612740,33,30,2026-04-03T02:41:30Z,1600000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M33.70S,2026-04-03T02:41:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,8.623521681997373,62.5,1610612740,33,30,2026-04-03T02:41:45Z,1610000,False,-62.0,29.0,1,left,MISS J. Fears 6' driving finger roll Layup - blocked,"[1642847, 1629057]",1610612740.0,NOP,driving finger roll,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.87,,,,,,,,,,Williams III,1629057.0
162,PT00M33.70S,2026-04-03T02:41:40.9Z,1,REGULAR,block,,[],1629057,,,1610612740,33,30,2026-04-03T02:41:42Z,1620000,False,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M31.50S,2026-04-03T02:41:43.1Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,33,30,2026-04-03T02:41:45Z,1630000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,161.0,,,,,2.0,2.0,0.0,,,,,
164,PT00M28.90S,2026-04-03T02:41:46.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631321,93.51182654402102,51.71568627450981,1610612757,35,30,2026-04-03T02:41:52Z,1640000,False,9.0,8.0,1,right,S. Cissoko running alley-oop DUNK (2 PTS) (S. Henderson 1 AST),"[1631321, 1630703]",1610612757.0,POR,running alley-oop,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,1.21,S. Henderson,1630703.0,1.0,,,,,,,,
166,PT00M11.30S,2026-04-03T02:42:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,6.258212877792378,63.23529411764706,1610612740,35,32,2026-04-03T02:42:11Z,1660000,False,-66.0,6.0,1,left,D. Queen 6' pullup Jump Shot (2 PTS),[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,6.65,,,,,,,,,,,
167,PT00M00.00S,2026-04-03T02:42:26.8Z,1,REGULAR,3pt,Jump Shot,[],201950,93.24901445466492,94.6078431372549,1610612757,35,32,2026-04-03T02:42:31Z,1670000,False,223.0,11.0,1,right,MISS J. Holiday step back 3PT,[201950],1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.33,,,,,,,,,,,
168,PT00M00.00S,2026-04-03T02:42:29.2Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,35,32,2026-04-03T02:42:29Z,1680000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Right Corner 3,24+ Right,,,,,,,,167.0,,,,,1.0,1.0,0.0,,,,,
169,PT00M00.00S,2026-04-03T02:42:36.3Z,1,REGULAR,period,end,[],0,,,1610612740,35,32,2026-04-03T02:42:36Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-04-03T02:44:00.1Z,2,REGULAR,substitution,out,['startperiod'],1631200,,,1610612740,35,32,2026-04-03T02:45:13Z,1700000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-04-03T02:44:00.1Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612740,35,32,2026-04-03T02:45:13Z,1710000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-04-03T02:44:00.1Z,2,REGULAR,substitution,in,['startperiod'],1629680,,,1610612740,35,32,2026-04-03T02:45:13Z,1720000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
