actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
90,PT05M51.00S,2026-03-24T02:26:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,5.206964520367937,50.73529411764706,1610612751,13,13,2026-03-24T02:26:50Z,890000,False,-4.0,-4.0,1,left,Z. Williams driving Layup (4 PTS) (N. Traore 4 AST),"[1630533, 1642849]",1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,0.52,Made,4.0,,,,,,,,,,,,,,,N. Traore,1642849.0,4.0
92,PT05M39.00S,2026-03-24T02:26:55.9Z,1,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612757,13,13,2026-03-24T02:27:02Z,910000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Thybulle 2 FT),"[1630533, 1629680]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,,,,1.0,0.0,Thybulle,1629680.0,,,,,
94,PT05M39.00S,2026-03-24T02:27:28.9Z,1,REGULAR,freethrow,1 of 2,[],1629680,,,1610612757,13,13,2026-03-24T02:28:00Z,930000,False,,,0,,MISS M. Thybulle Free Throw 1 of 2,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
95,PT05M39.00S,2026-03-24T02:27:28.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,13,13,2026-03-24T02:28:00Z,940000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,
96,PT05M39.00S,2026-03-24T02:27:29.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612757,13,13,2026-03-24T02:27:36Z,950000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M39.00S,2026-03-24T02:27:29.5Z,1,REGULAR,substitution,out,[],1630592,,,1610612757,13,13,2026-03-24T02:27:36Z,960000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M39.00S,2026-03-24T02:27:29.5Z,1,REGULAR,substitution,in,[],1642879,,,1610612757,13,13,2026-03-24T02:27:36Z,970000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M39.00S,2026-03-24T02:27:29.5Z,1,REGULAR,substitution,in,[],1643052,,,1610612757,13,13,2026-03-24T02:27:36Z,980000,False,,,0,,SUB in: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M39.00S,2026-03-24T02:27:28.9Z,1,REGULAR,freethrow,2 of 2,[],1629680,,,1610612757,13,13,2026-03-24T02:28:00Z,990000,False,,,0,,MISS M. Thybulle Free Throw 2 of 2,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT05M36.00S,2026-03-24T02:27:31.9Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,13,13,2026-03-24T02:28:00Z,1000000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,
102,PT05M28.00S,2026-03-24T02:28:07.1Z,1,REGULAR,turnover,bad pass,[],1643052,,,1610612751,13,13,2026-03-24T02:28:59Z,1010000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1643052, 1629680]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,1.0,,,,,,,,,,,Thybulle,1629680.0,,,
103,PT05M28.00S,2026-03-24T02:28:07.1Z,1,REGULAR,steal,,[],1629680,,,1610612757,13,13,2026-03-24T02:28:08Z,1020000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
104,PT05M26.00S,2026-03-24T02:28:09.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,92.9862023653088,49.26470588235294,1610612757,15,13,2026-03-24T02:28:28Z,1030000,False,-4.0,13.0,1,right,M. Thybulle running DUNK (5 PTS),[1629680],1610612757.0,POR,running,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,1.39,Made,5.0,,,,,,,,,,,,,,,,,
105,PT05M26.00S,2026-03-24T02:28:14.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,15,13,2026-03-24T02:28:14Z,1040000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M12.00S,2026-03-24T02:31:21.0Z,1,REGULAR,3pt,Jump Shot,[],1631169,32.933639947437584,28.676470588235293,1610612751,15,16,2026-03-24T02:31:27Z,1050000,False,107.0,257.0,1,left,J. Minott 27' 3PT  (3 PTS) (C. Johnson 1 AST),"[1631169, 1643052]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Right Center,27.83,Made,3.0,,,,,,,,,,,,,,,C. Johnson,1643052.0,1.0
108,PT04M49.00S,2026-03-24T02:31:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,92.19776609724047,43.627450980392155,1610612757,17,16,2026-03-24T02:31:51Z,1070000,False,-32.0,21.0,1,right,K. Murray driving Layup (2 PTS),[1631200],1610612757.0,POR,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.81,Made,2.0,,,,,,,,,,,,,,,,,
109,PT04M49.00S,2026-03-24T02:31:48.8Z,1,REGULAR,foul,personal,['1freethrow'],1630533,,,1610612757,17,16,2026-03-24T02:32:00Z,1080000,False,,,0,,Z. Williams shooting personal FOUL (2 PF) (Murray 1 FT),"[1630533, 1631200]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,2.0,0.0,Murray,1631200.0,,,,,
111,PT04M49.00S,2026-03-24T02:32:02.8Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,17,16,2026-03-24T02:32:41Z,1100000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M49.00S,2026-03-24T02:32:02.8Z,1,REGULAR,substitution,out,[],1631169,,,1610612757,17,16,2026-03-24T02:32:41Z,1110000,False,,,0,,SUB out: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M49.00S,2026-03-24T02:32:02.8Z,1,REGULAR,substitution,out,[],1630533,,,1610612757,17,16,2026-03-24T02:32:41Z,1120000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M49.00S,2026-03-24T02:32:02.8Z,1,REGULAR,substitution,out,[],1642849,,,1610612757,17,16,2026-03-24T02:32:41Z,1130000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M49.00S,2026-03-24T02:32:02.8Z,1,REGULAR,substitution,in,[],1631321,,,1610612757,17,16,2026-03-24T02:32:41Z,1140000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M49.00S,2026-03-24T02:32:02.8Z,1,REGULAR,substitution,in,[],1630604,,,1610612757,17,16,2026-03-24T02:32:41Z,1150000,False,,,0,,SUB in: E. Liddell,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M49.00S,2026-03-24T02:32:02.8Z,1,REGULAR,substitution,in,[],1641869,,,1610612757,17,16,2026-03-24T02:32:41Z,1160000,False,,,0,,SUB in: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M49.00S,2026-03-24T02:32:02.8Z,1,REGULAR,substitution,in,[],1630623,,,1610612757,17,16,2026-03-24T02:32:41Z,1170000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M49.00S,2026-03-24T02:32:18.8Z,1,REGULAR,freethrow,1 of 1,[],1631200,,,1610612757,18,16,2026-03-24T02:32:18Z,1180000,False,,,0,,K. Murray Free Throw 1 of 1 (3 PTS),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
120,PT04M29.00S,2026-03-24T02:32:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642879,7.30946123521682,56.372549019607845,1610612751,18,16,2026-03-24T02:32:51Z,1190000,False,-32.0,16.0,1,left,MISS B. Saraf driving floating bank Shot - blocked,"[1642879, 1631321]",1610612751.0,BKN,driving floating bank,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,Cissoko,1631321.0,,,,,,,,,,,,,
121,PT04M29.00S,2026-03-24T02:32:39.5Z,1,REGULAR,block,,[],1631321,,,1610612751,18,16,2026-03-24T02:32:41Z,1200000,False,,,0,,S. Cissoko BLOCK (1 BLK),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT04M27.00S,2026-03-24T02:32:41.5Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,18,16,2026-03-24T02:32:51Z,1210000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,
123,PT04M25.00S,2026-03-24T02:32:44.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630703,93.64323258869908,47.549019607843135,1610612757,18,16,2026-03-24T02:42:09Z,1220000,False,-12.0,7.0,1,right,MISS S. Henderson running reverse Layup,[1630703],1610612757.0,POR,running reverse,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
124,PT04M24.00S,2026-03-24T02:32:45.7Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,18,16,2026-03-24T02:42:09Z,1230000,False,,,0,,D. Avdija REBOUND (Off:2 Def:0),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,123.0,2.0,0.0,2.0,,,,,,,,,
125,PT04M24.00S,2026-03-24T02:32:47.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630166,94.40999984741211,50.0,1610612757,20,16,2026-03-24T02:34:10Z,1240000,False,0.0,0.0,1,right,D. Avdija tip Layup (6 PTS),[1630166],1610612757.0,POR,tip,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
126,PT04M24.00S,2026-03-24T02:32:51.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630623,,,1610612757,20,16,2026-03-24T02:45:07Z,1250000,False,,,0,,T. Etienne shooting personal FOUL (1 PF) (Avdija 1 FT),"[1630623, 1630166]",1610612751.0,BKN,shooting,,,Etienne,T. Etienne,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,,,,1.0,0.0,Avdija,1630166.0,,,,,
128,PT04M24.00S,2026-03-24T02:33:14.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630166,,,1610612757,20,16,2026-03-24T02:33:17Z,1270000,False,,,0,,MISS D. Avdija Free Throw 1 of 1,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
129,PT04M22.00S,2026-03-24T02:33:16.4Z,1,REGULAR,rebound,defensive,[],1643052,,,1610612751,20,16,2026-03-24T02:33:17Z,1280000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,
130,PT04M07.00S,2026-03-24T02:33:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,5.732588699080158,53.431372549019606,1610612751,20,18,2026-03-24T02:46:07Z,1290000,False,-17.0,1.0,1,left,B. Saraf driving Layup (2 PTS) (T. Etienne 1 AST),"[1642879, 1630623]",1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,,,,,,,,,,,,,,,T. Etienne,1630623.0,1.0
132,PT03M58.00S,2026-03-24T02:33:42.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642879,,,1610612757,20,18,2026-03-24T02:34:33Z,1310000,False,,,0,,B. Saraf shooting personal FOUL (1 PF) (Thybulle 2 FT),"[1642879, 1629680]",1610612751.0,BKN,shooting,,,Saraf,B. Saraf,,,,,Mid-Range,16-24 Right Center,,,,2002.0,,,,,,,,1.0,0.0,Thybulle,1629680.0,,,,,
134,PT03M58.00S,2026-03-24T02:34:06.8Z,1,REGULAR,freethrow,1 of 2,[],1629680,,,1610612757,21,18,2026-03-24T02:34:06Z,1330000,False,,,0,,M. Thybulle Free Throw 1 of 2 (6 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
135,PT03M58.00S,2026-03-24T02:34:21.3Z,1,REGULAR,freethrow,2 of 2,[],1629680,,,1610612757,22,18,2026-03-24T02:34:21Z,1340000,False,,,0,,M. Thybulle Free Throw 2 of 2 (7 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
136,PT03M43.00S,2026-03-24T02:34:40.9Z,1,REGULAR,turnover,out-of-bounds,[],1641869,,,1610612751,22,18,2026-03-24T02:34:45Z,1350000,False,,,0,,M. Smith step out-of-bounds TURNOVER (1 TO),[1641869],1610612751.0,BKN,step,,,Smith,M. Smith,,,,,Right Corner 3,24+ Right,,,,203591.0,1.0,,,,,,,,,,,,,,,
137,PT03M26.00S,2026-03-24T02:35:05.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,69.07030223390277,25.49019607843137,1610612757,22,18,2026-03-24T02:35:10Z,1360000,False,-123.0,238.0,1,right,MISS D. Avdija 26' pullup 3PT,[1630166],1610612757.0,POR,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
138,PT03M24.00S,2026-03-24T02:35:07.6Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,22,18,2026-03-24T02:35:10Z,1370000,False,,,0,,D. Avdija REBOUND (Off:3 Def:0),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,137.0,3.0,0.0,3.0,,,,,,,,,
139,PT03M19.00S,2026-03-24T02:35:12.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631200,90.75229960578186,95.83333333333334,1610612757,25,18,2026-03-24T02:35:15Z,1380000,False,229.0,34.0,1,right,K. Murray 3PT  (6 PTS) (S. Cissoko 1 AST),"[1631200, 1631321]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.18,Made,6.0,,,,,,,,,,,,,,,S. Cissoko,1631321.0,1.0
141,PT03M15.00S,2026-03-24T02:35:22.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612751,25,18,2026-03-24T02:35:22Z,1400000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT03M15.00S,2026-03-24T02:36:21.2Z,1,REGULAR,substitution,out,[],1629680,,,1610612751,25,18,2026-03-24T02:36:47Z,1410000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT03M15.00S,2026-03-24T02:36:21.2Z,1,REGULAR,substitution,in,[],1641739,,,1610612751,25,18,2026-03-24T02:36:47Z,1420000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M58.00S,2026-03-24T02:37:18.7Z,1,REGULAR,3pt,Jump Shot,[],1630623,29.122864651773984,21.813725490196077,1610612751,25,18,2026-03-24T02:37:23Z,1430000,False,141.0,221.0,1,left,MISS T. Etienne 26' 3PT,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
146,PT02M54.00S,2026-03-24T02:37:22.7Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,25,18,2026-03-24T02:37:23Z,1440000,False,,,0,,D. Avdija REBOUND (Off:3 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,145.0,4.0,1.0,3.0,,,,,,,,,
147,PT02M45.00S,2026-03-24T02:37:30.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,77.08607095926413,87.5,1610612757,28,18,2026-03-24T02:37:34Z,1450000,False,188.0,163.0,1,right,T. Camara 24' 3PT  (7 PTS) (D. Avdija 1 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,24.84,Made,7.0,,,,,,,,,,,,,,,D. Avdija,1630166.0,1.0
149,PT02M32.00S,2026-03-24T02:37:43.9Z,1,REGULAR,3pt,Jump Shot,[],1630623,8.360709592641262,4.6568627450980395,1610612751,28,21,2026-03-24T02:37:46Z,1470000,False,227.0,26.0,1,left,T. Etienne 3PT  (3 PTS) (B. Saraf 1 AST),"[1630623, 1642879]",1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Right Corner 3,24+ Right,22.82,Made,3.0,,,,,,,,,,,,,,,B. Saraf,1642879.0,1.0
151,PT02M14.00S,2026-03-24T02:38:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,81.94809461235218,50.245098039215684,1610612757,30,21,2026-03-24T02:38:08Z,1490000,False,1.0,117.0,1,right,D. Avdija 11' turnaround Jump Shot (8 PTS),[1630166],1610612757.0,POR,turnaround,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,8.0,,,,,,,,,,,,,,,,,
152,PT01M56.00S,2026-03-24T02:38:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1643052,6.521024967148489,49.26470588235294,1610612751,30,23,2026-03-24T02:38:25Z,1500000,False,4.0,9.0,1,left,C. Johnson driving finger roll Layup (2 PTS),[1643052],1610612751.0,BKN,driving finger roll,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,,,,,,,,,,,,,,,,,
153,PT01M33.00S,2026-03-24T02:38:43.7Z,1,REGULAR,3pt,Jump Shot,[],1631321,92.06636005256242,4.411764705882353,1610612757,30,23,2026-03-24T02:49:18Z,1510000,False,-228.0,22.0,1,right,MISS S. Cissoko pullup 3PT,[1631321],1610612757.0,POR,pullup,,,Cissoko,S. Cissoko,,,,,Left Corner 3,24+ Left,22.9,Missed,,,,,,,,,,,,,,,,,,
154,PT01M31.00S,2026-03-24T02:38:45.7Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,30,23,2026-03-24T02:38:48Z,1520000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,,,153.0,1.0,0.0,1.0,,,,,,,,,
155,PT01M29.00S,2026-03-24T02:38:49.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1643052,,,1610612757,30,23,2026-03-24T02:38:59Z,1530000,False,,,0,,C. Johnson personal FOUL (1 PF) (Cissoko 2 FT),"[1643052, 1631321]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left,,,,1627963.0,,,,,,,,1.0,0.0,Cissoko,1631321.0,,,,,
157,PT01M29.00S,2026-03-24T02:39:11.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631321,,,1610612757,30,23,2026-03-24T02:39:11Z,1550000,False,,,0,,MISS S. Cissoko Free Throw 1 of 2,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT01M29.00S,2026-03-24T02:39:11.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,30,23,2026-03-24T02:39:11Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,
159,PT01M29.00S,2026-03-24T02:39:12.2Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,30,23,2026-03-24T02:39:14Z,1570000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M29.00S,2026-03-24T02:39:12.2Z,1,REGULAR,substitution,in,[],201950,,,1610612757,30,23,2026-03-24T02:39:14Z,1580000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M29.00S,2026-03-24T02:39:25.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631321,,,1610612757,31,23,2026-03-24T02:39:25Z,1590000,False,,,0,,S. Cissoko Free Throw 2 of 2 (1 PTS),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
162,PT01M05.00S,2026-03-24T02:39:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,7.835085413929041,49.754901960784316,1610612751,31,25,2026-03-24T02:39:54Z,1600000,False,1.0,21.0,1,left,B. Saraf driving Layup (4 PTS),[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,2.11,Made,4.0,,,,,,,,,,,,,,,,,
163,PT00M49.00S,2026-03-24T02:40:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631321,90.09526938239159,50.0,1610612757,33,25,2026-03-24T02:40:12Z,1610000,False,0.0,41.0,1,right,S. Cissoko driving floating Jump Shot (3 PTS) (T. Camara 1 AST),"[1631321, 1641739]",1610612757.0,POR,driving floating,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,4.06,Made,3.0,,,,,,,,,,,,,,,T. Camara,1641739.0,1.0
166,PT00M28.70S,2026-03-24T02:40:36.4Z,1,REGULAR,3pt,Jump Shot,[],1630623,21.895532194480946,11.76470588235294,1610612751,33,28,2026-03-24T02:40:42Z,1640000,False,191.0,153.0,1,left,T. Etienne 24' 3PT  (6 PTS) (M. Smith 1 AST),"[1630623, 1641869]",1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Right Center,24.51,Made,6.0,,,,,,,,,,,,,,,M. Smith,1641869.0,1.0
168,PT00M07.10S,2026-03-24T02:40:58.0Z,1,REGULAR,3pt,Jump Shot,[],1631200,92.59198423127464,2.941176470588235,1610612757,33,28,2026-03-24T02:41:08Z,1660000,False,-235.0,17.0,1,right,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
169,PT00M04.70S,2026-03-24T02:41:00.4Z,1,REGULAR,rebound,defensive,[],1642879,,,1610612751,33,28,2026-03-24T02:41:08Z,1670000,False,,,0,,B. Saraf REBOUND (Off:0 Def:1),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Left Corner 3,24+ Left,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,
170,PT00M04.70S,2026-03-24T02:41:08.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630703,,,1610612751,33,28,2026-03-24T02:41:12Z,1680000,False,,,0,,S. Henderson personal FOUL (1 PF) (Saraf 2 FT),"[1630703, 1642879]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,,,,2002.0,,,,,,,,1.0,0.0,Saraf,1642879.0,,,,,
172,PT00M04.70S,2026-03-24T02:41:43.2Z,1,REGULAR,freethrow,1 of 2,[],1642879,,,1610612751,33,29,2026-03-24T02:41:43Z,1700000,False,,,0,,B. Saraf Free Throw 1 of 2 (5 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
173,PT00M04.70S,2026-03-24T02:41:46.3Z,1,REGULAR,substitution,out,[],1631321,,,1610612751,33,29,2026-03-24T02:41:49Z,1710000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M04.70S,2026-03-24T02:41:46.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612751,33,29,2026-03-24T02:41:49Z,1720000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M04.70S,2026-03-24T02:41:43.2Z,1,REGULAR,freethrow,2 of 2,[],1642879,,,1610612751,33,30,2026-03-24T02:42:42Z,1730000,False,,,0,,B. Saraf Free Throw 2 of 2 (6 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
176,PT00M01.70S,2026-03-24T02:42:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.24901445466492,51.71568627450981,1610612757,35,30,2026-03-24T02:42:20Z,1740000,False,9.0,11.0,1,right,J. Holiday cutting Layup (4 PTS) (K. Murray 2 AST),"[201950, 1631200]",1610612757.0,POR,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.4,Made,4.0,,,,,,,,,,,,,,,K. Murray,1631200.0,2.0
