actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
261,PT06M50.00S,2026-03-24T02:54:15.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,6.783837056504599,48.529411764705884,1610612751,46,37,2026-03-24T02:54:33Z,2590000,False,7.0,11.0,1,left,N. Claxton driving Layup (10 PTS) (Z. Williams 1 AST),"[1629651, 1630533]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.35,Made,10.0,,,,,,,,,,,,,,,Z. Williams,1630533.0,1.0
263,PT06M50.00S,2026-03-24T02:54:18.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,46,37,2026-03-24T02:54:18Z,2610000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M50.00S,2026-03-24T02:56:43.9Z,2,REGULAR,substitution,out,[],201950,,,1610612757,46,37,2026-03-24T02:57:26Z,2620000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M50.00S,2026-03-24T02:56:43.9Z,2,REGULAR,substitution,out,[],1641739,,,1610612757,46,37,2026-03-24T02:57:26Z,2630000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M50.00S,2026-03-24T02:56:43.9Z,2,REGULAR,substitution,out,[],1629680,,,1610612757,46,37,2026-03-24T02:57:26Z,2640000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M50.00S,2026-03-24T02:56:43.9Z,2,REGULAR,substitution,in,[],1630703,,,1610612757,46,37,2026-03-24T02:57:26Z,2650000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M50.00S,2026-03-24T02:56:43.9Z,2,REGULAR,substitution,in,[],1631200,,,1610612757,46,37,2026-03-24T02:57:26Z,2660000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M50.00S,2026-03-24T02:56:43.9Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,46,37,2026-03-24T02:57:26Z,2670000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M46.00S,2026-03-24T02:57:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,93.77463863337714,50.73529411764706,1610612757,48,37,2026-03-24T02:57:52Z,2680000,False,4.0,6.0,1,right,K. Murray cutting Layup (8 PTS) (B. Wesley 1 AST),"[1631200, 1631104]",1610612757.0,POR,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,0.7,Made,8.0,,,,,,,,,,,,,,,B. Wesley,1631104.0,1.0
272,PT06M46.00S,2026-03-24T02:57:31.2Z,2,REGULAR,foul,personal,['1freethrow'],1642849,,,1610612757,48,37,2026-03-24T02:57:40Z,2700000,False,,,0,,N. Traore shooting personal FOUL (1 PF) (Murray 1 FT),"[1642849, 1631200]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,2002.0,,,,,,,,1.0,0.0,Murray,1631200.0,,,,,
274,PT06M46.00S,2026-03-24T02:57:53.6Z,2,REGULAR,freethrow,1 of 1,[],1631200,,,1610612757,49,37,2026-03-24T02:57:53Z,2720000,False,,,0,,K. Murray Free Throw 1 of 1 (9 PTS),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
275,PT06M26.00S,2026-03-24T02:58:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,5.995400788436268,53.92156862745098,1610612751,49,37,2026-03-24T02:58:19Z,2730000,False,-20.0,4.0,1,left,MISS Z. Williams driving Layup - blocked,"[1630533, 1642270]",1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,Clingan,1642270.0,,,,,,,,,,,,,
276,PT06M26.00S,2026-03-24T02:58:15.5Z,2,REGULAR,block,,[],1642270,,,1610612751,49,37,2026-03-24T02:58:17Z,2740000,False,,,0,,D. Clingan BLOCK (4 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT06M24.00S,2026-03-24T02:58:17.5Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,49,37,2026-03-24T02:58:19Z,2750000,False,,,0,,D. Clingan REBOUND (Off:3 Def:6),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,275.0,9.0,6.0,3.0,,,,,,,,,
279,PT06M17.00S,2026-03-24T02:58:42.5Z,2,REGULAR,3pt,Jump Shot,[],1642270,70.77858081471747,80.3921568627451,1610612757,49,37,2026-03-24T02:58:46Z,2770000,False,152.0,222.0,1,right,MISS D. Clingan 26' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,26.92,Missed,,,,,,,,,,,,,,,,,,
280,PT06M14.00S,2026-03-24T02:58:45.5Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,49,37,2026-03-24T02:58:46Z,2780000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,,
281,PT06M00.00S,2026-03-24T02:58:59.0Z,2,REGULAR,3pt,Jump Shot,[],1642849,14.011169513797633,95.34313725490196,1610612751,49,37,2026-03-24T02:59:04Z,2790000,False,-227.0,79.0,1,left,MISS N. Traore 24' 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Left Corner 3,24+ Left,24.01,Missed,,,,,,,,,,,,,,,,,,
282,PT05M56.00S,2026-03-24T02:59:03.0Z,2,REGULAR,rebound,defensive,[],1631200,,,1610612757,49,37,2026-03-24T02:59:04Z,2800000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,281.0,2.0,2.0,0.0,,,,,,,,,
283,PT05M51.00S,2026-03-24T02:59:09.5Z,2,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612757,49,37,2026-03-24T02:59:23Z,2810000,False,,,0,,N. Traore shooting personal FOUL (2 PF) (Avdija 2 FT),"[1642849, 1630166]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,2.0,0.0,Avdija,1630166.0,,,,,
285,PT05M51.00S,2026-03-24T02:59:37.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630166,,,1610612757,49,37,2026-03-24T03:17:55Z,2830000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
286,PT05M51.00S,2026-03-24T02:59:37.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,49,37,2026-03-24T03:17:55Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,,
287,PT05M51.00S,2026-03-24T02:59:38.5Z,2,REGULAR,substitution,out,[],1631169,,,1610612757,49,37,2026-03-24T02:59:47Z,2850000,False,,,0,,SUB out: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT05M51.00S,2026-03-24T02:59:38.5Z,2,REGULAR,substitution,out,[],1630592,,,1610612757,49,37,2026-03-24T02:59:47Z,2860000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M51.00S,2026-03-24T02:59:38.5Z,2,REGULAR,substitution,out,[],1642849,,,1610612757,49,37,2026-03-24T02:59:47Z,2870000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M51.00S,2026-03-24T02:59:38.5Z,2,REGULAR,substitution,in,[],1642879,,,1610612757,49,37,2026-03-24T02:59:47Z,2880000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M51.00S,2026-03-24T02:59:38.5Z,2,REGULAR,substitution,in,[],1641869,,,1610612757,49,37,2026-03-24T02:59:47Z,2890000,False,,,0,,SUB in: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M51.00S,2026-03-24T02:59:38.5Z,2,REGULAR,substitution,in,[],1630604,,,1610612757,49,37,2026-03-24T02:59:47Z,2900000,False,,,0,,SUB in: E. Liddell,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M51.00S,2026-03-24T02:59:37.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630166,,,1610612757,50,37,2026-03-24T03:17:55Z,2910000,False,,,0,,D. Avdija Free Throw 2 of 2 (9 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
294,PT05M40.00S,2026-03-24T03:00:11.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631200,,,1610612751,50,37,2026-03-24T03:00:22Z,2920000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Williams 2 FT),"[1631200, 1630533]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,1.0,0.0,Williams,1630533.0,,,,,
296,PT05M40.00S,2026-03-24T03:00:46.4Z,2,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,50,38,2026-03-24T03:00:46Z,2940000,False,,,0,,Z. Williams Free Throw 1 of 2 (9 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
297,PT05M40.00S,2026-03-24T03:00:47.0Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,50,38,2026-03-24T03:00:53Z,2950000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT05M40.00S,2026-03-24T03:00:47.0Z,2,REGULAR,substitution,in,[],1643052,,,1610612751,50,38,2026-03-24T03:00:53Z,2960000,False,,,0,,SUB in: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M40.00S,2026-03-24T03:01:11.5Z,2,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,50,39,2026-03-24T03:01:11Z,2970000,False,,,0,,Z. Williams Free Throw 2 of 2 (10 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
300,PT05M36.00S,2026-03-24T03:01:58.3Z,2,REGULAR,foul,offensive,['inpenalty'],1630166,,,1610612757,50,39,2026-03-24T03:05:25Z,2980000,False,,,0,,D. Avdija offensive FOUL (2 PF),"[1630166, 1630533]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,2002.0,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,
305,PT05M36.00S,2026-03-24T03:01:58.3Z,2,REGULAR,turnover,offensive foul,[],1630166,,,1610612757,50,39,2026-03-24T03:01:58Z,2995000,False,,,0,,D. Avdija offensive foul TURNOVER (1 TO),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,2002.0,1.0,,,,,,,,,,,,,,,
303,PT05M36.00S,2026-03-24T03:03:36.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,50,39,2026-03-24T03:01:58Z,3010000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT05M36.00S,2026-03-24T03:05:18.7Z,2,REGULAR,substitution,out,[],1630533,,,1610612751,50,39,2026-03-24T03:05:30Z,3030000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT05M36.00S,2026-03-24T03:05:18.7Z,2,REGULAR,substitution,in,[],1630623,,,1610612751,50,39,2026-03-24T03:05:30Z,3040000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT05M30.00S,2026-03-24T03:06:17.5Z,2,REGULAR,turnover,lost ball,[],1630604,,,1610612751,50,39,2026-03-24T03:07:00Z,3050000,False,,,0,,E. Liddell lost ball TURNOVER (1 TO),"[1630604, 1630703]",1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,,,,,,,Henderson,1630703.0,,,
312,PT05M30.00S,2026-03-24T03:06:17.5Z,2,REGULAR,steal,,[],1630703,,,1610612757,50,39,2026-03-24T03:06:36Z,3055000,False,,,0,,S. Henderson STEAL (1 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
310,PT05M26.00S,2026-03-24T03:06:31.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642879,,,1610612757,50,39,2026-03-24T03:06:40Z,3060000,False,,,0,,B. Saraf shooting personal FOUL (2 PF) (Avdija 2 FT),"[1642879, 1630166]",1610612751.0,BKN,shooting,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,2.0,0.0,Avdija,1630166.0,,,,,
313,PT05M26.00S,2026-03-24T03:06:45.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630166,,,1610612757,51,39,2026-03-24T03:06:45Z,3080000,False,,,0,,D. Avdija Free Throw 1 of 2 (10 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
314,PT05M26.00S,2026-03-24T03:06:45.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630166,,,1610612757,52,39,2026-03-24T03:20:35Z,3090000,False,,,0,,D. Avdija Free Throw 2 of 2 (11 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
315,PT05M10.00S,2026-03-24T03:07:16.5Z,2,REGULAR,3pt,Jump Shot,[],1630604,31.882391590013142,26.715686274509803,1610612751,52,39,2026-03-24T03:07:21Z,3100000,False,116.0,247.0,1,left,MISS E. Liddell 27' 3PT,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,,
316,PT05M08.00S,2026-03-24T03:07:18.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,52,39,2026-03-24T03:07:21Z,3110000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,315.0,,,,,,,,,,,,
318,PT04M59.00S,2026-03-24T03:07:39.0Z,2,REGULAR,2pt,Jump Shot,[],1631104,78.13731931668858,59.068627450980394,1610612757,52,39,2026-03-24T03:07:43Z,3130000,False,45.0,153.0,1,right,MISS B. Wesley 15' Jump Shot,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Center,15.96,Missed,,,,,,,,,,,,,,,,,,
319,PT04M56.00S,2026-03-24T03:07:42.0Z,2,REGULAR,rebound,defensive,[],1630623,,,1610612751,52,39,2026-03-24T03:07:43Z,3140000,False,,,0,,T. Etienne REBOUND (Off:0 Def:1),[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Mid-Range,8-16 Center,,,,,,,,318.0,1.0,1.0,0.0,,,,,,,,,
320,PT04M46.00S,2026-03-24T03:07:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,6.1268068331143235,45.34313725490196,1610612751,52,39,2026-03-24T03:07:58Z,3150000,False,23.0,5.0,1,left,MISS B. Saraf driving reverse Layup,[1642879],1610612751.0,BKN,driving reverse,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,,
322,PT04M44.00S,2026-03-24T03:07:53.6Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,52,39,2026-03-24T03:07:58Z,3170000,False,,,0,,D. Clingan REBOUND (Off:3 Def:7),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,320.0,10.0,7.0,3.0,,,,,,,,,
323,PT04M42.00S,2026-03-24T03:08:00.0Z,2,REGULAR,foul,offensive,['inpenalty'],1630166,,,1610612757,52,39,2026-03-24T03:08:11Z,3180000,False,,,0,,D. Avdija charge offensive FOUL (3 PF),"[1630166, 1630604]",1610612757.0,POR,charge,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,,,,,,,,3.0,0.0,Liddell,1630604.0,,,,,
325,PT04M42.00S,2026-03-24T03:08:00.0Z,2,REGULAR,turnover,offensive foul,[],1630166,,,1610612757,52,39,2026-03-24T03:08:00Z,3200000,False,,,0,,D. Avdija offensive foul TURNOVER (2 TO),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,2.0,,,,,,,,,,,,,,,
326,PT04M42.00S,2026-03-24T03:08:22.2Z,2,REGULAR,substitution,out,[],1630166,,,1610612751,52,39,2026-03-24T03:08:26Z,3210000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT04M42.00S,2026-03-24T03:08:22.2Z,2,REGULAR,substitution,in,[],201950,,,1610612751,52,39,2026-03-24T03:08:26Z,3220000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT04M28.00S,2026-03-24T03:08:46.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1643052,7.178055190538765,48.28431372549019,1610612751,52,41,2026-03-24T03:08:53Z,3230000,False,9.0,15.0,1,left,C. Johnson driving Layup (4 PTS) (T. Etienne 2 AST),"[1643052, 1630623]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1.73,Made,4.0,,,,,,,,,,,,,,,T. Etienne,1630623.0,2.0
330,PT04M20.00S,2026-03-24T03:08:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631104,92.46057818659659,51.71568627450981,1610612757,54,41,2026-03-24T03:09:04Z,3250000,False,9.0,18.0,1,right,B. Wesley driving floating bank Jump Shot (2 PTS) (S. Henderson 2 AST),"[1631104, 1630703]",1610612757.0,POR,driving floating bank,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,2.03,Made,2.0,,,,,,,,,,,,,,,S. Henderson,1630703.0,2.0
332,PT04M20.00S,2026-03-24T03:09:00.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642879,,,1610612757,54,41,2026-03-24T03:09:06Z,3270000,False,,,0,,B. Saraf shooting personal FOUL (3 PF) (Wesley 1 FT),"[1642879, 1631104]",1610612751.0,BKN,shooting,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,,,,3.0,0.0,Wesley,1631104.0,,,,,
334,PT04M20.00S,2026-03-24T03:09:22.0Z,2,REGULAR,freethrow,1 of 1,[],1631104,,,1610612757,54,41,2026-03-24T03:09:25Z,3290000,False,,,0,,MISS B. Wesley Free Throw 1 of 1,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
335,PT04M16.00S,2026-03-24T03:09:26.0Z,2,REGULAR,rebound,defensive,[],1641869,,,1610612751,54,41,2026-03-24T03:09:25Z,3300000,False,,,0,,M. Smith REBOUND (Off:0 Def:1),[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,334.0,1.0,1.0,0.0,,,,,,,,,
336,PT04M06.00S,2026-03-24T03:09:37.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642270,,,1610612751,54,41,2026-03-24T03:09:54Z,3310000,False,,,0,,D. Clingan shooting personal FOUL (3 PF) (Saraf 2 FT),"[1642270, 1642879]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,3.0,0.0,Saraf,1642879.0,,,,,
338,PT04M06.00S,2026-03-24T03:10:05.3Z,2,REGULAR,freethrow,1 of 2,[],1642879,,,1610612751,54,42,2026-03-24T03:10:05Z,3330000,False,,,0,,B. Saraf Free Throw 1 of 2 (7 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
339,PT04M06.00S,2026-03-24T03:10:06.1Z,2,REGULAR,substitution,out,[],1642270,,,1610612751,54,42,2026-03-24T03:10:23Z,3340000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT04M06.00S,2026-03-24T03:10:06.1Z,2,REGULAR,substitution,in,[],1641739,,,1610612751,54,42,2026-03-24T03:10:23Z,3350000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT04M06.00S,2026-03-24T03:10:25.1Z,2,REGULAR,substitution,out,[],1631104,,,1610612751,54,42,2026-03-24T03:10:27Z,3360000,False,,,0,,SUB out: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT04M06.00S,2026-03-24T03:10:25.1Z,2,REGULAR,substitution,in,[],1631321,,,1610612751,54,42,2026-03-24T03:10:27Z,3370000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT04M06.00S,2026-03-24T03:10:29.8Z,2,REGULAR,freethrow,2 of 2,[],1642879,,,1610612751,54,43,2026-03-24T03:10:29Z,3380000,False,,,0,,B. Saraf Free Throw 2 of 2 (8 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
344,PT03M52.00S,2026-03-24T03:10:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,92.59198423127464,50.49019607843137,1610612757,54,43,2026-03-24T03:10:48Z,3390000,False,2.0,17.0,1,right,MISS S. Henderson driving Layup - blocked,"[1630703, 1641869]",1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,Smith,1641869.0,,,,,,,,,,,,,
345,PT03M52.00S,2026-03-24T03:10:44.0Z,2,REGULAR,block,,[],1641869,,,1610612757,54,43,2026-03-24T03:37:16Z,3400000,False,,,0,,M. Smith BLOCK (1 BLK),[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT03M50.00S,2026-03-24T03:10:46.0Z,2,REGULAR,rebound,defensive,[],1641869,,,1610612751,54,43,2026-03-24T03:10:48Z,3410000,False,,,0,,M. Smith REBOUND (Off:0 Def:2),[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,344.0,2.0,2.0,0.0,,,,,,,,,
347,PT03M38.00S,2026-03-24T03:10:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,5.995400788436268,52.69607843137255,1610612751,54,43,2026-03-24T03:11:03Z,3420000,False,-13.0,4.0,1,left,MISS B. Saraf driving Layup,[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,,
348,PT03M37.00S,2026-03-24T03:10:59.1Z,2,REGULAR,rebound,defensive,[],201950,,,1610612757,54,43,2026-03-24T03:11:03Z,3430000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,347.0,2.0,2.0,0.0,,,,,,,,,
349,PT03M32.00S,2026-03-24T03:11:04.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630703,90.75229960578186,95.34313725490196,1610612757,54,43,2026-03-24T03:27:27Z,3440000,False,227.0,34.0,1,right,MISS S. Henderson running 3PT,[1630703],1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
350,PT03M31.00S,2026-03-24T03:11:05.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,54,43,2026-03-24T03:11:16Z,3450000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,349.0,,,,,,,,,,,,
351,PT03M31.00S,2026-03-24T03:11:14.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630623,,,1610612757,54,43,2026-03-24T03:11:28Z,3460000,False,,,0,,T. Etienne loose ball personal FOUL (2 PF) (Camara 2 FT),"[1630623, 1641739]",1610612751.0,BKN,loose ball,,,Etienne,T. Etienne,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,2.0,0.0,Camara,1641739.0,,,,,
353,PT03M31.00S,2026-03-24T03:11:32.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641739,,,1610612757,55,43,2026-03-24T03:11:32Z,3480000,False,,,0,,T. Camara Free Throw 1 of 2 (14 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
