actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
86,PT05M01.00S,2026-01-03T00:56:15.6Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,15,10,2026-01-03T00:59:43Z,850000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,85.0,,,,,,,,,,,,1.0,1.0,0.0,,,
87,PT04M52.00S,2026-01-03T00:56:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,89.43823915900131,47.549019607843135,1610612743,15,12,2026-01-03T00:56:31Z,860000,False,-12.0,47.0,1,right,J. Murray driving floating Jump Shot (9 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,9.0,,,,,,,,,,,,,,,,
88,PT04M52.00S,2026-01-03T00:56:30.0Z,1,REGULAR,foul,personal,['1freethrow'],1641854,,,1610612743,15,12,2026-01-03T00:56:45Z,870000,False,,,0,,C. Porter Jr. shooting personal FOUL (1 PF) (Murray 1 FT),"[1641854, 1627750]",1610612739.0,CLE,shooting,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1155.0,1.0,0.0,Murray,1627750.0,,,,,,,,
90,PT04M52.00S,2026-01-03T00:56:39.7Z,1,REGULAR,substitution,out,[],1631212,,,1610612743,15,12,2026-01-03T00:57:01Z,890000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M52.00S,2026-01-03T00:56:39.7Z,1,REGULAR,substitution,in,[],1628971,,,1610612743,15,12,2026-01-03T00:57:01Z,900000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M52.00S,2026-01-03T00:56:59.3Z,1,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,15,12,2026-01-03T00:56:59Z,910000,False,,,0,,MISS J. Murray Free Throw 1 of 1,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT04M49.00S,2026-01-03T00:57:01.5Z,1,REGULAR,rebound,defensive,[],1641854,,,1610612739,15,12,2026-01-03T00:57:01Z,920000,False,,,0,,C. Porter Jr. REBOUND (Off:0 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,92.0,,,,,,,,,,,,1.0,1.0,0.0,,,
94,PT04M43.00S,2026-01-03T00:57:08.0Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,15,12,2026-01-03T00:57:12Z,930000,False,,,0,,J. Allen bad pass TURNOVER (2 TO),"[1628386, 1628971]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,2.0,Brown,1628971.0
95,PT04M43.00S,2026-01-03T00:57:08.0Z,1,REGULAR,steal,,[],1628971,,,1610612743,15,12,2026-01-03T01:02:00Z,940000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
96,PT04M37.00S,2026-01-03T00:57:13.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627750,92.46057818659659,4.166666666666666,1610612743,15,15,2026-01-03T00:57:21Z,950000,False,-229.0,18.0,1,right,J. Murray 3PT running (12 PTS) (B. Brown 1 AST),"[1627750, 1628971]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,22.99,Made,,12.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,
98,PT04M20.00S,2026-01-03T00:57:31.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642281,11.251642575558476,55.14705882352941,1610612739,15,15,2026-01-03T00:57:40Z,970000,False,-26.0,53.0,1,left,MISS J. Tyson driving floating Shot,[1642281],1610612739.0,CLE,driving floating,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,,
99,PT04M16.00S,2026-01-03T00:57:35.4Z,1,REGULAR,rebound,offensive,[],1642281,,,1610612739,15,15,2026-01-03T00:57:37Z,980000,False,,,0,,J. Tyson REBOUND (Off:1 Def:3),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,98.0,,,,,,,,,,,,4.0,3.0,1.0,,,
100,PT04M15.00S,2026-01-03T00:57:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642281,8.09789750328515,51.71568627450981,1610612739,17,15,2026-01-03T01:04:44Z,990000,False,-9.0,24.0,1,left,J. Tyson tip Layup (5 PTS),[1642281],1610612739.0,CLE,tip,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,2.51,Made,,5.0,,,,,,,,,,,,,,,,
101,PT04M07.00S,2026-01-03T00:57:56.5Z,1,REGULAR,2pt,Jump Shot,[],1627750,86.81011826544021,27.450980392156865,1610612743,17,15,2026-01-03T01:05:48Z,1000000,False,-113.0,71.0,1,right,MISS J. Murray 13' turnaround fadeaway Shot - blocked,"[1627750, 1641854]",1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,13.35,Missed,,,,,,,,,,,Porter Jr.,1641854.0,,,,,,
102,PT04M07.00S,2026-01-03T00:57:56.5Z,1,REGULAR,block,,[],1641854,,,1610612743,17,15,2026-01-03T00:57:59Z,1010000,False,,,0,,C. Porter Jr. BLOCK (1 BLK),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
103,PT04M07.00S,2026-01-03T00:57:56.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,17,15,2026-01-03T00:58:39Z,1020000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Left,,,101.0,,,,,,,,,,,,,,,,,
106,PT04M07.00S,2026-01-03T00:58:02.9Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,17,15,2026-01-03T00:58:11Z,1040000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M07.00S,2026-01-03T00:58:02.9Z,1,REGULAR,substitution,out,[],1642281,,,1610612739,17,15,2026-01-03T00:58:11Z,1050000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M07.00S,2026-01-03T00:58:02.9Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,17,15,2026-01-03T00:58:11Z,1060000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M07.00S,2026-01-03T00:58:02.9Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,17,15,2026-01-03T00:58:11Z,1070000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M07.00S,2026-01-03T00:58:02.9Z,1,REGULAR,substitution,in,[],1641772,,,1610612739,17,15,2026-01-03T00:58:11Z,1080000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M07.00S,2026-01-03T00:58:02.9Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,17,15,2026-01-03T00:58:11Z,1090000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M50.00S,2026-01-03T00:58:23.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,29.25427069645204,26.47058823529412,1610612739,20,15,2026-01-03T00:58:44Z,1100000,False,118.0,222.0,1,left,D. Mitchell 25' 3PT  (3 PTS) (E. Mobley 1 AST),"[1628378, 1630596]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.17,Made,,3.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,
114,PT03M36.00S,2026-01-03T00:58:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,92.72339027595268,50.245098039215684,1610612743,20,17,2026-01-03T01:07:21Z,1120000,False,1.0,16.0,1,right,J. Murray alley-oop Layup (14 PTS) (B. Brown 2 AST),"[1627750, 1628971]",1610612743.0,DEN,alley-oop,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.59,Made,,14.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,,
116,PT03M19.00S,2026-01-03T00:58:55.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,28.991458607095925,19.11764705882353,1610612739,20,17,2026-01-03T00:59:00Z,1140000,False,154.0,220.0,1,left,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
117,PT03M15.00S,2026-01-03T00:58:59.0Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,20,17,2026-01-03T00:58:59Z,1150000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Right Center,,,116.0,,,,,,,,,,,,2.0,2.0,0.0,,,
118,PT03M02.00S,2026-01-03T00:59:11.7Z,1,REGULAR,2pt,Jump Shot,[],1627750,72.61826544021025,32.59803921568628,1610612743,20,17,2026-01-03T00:59:20Z,1160000,False,-87.0,205.0,1,right,MISS J. Murray 22' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,22.26,Missed,,,,,,,,,,,,,,,,,,
119,PT02M58.00S,2026-01-03T00:59:15.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,20,17,2026-01-03T00:59:20Z,1170000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,,,118.0,,,,,,,,,,,,4.0,2.0,2.0,,,
120,PT02M51.00S,2026-01-03T00:59:22.6Z,1,REGULAR,3pt,Jump Shot,[],1641772,6.389618922470433,3.6764705882352944,1610612739,20,17,2026-01-03T00:59:29Z,1180000,False,232.0,8.0,1,left,MISS N. Tomlin 3PT,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
121,PT02M47.00S,2026-01-03T00:59:26.6Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,20,17,2026-01-03T00:59:29Z,1190000,False,,,0,,S. Jones REBOUND (Off:0 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Right Corner 3,24+ Right,,,120.0,,,,,,,,,,,,1.0,1.0,0.0,,,
122,PT02M34.00S,2026-01-03T00:59:40.1Z,1,REGULAR,3pt,Jump Shot,[],1628971,91.40932982917214,96.32352941176471,1610612743,20,17,2026-01-03T00:59:47Z,1200000,False,232.0,28.0,1,right,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,23.33,Missed,,,,,,,,,,,,,,,,,,
123,PT02M32.00S,2026-01-03T00:59:42.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,20,17,2026-01-03T00:59:47Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Right Corner 3,24+ Right,,,122.0,,,,,,,,,,,,,,,,,
125,PT02M32.00S,2026-01-03T00:59:51.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,20,17,2026-01-03T00:59:51Z,1230000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M32.00S,2026-01-03T00:59:52.6Z,1,REGULAR,substitution,out,[],1642461,,,1610612743,20,17,2026-01-03T01:02:56Z,1240000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M32.00S,2026-01-03T00:59:52.6Z,1,REGULAR,substitution,in,[],1631124,,,1610612743,20,17,2026-01-03T01:02:56Z,1250000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M29.00S,2026-01-03T01:03:22.8Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612743,20,17,2026-01-03T01:03:39Z,1260000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Nnaji 2 FT),"[1628378, 1630192]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Nnaji,1630192.0,,,,,,,,
130,PT02M29.00S,2026-01-03T01:03:44.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630192,,,1610612743,20,18,2026-01-03T01:03:44Z,1280000,False,,,0,,Z. Nnaji Free Throw 1 of 2 (1 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
131,PT02M29.00S,2026-01-03T01:04:03.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630192,,,1610612743,20,19,2026-01-03T01:04:03Z,1290000,False,,,0,,Z. Nnaji Free Throw 2 of 2 (2 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
132,PT02M09.00S,2026-01-03T01:04:25.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641772,5.469776609724048,51.71568627450981,1610612739,22,19,2026-01-03T01:04:30Z,1300000,False,-9.0,-1.0,1,left,N. Tomlin cutting DUNK (2 PTS) (D. Mitchell 2 AST),"[1641772, 1628378]",1610612739.0,CLE,cutting,,,Tomlin,N. Tomlin,,,,,Restricted Area,0-8 Center,0.87,Made,,2.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,
134,PT01M59.00S,2026-01-03T01:04:41.0Z,1,REGULAR,foul,personal,[],1629631,,,1610612743,22,19,2026-01-03T01:04:47Z,1320000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1631124]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,204059.0,1.0,0.0,Strawther,1631124.0,,,,,,,,
136,PT01M47.00S,2026-01-03T01:05:04.7Z,1,REGULAR,3pt,Jump Shot,[],203501,68.28186596583443,67.15686274509804,1610612743,22,19,2026-01-03T01:05:10Z,1340000,False,86.0,246.0,1,right,MISS T. Hardaway Jr. 26' step back 3PT,[203501],1610612743.0,DEN,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
137,PT01M43.00S,2026-01-03T01:05:08.7Z,1,REGULAR,rebound,defensive,[],1641772,,,1610612739,22,19,2026-01-03T01:05:10Z,1350000,False,,,0,,N. Tomlin REBOUND (Off:0 Def:1),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Above the Break 3,24+ Right Center,,,136.0,,,,,,,,,,,,1.0,1.0,0.0,,,
138,PT01M39.00S,2026-01-03T01:05:14.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630596,5.863994743758213,48.529411764705884,1610612739,24,19,2026-01-03T01:10:43Z,1360000,False,7.0,3.0,1,left,E. Mobley running DUNK (6 PTS) (D. Hunter 2 AST),"[1630596, 1629631]",1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.78,Made,,6.0,D. Hunter,1629631.0,2.0,,,,,,,,,,,,,
140,PT01M39.00S,2026-01-03T01:05:16.9Z,1,REGULAR,foul,personal,['1freethrow'],1631124,,,1610612739,24,19,2026-01-03T01:05:26Z,1380000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (Mobley 1 FT),"[1631124, 1630596]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Mobley,1630596.0,,,,,,,,
142,PT01M39.00S,2026-01-03T01:05:42.0Z,1,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,24,19,2026-01-03T01:05:44Z,1400000,False,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT01M36.00S,2026-01-03T01:05:45.0Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,24,19,2026-01-03T01:05:44Z,1410000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,142.0,,,,,,,,,,,,1.0,1.0,0.0,,,
144,PT01M25.00S,2026-01-03T01:05:54.2Z,1,REGULAR,3pt,Jump Shot,[],203501,72.35545335085413,19.607843137254903,1610612743,24,19,2026-01-03T01:05:58Z,1420000,False,-152.0,207.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
145,PT01M22.00S,2026-01-03T01:05:57.2Z,1,REGULAR,rebound,defensive,[],1641772,,,1610612739,24,19,2026-01-03T01:05:58Z,1430000,False,,,0,,N. Tomlin REBOUND (Off:0 Def:2),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Above the Break 3,24+ Left Center,,,144.0,,,,,,,,,,,,2.0,2.0,0.0,,,
146,PT01M04.00S,2026-01-03T01:06:18.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631124,,,1610612739,24,19,2026-01-03T01:06:33Z,1440000,False,,,0,,J. Strawther personal FOUL (2 PF) (Hunter 2 FT),"[1631124, 1629631]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1627526.0,2.0,0.0,Hunter,1629631.0,,,,,,,,
148,PT01M04.00S,2026-01-03T01:06:44.7Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612739,25,19,2026-01-03T01:06:44Z,1460000,False,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
149,PT01M04.00S,2026-01-03T01:07:01.2Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612739,26,19,2026-01-03T01:07:01Z,1470000,False,,,0,,D. Hunter Free Throw 2 of 2 (2 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
150,PT00M47.60S,2026-01-03T01:07:19.4Z,1,REGULAR,3pt,Jump Shot,[],1630192,93.64323258869908,96.07843137254902,1610612743,26,22,2026-01-03T01:07:24Z,1480000,False,230.0,7.0,1,right,Z. Nnaji 3PT  (5 PTS) (J. Murray 1 AST),"[1630192, 1627750]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Right Corner 3,24+ Right,23.05,Made,,5.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,
152,PT00M32.00S,2026-01-03T01:07:40.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,21.76412614980289,7.352941176470589,1610612739,26,22,2026-01-03T01:07:45Z,1500000,False,213.0,152.0,1,left,MISS D. Mitchell 26' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
153,PT00M30.20S,2026-01-03T01:07:42.0Z,1,REGULAR,rebound,offensive,[],1641772,,,1610612739,26,22,2026-01-03T01:07:45Z,1510000,False,,,0,,N. Tomlin REBOUND (Off:1 Def:2),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Above the Break 3,24+ Right Center,,,152.0,,,,,,,,,,,,3.0,2.0,1.0,,,
154,PT00M30.20S,2026-01-03T01:07:45.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641772,5.590000152587891,50.0,1610612739,26,22,2026-01-03T01:07:52Z,1520000,False,0.0,0.0,1,left,MISS N. Tomlin tip DUNK,[1641772],1610612739.0,CLE,tip,,,Tomlin,N. Tomlin,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
155,PT00M30.20S,2026-01-03T01:07:45.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,26,22,2026-01-03T01:07:52Z,1530000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,154.0,,,,,,,,,,,,,,,,,
157,PT00M09.40S,2026-01-03T01:08:13.7Z,1,REGULAR,2pt,Jump Shot,[],1627750,78.0059132720105,52.94117647058824,1610612743,26,24,2026-01-03T01:08:18Z,1550000,False,15.0,154.0,1,right,J. Murray 15' step back Jump Shot (16 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,15.49,Made,,16.0,,,,,,,,,,,,,,,,
158,PT00M00.80S,2026-01-03T01:08:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641772,6.1268068331143235,48.77450980392157,1610612739,28,24,2026-01-03T01:08:30Z,1560000,False,6.0,5.0,1,left,N. Tomlin reverse Layup (4 PTS) (D. Mitchell 3 AST),"[1641772, 1628378]",1610612739.0,CLE,reverse,,,Tomlin,N. Tomlin,,,,,Restricted Area,0-8 Center,0.8,Made,,4.0,D. Mitchell,1628378.0,3.0,,,,,,,,,,,,,
162,PT00M00.00S,2026-01-03T01:09:01.1Z,1,REGULAR,period,end,[],0,,,1610612743,28,24,2026-01-03T01:09:01Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-01-03T01:09:07.2Z,2,REGULAR,substitution,out,['startperiod'],1630596,,,1610612743,28,24,2026-01-03T01:11:58Z,1610000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-03T01:09:07.2Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612743,28,24,2026-01-03T01:11:58Z,1620000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-03T01:09:07.2Z,2,REGULAR,substitution,out,['startperiod'],1627750,,,1610612743,28,24,2026-01-03T01:11:58Z,1630000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-03T01:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],1628366,,,1610612743,28,24,2026-01-03T01:11:58Z,1640000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-03T01:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],1628386,,,1610612743,28,24,2026-01-03T01:11:58Z,1650000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-03T01:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],1631212,,,1610612743,28,24,2026-01-03T01:11:58Z,1660000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-01-03T01:12:03.8Z,2,REGULAR,period,start,[],0,,,1610612743,28,24,2026-01-03T01:12:03Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M44.00S,2026-01-03T01:12:19.0Z,2,REGULAR,3pt,Jump Shot,[],1630192,66.96780551905388,40.68627450980392,1610612743,28,24,2026-01-03T01:12:24Z,1680000,False,-47.0,258.0,1,right,MISS Z. Nnaji 26' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
171,PT11M41.00S,2026-01-03T01:12:22.0Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,28,24,2026-01-03T01:12:24Z,1690000,False,,,0,,J. Allen REBOUND (Off:0 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,170.0,,,,,,,,,,,,5.0,5.0,0.0,,,
172,PT11M32.00S,2026-01-03T01:12:31.3Z,2,REGULAR,turnover,bad pass,[],1641854,,,1610612739,28,24,2026-01-03T01:12:35Z,1700000,False,,,0,,C. Porter Jr. bad pass TURNOVER (1 TO),"[1641854, 1628971]",1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Brown,1628971.0
173,PT11M32.00S,2026-01-03T01:12:31.3Z,2,REGULAR,steal,,[],1628971,,,1610612743,28,24,2026-01-03T01:12:33Z,1710000,False,,,0,,B. Brown STEAL (2 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
174,PT11M26.00S,2026-01-03T01:12:37.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631124,93.11760840998686,50.0,1610612743,28,24,2026-01-03T01:12:48Z,1720000,False,0.0,12.0,1,right,MISS J. Strawther running finger roll Layup,[1631124],1610612743.0,DEN,running finger roll,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
