actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
349,PT08M59.00S,2026-01-03T01:59:28.8Z,3,REGULAR,foul,technical,['1freethrow'],1641747,,,1610612739,65,71,2026-01-03T01:59:35Z,3450000,False,,,0,,D. Holmes II defensive-3-second technical FOUL (1 Tech),[1641747],1610612743.0,DEN,defensive-3-second,,,Holmes II,D. Holmes II,,,,,,,,,,,,,,1627526.0,2.0,1.0,,,,,,,,,,
350,PT08M59.00S,2026-01-03T01:59:50.8Z,3,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,65,71,2026-01-03T01:59:50Z,3460000,False,,,0,,MISS D. Mitchell technical Free Throw 1 of 1,[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
351,PT08M59.00S,2026-01-03T01:59:50.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,65,71,2026-01-03T01:59:50Z,3470000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,
352,PT08M48.00S,2026-01-03T02:00:11.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,88.64980289093299,46.32352941176471,1610612739,65,71,2026-01-03T02:01:44Z,3480000,False,-18.0,54.0,1,right,MISS E. Mobley driving Layup - blocked,"[1630596, 1642461]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,Jones,1642461.0,,,,,,
353,PT08M48.00S,2026-01-03T02:00:11.2Z,3,REGULAR,block,,[],1642461,,,1610612739,65,71,2026-01-03T02:00:13Z,3490000,False,,,0,,S. Jones BLOCK (1 BLK),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
354,PT08M45.00S,2026-01-03T02:00:14.2Z,3,REGULAR,rebound,defensive,[],1642461,,,1610612743,65,71,2026-01-03T02:00:15Z,3500000,False,,,0,,S. Jones REBOUND (Off:1 Def:3),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,352.0,,,,,,,,,,,,4.0,3.0,1.0,,,
355,PT08M36.00S,2026-01-03T02:00:23.0Z,3,REGULAR,3pt,Jump Shot,[],1629618,6.783837056504599,96.32352941176471,1610612743,65,74,2026-01-03T02:00:27Z,3510000,False,-232.0,11.0,1,left,J. Pickett 3PT step back (7 PTS) (D. Holmes II 6 AST),"[1629618, 1641747]",1610612743.0,DEN,step back,,,Pickett,J. Pickett,,,,,Left Corner 3,24+ Left,23.19,Made,,7.0,D. Holmes II,1641747.0,6.0,,,,,,,,,,,,,
358,PT08M22.00S,2026-01-03T02:00:46.9Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,65,74,2026-01-03T02:00:52Z,3540000,False,,,0,,D. Garland bad pass TURNOVER (4 TO),"[1629636, 1629618]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,4.0,Pickett,1629618.0
359,PT08M22.00S,2026-01-03T02:00:46.9Z,3,REGULAR,steal,,[],1629618,,,1610612743,65,74,2026-01-03T02:00:48Z,3550000,False,,,0,,J. Pickett STEAL (2 STL),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
360,PT08M19.00S,2026-01-03T02:00:50.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629618,5.732588699080158,53.67647058823529,1610612743,65,76,2026-01-03T02:00:57Z,3560000,False,-18.0,1.0,1,left,J. Pickett running Layup (9 PTS) (J. Murray 5 AST),"[1629618, 1627750]",1610612743.0,DEN,running,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,1.85,Made,,9.0,J. Murray,1627750.0,5.0,,,,,,,,,,,,,
362,PT08M06.00S,2026-01-03T02:01:03.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,86.5473061760841,58.82352941176471,1610612739,65,76,2026-01-03T02:02:56Z,3580000,False,44.0,74.0,1,right,MISS D. Garland 8' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,8.61,Missed,,,,,,,,,,,,,,,,,,
363,PT08M03.00S,2026-01-03T02:01:06.4Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,65,76,2026-01-03T02:02:56Z,3590000,False,,,0,,E. Mobley REBOUND (Off:4 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,362.0,,,,,,,,,,,,7.0,3.0,4.0,,,
364,PT08M00.00S,2026-01-03T02:01:08.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,93.51182654402102,96.81372549019608,1610612739,68,76,2026-01-03T02:01:13Z,3600000,False,234.0,8.0,1,right,D. Garland 3PT  (8 PTS) (D. Mitchell 4 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,23.43,Made,,8.0,D. Mitchell,1628378.0,4.0,,,,,,,,,,,,,
366,PT07M36.00S,2026-01-03T02:01:32.8Z,3,REGULAR,2pt,Jump Shot,[],1631212,21.76412614980289,72.79411764705883,1610612743,68,78,2026-01-03T02:04:23Z,3620000,False,-114.0,152.0,1,left,P. Watson 19' pullup Jump Shot (15 PTS),[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left Center,19.01,Made,,15.0,,,,,,,,,,,,,,,,
367,PT07M25.00S,2026-01-03T02:01:44.7Z,3,REGULAR,3pt,Jump Shot,[],1628378,93.11760840998686,95.34313725490196,1610612739,71,78,2026-01-03T02:01:48Z,3630000,False,227.0,12.0,1,right,D. Mitchell 3PT  (20 PTS) (J. Tyson 1 AST),"[1628378, 1642281]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,22.7,Made,,20.0,J. Tyson,1642281.0,1.0,,,,,,,,,,,,,
369,PT07M05.00S,2026-01-03T02:02:03.1Z,3,REGULAR,3pt,Jump Shot,[],1627750,27.414586070959263,75.24509803921569,1610612743,71,78,2026-01-03T02:02:07Z,3650000,False,-126.0,205.0,1,left,MISS J. Murray 24' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.09,Missed,,,,,,,,,,,,,,,,,,
370,PT07M03.00S,2026-01-03T02:02:05.1Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,71,78,2026-01-03T02:02:07Z,3660000,False,,,0,,J. Allen REBOUND (Off:0 Def:8),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,369.0,,,,,,,,,,,,8.0,8.0,0.0,,,
371,PT06M52.00S,2026-01-03T02:02:16.4Z,3,REGULAR,3pt,Jump Shot,[],1628378,77.87450722733246,92.64705882352942,1610612739,71,78,2026-01-03T02:02:20Z,3670000,False,213.0,155.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
372,PT06M50.00S,2026-01-03T02:02:18.4Z,3,REGULAR,rebound,defensive,[],1629618,,,1610612743,71,78,2026-01-03T02:02:20Z,3680000,False,,,0,,J. Pickett REBOUND (Off:0 Def:2),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Right Center,,,371.0,,,,,,,,,,,,2.0,2.0,0.0,,,
373,PT06M47.00S,2026-01-03T02:02:22.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631212,27.94021024967148,74.26470588235294,1610612743,71,78,2026-01-03T02:02:30Z,3690000,False,-121.0,210.0,1,left,MISS P. Watson 24' running 3PT,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,24.26,Missed,,,,,,,,,,,,,,,,,,
374,PT06M44.00S,2026-01-03T02:02:25.1Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,71,78,2026-01-03T02:02:27Z,3700000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,373.0,,,,,,,,,,,,1.0,1.0,0.0,,,
375,PT06M39.00S,2026-01-03T02:02:29.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630596,95.0886990801577,96.07843137254902,1610612739,71,78,2026-01-03T02:02:36Z,3710000,False,230.0,-6.0,1,right,MISS E. Mobley running 3PT,[1630596],1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
376,PT06M35.00S,2026-01-03T02:02:34.3Z,3,REGULAR,rebound,offensive,[],1628378,,,1610612739,71,78,2026-01-03T02:02:34Z,3720000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,375.0,,,,,,,,,,,,2.0,1.0,1.0,,,
377,PT06M30.00S,2026-01-03T02:02:38.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642281,78.9257555847569,92.64705882352942,1610612739,71,78,2026-01-03T02:02:42Z,3730000,False,213.0,146.0,1,right,MISS J. Tyson 25' 3PT,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
378,PT06M29.00S,2026-01-03T02:02:40.5Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,71,78,2026-01-03T02:02:40Z,3740000,False,,,0,,E. Mobley REBOUND (Off:5 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,377.0,,,,,,,,,,,,8.0,3.0,5.0,,,
379,PT06M20.00S,2026-01-03T02:02:49.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642281,92.85479632063075,50.0,1610612739,73,78,2026-01-03T02:02:53Z,3750000,False,0.0,15.0,1,right,J. Tyson cutting Layup (7 PTS) (D. Garland 6 AST),"[1642281, 1629636]",1610612739.0,CLE,cutting,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,1.47,Made,,7.0,D. Garland,1629636.0,6.0,,,,,,,,,,,,,
381,PT06M04.00S,2026-01-03T02:03:07.9Z,3,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612743,73,78,2026-01-03T02:03:16Z,3770000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Watson 2 FT),"[1630596, 1631212]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,2.0,0.0,Watson,1631212.0,,,,,,,,
383,PT06M04.00S,2026-01-03T02:03:36.5Z,3,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,73,79,2026-01-03T02:04:06Z,3790000,False,,,0,,P. Watson Free Throw 1 of 2 (16 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
384,PT06M04.00S,2026-01-03T02:03:37.1Z,3,REGULAR,substitution,out,[],1630596,,,1610612743,73,79,2026-01-03T02:03:57Z,3800000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M04.00S,2026-01-03T02:03:37.1Z,3,REGULAR,substitution,out,[],1628378,,,1610612743,73,79,2026-01-03T02:03:57Z,3810000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M04.00S,2026-01-03T02:03:37.1Z,3,REGULAR,substitution,out,[],1629618,,,1610612743,73,79,2026-01-03T02:03:57Z,3820000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M04.00S,2026-01-03T02:03:37.1Z,3,REGULAR,substitution,in,[],1641854,,,1610612743,73,79,2026-01-03T02:03:57Z,3830000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M04.00S,2026-01-03T02:03:37.1Z,3,REGULAR,substitution,in,[],1629631,,,1610612743,73,79,2026-01-03T02:03:57Z,3840000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M04.00S,2026-01-03T02:03:37.1Z,3,REGULAR,substitution,in,[],203501,,,1610612743,73,79,2026-01-03T02:03:57Z,3850000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M04.00S,2026-01-03T02:03:36.5Z,3,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,73,79,2026-01-03T02:04:06Z,3860000,False,,,0,,MISS P. Watson Free Throw 2 of 2,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
391,PT06M01.00S,2026-01-03T02:03:39.5Z,3,REGULAR,rebound,defensive,[],1642281,,,1610612739,73,79,2026-01-03T02:04:06Z,3870000,False,,,0,,J. Tyson REBOUND (Off:1 Def:4),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,390.0,,,,,,,,,,,,5.0,4.0,1.0,,,
392,PT05M50.00S,2026-01-03T02:04:16.5Z,3,REGULAR,3pt,Jump Shot,[],1641854,95.87713534822602,96.07843137254902,1610612739,76,79,2026-01-03T02:04:19Z,3880000,False,230.0,-14.0,1,right,C. Porter Jr. 3PT  (5 PTS) (D. Garland 7 AST),"[1641854, 1629636]",1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Right Corner 3,24+ Right,23.08,Made,,5.0,D. Garland,1629636.0,7.0,,,,,,,,,,,,,
394,PT05M26.00S,2026-01-03T02:04:39.9Z,3,REGULAR,3pt,Jump Shot,[],1641747,22.683968462549277,87.00980392156863,1610612743,76,79,2026-01-03T02:04:44Z,3900000,False,-185.0,161.0,1,left,MISS D. Holmes II 24' 3PT,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Above the Break 3,24+ Left Center,24.5,Missed,,,,,,,,,,,,,,,,,,
395,PT05M22.00S,2026-01-03T02:04:43.9Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,76,79,2026-01-03T02:04:44Z,3910000,False,,,0,,J. Allen REBOUND (Off:0 Def:9),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,394.0,,,,,,,,,,,,9.0,9.0,0.0,,,
396,PT05M13.00S,2026-01-03T02:04:54.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,86.81011826544021,39.46078431372549,1610612739,78,79,2026-01-03T02:04:59Z,3920000,False,-53.0,71.0,1,right,D. Garland 8' driving floating Jump Shot (10 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,8.88,Made,,10.0,,,,,,,,,,,,,,,,
397,PT05M13.00S,2026-01-03T02:04:58.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,78,79,2026-01-03T02:04:58Z,3930000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M13.00S,2026-01-03T02:05:00.7Z,3,REGULAR,substitution,out,[],1631212,,,1610612743,78,79,2026-01-03T02:08:14Z,3940000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M13.00S,2026-01-03T02:05:00.7Z,3,REGULAR,substitution,in,[],1628971,,,1610612743,78,79,2026-01-03T02:08:14Z,3950000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M55.00S,2026-01-03T02:08:33.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.783837056504599,50.0,1610612743,78,79,2026-01-03T02:08:37Z,3960000,False,0.0,11.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
401,PT04M53.00S,2026-01-03T02:08:35.8Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,78,79,2026-01-03T02:08:37Z,3970000,False,,,0,,J. Allen REBOUND (Off:0 Def:10),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,400.0,,,,,,,,,,,,10.0,10.0,0.0,,,
402,PT04M48.00S,2026-01-03T02:08:41.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642281,91.14651773981603,39.950980392156865,1610612739,78,79,2026-01-03T02:09:13Z,3980000,False,-50.0,31.0,1,right,MISS J. Tyson running Shot,[1642281],1610612739.0,CLE,running,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,5.88,Missed,,,,,,,,,,,,,,,,,,
403,PT04M48.00S,2026-01-03T02:08:41.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,78,79,2026-01-03T02:08:57Z,3990000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,402.0,,,,,,,,,,,,,,,,,
405,PT04M27.00S,2026-01-03T02:09:17.0Z,3,REGULAR,2pt,Jump Shot,[],203501,14.4053876478318,20.098039215686274,1610612743,78,81,2026-01-03T02:09:21Z,4010000,False,150.0,83.0,1,left,T. Hardaway Jr. 17' fadeaway Jump Shot (7 PTS),[203501],1610612743.0,DEN,fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right,17.09,Made,,7.0,,,,,,,,,,,,,,,,
406,PT04M14.00S,2026-01-03T02:09:29.2Z,3,REGULAR,3pt,Jump Shot,[],1629631,65.78515111695138,49.26470588235294,1610612739,78,81,2026-01-03T02:09:33Z,4020000,False,-4.0,269.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
407,PT04M12.00S,2026-01-03T02:09:31.2Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,78,81,2026-01-03T02:09:33Z,4030000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,406.0,,,,,,,,,,,,2.0,2.0,0.0,,,
408,PT04M04.00S,2026-01-03T02:09:39.8Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203501,5.732588699080158,38.970588235294116,1610612743,78,81,2026-01-03T02:14:19Z,4040000,False,55.0,1.0,1,left,MISS T. Hardaway Jr. driving floating bank Shot,[203501],1610612743.0,DEN,driving floating bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
409,PT04M01.00S,2026-01-03T02:09:42.8Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,78,81,2026-01-03T02:09:45Z,4050000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,408.0,,,,,,,,,,,,2.0,2.0,0.0,,,
410,PT03M58.00S,2026-01-03T02:09:46.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,68.9388961892247,71.56862745098039,1610612739,78,81,2026-01-03T02:14:54Z,4060000,False,108.0,239.0,1,right,MISS D. Garland 26' running 3PT,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
411,PT03M56.00S,2026-01-03T02:09:48.0Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,78,81,2026-01-03T02:09:51Z,4070000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,410.0,,,,,,,,,,,,2.0,2.0,0.0,,,
412,PT03M53.00S,2026-01-03T02:09:50.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,27.808804204993432,76.47058823529412,1610612743,78,81,2026-01-03T02:09:56Z,4080000,False,-132.0,209.0,1,left,MISS J. Murray 24' running pullup 3PT,[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
413,PT03M50.00S,2026-01-03T02:09:53.7Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,78,81,2026-01-03T02:09:56Z,4090000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,412.0,,,,,,,,,,,,3.0,3.0,0.0,,,
414,PT03M39.00S,2026-01-03T02:10:04.5Z,3,REGULAR,3pt,Jump Shot,[],1629636,94.95729303547962,96.56862745098039,1610612739,81,81,2026-01-03T02:10:07Z,4100000,False,233.0,-5.0,1,right,D. Garland 3PT  (13 PTS) (C. Porter Jr. 3 AST),"[1629636, 1641854]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,23.29,Made,,13.0,C. Porter Jr.,1641854.0,3.0,,,,,,,,,,,,,
416,PT03M16.00S,2026-01-03T02:10:27.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641747,5.863994743758213,49.01960784313725,1610612743,81,81,2026-01-03T02:10:31Z,4120000,False,5.0,3.0,1,left,MISS D. Holmes II Layup,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Restricted Area,0-8 Center,0.55,Missed,,,,,,,,,,,,,,,,,,
417,PT03M14.00S,2026-01-03T02:10:29.2Z,3,REGULAR,rebound,offensive,[],1627750,,,1610612743,81,81,2026-01-03T02:10:29Z,4130000,False,,,0,,J. Murray REBOUND (Off:1 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,416.0,,,,,,,,,,,,3.0,2.0,1.0,,,
418,PT03M10.00S,2026-01-03T02:10:33.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642461,32.53942181340342,48.77450980392157,1610612743,81,84,2026-01-03T02:10:36Z,4140000,False,6.0,253.0,1,left,S. Jones 25' 3PT  (13 PTS) (J. Murray 6 AST),"[1642461, 1627750]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Center,25.35,Made,,13.0,J. Murray,1627750.0,6.0,,,,,,,,,,,,,
420,PT03M06.00S,2026-01-03T02:10:41.4Z,3,REGULAR,foul,personal,[],1642461,,,1610612739,81,84,2026-01-03T02:10:47Z,4160000,False,,,0,,S. Jones personal FOUL (1 PF),"[1642461, 1642281]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,1627526.0,1.0,0.0,Tyson,1642281.0,,,,,,,,
422,PT03M06.00S,2026-01-03T02:10:47.7Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,81,84,2026-01-03T02:11:05Z,4180000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M06.00S,2026-01-03T02:10:47.7Z,3,REGULAR,substitution,out,[],1642281,,,1610612739,81,84,2026-01-03T02:11:05Z,4190000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M06.00S,2026-01-03T02:10:47.7Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,81,84,2026-01-03T02:11:05Z,4200000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M06.00S,2026-01-03T02:10:47.7Z,3,REGULAR,substitution,out,[],1641747,,,1610612739,81,84,2026-01-03T02:11:05Z,4210000,False,,,0,,SUB out: D. Holmes II,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M06.00S,2026-01-03T02:10:47.7Z,3,REGULAR,substitution,in,[],1630596,,,1610612739,81,84,2026-01-03T02:11:05Z,4220000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M06.00S,2026-01-03T02:10:47.7Z,3,REGULAR,substitution,in,[],1641772,,,1610612739,81,84,2026-01-03T02:11:05Z,4230000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M06.00S,2026-01-03T02:10:47.7Z,3,REGULAR,substitution,in,[],1628378,,,1610612739,81,84,2026-01-03T02:11:05Z,4240000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M06.00S,2026-01-03T02:10:47.7Z,3,REGULAR,substitution,in,[],1630192,,,1610612739,81,84,2026-01-03T02:11:05Z,4250000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
