actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
341,PT01M30.00S,2025-12-20T01:36:25.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202696,82.60512483574244,27.450980392156865,1610612741,50,60,2025-12-20T01:39:49Z,3390000,False,-113.0,111.0,1,right,MISS N. Vučević 15' floating Shot,[202696],1610612741.0,CHI,floating,,,,,,Mid-Range,8-16 Left,15.82,Missed,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
342,PT01M29.00S,2025-12-20T01:36:26.5Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,50,60,2025-12-20T01:39:49Z,3400000,False,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,Allen,J. Allen,341.0,6.0,4.0,2.0,,,,,,,,,,,,,,
343,PT01M20.00S,2025-12-20T01:36:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,6.915243101182654,49.754901960784316,1610612739,52,60,2025-12-20T01:36:37Z,3410000,False,1.0,13.0,1,left,L. Ball cutting Layup (7 PTS) (D. Garland 4 AST),"[1628366, 1629636]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,1.26,Made,Ball,L. Ball,,,,,7.0,,,,,D. Garland,1629636.0,4.0,,,,,,
345,PT01M02.00S,2025-12-20T01:36:50.4Z,2,REGULAR,2pt,Jump Shot,[],1630581,87.99277266754271,28.676470588235293,1610612741,52,62,2025-12-20T01:36:54Z,3430000,False,-107.0,60.0,1,right,J. Giddey 12' driving floating bank Jump Shot (11 PTS),[1630581],1610612741.0,CHI,driving floating bank,,,,,,Mid-Range,8-16 Left,12.25,Made,Giddey,J. Giddey,,,,,11.0,,,,,,,,,,,,,
346,PT00M45.40S,2025-12-20T01:37:08.4Z,2,REGULAR,3pt,Jump Shot,[],1629636,29.6484888304862,72.54901960784314,1610612739,55,62,2025-12-20T01:37:11Z,3440000,False,-113.0,226.0,1,left,D. Garland 25' 3PT  (16 PTS) (D. Hunter 1 AST),"[1629636, 1629631]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.27,Made,Garland,D. Garland,,,,,16.0,,,,,D. Hunter,1629631.0,1.0,,,,,,
348,PT00M24.30S,2025-12-20T01:37:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.72339027595268,51.9607843137255,1610612741,55,64,2025-12-20T01:40:39Z,3460000,False,10.0,16.0,1,right,N. Vučević cutting Layup (8 PTS) (C. White 4 AST),"[202696, 1629632]",1610612741.0,CHI,cutting,,,,,,Restricted Area,0-8 Center,1.87,Made,Vučević,N. Vučević,,,,,8.0,,,,,C. White,1629632.0,4.0,,,,,,
350,PT00M06.10S,2025-12-20T01:37:54.0Z,2,REGULAR,foul,offensive,[],1642281,,,1610612739,55,64,2025-12-20T01:38:01Z,3480000,False,,,0,,J. Tyson offensive FOUL (3 PF),"[1642281, 1630200]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,Tyson,J. Tyson,,,,,,,,,1627963.0,,,,3.0,0.0,Jones,1630200.0,,
352,PT00M06.10S,2025-12-20T01:37:54.0Z,2,REGULAR,turnover,offensive foul,[],1642281,,,1610612739,55,64,2025-12-20T01:37:54Z,3500000,False,,,0,,J. Tyson offensive foul TURNOVER (2 TO),[1642281],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,Tyson,J. Tyson,,,,,,2.0,,,1627963.0,,,,,,,,,
353,PT00M06.10S,2025-12-20T01:38:02.6Z,2,REGULAR,substitution,out,[],1642281,,,1610612741,55,64,2025-12-20T01:38:13Z,3510000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
354,PT00M06.10S,2025-12-20T01:38:02.6Z,2,REGULAR,substitution,in,[],1629731,,,1610612741,55,64,2025-12-20T01:38:13Z,3520000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,
355,PT00M00.00S,2025-12-20T01:38:28.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630200,80.76544021024968,56.127450980392155,1610612741,55,66,2025-12-20T01:38:31Z,3530000,False,31.0,128.0,1,right,T. Jones 13' floating Jump Shot (10 PTS) (C. White 5 AST),"[1630200, 1629632]",1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),8-16 Center,13.19,Made,Jones,T. Jones,,,,,10.0,,,,,C. White,1629632.0,5.0,,,,,,
357,PT00M00.00S,2025-12-20T01:38:32.6Z,2,REGULAR,period,end,[],0,,,1610612739,55,66,2025-12-20T01:38:32Z,3550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-12-20T01:38:53.0Z,3,REGULAR,substitution,out,['startperiod'],1628366,,,1610612739,55,66,2025-12-20T01:53:56Z,3560000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-12-20T01:38:53.0Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612739,55,66,2025-12-20T01:53:56Z,3570000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2025-12-20T01:38:53.0Z,3,REGULAR,substitution,out,['startperiod'],1630200,,,1610612739,55,66,2025-12-20T01:53:56Z,3580000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2025-12-20T01:38:53.0Z,3,REGULAR,substitution,in,['startperiod'],1642281,,,1610612739,55,66,2025-12-20T01:53:56Z,3590000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2025-12-20T01:38:53.0Z,3,REGULAR,substitution,in,['startperiod'],1642878,,,1610612739,55,66,2025-12-20T01:53:56Z,3600000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,,,,,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2025-12-20T01:38:53.0Z,3,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,55,66,2025-12-20T01:53:56Z,3610000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2025-12-20T01:54:05.2Z,3,REGULAR,period,start,[],0,,,1610612739,55,66,2025-12-20T01:54:05Z,3620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT11M43.00S,2025-12-20T01:54:20.5Z,3,REGULAR,3pt,Jump Shot,[],1642878,94.30026281208936,97.30392156862744,1610612739,55,66,2025-12-20T01:54:23Z,3630000,False,237.0,1.0,1,right,MISS T. Proctor 3PT,[1642878],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,23.65,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
366,PT11M41.00S,2025-12-20T01:54:22.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,55,66,2025-12-20T01:54:22Z,3640000,False,,,0,,N. Vučević REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,Vučević,N. Vučević,365.0,6.0,4.0,2.0,,,,,,,,,,,,,,
367,PT11M39.00S,2025-12-20T01:54:27.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,8.09789750328515,51.470588235294116,1610612741,55,66,2025-12-20T01:55:06Z,3650000,False,-7.0,24.0,1,left,MISS J. Giddey running finger roll Layup,[1630581],1610612741.0,CHI,running finger roll,,,,,,Restricted Area,0-8 Center,2.47,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
368,PT11M38.00S,2025-12-20T01:54:28.6Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,55,66,2025-12-20T01:55:06Z,3660000,False,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Allen,J. Allen,367.0,7.0,5.0,2.0,,,,,,,,,,,,,,
369,PT11M31.00S,2025-12-20T01:54:33.4Z,3,REGULAR,turnover,lost ball,[],1642281,,,1610612739,55,66,2025-12-20T01:54:40Z,3670000,False,,,0,,J. Tyson lost ball TURNOVER (3 TO),"[1642281, 1641824]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,Tyson,J. Tyson,,,,,,3.0,Buzelis,1641824.0,,,,,,,,,,
370,PT11M31.00S,2025-12-20T01:54:33.4Z,3,REGULAR,steal,,[],1641824,,,1610612741,55,66,2025-12-20T01:54:35Z,3680000,False,,,0,,M. Buzelis STEAL (1 STL),[1641824],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
371,PT11M25.00S,2025-12-20T01:54:39.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641824,16.63929040735874,3.1862745098039214,1610612741,55,66,2025-12-20T01:54:44Z,3690000,False,234.0,104.0,1,left,MISS M. Buzelis 25' running 3PT,[1641824],1610612741.0,CHI,running,,,,,,Above the Break 3,24+ Right Center,25.61,Missed,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
372,PT11M22.00S,2025-12-20T01:54:42.3Z,3,REGULAR,rebound,defensive,[],1642878,,,1610612739,55,66,2025-12-20T01:55:40Z,3700000,False,,,0,,T. Proctor REBOUND (Off:0 Def:3),[1642878],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Proctor,T. Proctor,371.0,3.0,3.0,0.0,,,,,,,,,,,,,,
373,PT11M12.00S,2025-12-20T01:54:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642281,93.9060446780552,50.0,1610612739,57,66,2025-12-20T01:54:56Z,3710000,False,0.0,5.0,1,right,J. Tyson driving Layup (2 PTS) (T. Proctor 2 AST),"[1642281, 1642878]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,0.48,Made,Tyson,J. Tyson,,,,,2.0,,,,,T. Proctor,1642878.0,2.0,,,,,,
375,PT10M52.00S,2025-12-20T01:55:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.389618922470433,49.26470588235294,1610612741,57,68,2025-12-20T01:55:17Z,3730000,False,4.0,8.0,1,left,J. Giddey driving finger roll Layup (13 PTS),[1630581],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,0.85,Made,Giddey,J. Giddey,,,,,13.0,,,,,,,,,,,,,
376,PT10M35.00S,2025-12-20T01:55:28.7Z,3,REGULAR,3pt,Jump Shot,[],1642281,80.23981603153744,3.431372549019608,1610612739,57,68,2025-12-20T01:55:33Z,3740000,False,-233.0,133.0,1,right,MISS J. Tyson 26' 3PT,[1642281],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,26.82,Missed,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
377,PT10M32.00S,2025-12-20T01:55:31.7Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,57,68,2025-12-20T01:55:33Z,3750000,False,,,0,,J. Allen REBOUND (Off:3 Def:5),[1628386],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Allen,J. Allen,376.0,8.0,5.0,3.0,,,,,,,,,,,,,,
378,PT10M29.00S,2025-12-20T01:55:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642281,94.30026281208936,53.431372549019606,1610612739,59,68,2025-12-20T01:55:40Z,3760000,False,17.0,1.0,1,right,J. Tyson driving finger roll Layup (4 PTS) (J. Allen 5 AST),"[1642281, 1628386]",1610612739.0,CLE,driving finger roll,,,,,,Restricted Area,0-8 Center,1.72,Made,Tyson,J. Tyson,,,,,4.0,,,,,J. Allen,1628386.0,5.0,,,,,,
380,PT10M29.00S,2025-12-20T01:55:38.5Z,3,REGULAR,foul,personal,['1freethrow'],1641824,,,1610612739,59,68,2025-12-20T01:55:50Z,3780000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Tyson 1 FT),"[1641824, 1642281]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,Buzelis,M. Buzelis,,,,,,,,,1626300.0,,,,1.0,0.0,Tyson,1642281.0,,
382,PT10M29.00S,2025-12-20T01:56:01.7Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1642281,,,1610612739,60,68,2025-12-20T01:56:01Z,3800000,False,,,0,,J. Tyson Free Throw 1 of 1 (5 PTS),[1642281],1610612739.0,CLE,,,,,,,,,,Made,Tyson,J. Tyson,,,,,5.0,,,,,,,,,,,,,
383,PT10M10.00S,2025-12-20T01:56:23.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.469776609724048,48.03921568627451,1610612741,60,70,2025-12-20T01:56:27Z,3810000,False,10.0,-1.0,1,left,J. Giddey driving Layup (15 PTS),[1630581],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,0.99,Made,Giddey,J. Giddey,,,,,15.0,,,,,,,,,,,,,
384,PT09M59.00S,2025-12-20T01:56:36.0Z,3,REGULAR,turnover,bad pass,[],1642281,,,1610612739,60,70,2025-12-20T01:57:45Z,3820000,False,,,0,,J. Tyson bad pass TURNOVER (4 TO),"[1642281, 1630171]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,Tyson,J. Tyson,,,,,,4.0,Okoro,1630171.0,,,,,,,,,,
385,PT09M59.00S,2025-12-20T01:56:36.0Z,3,REGULAR,steal,,[],1630171,,,1610612741,60,70,2025-12-20T01:56:37Z,3830000,False,,,0,,I. Okoro STEAL (3 STL),[1630171],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
386,PT09M55.00S,2025-12-20T01:56:40.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630171,8.754927726675426,48.529411764705884,1610612741,60,70,2025-12-20T01:58:05Z,3840000,False,7.0,30.0,1,left,MISS I. Okoro running Layup,[1630171],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,3.07,Missed,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
387,PT09M54.00S,2025-12-20T01:56:41.2Z,3,REGULAR,rebound,offensive,[],1629632,,,1610612741,60,70,2025-12-20T01:58:05Z,3850000,False,,,0,,C. White REBOUND (Off:1 Def:2),[1629632],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,White,C. White,386.0,3.0,2.0,1.0,,,,,,,,,,,,,,
388,PT09M53.00S,2025-12-20T01:56:43.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629632,5.590000152587891,50.0,1610612741,60,72,2025-12-20T01:58:09Z,3860000,False,0.0,0.0,1,left,C. White tip Layup (7 PTS),[1629632],1610612741.0,CHI,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,White,C. White,,,,,7.0,,,,,,,,,,,,,
389,PT09M40.00S,2025-12-20T01:56:53.4Z,3,REGULAR,turnover,lost ball,[],1629636,,,1610612739,60,72,2025-12-20T01:56:56Z,3870000,False,,,0,,D. Garland lost ball TURNOVER (3 TO),"[1629636, 1630581]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,Garland,D. Garland,,,,,,3.0,Giddey,1630581.0,,,,,,,,,,
390,PT09M40.00S,2025-12-20T01:56:53.4Z,3,REGULAR,steal,,[],1630581,,,1610612741,60,72,2025-12-20T01:56:55Z,3880000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
391,PT09M37.00S,2025-12-20T01:56:57.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641824,6.783837056504599,50.73529411764706,1610612741,60,74,2025-12-20T01:57:03Z,3890000,False,-4.0,11.0,1,left,M. Buzelis running Layup (16 PTS) (J. Giddey 4 AST),"[1641824, 1630581]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.19,Made,Buzelis,M. Buzelis,,,,,16.0,,,,,J. Giddey,1630581.0,4.0,,,,,,
393,PT09M37.00S,2025-12-20T01:57:02.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,60,74,2025-12-20T01:57:02Z,3910000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT09M25.00S,2025-12-20T02:00:03.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,94.03745072273325,47.794117647058826,1610612739,62,74,2025-12-20T02:00:24Z,3920000,False,-11.0,4.0,1,right,J. Allen cutting Layup (2 PTS) (D. Garland 5 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,1.15,Made,Allen,J. Allen,,,,,2.0,,,,,D. Garland,1629636.0,5.0,,,,,,
396,PT09M18.00S,2025-12-20T02:00:10.7Z,3,REGULAR,3pt,Jump Shot,[],202696,34.510512483574246,44.6078431372549,1610612741,62,74,2025-12-20T02:01:09Z,3940000,False,27.0,272.0,1,left,MISS N. Vučević 27' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,27.32,Missed,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
397,PT09M15.00S,2025-12-20T02:00:13.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,62,74,2025-12-20T02:01:09Z,3950000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,,,396.0,,,,,,,,,,,,,,,,,
399,PT09M06.00S,2025-12-20T02:00:27.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,87.86136662286465,44.36274509803921,1610612739,62,74,2025-12-20T02:01:34Z,3970000,False,-28.0,62.0,1,right,MISS J. Allen 6' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.77,Missed,Allen,J. Allen,,,,,,,,,,,,,,,,,,
400,PT09M04.00S,2025-12-20T02:00:29.1Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,74,2025-12-20T02:01:34Z,3980000,False,,,0,,N. Vučević REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Vučević,N. Vučević,399.0,7.0,5.0,2.0,,,,,,,,,,,,,,
401,PT08M58.00S,2025-12-20T02:00:36.1Z,3,REGULAR,foul,personal,[],1629636,,,1610612741,62,74,2025-12-20T02:00:46Z,3990000,False,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1630581]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right,,,Garland,D. Garland,,,,,,,,,1626300.0,,,,1.0,0.0,Giddey,1630581.0,,
403,PT08M43.00S,2025-12-20T02:01:11.4Z,3,REGULAR,3pt,Jump Shot,[],1630581,13.87976346911958,4.166666666666666,1610612741,62,74,2025-12-20T02:01:14Z,4010000,False,229.0,78.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,24.21,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
404,PT08M41.00S,2025-12-20T02:01:13.4Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,62,74,2025-12-20T02:01:14Z,4020000,False,,,0,,J. Allen REBOUND (Off:3 Def:6),[1628386],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Allen,J. Allen,403.0,9.0,6.0,3.0,,,,,,,,,,,,,,
405,PT08M31.00S,2025-12-20T02:01:26.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,80.1084099868594,41.66666666666667,1610612739,64,74,2025-12-20T02:01:30Z,4030000,False,-42.0,134.0,1,right,D. Garland 14' driving floating Jump Shot (18 PTS),[1629636],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,14.08,Made,Garland,D. Garland,,,,,18.0,,,,,,,,,,,,,
406,PT08M31.00S,2025-12-20T02:01:31.2Z,3,REGULAR,foul,personal,['1freethrow'],1630581,,,1610612739,64,74,2025-12-20T02:01:40Z,4040000,False,,,0,,J. Giddey shooting personal FOUL (2 PF) (Garland 1 FT),"[1630581, 1629636]",1610612741.0,CHI,shooting,,,,,,Mid-Range,8-16 Center,,,Giddey,J. Giddey,,,,,,,,,1627963.0,,,,2.0,0.0,Garland,1629636.0,,
408,PT08M31.00S,2025-12-20T02:02:01.8Z,3,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,65,74,2025-12-20T02:02:01Z,4060000,False,,,0,,D. Garland Free Throw 1 of 1 (19 PTS),[1629636],1610612739.0,CLE,,,,,,,,,,Made,Garland,D. Garland,,,,,19.0,,,,,,,,,,,,,
409,PT08M21.00S,2025-12-20T02:02:17.0Z,3,REGULAR,turnover,bad pass,[],1629632,,,1610612741,65,74,2025-12-20T02:02:57Z,4070000,False,,,0,,C. White bad pass TURNOVER (2 TO),"[1629632, 1642878]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,White,C. White,,,,,,2.0,Proctor,1642878.0,,,,,,,,,,
410,PT08M21.00S,2025-12-20T02:02:17.0Z,3,REGULAR,steal,,[],1642878,,,1610612739,65,74,2025-12-20T02:02:22Z,4080000,False,,,0,,T. Proctor STEAL (1 STL),[1642878],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
411,PT08M15.00S,2025-12-20T02:02:37.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629636,92.85479632063075,94.6078431372549,1610612739,65,74,2025-12-20T02:05:16Z,4090000,False,223.0,15.0,1,right,MISS D. Garland running 3PT,[1629636],1610612739.0,CLE,running,,,,,,Right Corner 3,24+ Right,22.35,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,
412,PT08M14.00S,2025-12-20T02:02:38.4Z,3,REGULAR,rebound,offensive,[],1642878,,,1610612739,65,74,2025-12-20T02:10:37Z,4100000,False,,,0,,T. Proctor REBOUND (Off:1 Def:3),[1642878],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Proctor,T. Proctor,411.0,4.0,3.0,1.0,,,,,,,,,,,,,,
434,PT08M13.00S,2025-12-20T02:02:41.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642878,95.22010512483574,49.50980392156863,1610612739,65,74,2025-12-20T02:11:39Z,4105000,False,-2.0,-8.0,1,right,MISS T. Proctor putback Layup - blocked,"[1642878, 202696]",1610612739.0,CLE,putback,,,,,,Restricted Area,0-8 Center,0.8,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,Vučević,202696.0
477,PT08M13.00S,2025-12-20T02:02:41.2Z,3,REGULAR,block,,[],202696,,,1610612739,65,74,2025-12-20T02:11:27Z,4106562,False,,,0,,N. Vučević BLOCK (2 BLK),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
476,PT08M12.00S,2025-12-20T02:02:42.2Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,65,74,2025-12-20T02:11:39Z,4108125,False,,,0,,C. White REBOUND (Off:1 Def:3),[1629632],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,White,C. White,434.0,4.0,3.0,1.0,,,,,,,,,,,,,,
491,PT08M07.00S,2025-12-20T02:02:50.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630581,5.174113009198422,51.96078431372549,1610612741,65,76,2025-12-20T02:14:29Z,4114062,False,-10.0,-4.0,1,left,J. Giddey running DUNK (17 PTS) (C. White 6 AST),"[1630581, 1629632]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.05,Made,Giddey,J. Giddey,,,,,17.0,,,,,C. White,1629632.0,6.0,,,,,,
518,PT07M53.00S,2025-12-20T02:02:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642281,88.2227332457293,56.127450980392155,1610612739,65,76,2025-12-20T02:16:22Z,4118515,False,31.0,58.0,1,right,MISS J. Tyson 6' driving Layup - blocked,"[1642281, 1641824]",1610612739.0,CLE,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,Tyson,J. Tyson,,,,,,,,,,,,,,,,,Buzelis,1641824.0
519,PT07M53.00S,2025-12-20T02:02:55.8Z,3,REGULAR,block,,[],1641824,,,1610612739,65,76,2025-12-20T02:16:22Z,4119257,False,,,0,,M. Buzelis BLOCK (2 BLK),[1641824],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
520,PT07M51.00S,2025-12-20T02:02:57.8Z,3,REGULAR,rebound,defensive,[],1641824,,,1610612741,65,76,2025-12-20T02:16:22Z,4119628,False,,,0,,M. Buzelis REBOUND (Off:0 Def:4),[1641824],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Buzelis,M. Buzelis,518.0,4.0,4.0,0.0,,,,,,,,,,,,,,
414,PT07M34.00S,2025-12-20T02:03:00.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629632,8.623521681997373,49.50980392156863,1610612741,65,78,2025-12-20T02:16:54Z,4120000,False,2.0,29.0,1,left,C. White running Layup (9 PTS),[1629632],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,2.87,Made,White,C. White,,,,,9.0,,,,,,,,,,,,,
415,PT07M30.00S,2025-12-20T02:03:06.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.85479632063075,50.73529411764706,1610612739,67,78,2025-12-20T02:06:48Z,4130000,False,4.0,15.0,1,right,J. Allen alley-oop DUNK (4 PTS) (D. Garland 6 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,,,,Restricted Area,0-8 Center,1.52,Made,Allen,J. Allen,,,,,4.0,,,,,D. Garland,1629636.0,6.0,,,,,,
