actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
90,PT05M44.00S,2025-12-20T00:58:45.9Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,15,13,2025-12-20T00:59:24Z,900000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,Giddey,J. Giddey,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
91,PT05M31.00S,2025-12-20T00:58:55.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630200,93.64323258869908,97.05882352941177,1610612741,15,16,2025-12-20T00:59:00Z,910000,False,235.0,7.0,1,right,T. Jones 3PT  (3 PTS) (K. Huerter 2 AST),"[1630200, 1628989]",1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.54,Made,Jones,T. Jones,,,,,3.0,,,,,K. Huerter,1628989.0,2.0,,,,,,
93,PT05M20.00S,2025-12-20T00:59:10.1Z,1,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612739,15,16,2025-12-20T00:59:20Z,930000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Garland 2 FT),"[1630200, 1629636]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,Jones,T. Jones,,,,,,,,,1626300.0,,,,1.0,0.0,Garland,1629636.0,,
95,PT05M20.00S,2025-12-20T00:59:37.6Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,16,16,2025-12-20T00:59:37Z,950000,False,,,0,,D. Garland Free Throw 1 of 2 (8 PTS),[1629636],1610612739.0,CLE,,,,,,,,,,Made,Garland,D. Garland,,,,,8.0,,,,,,,,,,,,,
96,PT05M20.00S,2025-12-20T00:59:41.9Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,16,16,2025-12-20T00:59:47Z,960000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
97,PT05M20.00S,2025-12-20T00:59:41.9Z,1,REGULAR,substitution,in,[],1628418,,,1610612739,16,16,2025-12-20T00:59:47Z,970000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,
98,PT05M20.00S,2025-12-20T01:00:01.4Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,17,16,2025-12-20T01:00:01Z,980000,False,,,0,,D. Garland Free Throw 2 of 2 (9 PTS),[1629636],1610612739.0,CLE,,,,,,,,,,Made,Garland,D. Garland,,,,,9.0,,,,,,,,,,,,,
99,PT04M55.00S,2025-12-20T01:00:27.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,70.51576872536137,80.63725490196079,1610612741,17,16,2025-12-20T01:00:34Z,990000,False,153.0,225.0,1,right,MISS K. Huerter 27' 3PT,[1628989],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,27.2,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
100,PT04M51.00S,2025-12-20T01:00:31.6Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,17,16,2025-12-20T01:00:31Z,1000000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Garland,D. Garland,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT04M44.00S,2025-12-20T01:00:39.0Z,1,REGULAR,3pt,Jump Shot,[],1628418,27.151773981603156,21.323529411764707,1610612739,20,16,2025-12-20T01:00:42Z,1010000,False,143.0,203.0,1,left,T. Bryant 24' 3PT  (3 PTS) (D. Garland 2 AST),"[1628418, 1629636]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,24.83,Made,Bryant,T. Bryant,,,,,3.0,,,,,D. Garland,1629636.0,2.0,,,,,,
103,PT04M33.00S,2025-12-20T01:00:49.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,86.15308804204993,36.76470588235294,1610612741,20,16,2025-12-20T01:00:53Z,1030000,False,-66.0,78.0,1,right,MISS Z. Collins 10' Hook,[1628380],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,10.21,Missed,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
104,PT04M32.00S,2025-12-20T01:00:50.3Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,20,16,2025-12-20T01:00:53Z,1040000,False,,,0,,J. Tyson REBOUND (Off:0 Def:2),[1642281],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Left,,,Tyson,J. Tyson,103.0,2.0,2.0,0.0,,,,,,,,,,,,,,
105,PT04M18.00S,2025-12-20T01:01:05.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,13.354139290407357,57.84313725490197,1610612739,22,16,2025-12-20T01:02:37Z,1050000,False,-39.0,73.0,1,left,D. Garland 8' driving floating Jump Shot (11 PTS),[1629636],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,Garland,D. Garland,,,,,11.0,,,,,,,,,,,,,
106,PT04M01.00S,2025-12-20T01:01:21.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,80.1084099868594,6.372549019607843,1610612741,22,16,2025-12-20T01:01:25Z,1060000,False,-218.0,134.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.62,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
107,PT03M58.00S,2025-12-20T01:01:24.6Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612739,22,16,2025-12-20T01:01:25Z,1070000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Bryant,T. Bryant,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,
108,PT03M50.00S,2025-12-20T01:01:34.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,24.26084099868594,82.59803921568627,1610612739,22,16,2025-12-20T01:03:15Z,1080000,False,-163.0,176.0,1,left,MISS D. Hunter step back 3PT,[1629631],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Left Center,23.96,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
109,PT03M48.00S,2025-12-20T01:01:36.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,22,16,2025-12-20T01:03:15Z,1090000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Huerter,K. Huerter,108.0,2.0,2.0,0.0,,,,,,,,,,,,,,
110,PT03M32.00S,2025-12-20T01:01:51.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,71.82982917214193,19.607843137254903,1610612741,22,19,2025-12-20T01:01:56Z,1100000,False,-152.0,212.0,1,right,J. Giddey 26' 3PT pullup (3 PTS) (A. Dosunmu 1 AST),"[1630581, 1630245]",1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,26.11,Made,Giddey,J. Giddey,,,,,3.0,,,,,A. Dosunmu,1630245.0,1.0,,,,,,
111,PT03M16.00S,2025-12-20T01:02:10.2Z,1,REGULAR,foul,personal,['3freethrow'],1630581,,,1610612739,22,19,2025-12-20T01:05:11Z,1110000,False,,,0,,J. Giddey flagrant-type-1 personal FOUL (1 PF) (Hunter 3 FT),"[1630581, 1629631]",1610612741.0,CHI,flagrant-type-1,,,,,,Right Corner 3,24+ Right,,,Giddey,J. Giddey,,,,,,,,,202027.0,,,,1.0,0.0,Hunter,1629631.0,,
114,PT03M16.00S,2025-12-20T01:02:45.8Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,22,19,2025-12-20T01:04:56Z,1140000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,
115,PT03M16.00S,2025-12-20T01:02:45.8Z,1,REGULAR,substitution,out,[],1642281,,,1610612739,22,19,2025-12-20T01:04:56Z,1150000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
116,PT03M16.00S,2025-12-20T01:02:45.8Z,1,REGULAR,substitution,in,[],1642878,,,1610612739,22,19,2025-12-20T01:04:56Z,1160000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,,,,,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
117,PT03M16.00S,2025-12-20T01:02:45.8Z,1,REGULAR,substitution,in,[],1641772,,,1610612739,22,19,2025-12-20T01:04:56Z,1170000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,
118,PT03M16.00S,2025-12-20T01:05:07.4Z,1,REGULAR,freethrow,1 of 3,[],1629631,,,1610612739,22,19,2025-12-20T01:08:43Z,1180000,False,,,0,,MISS D. Hunter flagrant Free Throw 1 of 3,[1629631],1610612739.0,CLE,flagrant,,,,,,,,,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
119,PT03M16.00S,2025-12-20T01:05:07.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,22,19,2025-12-20T01:08:43Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2025-12-20T01:05:07.4Z,1,REGULAR,freethrow,2 of 3,[],1629631,,,1610612739,23,19,2025-12-20T01:08:43Z,1200000,False,,,0,,D. Hunter flagrant Free Throw 2 of 3 (1 PTS),[1629631],1610612739.0,CLE,flagrant,,,,,,,,,Made,Hunter,D. Hunter,,,,,1.0,,,,,,,,,,,,,
121,PT03M16.00S,2025-12-20T01:05:07.4Z,1,REGULAR,freethrow,3 of 3,[],1629631,,,1610612739,24,19,2025-12-20T01:08:43Z,1210000,False,,,0,,D. Hunter flagrant Free Throw 3 of 3 (2 PTS),[1629631],1610612739.0,CLE,flagrant,,,,,,,,,Made,Hunter,D. Hunter,,,,,2.0,,,,,,,,,,,,,
122,PT03M16.00S,2025-12-20T01:05:34.8Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,24,19,2025-12-20T01:05:41Z,1220000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
123,PT03M16.00S,2025-12-20T01:05:34.8Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,24,19,2025-12-20T01:05:41Z,1230000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
124,PT03M12.00S,2025-12-20T01:06:03.7Z,1,REGULAR,3pt,Jump Shot,[],1642878,26.49474375821288,82.59803921568627,1610612739,24,19,2025-12-20T01:07:19Z,1240000,False,-163.0,197.0,1,left,MISS T. Proctor 25' 3PT,[1642878],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.54,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
125,PT03M09.00S,2025-12-20T01:06:06.7Z,1,REGULAR,rebound,offensive,[],1628366,,,1610612739,24,19,2025-12-20T01:07:19Z,1250000,False,,,0,,L. Ball REBOUND (Off:1 Def:0),[1628366],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Ball,L. Ball,124.0,1.0,0.0,1.0,,,,,,,,,,,,,,
126,PT03M03.00S,2025-12-20T01:06:10.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,15.456636005256241,37.00980392156863,1610612739,24,19,2025-12-20T01:06:13Z,1260000,False,65.0,93.0,1,left,MISS D. Hunter 11' driving floating Shot,[1629631],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,11.33,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
127,PT03M01.00S,2025-12-20T01:06:12.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,24,19,2025-12-20T01:06:13Z,1270000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Right,,,Giddey,J. Giddey,126.0,2.0,1.0,1.0,,,,,,,,,,,,,,
128,PT02M57.00S,2025-12-20T01:06:16.1Z,1,REGULAR,turnover,lost ball,[],1630200,,,1610612741,24,19,2025-12-20T01:06:20Z,1280000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1630200, 1628366]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,T. Jones,,,,,,1.0,Ball,1628366.0,,,,,,,,,,
129,PT02M57.00S,2025-12-20T01:06:16.1Z,1,REGULAR,steal,,[],1628366,,,1610612739,24,19,2025-12-20T01:06:19Z,1290000,False,,,0,,L. Ball STEAL (1 STL),[1628366],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
130,PT02M53.00S,2025-12-20T01:06:19.9Z,1,REGULAR,turnover,bad pass,[],1641772,,,1610612739,24,19,2025-12-20T01:12:30Z,1300000,False,,,0,,N. Tomlin bad pass TURNOVER (1 TO),"[1641772, 1628989]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Tomlin,N. Tomlin,,,,,,1.0,Huerter,1628989.0,,,,,,,,,,
131,PT02M53.00S,2025-12-20T01:06:19.9Z,1,REGULAR,steal,,[],1628989,,,1610612741,24,19,2025-12-20T01:06:22Z,1310000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
132,PT02M48.00S,2025-12-20T01:06:24.9Z,1,REGULAR,turnover,lost ball,[],1630200,,,1610612741,24,19,2025-12-20T01:06:28Z,1320000,False,,,0,,T. Jones lost ball TURNOVER (2 TO),"[1630200, 1628418]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,Jones,T. Jones,,,,,,2.0,Bryant,1628418.0,,,,,,,,,,
133,PT02M48.00S,2025-12-20T01:06:24.9Z,1,REGULAR,steal,,[],1628418,,,1610612739,24,19,2025-12-20T01:13:31Z,1330000,False,,,0,,T. Bryant STEAL (1 STL),[1628418],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left Center,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,
134,PT02M43.00S,2025-12-20T01:06:30.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641772,6.258212877792378,42.15686274509804,1610612739,24,19,2025-12-20T01:12:14Z,1340000,False,39.0,6.0,1,left,MISS N. Tomlin running Layup,[1641772],1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,3.97,Missed,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,
135,PT02M41.00S,2025-12-20T01:06:32.8Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,24,19,2025-12-20T01:06:40Z,1350000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Huerter,K. Huerter,134.0,3.0,3.0,0.0,,,,,,,,,,,,,,
136,PT02M25.00S,2025-12-20T01:06:48.6Z,1,REGULAR,3pt,Jump Shot,[],1630188,84.83902759526939,97.05882352941177,1610612741,24,19,2025-12-20T01:06:53Z,1360000,False,235.0,90.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right,25.19,Missed,Smith,J. Smith,,,,,,,,,,,,,,,,,,
137,PT02M21.00S,2025-12-20T01:06:52.6Z,1,REGULAR,rebound,defensive,[],1642878,,,1610612739,24,19,2025-12-20T01:06:53Z,1370000,False,,,0,,T. Proctor REBOUND (Off:0 Def:2),[1642878],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right,,,Proctor,T. Proctor,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,
138,PT02M16.00S,2025-12-20T01:06:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,6.389618922470433,50.245098039215684,1610612739,26,19,2025-12-20T01:07:06Z,1380000,False,-1.0,8.0,1,left,T. Bryant Layup (5 PTS) (T. Proctor 1 AST),"[1628418, 1642878]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,0.77,Made,Bryant,T. Bryant,,,,,5.0,,,,,T. Proctor,1642878.0,1.0,,,,,,
140,PT01M57.00S,2025-12-20T01:07:16.0Z,1,REGULAR,3pt,Jump Shot,[],1628989,65.78515111695138,38.72549019607843,1610612741,26,22,2025-12-20T01:07:19Z,1400000,False,-56.0,269.0,1,right,K. Huerter 27' 3PT  (3 PTS) (J. Giddey 2 AST),"[1628989, 1630581]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,27.49,Made,Huerter,K. Huerter,,,,,3.0,,,,,J. Giddey,1630581.0,2.0,,,,,,
141,PT01M45.00S,2025-12-20T01:07:28.1Z,1,REGULAR,3pt,Jump Shot,[],1642878,31.882391590013142,32.59803921568628,1610612739,26,22,2025-12-20T01:14:17Z,1410000,False,87.0,247.0,1,left,MISS T. Proctor 26' pullup 3PT,[1642878],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Right Center,26.21,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
142,PT01M42.00S,2025-12-20T01:07:31.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,26,22,2025-12-20T01:07:31Z,1420000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Giddey,J. Giddey,141.0,3.0,2.0,1.0,,,,,,,,,,,,,,
143,PT01M37.00S,2025-12-20T01:07:36.1Z,1,REGULAR,3pt,Jump Shot,[],1630200,92.85479632063075,3.1862745098039214,1610612741,26,25,2025-12-20T01:07:42Z,1430000,False,-234.0,15.0,1,right,T. Jones 3PT  (6 PTS) (Z. Collins 1 AST),"[1630200, 1628380]",1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.46,Made,Jones,T. Jones,,,,,6.0,,,,,Z. Collins,1628380.0,1.0,,,,,,
145,PT01M14.00S,2025-12-20T01:07:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,6.521024967148489,50.0,1610612739,28,25,2025-12-20T01:08:05Z,1450000,False,0.0,9.0,1,left,L. Ball driving Layup (2 PTS) (T. Bryant 1 AST),"[1628366, 1628418]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,0.88,Made,Ball,L. Ball,,,,,2.0,,,,,T. Bryant,1628418.0,1.0,,,,,,
147,PT01M00.00S,2025-12-20T01:08:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,83.52496714848883,60.5392156862745,1610612741,28,27,2025-12-20T01:08:27Z,1470000,False,53.0,102.0,1,right,T. Jones 11' driving floating Jump Shot (8 PTS),[1630200],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.52,Made,Jones,T. Jones,,,,,8.0,,,,,,,,,,,,,
148,PT00M50.80S,2025-12-20T01:08:27.5Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612739,28,27,2025-12-20T01:08:34Z,1480000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Proctor 2 FT),"[1628380, 1642878]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,Collins,Z. Collins,,,,,,,,,1626300.0,,,,1.0,0.0,Proctor,1642878.0,,
150,PT00M50.80S,2025-12-20T01:08:52.6Z,1,REGULAR,freethrow,1 of 2,[],1642878,,,1610612739,29,27,2025-12-20T01:09:09Z,1500000,False,,,0,,T. Proctor Free Throw 1 of 2 (7 PTS),[1642878],1610612739.0,CLE,,,,,,,,,,Made,Proctor,T. Proctor,,,,,7.0,,,,,,,,,,,,,
151,PT00M50.80S,2025-12-20T01:08:52.6Z,1,REGULAR,freethrow,2 of 2,[],1642878,,,1610612739,29,27,2025-12-20T01:09:09Z,1510000,False,,,0,,MISS T. Proctor Free Throw 2 of 2,[1642878],1610612739.0,CLE,,,,,,,,,,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
152,PT00M49.00S,2025-12-20T01:08:54.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,29,27,2025-12-20T01:09:09Z,1520000,False,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612741.0,CHI,,,,,,,,,,,Giddey,J. Giddey,151.0,4.0,3.0,1.0,,,,,,,,,,,,,,
153,PT00M40.30S,2025-12-20T01:09:18.6Z,1,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612741,29,27,2025-12-20T01:09:26Z,1530000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Collins 2 FT),"[1628418, 1628380]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Bryant,T. Bryant,,,,,,,,,1626300.0,,,,1.0,0.0,Collins,1628380.0,,
155,PT00M40.30S,2025-12-20T01:09:44.5Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612741,29,28,2025-12-20T01:09:44Z,1550000,False,,,0,,Z. Collins Free Throw 1 of 2 (1 PTS),[1628380],1610612741.0,CHI,,,,,,,,,,Made,Collins,Z. Collins,,,,,1.0,,,,,,,,,,,,,
156,PT00M40.30S,2025-12-20T01:09:59.5Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612741,29,29,2025-12-20T01:09:59Z,1560000,False,,,0,,Z. Collins Free Throw 2 of 2 (2 PTS),[1628380],1610612741.0,CHI,,,,,,,,,,Made,Collins,Z. Collins,,,,,2.0,,,,,,,,,,,,,
157,PT00M25.90S,2025-12-20T01:10:16.8Z,1,REGULAR,3pt,Jump Shot,[],1628366,30.036547306176086,73.55238970588235,1610612739,32,29,2025-12-20T01:10:28Z,1570000,False,-118.0,230.0,1,left,L. Ball 25' 3PT  (5 PTS) (T. Bryant 2 AST),"[1628366, 1628418]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.82,Made,Ball,L. Ball,,,,,5.0,,,,,T. Bryant,1628418.0,2.0,,,,,,
159,PT00M07.40S,2025-12-20T01:10:40.8Z,1,REGULAR,3pt,Jump Shot,[],1628380,68.41327201051249,31.127450980392158,1610612741,32,32,2025-12-20T01:10:45Z,1590000,False,-94.0,244.0,1,right,Z. Collins 26' 3PT  (5 PTS) (J. Giddey 3 AST),"[1628380, 1630581]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,26.2,Made,Collins,Z. Collins,,,,,5.0,,,,,J. Giddey,1630581.0,3.0,,,,,,
161,PT00M00.00S,2025-12-20T01:10:52.1Z,1,REGULAR,3pt,Jump Shot,[],1642878,26.49474375821288,12.009803921568627,1610612739,32,32,2025-12-20T01:10:57Z,1610000,False,190.0,197.0,1,left,MISS T. Proctor 27' step back 3PT,[1642878],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Right Center,27.34,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2025-12-20T01:10:54.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,32,32,2025-12-20T01:10:54Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,,,161.0,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2025-12-20T01:10:55.3Z,1,REGULAR,period,end,[],0,,,1610612739,32,32,2025-12-20T01:10:55Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612739,32,32,2025-12-20T01:13:38Z,1640000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,out,['startperiod'],1630581,,,1610612739,32,32,2025-12-20T01:13:38Z,1650000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,out,['startperiod'],1628380,,,1610612739,32,32,2025-12-20T01:13:38Z,1660000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,out,['startperiod'],1628989,,,1610612739,32,32,2025-12-20T01:13:38Z,1670000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612739,32,32,2025-12-20T01:13:38Z,1680000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,in,['startperiod'],1642281,,,1610612739,32,32,2025-12-20T01:13:38Z,1690000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,in,['startperiod'],1641824,,,1610612739,32,32,2025-12-20T01:13:38Z,1700000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,,,,,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,in,['startperiod'],202696,,,1610612739,32,32,2025-12-20T01:13:38Z,1710000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,in,['startperiod'],1629632,,,1610612739,32,32,2025-12-20T01:13:38Z,1720000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
