actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
353,PT11M21.00S,2026-02-20T01:23:53.3Z,3,REGULAR,2pt,Jump Shot,[],1630596,6.521024967148489,66.66666666666666,1610612739,72,48,2026-02-20T01:23:58Z,3430000,False,-83.0,9.0,1,left,E. Mobley 8' driving floating bank Jump Shot (6 PTS),[1630596],1610612739.0,CLE,driving floating bank,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,Made,,6.0,8.38,,,,,,,,,,,
354,PT11M02.00S,2026-02-20T01:24:11.8Z,3,REGULAR,2pt,Jump Shot,[],1629008,80.1084099868594,26.715686274509803,1610612751,72,48,2026-02-20T01:24:16Z,3440000,False,-116.0,134.0,1,right,MISS M. Porter Jr. 17' turnaround fadeaway Shot,[1629008],1610612751.0,BKN,turnaround fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,17.79,,,,,,,,,,,
355,PT10M59.00S,2026-02-20T01:24:14.8Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,72,48,2026-02-20T01:24:16Z,3450000,False,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,354.0,,,,,7.0,5.0,2.0,,,,,,
356,PT10M49.00S,2026-02-20T01:24:24.0Z,3,REGULAR,2pt,Jump Shot,[],1628378,8.754927726675426,32.84313725490196,1610612739,74,48,2026-02-20T01:24:27Z,3460000,False,86.0,30.0,1,left,D. Mitchell 9' pullup Jump Shot (14 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,Made,,14.0,9.08,,,,,,,,,,,
357,PT10M35.00S,2026-02-20T01:24:42.1Z,3,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612751,74,48,2026-02-20T01:25:04Z,3470000,False,,,0,,J. Allen shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1628386, 1630549]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,202041.0,2.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
359,PT10M35.00S,2026-02-20T01:25:18.6Z,3,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,74,49,2026-02-20T01:25:18Z,3490000,False,,,0,,D. Sharpe Free Throw 1 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
360,PT10M35.00S,2026-02-20T01:25:37.6Z,3,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,74,50,2026-02-20T01:25:37Z,3500000,False,,,0,,D. Sharpe Free Throw 2 of 2 (4 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
361,PT10M12.00S,2026-02-20T01:26:02.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,7.440867279894875,48.529411764705884,1610612739,76,50,2026-02-20T01:26:06Z,3510000,False,7.0,17.0,1,left,E. Mobley driving Layup (8 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,1.89,,,,,,,,,,,
362,PT09M51.00S,2026-02-20T01:26:23.3Z,3,REGULAR,turnover,bad pass,[],1642849,,,1610612751,76,50,2026-02-20T01:26:27Z,3520000,False,,,0,,N. Traore bad pass TURNOVER (2 TO),"[1642849, 201935]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Harden,201935.0
363,PT09M51.00S,2026-02-20T01:26:23.3Z,3,REGULAR,steal,,[],201935,,,1610612739,76,50,2026-02-20T01:26:25Z,3530000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
364,PT09M45.00S,2026-02-20T01:26:29.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629731,19.136005256241788,3.431372549019608,1610612739,79,50,2026-02-20T01:26:36Z,3540000,False,233.0,127.0,1,left,D. Wade 26' 3PT running (11 PTS) (D. Mitchell 5 AST),"[1629731, 1628378]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,11.0,26.54,,,,,,D. Mitchell,1628378.0,5.0,,,
366,PT09M45.00S,2026-02-20T01:26:36.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,79,50,2026-02-20T01:26:36Z,3560000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT09M43.00S,2026-02-20T01:29:44.3Z,3,REGULAR,turnover,bad pass,[],1642856,,,1610612751,79,50,2026-02-20T01:29:51Z,3570000,False,,,0,,E. Dëmin bad pass TURNOVER (1 TO),"[1642856, 201935]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Harden,201935.0
368,PT09M43.00S,2026-02-20T01:29:44.3Z,3,REGULAR,steal,,[],201935,,,1610612739,79,50,2026-02-20T01:29:46Z,3580000,False,,,0,,J. Harden STEAL (3 STL),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
369,PT09M40.00S,2026-02-20T01:29:47.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628378,8.360709592641262,52.20588235294118,1610612739,79,50,2026-02-20T01:29:54Z,3590000,False,-11.0,26.0,1,left,MISS D. Mitchell cutting DUNK,[1628378],1610612739.0,CLE,cutting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.83,,,,,,,,,,,
370,PT09M38.00S,2026-02-20T01:29:49.5Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,79,50,2026-02-20T01:29:49Z,3600000,False,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,369.0,,,,,5.0,4.0,1.0,,,,,,
371,PT09M24.00S,2026-02-20T01:30:03.3Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630596,6.783837056504599,15.441176470588236,1610612739,79,50,2026-02-20T01:30:40Z,3610000,False,173.0,11.0,1,left,MISS E. Mobley 17' fadeaway Shot,[1630596],1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,17.32,,,,,,,,,,,
372,PT09M21.00S,2026-02-20T01:30:05.3Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,79,50,2026-02-20T01:30:05Z,3620000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right,,,,,,,371.0,,,,,4.0,1.0,3.0,,,,,,
373,PT09M04.00S,2026-02-20T01:30:23.2Z,3,REGULAR,3pt,Jump Shot,[],1642849,93.51182654402102,3.6764705882352944,1610612751,79,50,2026-02-20T01:30:28Z,3630000,False,-232.0,8.0,1,right,MISS N. Traore 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.18,,,,,,,,,,,
374,PT09M01.00S,2026-02-20T01:30:26.2Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,79,50,2026-02-20T01:30:56Z,3640000,False,,,0,,J. Allen REBOUND (Off:2 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,,,373.0,,,,,8.0,6.0,2.0,,,,,,
375,PT08M56.00S,2026-02-20T01:30:34.0Z,3,REGULAR,foul,personal,[],1642856,,,1610612739,79,50,2026-02-20T01:30:40Z,3650000,False,,,0,,E. Dëmin personal FOUL (4 PF),"[1642856, 1628386]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,200833.0,4.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
377,PT08M40.00S,2026-02-20T01:31:12.5Z,3,REGULAR,3pt,Jump Shot,[],201935,33.16770696452036,45.615042892156865,1610612739,82,50,2026-02-20T01:31:23Z,3670000,False,22.0,259.0,1,left,J. Harden 26' 3PT step back (16 PTS),[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,Made,,16.0,26.02,,,,,,,,,,,
378,PT08M24.00S,2026-02-20T01:31:27.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,77.08607095926413,91.66666666666666,1610612751,82,50,2026-02-20T01:31:32Z,3680000,False,208.0,163.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.44,,,,,,,,,,,
379,PT08M22.00S,2026-02-20T01:31:29.5Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,82,50,2026-02-20T01:31:32Z,3690000,False,,,0,,E. Mobley REBOUND (Off:1 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,378.0,,,,,6.0,5.0,1.0,,,,,,
380,PT08M14.00S,2026-02-20T01:31:38.0Z,3,REGULAR,3pt,Jump Shot,[],201935,28.203022339027594,79.41176470588235,1610612739,82,50,2026-02-20T01:31:41Z,3700000,False,-147.0,213.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.85,,,,,,,,,,,
381,PT08M14.00S,2026-02-20T01:31:38.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,82,50,2026-02-20T01:31:41Z,3710000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,380.0,,,,,,,,,,,,,
383,PT07M59.00S,2026-02-20T01:32:12.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,69.72733245729303,73.0392156862745,1610612751,82,50,2026-02-20T01:32:17Z,3730000,False,115.0,232.0,1,right,MISS M. Porter Jr. 25' step back 3PT,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.91,,,,,,,,,,,
384,PT07M56.00S,2026-02-20T01:32:15.5Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,82,50,2026-02-20T01:32:17Z,3740000,False,,,0,,E. Mobley REBOUND (Off:1 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,383.0,,,,,7.0,6.0,1.0,,,,,,
385,PT07M47.00S,2026-02-20T01:32:23.9Z,3,REGULAR,3pt,Jump Shot,[],1628386,7.966491458607096,3.431372549019608,1610612739,82,50,2026-02-20T01:32:28Z,3750000,False,233.0,22.0,1,left,MISS J. Allen 3PT,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.39,,,,,,,,,,,
386,PT07M44.00S,2026-02-20T01:32:26.9Z,3,REGULAR,rebound,defensive,[],1641730,,,1610612751,82,50,2026-02-20T01:32:28Z,3760000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,,,,,,,385.0,,,,,1.0,1.0,0.0,,,,,,
387,PT07M35.00S,2026-02-20T01:32:35.7Z,3,REGULAR,3pt,Jump Shot,[],1641730,67.09921156373193,37.745098039215684,1610612751,82,50,2026-02-20T01:36:06Z,3770000,False,-61.0,257.0,1,right,MISS N. Clowney 26' pullup 3PT,[1641730],1610612751.0,BKN,pullup,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.4,,,,,,,,,,,
388,PT07M31.00S,2026-02-20T01:32:39.7Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,82,50,2026-02-20T01:32:40Z,3780000,False,,,0,,J. Allen REBOUND (Off:2 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,387.0,,,,,9.0,7.0,2.0,,,,,,
389,PT07M25.00S,2026-02-20T01:32:45.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,16.245072273324574,5.392156862745098,1610612739,85,50,2026-02-20T01:32:51Z,3790000,False,223.0,100.0,1,left,D. Mitchell 24' 3PT running (17 PTS) (J. Harden 7 AST),"[1628378, 201935]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,17.0,24.45,,,,,,J. Harden,201935.0,7.0,,,
391,PT07M24.00S,2026-02-20T01:32:55.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,85,50,2026-02-20T01:32:55Z,3810000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,out,[],1629731,,,1610612751,85,50,2026-02-20T01:35:32Z,3820000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,out,[],1628378,,,1610612751,85,50,2026-02-20T01:35:32Z,3830000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,out,[],1630596,,,1610612751,85,50,2026-02-20T01:35:32Z,3840000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,out,[],1629008,,,1610612751,85,50,2026-02-20T01:35:32Z,3850000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,out,[],1641730,,,1610612751,85,50,2026-02-20T01:35:32Z,3860000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,in,[],1642281,,,1610612751,85,50,2026-02-20T01:35:32Z,3870000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,in,[],1630241,,,1610612751,85,50,2026-02-20T01:35:32Z,3880000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,in,[],203471,,,1610612751,85,50,2026-02-20T01:35:32Z,3890000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,in,[],1642874,,,1610612751,85,50,2026-02-20T01:35:32Z,3900000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M24.00S,2026-02-20T01:33:03.1Z,3,REGULAR,substitution,in,[],1629611,,,1610612751,85,50,2026-02-20T01:35:32Z,3910000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M17.00S,2026-02-20T01:36:01.2Z,3,REGULAR,foul,personal,['2freethrow'],1642281,,,1610612751,85,50,2026-02-20T01:36:22Z,3920000,False,,,0,,J. Tyson shooting personal FOUL (1 PF) (Traore 2 FT),"[1642281, 1642849]",1610612739.0,CLE,shooting,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,200833.0,1.0,0.0,Traore,1642849.0,,,,,,,,,,,,,,,
404,PT07M17.00S,2026-02-20T01:36:25.3Z,3,REGULAR,freethrow,1 of 2,[],1642849,,,1610612751,85,50,2026-02-20T01:36:25Z,3940000,False,,,0,,MISS N. Traore Free Throw 1 of 2,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
405,PT07M17.00S,2026-02-20T01:36:25.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,85,50,2026-02-20T01:36:25Z,3950000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,404.0,,,,,,,,,,,,,
406,PT07M17.00S,2026-02-20T01:36:40.2Z,3,REGULAR,freethrow,2 of 2,[],1642849,,,1610612751,85,51,2026-02-20T01:36:40Z,3960000,False,,,0,,N. Traore Free Throw 2 of 2 (8 PTS),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
407,PT06M58.00S,2026-02-20T01:37:01.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642281,6.521024967148489,50.98039215686274,1610612739,87,51,2026-02-20T01:37:37Z,3970000,False,-5.0,9.0,1,left,J. Tyson cutting Layup (7 PTS) (J. Harden 8 AST),"[1642281, 201935]",1610612739.0,CLE,cutting,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,1.01,,,,,,J. Harden,201935.0,8.0,,,
409,PT06M43.00S,2026-02-20T01:37:15.9Z,3,REGULAR,3pt,Jump Shot,[],1642874,93.24901445466492,96.81372549019608,1610612751,87,54,2026-02-20T01:37:20Z,3990000,False,234.0,11.0,1,right,D. Wolf 3PT  (5 PTS) (N. Traore 3 AST),"[1642874, 1642849]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Right Corner 3,24+ Right,,,,,,Made,,5.0,23.44,,,,,,N. Traore,1642849.0,3.0,,,
411,PT06M26.00S,2026-02-20T01:37:33.6Z,3,REGULAR,3pt,Jump Shot,[],1642281,32.53942181340342,52.20588235294118,1610612739,87,54,2026-02-20T01:37:37Z,4010000,False,-11.0,253.0,1,left,MISS J. Tyson 25' 3PT,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.36,,,,,,,,,,,
412,PT06M23.00S,2026-02-20T01:37:36.6Z,3,REGULAR,rebound,defensive,[],1642856,,,1610612751,87,54,2026-02-20T01:37:37Z,4020000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:2),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,,,,,,,411.0,,,,,2.0,2.0,0.0,,,,,,
413,PT06M05.00S,2026-02-20T01:37:55.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,94.03745072273325,38.23529411764706,1610612751,87,54,2026-02-20T01:38:30Z,4030000,False,-59.0,4.0,1,right,MISS D. Sharpe driving finger roll Layup - blocked,"[1630549, 1628386]",1610612751.0,BKN,driving finger roll,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.89,Allen,1628386.0,,,,,,,,,
414,PT06M05.00S,2026-02-20T01:37:55.7Z,3,REGULAR,block,,[],1628386,,,1610612751,87,54,2026-02-20T01:37:59Z,4040000,False,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
415,PT06M05.00S,2026-02-20T01:37:55.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,87,54,2026-02-20T01:38:04Z,4050000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,413.0,,,,,,,,,,,,,
417,PT06M05.00S,2026-02-20T01:38:04.9Z,3,REGULAR,substitution,out,[],1642856,,,1610612751,87,54,2026-02-20T01:38:15Z,4070000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M05.00S,2026-02-20T01:38:04.9Z,3,REGULAR,substitution,out,[],1642849,,,1610612751,87,54,2026-02-20T01:38:15Z,4080000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M05.00S,2026-02-20T01:38:04.9Z,3,REGULAR,substitution,in,[],1630534,,,1610612751,87,54,2026-02-20T01:38:15Z,4090000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M05.00S,2026-02-20T01:38:04.9Z,3,REGULAR,substitution,in,[],1630533,,,1610612751,87,54,2026-02-20T01:38:15Z,4100000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M01.00S,2026-02-20T01:38:28.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642874,63.55124835742444,76.9607843137255,1610612751,87,54,2026-02-20T01:38:32Z,4110000,False,135.0,290.0,1,right,MISS D. Wolf 31' 3PT,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,31.99,,,,,,,,,,,
422,PT05M58.00S,2026-02-20T01:38:31.8Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,87,54,2026-02-20T01:38:31Z,4120000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,421.0,,,,,5.0,1.0,4.0,,,,,,
423,PT05M47.00S,2026-02-20T01:38:43.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,74.06373193166885,86.51960784313727,1610612751,87,54,2026-02-20T01:39:27Z,4130000,False,183.0,191.0,1,right,MISS T. Mann 26' pullup 3PT,[1629611],1610612751.0,BKN,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.45,,,,,,,,,,,
424,PT05M44.00S,2026-02-20T01:38:46.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612739,87,54,2026-02-20T01:38:46Z,4140000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,423.0,,,,,5.0,5.0,0.0,,,,,,
425,PT05M25.00S,2026-02-20T01:39:04.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642281,7.178055190538765,63.23529411764706,1610612739,89,54,2026-02-20T01:39:09Z,4150000,False,-66.0,15.0,1,left,J. Tyson 6' driving floating bank Jump Shot (9 PTS) (S. Merrill 3 AST),"[1642281, 1630241]",1610612739.0,CLE,driving floating bank,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,9.0,6.79,,,,,,S. Merrill,1630241.0,3.0,,,
427,PT05M01.00S,2026-02-20T01:39:29.3Z,3,REGULAR,2pt,Jump Shot,[],1642874,91.14651773981603,90.19607843137256,1610612751,89,54,2026-02-20T01:40:30Z,4170000,False,201.0,31.0,1,right,MISS D. Wolf 20' pullup Shot,[1642874],1610612751.0,BKN,pullup,,,Wolf,D. Wolf,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,20.33,,,,,,,,,,,
428,PT04M59.00S,2026-02-20T01:39:31.3Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,89,54,2026-02-20T01:39:41Z,4180000,False,,,0,,J. Allen REBOUND (Off:2 Def:8),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right,,,,,,,427.0,,,,,10.0,8.0,2.0,,,,,,
429,PT04M49.00S,2026-02-20T01:39:44.0Z,3,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612739,89,54,2026-02-20T01:39:50Z,4190000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Tyson 2 FT),"[1629611, 1642281]",1610612751.0,BKN,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,200833.0,1.0,0.0,Tyson,1642281.0,,,,,,,,,,,,,,,
431,PT04M49.00S,2026-02-20T01:40:11.8Z,3,REGULAR,freethrow,1 of 2,[],1642281,,,1610612739,90,54,2026-02-20T01:40:11Z,4210000,False,,,0,,J. Tyson Free Throw 1 of 2 (10 PTS),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,
432,PT04M49.00S,2026-02-20T01:40:12.4Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,90,54,2026-02-20T01:40:21Z,4220000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M49.00S,2026-02-20T01:40:12.4Z,3,REGULAR,substitution,out,[],1630549,,,1610612739,90,54,2026-02-20T01:40:21Z,4230000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M49.00S,2026-02-20T01:40:12.4Z,3,REGULAR,substitution,in,[],1630596,,,1610612739,90,54,2026-02-20T01:40:21Z,4240000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M49.00S,2026-02-20T01:40:12.4Z,3,REGULAR,substitution,in,[],1642962,,,1610612739,90,54,2026-02-20T01:40:21Z,4250000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
