actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
87,PT06M14.00S,2026-02-20T00:25:15.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,18,12,2026-02-20T00:26:28Z,850000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,86.0,,,,,1.0,1.0,0.0,,,,,,
88,PT06M07.00S,2026-02-20T00:25:20.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,22.026938239159,89.70588235294117,1610612751,18,12,2026-02-20T00:25:27Z,860000,False,-199.0,155.0,1,left,MISS M. Porter Jr. 25' step back 3PT,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.16,,,,,,,,,,,
89,PT06M02.00S,2026-02-20T00:25:25.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,18,12,2026-02-20T00:25:27Z,870000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,88.0,,,,,1.0,1.0,0.0,,,,,,
90,PT05M48.00S,2026-02-20T00:25:39.1Z,1,REGULAR,3pt,Jump Shot,[],1642281,92.85479632063075,96.81372549019608,1610612739,21,12,2026-02-20T00:25:43Z,880000,False,234.0,15.0,1,right,J. Tyson 3PT  (3 PTS) (J. Harden 4 AST),"[1642281, 201935]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,23.46,,,,,,J. Harden,201935.0,4.0,,,
92,PT05M26.00S,2026-02-20T00:26:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,8.886333771353483,50.245098039215684,1610612751,21,12,2026-02-20T00:26:10Z,900000,False,-1.0,31.0,1,left,MISS M. Porter Jr. Layup - blocked,"[1629008, 1642281]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.1,Tyson,1642281.0,,,,,,,,,
93,PT05M26.00S,2026-02-20T00:26:03.4Z,1,REGULAR,block,,[],1642281,,,1610612751,21,12,2026-02-20T00:26:06Z,910000,False,,,0,,J. Tyson BLOCK (1 BLK),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT05M26.00S,2026-02-20T00:26:03.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,21,12,2026-02-20T00:26:10Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,92.0,,,,,,,,,,,,,
96,PT05M26.00S,2026-02-20T00:26:12.4Z,1,REGULAR,substitution,out,[],1630549,,,1610612751,21,12,2026-02-20T00:26:20Z,940000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M26.00S,2026-02-20T00:26:12.4Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,21,12,2026-02-20T00:26:20Z,950000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M26.00S,2026-02-20T00:26:12.4Z,1,REGULAR,substitution,in,[],1642874,,,1610612751,21,12,2026-02-20T00:26:20Z,960000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M26.00S,2026-02-20T00:26:12.4Z,1,REGULAR,substitution,in,[],1630533,,,1610612751,21,12,2026-02-20T00:26:20Z,970000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M19.00S,2026-02-20T00:26:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642874,7.30946123521682,52.94117647058824,1610612751,21,12,2026-02-20T00:26:46Z,980000,False,-15.0,16.0,1,left,MISS D. Wolf driving Layup,[1642874],1610612751.0,BKN,driving,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.19,,,,,,,,,,,
102,PT05M17.00S,2026-02-20T00:26:43.0Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,21,12,2026-02-20T00:26:46Z,990000,False,,,0,,J. Tyson REBOUND (Off:0 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,,,,101.0,,,,,1.0,1.0,0.0,,,,,,
103,PT05M10.00S,2026-02-20T00:26:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.38042049934296,51.470588235294116,1610612739,23,12,2026-02-20T00:26:54Z,1000000,False,7.0,10.0,1,right,J. Harden driving Layup (2 PTS),[201935],1610612739.0,CLE,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.22,,,,,,,,,,,
104,PT04M50.00S,2026-02-20T00:27:11.3Z,1,REGULAR,2pt,Jump Shot,[],1629008,22.552562417871222,43.13725490196079,1610612751,23,14,2026-02-20T00:27:14Z,1010000,False,34.0,159.0,1,left,M. Porter Jr. 16' pullup Jump Shot (6 PTS) (D. Wolf 1 AST),"[1629008, 1642874]",1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,Made,,6.0,16.31,,,,,,D. Wolf,1642874.0,1.0,,,
106,PT04M33.00S,2026-02-20T00:27:41.5Z,1,REGULAR,foul,personal,[],1629008,,,1610612739,23,14,2026-02-20T00:27:47Z,1030000,False,,,0,,M. Porter Jr. personal FOUL (2 PF),"[1629008, 1628386]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,202041.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
108,PT04M33.00S,2026-02-20T00:27:47.6Z,1,REGULAR,substitution,out,[],1629008,,,1610612739,23,14,2026-02-20T00:27:52Z,1050000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M33.00S,2026-02-20T00:27:47.6Z,1,REGULAR,substitution,in,[],1630534,,,1610612739,23,14,2026-02-20T00:27:52Z,1060000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M29.00S,2026-02-20T00:28:07.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642962,,,1610612739,23,14,2026-02-20T00:28:13Z,1070000,False,,,0,,D. Powell personal FOUL (1 PF) (Allen 2 FT),"[1642962, 1628386]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Right,1630886.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
112,PT04M29.00S,2026-02-20T00:28:30.0Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,24,14,2026-02-20T00:28:30Z,1090000,False,,,0,,J. Allen Free Throw 1 of 2 (7 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
113,PT04M29.00S,2026-02-20T00:28:32.4Z,1,REGULAR,substitution,out,[],201935,,,1610612739,24,14,2026-02-20T00:28:37Z,1100000,False,,,0,,SUB out: J. Harden,[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M29.00S,2026-02-20T00:28:32.4Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,24,14,2026-02-20T00:28:37Z,1110000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M29.00S,2026-02-20T00:28:52.8Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,25,14,2026-02-20T00:28:52Z,1120000,False,,,0,,J. Allen Free Throw 2 of 2 (8 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
116,PT04M17.00S,2026-02-20T00:29:10.3Z,1,REGULAR,turnover,out-of-bounds,[],1642874,,,1610612751,25,14,2026-02-20T00:29:21Z,1130000,False,,,0,,D. Wolf lost ball out-of-bounds TURNOVER (1 TO),[1642874],1610612751.0,BKN,lost ball,,,Wolf,D. Wolf,,,,,Mid-Range,16-24 Right Center,200833.0,,,,,,,,,,,,,,,,,1.0,,
117,PT04M03.00S,2026-02-20T00:29:30.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628378,84.05059132720105,60.29411764705882,1610612739,27,14,2026-02-20T00:32:20Z,1140000,False,51.0,97.0,1,right,D. Mitchell 11' driving floating Jump Shot (6 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,6.0,11.02,,,,,,,,,,,
118,PT03M50.00S,2026-02-20T00:29:42.0Z,1,REGULAR,3pt,Jump Shot,[],1630534,7.835085413929041,3.431372549019608,1610612751,27,14,2026-02-20T00:29:46Z,1150000,False,233.0,21.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.38,,,,,,,,,,,
119,PT03M48.00S,2026-02-20T00:29:44.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,27,14,2026-02-20T00:29:46Z,1160000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,118.0,,,,,1.0,1.0,0.0,,,,,,
120,PT03M38.00S,2026-02-20T00:29:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.9060446780552,46.81372549019608,1610612739,27,14,2026-02-20T00:33:10Z,1170000,False,-16.0,5.0,1,right,MISS J. Allen alley-oop Layup,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.66,,,,,,,,,,,
121,PT03M36.00S,2026-02-20T00:29:56.6Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612751,27,14,2026-02-20T00:29:58Z,1180000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,120.0,,,,,1.0,1.0,0.0,,,,,,
122,PT03M31.00S,2026-02-20T00:30:02.2Z,1,REGULAR,3pt,Jump Shot,[],1642962,4.155716162943495,97.05882352941177,1610612751,27,14,2026-02-20T00:30:09Z,1190000,False,-235.0,-13.0,1,left,MISS D. Powell 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.57,,,,,,,,,,,
123,PT03M29.00S,2026-02-20T00:30:04.2Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,27,14,2026-02-20T00:30:09Z,1200000,False,,,0,,S. Merrill REBOUND (Off:1 Def:2),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,,,,,,,122.0,,,,,3.0,2.0,1.0,,,,,,
124,PT03M20.00S,2026-02-20T00:30:12.6Z,1,REGULAR,3pt,Jump Shot,[],1630241,65.65374507227332,51.71568627450981,1610612739,27,14,2026-02-20T00:30:16Z,1210000,False,9.0,270.0,1,right,MISS S. Merrill 27' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.05,,,,,,,,,,,
125,PT03M17.00S,2026-02-20T00:30:15.6Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,27,14,2026-02-20T00:30:16Z,1220000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Center,,,,,,,124.0,,,,,1.0,1.0,0.0,,,,,,
126,PT03M13.00S,2026-02-20T00:30:19.0Z,1,REGULAR,turnover,lost ball,[],1642874,,,1610612751,27,14,2026-02-20T00:30:24Z,1230000,False,,,0,,D. Wolf lost ball TURNOVER (2 TO),"[1642874, 1628386]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Allen,1628386.0
127,PT03M13.00S,2026-02-20T00:30:19.0Z,1,REGULAR,steal,,[],1628386,,,1610612739,27,14,2026-02-20T00:30:21Z,1240000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
128,PT03M10.00S,2026-02-20T00:30:22.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,94.69448094612353,50.98039215686274,1610612739,29,14,2026-02-20T00:30:33Z,1250000,False,5.0,-3.0,1,right,J. Allen running DUNK (10 PTS) (S. Merrill 1 AST),"[1628386, 1630241]",1610612739.0,CLE,running,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,0.55,,,,,,S. Merrill,1630241.0,1.0,,,
130,PT03M01.00S,2026-02-20T00:30:31.3Z,1,REGULAR,3pt,Jump Shot,[],1642874,34.510512483574246,59.068627450980394,1610612751,29,14,2026-02-20T00:30:37Z,1270000,False,-45.0,272.0,1,left,MISS D. Wolf 27' 3PT,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.56,,,,,,,,,,,
131,PT03M01.00S,2026-02-20T00:30:31.3Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,29,14,2026-02-20T00:30:37Z,1280000,False,,,0,,J. Tyson REBOUND (Off:0 Def:2),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,,,,,130.0,,,,,2.0,2.0,0.0,,,,,,
132,PT02M47.00S,2026-02-20T00:30:45.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,75.64060446780552,12.990196078431374,1610612739,29,14,2026-02-20T00:30:55Z,1290000,False,-185.0,176.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.57,,,,,,,,,,,
133,PT02M46.00S,2026-02-20T00:30:46.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,29,14,2026-02-20T00:30:55Z,1300000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,132.0,,,,,,,,,,,,,
134,PT02M46.00S,2026-02-20T00:30:52.5Z,1,REGULAR,foul,personal,[],1628386,,,1610612751,29,14,2026-02-20T00:31:01Z,1310000,False,,,0,,J. Allen loose ball personal FOUL (1 PF),"[1628386, 1642874]",1610612739.0,CLE,loose ball,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,200833.0,1.0,0.0,Wolf,1642874.0,,,,,,,,,,,,,,,
136,PT02M46.00S,2026-02-20T00:31:06.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,29,14,2026-02-20T00:31:06Z,1330000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M46.00S,2026-02-20T00:31:08.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612751,29,14,2026-02-20T00:33:46Z,1340000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M46.00S,2026-02-20T00:31:08.0Z,1,REGULAR,substitution,in,[],1629731,,,1610612751,29,14,2026-02-20T00:33:46Z,1350000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M19.00S,2026-02-20T00:34:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,8.754927726675426,51.225490196078425,1610612751,29,16,2026-02-20T00:39:19Z,1360000,False,-6.0,30.0,1,left,T. Mann driving Layup (2 PTS) (D. Wolf 2 AST),"[1629611, 1642874]",1610612751.0,BKN,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,3.04,,,,,,D. Wolf,1642874.0,2.0,,,
141,PT01M56.00S,2026-02-20T00:34:58.3Z,1,REGULAR,2pt,Jump Shot,[],203471,92.9862023653088,75.73529411764706,1610612739,31,16,2026-02-20T00:35:02Z,1380000,False,129.0,13.0,1,right,D. Schröder 12' pullup Jump Shot (2 PTS),[203471],1610612739.0,CLE,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,,,,,,Made,,2.0,12.94,,,,,,,,,,,
142,PT01M36.00S,2026-02-20T00:35:18.4Z,1,REGULAR,3pt,Jump Shot,[],1642962,23.73521681997372,88.72549019607843,1610612751,31,16,2026-02-20T00:35:23Z,1390000,False,-194.0,171.0,1,left,MISS D. Powell 25' 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.8,,,,,,,,,,,
143,PT01M32.00S,2026-02-20T00:35:22.4Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612751,31,16,2026-02-20T00:35:23Z,1400000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,142.0,,,,,2.0,1.0,1.0,,,,,,
144,PT01M27.00S,2026-02-20T00:35:28.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,27.020367936925098,78.92156862745098,1610612751,31,16,2026-02-20T00:35:32Z,1410000,False,-145.0,201.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.8,,,,,,,,,,,
145,PT01M23.00S,2026-02-20T00:35:32.4Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,31,16,2026-02-20T00:35:32Z,1420000,False,,,0,,J. Tyson REBOUND (Off:0 Def:3),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Left Center,,,,,,,144.0,,,,,3.0,3.0,0.0,,,,,,
146,PT01M00.00S,2026-02-20T00:35:54.4Z,1,REGULAR,3pt,Jump Shot,[],1630241,65.64758541392905,26.738664215686274,1610612739,34,16,2026-02-20T00:36:04Z,1430000,False,-116.0,270.0,1,right,S. Merrill 29' 3PT  (3 PTS) (D. Schröder 1 AST),"[1630241, 203471]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,29.43,,,,,,D. Schröder,203471.0,1.0,,,
148,PT00M44.70S,2026-02-20T00:36:12.5Z,1,REGULAR,2pt,Jump Shot,[],1642962,8.09789750328515,32.35294117647059,1610612751,34,16,2026-02-20T00:36:16Z,1450000,False,88.0,24.0,1,left,MISS D. Powell 9' driving floating bank Shot,[1642962],1610612751.0,BKN,driving floating bank,,,Powell,D. Powell,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,9.13,,,,,,,,,,,
149,PT00M43.30S,2026-02-20T00:36:13.9Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,34,16,2026-02-20T00:36:16Z,1460000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,148.0,,,,,3.0,3.0,0.0,,,,,,
150,PT00M32.80S,2026-02-20T00:36:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.46057818659659,45.09803921568628,1610612739,34,16,2026-02-20T00:36:29Z,1470000,False,-25.0,18.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.06,,,,,,,,,,,
151,PT00M30.60S,2026-02-20T00:36:27.3Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,34,16,2026-02-20T00:36:29Z,1480000,False,,,0,,D. Wolf REBOUND (Off:0 Def:2),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,,150.0,,,,,2.0,2.0,0.0,,,,,,
152,PT00M26.00S,2026-02-20T00:36:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630533,25.57490144546649,12.745098039215685,1610612751,34,16,2026-02-20T00:36:35Z,1490000,False,186.0,188.0,1,left,MISS Z. Williams 26' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.46,,,,,,,,,,,
153,PT00M23.20S,2026-02-20T00:36:34.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,34,16,2026-02-20T00:36:35Z,1500000,False,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,152.0,,,,,3.0,3.0,0.0,,,,,,
154,PT00M05.10S,2026-02-20T00:36:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.03745072273325,50.73529411764706,1610612739,34,16,2026-02-20T00:44:46Z,1510000,False,4.0,4.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1628378, 1642874]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.51,Wolf,1642874.0,,,,,,,,,
155,PT00M05.10S,2026-02-20T00:36:55.8Z,1,REGULAR,block,,[],1642874,,,1610612739,34,16,2026-02-20T00:37:02Z,1520000,False,,,0,,D. Wolf BLOCK (1 BLK),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT00M03.90S,2026-02-20T00:36:57.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,34,16,2026-02-20T00:45:23Z,1530000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,154.0,,,,,,,,,,,,,
157,PT00M03.90S,2026-02-20T00:37:26.4Z,1,REGULAR,jumpball,recovered,[],1642962,,,1610612751,34,16,2026-02-20T00:45:23Z,1540000,False,,,0,,Jump Ball D. Wolf vs. D. Mitchell: Tip to D. Powell,"[1642962, 1642874, 1628378]",1610612751.0,BKN,heldball,D. Powell,1642962.0,Powell,D. Powell,Wolf,1642874.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2026-02-20T00:37:29.4Z,1,REGULAR,period,end,[],0,,,1610612751,34,16,2026-02-20T00:37:29Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-02-20T00:39:45.0Z,2,REGULAR,substitution,out,['startperiod'],1630241,,,1610612751,34,16,2026-02-20T00:40:10Z,1600000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-02-20T00:39:45.0Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612751,34,16,2026-02-20T00:40:10Z,1610000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-02-20T00:39:45.0Z,2,REGULAR,substitution,out,['startperiod'],1642962,,,1610612751,34,16,2026-02-20T00:40:10Z,1620000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-02-20T00:39:45.0Z,2,REGULAR,substitution,in,['startperiod'],1631165,,,1610612751,34,16,2026-02-20T00:40:10Z,1630000,False,,,0,,SUB in: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-02-20T00:39:45.0Z,2,REGULAR,substitution,in,['startperiod'],1630596,,,1610612751,34,16,2026-02-20T00:40:10Z,1640000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-02-20T00:39:45.0Z,2,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,34,16,2026-02-20T00:40:10Z,1650000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-02-20T00:40:18.2Z,2,REGULAR,period,start,[],0,,,1610612751,34,16,2026-02-20T00:40:18Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M38.00S,2026-02-20T00:40:39.2Z,2,REGULAR,turnover,lost ball,[],1629611,,,1610612751,34,16,2026-02-20T00:40:43Z,1670000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 203471]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Schröder,203471.0
171,PT11M38.00S,2026-02-20T00:40:39.2Z,2,REGULAR,steal,,[],203471,,,1610612739,34,16,2026-02-20T00:40:40Z,1680000,False,,,0,,D. Schröder STEAL (1 STL),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
