actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
88,PT04M22.00S,2022-02-04T03:23:03.8Z,1,REGULAR,substitution,in,[],2546,,,1610612746,15,15,2022-02-04T03:23:15Z,880000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M22.00S,2022-02-04T03:23:03.8Z,1,REGULAR,substitution,in,[],1630559,,,1610612746,15,15,2022-02-04T03:23:15Z,890000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M16.00S,2022-02-04T03:23:20.9Z,1,REGULAR,3pt,Jump Shot,[],202694,32.24375821287779,29.90196078431373,1610612746,15,15,2022-02-04T03:23:28Z,900000,100.0,251.0,1,left,MISS M. Morris Sr. 27' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M13.00S,2022-02-04T03:23:23.9Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,15,15,2022-02-04T03:23:28Z,910000,,,0,,M. Monk REBOUND (Off:0 Def:3),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,90.0,3.0,3.0,0.0,,,,,,,,,,,,,,
92,PT03M53.00S,2022-02-04T03:23:43.3Z,1,REGULAR,2pt,Jump Shot,[],203076,94.53022339027595,81.61764705882354,1610612747,15,15,2022-02-04T03:24:44Z,920000,158.0,-1.0,1,right,MISS A. Davis 15' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,15.81,Missed,,,,,,,,,,,,,,,,,,,
93,PT03M50.00S,2022-02-04T03:23:46.3Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,15,15,2022-02-04T03:23:48Z,930000,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,92.0,5.0,3.0,2.0,,,,,,,,,,,,,,
94,PT03M50.00S,2022-02-04T03:23:50.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,15,15,2022-02-04T03:23:50Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M50.00S,2022-02-04T03:23:56.4Z,1,REGULAR,substitution,out,[],201586,,,1610612747,15,15,2022-02-04T03:24:00Z,950000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M50.00S,2022-02-04T03:23:56.4Z,1,REGULAR,substitution,in,[],1628392,,,1610612747,15,15,2022-02-04T03:24:00Z,960000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M39.00S,2022-02-04T03:24:20.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629659,95.84428383705651,28.67647058823529,1610612747,15,17,2022-02-04T03:24:24Z,970000,-107.0,-13.0,1,right,T. Horton-Tucker 10' fadeaway Jump Shot (4 PTS),[1629659],1610612747.0,LAL,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,10.74,Made,4.0,,,,,,,,,,,,,,,,,,
99,PT03M27.00S,2022-02-04T03:24:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202339,9.773324572930349,45.34313725490197,1610612746,17,17,2022-02-04T03:24:35Z,990000,23.0,39.0,1,left,E. Bledsoe driving Layup (2 PTS),[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,4.58,Made,2.0,,,,,,,,,,,,,,,,,,
100,PT03M11.00S,2022-02-04T03:24:47.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.2161629434954,46.568627450980394,1610612747,17,19,2022-02-04T03:24:51Z,1000000,-17.0,11.0,1,right,A. Davis alley-oop DUNK (8 PTS) (M. Monk 3 AST),"[203076, 1628370]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,2.06,Made,8.0,,,,,M. Monk,1628370.0,3.0,,,,,,,,,,,
102,PT02M53.00S,2022-02-04T03:25:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,7.802233902759525,50.245098039215684,1610612746,19,19,2022-02-04T03:25:09Z,1020000,-1.0,21.0,1,left,I. Hartenstein cutting Layup (2 PTS) (E. Bledsoe 1 AST),"[1628392, 202339]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,2.08,Made,2.0,,,,,E. Bledsoe,202339.0,1.0,,,,,,,,,,,
104,PT02M45.00S,2022-02-04T03:25:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,94.79303547963207,42.15686274509803,1610612747,19,19,2022-02-04T03:26:19Z,1040000,-39.0,-4.0,1,right,MISS M. Monk driving Layup,[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,3.94,Missed,,,,,,,,,,,,,,,,,,,
105,PT02M43.00S,2022-02-04T03:25:18.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,19,19,2022-02-04T03:26:19Z,1050000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,
106,PT02M43.00S,2022-02-04T03:25:20.9Z,1,REGULAR,foul,personal,[],203076,,,1610612746,19,19,2022-02-04T03:25:27Z,1060000,,,0,,A. Davis loose ball personal FOUL (2 PF),"[203076, 202694]",1610612747.0,LAL,loose ball,,,Davis,A. Davis,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Morris Sr.,202694.0,
108,PT02M43.00S,2022-02-04T03:25:26.6Z,1,REGULAR,substitution,out,[],201587,,,1610612746,19,19,2022-02-04T03:25:29Z,1080000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M43.00S,2022-02-04T03:25:26.6Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,19,19,2022-02-04T03:25:29Z,1090000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M43.00S,2022-02-04T03:25:36.8Z,1,REGULAR,substitution,out,[],203076,,,1610612746,19,19,2022-02-04T03:25:50Z,1100000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M43.00S,2022-02-04T03:25:36.8Z,1,REGULAR,substitution,out,[],1628370,,,1610612746,19,19,2022-02-04T03:25:50Z,1110000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M43.00S,2022-02-04T03:25:36.8Z,1,REGULAR,substitution,in,[],2730,,,1610612746,19,19,2022-02-04T03:25:50Z,1120000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M43.00S,2022-02-04T03:25:36.8Z,1,REGULAR,substitution,in,[],201566,,,1610612746,19,19,2022-02-04T03:25:50Z,1130000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M31.00S,2022-02-04T03:26:04.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,16.869250985545335,60.294117647058826,1610612746,19,19,2022-02-04T03:26:07Z,1140000,-51.0,106.0,1,left,MISS M. Morris Sr. 11' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,11.79,Missed,,,,,,,,,,,,,,,,,,,
115,PT02M28.00S,2022-02-04T03:26:07.0Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,19,19,2022-02-04T03:26:07Z,1150000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT02M13.00S,2022-02-04T03:26:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,88.09132720105124,45.09803921568627,1610612747,19,19,2022-02-04T03:26:59Z,1160000,-25.0,59.0,1,right,MISS T. Horton-Tucker 6' pullup Shot,[1629659],1610612747.0,LAL,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,6.43,Missed,,,,,,,,,,,,,,,,,,,
117,PT02M13.00S,2022-02-04T03:26:21.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,19,19,2022-02-04T03:26:59Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,
118,PT02M13.00S,2022-02-04T03:26:31.4Z,1,REGULAR,foul,personal,[],1628392,,,1610612747,19,19,2022-02-04T03:26:44Z,1180000,,,0,,I. Hartenstein loose ball personal FOUL (1 PF),"[1628392, 2730]",1610612746.0,LAC,loose ball,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,2534.0,,,,,,1.0,0.0,Howard,2730.0,
120,PT02M02.00S,2022-02-04T03:26:54.7Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612747,19,19,2022-02-04T03:27:03Z,1200000,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Howard 2 FT),"[1628392, 2730]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,1627962.0,,,,,,2.0,0.0,Howard,2730.0,
122,PT02M02.00S,2022-02-04T03:27:14.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],2730,,,1610612747,19,20,2022-02-04T03:27:14Z,1220000,,,0,,D. Howard Free Throw 1 of 2 (1 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
123,PT02M02.00S,2022-02-04T03:27:16.7Z,1,REGULAR,substitution,out,[],202694,,,1610612747,19,20,2022-02-04T03:27:20Z,1230000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M02.00S,2022-02-04T03:27:16.7Z,1,REGULAR,substitution,in,[],1629611,,,1610612747,19,20,2022-02-04T03:27:20Z,1240000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M02.00S,2022-02-04T03:27:39.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],2730,,,1610612747,19,21,2022-02-04T03:27:39Z,1250000,,,0,,D. Howard Free Throw 2 of 2 (2 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
126,PT01M44.00S,2022-02-04T03:27:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,14.109724047306173,52.69607843137255,1610612746,21,21,2022-02-04T03:28:04Z,1260000,-13.0,80.0,1,left,I. Hartenstein 8' floating Jump Shot (4 PTS) (E. Bledsoe 2 AST),"[1628392, 202339]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,8.12,Made,4.0,,,,,E. Bledsoe,202339.0,2.0,,,,,,,,,,,
128,PT01M30.00S,2022-02-04T03:28:14.7Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612747,21,21,2022-02-04T03:28:21Z,1280000,,,0,,T. Mann shooting personal FOUL (1 PF) (Anthony 2 FT),"[1629611, 2546]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,1627962.0,,,,,,1.0,0.0,Anthony,2546.0,
130,PT01M30.00S,2022-02-04T03:28:44.2Z,1,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,21,22,2022-02-04T03:29:12Z,1300000,,,0,,C. Anthony Free Throw 1 of 2 (1 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
131,PT01M30.00S,2022-02-04T03:28:45.8Z,1,REGULAR,substitution,out,[],1629599,,,1610612747,21,22,2022-02-04T03:28:48Z,1310000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M30.00S,2022-02-04T03:28:45.8Z,1,REGULAR,substitution,in,[],1630527,,,1610612747,21,22,2022-02-04T03:28:48Z,1320000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M30.00S,2022-02-04T03:28:44.2Z,1,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,21,22,2022-02-04T03:29:12Z,1330000,,,0,,MISS C. Anthony Free Throw 2 of 2,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M28.00S,2022-02-04T03:28:46.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,21,22,2022-02-04T03:29:12Z,1340000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT01M13.00S,2022-02-04T03:29:24.9Z,1,REGULAR,3pt,Jump Shot,[],1628379,33.163600525624176,59.31372549019608,1610612746,24,22,2022-02-04T03:29:29Z,1350000,-47.0,259.0,1,left,L. Kennard 26' 3PT  (3 PTS) (E. Bledsoe 3 AST),"[1628379, 202339]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.34,Made,3.0,,,,,E. Bledsoe,202339.0,3.0,,,,,,,,,,,
137,PT00M58.50S,2022-02-04T03:29:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,84.01773981603154,57.1078431372549,1610612747,24,24,2022-02-04T03:29:45Z,1370000,36.0,98.0,1,right,T. Horton-Tucker 10' turnaround fadeaway Jump Shot (6 PTS),[1629659],1610612747.0,LAL,turnaround fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,10.39,Made,6.0,,,,,,,,,,,,,,,,,,
138,PT00M40.60S,2022-02-04T03:30:02.6Z,1,REGULAR,2pt,Jump Shot,[],202339,22.2568988173456,65.19607843137254,1610612746,26,24,2022-02-04T03:30:06Z,1380000,-76.0,157.0,1,left,E. Bledsoe 17' pullup Jump Shot (4 PTS),[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,17.42,Made,4.0,,,,,,,,,,,,,,,,,,
139,PT00M29.10S,2022-02-04T03:30:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,82.57227332457293,51.71568627450981,1610612747,26,24,2022-02-04T03:35:15Z,1390000,9.0,111.0,1,right,MISS R. Westbrook 11' step back Shot,[201566],1610612747.0,LAL,step back,,,Westbrook,R. Westbrook,,,,,11.16,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M27.90S,2022-02-04T03:30:17.1Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,26,24,2022-02-04T03:30:20Z,1400000,,,0,,D. Howard REBOUND (Off:1 Def:0),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,,,,
141,PT00M27.90S,2022-02-04T03:30:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,93.2161629434954,50.245098039215684,1610612747,26,26,2022-02-04T03:30:22Z,1410000,1.0,11.0,1,right,D. Howard putback Layup (4 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,1.14,Made,4.0,,,,,,,,,,,,,,,,,,
142,PT00M06.40S,2022-02-04T03:30:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,12.795663600525614,52.450980392156865,1610612746,28,26,2022-02-04T03:30:47Z,1420000,-12.0,68.0,1,left,I. Hartenstein 6' floating Jump Shot (6 PTS) (E. Bledsoe 4 AST),"[1628392, 202339]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,6.89,Made,6.0,,,,,E. Bledsoe,202339.0,4.0,,,,,,,,,,,
144,PT00M00.40S,2022-02-04T03:30:54.1Z,1,REGULAR,2pt,Jump Shot,[],1629659,93.61038107752957,24.75490196078431,1610612747,28,26,2022-02-04T03:31:27Z,1440000,-126.0,8.0,1,right,MISS T. Horton-Tucker 12' turnaround fadeaway Shot,[1629659],1610612747.0,LAL,turnaround fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,12.64,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M00.10S,2022-02-04T03:30:54.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,28,26,2022-02-04T03:31:27Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2022-02-04T03:30:56.5Z,1,REGULAR,period,end,[],0,,,1610612747,28,26,2022-02-04T03:30:56Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-02-04T03:34:15.4Z,2,REGULAR,substitution,out,['startperiod'],1629659,,,1610612747,28,26,2022-02-04T03:34:27Z,1470000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-02-04T03:34:15.4Z,2,REGULAR,substitution,in,['startperiod'],203145,,,1610612747,28,26,2022-02-04T03:34:27Z,1480000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-02-04T03:34:36.0Z,2,REGULAR,period,start,[],0,,,1610612746,28,26,2022-02-04T03:34:36Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M42.00S,2022-02-04T03:34:52.9Z,2,REGULAR,2pt,Jump Shot,[],1628379,21.468462549277262,67.64705882352942,1610612746,30,26,2022-02-04T03:34:57Z,1500000,-88.0,149.0,1,left,L. Kennard 17' pullup Jump Shot (5 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,17.34,Made,5.0,,,,,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,
152,PT11M26.00S,2022-02-04T03:35:12.9Z,2,REGULAR,turnover,out-of-bounds,[],2546,,,1610612747,30,26,2022-02-04T03:35:17Z,1520000,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (1 TO),[2546],1610612747.0,LAL,bad pass,,,Anthony,C. Anthony,,,,,,,,,,,,,,,2534.0,1.0,,,,,,,,,
153,PT11M15.00S,2022-02-04T03:35:30.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,9.116294349540084,3.4313725490196134,1610612746,30,26,2022-02-04T03:35:34Z,1530000,233.0,33.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,,
154,PT11M12.00S,2022-02-04T03:35:33.1Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,30,26,2022-02-04T03:35:34Z,1540000,,,0,,D. Howard REBOUND (Off:1 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,153.0,2.0,1.0,1.0,,,,,,,,,,,,,,
155,PT11M02.00S,2022-02-04T03:35:42.8Z,2,REGULAR,3pt,Jump Shot,[],2546,74.29369250985545,16.42156862745098,1610612747,30,29,2022-02-04T03:35:47Z,1550000,-168.0,189.0,1,right,C. Anthony 25' 3PT  (4 PTS) (K. Bazemore 1 AST),"[2546, 203145]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,25.29,Made,4.0,,,,,K. Bazemore,203145.0,1.0,,,,,,,,,,,
157,PT10M49.00S,2022-02-04T03:35:55.5Z,2,REGULAR,3pt,Jump Shot,[],1630527,28.95860709592641,81.86274509803921,1610612746,30,29,2022-02-04T03:36:00Z,1570000,-159.0,220.0,1,left,MISS B. Boston Jr. 27' 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
158,PT10M46.00S,2022-02-04T03:35:58.5Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,30,29,2022-02-04T03:36:00Z,1580000,,,0,,D. Howard REBOUND (Off:1 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,,,
159,PT10M37.00S,2022-02-04T03:36:07.6Z,2,REGULAR,3pt,Jump Shot,[],1630559,66.40932982917215,47.30392156862745,1610612747,30,32,2022-02-04T03:36:13Z,1590000,-13.0,263.0,1,right,A. Reaves 26' 3PT  (3 PTS) (D. Howard 1 AST),"[1630559, 2730]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,26.36,Made,3.0,,,,,D. Howard,2730.0,1.0,,,,,,,,,,,
161,PT10M14.00S,2022-02-04T03:36:31.4Z,2,REGULAR,2pt,Jump Shot,[],202339,24.6222076215506,65.93137254901961,1610612746,30,32,2022-02-04T03:36:36Z,1610000,-80.0,179.0,1,left,MISS E. Bledsoe 19' step back Shot,[202339],1610612746.0,LAC,step back,,,Bledsoe,E. Bledsoe,,,,,19.59,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M10.00S,2022-02-04T03:36:35.4Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,30,32,2022-02-04T03:36:36Z,1620000,,,0,,D. Howard REBOUND (Off:1 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,161.0,4.0,3.0,1.0,,,,,,,,,,,,,,
163,PT10M00.00S,2022-02-04T03:36:48.2Z,2,REGULAR,foul,personal,[],202339,,,1610612747,30,32,2022-02-04T03:36:53Z,1630000,,,0,,E. Bledsoe personal FOUL (1 PF),"[202339, 2546]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,1627962.0,,,,,,1.0,0.0,Anthony,2546.0,
165,PT09M43.00S,2022-02-04T03:37:19.7Z,2,REGULAR,3pt,Jump Shot,[],203145,50.336727989487514,47.03584558823529,1610612747,30,32,2022-02-04T03:37:45Z,1650000,-15.0,414.0,1,right,MISS K. Bazemore 41' pullup 3PT,[203145],1610612747.0,LAL,pullup,,,Bazemore,K. Bazemore,,,,,41.46,Missed,,,,,,,,,,,,,,,,,,,
166,PT09M41.00S,2022-02-04T03:37:21.7Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,30,32,2022-02-04T03:37:29Z,1660000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,
167,PT09M32.00S,2022-02-04T03:37:30.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,8.722076215505908,55.63725490196079,1610612746,30,32,2022-02-04T03:38:21Z,1670000,-28.0,29.0,1,left,MISS I. Hartenstein turnaround Shot - blocked,"[1628392, 2546]",1610612746.0,LAC,turnaround,,,Hartenstein,I. Hartenstein,,,,,4.08,Missed,,,,,,,,,,,,,Anthony,2546.0,,,,,
168,PT09M32.00S,2022-02-04T03:37:30.2Z,2,REGULAR,block,,[],2546,,,1610612746,30,32,2022-02-04T03:37:34Z,1680000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M32.00S,2022-02-04T03:37:30.2Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,30,32,2022-02-04T03:38:06Z,1690000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,
175,PT09M32.00S,2022-02-04T03:37:36.8Z,2,REGULAR,turnover,out-of-bounds,[],2546,,,1610612747,30,32,2022-02-04T03:38:36Z,1695000,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (2 TO),[2546],1610612747.0,LAL,bad pass,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1627962.0,2.0,,,,,,,,,
171,PT09M29.00S,2022-02-04T03:38:08.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202339,8.065045992115643,49.754901960784316,1610612746,32,32,2022-02-04T03:38:36Z,1710000,1.0,23.0,1,left,E. Bledsoe driving Layup (6 PTS) (B. Boston Jr. 1 AST),"[202339, 1630527]",1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,2.33,Made,6.0,,,,,B. Boston Jr.,1630527.0,1.0,,,,,,,,,,,
172,PT09M29.00S,2022-02-04T03:38:11.6Z,2,REGULAR,foul,personal,['1freethrow'],1630559,,,1610612746,32,32,2022-02-04T03:38:22Z,1720000,,,0,,A. Reaves shooting personal FOUL (1 PF) (Bledsoe 1 FT),"[1630559, 202339]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,,,,,,,,,,,1627962.0,,,,,,1.0,0.0,Bledsoe,202339.0,
174,PT09M29.00S,2022-02-04T03:38:33.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],202339,,,1610612746,33,32,2022-02-04T03:38:36Z,1740000,,,0,,E. Bledsoe Free Throw 1 of 1 (7 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
176,PT09M17.00S,2022-02-04T03:38:51.7Z,2,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612747,33,32,2022-02-04T03:38:57Z,1750000,,,0,,B. Boston Jr. shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1630527, 201566]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,1627962.0,,,,,,1.0,0.0,Westbrook,201566.0,
178,PT09M17.00S,2022-02-04T03:39:26.0Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,33,33,2022-02-04T03:39:26Z,1770000,,,0,,R. Westbrook Free Throw 1 of 2 (3 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
