actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
95,PT04M36.00S,2021-10-26T02:54:16.6Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,15,14,2021-10-26T02:54:42Z,950000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M21.00S,2021-10-26T02:54:59.5Z,1,REGULAR,turnover,lost ball,[],1626204,,,1610612757,15,14,2021-10-26T02:55:08Z,960000,,,0,,L. Nance Jr. lost ball TURNOVER (1 TO),"[1626204, 202331]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,1.0,George,202331.0,,,,,,,,,,,,,,,,,
97,PT04M21.00S,2021-10-26T02:54:59.5Z,1,REGULAR,steal,,[],202331,,,1610612746,15,14,2021-10-26T02:55:02Z,970000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M13.00S,2021-10-26T02:55:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,7.539421813403408,50.245098039215684,1610612746,17,14,2021-10-26T02:55:20Z,980000,-1.0,18.0,1,left,R. Jackson driving Layup (7 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,1.84,Made,7.0,,,,,,,,,,,,,,
99,PT03M57.00S,2021-10-26T02:55:23.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,69.69448094612352,24.509803921568633,1610612757,17,14,2021-10-26T02:55:27Z,990000,-127.0,232.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,26.51,Missed,,,,,,,,,,,,,,,
100,PT03M57.00S,2021-10-26T02:55:23.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,17,14,2021-10-26T02:55:27Z,1000000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,
101,PT03M57.00S,2021-10-26T02:55:28.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,17,14,2021-10-26T02:55:28Z,1010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M57.00S,2021-10-26T02:55:29.0Z,1,REGULAR,substitution,out,[],202331,,,1610612746,17,14,2021-10-26T02:55:35Z,1020000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M57.00S,2021-10-26T02:55:29.0Z,1,REGULAR,substitution,in,[],1626159,,,1610612746,17,14,2021-10-26T02:55:35Z,1030000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M37.00S,2021-10-26T02:55:58.7Z,1,REGULAR,3pt,Jump Shot,[],202704,19.23455978975032,6.372549019607845,1610612746,17,14,2021-10-26T02:56:46Z,1040000,218.0,128.0,1,left,MISS R. Jackson 25' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,25.3,Missed,,,,,,,,,,,,,,,
105,PT03M35.00S,2021-10-26T02:56:00.7Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,17,14,2021-10-26T02:56:03Z,1050000,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,
106,PT03M30.00S,2021-10-26T02:56:08.4Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612757,17,14,2021-10-26T02:56:14Z,1060000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Zeller 2 FT),"[1628392, 203469]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,201638.0,,,1.0,0.0,Zeller,203469.0
108,PT03M30.00S,2021-10-26T02:56:33.2Z,1,REGULAR,freethrow,1 of 2,[],203469,,,1610612757,17,14,2021-10-26T02:56:33Z,1080000,,,0,,MISS C. Zeller Free Throw 1 of 2,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,Missed,,,,,,,,,,,,,,,
109,PT03M30.00S,2021-10-26T02:56:33.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,17,14,2021-10-26T02:56:33Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,
110,PT03M30.00S,2021-10-26T02:56:34.3Z,1,REGULAR,substitution,out,[],1629642,,,1610612757,17,14,2021-10-26T02:56:40Z,1100000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M30.00S,2021-10-26T02:56:34.3Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,17,14,2021-10-26T02:56:40Z,1110000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M30.00S,2021-10-26T02:57:00.9Z,1,REGULAR,freethrow,2 of 2,[],203469,,,1610612757,17,15,2021-10-26T02:57:00Z,1120000,,,0,,C. Zeller Free Throw 2 of 2 (1 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
113,PT03M18.00S,2021-10-26T02:57:13.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,33.295006570302235,68.62745098039215,1610612746,20,15,2021-10-26T02:57:53Z,1130000,-93.0,260.0,1,left,L. Kennard 27' 3PT pullup (3 PTS) (R. Jackson 2 AST),"[1628379, 202704]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,27.66,Made,3.0,R. Jackson,202704.0,2.0,,,,,,,,,,,
115,PT02M57.00S,2021-10-26T02:57:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,83.75492772667542,40.44117647058824,1610612757,20,15,2021-10-26T02:57:39Z,1150000,-48.0,100.0,1,right,MISS A. Simons 11' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,11.1,Missed,,,,,,,,,,,,,,,
116,PT02M54.00S,2021-10-26T02:57:37.6Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,20,15,2021-10-26T02:57:39Z,1160000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,115.0,3.0,3.0,0.0,,,,,,,
117,PT02M50.00S,2021-10-26T02:57:41.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202704,32.24375821287779,33.33333333333334,1610612746,20,15,2021-10-26T02:58:09Z,1170000,83.0,251.0,1,left,MISS R. Jackson 26' running 3PT,[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,,,,26.41,Missed,,,,,,,,,,,,,,,
118,PT02M46.00S,2021-10-26T02:57:45.5Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,20,15,2021-10-26T02:57:56Z,1180000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,
119,PT02M46.00S,2021-10-26T02:57:50.0Z,1,REGULAR,foul,personal,[],1628392,,,1610612757,20,15,2021-10-26T02:57:53Z,1190000,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 1626204]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,2715.0,,,2.0,0.0,Nance Jr.,1626204.0
121,PT02M46.00S,2021-10-26T02:57:58.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,20,15,2021-10-26T02:57:58Z,1210000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M46.00S,2021-10-26T03:00:38.0Z,1,REGULAR,substitution,out,[],203081,,,1610612757,20,15,2021-10-26T03:00:49Z,1220000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M46.00S,2021-10-26T03:00:38.0Z,1,REGULAR,substitution,out,[],203469,,,1610612757,20,15,2021-10-26T03:00:49Z,1230000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M46.00S,2021-10-26T03:00:38.0Z,1,REGULAR,substitution,in,[],203468,,,1610612757,20,15,2021-10-26T03:00:49Z,1240000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M46.00S,2021-10-26T03:00:38.0Z,1,REGULAR,substitution,in,[],203994,,,1610612757,20,15,2021-10-26T03:00:49Z,1250000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M30.00S,2021-10-26T03:01:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.11366622864652,50.0,1610612757,20,15,2021-10-26T03:01:12Z,1260000,0.0,31.0,1,right,MISS J. Nurkic cutting Layup,[203994],1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,3.1,Missed,,,,,,,,,,,,,,,
127,PT02M27.00S,2021-10-26T03:01:08.7Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,20,15,2021-10-26T03:01:12Z,1270000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,
128,PT02M08.00S,2021-10-26T03:01:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,7.408015768725363,50.245098039215684,1610612746,22,15,2021-10-26T03:01:38Z,1280000,-1.0,17.0,1,left,I. Hartenstein driving Layup (2 PTS) (L. Kennard 1 AST),"[1628392, 1628379]",1610612746.0,LAC,driving,,,Hartenstein,I. Hartenstein,,,,,,,,1.71,Made,2.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,
129,PT01M55.00S,2021-10-26T03:01:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.24507227332458,49.01960784313726,1610612757,22,15,2021-10-26T03:01:44Z,1290000,-5.0,30.0,1,right,MISS J. Nurkic Layup - blocked,"[203994, 1628392]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,3.02,Missed,,,,,,,,,,Hartenstein,1628392.0,,,,
130,PT01M55.00S,2021-10-26T03:01:39.6Z,1,REGULAR,block,,[],1628392,,,1610612757,22,15,2021-10-26T03:01:42Z,1300000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M52.00S,2021-10-26T03:01:42.6Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,22,15,2021-10-26T03:01:44Z,1310000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,
132,PT01M39.00S,2021-10-26T03:01:57.8Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612746,22,15,2021-10-26T03:02:07Z,1320000,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Jackson 2 FT),"[203994, 202704]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,201638.0,,,1.0,0.0,Jackson,202704.0
135,PT01M39.00S,2021-10-26T03:02:28.4Z,1,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,22,15,2021-10-26T03:02:28Z,1340000,,,0,,MISS R. Jackson Free Throw 1 of 2,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,Missed,,,,,,,,,,,,,,,
136,PT01M39.00S,2021-10-26T03:02:28.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,22,15,2021-10-26T03:02:28Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,
137,PT01M39.00S,2021-10-26T03:02:51.4Z,1,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,23,15,2021-10-26T03:02:51Z,1360000,,,0,,R. Jackson Free Throw 2 of 2 (8 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
138,PT01M28.00S,2021-10-26T03:03:03.6Z,1,REGULAR,3pt,Jump Shot,[],1626204,73.76806833114324,18.382352941176478,1610612757,23,15,2021-10-26T03:03:13Z,1370000,-158.0,194.0,1,right,MISS L. Nance Jr. 25' 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,25.03,Missed,,,,,,,,,,,,,,,
139,PT01M24.00S,2021-10-26T03:03:07.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,23,15,2021-10-26T03:03:13Z,1380000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,
140,PT01M17.00S,2021-10-26T03:03:14.1Z,1,REGULAR,2pt,Jump Shot,[],1628379,20.942838370565042,50.73529411764706,1610612746,25,15,2021-10-26T03:03:19Z,1390000,-4.0,144.0,1,left,L. Kennard 14' pullup Jump Shot (5 PTS) (T. Mann 1 AST),"[1628379, 1629611]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,14.44,Made,5.0,T. Mann,1629611.0,1.0,,,,,,,,,,,
142,PT01M05.00S,2021-10-26T03:03:26.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,83.22930354796321,57.84313725490196,1610612757,25,15,2021-10-26T03:03:31Z,1410000,39.0,105.0,1,right,MISS C. McCollum 11' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,,,,11.22,Missed,,,,,,,,,,,,,,,
143,PT01M03.00S,2021-10-26T03:03:28.2Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,25,15,2021-10-26T03:03:31Z,1420000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,
144,PT00M57.20S,2021-10-26T03:03:35.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,16.212220762155056,47.79411764705882,1610612746,27,15,2021-10-26T03:03:42Z,1430000,11.0,100.0,1,left,I. Hartenstein 10' floating Jump Shot (4 PTS) (J. Winslow 1 AST),"[1628392, 1626159]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,,,,10.05,Made,4.0,J. Winslow,1626159.0,1.0,,,,,,,,,,,
146,PT00M41.70S,2021-10-26T03:03:53.7Z,1,REGULAR,turnover,bad pass,[],1626204,,,1610612757,27,15,2021-10-26T03:04:01Z,1450000,,,0,,L. Nance Jr. bad pass TURNOVER (2 TO),"[1626204, 1629611]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,2.0,Mann,1629611.0,,,,,,,,,,,,,,,,,
147,PT00M41.70S,2021-10-26T03:03:53.7Z,1,REGULAR,steal,,[],1629611,,,1610612746,27,15,2021-10-26T03:03:56Z,1460000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M37.30S,2021-10-26T03:03:59.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626159,7.539421813403408,54.16666666666667,1610612746,29,15,2021-10-26T03:04:11Z,1470000,-21.0,18.0,1,left,J. Winslow running Layup (2 PTS),[1626159],1610612746.0,LAC,running,,,Winslow,J. Winslow,,,,,,,,2.78,Made,2.0,,,,,,,,,,,,,,
149,PT00M32.20S,2021-10-26T03:04:22.5Z,1,REGULAR,2pt,Jump Shot,[],1629014,85.98883048620237,78.18627450980392,1610612757,29,17,2021-10-26T03:04:27Z,1480000,141.0,79.0,1,right,A. Simons 16' pullup Jump Shot (2 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,16.16,Made,2.0,,,,,,,,,,,,,,
150,PT00M11.10S,2021-10-26T03:04:45.9Z,1,REGULAR,3pt,Jump Shot,[],202704,33.6892247043364,51.22549019607843,1610612746,29,17,2021-10-26T03:04:51Z,1490000,-6.0,264.0,1,left,MISS R. Jackson 26' 3PT - blocked,"[202704, 1628372]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,26.43,Missed,,,,,,,,,,Smith Jr.,1628372.0,,,,
151,PT00M11.10S,2021-10-26T03:04:45.9Z,1,REGULAR,block,,[],1628372,,,1610612746,29,17,2021-10-26T03:04:48Z,1500000,,,0,,D. Smith Jr. BLOCK (1 BLK),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M07.90S,2021-10-26T03:04:49.1Z,1,REGULAR,rebound,offensive,[],202704,,,1610612746,29,17,2021-10-26T03:04:51Z,1510000,,,0,,R. Jackson REBOUND (Off:1 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,150.0,4.0,3.0,1.0,,,,,,,
153,PT00M07.10S,2021-10-26T03:04:50.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202704,10.561760840998687,50.98039215686275,1610612746,29,17,2021-10-26T03:04:57Z,1520000,-5.0,47.0,1,left,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,4.71,Missed,,,,,,,,,,,,,,,
154,PT00M05.30S,2021-10-26T03:04:51.8Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612746,29,17,2021-10-26T03:04:51Z,1530000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,153.0,2.0,1.0,1.0,,,,,,,
155,PT00M04.00S,2021-10-26T03:04:54.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628379,19.8915900131406,64.4607843137255,1610612746,31,17,2021-10-26T03:05:24Z,1540000,-72.0,134.0,1,left,L. Kennard 15' floating Jump Shot (7 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,floating,,,Kennard,L. Kennard,,,,,,,,15.27,Made,7.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,
157,PT00M00.00S,2021-10-26T03:05:03.2Z,1,REGULAR,period,end,[],0,,,1610612757,31,17,2021-10-26T03:05:03Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-10-26T03:07:39.4Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612757,31,17,2021-10-26T03:07:53Z,1570000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-10-26T03:07:39.4Z,2,REGULAR,substitution,out,['startperiod'],1628372,,,1610612757,31,17,2021-10-26T03:07:53Z,1580000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-10-26T03:07:39.4Z,2,REGULAR,substitution,in,['startperiod'],202339,,,1610612757,31,17,2021-10-26T03:07:53Z,1590000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-10-26T03:07:39.4Z,2,REGULAR,substitution,in,['startperiod'],1629642,,,1610612757,31,17,2021-10-26T03:07:53Z,1600000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-10-26T03:07:47.2Z,2,REGULAR,period,start,[],0,,,1610612746,31,17,2021-10-26T03:07:54Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M44.00S,2021-10-26T03:08:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,10.298948751642584,53.18627450980392,1610612746,33,17,2021-10-26T03:08:07Z,1620000,-16.0,44.0,1,left,I. Hartenstein floating Jump Shot (6 PTS) (T. Mann 2 AST),"[1628392, 1629611]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,,,,4.71,Made,6.0,T. Mann,1629611.0,2.0,,,,,,,,,,,
165,PT11M23.00S,2021-10-26T03:08:25.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,90.32522996057818,51.470588235294116,1610612757,33,19,2021-10-26T03:08:34Z,1640000,7.0,38.0,1,right,A. Simons floating Jump Shot (4 PTS),[1629014],1610612757.0,POR,floating,,,Simons,A. Simons,,,,,,,,3.91,Made,4.0,,,,,,,,,,,,,,
166,PT11M23.00S,2021-10-26T03:08:30.9Z,2,REGULAR,foul,personal,['1freethrow'],1626159,,,1610612757,33,19,2021-10-26T03:08:45Z,1650000,,,0,,J. Winslow shooting personal FOUL (1 PF) (Simons 1 FT),"[1626159, 1629014]",1610612746.0,LAC,shooting,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,1627541.0,,,1.0,0.0,Simons,1629014.0
168,PT11M23.00S,2021-10-26T03:08:39.9Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,33,19,2021-10-26T03:09:31Z,1670000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M23.00S,2021-10-26T03:08:39.9Z,2,REGULAR,substitution,in,[],203496,,,1610612757,33,19,2021-10-26T03:09:31Z,1680000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M23.00S,2021-10-26T03:08:52.9Z,2,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,33,20,2021-10-26T03:08:52Z,1690000,,,0,,A. Simons Free Throw 1 of 1 (5 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
171,PT11M07.00S,2021-10-26T03:09:14.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,33,20,2021-10-26T03:09:14Z,1700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M05.00S,2021-10-26T03:09:28.0Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,33,20,2021-10-26T03:09:44Z,1710000,,,0,,E. Bledsoe bad pass TURNOVER (3 TO),"[202339, 1629642]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,3.0,Little,1629642.0,,,,,,,,,,,,,,,,,
173,PT11M05.00S,2021-10-26T03:09:28.0Z,2,REGULAR,steal,,[],1629642,,,1610612757,33,20,2021-10-26T03:10:43Z,1720000,,,0,,N. Little STEAL (1 STL),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M04.00S,2021-10-26T03:09:34.6Z,2,REGULAR,foul,personal,[],1628392,,,1610612757,33,20,2021-10-26T03:09:39Z,1730000,,,0,,I. Hartenstein take personal FOUL (3 PF),"[1628392, 1629642]",1610612746.0,LAC,take,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,1627541.0,,,3.0,0.0,Little,1629642.0
176,PT11M04.00S,2021-10-26T03:09:42.8Z,2,REGULAR,substitution,out,[],1628392,,,1610612757,33,20,2021-10-26T03:09:45Z,1750000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M04.00S,2021-10-26T03:09:42.8Z,2,REGULAR,substitution,in,[],1627826,,,1610612757,33,20,2021-10-26T03:09:45Z,1760000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M04.00S,2021-10-26T03:09:54.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612757,33,20,2021-10-26T03:10:34Z,1770000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,
179,PT10M53.00S,2021-10-26T03:10:59.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,68.9060446780552,33.82352941176471,1610612757,33,23,2021-10-26T03:11:05Z,1780000,-81.0,240.0,1,right,A. Simons 25' 3PT pullup (8 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,25.31,Made,8.0,,,,,,,,,,,,,,
180,PT10M38.00S,2021-10-26T03:11:15.3Z,2,REGULAR,3pt,Jump Shot,[],1628379,30.404073587385014,26.225490196078425,1610612746,36,23,2021-10-26T03:11:19Z,1790000,119.0,233.0,1,left,L. Kennard 26' 3PT  (10 PTS) (I. Zubac 1 AST),"[1628379, 1627826]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,26.19,Made,10.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,
182,PT10M22.00S,2021-10-26T03:11:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.6681997371879,51.22549019607843,1610612757,36,25,2021-10-26T03:11:34Z,1810000,6.0,45.0,1,right,C. McCollum driving floating Jump Shot (7 PTS) (A. Simons 1 AST),"[203468, 1629014]",1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,,,,4.5,Made,7.0,A. Simons,1629014.0,1.0,,,,,,,,,,,
184,PT09M59.00S,2021-10-26T03:11:53.3Z,2,REGULAR,3pt,Jump Shot,[],1629611,20.154402102496718,6.127450980392155,1610612746,36,25,2021-10-26T03:12:20Z,1830000,219.0,137.0,1,left,MISS T. Mann 25' step back 3PT,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,,,,25.87,Missed,,,,,,,,,,,,,,,
