actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
91,PT04M32.00S,2021-11-14T03:53:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,93.34756898817345,50.98039215686275,1610612746,19,16,2021-11-14T03:53:29Z,900000,5.0,10.0,1,right,I. Zubac cutting Layup (4 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,,,,1.11,Made,4.0,,,,,,,,,,,,P. George,202331.0,1.0
94,PT04M14.00S,2021-11-14T03:53:50.7Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612750,19,16,2021-11-14T03:53:55Z,930000,,,0,,R. Jackson shooting personal FOUL (1 PF) (McDaniels 2 FT),"[202704, 1630183]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,McDaniels,1630183.0,,,
96,PT04M14.00S,2021-11-14T03:54:10.5Z,1,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,19,17,2021-11-14T03:55:22Z,950000,,,0,,J. McDaniels Free Throw 1 of 2 (3 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
97,PT04M14.00S,2021-11-14T03:54:11.1Z,1,REGULAR,substitution,out,[],202331,,,1610612750,19,17,2021-11-14T03:54:20Z,960000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M14.00S,2021-11-14T03:54:11.1Z,1,REGULAR,substitution,out,[],1627826,,,1610612750,19,17,2021-11-14T03:54:20Z,970000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M14.00S,2021-11-14T03:54:11.1Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,19,17,2021-11-14T03:54:20Z,980000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M14.00S,2021-11-14T03:54:11.1Z,1,REGULAR,substitution,in,[],1628392,,,1610612750,19,17,2021-11-14T03:54:20Z,990000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M14.00S,2021-11-14T03:54:11.1Z,1,REGULAR,substitution,in,[],1628379,,,1610612750,19,17,2021-11-14T03:54:20Z,1000000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M14.00S,2021-11-14T03:54:11.1Z,1,REGULAR,substitution,in,[],1629006,,,1610612750,19,17,2021-11-14T03:54:20Z,1010000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M14.00S,2021-11-14T03:54:10.5Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,19,17,2021-11-14T03:55:22Z,1020000,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Missed,,,,,,,,,,,,,,,
105,PT04M11.00S,2021-11-14T03:54:13.5Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,19,17,2021-11-14T03:55:22Z,1030000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
106,PT04M04.00S,2021-11-14T03:54:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.42772667542707,52.94117647058824,1610612746,19,17,2021-11-14T03:54:52Z,1040000,15.0,19.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,2.38,Missed,,,,,,,,,,,,,,,
107,PT04M02.00S,2021-11-14T03:54:48.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,19,17,2021-11-14T03:54:52Z,1050000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,106.0,3.0,3.0,0.0,,,,,,,,,,
108,PT03M57.00S,2021-11-14T03:54:53.7Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1630162,7.670827858081481,46.568627450980394,1610612750,19,17,2021-11-14T03:55:39Z,1060000,17.0,20.0,1,left,MISS A. Edwards bank Hook,[1630162],1610612750.0,MIN,bank,,,Edwards,A. Edwards,,,,,,,,2.61,Missed,,,,,,,,,,,,,,,
109,PT03M55.00S,2021-11-14T03:54:55.7Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,19,17,2021-11-14T03:54:58Z,1070000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,
110,PT03M45.00S,2021-11-14T03:55:05.4Z,1,REGULAR,3pt,Jump Shot,[],1628379,70.22010512483574,26.470588235294116,1610612746,19,17,2021-11-14T03:55:09Z,1080000,-118.0,227.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,25.6,Missed,,,,,,,,,,,,,,,
111,PT03M43.00S,2021-11-14T03:55:07.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,19,17,2021-11-14T03:55:09Z,1090000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,110.0,2.0,2.0,0.0,,,,,,,,,,
112,PT03M31.00S,2021-11-14T03:55:19.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,29.61563731931669,23.039215686274503,1610612750,19,17,2021-11-14T03:55:25Z,1100000,135.0,226.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,26.31,Missed,,,,,,,,,,,,,,,
113,PT03M28.00S,2021-11-14T03:55:22.3Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,19,17,2021-11-14T03:55:25Z,1110000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,
114,PT03M22.00S,2021-11-14T03:55:28.5Z,1,REGULAR,3pt,Jump Shot,[],202704,66.5407358738502,65.44117647058823,1610612746,19,17,2021-11-14T03:55:33Z,1120000,77.0,262.0,1,right,MISS R. Jackson 27' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,27.31,Missed,,,,,,,,,,,,,,,
115,PT03M16.00S,2021-11-14T03:55:34.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,19,17,2021-11-14T03:55:33Z,1130000,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,114.0,4.0,4.0,0.0,,,,,,,,,,
116,PT03M11.00S,2021-11-14T03:55:38.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,28.170170827858072,82.59803921568627,1610612750,19,20,2021-11-14T03:55:48Z,1140000,-163.0,212.0,1,left,A. Edwards 26' 3PT running (7 PTS) (K. Towns 1 AST),"[1630162, 1626157]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,26.77,Made,7.0,,,,,,,,,,,,K. Towns,1626157.0,1.0
118,PT02M42.00S,2021-11-14T03:56:11.5Z,1,REGULAR,turnover,out-of-bounds,[],1628392,,,1610612746,19,20,2021-11-14T03:56:16Z,1160000,,,0,,I. Hartenstein lost ball out-of-bounds TURNOVER (1 TO),[1628392],1610612746.0,LAC,lost ball,,,Hartenstein,I. Hartenstein,,,,,1.0,,,,,,,,,,,,202007.0,,,,,,,
119,PT02M42.00S,2021-11-14T03:56:16.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,19,20,2021-11-14T03:56:16Z,1170000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M42.00S,2021-11-14T03:58:39.0Z,1,REGULAR,substitution,out,[],201587,,,1610612750,19,20,2021-11-14T03:59:03Z,1180000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M42.00S,2021-11-14T03:58:39.0Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,19,20,2021-11-14T03:59:03Z,1190000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M42.00S,2021-11-14T03:58:39.0Z,1,REGULAR,substitution,in,[],1626159,,,1610612750,19,20,2021-11-14T03:59:03Z,1200000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M42.00S,2021-11-14T03:58:39.0Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,19,20,2021-11-14T03:59:03Z,1210000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M23.00S,2021-11-14T03:59:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,9.247700394218143,52.450980392156865,1610612750,19,20,2021-11-14T03:59:30Z,1220000,-12.0,34.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,3.65,Missed,,,,,,,,,,,,,,,
125,PT02M21.00S,2021-11-14T03:59:28.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,19,20,2021-11-14T03:59:30Z,1230000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,
126,PT02M07.00S,2021-11-14T03:59:42.9Z,1,REGULAR,2pt,Jump Shot,[],202704,79.54993429697765,71.56862745098039,1610612746,21,20,2021-11-14T03:59:48Z,1240000,108.0,140.0,1,right,R. Jackson 17' pullup Jump Shot (4 PTS) (T. Mann 1 AST),"[202704, 1629611]",1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,17.65,Made,4.0,,,,,,,,,,,,T. Mann,1629611.0,1.0
128,PT01M52.00S,2021-11-14T03:59:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,8.327858081471746,54.16666666666667,1610612750,21,22,2021-11-14T04:00:03Z,1260000,-21.0,26.0,1,left,N. Reid driving Layup (2 PTS) (M. Beasley 1 AST),"[1629675, 1627736]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,,3.31,Made,2.0,,,,,,,,,,,,M. Beasley,1627736.0,1.0
130,PT01M37.00S,2021-11-14T04:00:12.8Z,1,REGULAR,3pt,Jump Shot,[],202704,64.70105124835743,57.35294117647059,1610612746,24,22,2021-11-14T04:00:17Z,1280000,37.0,279.0,1,right,R. Jackson 28' 3PT  (7 PTS) (T. Mann 2 AST),"[202704, 1629611]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,28.17,Made,7.0,,,,,,,,,,,,T. Mann,1629611.0,2.0
132,PT01M23.00S,2021-11-14T04:00:26.6Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612750,24,22,2021-11-14T04:00:32Z,1300000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Reid 2 FT),"[1628392, 1629675]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Reid,1629675.0,,,
134,PT01M23.00S,2021-11-14T04:00:54.8Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,24,23,2021-11-14T04:00:54Z,1320000,,,0,,N. Reid Free Throw 1 of 2 (3 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
135,PT01M23.00S,2021-11-14T04:01:11.9Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,24,24,2021-11-14T04:01:11Z,1330000,,,0,,N. Reid Free Throw 2 of 2 (4 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
136,PT01M14.00S,2021-11-14T04:01:24.7Z,1,REGULAR,3pt,Jump Shot,[],1628379,67.85479632063075,28.431372549019613,1610612746,27,24,2021-11-14T04:01:29Z,1340000,-108.0,250.0,1,right,L. Kennard 27' 3PT  (3 PTS) (R. Jackson 3 AST),"[1628379, 202704]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,27.2,Made,3.0,,,,,,,,,,,,R. Jackson,202704.0,3.0
138,PT01M00.00S,2021-11-14T04:01:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,15.55519053876479,48.28431372549019,1610612750,27,24,2021-11-14T04:01:46Z,1360000,9.0,94.0,1,left,MISS J. McDaniels 9' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,,,,9.41,Missed,,,,,,,,,,,,,,,
139,PT00M56.70S,2021-11-14T04:01:42.2Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,27,24,2021-11-14T04:01:42Z,1370000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,138.0,1.0,0.0,1.0,,,,,,,,,,
140,PT00M55.60S,2021-11-14T04:01:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,14.635348226018394,55.14705882352941,1610612750,27,24,2021-11-14T04:01:49Z,1380000,-26.0,85.0,1,left,MISS J. McDaniels 8' putback Layup - blocked,"[1630183, 1626159]",1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,,,,8.89,Missed,,,,,,Winslow,1626159.0,,,,,,,,
141,PT00M55.60S,2021-11-14T04:01:43.3Z,1,REGULAR,block,,[],1626159,,,1610612750,27,24,2021-11-14T04:01:45Z,1390000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M53.00S,2021-11-14T04:01:45.9Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,27,24,2021-11-14T04:01:49Z,1400000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,
143,PT00M50.30S,2021-11-14T04:01:48.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,89.4053876478318,95.83333333333333,1610612746,30,24,2021-11-14T04:01:55Z,1410000,229.0,47.0,1,right,L. Kennard 3PT running (6 PTS) (T. Mann 3 AST),"[1628379, 1629611]",1610612746.0,LAC,running,,,Kennard,L. Kennard,,,,,,,,23.4,Made,6.0,,,,,,,,,,,,T. Mann,1629611.0,3.0
145,PT00M32.90S,2021-11-14T04:02:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,9.510512483574246,46.568627450980394,1610612750,30,26,2021-11-14T04:02:13Z,1430000,17.0,37.0,1,left,A. Edwards driving Layup (9 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,4.07,Made,9.0,,,,,,,,,,,,,,
146,PT00M11.00S,2021-11-14T04:02:32.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202704,89.6681997371879,54.65686274509804,1610612746,32,26,2021-11-14T04:02:38Z,1440000,23.0,45.0,1,right,R. Jackson driving Hook (9 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,5.03,Made,9.0,,,,,,,,,,,,,,
147,PT00M02.30S,2021-11-14T04:02:42.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,33.295006570302235,43.627450980392155,1610612750,32,26,2021-11-14T04:02:49Z,1450000,32.0,260.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,26.24,Missed,,,,,,,,,,,,,,,
148,PT00M02.30S,2021-11-14T04:02:42.8Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612746,32,26,2021-11-14T04:02:49Z,1460000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,
149,PT00M00.00S,2021-11-14T04:02:49.8Z,1,REGULAR,period,end,[],0,,,1610612746,32,26,2021-11-14T04:02:49Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-11-14T04:04:56.6Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612746,32,26,2021-11-14T04:05:22Z,1480000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-11-14T04:04:56.6Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612746,32,26,2021-11-14T04:05:22Z,1490000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-11-14T04:04:56.6Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612746,32,26,2021-11-14T04:05:22Z,1500000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-11-14T04:04:56.6Z,2,REGULAR,substitution,in,['startperiod'],202339,,,1610612746,32,26,2021-11-14T04:05:22Z,1510000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-11-14T04:04:56.6Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612746,32,26,2021-11-14T04:05:22Z,1520000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-14T04:04:56.6Z,2,REGULAR,substitution,in,['startperiod'],201976,,,1610612746,32,26,2021-11-14T04:05:22Z,1530000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-14T04:05:25.9Z,2,REGULAR,period,start,[],0,,,1610612746,32,26,2021-11-14T04:05:25Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M44.00S,2021-11-14T04:05:41.1Z,2,REGULAR,3pt,Jump Shot,[],1626159,78.89290407358739,94.6078431372549,1610612746,32,26,2021-11-14T04:05:49Z,1550000,223.0,146.0,1,right,MISS J. Winslow 26' 3PT,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,26.65,Missed,,,,,,,,,,,,,,,
158,PT11M42.00S,2021-11-14T04:05:43.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,32,26,2021-11-14T04:05:49Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,
159,PT11M42.00S,2021-11-14T04:05:48.5Z,2,REGULAR,foul,personal,[],1629675,,,1610612746,32,26,2021-11-14T04:05:56Z,1570000,,,0,,N. Reid loose ball personal FOUL (1 PF),"[1629675, 1628392]",1610612750.0,MIN,loose ball,,,Reid,N. Reid,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Hartenstein,1628392.0,,,
161,PT11M35.00S,2021-11-14T04:06:10.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202339,90.71944809461235,43.627450980392155,1610612746,32,26,2021-11-14T04:06:15Z,1590000,-32.0,35.0,1,right,MISS E. Bledsoe driving floating Shot,[202339],1610612746.0,LAC,driving floating,,,Bledsoe,E. Bledsoe,,,,,,,,4.71,Missed,,,,,,,,,,,,,,,
162,PT11M33.00S,2021-11-14T04:06:12.3Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,32,26,2021-11-14T04:06:15Z,1600000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,
163,PT11M24.00S,2021-11-14T04:06:21.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,12.532851511169525,47.30392156862745,1610612750,32,26,2021-11-14T04:06:27Z,1610000,13.0,65.0,1,left,MISS M. Beasley 6' driving floating Shot - blocked,"[1627736, 1628392]",1610612750.0,MIN,driving floating,,,Beasley,M. Beasley,,,,,,,,6.67,Missed,,,,,,Hartenstein,1628392.0,,,,,,,,
164,PT11M24.00S,2021-11-14T04:06:21.6Z,2,REGULAR,block,,[],1628392,,,1610612750,32,26,2021-11-14T04:06:23Z,1620000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M20.00S,2021-11-14T04:06:25.6Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,32,26,2021-11-14T04:06:27Z,1630000,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,163.0,3.0,3.0,0.0,,,,,,,,,,
166,PT11M17.00S,2021-11-14T04:06:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202339,89.27398160315374,45.833333333333336,1610612746,32,26,2021-11-14T04:06:35Z,1640000,-21.0,48.0,1,right,MISS E. Bledsoe running Layup - blocked,"[202339, 1626156]",1610612746.0,LAC,running,,,Bledsoe,E. Bledsoe,,,,,,,,5.26,Missed,,,,,,Russell,1626156.0,,,,,,,,
167,PT11M17.00S,2021-11-14T04:06:28.0Z,2,REGULAR,block,,[],1626156,,,1610612746,32,26,2021-11-14T04:06:30Z,1650000,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M17.00S,2021-11-14T04:06:28.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,32,26,2021-11-14T04:06:35Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,
169,PT11M17.00S,2021-11-14T04:06:32.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,32,26,2021-11-14T04:06:32Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M02.00S,2021-11-14T04:06:58.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,93.08475689881735,53.18627450980392,1610612746,34,26,2021-11-14T04:07:03Z,1680000,16.0,13.0,1,right,I. Hartenstein cutting Layup (2 PTS) (E. Bledsoe 3 AST),"[1628392, 202339]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,,,,2.02,Made,2.0,,,,,,,,,,,,E. Bledsoe,202339.0,3.0
172,PT10M52.00S,2021-11-14T04:07:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.145203679369246,44.36274509803921,1610612750,34,26,2021-11-14T04:07:13Z,1700000,28.0,15.0,1,left,MISS N. Reid cutting Layup,[1629675],1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,,,,3.18,Missed,,,,,,,,,,,,,,,
173,PT10M50.00S,2021-11-14T04:07:11.2Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,34,26,2021-11-14T04:07:13Z,1710000,,,0,,J. Winslow REBOUND (Off:0 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,
174,PT10M38.00S,2021-11-14T04:07:23.1Z,2,REGULAR,3pt,Jump Shot,[],202339,66.14651773981603,40.44117647058824,1610612746,37,26,2021-11-14T04:07:30Z,1720000,-48.0,266.0,1,right,E. Bledsoe 27' 3PT pullup (7 PTS) (I. Hartenstein 1 AST),"[202339, 1628392]",1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,27.0,Made,7.0,,,,,,,,,,,,I. Hartenstein,1628392.0,1.0
176,PT10M13.00S,2021-11-14T04:07:47.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,27.77595269382391,19.85294117647058,1610612750,37,29,2021-11-14T04:07:52Z,1740000,151.0,209.0,1,left,M. Beasley 25' 3PT  (3 PTS) (P. Beverley 2 AST),"[1627736, 201976]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,25.73,Made,3.0,,,,,,,,,,,,P. Beverley,201976.0,2.0
178,PT09M47.00S,2021-11-14T04:08:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,93.47897503285151,46.07843137254902,1610612746,39,29,2021-11-14T04:08:17Z,1760000,-20.0,9.0,1,right,J. Winslow Layup (2 PTS) (I. Hartenstein 2 AST),"[1626159, 1628392]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,2.15,Made,2.0,,,,,,,,,,,,I. Hartenstein,1628392.0,2.0
180,PT09M37.00S,2021-11-14T04:08:24.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,10.561760840998687,50.73529411764706,1610612750,39,29,2021-11-14T04:08:27Z,1780000,-4.0,47.0,1,left,MISS P. Beverley driving floating Shot,[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,,,,4.69,Missed,,,,,,,,,,,,,,,
181,PT09M35.00S,2021-11-14T04:08:26.0Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,39,29,2021-11-14T04:08:27Z,1790000,,,0,,I. Hartenstein REBOUND (Off:0 Def:4),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,180.0,4.0,4.0,0.0,,,,,,,,,,
