actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
446,PT04M28.00S,2021-12-14T05:09:38.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626166,6.093955321944804,46.568627450980394,1610612756,70,56,2021-12-14T05:18:24Z,4380000,17.0,5.0,1,left,MISS C. Payne driving reverse Layup,[1626166],1610612756.0,PHX,driving reverse,,,Payne,C. Payne,,,,,1.79,Missed,,,,,,,,,,,,,,,,,,,
450,PT04M22.00S,2021-12-14T05:09:44.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,70,56,2021-12-14T05:10:19Z,4390000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,446.0,,,,,,,,,,,,,,,,,,
447,PT04M22.00S,2021-12-14T05:10:19.0Z,3,REGULAR,jumpball,recovered,[],1629661,,,1610612756,70,56,2021-12-14T05:10:19Z,4400000,,,0,,Jump Ball I. Wainright vs. E. Bledsoe: Tip to C. Johnson,"[1629661, 1630688, 202339]",1610612756.0,PHX,heldball,C. Johnson,1629661.0,Johnson,C. Johnson,Wainright,1630688.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,,,,,,
451,PT04M11.00S,2021-12-14T05:10:30.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",101108,15.160972404730614,46.568627450980394,1610612756,70,56,2021-12-14T05:19:20Z,4430000,17.0,90.0,1,left,MISS C. Paul 9' turnaround fadeaway Shot,[101108],1610612756.0,PHX,turnaround fadeaway,,,Paul,C. Paul,,,,,9.16,Missed,,,,,,,,,,,,,,,,,,,
452,PT04M10.00S,2021-12-14T05:10:31.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,70,56,2021-12-14T05:10:38Z,4440000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,,
453,PT04M10.00S,2021-12-14T05:10:38.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612756,70,56,2021-12-14T05:11:06Z,4450000,,,0,,T. Mann loose ball personal FOUL (3 PF) (Johnson 2 FT),"[1629611, 1629661]",1610612746.0,LAC,loose ball,,,Mann,T. Mann,,,,,,,,,,,,,,,,201640.0,,,,,3.0,0.0,Johnson,1629661.0,
455,PT04M10.00S,2021-12-14T05:11:07.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629661,,,1610612756,70,57,2021-12-14T05:11:07Z,4470000,,,0,,C. Johnson Free Throw 1 of 2 (9 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,
456,PT04M10.00S,2021-12-14T05:11:20.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629661,,,1610612756,70,58,2021-12-14T05:11:20Z,4480000,,,0,,C. Johnson Free Throw 2 of 2 (10 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Made,,,,,,,,,,,10.0,,,,,,,,
457,PT03M56.00S,2021-12-14T05:11:34.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,93.61038107752957,46.81372549019608,1610612746,72,58,2021-12-14T05:11:38Z,4490000,-16.0,8.0,1,right,I. Hartenstein alley-oop Layup (8 PTS) (E. Bledsoe 3 AST),"[1628392, 202339]",1610612746.0,LAC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,1.76,Made,,,,,,,,,,,8.0,E. Bledsoe,202339.0,3.0,,,,,
459,PT03M42.00S,2021-12-14T05:11:48.0Z,3,REGULAR,3pt,Jump Shot,[],1630688,30.66688567674113,69.6078431372549,1610612756,72,58,2021-12-14T05:11:55Z,4510000,-98.0,236.0,1,left,MISS I. Wainright 25' 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
460,PT03M38.00S,2021-12-14T05:11:52.0Z,3,REGULAR,rebound,offensive,[],1629661,,,1610612756,72,58,2021-12-14T05:11:55Z,4520000,,,0,,C. Johnson REBOUND (Off:1 Def:5),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,459.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
461,PT03M36.00S,2021-12-14T05:11:57.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612756,72,58,2021-12-14T05:12:28Z,4530000,,,0,,I. Hartenstein personal FOUL (1 PF) (Johnson 2 FT),"[1628392, 1629661]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Johnson,1629661.0,
463,PT03M36.00S,2021-12-14T05:12:30.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629661,,,1610612756,72,59,2021-12-14T05:12:30Z,4550000,,,0,,C. Johnson Free Throw 1 of 2 (11 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Made,,,,,,,,,,,11.0,,,,,,,,
464,PT03M36.00S,2021-12-14T05:12:30.9Z,3,REGULAR,substitution,out,[],1628379,,,1610612756,72,59,2021-12-14T05:12:36Z,4560000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M36.00S,2021-12-14T05:12:30.9Z,3,REGULAR,substitution,in,[],202704,,,1610612756,72,59,2021-12-14T05:12:36Z,4570000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M36.00S,2021-12-14T05:12:47.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629661,,,1610612756,72,60,2021-12-14T05:12:47Z,4580000,,,0,,C. Johnson Free Throw 2 of 2 (12 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Made,,,,,,,,,,,12.0,,,,,,,,
467,PT03M19.00S,2021-12-14T05:13:09.4Z,3,REGULAR,foul,personal,[],1630688,,,1610612746,72,60,2021-12-14T05:13:14Z,4590000,,,0,,I. Wainright personal FOUL (3 PF),"[1630688, 1628392]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,1363.0,,,,,3.0,0.0,Hartenstein,1628392.0,
469,PT03M19.00S,2021-12-14T05:13:13.9Z,3,REGULAR,substitution,out,[],101108,,,1610612746,72,60,2021-12-14T05:13:23Z,4610000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M19.00S,2021-12-14T05:13:13.9Z,3,REGULAR,substitution,in,[],203901,,,1610612746,72,60,2021-12-14T05:13:23Z,4620000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M13.00S,2021-12-14T05:13:38.6Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612746,72,60,2021-12-14T05:13:41Z,4630000,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 1629661]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,2.0,Johnson,1629661.0,,,,,,,,,,,,
472,PT03M13.00S,2021-12-14T05:13:38.6Z,3,REGULAR,steal,,[],1629661,,,1610612756,72,60,2021-12-14T05:13:40Z,4640000,,,0,,C. Johnson STEAL (2 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M08.00S,2021-12-14T05:13:43.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629661,6.356767411300922,47.30392156862745,1610612756,72,62,2021-12-14T05:13:50Z,4650000,13.0,7.0,1,left,C. Johnson running Layup (14 PTS),[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,1.53,Made,,,,,,,,,,,14.0,,,,,,,,
474,PT02M47.00S,2021-12-14T05:14:03.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,94.00459921156373,39.21568627450981,1610612746,74,62,2021-12-14T05:14:08Z,4660000,-54.0,4.0,1,right,R. Jackson driving floating Jump Shot (15 PTS) (I. Hartenstein 4 AST),"[202704, 1628392]",1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,5.4,Made,,,,,,,,,,,15.0,I. Hartenstein,1628392.0,4.0,,,,,
476,PT02M39.00S,2021-12-14T05:14:11.5Z,3,REGULAR,3pt,Jump Shot,[],1626166,28.56438896189225,76.9607843137255,1610612756,74,62,2021-12-14T05:14:17Z,4680000,-135.0,216.0,1,left,MISS C. Payne 25' step back 3PT,[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
477,PT02M35.00S,2021-12-14T05:14:16.3Z,3,REGULAR,rebound,offensive,[],203901,,,1610612756,74,62,2021-12-14T05:14:16Z,4690000,,,0,,E. Payton REBOUND (Off:1 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,476.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
478,PT02M28.00S,2021-12-14T05:14:22.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626166,13.32128777923785,67.64705882352942,1610612756,74,62,2021-12-14T05:22:11Z,4700000,-88.0,73.0,1,left,MISS C. Payne 11' driving floating bank Shot,[1626166],1610612756.0,PHX,driving floating bank,,,Payne,C. Payne,,,,,11.43,Missed,,,,,,,,,,,,,,,,,,,
479,PT02M26.00S,2021-12-14T05:14:24.5Z,3,REGULAR,rebound,defensive,[],1630527,,,1610612746,74,62,2021-12-14T05:14:27Z,4710000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:2),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,478.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
480,PT02M23.00S,2021-12-14T05:14:34.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,74,62,2021-12-14T05:14:34Z,4720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M23.00S,2021-12-14T05:14:37.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,74,62,2021-12-14T05:14:37Z,4730000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M23.00S,2021-12-14T05:17:19.9Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,74,62,2021-12-14T05:17:33Z,4740000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M23.00S,2021-12-14T05:17:19.9Z,3,REGULAR,substitution,in,[],1626159,,,1610612746,74,62,2021-12-14T05:17:33Z,4750000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M13.00S,2021-12-14T05:17:38.4Z,3,REGULAR,turnover,lost ball,[],1626159,,,1610612746,74,62,2021-12-14T05:17:42Z,4760000,,,0,,J. Winslow lost ball TURNOVER (1 TO),"[1626159, 1628969]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,,,,,,,,
485,PT02M13.00S,2021-12-14T05:17:38.4Z,3,REGULAR,steal,,[],1628969,,,1610612756,74,62,2021-12-14T05:17:40Z,4770000,,,0,,M. Bridges STEAL (2 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M08.00S,2021-12-14T05:17:43.1Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629661,10.95597897503285,96.56862745098039,1610612756,74,62,2021-12-14T05:17:51Z,4780000,-233.0,50.0,1,left,MISS C. Johnson running 3PT,[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,,
487,PT02M04.00S,2021-12-14T05:17:47.1Z,3,REGULAR,rebound,offensive,[],1630688,,,1610612756,74,62,2021-12-14T05:17:51Z,4790000,,,0,,I. Wainright REBOUND (Off:1 Def:1),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,486.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
488,PT01M57.00S,2021-12-14T05:17:53.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203901,5.831143232588701,47.79411764705882,1610612756,74,62,2021-12-14T05:23:57Z,4800000,11.0,2.0,1,left,MISS E. Payton driving finger roll Layup,[203901],1610612756.0,PHX,driving finger roll,,,Payton,E. Payton,,,,,1.12,Missed,,,,,,,,,,,,,,,,,,,
490,PT01M54.00S,2021-12-14T05:17:56.6Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612746,74,62,2021-12-14T05:18:28Z,4820000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,488.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
491,PT01M53.00S,2021-12-14T05:17:59.8Z,3,REGULAR,foul,personal,[],1628969,,,1610612746,74,62,2021-12-14T05:18:11Z,4830000,,,0,,M. Bridges personal FOUL (3 PF),"[1628969, 202704]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,201638.0,,,,,3.0,0.0,Jackson,202704.0,
493,PT01M44.00S,2021-12-14T05:18:36.1Z,3,REGULAR,3pt,Jump Shot,[],202704,69.82588699080158,31.617647058823522,1610612746,74,62,2021-12-14T05:24:26Z,4850000,-92.0,231.0,1,right,MISS R. Jackson 24' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
494,PT01M40.00S,2021-12-14T05:18:40.1Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,74,62,2021-12-14T05:18:47Z,4860000,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,493.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
495,PT01M24.00S,2021-12-14T05:18:56.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,16.212220762155056,57.59803921568628,1610612756,74,64,2021-12-14T05:19:02Z,4870000,-38.0,100.0,1,left,M. Bridges 10' turnaround fadeaway Jump Shot (13 PTS) (C. Payne 3 AST),"[1628969, 1626166]",1610612756.0,PHX,turnaround fadeaway,,,Bridges,M. Bridges,,,,,10.69,Made,,,,,,,,,,,13.0,C. Payne,1626166.0,3.0,,,,,
497,PT01M13.00S,2021-12-14T05:19:10.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629661,,,1610612746,74,64,2021-12-14T05:19:23Z,4890000,,,0,,C. Johnson shooting personal FOUL (3 PF) (Winslow 2 FT),"[1629661, 1626159]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,201638.0,,,,,3.0,0.0,Winslow,1626159.0,
499,PT01M13.00S,2021-12-14T05:19:49.8Z,3,REGULAR,freethrow,1 of 2,[],1626159,,,1610612746,74,64,2021-12-14T05:19:49Z,4910000,,,0,,MISS J. Winslow Free Throw 1 of 2,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,Missed,,,,,,,,,,,,,,,,,,,
500,PT01M13.00S,2021-12-14T05:19:49.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,74,64,2021-12-14T05:19:49Z,4920000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,
501,PT01M13.00S,2021-12-14T05:20:04.5Z,3,REGULAR,freethrow,2 of 2,[],1626159,,,1610612746,75,64,2021-12-14T05:20:04Z,4930000,,,0,,J. Winslow Free Throw 2 of 2 (3 PTS),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
502,PT00M54.30S,2021-12-14T05:20:27.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612756,75,64,2021-12-14T05:20:36Z,4940000,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Payne 2 FT),"[1628392, 1626166]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,201638.0,,,,,2.0,0.0,Payne,1626166.0,
504,PT00M54.30S,2021-12-14T05:20:55.8Z,3,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,75,65,2021-12-14T05:20:55Z,4960000,,,0,,C. Payne Free Throw 1 of 2 (7 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
505,PT00M54.30S,2021-12-14T05:20:56.4Z,3,REGULAR,substitution,out,[],1628969,,,1610612756,75,65,2021-12-14T05:21:02Z,4970000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M54.30S,2021-12-14T05:20:56.4Z,3,REGULAR,substitution,in,[],1629013,,,1610612756,75,65,2021-12-14T05:21:02Z,4980000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M54.30S,2021-12-14T05:21:16.0Z,3,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,75,66,2021-12-14T05:21:16Z,4990000,,,0,,C. Payne Free Throw 2 of 2 (8 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
508,PT00M31.30S,2021-12-14T05:21:41.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,93.61038107752957,52.69607843137255,1610612746,77,66,2021-12-14T05:26:08Z,5000000,13.0,8.0,1,right,E. Bledsoe driving finger roll Layup (7 PTS) (B. Boston Jr. 1 AST),"[202339, 1630527]",1610612746.0,LAC,driving finger roll,,,Bledsoe,E. Bledsoe,,,,,1.55,Made,,,,,,,,,,,7.0,B. Boston Jr.,1630527.0,1.0,,,,,
510,PT00M11.40S,2021-12-14T05:22:02.7Z,3,REGULAR,3pt,Jump Shot,[],1630688,7.408015768725363,3.4313725490196134,1610612756,77,69,2021-12-14T05:22:07Z,5020000,233.0,17.0,1,left,I. Wainright 3PT  (3 PTS) (C. Payne 4 AST),"[1630688, 1626166]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,23.34,Made,,,,,,,,,,,3.0,C. Payne,1626166.0,4.0,,,,,
512,PT00M02.40S,2021-12-14T05:22:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.95335085413929,46.81372549019608,1610612746,79,69,2021-12-14T05:26:46Z,5040000,-16.0,14.0,1,right,R. Jackson driving reverse Layup (17 PTS),[202704],1610612746.0,LAC,driving reverse,,,Jackson,R. Jackson,,,,,2.1,Made,,,,,,,,,,,17.0,,,,,,,,
513,PT00M00.60S,2021-12-14T05:22:23.7Z,3,REGULAR,3pt,Jump Shot,[],1626166,50.114980289093296,38.970588235294116,1610612756,79,69,2021-12-14T05:28:00Z,5050000,55.0,419.0,1,left,MISS C. Payne 42' running pullup 3PT - blocked,"[1626166, 1626159]",1610612756.0,PHX,running pullup,,,Payne,C. Payne,,,,,42.22,Missed,,,,,,,,Winslow,1626159.0,,,,,,,,,,
514,PT00M00.60S,2021-12-14T05:22:23.7Z,3,REGULAR,block,,[],1626159,,,1610612756,79,69,2021-12-14T05:22:30Z,5060000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M00.10S,2021-12-14T05:22:24.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,79,69,2021-12-14T05:23:00Z,5070000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,,,,
516,PT00M00.00S,2021-12-14T05:22:34.8Z,3,REGULAR,period,end,[],0,,,1610612756,79,69,2021-12-14T05:22:34Z,5080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2021-12-14T05:25:02.8Z,4,REGULAR,period,start,[],0,,,1610612756,79,69,2021-12-14T05:25:02Z,5090000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT11M47.00S,2021-12-14T05:25:14.9Z,4,REGULAR,3pt,Jump Shot,[],1629661,31.45532194480947,33.08823529411765,1610612756,79,69,2021-12-14T05:25:23Z,5100000,85.0,243.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
519,PT11M45.00S,2021-12-14T05:25:16.9Z,4,REGULAR,rebound,offensive,[],1630688,,,1610612756,79,69,2021-12-14T05:25:56Z,5110000,,,0,,I. Wainright REBOUND (Off:2 Def:1),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,518.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
520,PT11M45.00S,2021-12-14T05:25:23.2Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630688,5.590000152587891,50.0,1610612756,79,71,2021-12-14T05:25:59Z,5120000,0.0,0.0,1,left,I. Wainright tip DUNK (5 PTS),[1630688],1610612756.0,PHX,tip,,,Wainright,I. Wainright,,,,,0.0,Made,,,,,,,,,,,5.0,,,,,,,,
521,PT11M35.00S,2021-12-14T05:25:29.7Z,4,REGULAR,foul,personal,[],1630688,,,1610612746,79,71,2021-12-14T05:25:42Z,5130000,,,0,,I. Wainright personal FOUL (4 PF),"[1630688, 202704]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,201638.0,,,,,4.0,0.0,Jackson,202704.0,
523,PT11M35.00S,2021-12-14T05:25:40.1Z,4,REGULAR,substitution,out,[],1630527,,,1610612746,79,71,2021-12-14T05:25:46Z,5150000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M35.00S,2021-12-14T05:25:40.1Z,4,REGULAR,substitution,in,[],1629611,,,1610612746,79,71,2021-12-14T05:25:46Z,5160000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT11M23.00S,2021-12-14T05:26:03.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202339,90.8508541392904,55.3921568627451,1610612746,79,71,2021-12-14T05:55:18Z,5170000,27.0,34.0,1,right,MISS E. Bledsoe driving Layup - blocked,"[202339, 1626166]",1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,4.3,Missed,,,,,,,,Payne,1626166.0,,,,,,,,,,
526,PT11M23.00S,2021-12-14T05:26:03.2Z,4,REGULAR,block,,[],1626166,,,1610612746,79,71,2021-12-14T05:26:05Z,5180000,,,0,,C. Payne BLOCK (1 BLK),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT11M19.00S,2021-12-14T05:26:07.2Z,4,REGULAR,rebound,defensive,[],1630688,,,1610612756,79,71,2021-12-14T05:26:07Z,5190000,,,0,,I. Wainright REBOUND (Off:2 Def:2),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,525.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
528,PT11M12.00S,2021-12-14T05:26:14.5Z,4,REGULAR,foul,offensive,[],203901,,,1610612756,79,71,2021-12-14T05:27:42Z,5200000,,,0,,E. Payton offensive FOUL (1 PF),"[203901, 202704]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,1363.0,,,,,1.0,0.0,Jackson,202704.0,
531,PT11M12.00S,2021-12-14T05:26:14.5Z,4,REGULAR,turnover,offensive foul,[],203901,,,1610612756,79,71,2021-12-14T05:26:14Z,5215000,,,0,,E. Payton offensive foul TURNOVER (2 TO),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,2.0,,,,,1363.0,,,,,,,,,
530,PT11M12.00S,2021-12-14T05:27:01.3Z,4,REGULAR,instantreplay,request,[],0,,,1610612746,79,71,2021-12-14T05:28:02Z,5220000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,,Common Foul Upheld
532,PT11M12.00S,2021-12-14T05:27:54.0Z,4,REGULAR,substitution,out,[],202339,,,1610612746,79,71,2021-12-14T05:28:08Z,5230000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT11M12.00S,2021-12-14T05:27:54.0Z,4,REGULAR,substitution,out,[],1626159,,,1610612746,79,71,2021-12-14T05:28:08Z,5240000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT11M12.00S,2021-12-14T05:27:54.0Z,4,REGULAR,substitution,in,[],202694,,,1610612746,79,71,2021-12-14T05:28:08Z,5250000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT11M12.00S,2021-12-14T05:27:54.0Z,4,REGULAR,substitution,in,[],1628379,,,1610612746,79,71,2021-12-14T05:28:08Z,5260000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT11M02.00S,2021-12-14T05:28:20.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629611,92.82194480946123,49.26470588235294,1610612746,81,71,2021-12-14T05:28:31Z,5270000,-4.0,15.0,1,right,T. Mann driving DUNK (11 PTS) (L. Kennard 4 AST),"[1629611, 1628379]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,1.54,Made,,,,,,,,,,,11.0,L. Kennard,1628379.0,4.0,,,,,
