actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
90,PT04M30.00S,2021-12-14T03:56:08.9Z,1,REGULAR,substitution,out,[],101108,,,1610612746,16,8,2021-12-14T03:56:19Z,900000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M30.00S,2021-12-14T03:56:08.9Z,1,REGULAR,substitution,out,[],203109,,,1610612746,16,8,2021-12-14T03:56:19Z,910000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M30.00S,2021-12-14T03:56:08.9Z,1,REGULAR,substitution,in,[],201580,,,1610612746,16,8,2021-12-14T03:56:19Z,920000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M30.00S,2021-12-14T03:56:08.9Z,1,REGULAR,substitution,in,[],1629013,,,1610612746,16,8,2021-12-14T03:56:19Z,930000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M30.00S,2021-12-14T03:56:38.5Z,1,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,17,8,2021-12-14T03:56:38Z,940000,,,0,,R. Jackson Free Throw 2 of 2 (8 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
95,PT04M18.00S,2021-12-14T03:56:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,91.37647831800263,59.31372549019608,1610612756,17,8,2021-12-14T03:57:17Z,950000,47.0,29.0,1,right,MISS C. Payne driving bank Shot,[1626166],1610612756.0,PHX,driving bank,,,Payne,C. Payne,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,,
96,PT04M18.00S,2021-12-14T03:56:52.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,17,8,2021-12-14T03:57:05Z,960000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,
97,PT04M18.00S,2021-12-14T03:57:04.3Z,1,REGULAR,foul,personal,[],201580,,,1610612746,17,8,2021-12-14T03:57:13Z,970000,,,0,,J. McGee loose ball personal FOUL (1 PF),"[201580, 1627826]",1610612756.0,PHX,loose ball,,,McGee,J. McGee,,,,,,,,,,,,,,,,201640.0,,,,,1.0,0.0,Zubac,1627826.0,
99,PT04M18.00S,2021-12-14T03:57:21.9Z,1,REGULAR,substitution,out,[],202704,,,1610612746,17,8,2021-12-14T03:57:24Z,990000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M18.00S,2021-12-14T03:57:21.9Z,1,REGULAR,substitution,in,[],202339,,,1610612746,17,8,2021-12-14T03:57:24Z,1000000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2021-12-14T03:57:30.7Z,1,REGULAR,turnover,traveling,[],202694,,,1610612746,17,8,2021-12-14T03:59:22Z,1010000,,,0,,M. Morris Sr. traveling TURNOVER (1 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,1.0,,,,,201640.0,,,,,,,,,
102,PT03M57.00S,2021-12-14T03:57:49.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201580,92.16491458607096,52.69607843137255,1610612756,17,10,2021-12-14T03:59:04Z,1020000,13.0,21.0,1,right,J. McGee Hook (2 PTS) (C. Payne 2 AST),"[201580, 1626166]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,2.5,Made,,,,,,,,,,,2.0,C. Payne,1626166.0,2.0,,,,,
104,PT03M45.00S,2021-12-14T03:58:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629611,10.693166885676746,96.56862745098039,1610612746,20,10,2021-12-14T03:58:07Z,1040000,-233.0,48.0,1,left,T. Mann 3PT  (5 PTS) (E. Bledsoe 1 AST),"[1629611, 202339]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,23.77,Made,,,,,,,,,,,5.0,E. Bledsoe,202339.0,1.0,,,,,
106,PT03M33.00S,2021-12-14T03:58:13.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,89.4053876478318,48.0392156862745,1610612756,20,12,2021-12-14T03:58:17Z,1060000,-10.0,47.0,1,right,C. Payne driving floating Jump Shot (2 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,4.81,Made,,,,,,,,,,,2.0,,,,,,,,
107,PT03M25.00S,2021-12-14T03:58:24.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629661,,,1610612746,20,12,2021-12-14T03:58:41Z,1070000,,,0,,C. Johnson personal FOUL (1 PF) (Boston Jr. 2 FT),"[1629661, 1630527]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,1363.0,,,,,1.0,0.0,Boston Jr.,1630527.0,
109,PT03M25.00S,2021-12-14T03:58:57.6Z,1,REGULAR,freethrow,1 of 2,[],1630527,,,1610612746,20,12,2021-12-14T03:59:28Z,1090000,,,0,,MISS B. Boston Jr. Free Throw 1 of 2,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M25.00S,2021-12-14T03:58:57.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,20,12,2021-12-14T03:59:28Z,1100000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,
111,PT03M25.00S,2021-12-14T03:58:58.5Z,1,REGULAR,substitution,out,[],202694,,,1610612746,20,12,2021-12-14T03:59:10Z,1110000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M25.00S,2021-12-14T03:58:58.5Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,20,12,2021-12-14T03:59:10Z,1120000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M25.00S,2021-12-14T03:58:58.5Z,1,REGULAR,substitution,in,[],1626159,,,1610612746,20,12,2021-12-14T03:59:10Z,1130000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M25.00S,2021-12-14T03:58:58.5Z,1,REGULAR,substitution,in,[],1628392,,,1610612746,20,12,2021-12-14T03:59:10Z,1140000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M25.00S,2021-12-14T03:58:57.6Z,1,REGULAR,freethrow,2 of 2,[],1630527,,,1610612746,20,12,2021-12-14T03:59:28Z,1150000,,,0,,MISS B. Boston Jr. Free Throw 2 of 2,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2021-12-14T03:59:04.6Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,20,12,2021-12-14T03:59:28Z,1160000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
117,PT03M12.00S,2021-12-14T03:59:34.8Z,1,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612756,20,12,2021-12-14T03:59:44Z,1170000,,,0,,C. Payne bad pass out-of-bounds TURNOVER (1 TO),[1626166],1610612756.0,PHX,bad pass,,,Payne,C. Payne,,,,,,,,,,,1.0,,,,,201638.0,,,,,,,,,
118,PT03M05.00S,2021-12-14T03:59:45.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,27.38173455978975,80.3921568627451,1610612746,20,12,2021-12-14T04:01:00Z,1180000,-152.0,205.0,1,left,MISS T. Mann 25' step back 3PT,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M02.00S,2021-12-14T03:59:48.3Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,20,12,2021-12-14T03:59:49Z,1190000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
120,PT02M51.00S,2021-12-14T03:59:59.6Z,1,REGULAR,turnover,out-of-bounds,[],201580,,,1610612756,20,12,2021-12-14T04:00:03Z,1200000,,,0,,J. McGee lost ball out-of-bounds TURNOVER (1 TO),[201580],1610612756.0,PHX,lost ball,,,McGee,J. McGee,,,,,,,,,,,1.0,,,,,1363.0,,,,,,,,,
121,PT02M51.00S,2021-12-14T04:00:09.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,20,12,2021-12-14T04:00:09Z,1210000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M51.00S,2021-12-14T04:02:36.7Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,20,12,2021-12-14T04:02:50Z,1220000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M51.00S,2021-12-14T04:02:36.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612746,20,12,2021-12-14T04:02:50Z,1230000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M51.00S,2021-12-14T04:02:36.7Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,20,12,2021-12-14T04:02:50Z,1240000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M51.00S,2021-12-14T04:02:36.7Z,1,REGULAR,substitution,in,[],203901,,,1610612746,20,12,2021-12-14T04:02:50Z,1250000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2021-12-14T04:03:12.4Z,1,REGULAR,turnover,out-of-bounds,[],1628392,,,1610612746,20,12,2021-12-14T04:04:00Z,1260000,,,0,,I. Hartenstein bad pass out-of-bounds TURNOVER (1 TO),[1628392],1610612746.0,LAC,bad pass,,,Hartenstein,I. Hartenstein,,,,,,,,,,,1.0,,,,,201638.0,,,,,,,,,
127,PT02M29.00S,2021-12-14T04:03:29.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,66.93495400788436,61.76470588235294,1610612756,20,12,2021-12-14T04:03:48Z,1270000,59.0,258.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M26.00S,2021-12-14T04:03:32.8Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,20,12,2021-12-14T04:03:48Z,1280000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,127.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
129,PT02M21.00S,2021-12-14T04:03:37.9Z,1,REGULAR,2pt,Jump Shot,[],1628379,20.02299605781866,28.186274509803923,1610612746,20,12,2021-12-14T04:03:54Z,1290000,109.0,136.0,1,left,MISS L. Kennard 17' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,17.41,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M17.00S,2021-12-14T04:03:41.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,20,12,2021-12-14T04:03:54Z,1300000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,129.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
131,PT02M11.00S,2021-12-14T04:03:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,92.0335085413929,52.69607843137255,1610612756,20,14,2021-12-14T04:04:35Z,1310000,13.0,22.0,1,right,C. Johnson driving Layup (2 PTS),[1629661],1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,2.62,Made,,,,,,,,,,,2.0,,,,,,,,
132,PT01M48.00S,2021-12-14T04:04:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,10.298948751642584,39.4607843137255,1610612746,22,14,2021-12-14T04:04:13Z,1320000,53.0,44.0,1,left,I. Hartenstein 6' floating Jump Shot (2 PTS),[1628392],1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,6.88,Made,,,,,,,,,,,2.0,,,,,,,,
133,PT01M39.00S,2021-12-14T04:04:18.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,83.88633377135349,59.80392156862745,1610612756,22,16,2021-12-14T04:04:21Z,1330000,49.0,99.0,1,right,J. McGee 11' floating Jump Shot (4 PTS) (L. Shamet 1 AST),"[201580, 1629013]",1610612756.0,PHX,floating,,,McGee,J. McGee,,,,,11.05,Made,,,,,,,,,,,4.0,L. Shamet,1629013.0,1.0,,,,,
135,PT01M23.00S,2021-12-14T04:04:35.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626159,7.276609724047319,59.31372549019608,1610612746,22,16,2021-12-14T04:04:44Z,1350000,-47.0,16.0,1,left,MISS J. Winslow bank Hook,[1626159],1610612746.0,LAC,bank,,,Winslow,J. Winslow,,,,,4.92,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M20.00S,2021-12-14T04:04:38.8Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,22,16,2021-12-14T04:04:40Z,1360000,,,0,,J. McGee REBOUND (Off:0 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,135.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
137,PT01M11.00S,2021-12-14T04:04:47.3Z,1,REGULAR,2pt,Jump Shot,[],1629013,93.2161629434954,81.37254901960785,1610612756,22,18,2021-12-14T04:09:31Z,1370000,157.0,11.0,1,right,L. Shamet 15' step back Jump Shot (2 PTS),[1629013],1610612756.0,PHX,step back,,,Shamet,L. Shamet,,,,,15.73,Made,,,,,,,,,,,2.0,,,,,,,,
138,PT00M57.00S,2021-12-14T04:05:01.3Z,1,REGULAR,3pt,Jump Shot,[],1628379,8.459264126149804,4.656862745098039,1610612746,25,18,2021-12-14T04:05:05Z,1380000,227.0,27.0,1,left,L. Kennard 3PT  (3 PTS) (J. Winslow 1 AST),"[1628379, 1626159]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,22.83,Made,,,,,,,,,,,3.0,J. Winslow,1626159.0,1.0,,,,,
140,PT00M49.30S,2021-12-14T04:05:12.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,69.56307490144546,76.47058823529412,1610612756,25,21,2021-12-14T04:05:16Z,1400000,132.0,234.0,1,right,C. Johnson 26' 3PT  (5 PTS) (E. Payton 1 AST),"[1629661, 203901]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.85,Made,,,,,,,,,,,5.0,E. Payton,203901.0,1.0,,,,,
142,PT00M36.60S,2021-12-14T04:05:27.0Z,1,REGULAR,3pt,Jump Shot,[],1630527,9.773324572930349,3.4313725490196134,1610612746,25,21,2021-12-14T04:06:48Z,1420000,233.0,39.0,1,left,MISS B. Boston Jr. pullup 3PT,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M31.80S,2021-12-14T04:05:31.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,25,21,2021-12-14T04:05:33Z,1430000,,,0,,C. Johnson REBOUND (Off:0 Def:4),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,142.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
144,PT00M25.60S,2021-12-14T04:05:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,91.90210249671485,53.431372549019606,1610612756,25,21,2021-12-14T04:05:42Z,1440000,17.0,24.0,1,right,MISS C. Johnson driving Layup - blocked,"[1629661, 1628392]",1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,2.92,Missed,,,,,,,,Hartenstein,1628392.0,,,,,,,,,,
145,PT00M25.60S,2021-12-14T04:05:38.1Z,1,REGULAR,block,,[],1628392,,,1610612756,25,21,2021-12-14T04:05:41Z,1450000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M25.40S,2021-12-14T04:05:38.3Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,25,21,2021-12-14T04:05:42Z,1460000,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,144.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
147,PT00M25.40S,2021-12-14T04:05:42.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201580,,,1610612746,25,21,2021-12-14T04:05:48Z,1470000,,,0,,J. McGee personal FOUL (2 PF) (Kennard 2 FT),"[201580, 1628379]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,1363.0,,,,,2.0,0.0,Kennard,1628379.0,
149,PT00M25.40S,2021-12-14T04:06:17.5Z,1,REGULAR,freethrow,1 of 2,[],1628379,,,1610612746,26,21,2021-12-14T04:06:17Z,1490000,,,0,,L. Kennard Free Throw 1 of 2 (4 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
150,PT00M25.40S,2021-12-14T04:06:18.1Z,1,REGULAR,substitution,out,[],201580,,,1610612746,26,21,2021-12-14T04:06:26Z,1500000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M25.40S,2021-12-14T04:06:18.1Z,1,REGULAR,substitution,in,[],101108,,,1610612746,26,21,2021-12-14T04:06:26Z,1510000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M25.40S,2021-12-14T04:06:33.3Z,1,REGULAR,substitution,out,[],1628392,,,1610612746,26,21,2021-12-14T04:06:38Z,1520000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M25.40S,2021-12-14T04:06:33.3Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,26,21,2021-12-14T04:06:38Z,1530000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M25.40S,2021-12-14T04:06:54.7Z,1,REGULAR,freethrow,2 of 2,[],1628379,,,1610612746,27,21,2021-12-14T04:06:54Z,1540000,,,0,,L. Kennard Free Throw 2 of 2 (5 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
155,PT00M07.00S,2021-12-14T04:07:17.4Z,1,REGULAR,foul,personal,[],1628379,,,1610612756,27,21,2021-12-14T04:07:29Z,1550000,,,0,,L. Kennard take personal FOUL (2 PF),"[1628379, 101108]",1610612746.0,LAC,take,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,201638.0,,,,,2.0,0.0,Paul,101108.0,
157,PT00M07.00S,2021-12-14T04:07:30.4Z,1,REGULAR,substitution,out,[],1628379,,,1610612756,27,21,2021-12-14T04:07:44Z,1570000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M07.00S,2021-12-14T04:07:30.4Z,1,REGULAR,substitution,out,[],1626166,,,1610612756,27,21,2021-12-14T04:07:44Z,1580000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M07.00S,2021-12-14T04:07:30.4Z,1,REGULAR,substitution,in,[],1630553,,,1610612756,27,21,2021-12-14T04:07:44Z,1590000,,,0,,SUB in: K. Johnson,[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M07.00S,2021-12-14T04:07:30.4Z,1,REGULAR,substitution,in,[],201580,,,1610612756,27,21,2021-12-14T04:07:44Z,1600000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M01.50S,2021-12-14T04:08:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201580,93.61038107752957,46.07843137254902,1610612756,27,21,2021-12-14T04:08:35Z,1610000,-20.0,8.0,1,right,MISS J. McGee reverse Layup,[201580],1610612756.0,PHX,reverse,,,McGee,J. McGee,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,,
162,PT00M00.50S,2021-12-14T04:08:04.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,27,21,2021-12-14T04:08:35Z,1620000,,,0,,T. Mann REBOUND (Off:0 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,161.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
163,PT00M00.00S,2021-12-14T04:08:09.8Z,1,REGULAR,period,end,[],0,,,1610612746,27,21,2021-12-14T04:08:09Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-14T04:08:58.9Z,2,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,27,21,2021-12-14T04:10:54Z,1640000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-14T04:08:58.9Z,2,REGULAR,substitution,out,['startperiod'],1630553,,,1610612746,27,21,2021-12-14T04:10:54Z,1650000,,,0,,SUB out: K. Johnson,[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-14T04:08:58.9Z,2,REGULAR,substitution,out,['startperiod'],203901,,,1610612746,27,21,2021-12-14T04:10:54Z,1660000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-14T04:08:58.9Z,2,REGULAR,substitution,out,['startperiod'],201580,,,1610612746,27,21,2021-12-14T04:10:54Z,1670000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-14T04:08:58.9Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612746,27,21,2021-12-14T04:10:54Z,1680000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-14T04:08:58.9Z,2,REGULAR,substitution,in,['startperiod'],1628379,,,1610612746,27,21,2021-12-14T04:10:54Z,1690000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-14T04:08:58.9Z,2,REGULAR,substitution,in,['startperiod'],1630688,,,1610612746,27,21,2021-12-14T04:10:54Z,1700000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-14T04:08:58.9Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612746,27,21,2021-12-14T04:10:54Z,1710000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-14T04:10:49.4Z,2,REGULAR,period,start,[],0,,,1610612746,27,21,2021-12-14T04:10:55Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M42.00S,2021-12-14T04:11:07.4Z,2,REGULAR,3pt,Jump Shot,[],1630527,33.03219448094612,50.73529411764706,1610612746,27,21,2021-12-14T04:11:11Z,1730000,-4.0,258.0,1,left,MISS B. Boston Jr. 25' step back 3PT,[1630527],1610612746.0,LAC,step back,,,Boston Jr.,B. Boston Jr.,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M37.00S,2021-12-14T04:11:12.4Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,27,21,2021-12-14T04:11:11Z,1740000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
175,PT11M24.00S,2021-12-14T04:11:24.3Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,27,21,2021-12-14T04:12:47Z,1750000,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 202339]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,1.0,Bledsoe,202339.0,,,,,,,,,,,,
176,PT11M24.00S,2021-12-14T04:11:24.3Z,2,REGULAR,steal,,[],202339,,,1610612746,27,21,2021-12-14T04:11:26Z,1760000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M21.00S,2021-12-14T04:11:28.9Z,2,REGULAR,foul,personal,[],1629013,,,1610612746,27,21,2021-12-14T04:11:37Z,1770000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 1628379]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,201640.0,,,,,1.0,0.0,Kennard,1628379.0,
