actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
266,PT04M41.00S,2021-11-24T04:30:39.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202694,82.30946123521682,46.81372549019608,1610612746,37,32,2021-11-24T04:30:44Z,2660000,-16.0,114.0,1,right,MISS M. Morris Sr. 11' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,11.49,Missed,,,,,,,,,,,,,,,,,,,
267,PT04M38.00S,2021-11-24T04:30:42.0Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,37,32,2021-11-24T04:30:44Z,2670000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
268,PT04M17.00S,2021-11-24T04:31:03.3Z,2,REGULAR,3pt,Jump Shot,[],203501,31.192509855453352,25.0,1610612742,37,32,2021-11-24T04:31:08Z,2680000,125.0,241.0,1,left,MISS T. Hardaway Jr. 27' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,27.12,Missed,,,,,,,,,,,,,,,,,,,
269,PT04M15.00S,2021-11-24T04:31:05.3Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,37,32,2021-11-24T04:31:08Z,2690000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,268.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
270,PT04M08.00S,2021-11-24T04:31:12.3Z,2,REGULAR,2pt,Jump Shot,[],202704,83.49211563731932,75.0,1610612746,37,32,2021-11-24T04:31:17Z,2700000,125.0,103.0,1,right,MISS R. Jackson 16' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,16.18,Missed,,,,,,,,,,,,,,,,,,,
271,PT04M06.00S,2021-11-24T04:31:14.3Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,37,32,2021-11-24T04:31:17Z,2710000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,270.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
272,PT04M01.00S,2021-11-24T04:31:22.9Z,2,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612742,37,32,2021-11-24T04:31:26Z,2720000,,,0,,L. Kennard shooting personal FOUL (3 PF) (Hardaway Jr. 2 FT),"[1628379, 203501]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,,,,,,,202053.0,3.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,
274,PT04M01.00S,2021-11-24T04:31:49.7Z,2,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,37,32,2021-11-24T04:31:49Z,2740000,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
275,PT04M01.00S,2021-11-24T04:31:49.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,37,32,2021-11-24T04:31:49Z,2750000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,,
276,PT04M01.00S,2021-11-24T04:31:50.4Z,2,REGULAR,substitution,out,[],1628379,,,1610612742,37,32,2021-11-24T04:31:53Z,2760000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M01.00S,2021-11-24T04:31:50.4Z,2,REGULAR,substitution,in,[],1629599,,,1610612742,37,32,2021-11-24T04:31:53Z,2770000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M01.00S,2021-11-24T04:32:06.9Z,2,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,37,33,2021-11-24T04:32:06Z,2780000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (5 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
279,PT03M54.00S,2021-11-24T04:32:18.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,37,33,2021-11-24T04:32:18Z,2790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M43.00S,2021-11-24T04:32:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202694,92.55913272010513,44.85294117647059,1610612746,39,33,2021-11-24T04:32:55Z,2800000,-26.0,17.0,1,right,M. Morris Sr. driving Layup (7 PTS) (A. Coffey 1 AST),"[202694, 1629599]",1610612746.0,LAC,driving,,,Morris Sr.,M. Morris Sr.,,,,,3.1,Made,,,,,,,,,,7.0,,,,A. Coffey,1629599.0,1.0,,,
282,PT03M43.00S,2021-11-24T04:32:49.7Z,2,REGULAR,foul,personal,['1freethrow'],1628467,,,1610612746,39,33,2021-11-24T04:33:00Z,2820000,,,0,,M. Kleber shooting personal FOUL (2 PF) (Morris Sr. 1 FT),"[1628467, 202694]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,202053.0,2.0,0.0,Morris Sr.,202694.0,,,,,,,,,,
284,PT03M43.00S,2021-11-24T04:33:16.6Z,2,REGULAR,freethrow,1 of 1,[],202694,,,1610612746,39,33,2021-11-24T04:33:16Z,2840000,,,0,,MISS M. Morris Sr. Free Throw 1 of 1,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
285,PT03M40.00S,2021-11-24T04:33:18.3Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,39,33,2021-11-24T04:33:18Z,2850000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,284.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
286,PT03M26.00S,2021-11-24T04:33:32.1Z,2,REGULAR,2pt,Jump Shot,[],203501,19.365965834428394,67.8921568627451,1610612742,39,33,2021-11-24T04:33:41Z,2860000,-89.0,130.0,1,left,MISS T. Hardaway Jr. 15' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,15.74,Missed,,,,,,,,,,,,,,,,,,,
287,PT03M25.00S,2021-11-24T04:33:33.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,39,33,2021-11-24T04:33:41Z,2870000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,,,,
288,PT03M25.00S,2021-11-24T04:33:40.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627826,,,1610612742,39,33,2021-11-24T04:33:49Z,2880000,,,0,,I. Zubac loose ball personal FOUL (1 PF) (Porzingis 2 FT),"[1627826, 204001]",1610612746.0,LAC,loose ball,,,Zubac,I. Zubac,,,,,,,,,,,201640.0,1.0,1.0,Porzingis,204001.0,,,,,,,,,,
290,PT03M25.00S,2021-11-24T04:33:49.8Z,2,REGULAR,substitution,out,[],203504,,,1610612742,39,33,2021-11-24T04:33:52Z,2900000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M25.00S,2021-11-24T04:33:49.8Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,39,33,2021-11-24T04:33:52Z,2910000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M25.00S,2021-11-24T04:34:04.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],204001,,,1610612742,39,34,2021-11-24T04:34:04Z,2920000,,,0,,K. Porzingis Free Throw 1 of 2 (9 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
293,PT03M25.00S,2021-11-24T04:34:22.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],204001,,,1610612742,39,35,2021-11-24T04:34:22Z,2930000,,,0,,K. Porzingis Free Throw 2 of 2 (10 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
294,PT03M11.00S,2021-11-24T04:34:38.4Z,2,REGULAR,turnover,bad pass,[],202331,,,1610612746,39,35,2021-11-24T04:34:42Z,2940000,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1627827]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,1.0,,,,,,Finney-Smith,1627827.0,
295,PT03M11.00S,2021-11-24T04:34:38.4Z,2,REGULAR,steal,,[],1627827,,,1610612742,39,35,2021-11-24T04:34:40Z,2950000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M56.00S,2021-11-24T04:34:53.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,31.718134034165573,79.90196078431373,1610612742,39,35,2021-11-24T04:34:59Z,2960000,-150.0,246.0,1,left,MISS L. Doncic 28' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,28.76,Missed,,,,,,,,,,,,,,,,,,,
297,PT02M52.00S,2021-11-24T04:34:57.4Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,39,35,2021-11-24T04:34:59Z,2970000,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,296.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
298,PT02M45.00S,2021-11-24T04:35:04.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,88.48554533508542,52.205882352941174,1610612746,41,35,2021-11-24T04:35:08Z,2980000,11.0,56.0,1,right,I. Zubac Hook (6 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,5.68,Made,,,,,,,,,,6.0,,,,R. Jackson,202704.0,1.0,,,
300,PT02M30.00S,2021-11-24T04:35:18.2Z,2,REGULAR,3pt,Jump Shot,[],204001,32.769382391590014,70.09803921568627,1610612742,41,35,2021-11-24T04:35:23Z,3000000,-100.0,256.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,27.46,Missed,,,,,,,,,,,,,,,,,,,
301,PT02M28.00S,2021-11-24T04:35:20.2Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,41,35,2021-11-24T04:35:23Z,3010000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,300.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
302,PT02M19.00S,2021-11-24T04:35:29.9Z,2,REGULAR,3pt,Jump Shot,[],202694,97.76609724047306,3.1632965686274446,1610612746,41,35,2021-11-24T04:35:36Z,3020000,-234.0,-32.0,1,right,MISS M. Morris Sr. 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
303,PT02M16.00S,2021-11-24T04:35:32.9Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,41,35,2021-11-24T04:35:36Z,3030000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,302.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
304,PT02M02.00S,2021-11-24T04:35:46.6Z,2,REGULAR,3pt,Jump Shot,[],204001,33.952036793692514,62.00980392156863,1610612742,41,35,2021-11-24T04:35:51Z,3040000,-60.0,267.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
305,PT01M59.00S,2021-11-24T04:35:49.6Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,41,35,2021-11-24T04:35:51Z,3050000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:5),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,304.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
306,PT01M48.00S,2021-11-24T04:36:04.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,41,35,2021-11-24T04:36:04Z,3060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M48.00S,2021-11-24T04:36:05.3Z,2,REGULAR,substitution,out,[],202694,,,1610612746,41,35,2021-11-24T04:36:10Z,3070000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M48.00S,2021-11-24T04:36:05.3Z,2,REGULAR,substitution,in,[],202339,,,1610612746,41,35,2021-11-24T04:36:10Z,3080000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M44.00S,2021-11-24T04:36:32.4Z,2,REGULAR,2pt,Jump Shot,[],202331,89.61892247043365,81.59466911764706,1610612746,43,35,2021-11-24T04:36:43Z,3090000,158.0,45.0,1,right,P. George 16' turnaround Jump Shot (5 PTS),[202331],1610612746.0,LAC,turnaround,,,George,P. George,,,,,16.43,Made,,,,,,,,,,5.0,,,,,,,,,
310,PT01M31.00S,2021-11-24T04:36:47.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202339,,,1610612742,43,35,2021-11-24T04:36:51Z,3100000,,,0,,E. Bledsoe shooting personal FOUL (3 PF) (Porzingis 2 FT),"[202339, 204001]",1610612746.0,LAC,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,202053.0,3.0,0.0,Porzingis,204001.0,,,,,,,,,,
312,PT01M31.00S,2021-11-24T04:37:21.1Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612742,43,35,2021-11-24T04:37:21Z,3120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M31.00S,2021-11-24T04:38:13.6Z,2,REGULAR,substitution,out,[],202339,,,1610612742,43,35,2021-11-24T04:38:27Z,3130000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M31.00S,2021-11-24T04:38:13.6Z,2,REGULAR,substitution,in,[],1626159,,,1610612742,43,35,2021-11-24T04:38:27Z,3140000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M31.00S,2021-11-24T04:38:34.0Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,43,36,2021-11-24T04:38:34Z,3150000,,,0,,K. Porzingis Free Throw 1 of 2 (11 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
316,PT01M31.00S,2021-11-24T04:38:59.6Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,43,37,2021-11-24T04:38:59Z,3160000,,,0,,K. Porzingis Free Throw 2 of 2 (12 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
317,PT01M14.00S,2021-11-24T04:39:23.3Z,2,REGULAR,2pt,Jump Shot,[],202331,78.71222076215506,44.09466911764706,1610612746,45,37,2021-11-24T04:39:59Z,3170000,-30.0,148.0,1,right,P. George 15' driving floating Jump Shot (7 PTS),[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,15.05,Made,,,,,,,,,,7.0,,,,,,,,,
318,PT01M14.00S,2021-11-24T04:39:26.6Z,2,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612746,45,37,2021-11-24T04:39:31Z,3180000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (George 1 FT),"[1627827, 202331]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1627541.0,1.0,0.0,George,202331.0,,,,,,,,,,
320,PT01M14.00S,2021-11-24T04:39:54.1Z,2,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,46,37,2021-11-24T04:39:54Z,3200000,,,0,,P. George Free Throw 1 of 1 (8 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
321,PT00M59.10S,2021-11-24T04:40:11.1Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,46,37,2021-11-24T04:40:15Z,3210000,,,0,,L. Doncic bad pass TURNOVER (4 TO),"[1629029, 202704]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,4.0,,,,,,Jackson,202704.0,
322,PT00M59.10S,2021-11-24T04:40:11.1Z,2,REGULAR,steal,,[],202704,,,1610612746,46,37,2021-11-24T04:40:13Z,3220000,,,0,,R. Jackson STEAL (3 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M56.30S,2021-11-24T04:40:14.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,93.34756898817345,49.26470588235294,1610612746,48,37,2021-11-24T04:40:21Z,3230000,-4.0,10.0,1,right,A. Coffey running DUNK (5 PTS) (R. Jackson 2 AST),"[1629599, 202704]",1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,1.07,Made,,,,,,,,,,5.0,,,,R. Jackson,202704.0,2.0,,,
325,PT00M38.30S,2021-11-24T04:40:36.8Z,2,REGULAR,3pt,Jump Shot,[],1629029,33.952036793692514,60.049019607843135,1610612742,48,40,2021-11-24T04:42:27Z,3250000,-50.0,267.0,1,left,L. Doncic 27' 3PT step back (11 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,27.13,Made,,,,,,,,,,11.0,,,,,,,,,
326,PT00M33.40S,2021-11-24T04:40:47.3Z,2,REGULAR,3pt,Jump Shot,[],202704,67.46057818659658,71.56862745098039,1610612746,48,40,2021-11-24T04:40:54Z,3260000,108.0,253.0,1,right,MISS R. Jackson 27' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
327,PT00M30.90S,2021-11-24T04:40:49.8Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,48,40,2021-11-24T04:40:54Z,3270000,,,0,,M. Kleber REBOUND (Off:0 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,326.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
328,PT00M10.60S,2021-11-24T04:41:15.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,48,40,2021-11-24T04:41:15Z,3280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M10.60S,2021-11-24T04:41:31.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629599,,,1610612742,48,40,2021-11-24T04:43:45Z,3290000,,,0,,A. Coffey away-from-play personal FOUL (1 PF) (Kleber 1 FT),"[1629599, 1628467]",1610612746.0,LAC,away-from-play,,,Coffey,A. Coffey,,,,,,,,,,,201640.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,,
331,PT00M10.60S,2021-11-24T04:41:55.5Z,2,REGULAR,freethrow,1 of 1,[],204001,,,1610612742,48,41,2021-11-24T04:49:20Z,3310000,,,0,,K. Porzingis away-from-play Free Throw 1 of 1 (13 PTS),[204001],1610612742.0,DAL,away-from-play,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
332,PT00M09.90S,2021-11-24T04:42:16.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202331,,,1610612746,48,41,2021-11-24T04:48:03Z,3320000,,,0,,P. George loose ball personal FOUL (1 PF) (Finney-Smith 2 FT),"[202331, 1627827]",1610612746.0,LAC,loose ball,,,George,P. George,,,,,,,,,,,202053.0,1.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,
335,PT00M09.90S,2021-11-24T04:42:47.1Z,2,REGULAR,freethrow,1 of 2,[],1627827,,,1610612742,48,41,2021-11-24T04:50:01Z,3350000,,,0,,MISS D. Finney-Smith Free Throw 1 of 2,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Missed,,,,,,,,,,,,,,,,,,,
336,PT00M09.90S,2021-11-24T04:42:47.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,48,41,2021-11-24T04:50:01Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,,
343,PT00M09.90S,2021-11-24T04:42:47.1Z,2,REGULAR,freethrow,2 of 2,[],1627827,,,1610612742,48,42,2021-11-24T04:50:01Z,3365000,,,0,,D. Finney-Smith Free Throw 2 of 2 (5 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
337,PT00M09.90S,2021-11-24T04:42:48.9Z,2,REGULAR,substitution,out,[],1629029,,,1610612746,48,42,2021-11-24T04:49:40Z,3370000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M09.90S,2021-11-24T04:42:48.9Z,2,REGULAR,substitution,in,[],1628425,,,1610612746,48,42,2021-11-24T04:49:40Z,3380000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M09.90S,2021-11-24T04:42:55.1Z,2,REGULAR,substitution,out,[],1626159,,,1610612746,48,42,2021-11-24T04:49:40Z,3390000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M09.90S,2021-11-24T04:42:55.1Z,2,REGULAR,substitution,out,[],1627826,,,1610612746,48,42,2021-11-24T04:49:40Z,3400000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M09.90S,2021-11-24T04:42:55.1Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,48,42,2021-11-24T04:49:40Z,3410000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M09.90S,2021-11-24T04:42:55.1Z,2,REGULAR,substitution,in,[],201586,,,1610612746,48,42,2021-11-24T04:49:40Z,3420000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M01.00S,2021-11-24T04:43:35.0Z,2,REGULAR,3pt,Jump Shot,[],1628379,72.32260183968462,18.137254901960787,1610612746,48,42,2021-11-24T04:45:19Z,3425000,-159.0,208.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
345,PT00M00.10S,2021-11-24T04:43:35.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,48,42,2021-11-24T04:45:19Z,3427500,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,,
346,PT00M00.00S,2021-11-24T04:43:39.9Z,2,REGULAR,period,end,[],0,,,1610612746,48,42,2021-11-24T04:43:39Z,3460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,48,42,2021-11-24T04:58:59Z,3470000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612746,48,42,2021-11-24T04:58:59Z,3480000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,out,['startperiod'],201586,,,1610612746,48,42,2021-11-24T04:58:59Z,3490000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,out,['startperiod'],1628425,,,1610612746,48,42,2021-11-24T04:58:59Z,3500000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612746,48,42,2021-11-24T04:58:59Z,3510000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612746,48,42,2021-11-24T04:58:59Z,3520000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,in,['startperiod'],202694,,,1610612746,48,42,2021-11-24T04:58:59Z,3530000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,in,['startperiod'],202339,,,1610612746,48,42,2021-11-24T04:58:59Z,3540000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
