actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
91,PT04M49.00S,2021-11-24T03:57:29.3Z,1,REGULAR,substitution,out,[],204001,,,1610612742,18,9,2021-11-24T03:57:55Z,910000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M49.00S,2021-11-24T03:57:29.3Z,1,REGULAR,substitution,in,[],201586,,,1610612742,18,9,2021-11-24T03:57:55Z,920000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M49.00S,2021-11-24T03:57:29.3Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,18,9,2021-11-24T03:57:55Z,930000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M38.00S,2021-11-24T03:58:10.5Z,1,REGULAR,foul,personal,[],1629611,,,1610612742,18,9,2021-11-24T03:58:32Z,940000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1627827]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,1627541.0,1.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,
96,PT04M31.00S,2021-11-24T03:58:35.9Z,1,REGULAR,2pt,Jump Shot,[],1628973,17.6084099868594,79.1436887254902,1610612742,18,9,2021-11-24T03:58:43Z,960000,-146.0,113.0,1,left,MISS J. Brunson 18' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,18.44,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M28.00S,2021-11-24T03:58:38.9Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,18,9,2021-11-24T03:58:43Z,970000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
98,PT04M23.00S,2021-11-24T03:58:45.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203939,,,1610612746,18,9,2021-11-24T03:58:49Z,980000,,,0,,D. Powell shooting personal FOUL (2 PF) (George 2 FT),"[203939, 202331]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,1627541.0,2.0,0.0,George,202331.0,,,,,,,,,,
100,PT04M23.00S,2021-11-24T03:59:09.5Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,19,9,2021-11-24T03:59:09Z,1000000,,,0,,P. George Free Throw 1 of 2 (1 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
101,PT04M23.00S,2021-11-24T03:59:30.9Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,20,9,2021-11-24T03:59:30Z,1010000,,,0,,P. George Free Throw 2 of 2 (2 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
102,PT04M11.00S,2021-11-24T03:59:46.5Z,1,REGULAR,foul,personal,[],1628379,,,1610612742,20,9,2021-11-24T03:59:52Z,1020000,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 1628973]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,201640.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,
104,PT03M58.00S,2021-11-24T04:00:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,5.699737187910642,49.50980392156863,1610612742,20,11,2021-11-24T04:00:27Z,1040000,2.0,1.0,1,left,D. Finney-Smith cutting DUNK (2 PTS) (J. Brunson 2 AST),"[1627827, 1628973]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,0.27,Made,,,,,,,,,,2.0,,,,J. Brunson,1628973.0,2.0,,,
106,PT03M38.00S,2021-11-24T04:00:42.1Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,20,11,2021-11-24T04:00:46Z,1060000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1628973]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,1.0,,,,,,Brunson,1628973.0,
107,PT03M38.00S,2021-11-24T04:00:42.1Z,1,REGULAR,steal,,[],1628973,,,1610612742,20,11,2021-11-24T04:00:43Z,1070000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M29.00S,2021-11-24T04:00:51.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203501,24.572930354796313,48.60983455882353,1610612742,20,13,2021-11-24T04:00:57Z,1080000,7.0,178.0,1,left,T. Hardaway Jr. 17' pullup Jump Shot (4 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,17.86,Made,,,,,,,,,,4.0,,,,,,,,,
109,PT03M05.00S,2021-11-24T04:01:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.55913272010513,50.73529411764706,1610612746,22,13,2021-11-24T04:01:20Z,1090000,4.0,17.0,1,right,R. Jackson cutting finger roll Layup (8 PTS) (P. George 2 AST),"[202704, 202331]",1610612746.0,LAC,cutting finger roll,,,Jackson,R. Jackson,,,,,1.78,Made,,,,,,,,,,8.0,,,,P. George,202331.0,2.0,,,
111,PT02M46.00S,2021-11-24T04:01:33.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.058475689881732,40.68627450980392,1610612742,22,15,2021-11-24T04:01:39Z,1110000,47.0,70.0,1,left,J. Brunson 8' turnaround Jump Shot (2 PTS),[1628973],1610612742.0,DAL,turnaround,,,Brunson,J. Brunson,,,,,8.43,Made,,,,,,,,,,2.0,,,,,,,,,
112,PT02M23.00S,2021-11-24T04:01:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,80.42049934296978,42.74662990196079,1610612746,22,15,2021-11-24T04:02:04Z,1120000,-36.0,132.0,1,right,MISS R. Jackson 13' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,13.64,Missed,,,,,,,,,,,,,,,,,,,
113,PT02M18.00S,2021-11-24T04:02:01.5Z,1,REGULAR,rebound,offensive,[],1628379,,,1610612746,22,15,2021-11-24T04:02:04Z,1130000,,,0,,L. Kennard REBOUND (Off:1 Def:0),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,112.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
114,PT02M12.00S,2021-11-24T04:02:08.9Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,22,15,2021-11-24T04:02:14Z,1140000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 203501]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,1.0,,,,,,Hardaway Jr.,203501.0,
115,PT02M12.00S,2021-11-24T04:02:08.9Z,1,REGULAR,steal,,[],203501,,,1610612742,22,15,2021-11-24T04:02:12Z,1150000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2021-11-24T04:02:24.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612742,22,15,2021-11-24T04:02:29Z,1160000,,,0,,L. Kennard personal FOUL (2 PF) (Kleber 2 FT),"[1628379, 1628467]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,202053.0,2.0,0.0,Kleber,1628467.0,,,,,,,,,,
118,PT02M04.00S,2021-11-24T04:02:46.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628467,,,1610612742,22,16,2021-11-24T04:02:46Z,1180000,,,0,,M. Kleber Free Throw 1 of 2 (1 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
119,PT02M04.00S,2021-11-24T04:02:48.3Z,1,REGULAR,substitution,out,[],202331,,,1610612742,22,16,2021-11-24T04:02:59Z,1190000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M04.00S,2021-11-24T04:02:48.3Z,1,REGULAR,substitution,out,[],203939,,,1610612742,22,16,2021-11-24T04:02:59Z,1200000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M04.00S,2021-11-24T04:02:48.3Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,22,16,2021-11-24T04:02:59Z,1210000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M04.00S,2021-11-24T04:02:48.3Z,1,REGULAR,substitution,out,[],203501,,,1610612742,22,16,2021-11-24T04:02:59Z,1220000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M04.00S,2021-11-24T04:02:48.3Z,1,REGULAR,substitution,in,[],1629599,,,1610612742,22,16,2021-11-24T04:02:59Z,1230000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M04.00S,2021-11-24T04:02:48.3Z,1,REGULAR,substitution,in,[],1629029,,,1610612742,22,16,2021-11-24T04:02:59Z,1240000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M04.00S,2021-11-24T04:02:48.3Z,1,REGULAR,substitution,in,[],204001,,,1610612742,22,16,2021-11-24T04:02:59Z,1250000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M04.00S,2021-11-24T04:02:48.3Z,1,REGULAR,substitution,in,[],203504,,,1610612742,22,16,2021-11-24T04:02:59Z,1260000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M04.00S,2021-11-24T04:03:08.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628467,,,1610612742,22,17,2021-11-24T04:03:08Z,1270000,,,0,,M. Kleber Free Throw 2 of 2 (2 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
128,PT01M45.00S,2021-11-24T04:03:28.0Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,22,17,2021-11-24T04:03:33Z,1280000,,,0,,T. Mann bad pass TURNOVER (2 TO),"[1629611, 1628973]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,2.0,,,,,,Brunson,1628973.0,
129,PT01M45.00S,2021-11-24T04:03:28.0Z,1,REGULAR,steal,,[],1628973,,,1610612742,22,17,2021-11-24T04:03:29Z,1290000,,,0,,J. Brunson STEAL (2 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M40.00S,2021-11-24T04:03:32.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203504,25.673455978975028,13.970588235294116,1610612742,22,17,2021-11-24T04:03:38Z,1300000,180.0,189.0,1,left,MISS T. Burke 26' running pullup 3PT,[203504],1610612742.0,DAL,running pullup,,,Burke,T. Burke,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M37.00S,2021-11-24T04:03:35.2Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,22,17,2021-11-24T04:03:38Z,1310000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
132,PT01M34.00S,2021-11-24T04:03:40.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612746,22,17,2021-11-24T04:03:47Z,1320000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Mann 2 FT),"[1628467, 1629611]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,202053.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,
134,PT01M34.00S,2021-11-24T04:04:07.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629611,,,1610612746,23,17,2021-11-24T04:04:07Z,1340000,,,0,,T. Mann Free Throw 1 of 2 (6 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
135,PT01M34.00S,2021-11-24T04:04:25.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629611,,,1610612746,24,17,2021-11-24T04:04:25Z,1350000,,,0,,T. Mann Free Throw 2 of 2 (7 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
136,PT01M21.00S,2021-11-24T04:04:38.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629029,12.66425755584757,50.73529411764706,1610612742,24,19,2021-11-24T04:04:44Z,1360000,-4.0,67.0,1,left,L. Doncic 6' driving Hook (4 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,6.66,Made,,,,,,,,,,4.0,,,,,,,,,
137,PT01M21.00S,2021-11-24T04:04:43.1Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629029,,,1610612746,24,19,2021-11-24T04:05:03Z,1370000,,,0,,L. Doncic technical FOUL (1 Tech),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,1627541.0,2.0,1.0,,,,,,,,,,,,
138,PT01M21.00S,2021-11-24T04:05:13.6Z,1,REGULAR,freethrow,1 of 1,[],202704,,,1610612746,25,19,2021-11-24T04:05:13Z,1380000,,,0,,R. Jackson technical Free Throw 1 of 1 (9 PTS),[202704],1610612746.0,LAC,technical,,,Jackson,R. Jackson,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
139,PT01M01.00S,2021-11-24T04:05:52.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612746,25,19,2021-11-24T04:05:56Z,1390000,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Ibaka 2 FT),"[204001, 201586]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,1627541.0,1.0,0.0,Ibaka,201586.0,,,,,,,,,,
141,PT01M01.00S,2021-11-24T04:06:24.3Z,1,REGULAR,freethrow,1 of 2,[],201586,,,1610612746,26,19,2021-11-24T04:06:48Z,1410000,,,0,,S. Ibaka Free Throw 1 of 2 (1 PTS),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
142,PT01M01.00S,2021-11-24T04:06:24.3Z,1,REGULAR,freethrow,2 of 2,[],201586,,,1610612746,26,19,2021-11-24T04:06:48Z,1420000,,,0,,MISS S. Ibaka Free Throw 2 of 2,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M59.60S,2021-11-24T04:06:25.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,26,19,2021-11-24T04:06:48Z,1430000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT00M53.50S,2021-11-24T04:06:58.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612742,26,19,2021-11-24T04:07:03Z,1440000,,,0,,T. Mann personal FOUL (2 PF) (Doncic 2 FT),"[1629611, 1629029]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,201640.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,
146,PT00M53.50S,2021-11-24T04:07:19.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,26,20,2021-11-24T04:07:19Z,1460000,,,0,,L. Doncic Free Throw 1 of 2 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
147,PT00M53.50S,2021-11-24T04:07:34.2Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,26,21,2021-11-24T04:07:34Z,1470000,,,0,,L. Doncic Free Throw 2 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
148,PT00M37.90S,2021-11-24T04:07:57.0Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,26,21,2021-11-24T04:08:01Z,1480000,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 1628467]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,2.0,,,,,,Kleber,1628467.0,
149,PT00M37.90S,2021-11-24T04:07:57.0Z,1,REGULAR,steal,,[],1628467,,,1610612742,26,21,2021-11-24T04:07:59Z,1490000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M32.50S,2021-11-24T04:08:02.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628467,30.14126149802891,83.08823529411765,1610612742,26,21,2021-11-24T04:08:12Z,1500000,-165.0,231.0,1,left,MISS M. Kleber 28' running pullup 3PT,[1628467],1610612742.0,DAL,running pullup,,,Kleber,M. Kleber,,,,,28.39,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M28.70S,2021-11-24T04:08:06.2Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612742,26,21,2021-11-24T04:08:06Z,1510000,,,0,,J. Brunson REBOUND (Off:1 Def:0),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
152,PT00M16.10S,2021-11-24T04:08:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628467,9.510512483574246,44.36274509803921,1610612742,26,21,2021-11-24T04:08:25Z,1520000,28.0,37.0,1,left,MISS M. Kleber finger roll Layup,[1628467],1610612742.0,DAL,finger roll,,,Kleber,M. Kleber,,,,,4.64,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M14.50S,2021-11-24T04:08:20.4Z,1,REGULAR,rebound,defensive,[],201586,,,1610612746,26,21,2021-11-24T04:08:20Z,1530000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
154,PT00M00.70S,2021-11-24T04:08:35.2Z,1,REGULAR,3pt,Jump Shot,[],202704,63.38699080157687,65.19607843137254,1610612746,26,21,2021-11-24T04:11:29Z,1540000,76.0,292.0,1,right,MISS R. Jackson 30' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,30.14,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M00.10S,2021-11-24T04:08:35.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,26,21,2021-11-24T04:09:07Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2021-11-24T04:08:39.1Z,1,REGULAR,period,end,[],0,,,1610612746,26,21,2021-11-24T04:08:39Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-11-24T04:11:15.8Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612746,26,21,2021-11-24T04:11:33Z,1570000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-11-24T04:11:15.8Z,2,REGULAR,substitution,in,['startperiod'],202339,,,1610612746,26,21,2021-11-24T04:11:33Z,1580000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-11-24T04:11:31.9Z,2,REGULAR,period,start,[],0,,,1610612746,26,21,2021-11-24T04:11:34Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M38.00S,2021-11-24T04:11:54.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201586,89.01116951379764,52.450980392156865,1610612746,26,21,2021-11-24T04:12:22Z,1600000,12.0,51.0,1,right,MISS S. Ibaka driving Hook,[201586],1610612746.0,LAC,driving,,,Ibaka,S. Ibaka,,,,,5.23,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M37.00S,2021-11-24T04:11:55.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,26,21,2021-11-24T04:12:22Z,1610000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,
162,PT11M37.00S,2021-11-24T04:12:03.2Z,2,REGULAR,foul,personal,[],1629611,,,1610612742,26,21,2021-11-24T04:12:09Z,1620000,,,0,,T. Mann loose ball personal FOUL (3 PF),"[1629611, 1628467]",1610612746.0,LAC,loose ball,,,Mann,T. Mann,,,,,,,,,,,1627541.0,3.0,0.0,Kleber,1628467.0,,,,,,,,,,
164,PT11M37.00S,2021-11-24T04:12:18.2Z,2,REGULAR,substitution,out,[],1629611,,,1610612742,26,21,2021-11-24T04:12:20Z,1640000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M37.00S,2021-11-24T04:12:18.2Z,2,REGULAR,substitution,in,[],202331,,,1610612742,26,21,2021-11-24T04:12:20Z,1650000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M28.00S,2021-11-24T04:12:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628467,11.432325886990796,64.26930147058823,1610612742,26,21,2021-11-24T04:51:35Z,1660000,-71.0,55.0,1,left,MISS M. Kleber 9' turnaround Shot,[1628467],1610612742.0,DAL,turnaround,,,Kleber,M. Kleber,,,,,9.0,Missed,,,,,,,,,,,,,,,,,,,
167,PT11M26.00S,2021-11-24T04:12:34.1Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,26,21,2021-11-24T04:12:36Z,1670000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
168,PT11M05.00S,2021-11-24T04:12:54.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,82.70367936925098,62.99019607843137,1610612746,26,21,2021-11-24T04:13:00Z,1680000,65.0,110.0,1,right,MISS P. George 12' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,12.79,Missed,,,,,,,,,,,,,,,,,,,
169,PT11M02.00S,2021-11-24T04:12:57.3Z,2,REGULAR,rebound,offensive,[],201586,,,1610612746,26,21,2021-11-24T04:13:00Z,1690000,,,0,,S. Ibaka REBOUND (Off:1 Def:1),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
170,PT10M59.00S,2021-11-24T04:13:00.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,67.06636005256242,75.24509803921569,1610612746,26,21,2021-11-24T04:13:05Z,1700000,126.0,257.0,1,right,MISS L. Kennard 28' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,28.64,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M58.00S,2021-11-24T04:13:01.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,26,21,2021-11-24T04:13:05Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,
172,PT10M58.00S,2021-11-24T04:13:04.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,26,21,2021-11-24T04:13:04Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M50.00S,2021-11-24T04:13:28.7Z,2,REGULAR,foul,personal,['2freethrow'],203504,,,1610612746,26,21,2021-11-24T04:13:33Z,1730000,,,0,,T. Burke shooting personal FOUL (1 PF) (George 2 FT),"[203504, 202331]",1610612742.0,DAL,shooting,,,Burke,T. Burke,,,,,,,,,,,1627541.0,1.0,0.0,George,202331.0,,,,,,,,,,
175,PT10M50.00S,2021-11-24T04:13:50.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202331,,,1610612746,26,21,2021-11-24T04:13:50Z,1750000,,,0,,MISS P. George Free Throw 1 of 2,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M50.00S,2021-11-24T04:13:50.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,26,21,2021-11-24T04:13:50Z,1760000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,
177,PT10M50.00S,2021-11-24T04:13:51.2Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,26,21,2021-11-24T04:13:58Z,1770000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M50.00S,2021-11-24T04:13:51.2Z,2,REGULAR,substitution,in,[],202694,,,1610612746,26,21,2021-11-24T04:13:58Z,1780000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M50.00S,2021-11-24T04:14:08.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202331,,,1610612746,27,21,2021-11-24T04:14:08Z,1790000,,,0,,P. George Free Throw 2 of 2 (3 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
