actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
88,PT05M06.00S,2021-11-15T02:55:06.9Z,1,REGULAR,3pt,Jump Shot,[],1628366,67.32917214191853,71.07843137254902,1610612741,10,18,2021-11-15T02:55:17Z,880000,105.0,255.0,1,right,MISS L. Ball 27' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M03.00S,2021-11-15T02:55:09.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,10,18,2021-11-15T02:55:17Z,890000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
90,PT04M47.00S,2021-11-15T02:55:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629611,5.436925098554539,3.67647058823529,1610612746,10,18,2021-11-15T02:55:32Z,900000,232.0,-1.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M45.00S,2021-11-15T02:55:28.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,10,18,2021-11-15T02:55:32Z,910000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,90.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
92,PT04M40.00S,2021-11-15T02:55:33.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629750,93.74178712220763,49.26470588235294,1610612741,10,20,2021-11-15T02:56:40Z,920000,-4.0,6.0,1,right,J. Green running DUNK (2 PTS) (Z. LaVine 2 AST),"[1629750, 203897]",1610612741.0,CHI,running,,,Green,J. Green,,,,,0.73,Made,,,,,2.0,,,,,,,Z. LaVine,203897.0,2.0,,,,,
94,PT04M22.00S,2021-11-15T02:55:50.7Z,1,REGULAR,2pt,Jump Shot,[],202704,19.760183968462556,22.303921568627445,1610612746,10,20,2021-11-15T02:55:55Z,940000,138.0,133.0,1,left,MISS R. Jackson 19' step back Shot,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,19.22,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M20.00S,2021-11-15T02:55:52.7Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,10,20,2021-11-15T02:55:55Z,950000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
96,PT04M12.00S,2021-11-15T02:56:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,93.87319316688567,46.568627450980394,1610612741,10,20,2021-11-15T02:57:53Z,960000,-17.0,5.0,1,right,MISS L. Ball driving Layup,[1628366],1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,1.79,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M07.00S,2021-11-15T02:56:06.7Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,10,20,2021-11-15T02:56:07Z,970000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
98,PT04M02.00S,2021-11-15T02:56:14.1Z,1,REGULAR,foul,personal,[],1630245,,,1610612746,10,20,2021-11-15T02:56:41Z,980000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1628392]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,1201.0,,1.0,0.0,Hartenstein,1628392.0,,,,,,,,
100,PT03M56.00S,2021-11-15T02:56:39.5Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,10,20,2021-11-15T02:56:44Z,1000000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1627884]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,1.0,,,,,,,,,,Jones Jr.,1627884.0,
101,PT03M56.00S,2021-11-15T02:56:39.5Z,1,REGULAR,steal,,[],1627884,,,1610612741,10,20,2021-11-15T02:56:41Z,1010000,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M52.00S,2021-11-15T02:56:42.7Z,1,REGULAR,turnover,bad pass,[],1627884,,,1610612741,10,20,2021-11-15T02:56:46Z,1020000,,,0,,D. Jones Jr. bad pass TURNOVER (1 TO),"[1627884, 1628379]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,1.0,,,,,,,,,,Kennard,1628379.0,
103,PT03M52.00S,2021-11-15T02:56:42.7Z,1,REGULAR,steal,,[],1628379,,,1610612746,10,20,2021-11-15T02:56:44Z,1030000,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M51.00S,2021-11-15T02:56:44.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629611,6.8823915900131425,50.245098039215684,1610612746,12,20,2021-11-15T02:56:53Z,1040000,-1.0,12.0,1,left,T. Mann DUNK (2 PTS) (L. Kennard 1 AST),"[1629611, 1628379]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,1.23,Made,,,,,2.0,,,,,,,L. Kennard,1628379.0,1.0,,,,,
106,PT03M51.00S,2021-11-15T02:56:52.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,12,20,2021-11-15T02:56:52Z,1060000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M43.00S,2021-11-15T02:59:48.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.61038107752957,46.32352941176471,1610612741,12,20,2021-11-15T02:59:53Z,1070000,-18.0,8.0,1,right,MISS Z. LaVine driving Layup - blocked,"[203897, 1628392]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.99,Missed,,,,,,,,,,,,,,,Hartenstein,1628392.0,,,
108,PT03M43.00S,2021-11-15T02:59:48.7Z,1,REGULAR,block,,[],1628392,,,1610612741,12,20,2021-11-15T02:59:51Z,1080000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M43.00S,2021-11-15T02:59:48.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,12,20,2021-11-15T02:59:53Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,
110,PT03M43.00S,2021-11-15T02:59:54.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,12,20,2021-11-15T02:59:54Z,1100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2021-11-15T03:00:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,93.74178712220763,46.32352941176471,1610612741,12,22,2021-11-15T03:00:17Z,1110000,-18.0,6.0,1,right,D. Jones Jr. cutting Layup (2 PTS) (J. Green 1 AST),"[1627884, 1629750]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,1.94,Made,,,,,2.0,,,,,,,J. Green,1629750.0,1.0,,,,,
113,PT03M29.00S,2021-11-15T03:00:17.4Z,1,REGULAR,turnover,backcourt,[],1629611,,,1610612746,12,22,2021-11-15T03:02:06Z,1130000,,,0,,T. Mann backcourt TURNOVER (2 TO),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,2.0,,,,,,,,,,,,
114,PT03M20.00S,2021-11-15T03:00:41.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203897,69.30026281208936,27.941176470588232,1610612741,12,22,2021-11-15T03:04:31Z,1140000,-110.0,236.0,1,right,MISS Z. LaVine 26' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M18.00S,2021-11-15T03:00:43.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,12,22,2021-11-15T03:00:48Z,1150000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2021-11-15T03:00:48.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,12,22,2021-11-15T03:00:48Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2021-11-15T03:01:13.0Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,12,22,2021-11-15T03:01:19Z,1170000,,,0,,P. George bad pass TURNOVER (1 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,1.0,,,,,,,,,,,,
118,PT03M03.00S,2021-11-15T03:01:16.9Z,1,REGULAR,foul,personal,[],202331,,,1610612741,12,22,2021-11-15T03:01:29Z,1180000,,,0,,P. George loose ball personal FOUL (1 PF),"[202331, 1627884]",1610612746.0,LAC,loose ball,,,George,P. George,,,,,,,,,,,,200832.0,,1.0,0.0,Jones Jr.,1627884.0,,,,,,,,
120,PT03M03.00S,2021-11-15T03:01:25.3Z,1,REGULAR,substitution,out,[],202331,,,1610612741,12,22,2021-11-15T03:01:33Z,1200000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M03.00S,2021-11-15T03:01:25.3Z,1,REGULAR,substitution,out,[],1628366,,,1610612741,12,22,2021-11-15T03:01:33Z,1210000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M03.00S,2021-11-15T03:01:25.3Z,1,REGULAR,substitution,out,[],203897,,,1610612741,12,22,2021-11-15T03:01:33Z,1220000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M03.00S,2021-11-15T03:01:25.3Z,1,REGULAR,substitution,in,[],201587,,,1610612741,12,22,2021-11-15T03:01:33Z,1230000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M03.00S,2021-11-15T03:01:25.3Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,12,22,2021-11-15T03:01:33Z,1240000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M03.00S,2021-11-15T03:01:25.3Z,1,REGULAR,substitution,in,[],201942,,,1610612741,12,22,2021-11-15T03:01:33Z,1250000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M42.00S,2021-11-15T03:01:56.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,75.607752956636,43.13725490196079,1610612741,12,24,2021-11-15T03:05:40Z,1260000,-34.0,177.0,1,right,D. DeRozan 18' pullup Jump Shot (8 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,18.01,Made,,,,,8.0,,,,,,,,,,,,,,
127,PT02M20.00S,2021-11-15T03:02:20.5Z,1,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612746,12,24,2021-11-15T03:02:43Z,1270000,,,0,,A. Caruso shooting personal FOUL (1 PF) (Jackson 2 FT),"[1627936, 202704]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,,,,,,,,200832.0,,1.0,0.0,Jackson,202704.0,,,,,,,,
129,PT02M20.00S,2021-11-15T03:02:54.4Z,1,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,13,24,2021-11-15T03:02:54Z,1290000,,,0,,R. Jackson Free Throw 1 of 2 (1 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
130,PT02M20.00S,2021-11-15T03:03:16.4Z,1,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,14,24,2021-11-15T03:03:16Z,1300000,,,0,,R. Jackson Free Throw 2 of 2 (2 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
131,PT02M08.00S,2021-11-15T03:03:32.5Z,1,REGULAR,foul,personal,[],202704,,,1610612741,14,24,2021-11-15T03:03:41Z,1310000,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 1627884]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,2005.0,,1.0,0.0,Jones Jr.,1627884.0,,,,,,,,
133,PT02M04.00S,2021-11-15T03:03:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,93.08475689881735,46.81372549019608,1610612741,14,26,2021-11-15T03:07:07Z,1330000,-16.0,13.0,1,right,A. Caruso cutting Layup (2 PTS) (A. Dosunmu 1 AST),"[1627936, 1630245]",1610612741.0,CHI,cutting,,,Caruso,A. Caruso,,,,,2.02,Made,,,,,2.0,,,,,,,A. Dosunmu,1630245.0,1.0,,,,,
135,PT01M52.00S,2021-11-15T03:04:04.3Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,14,26,2021-11-15T03:04:09Z,1350000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1630245]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,1.0,,,,,,,,,,Dosunmu,1630245.0,
136,PT01M52.00S,2021-11-15T03:04:04.3Z,1,REGULAR,steal,,[],1630245,,,1610612741,14,26,2021-11-15T03:04:07Z,1360000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M47.00S,2021-11-15T03:04:08.8Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,14,26,2021-11-15T03:04:14Z,1370000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 201587]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,1.0,,,,,,,,,,Batum,201587.0,
138,PT01M47.00S,2021-11-15T03:04:08.8Z,1,REGULAR,steal,,[],201587,,,1610612746,14,26,2021-11-15T03:04:11Z,1380000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M47.00S,2021-11-15T03:04:13.0Z,1,REGULAR,turnover,out-of-bounds,[],201587,,,1610612746,14,26,2021-11-15T03:04:17Z,1390000,,,0,,N. Batum bad pass out-of-bounds TURNOVER (2 TO),[201587],1610612746.0,LAC,bad pass,,,Batum,N. Batum,,,,,,,,,,,,2005.0,2.0,,,,,,,,,,,,
140,PT01M33.00S,2021-11-15T03:04:40.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,81.38961892247043,62.254901960784316,1610612741,14,28,2021-11-15T03:04:45Z,1400000,61.0,122.0,1,right,D. DeRozan 13' turnaround Jump Shot (10 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,13.69,Made,,,,,10.0,,,,,,,,,,,,,,
141,PT01M11.00S,2021-11-15T03:05:02.1Z,1,REGULAR,2pt,Jump Shot,[],1628379,14.635348226018394,88.97058823529412,1610612746,14,28,2021-11-15T03:05:07Z,1410000,-195.0,85.0,1,left,MISS L. Kennard 21' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,21.27,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M08.00S,2021-11-15T03:05:05.1Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,14,28,2021-11-15T03:05:07Z,1420000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
143,PT01M05.00S,2021-11-15T03:05:08.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,88.2227332457293,96.81372549019608,1610612741,14,28,2021-11-15T03:05:14Z,1430000,234.0,58.0,1,right,MISS A. Dosunmu 24' running 3PT,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,24.12,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M01.00S,2021-11-15T03:05:12.9Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,14,28,2021-11-15T03:05:14Z,1440000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
145,PT00M53.00S,2021-11-15T03:05:23.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,7.145203679369246,37.5,1610612746,16,28,2021-11-15T03:05:27Z,1450000,62.0,15.0,1,left,I. Hartenstein 6' turnaround Hook (2 PTS),[1628392],1610612746.0,LAC,turnaround,,,Hartenstein,I. Hartenstein,,,,,6.42,Made,,,,,2.0,,,,,,,,,,,,,,
146,PT00M53.00S,2021-11-15T03:05:26.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629750,,,1610612746,16,28,2021-11-15T03:05:42Z,1460000,,,0,,J. Green shooting personal FOUL (1 PF) (Hartenstein 1 FT),"[1629750, 1628392]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,,1201.0,,1.0,0.0,Hartenstein,1628392.0,,,,,,,,
148,PT00M53.00S,2021-11-15T03:05:37.6Z,1,REGULAR,substitution,out,[],202704,,,1610612746,16,28,2021-11-15T03:05:41Z,1480000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M53.00S,2021-11-15T03:05:37.6Z,1,REGULAR,substitution,in,[],202339,,,1610612746,16,28,2021-11-15T03:05:41Z,1490000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M53.00S,2021-11-15T03:05:49.5Z,1,REGULAR,freethrow,1 of 1,[],1628392,,,1610612746,17,28,2021-11-15T03:05:49Z,1500000,,,0,,I. Hartenstein Free Throw 1 of 1 (3 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
151,PT00M39.00S,2021-11-15T03:06:06.4Z,1,REGULAR,2pt,Jump Shot,[],201942,75.607752956636,40.68627450980392,1610612741,17,30,2021-11-15T03:06:12Z,1510000,-47.0,177.0,1,right,D. DeRozan 18' pullup Jump Shot (12 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,18.28,Made,,,,,12.0,,,,,,,,,,,,,,
152,PT00M19.00S,2021-11-15T03:06:31.8Z,1,REGULAR,foul,offensive,[],202339,,,1610612746,17,30,2021-11-15T03:36:48Z,1520000,,,0,,E. Bledsoe offensive FOUL (1 PF),"[202339, 1627936]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,1201.0,,1.0,0.0,Caruso,1627936.0,,,,,,,,
154,PT00M19.00S,2021-11-15T03:06:31.8Z,1,REGULAR,turnover,offensive foul,[],202339,,,1610612746,17,30,2021-11-15T03:06:31Z,1540000,,,0,,E. Bledsoe offensive foul TURNOVER (2 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,1201.0,2.0,,,,,,,,,,,,
155,PT00M19.00S,2021-11-15T03:07:03.6Z,1,REGULAR,substitution,out,[],1628392,,,1610612741,17,30,2021-11-15T03:07:14Z,1550000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M19.00S,2021-11-15T03:07:03.6Z,1,REGULAR,substitution,out,[],1627884,,,1610612741,17,30,2021-11-15T03:07:14Z,1560000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M19.00S,2021-11-15T03:07:03.6Z,1,REGULAR,substitution,out,[],1629750,,,1610612741,17,30,2021-11-15T03:07:14Z,1570000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M19.00S,2021-11-15T03:07:03.6Z,1,REGULAR,substitution,in,[],1629599,,,1610612741,17,30,2021-11-15T03:07:14Z,1580000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M19.00S,2021-11-15T03:07:03.6Z,1,REGULAR,substitution,in,[],1628366,,,1610612741,17,30,2021-11-15T03:07:14Z,1590000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M19.00S,2021-11-15T03:07:03.6Z,1,REGULAR,substitution,in,[],203897,,,1610612741,17,30,2021-11-15T03:07:14Z,1600000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.30S,2021-11-15T03:07:24.5Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,17,30,2021-11-15T03:07:36Z,1610000,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,lost ball,,,LaVine,Z. LaVine,,,,,,,,,,,,2005.0,1.0,,,,,,,,,,,,
162,PT00M00.00S,2021-11-15T03:07:34.3Z,1,REGULAR,period,end,[],0,,,1610612746,17,30,2021-11-15T03:07:34Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-15T03:10:02.2Z,2,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,17,30,2021-11-15T03:10:26Z,1630000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-15T03:10:02.2Z,2,REGULAR,substitution,out,['startperiod'],1628366,,,1610612746,17,30,2021-11-15T03:10:26Z,1640000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-15T03:10:02.2Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612746,17,30,2021-11-15T03:10:26Z,1650000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-15T03:10:02.2Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612746,17,30,2021-11-15T03:10:26Z,1660000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-15T03:10:02.2Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612746,17,30,2021-11-15T03:10:26Z,1670000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-15T03:10:02.2Z,2,REGULAR,substitution,in,['startperiod'],1627884,,,1610612746,17,30,2021-11-15T03:10:26Z,1680000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-15T03:10:23.5Z,2,REGULAR,period,start,[],0,,,1610612746,17,30,2021-11-15T03:10:27Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M43.00S,2021-11-15T03:10:39.5Z,2,REGULAR,3pt,Jump Shot,[],201587,29.61563731931669,24.264705882352942,1610612746,17,30,2021-11-15T03:11:50Z,1700000,129.0,226.0,1,left,MISS N. Batum 26' pullup 3PT,[201587],1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
171,PT11M40.00S,2021-11-15T03:10:42.5Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,17,30,2021-11-15T03:10:45Z,1710000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,170.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
172,PT11M36.00S,2021-11-15T03:10:47.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629750,93.74178712220763,47.30392156862745,1610612741,17,32,2021-11-15T03:10:54Z,1720000,-13.0,6.0,1,right,J. Green running Layup (4 PTS) (A. Dosunmu 2 AST),"[1629750, 1630245]",1610612741.0,CHI,running,,,Green,J. Green,,,,,1.49,Made,,,,,4.0,,,,,,,A. Dosunmu,1630245.0,2.0,,,,,
174,PT11M18.00S,2021-11-15T03:11:04.1Z,2,REGULAR,3pt,Jump Shot,[],201587,6.8823915900131425,5.637254901960787,1610612746,17,32,2021-11-15T03:11:09Z,1740000,222.0,12.0,1,left,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,22.21,Missed,,,,,,,,,,,,,,,,,,,
175,PT11M15.00S,2021-11-15T03:11:07.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,17,32,2021-11-15T03:11:09Z,1750000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
