actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
519,PT08M44.00S,2024-11-17T02:57:39.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,90.48948751642575,56.127450980392155,1610612738,94,93,2024-11-17T02:57:45Z,5040000,False,31.0,37.0,1,right,J. Brown driving Layup (21 PTS) (D. White 4 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,,,,,Brown,J. Brown,In The Paint (Non-RA),0-8 Center,4.79,Made,21.0,,,,,,,,,,,,D. White,1628401.0,4.0,,,
521,PT08M24.00S,2024-11-17T02:58:02.8Z,4,REGULAR,foul,personal,[],1627759,,,1610612761,94,93,2024-11-17T02:58:12Z,5060000,False,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1627751]",1610612738.0,BOS,,,,,,,202041.0,Brown,J. Brown,Above the Break 3,24+ Right Center,,,,,,,,,,,3.0,0.0,Pöltl,1627751.0,,,,,,
523,PT08M21.00S,2024-11-17T02:58:28.7Z,4,REGULAR,3pt,Jump Shot,[],1641711,21.23850197109067,7.352941176470589,1610612761,94,96,2024-11-17T02:58:33Z,5080000,False,213.0,147.0,1,left,G. Dick 25' 3PT  (7 PTS) (J. Shead 4 AST),"[1641711, 1642347]",1610612761.0,TOR,,,,,,,,Dick,G. Dick,Above the Break 3,24+ Right Center,25.9,Made,7.0,,,,,,,,,,,,J. Shead,1642347.0,4.0,,,
525,PT08M03.00S,2024-11-17T02:58:53.1Z,4,REGULAR,3pt,Jump Shot,[],1630573,67.49342969776609,29.65686274509804,1610612738,97,96,2024-11-17T02:58:57Z,5100000,False,-102.0,253.0,1,right,S. Hauser 27' 3PT  (14 PTS) (J. Brown 6 AST),"[1630573, 1627759]",1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,Above the Break 3,24+ Left Center,27.28,Made,14.0,,,,,,,,,,,,J. Brown,1627759.0,6.0,,,
527,PT07M55.00S,2024-11-17T02:59:05.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,97,96,2024-11-17T02:59:05Z,5120000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M55.00S,2024-11-17T03:00:17.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612761,97,96,2024-11-17T03:01:35Z,5130000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
529,PT07M55.00S,2024-11-17T03:00:17.3Z,4,REGULAR,substitution,out,[],1641711,,,1610612761,97,96,2024-11-17T03:01:35Z,5140000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,
530,PT07M55.00S,2024-11-17T03:00:17.3Z,4,REGULAR,substitution,out,[],1627751,,,1610612761,97,96,2024-11-17T03:01:35Z,5150000,False,,,0,,SUB out: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,,,,,
531,PT07M55.00S,2024-11-17T03:00:17.3Z,4,REGULAR,substitution,in,[],201143,,,1610612761,97,96,2024-11-17T03:01:35Z,5160000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,
532,PT07M55.00S,2024-11-17T03:00:17.3Z,4,REGULAR,substitution,in,[],1642419,,,1610612761,97,96,2024-11-17T03:01:35Z,5170000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,
533,PT07M55.00S,2024-11-17T03:00:17.3Z,4,REGULAR,substitution,in,[],1629628,,,1610612761,97,96,2024-11-17T03:01:35Z,5180000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,
534,PT07M36.00S,2024-11-17T03:02:13.7Z,4,REGULAR,3pt,Jump Shot,[],1628449,7.703679369250986,4.6568627450980395,1610612761,97,99,2024-11-17T03:02:19Z,5190000,False,227.0,20.0,1,left,C. Boucher 3PT  (12 PTS) (J. Battle 1 AST),"[1628449, 1642419]",1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,Right Corner 3,24+ Right,22.76,Made,12.0,,,,,,,,,,,,J. Battle,1642419.0,1.0,,,
538,PT07M16.00S,2024-11-17T03:02:33.0Z,4,REGULAR,3pt,Jump Shot,[],1630573,67.49342969776609,70.58823529411765,1610612738,97,99,2024-11-17T03:02:41Z,5210000,False,103.0,253.0,1,right,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,,
539,PT07M14.00S,2024-11-17T03:02:35.0Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,97,99,2024-11-17T03:02:41Z,5220000,False,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,Above the Break 3,24+ Right Center,,,,,,,538.0,4.0,2.0,2.0,,,,,,,,,,
540,PT07M11.00S,2024-11-17T03:02:38.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628401,77.87450722733246,41.17647058823529,1610612738,99,99,2024-11-17T03:02:45Z,5230000,False,-44.0,155.0,1,right,D. White 16' pullup Jump Shot (14 PTS) (A. Horford 1 AST),"[1628401, 201143]",1610612738.0,BOS,pullup,,,,,,,White,D. White,Mid-Range,16-24 Center,16.16,Made,14.0,,,,,,,,,,,,A. Horford,201143.0,1.0,,,
542,PT06M52.00S,2024-11-17T03:02:57.8Z,4,REGULAR,3pt,Jump Shot,[],1628449,7.178055190538765,97.54901960784314,1610612761,99,102,2024-11-17T03:03:03Z,5250000,False,-238.0,15.0,1,left,C. Boucher 3PT  (15 PTS) (R. Barrett 12 AST),"[1628449, 1629628]",1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,Left Corner 3,24+ Left,23.82,Made,15.0,,,,,,,,,,,,R. Barrett,1629628.0,12.0,,,
544,PT06M30.00S,2024-11-17T03:03:30.2Z,4,REGULAR,3pt,Jump Shot,[],1628401,87.86136662286465,3.1862745098039214,1610612738,102,102,2024-11-17T03:03:34Z,5270000,False,-234.0,62.0,1,right,D. White 24' 3PT  (17 PTS) (S. Hauser 1 AST),"[1628401, 1630573]",1610612738.0,BOS,,,,,,,,White,D. White,Left Corner 3,24+ Left,24.21,Made,17.0,,,,,,,,,,,,S. Hauser,1630573.0,1.0,,,
546,PT06M13.00S,2024-11-17T03:03:47.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.521024967148489,56.127450980392155,1610612761,102,102,2024-11-17T03:03:52Z,5290000,False,-31.0,9.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
547,PT06M10.00S,2024-11-17T03:03:49.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,102,102,2024-11-17T03:03:49Z,5300000,False,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,Restricted Area,0-8 Center,,,,,,,546.0,6.0,4.0,2.0,,,,,,,,,,
548,PT06M02.00S,2024-11-17T03:03:58.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,87.86136662286465,51.9607843137255,1610612738,102,102,2024-11-17T03:04:08Z,5310000,False,10.0,62.0,1,right,MISS D. White 6' driving Layup,[1628401],1610612738.0,BOS,driving,,,,,,,White,D. White,In The Paint (Non-RA),0-8 Center,6.24,Missed,,,,,,,,,,,,,,,,,,
549,PT06M01.00S,2024-11-17T03:03:59.4Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,102,102,2024-11-17T03:13:51Z,5320000,False,,,0,,N. Queta REBOUND (Off:3 Def:3),[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,In The Paint (Non-RA),0-8 Center,,,,,,,548.0,6.0,3.0,3.0,,,,,,,,,,
550,PT06M01.00S,2024-11-17T03:04:06.9Z,4,REGULAR,foul,personal,[],1642367,,,1610612738,102,102,2024-11-17T03:13:41Z,5330000,False,,,0,,J. Mogbo personal FOUL (3 PF),"[1642367, 1629674]",1610612761.0,TOR,,,,,,,202041.0,Mogbo,J. Mogbo,Mid-Range,8-16 Left,,,,,,,,,,,3.0,0.0,Queta,1629674.0,,,,,,
552,PT06M01.00S,2024-11-17T03:04:17.0Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,102,102,2024-11-17T03:04:33Z,5350000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,
553,PT06M01.00S,2024-11-17T03:04:17.0Z,4,REGULAR,substitution,out,[],1642367,,,1610612738,102,102,2024-11-17T03:04:33Z,5360000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
554,PT06M01.00S,2024-11-17T03:04:17.0Z,4,REGULAR,substitution,out,[],1642347,,,1610612738,102,102,2024-11-17T03:04:33Z,5370000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
555,PT06M01.00S,2024-11-17T03:04:17.0Z,4,REGULAR,substitution,out,[],1642419,,,1610612738,102,102,2024-11-17T03:04:33Z,5380000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,
556,PT06M01.00S,2024-11-17T03:04:17.0Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,102,102,2024-11-17T03:04:33Z,5390000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,
557,PT06M01.00S,2024-11-17T03:04:17.0Z,4,REGULAR,substitution,in,[],1630534,,,1610612738,102,102,2024-11-17T03:04:33Z,5400000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,
558,PT06M01.00S,2024-11-17T03:04:17.0Z,4,REGULAR,substitution,in,[],1630558,,,1610612738,102,102,2024-11-17T03:04:33Z,5410000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,
559,PT06M01.00S,2024-11-17T03:04:17.0Z,4,REGULAR,substitution,in,[],1627751,,,1610612738,102,102,2024-11-17T03:04:33Z,5420000,False,,,0,,SUB in: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,,,,,
560,PT05M52.00S,2024-11-17T03:04:43.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,87.20433639947439,52.20588235294118,1610612738,102,102,2024-11-17T03:04:49Z,5430000,False,11.0,68.0,1,right,MISS D. White 6' driving Layup,[1628401],1610612738.0,BOS,driving,,,,,,,White,D. White,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
561,PT05M49.00S,2024-11-17T03:04:46.9Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,102,102,2024-11-17T03:04:49Z,5440000,False,,,0,,R. Barrett REBOUND (Off:0 Def:8),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,,,,,,,560.0,8.0,8.0,0.0,,,,,,,,,,
562,PT05M32.00S,2024-11-17T03:05:03.8Z,4,REGULAR,2pt,Jump Shot,[],1629628,23.866622864651774,59.80392156862745,1610612761,102,102,2024-11-17T03:05:08Z,5450000,False,-49.0,172.0,1,left,MISS R. Barrett 17' fadeaway Shot,[1629628],1610612761.0,TOR,fadeaway,,,,,,,Barrett,R. Barrett,Mid-Range,16-24 Center,17.87,Missed,,,,,,,,,,,,,,,,,,
563,PT05M29.00S,2024-11-17T03:05:06.8Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,102,102,2024-11-17T03:05:08Z,5460000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,,,,,White,D. White,Mid-Range,16-24 Center,,,,,,,562.0,2.0,2.0,0.0,,,,,,,,,,
564,PT05M18.00S,2024-11-17T03:05:18.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201143,87.07293035479631,46.32352941176471,1610612738,104,102,2024-11-17T03:05:25Z,5470000,False,-18.0,69.0,1,right,A. Horford 7' driving Hook (11 PTS) (J. Tatum 7 AST),"[201143, 1628369]",1610612738.0,BOS,driving,,,,,,,Horford,A. Horford,In The Paint (Non-RA),0-8 Center,7.14,Made,11.0,,,,,,,,,,,,J. Tatum,1628369.0,7.0,,,
566,PT05M18.00S,2024-11-17T03:05:23.2Z,4,REGULAR,foul,personal,['1freethrow'],1630534,,,1610612738,104,102,2024-11-17T03:05:34Z,5490000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Horford 1 FT),"[1630534, 201143]",1610612761.0,TOR,shooting,,,,,,203593.0,Agbaji,O. Agbaji,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Horford,201143.0,,,,,,
568,PT05M18.00S,2024-11-17T03:05:57.8Z,4,REGULAR,freethrow,1 of 1,[],201143,,,1610612738,105,102,2024-11-17T03:05:57Z,5510000,False,,,0,,A. Horford Free Throw 1 of 1 (12 PTS),[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,,,,Made,12.0,,,,,,,,,,,,,,,,,
569,PT04M58.00S,2024-11-17T03:06:22.7Z,4,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612761,105,102,2024-11-17T03:06:34Z,5520000,False,,,0,,N. Queta shooting personal FOUL (2 PF) (Barrett 2 FT),"[1629674, 1629628]",1610612738.0,BOS,shooting,,,,,,203593.0,Queta,N. Queta,Mid-Range,8-16 Left,,,,,,,,,,,2.0,0.0,Barrett,1629628.0,,,,,,
571,PT04M58.00S,2024-11-17T03:06:50.0Z,4,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,105,102,2024-11-17T03:07:18Z,5540000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Missed,,,,,,,,,,,,,,,,,,
572,PT04M58.00S,2024-11-17T03:06:50.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,105,102,2024-11-17T03:07:18Z,5550000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,
573,PT04M58.00S,2024-11-17T03:06:50.0Z,4,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,105,102,2024-11-17T03:07:18Z,5560000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Missed,,,,,,,,,,,,,,,,,,
574,PT04M58.00S,2024-11-17T03:06:50.0Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,105,102,2024-11-17T03:07:18Z,5570000,False,,,0,,C. Boucher REBOUND (Off:4 Def:1),[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,,,,,,,,,573.0,5.0,1.0,4.0,,,,,,,,,,
575,PT04M53.00S,2024-11-17T03:07:10.5Z,4,REGULAR,turnover,lost ball,[],1628449,,,1610612761,105,102,2024-11-17T03:07:38Z,5580000,False,,,0,,C. Boucher lost ball TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,Mid-Range,16-24 Center,,,,1.0,,,,,,,,,,,,,,,,
576,PT04M53.00S,2024-11-17T03:07:18.8Z,4,REGULAR,foul,personal,[],1629628,,,1610612738,105,102,2024-11-17T03:07:25Z,5590000,False,,,0,,R. Barrett loose ball personal FOUL (4 PF),"[1629628, 1628369]",1610612761.0,TOR,loose ball,,,,,,203593.0,Barrett,R. Barrett,Mid-Range,16-24 Center,,,,,,,,,,,4.0,0.0,Tatum,1628369.0,,,,,,
578,PT04M33.00S,2024-11-17T03:08:08.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201143,87.72996057818659,94.85294117647058,1610612738,105,102,2024-11-17T03:09:34Z,5610000,False,224.0,63.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
579,PT04M30.00S,2024-11-17T03:08:11.3Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,105,102,2024-11-17T03:09:43Z,5620000,False,,,0,,N. Queta REBOUND (Off:4 Def:3),[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,Right Corner 3,24+ Right,,,,,,,578.0,7.0,3.0,4.0,,,,,,,,,,
587,PT04M29.00S,2024-11-17T03:08:15.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629674,94.03745072273325,48.28431372549019,1610612738,105,102,2024-11-17T03:09:59Z,5625000,False,-9.0,4.0,1,right,MISS N. Queta tip Layup,[1629674],1610612738.0,BOS,tip,,,,,,,Queta,N. Queta,Restricted Area,0-8 Center,0.93,Missed,,,,,,,,,,,,,,,,,,
588,PT04M28.00S,2024-11-17T03:08:16.8Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,105,102,2024-11-17T03:09:59Z,5627500,False,,,0,,J. Pöltl REBOUND (Off:5 Def:5),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,,,,,,,587.0,10.0,5.0,5.0,,,,,,,,,,
580,PT04M23.00S,2024-11-17T03:08:23.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612761,105,102,2024-11-17T03:08:33Z,5630000,False,,,0,,J. Brown shooting personal FOUL (4 PF) (Barrett 2 FT),"[1627759, 1629628]",1610612738.0,BOS,shooting,,,,,,203593.0,Brown,J. Brown,Mid-Range,16-24 Left Center,,,,,,,,,,,4.0,0.0,Barrett,1629628.0,,,,,,
582,PT04M23.00S,2024-11-17T03:08:37.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612761,105,103,2024-11-17T03:08:37Z,5650000,False,,,0,,R. Barrett Free Throw 1 of 2 (18 PTS),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Made,18.0,,,,,,,,,,,,,,,,,
583,PT04M23.00S,2024-11-17T03:08:37.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612761,105,103,2024-11-17T03:09:22Z,5660000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Missed,,,,,,,,,,,,,,,,,,
584,PT04M18.00S,2024-11-17T03:08:42.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,105,103,2024-11-17T03:09:22Z,5670000,False,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,,,,,,,,,583.0,10.0,10.0,0.0,,,,,,,,,,
585,PT04M06.00S,2024-11-17T03:09:10.8Z,4,REGULAR,3pt,Jump Shot,[],201143,91.80354796320631,4.901960784313726,1610612738,108,103,2024-11-17T03:09:24Z,5680000,False,-225.0,25.0,1,right,A. Horford 3PT  (15 PTS) (J. Tatum 8 AST),"[201143, 1628369]",1610612738.0,BOS,,,,,,,,Horford,A. Horford,Left Corner 3,24+ Left,22.68,Made,15.0,,,,,,,,,,,,J. Tatum,1628369.0,8.0,,,
589,PT03M37.00S,2024-11-17T03:09:38.9Z,4,REGULAR,3pt,Jump Shot,[],1629628,35.29894875164258,23.774509803921568,1610612761,108,106,2024-11-17T03:11:08Z,5700000,False,131.0,279.0,1,left,R. Barrett 30' 3PT pullup (21 PTS),[1629628],1610612761.0,TOR,pullup,,,,,,,Barrett,R. Barrett,Above the Break 3,24+ Right Center,30.85,Made,21.0,,,,,,,,,,,,,,,,,
590,PT03M19.00S,2024-11-17T03:09:56.8Z,4,REGULAR,turnover,backcourt,[],201143,,,1610612738,108,106,2024-11-17T03:14:51Z,5710000,False,,,0,,A. Horford backcourt TURNOVER (2 TO),[201143],1610612738.0,BOS,,,,,,,202041.0,Horford,A. Horford,Above the Break 3,24+ Left Center,,,,2.0,,,,,,,,,,,,,,,,
591,PT03M17.00S,2024-11-17T03:10:15.7Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,108,106,2024-11-17T03:10:22Z,5720000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,
592,PT03M17.00S,2024-11-17T03:10:15.7Z,4,REGULAR,substitution,in,[],1641711,,,1610612761,108,106,2024-11-17T03:10:22Z,5730000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,
593,PT03M08.00S,2024-11-17T03:10:38.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612761,108,106,2024-11-17T03:10:53Z,5740000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Pöltl 2 FT),"[201143, 1627751]",1610612738.0,BOS,shooting,,,,,,203593.0,Horford,A. Horford,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Pöltl,1627751.0,,,,,,
595,PT03M08.00S,2024-11-17T03:11:07.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627751,,,1610612761,108,106,2024-11-17T03:11:07Z,5760000,False,,,0,,MISS J. Pöltl Free Throw 1 of 2,[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,Missed,,,,,,,,,,,,,,,,,,
596,PT03M08.00S,2024-11-17T03:11:07.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,108,106,2024-11-17T03:11:07Z,5770000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,,,
597,PT03M08.00S,2024-11-17T03:11:19.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627751,,,1610612761,108,107,2024-11-17T03:11:19Z,5780000,False,,,0,,J. Pöltl Free Throw 2 of 2 (31 PTS),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,Made,31.0,,,,,,,,,,,,,,,,,
598,PT02M42.00S,2024-11-17T03:11:47.5Z,4,REGULAR,2pt,Jump Shot,[],1627759,92.32917214191852,87.00980392156863,1610612738,108,107,2024-11-17T03:11:53Z,5790000,False,185.0,20.0,1,right,MISS J. Brown 18' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,,,,,Brown,J. Brown,Mid-Range,16-24 Right,18.6,Missed,,,,,,,,,,,,,,,,,,
599,PT02M39.00S,2024-11-17T03:11:49.8Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,108,107,2024-11-17T03:11:49Z,5800000,False,,,0,,R. Barrett REBOUND (Off:0 Def:9),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Mid-Range,16-24 Right,,,,,,,598.0,9.0,9.0,0.0,,,,,,,,,,
600,PT02M33.00S,2024-11-17T03:11:56.0Z,4,REGULAR,3pt,Jump Shot,[],1641711,28.33442838370565,10.049019607843137,1610612761,108,107,2024-11-17T03:12:02Z,5810000,False,200.0,214.0,1,left,MISS G. Dick 29' 3PT,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,Above the Break 3,24+ Right Center,29.26,Missed,,,,,,,,,,,,,,,,,,
601,PT02M30.00S,2024-11-17T03:11:59.5Z,4,REGULAR,rebound,offensive,[],1630558,,,1610612761,108,107,2024-11-17T03:11:59Z,5820000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,Above the Break 3,24+ Right Center,,,,,,,600.0,3.0,2.0,1.0,,,,,,,,,,
602,PT02M27.00S,2024-11-17T03:12:02.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,13.222733245729303,95.83333333333334,1610612761,108,107,2024-11-17T03:12:06Z,5830000,False,-229.0,72.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
603,PT02M24.00S,2024-11-17T03:12:05.2Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,108,107,2024-11-17T03:12:06Z,5840000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,,,,,White,D. White,Left Corner 3,24+ Left,,,,,,,602.0,3.0,3.0,0.0,,,,,,,,,,
604,PT02M12.00S,2024-11-17T03:12:16.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,86.28449408672799,4.166666666666666,1610612738,108,107,2024-11-17T03:12:23Z,5850000,False,-229.0,76.0,1,right,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,,,,,White,D. White,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
605,PT02M11.00S,2024-11-17T03:12:17.9Z,4,REGULAR,rebound,offensive,[],1628401,,,1610612738,108,107,2024-11-17T03:13:00Z,5860000,False,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,,,,,White,D. White,Left Corner 3,24+ Left,,,,,,,604.0,4.0,3.0,1.0,,,,,,,,,,
606,PT02M11.00S,2024-11-17T03:12:28.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612738,108,107,2024-11-17T03:15:00Z,5870000,False,,,0,,D. Mitchell personal FOUL (3 PF) (White 2 FT),"[1630558, 1628401]",1610612761.0,TOR,,,,,,,1628481.0,Mitchell,D. Mitchell,Left Corner 3,24+ Left,,,,,,,,,,,3.0,0.0,White,1628401.0,,,,,,
608,PT02M11.00S,2024-11-17T03:12:46.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,108,107,2024-11-17T03:12:46Z,5890000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
