actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
262,PT05M47.00S,2024-10-29T00:22:42.2Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612749,43,44,2024-10-29T00:22:56Z,2600000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Trent Jr. 2 FT),"[1627759, 1629018]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202056.0,2.0,0.0,Trent Jr.,1629018.0,,,
264,PT05M47.00S,2024-10-29T00:23:11.1Z,2,REGULAR,freethrow,1 of 2,[],1629018,,,1610612749,43,45,2024-10-29T00:23:11Z,2620000,False,,,0,,G. Trent Jr. Free Throw 1 of 2 (9 PTS),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
265,PT05M47.00S,2024-10-29T00:23:11.8Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,43,45,2024-10-29T00:23:17Z,2630000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M47.00S,2024-10-29T00:23:11.8Z,2,REGULAR,substitution,in,[],1641748,,,1610612749,43,45,2024-10-29T00:23:17Z,2640000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M47.00S,2024-10-29T00:23:31.6Z,2,REGULAR,freethrow,2 of 2,[],1629018,,,1610612749,43,46,2024-10-29T00:23:31Z,2650000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (10 PTS),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
268,PT05M26.00S,2024-10-29T00:23:55.0Z,2,REGULAR,3pt,Jump Shot,[],201143,87.86136662286465,3.9215686274509802,1610612738,46,46,2024-10-29T00:24:01Z,2660000,False,-230.0,62.0,1,right,A. Horford 3PT  (5 PTS) (J. Holiday 2 AST),"[201143, 201950]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,23.85,Made,,,,,,,5.0,,,,,,,,,J. Holiday,201950.0,2.0
270,PT05M14.00S,2024-10-29T00:24:07.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,5.601182654402102,49.01960784313725,1610612749,46,48,2024-10-29T00:24:12Z,2680000,False,5.0,0.0,1,left,G. Antetokounmpo cutting DUNK (13 PTS) (D. Lillard 3 AST),"[203507, 203081]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,13.0,,,,,,,,,D. Lillard,203081.0,3.0
272,PT05M00.00S,2024-10-29T00:24:21.6Z,2,REGULAR,3pt,Jump Shot,[],1630202,72.09264126149803,81.37254901960785,1610612738,46,48,2024-10-29T00:24:26Z,2700000,False,157.0,210.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
273,PT04M57.00S,2024-10-29T00:24:24.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,46,48,2024-10-29T00:24:26Z,2710000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,272.0,4.0,4.0,0.0,,,,,,,,,,,,,,
274,PT04M49.00S,2024-10-29T00:24:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.6215505913272015,60.31709558823529,1610612749,46,48,2024-10-29T00:24:38Z,2720000,False,-52.0,19.0,1,left,MISS D. Lillard driving Layup,[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
275,PT04M46.00S,2024-10-29T00:24:35.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,46,48,2024-10-29T00:24:38Z,2730000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,274.0,4.0,4.0,0.0,,,,,,,,,,,,,,
276,PT04M40.00S,2024-10-29T00:24:44.2Z,2,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,46,48,2024-10-29T00:24:56Z,2740000,False,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,,,,,,,,1.0,,,1146.0,,,,,,,
277,PT04M25.00S,2024-10-29T00:25:14.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,8.360709592641262,60.78431372549019,1610612749,46,48,2024-10-29T00:25:19Z,2750000,False,-54.0,26.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
278,PT04M23.00S,2024-10-29T00:25:16.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,46,48,2024-10-29T00:25:19Z,2760000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,277.0,2.0,2.0,0.0,,,,,,,,,,,,,,
279,PT04M08.00S,2024-10-29T00:25:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,88.78120893561103,40.19607843137255,1610612738,46,48,2024-10-29T00:25:42Z,2770000,False,-49.0,53.0,1,right,MISS J. Tatum 7' driving Layup - blocked,"[1628369, 203081]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,Lillard,203081.0,,,,,,,,,,,,
280,PT04M08.00S,2024-10-29T00:25:31.9Z,2,REGULAR,block,,[],203081,,,1610612738,46,48,2024-10-29T00:25:35Z,2780000,False,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT04M04.00S,2024-10-29T00:25:35.9Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612749,46,48,2024-10-29T00:25:42Z,2790000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,279.0,1.0,1.0,0.0,,,,,,,,,,,,,,
282,PT04M00.00S,2024-10-29T00:25:39.5Z,2,REGULAR,2pt,Jump Shot,[],1641748,11.038107752956636,68.16023284313727,1610612749,46,50,2024-10-29T00:27:21Z,2800000,False,-91.0,51.0,1,left,A. Jackson Jr. 10' driving floating Jump Shot (2 PTS) (D. Lillard 4 AST),"[1641748, 203081]",1610612749.0,MIL,driving floating,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,8-16 Left,10.43,Made,,,,,,,2.0,,,,,,,,,D. Lillard,203081.0,4.0
284,PT03M59.00S,2024-10-29T00:25:44.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,46,50,2024-10-29T00:25:44Z,2820000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M44.00S,2024-10-29T00:28:51.8Z,2,REGULAR,foul,personal,['2freethrow'],1641748,,,1610612738,46,50,2024-10-29T00:29:00Z,2830000,False,,,0,,A. Jackson Jr. shooting personal FOUL (1 PF) (Holiday 2 FT),"[1641748, 201950]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,1.0,0.0,Holiday,201950.0,,,
289,PT03M44.00S,2024-10-29T00:29:15.3Z,2,REGULAR,freethrow,1 of 2,[],201950,,,1610612738,47,50,2024-10-29T00:29:15Z,2850000,False,,,0,,J. Holiday Free Throw 1 of 2 (4 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
290,PT03M44.00S,2024-10-29T00:29:16.0Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,47,50,2024-10-29T00:29:22Z,2860000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M44.00S,2024-10-29T00:29:16.0Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,47,50,2024-10-29T00:29:22Z,2870000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M44.00S,2024-10-29T00:29:38.6Z,2,REGULAR,freethrow,2 of 2,[],201950,,,1610612738,48,50,2024-10-29T00:29:38Z,2880000,False,,,0,,J. Holiday Free Throw 2 of 2 (5 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
293,PT03M29.00S,2024-10-29T00:29:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,7.440867279894875,45.34313725490196,1610612749,48,52,2024-10-29T00:29:59Z,2890000,False,23.0,17.0,1,left,B. Lopez Layup (6 PTS) (G. Antetokounmpo 4 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.91,Made,,,,,,,6.0,,,,,,,,,G. Antetokounmpo,203507.0,4.0
295,PT03M12.00S,2024-10-29T00:30:11.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,84.70762155059133,46.07843137254902,1610612738,50,52,2024-10-29T00:30:50Z,2910000,False,-20.0,91.0,1,right,J. Brown 9' driving floating Jump Shot (6 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,9.33,Made,,,,,,,6.0,,,,,,,,,,,
296,PT03M02.00S,2024-10-29T00:30:27.9Z,2,REGULAR,foul,offensive,[],203507,,,1610612749,50,52,2024-10-29T00:30:50Z,2920000,False,,,0,,G. Antetokounmpo offensive FOUL (2 PF),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202056.0,2.0,0.0,Holiday,201950.0,,,
298,PT03M02.00S,2024-10-29T00:30:27.9Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,50,52,2024-10-29T00:30:50Z,2940000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (4 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,4.0,,,202056.0,,,,,,,
299,PT02M54.00S,2024-10-29T00:30:42.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,70.51576872536137,25.0,1610612738,50,52,2024-10-29T00:30:54Z,2950000,False,-125.0,225.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
300,PT02M53.00S,2024-10-29T00:30:52.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,50,52,2024-10-29T00:30:52Z,2960000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,299.0,,,,,,,,,,,,,,,,,
301,PT02M53.00S,2024-10-29T00:30:58.5Z,2,REGULAR,foul,personal,[],1641748,,,1610612738,50,52,2024-10-29T00:31:11Z,2970000,False,,,0,,A. Jackson Jr. loose ball personal FOUL (2 PF),"[1641748, 1627759]",1610612749.0,MIL,loose ball,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,2.0,0.0,Brown,1627759.0,,,
303,PT02M41.00S,2024-10-29T00:31:16.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,72.88107752956637,84.06862745098039,1610612738,50,52,2024-10-29T00:31:22Z,2990000,False,170.0,202.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
304,PT02M37.00S,2024-10-29T00:31:20.7Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612749,50,52,2024-10-29T00:31:22Z,3000000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,303.0,2.0,2.0,0.0,,,,,,,,,,,,,,
305,PT02M31.00S,2024-10-29T00:31:26.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,8.492115637319317,46.07843137254902,1610612749,50,54,2024-10-29T00:31:31Z,3010000,False,20.0,27.0,1,left,B. Lopez Layup (8 PTS) (G. Antetokounmpo 5 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.36,Made,,,,,,,8.0,,,,,,,,,G. Antetokounmpo,203507.0,5.0
307,PT02M24.00S,2024-10-29T00:31:38.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641748,,,1610612738,50,54,2024-10-29T00:31:53Z,3030000,False,,,0,,A. Jackson Jr. personal FOUL (3 PF) (Brown 2 FT),"[1641748, 1627759]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1146.0,3.0,0.0,Brown,1627759.0,,,
309,PT02M24.00S,2024-10-29T00:32:07.6Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,50,54,2024-10-29T00:32:07Z,3050000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
310,PT02M24.00S,2024-10-29T00:32:07.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,50,54,2024-10-29T00:32:07Z,3060000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,
311,PT02M24.00S,2024-10-29T00:32:28.2Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,51,54,2024-10-29T00:32:28Z,3070000,False,,,0,,J. Brown Free Throw 2 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
312,PT02M07.00S,2024-10-29T00:32:45.9Z,2,REGULAR,3pt,Jump Shot,[],203507,32.14520367936925,69.85294117647058,1610612749,51,54,2024-10-29T00:32:57Z,3080000,False,-99.0,250.0,1,left,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,26.87,Missed,,,,,,,,,,,,,,,,,,
313,PT02M05.00S,2024-10-29T00:32:47.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,51,54,2024-10-29T00:32:57Z,3090000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,312.0,,,,,,,,,,,,,,,,,
315,PT02M05.00S,2024-10-29T00:32:54.3Z,2,REGULAR,substitution,out,[],203081,,,1610612738,51,54,2024-10-29T00:33:05Z,3110000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M05.00S,2024-10-29T00:32:54.3Z,2,REGULAR,substitution,in,[],1626153,,,1610612738,51,54,2024-10-29T00:33:05Z,3120000,False,,,0,,SUB in: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M51.00S,2024-10-29T00:33:22.7Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,51,54,2024-10-29T00:33:26Z,3130000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1629018]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,
318,PT01M51.00S,2024-10-29T00:33:22.7Z,2,REGULAR,steal,,[],1629018,,,1610612749,51,54,2024-10-29T00:33:24Z,3140000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
319,PT01M36.00S,2024-10-29T00:33:37.3Z,2,REGULAR,2pt,Hook,['fromturnover'],201572,11.383048620236531,33.088235294117645,1610612749,51,56,2024-10-29T00:33:42Z,3150000,False,85.0,55.0,1,left,B. Lopez 10' turnaround Hook (10 PTS) (G. Antetokounmpo 6 AST),"[201572, 203507]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,10.06,Made,,,,,,,10.0,,,,,,,,,G. Antetokounmpo,203507.0,6.0
321,PT01M27.00S,2024-10-29T00:33:49.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612738,51,56,2024-10-29T00:33:58Z,3170000,False,,,0,,B. Lopez personal FOUL (1 PF) (Brown 2 FT),"[201572, 1627759]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,202056.0,1.0,0.0,Brown,1627759.0,,,
323,PT01M27.00S,2024-10-29T00:34:17.9Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,52,56,2024-10-29T00:34:17Z,3190000,False,,,0,,J. Brown Free Throw 1 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
324,PT01M27.00S,2024-10-29T00:34:38.9Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,53,56,2024-10-29T00:34:38Z,3200000,False,,,0,,J. Brown Free Throw 2 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
325,PT01M12.00S,2024-10-29T00:34:54.8Z,2,REGULAR,3pt,Jump Shot,[],203507,28.991458607095925,75.98039215686273,1610612749,53,56,2024-10-29T00:35:01Z,3210000,False,-130.0,220.0,1,left,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
326,PT01M08.00S,2024-10-29T00:34:58.8Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,53,56,2024-10-29T00:35:01Z,3220000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,325.0,3.0,3.0,0.0,,,,,,,,,,,,,,
327,PT01M03.00S,2024-10-29T00:35:03.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,71.82982917214193,79.16666666666666,1610612738,53,56,2024-10-29T00:35:30Z,3230000,False,146.0,212.0,1,right,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
328,PT00M59.90S,2024-10-29T00:35:07.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,53,56,2024-10-29T00:35:10Z,3240000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,327.0,5.0,5.0,0.0,,,,,,,,,,,,,,
329,PT00M54.00S,2024-10-29T00:35:14.0Z,2,REGULAR,3pt,Jump Shot,[],1641748,28.07161629434954,77.20588235294117,1610612749,53,56,2024-10-29T00:35:26Z,3250000,False,-136.0,211.0,1,left,MISS A. Jackson Jr. 25' 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
330,PT00M53.00S,2024-10-29T00:35:15.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,53,56,2024-10-29T00:35:26Z,3260000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,329.0,4.0,3.0,1.0,,,,,,,,,,,,,,
331,PT00M33.10S,2024-10-29T00:35:34.9Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,53,56,2024-10-29T00:35:38Z,3270000,False,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 201572]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,3.0,Lopez,201572.0,,,,,,,,
332,PT00M33.10S,2024-10-29T00:35:34.9Z,2,REGULAR,steal,,[],201572,,,1610612749,53,56,2024-10-29T00:35:36Z,3280000,False,,,0,,B. Lopez STEAL (2 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
333,PT00M28.70S,2024-10-29T00:35:39.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,8.09789750328515,56.61764705882353,1610612749,53,56,2024-10-29T00:35:54Z,3290000,False,-33.0,24.0,1,left,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,,
334,PT00M26.70S,2024-10-29T00:35:41.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,53,56,2024-10-29T00:35:54Z,3300000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,333.0,5.0,5.0,0.0,,,,,,,,,,,,,,
335,PT00M04.70S,2024-10-29T00:36:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.03745072273325,59.068627450980394,1610612738,53,56,2024-10-29T00:36:07Z,3310000,False,45.0,4.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
336,PT00M02.80S,2024-10-29T00:36:05.2Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,53,56,2024-10-29T00:36:07Z,3320000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,335.0,6.0,6.0,0.0,,,,,,,,,,,,,,
337,PT00M00.00S,2024-10-29T00:36:13.9Z,2,REGULAR,period,end,[],0,,,1610612749,53,56,2024-10-29T00:36:13Z,3330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-10-29T00:50:51.3Z,3,REGULAR,substitution,out,['startperiod'],1641748,,,1610612749,53,56,2024-10-29T00:51:13Z,3340000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-10-29T00:50:51.3Z,3,REGULAR,substitution,out,['startperiod'],1626153,,,1610612749,53,56,2024-10-29T00:51:13Z,3350000,False,,,0,,SUB out: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-10-29T00:50:51.3Z,3,REGULAR,substitution,in,['startperiod'],1627752,,,1610612749,53,56,2024-10-29T00:51:13Z,3360000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-10-29T00:50:51.3Z,3,REGULAR,substitution,in,['startperiod'],203081,,,1610612749,53,56,2024-10-29T00:51:13Z,3370000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2024-10-29T00:51:32.7Z,3,REGULAR,period,start,[],0,,,1610612738,53,56,2024-10-29T00:51:32Z,3380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M48.00S,2024-10-29T00:51:43.9Z,3,REGULAR,3pt,Jump Shot,[],1628401,29.911300919842315,70.83333333333334,1610612738,53,56,2024-10-29T00:51:50Z,3390000,False,-104.0,229.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
344,PT11M45.00S,2024-10-29T00:51:46.9Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,53,56,2024-10-29T00:51:50Z,3400000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,343.0,7.0,7.0,0.0,,,,,,,,,,,,,,
345,PT11M27.00S,2024-10-29T00:52:05.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.51182654402102,50.245098039215684,1610612749,53,58,2024-10-29T00:52:24Z,3410000,False,1.0,8.0,1,right,G. Antetokounmpo DUNK (15 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,15.0,,,,,,,,,,,
