actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
251,PT03M19.00S,2025-02-23T18:58:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,7.703679369250986,45.83333333333333,1610612752,50,37,2025-02-23T18:59:06Z,2500000,False,21.0,20.0,1,left,M. Bridges driving finger roll Layup (2 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.88,,J. Brunson,1628973.0,1.0,,,,,,,,
253,PT03M01.00S,2025-02-23T18:59:15.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,69.33311432325887,80.3921568627451,1610612738,53,37,2025-02-23T18:59:19Z,2520000,False,152.0,236.0,1,right,D. White 28' 3PT pullup (7 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,Made,7.0,28.05,,,,,,,,,,,,
254,PT02M40.00S,2025-02-23T18:59:36.7Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612752,53,37,2025-02-23T18:59:41Z,2530000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 204001]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Porziņģis,204001.0
255,PT02M40.00S,2025-02-23T18:59:36.7Z,2,REGULAR,steal,,[],204001,,,1610612738,53,37,2025-02-23T18:59:39Z,2540000,False,,,0,,K. Porziņģis STEAL (1 STL),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
256,PT02M36.00S,2025-02-23T18:59:40.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.72339027595268,47.549019607843135,1610612738,55,37,2025-02-23T18:59:50Z,2550000,False,-12.0,16.0,1,right,J. Tatum running DUNK (12 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,2.01,,J. Brown,1627759.0,1.0,,,,,,,,
258,PT02M28.00S,2025-02-23T18:59:52.7Z,2,REGULAR,foul,personal,[],1627759,,,1610612752,55,37,2025-02-23T19:00:02Z,2570000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1628404]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,202053.0,2.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
260,PT02M28.00S,2025-02-23T19:00:03.2Z,2,REGULAR,substitution,out,[],1627759,,,1610612752,55,37,2025-02-23T19:00:19Z,2590000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M28.00S,2025-02-23T19:00:03.2Z,2,REGULAR,substitution,out,[],204001,,,1610612752,55,37,2025-02-23T19:00:19Z,2600000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M28.00S,2025-02-23T19:00:03.2Z,2,REGULAR,substitution,in,[],1628436,,,1610612752,55,37,2025-02-23T19:00:19Z,2610000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M28.00S,2025-02-23T19:00:03.2Z,2,REGULAR,substitution,in,[],201950,,,1610612752,55,37,2025-02-23T19:00:19Z,2620000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M18.00S,2025-02-23T19:00:35.7Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612752,55,37,2025-02-23T19:00:45Z,2630000,False,,,0,,A. Horford shooting personal FOUL (2 PF) (Hart 2 FT),"[201143, 1628404]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,1146.0,2.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
266,PT02M18.00S,2025-02-23T19:01:02.7Z,2,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,55,38,2025-02-23T19:01:02Z,2650000,False,,,0,,J. Hart Free Throw 1 of 2 (10 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
267,PT02M18.00S,2025-02-23T19:01:20.9Z,2,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,55,39,2025-02-23T19:01:20Z,2660000,False,,,0,,J. Hart Free Throw 2 of 2 (11 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
268,PT02M06.00S,2025-02-23T19:01:38.0Z,2,REGULAR,foul,personal,[],1628969,,,1610612738,55,39,2025-02-23T19:01:48Z,2670000,False,,,0,,M. Bridges personal FOUL (2 PF),"[1628969, 1628369]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,1146.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
270,PT01M59.00S,2025-02-23T19:02:08.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.39093298291722,31.372549019607842,1610612738,55,39,2025-02-23T19:02:15Z,2690000,False,-93.0,273.0,1,right,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,28.82,,,,,,,,,,,,
271,PT01M58.00S,2025-02-23T19:02:09.4Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,55,39,2025-02-23T19:02:15Z,2700000,False,,,0,,L. Kornet REBOUND (Off:2 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,270.0,,,,2.0,0.0,2.0,,,,,
272,PT01M57.00S,2025-02-23T19:02:11.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,92.72339027595268,46.81372549019608,1610612738,57,39,2025-02-23T19:02:19Z,2710000,False,-16.0,16.0,1,right,L. Kornet putback Layup (2 PTS),[1628436],1610612738.0,BOS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.25,,,,,,,,,,,,
273,PT01M49.00S,2025-02-23T19:02:22.8Z,2,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612752,57,39,2025-02-23T19:02:30Z,2720000,False,,,0,,O. Anunoby step out-of-bounds TURNOVER (1 TO),[1628384],1610612752.0,NYK,step,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,,
274,PT01M33.00S,2025-02-23T19:02:47.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628436,92.06636005256242,39.46078431372549,1610612738,57,39,2025-02-23T19:02:54Z,2730000,False,-53.0,22.0,1,right,MISS L. Kornet cutting Layup,[1628436],1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.71,,,,,,,,,,,,
275,PT01M32.00S,2025-02-23T19:02:48.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,57,39,2025-02-23T19:02:54Z,2740000,False,,,0,,K. Towns REBOUND (Off:0 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,274.0,,,,7.0,7.0,0.0,,,,,
277,PT01M27.00S,2025-02-23T19:03:11.1Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612752,57,39,2025-02-23T19:03:20Z,2760000,False,,,0,,A. Horford shooting personal FOUL (3 PF) (Anunoby 2 FT),"[201143, 1628384]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,1146.0,3.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,
279,PT01M27.00S,2025-02-23T19:03:21.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628384,,,1610612752,57,40,2025-02-23T19:03:21Z,2780000,False,,,0,,O. Anunoby Free Throw 1 of 2 (4 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
280,PT01M27.00S,2025-02-23T19:03:23.2Z,2,REGULAR,substitution,out,[],201143,,,1610612752,57,40,2025-02-23T19:03:25Z,2790000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT01M27.00S,2025-02-23T19:03:23.2Z,2,REGULAR,substitution,in,[],204001,,,1610612752,57,40,2025-02-23T19:03:25Z,2800000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT01M27.00S,2025-02-23T19:03:36.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628384,,,1610612752,57,41,2025-02-23T19:03:36Z,2810000,False,,,0,,O. Anunoby Free Throw 2 of 2 (5 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
283,PT01M11.00S,2025-02-23T19:03:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.90407358738501,59.58180147058824,1610612738,59,41,2025-02-23T19:03:59Z,2820000,False,48.0,14.0,1,right,J. Tatum driving Layup (14 PTS) (L. Kornet 2 AST),"[1628369, 1628436]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,14.0,5.0,,L. Kornet,1628436.0,2.0,,,,,,,,
284,PT00M54.60S,2025-02-23T19:04:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,9.280551905387648,38.23529411764706,1610612752,59,41,2025-02-23T19:04:22Z,2830000,False,59.0,35.0,1,left,MISS M. Bridges 6' driving Layup,[1628969],1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.83,,,,,,,,,,,,
285,PT00M53.60S,2025-02-23T19:04:14.4Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,59,41,2025-02-23T19:04:22Z,2840000,False,,,0,,K. Towns REBOUND (Off:1 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,284.0,,,,8.0,7.0,1.0,,,,,
286,PT00M53.60S,2025-02-23T19:04:19.7Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626157,5.590000152587891,50.0,1610612752,59,43,2025-02-23T19:04:32Z,2850000,False,0.0,0.0,1,left,K. Towns tip DUNK (5 PTS),[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,0.0,,,,,,,,,,,,
288,PT00M34.30S,2025-02-23T19:04:35.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,87.99277266754271,59.55882352941176,1610612738,59,43,2025-02-23T19:07:40Z,2860000,False,48.0,60.0,1,right,MISS J. Tatum 7' driving floating bank Shot,[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.7,,,,,,,,,,,,
289,PT00M33.00S,2025-02-23T19:04:36.6Z,2,REGULAR,rebound,offensive,[],204001,,,1610612738,59,43,2025-02-23T19:04:51Z,2870000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:0),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,288.0,,,,2.0,0.0,2.0,,,,,
290,PT00M33.00S,2025-02-23T19:04:39.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612738,59,43,2025-02-23T19:04:55Z,2880000,False,0.0,0.0,1,right,MISS K. Porziņģis tip Layup,[204001],1610612738.0,BOS,tip,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,,
291,PT00M32.00S,2025-02-23T19:04:40.9Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,59,43,2025-02-23T19:04:55Z,2890000,False,,,0,,L. Kornet REBOUND (Off:3 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,290.0,,,,3.0,0.0,3.0,,,,,
292,PT00M31.60S,2025-02-23T19:04:43.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,92.66179369250985,45.262714460784316,1610612738,61,43,2025-02-23T19:05:04Z,2900000,False,-24.0,16.0,1,right,L. Kornet tip Layup (4 PTS),[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.89,,,,,,,,,,,,
293,PT00M21.70S,2025-02-23T19:04:52.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,14.273981603153747,46.07843137254902,1610612752,61,43,2025-02-23T19:05:07Z,2910000,False,20.0,82.0,1,left,MISS K. Towns 8' Jump Shot,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,8.4,,,,,,,,,,,,
294,PT00M21.70S,2025-02-23T19:04:52.7Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,61,43,2025-02-23T19:05:07Z,2920000,False,,,0,,K. Towns REBOUND (Off:2 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,293.0,,,,9.0,7.0,2.0,,,,,
295,PT00M17.70S,2025-02-23T19:04:56.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,8.09789750328515,46.568627450980394,1610612752,61,43,2025-02-23T19:05:13Z,2930000,False,17.0,24.0,1,left,MISS K. Towns Layup,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.92,,,,,,,,,,,,
296,PT00M15.20S,2025-02-23T19:04:59.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,61,43,2025-02-23T19:04:59Z,2940000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,295.0,,,,3.0,1.0,2.0,,,,,
297,PT00M02.20S,2025-02-23T19:05:12.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.52233902759527,42.64705882352941,1610612738,64,43,2025-02-23T19:05:16Z,2950000,False,-37.0,272.0,1,right,J. Tatum 27' 3PT pullup (17 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,Made,17.0,27.41,,,,,,,,,,,,
298,PT00M00.00S,2025-02-23T19:05:21.9Z,2,REGULAR,3pt,Jump Shot,[],1628969,46.86268068331143,19.607843137254903,1610612752,64,43,2025-02-23T19:08:38Z,2960000,False,152.0,388.0,1,left,MISS M. Bridges 41' pullup 3PT,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,41.67,,,,,,,,,,,,
299,PT00M00.00S,2025-02-23T19:05:21.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,64,43,2025-02-23T19:05:34Z,2970000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,298.0,,,,,,,,,,,
300,PT00M00.00S,2025-02-23T19:05:28.7Z,2,REGULAR,period,end,[],0,,,1610612752,64,43,2025-02-23T19:05:28Z,2980000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2025-02-23T19:19:53.0Z,3,REGULAR,substitution,out,['startperiod'],1628436,,,1610612752,64,43,2025-02-23T19:20:42Z,2990000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2025-02-23T19:19:53.0Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612752,64,43,2025-02-23T19:20:42Z,3000000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2025-02-23T19:21:20.9Z,3,REGULAR,period,start,[],0,,,1610612752,64,43,2025-02-23T19:21:20Z,3010000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT11M43.00S,2025-02-23T19:21:37.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.89027595269383,56.127450980392155,1610612752,64,43,2025-02-23T19:21:50Z,3020000,False,31.0,80.0,1,right,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,8.57,,,,,,,,,,,,
305,PT11M42.00S,2025-02-23T19:21:38.2Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,64,43,2025-02-23T19:21:50Z,3030000,False,,,0,,K. Towns REBOUND (Off:3 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,304.0,,,,10.0,7.0,3.0,,,,,
306,PT11M42.00S,2025-02-23T19:21:41.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626157,94.40999984741211,50.0,1610612752,64,45,2025-02-23T19:21:53Z,3040000,False,0.0,0.0,1,right,K. Towns tip Layup (7 PTS),[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,0.0,,,,,,,,,,,,
307,PT11M28.00S,2025-02-23T19:21:52.2Z,3,REGULAR,3pt,Jump Shot,[],204001,32.670827858081466,47.549019607843135,1610612738,64,45,2025-02-23T19:21:59Z,3050000,False,12.0,255.0,1,left,MISS K. Porziņģis 25' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.49,,,,,,,,,,,,
308,PT11M27.00S,2025-02-23T19:21:53.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,64,45,2025-02-23T19:21:59Z,3060000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,307.0,,,,4.0,3.0,1.0,,,,,
309,PT11M17.00S,2025-02-23T19:22:02.9Z,3,REGULAR,3pt,Jump Shot,[],1628384,88.78120893561103,95.34313725490196,1610612752,64,48,2025-02-23T19:22:10Z,3070000,False,227.0,53.0,1,right,O. Anunoby 3PT  (8 PTS) (J. Brunson 2 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,Made,8.0,23.28,,J. Brunson,1628973.0,2.0,,,,,,,,
311,PT11M03.00S,2025-02-23T19:22:17.3Z,3,REGULAR,3pt,Jump Shot,[],204001,34.773324572930356,54.65686274509803,1610612738,64,48,2025-02-23T19:22:25Z,3090000,False,-23.0,274.0,1,left,MISS K. Porziņģis 27' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.54,,,,,,,,,,,,
312,PT11M02.00S,2025-02-23T19:22:18.3Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,64,48,2025-02-23T19:22:25Z,3100000,False,,,0,,K. Towns REBOUND (Off:3 Def:8),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,311.0,,,,11.0,8.0,3.0,,,,,
313,PT10M39.00S,2025-02-23T19:22:42.1Z,3,REGULAR,3pt,Jump Shot,[],1628973,91.27792378449409,97.30392156862744,1610612752,64,48,2025-02-23T19:22:49Z,3110000,False,237.0,29.0,1,right,MISS J. Brunson step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.83,,,,,,,,,,,,
314,PT10M38.00S,2025-02-23T19:22:43.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,64,48,2025-02-23T19:22:49Z,3120000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Right Corner 3,24+ Right,,,,,,,,,313.0,,,,4.0,2.0,2.0,,,,,
315,PT10M24.00S,2025-02-23T19:22:57.4Z,3,REGULAR,foul,personal,[],1626157,,,1610612738,64,48,2025-02-23T19:23:14Z,3130000,False,,,0,,K. Towns personal FOUL (1 PF),"[1626157, 204001]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,202053.0,1.0,0.0,Porziņģis,204001.0,,,,,,,,,,,,,,,
317,PT10M11.00S,2025-02-23T19:23:29.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,19.530223390275953,2.941176470588235,1610612738,67,48,2025-02-23T19:23:32Z,3150000,False,235.0,131.0,1,left,D. White 26' 3PT  (10 PTS) (J. Tatum 4 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,Made,10.0,26.94,,J. Tatum,1628369.0,4.0,,,,,,,,
319,PT09M57.00S,2025-02-23T19:23:43.0Z,3,REGULAR,3pt,Jump Shot,[],1628384,72.48685939553219,14.950980392156863,1610612752,67,48,2025-02-23T19:23:50Z,3170000,False,-175.0,206.0,1,right,MISS O. Anunoby 27' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.05,,,,,,,,,,,,
320,PT09M56.00S,2025-02-23T19:23:44.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,67,48,2025-02-23T19:23:50Z,3180000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,319.0,,,,7.0,7.0,0.0,,,,,
321,PT09M52.00S,2025-02-23T19:23:48.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,5.469776609724048,46.81372549019608,1610612738,69,48,2025-02-23T19:23:57Z,3190000,False,16.0,-1.0,1,left,J. Brown running finger roll Layup (8 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,1.59,,J. Tatum,1628369.0,5.0,,,,,,,,
323,PT09M52.00S,2025-02-23T19:23:55.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,69,48,2025-02-23T19:23:55Z,3210000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT09M38.00S,2025-02-23T19:27:40.1Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612752,69,48,2025-02-23T19:27:45Z,3220000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1628369]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0
325,PT09M38.00S,2025-02-23T19:27:40.1Z,3,REGULAR,steal,,[],1628369,,,1610612738,69,48,2025-02-23T19:27:42Z,3230000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
326,PT09M32.00S,2025-02-23T19:27:45.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,7.966491458607096,46.81372549019608,1610612738,71,48,2025-02-23T19:27:49Z,3240000,False,16.0,22.0,1,left,J. Brown running finger roll Layup (10 PTS) (J. Tatum 6 AST),"[1627759, 1628369]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,2.75,,J. Tatum,1628369.0,6.0,,,,,,,,
328,PT09M20.00S,2025-02-23T19:27:56.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.38042049934296,46.32352941176471,1610612752,71,50,2025-02-23T19:28:03Z,3260000,False,-18.0,10.0,1,right,J. Hart driving reverse Layup (13 PTS),[1628404],1610612752.0,NYK,driving reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,2.08,,,,,,,,,,,,
329,PT09M09.00S,2025-02-23T19:28:10.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,18.084756898817346,49.01960784313725,1610612738,71,50,2025-02-23T19:29:53Z,3270000,False,5.0,117.0,1,left,MISS J. Tatum 11' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.76,,,,,,,,,,,,
330,PT09M08.00S,2025-02-23T19:28:11.0Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,71,50,2025-02-23T19:28:19Z,3280000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,329.0,,,,5.0,4.0,1.0,,,,,
331,PT09M01.00S,2025-02-23T19:28:18.5Z,3,REGULAR,foul,personal,[],1628369,,,1610612752,71,50,2025-02-23T19:28:31Z,3290000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628973]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,1146.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
