actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
89,PT04M38.00S,2025-02-23T18:25:40.3Z,1,REGULAR,2pt,Jump Shot,[],1628369,77.08607095926413,68.87254901960785,1610612738,22,10,2025-02-23T18:25:47Z,880000,False,94.0,163.0,1,right,MISS J. Tatum 18' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,18.83,,,,,,,,,,,,
90,PT04M36.00S,2025-02-23T18:25:42.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,22,10,2025-02-23T18:25:47Z,890000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,89.0,,,,2.0,1.0,1.0,,,,,
91,PT04M32.00S,2025-02-23T18:25:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,6.521024967148489,47.549019607843135,1610612752,22,12,2025-02-23T18:25:53Z,900000,False,12.0,9.0,1,left,J. Hart running Layup (6 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,1.51,,,,,,,,,,,,
92,PT04M32.00S,2025-02-23T18:26:00.0Z,1,REGULAR,foul,personal,['1freethrow'],1630573,,,1610612752,22,12,2025-02-23T18:27:22Z,910000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Hart 1 FT),"[1630573, 1628404]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,1146.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
94,PT04M32.00S,2025-02-23T18:26:07.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,22,12,2025-02-23T18:26:10Z,930000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M32.00S,2025-02-23T18:26:07.7Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,22,12,2025-02-23T18:26:10Z,940000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M32.00S,2025-02-23T18:26:22.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628404,,,1610612752,22,13,2025-02-23T18:26:22Z,950000,False,,,0,,J. Hart Free Throw 1 of 1 (7 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
97,PT04M18.00S,2025-02-23T18:26:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,51.9607843137255,1610612738,24,13,2025-02-23T18:26:48Z,960000,False,10.0,12.0,1,right,J. Tatum driving Layup (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.56,,,,,,,,,,,,
98,PT04M01.00S,2025-02-23T18:26:56.0Z,1,REGULAR,2pt,Jump Shot,[],1628404,20.71287779237845,75.49019607843137,1610612752,24,13,2025-02-23T18:27:01Z,970000,False,-127.0,142.0,1,left,MISS J. Hart 19' turnaround Shot,[1628404],1610612752.0,NYK,turnaround,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,19.1,,,,,,,,,,,,
99,PT04M00.00S,2025-02-23T18:26:57.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,24,13,2025-02-23T18:27:01Z,980000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,,,,,,,98.0,,,,1.0,1.0,0.0,,,,,
100,PT03M45.00S,2025-02-23T18:27:12.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,74.19513797634691,88.48039215686273,1610612738,24,13,2025-02-23T18:27:18Z,990000,False,192.0,190.0,1,right,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.05,,,,,,,,,,,,
101,PT03M43.00S,2025-02-23T18:27:14.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,24,13,2025-02-23T18:27:18Z,1000000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,100.0,,,,3.0,2.0,1.0,,,,,
102,PT03M32.00S,2025-02-23T18:27:24.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,28.465834428383708,17.647058823529413,1610612752,24,13,2025-02-23T18:27:32Z,1010000,False,162.0,215.0,1,left,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.92,,,,,,,,,,,,
103,PT03M31.00S,2025-02-23T18:27:25.3Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,24,13,2025-02-23T18:27:32Z,1020000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,102.0,,,,2.0,2.0,0.0,,,,,
104,PT03M25.00S,2025-02-23T18:27:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.14651773981603,53.67647058823529,1610612738,24,13,2025-02-23T18:28:02Z,1030000,False,18.0,31.0,1,right,MISS A. Horford cutting Layup,[201143],1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.58,,,,,,,,,,,,
106,PT03M24.00S,2025-02-23T18:27:34.4Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,24,13,2025-02-23T18:27:48Z,1050000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,104.0,,,,2.0,1.0,1.0,,,,,
107,PT03M23.00S,2025-02-23T18:27:41.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201143,94.40999984741211,50.0,1610612738,26,13,2025-02-23T18:27:54Z,1060000,False,0.0,0.0,1,right,A. Horford putback Layup (2 PTS),[201143],1610612738.0,BOS,putback,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.0,,,,,,,,,,,,
108,PT03M14.00S,2025-02-23T18:27:53.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,26,13,2025-02-23T18:27:53Z,1070000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M14.00S,2025-02-23T18:30:20.8Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,26,13,2025-02-23T18:30:56Z,1080000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M14.00S,2025-02-23T18:30:20.8Z,1,REGULAR,substitution,in,[],1630173,,,1610612752,26,13,2025-02-23T18:30:56Z,1090000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M04.00S,2025-02-23T18:31:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,18.084756898817346,50.73529411764706,1610612752,26,15,2025-02-23T18:31:29Z,1100000,False,-4.0,117.0,1,left,J. Brunson 11' turnaround fadeaway Jump Shot (5 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,5.0,11.76,,,,,,,,,,,,
112,PT02M44.00S,2025-02-23T18:31:44.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,76.42904073587385,28.921568627450984,1610612738,28,15,2025-02-23T18:31:47Z,1110000,False,-105.0,169.0,1,right,J. Tatum 19' pullup Jump Shot (6 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,Made,6.0,19.93,,,,,,,,,,,,
113,PT02M31.00S,2025-02-23T18:31:57.5Z,1,REGULAR,2pt,Jump Shot,[],1628973,23.209592641261498,54.41176470588235,1610612752,28,15,2025-02-23T18:32:03Z,1120000,False,-22.0,166.0,1,left,MISS J. Brunson 16' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,Missed,,16.72,,,,,,,,,,,,
114,PT02M30.00S,2025-02-23T18:31:58.5Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,28,15,2025-02-23T18:32:03Z,1130000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,,,,,,,,,113.0,,,,3.0,3.0,0.0,,,,,
115,PT02M23.00S,2025-02-23T18:32:06.8Z,1,REGULAR,3pt,Jump Shot,[],1630573,97.05978975032852,3.431372549019608,1610612738,31,15,2025-02-23T18:32:31Z,1140000,False,-233.0,-25.0,1,right,S. Hauser 3PT  (3 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,23.41,,P. Pritchard,1630202.0,1.0,,,,,,,,
117,PT02M09.00S,2025-02-23T18:32:20.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,12.171484888304862,44.85294117647059,1610612752,31,15,2025-02-23T18:32:28Z,1160000,False,26.0,62.0,1,left,MISS P. Achiuwa 6' driving Hook,[1630173],1610612752.0,NYK,driving,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.7,,,,,,,,,,,,
118,PT02M07.00S,2025-02-23T18:32:22.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,15,2025-02-23T18:32:28Z,1170000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,117.0,,,,4.0,4.0,0.0,,,,,
119,PT01M52.00S,2025-02-23T18:32:37.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,82.7365308804205,29.166666666666668,1610612738,31,15,2025-02-23T18:32:45Z,1180000,False,-104.0,110.0,1,right,MISS J. Tatum 15' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,Missed,,15.14,,,,,,,,,,,,
120,PT01M50.00S,2025-02-23T18:32:39.2Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,31,15,2025-02-23T18:32:45Z,1190000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,,,,,,119.0,,,,1.0,0.0,1.0,,,,,
121,PT01M47.00S,2025-02-23T18:32:42.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,67.62483574244416,32.35294117647059,1610612738,34,15,2025-02-23T18:32:47Z,1200000,False,-88.0,252.0,1,right,S. Hauser 26' 3PT  (6 PTS) (L. Kornet 1 AST),"[1630573, 1628436]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,26.68,,L. Kornet,1628436.0,1.0,,,,,,,,
123,PT01M26.00S,2025-02-23T18:33:03.3Z,1,REGULAR,3pt,Jump Shot,[],1630540,32.933639947437584,45.588235294117645,1610612752,34,15,2025-02-23T18:33:11Z,1220000,False,22.0,257.0,1,left,MISS M. McBride 25' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.8,,,,,,,,,,,,
124,PT01M25.00S,2025-02-23T18:33:04.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,15,2025-02-23T18:33:11Z,1230000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,123.0,,,,5.0,5.0,0.0,,,,,
125,PT01M20.00S,2025-02-23T18:33:09.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,63.41984231274639,41.911764705882355,1610612738,34,15,2025-02-23T18:33:17Z,1240000,False,-40.0,291.0,1,right,MISS P. Pritchard 29' running pullup 3PT,[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,Missed,,29.42,,,,,,,,,,,,
126,PT01M19.00S,2025-02-23T18:33:10.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,34,15,2025-02-23T18:33:17Z,1250000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,,,,125.0,,,,1.0,1.0,0.0,,,,,
127,PT01M10.00S,2025-02-23T18:33:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,6.521024967148489,44.11764705882353,1610612752,34,17,2025-02-23T18:33:25Z,1260000,False,29.0,9.0,1,left,J. Hart running Layup (9 PTS) (P. Achiuwa 1 AST),"[1628404, 1630173]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,3.07,,P. Achiuwa,1630173.0,1.0,,,,,,,,
130,PT00M49.50S,2025-02-23T18:33:54.7Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612738,34,17,2025-02-23T18:34:04Z,1290000,False,,,0,,O. Anunoby shooting personal FOUL (3 PF) (Tatum 2 FT),"[1628384, 1628369]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,202053.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
132,PT00M49.50S,2025-02-23T18:34:06.2Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,35,17,2025-02-23T18:34:06Z,1310000,False,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
133,PT00M49.50S,2025-02-23T18:34:09.6Z,1,REGULAR,substitution,out,[],1628384,,,1610612738,35,17,2025-02-23T18:34:13Z,1320000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M49.50S,2025-02-23T18:34:09.6Z,1,REGULAR,substitution,in,[],1626157,,,1610612738,35,17,2025-02-23T18:34:13Z,1330000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M49.50S,2025-02-23T18:34:32.4Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,36,17,2025-02-23T18:34:32Z,1340000,False,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
136,PT00M33.60S,2025-02-23T18:34:50.6Z,1,REGULAR,2pt,Jump Shot,[],1628973,23.209592641261498,53.431372549019606,1610612752,36,19,2025-02-23T18:34:54Z,1350000,False,-17.0,166.0,1,left,J. Brunson 16' step back Jump Shot (7 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,Made,7.0,16.66,,,,,,,,,,,,
137,PT00M11.40S,2025-02-23T18:35:18.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.28449408672799,57.107843137254896,1610612738,38,19,2025-02-23T18:35:25Z,1360000,False,36.0,76.0,1,right,J. Tatum 8' driving floating Jump Shot (10 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,10.0,8.42,,,,,,,,,,,,
138,PT00M04.90S,2025-02-23T18:35:30.2Z,1,REGULAR,foul,personal,[],1630202,,,1610612752,38,19,2025-02-23T18:35:40Z,1370000,False,,,0,,P. Pritchard take personal FOUL (1 PF),"[1630202, 1628973]",1610612738.0,BOS,take,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,1146.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
140,PT00M04.90S,2025-02-23T18:35:41.1Z,1,REGULAR,substitution,out,[],1628436,,,1610612752,38,19,2025-02-23T18:35:44Z,1390000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M04.90S,2025-02-23T18:35:41.1Z,1,REGULAR,substitution,in,[],201950,,,1610612752,38,19,2025-02-23T18:35:44Z,1400000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M01.00S,2025-02-23T18:36:04.2Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,38,19,2025-02-23T18:36:10Z,1410000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 201950]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0
143,PT00M01.00S,2025-02-23T18:36:04.2Z,1,REGULAR,steal,,[],201950,,,1610612738,38,19,2025-02-23T18:36:06Z,1420000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2025-02-23T18:36:15.3Z,1,REGULAR,period,end,[],0,,,1610612738,38,19,2025-02-23T18:36:15Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,38,19,2025-02-23T18:39:17Z,1440000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,out,['startperiod'],1630573,,,1610612738,38,19,2025-02-23T18:39:17Z,1450000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,out,['startperiod'],201143,,,1610612738,38,19,2025-02-23T18:39:17Z,1460000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,out,['startperiod'],1628404,,,1610612738,38,19,2025-02-23T18:39:17Z,1470000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612738,38,19,2025-02-23T18:39:17Z,1480000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,38,19,2025-02-23T18:39:17Z,1490000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,in,['startperiod'],204001,,,1610612738,38,19,2025-02-23T18:39:17Z,1500000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,38,19,2025-02-23T18:39:17Z,1510000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612738,38,19,2025-02-23T18:39:17Z,1520000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-02-23T18:38:36.6Z,2,REGULAR,substitution,in,['startperiod'],1629013,,,1610612738,38,19,2025-02-23T18:39:17Z,1530000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-02-23T18:39:40.9Z,2,REGULAR,period,start,[],0,,,1610612752,38,19,2025-02-23T18:39:40Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M47.00S,2025-02-23T18:39:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.438896189224705,59.82689950980392,1610612752,38,21,2025-02-23T18:40:01Z,1550000,False,-49.0,8.0,1,left,C. Payne driving Layup (2 PTS),[1626166],1610612752.0,NYK,driving,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,4.97,,,,,,,,,,,,
157,PT11M22.00S,2025-02-23T18:40:18.5Z,2,REGULAR,3pt,Jump Shot,[],201950,84.1819973718791,3.9215686274509802,1610612738,38,21,2025-02-23T18:41:15Z,1560000,False,-230.0,96.0,1,right,MISS J. Holiday 24' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.97,,,,,,,,,,,,
158,PT11M21.00S,2025-02-23T18:40:19.5Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612752,38,21,2025-02-23T18:40:25Z,1570000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,157.0,,,,1.0,1.0,0.0,,,,,
159,PT11M02.00S,2025-02-23T18:40:37.6Z,2,REGULAR,turnover,lost ball,[],1629013,,,1610612752,38,21,2025-02-23T18:42:49Z,1580000,False,,,0,,L. Shamet lost ball TURNOVER (1 TO),"[1629013, 201950]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0
160,PT11M02.00S,2025-02-23T18:40:37.6Z,2,REGULAR,steal,,[],201950,,,1610612738,38,21,2025-02-23T18:40:40Z,1590000,False,,,0,,J. Holiday STEAL (2 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
161,PT10M55.00S,2025-02-23T18:40:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,92.19776609724047,56.127450980392155,1610612738,40,21,2025-02-23T18:40:52Z,1600000,False,31.0,21.0,1,right,J. Brown running reverse Layup (4 PTS),[1627759],1610612738.0,BOS,running reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.7,,,,,,,,,,,,
162,PT10M43.00S,2025-02-23T18:40:56.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,15.982260183968464,41.42156862745098,1610612752,40,23,2025-02-23T18:41:00Z,1610000,False,43.0,98.0,1,left,C. Payne 10' driving floating Jump Shot (4 PTS),[1626166],1610612752.0,NYK,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,10.67,,,,,,,,,,,,
163,PT10M26.00S,2025-02-23T18:41:13.5Z,2,REGULAR,3pt,Jump Shot,[],204001,64.99671484888306,37.5,1610612738,40,23,2025-02-23T18:41:19Z,1620000,False,-62.0,277.0,1,right,MISS K. Porziņģis 28' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,Missed,,28.35,,,,,,,,,,,,
164,PT10M25.00S,2025-02-23T18:41:14.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,40,23,2025-02-23T18:41:19Z,1630000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,163.0,,,,5.0,5.0,0.0,,,,,
165,PT10M16.00S,2025-02-23T18:41:23.4Z,2,REGULAR,3pt,Jump Shot,[],1626166,32.013797634691194,28.186274509803923,1610612752,40,26,2025-02-23T18:41:31Z,1640000,False,109.0,248.0,1,left,C. Payne 27' 3PT pullup (7 PTS),[1626166],1610612752.0,NYK,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,,,Made,7.0,27.13,,,,,,,,,,,,
166,PT09M52.00S,2025-02-23T18:41:47.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,76.16622864651774,67.8921568627451,1610612738,40,26,2025-02-23T18:41:54Z,1650000,False,89.0,172.0,1,right,MISS J. Brown 19' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,19.34,,,,,,,,,,,,
167,PT09M50.00S,2025-02-23T18:41:49.7Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612752,40,26,2025-02-23T18:41:54Z,1660000,False,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Right Center,,,,,,,,,166.0,,,,2.0,2.0,0.0,,,,,
