actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
84,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,out,[],1641707,,,1610612738,28,18,2025-12-31T02:25:05Z,830000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,out,[],1628374,,,1610612738,28,18,2025-12-31T02:25:05Z,840000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,out,[],203994,,,1610612738,28,18,2025-12-31T02:25:05Z,850000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,28,18,2025-12-31T02:25:05Z,860000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,out,[],1641775,,,1610612738,28,18,2025-12-31T02:25:05Z,870000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,out,[],1629674,,,1610612738,28,18,2025-12-31T02:25:05Z,880000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,in,[],1642262,,,1610612738,28,18,2025-12-31T02:25:05Z,890000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,in,[],1642268,,,1610612738,28,18,2025-12-31T02:25:05Z,900000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,in,[],1642271,,,1610612738,28,18,2025-12-31T02:25:05Z,910000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,in,[],1630568,,,1610612738,28,18,2025-12-31T02:25:05Z,920000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,28,18,2025-12-31T02:25:05Z,930000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M39.00S,2025-12-31T02:24:24.8Z,1,REGULAR,substitution,in,[],1629014,,,1610612738,28,18,2025-12-31T02:25:05Z,940000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M18.00S,2025-12-31T02:25:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,14.4053876478318,38.970588235294116,1610612738,28,20,2025-12-31T02:25:53Z,950000,False,55.0,83.0,1,left,P. Pritchard 9' pullup Jump Shot (5 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,9.95,Made,,,,,,,5.0,,,,,,,,,,,
97,PT04M06.00S,2025-12-31T02:26:02.5Z,1,REGULAR,3pt,Jump Shot,[],1641729,74.85216819973719,15.441176470588236,1610612762,28,20,2025-12-31T02:26:07Z,960000,False,-173.0,184.0,1,right,MISS B. Sensabaugh 25' step back 3PT,[1641729],1610612762.0,UTA,step back,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
98,PT04M03.00S,2025-12-31T02:26:05.5Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612738,28,20,2025-12-31T02:26:07Z,970000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,97.0,,,1.0,1.0,0.0,,,,,,,,,,,,
99,PT03M58.00S,2025-12-31T02:26:10.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,28.86005256241787,88.72549019607843,1610612738,28,20,2025-12-31T02:26:29Z,980000,False,-194.0,219.0,1,left,MISS P. Pritchard 29' running 3PT,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,29.22,Missed,,,,,,,,,,,,,,,,,,
100,PT03M55.00S,2025-12-31T02:26:13.8Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,28,20,2025-12-31T02:26:15Z,990000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,99.0,,,2.0,1.0,1.0,,,,,,,,,,,,
101,PT03M48.00S,2025-12-31T02:26:20.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641729,89.56964520367937,48.28431372549019,1610612762,30,20,2025-12-31T02:26:27Z,1000000,False,-9.0,46.0,1,right,B. Sensabaugh driving DUNK (2 PTS) (I. Collier 1 AST),"[1641729, 1642268]",1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,,,,,,,2.0,,,,,,I. Collier,1642268.0,1.0,,,
103,PT03M35.00S,2025-12-31T02:26:33.3Z,1,REGULAR,3pt,Jump Shot,[],1630568,31.225361366622867,30.14705882352941,1610612738,30,23,2025-12-31T02:26:37Z,1020000,False,99.0,241.0,1,left,L. Garza 26' 3PT  (3 PTS) (P. Pritchard 4 AST),"[1630568, 1630202]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Right Center,26.07,Made,,,,,,,3.0,,,,,,P. Pritchard,1630202.0,4.0,,,
105,PT03M22.00S,2025-12-31T02:26:48.3Z,1,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612762,30,23,2025-12-31T02:26:55Z,1040000,False,,,0,,P. Pritchard shooting personal FOUL (1 PF) (George 2 FT),"[1630202, 1641718]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,,,,,,,,,202053.0,1.0,0.0,George,1641718.0,,,,,,
107,PT03M22.00S,2025-12-31T02:27:13.0Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,30,23,2025-12-31T02:27:13Z,1060000,False,,,0,,MISS K. George Free Throw 1 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
108,PT03M22.00S,2025-12-31T02:27:13.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,30,23,2025-12-31T02:27:13Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,
109,PT03M22.00S,2025-12-31T02:27:31.0Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,31,23,2025-12-31T02:27:31Z,1080000,False,,,0,,K. George Free Throw 2 of 2 (13 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
110,PT03M06.00S,2025-12-31T02:27:49.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630568,11.645860709592641,51.71568627450981,1610612738,31,25,2025-12-31T02:27:53Z,1090000,False,-9.0,57.0,1,left,L. Garza cutting DUNK (5 PTS) (J. Brown 3 AST),"[1630568, 1627759]",1610612738.0,BOS,cutting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,,,5.0,,,,,,J. Brown,1627759.0,3.0,,,
112,PT02M49.00S,2025-12-31T02:28:06.4Z,1,REGULAR,3pt,Jump Shot,[],1642262,94.56307490144546,2.941176470588235,1610612762,31,25,2025-12-31T02:28:11Z,1110000,False,-235.0,-1.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
113,PT02M45.00S,2025-12-31T02:28:10.4Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,31,25,2025-12-31T02:28:11Z,1120000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,112.0,,,1.0,1.0,0.0,,,,,,,,,,,,
114,PT02M34.00S,2025-12-31T02:28:21.7Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612738,31,25,2025-12-31T02:28:25Z,1130000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1641718]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,George,1641718.0
115,PT02M34.00S,2025-12-31T02:28:21.7Z,1,REGULAR,steal,,[],1641718,,,1610612762,31,25,2025-12-31T02:28:23Z,1140000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
116,PT02M30.00S,2025-12-31T02:28:25.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642271,77.34888304862024,86.27450980392157,1610612762,31,25,2025-12-31T02:29:16Z,1150000,False,181.0,160.0,1,right,MISS K. Filipowski 24' running 3PT,[1642271],1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,24.21,Missed,,,,,,,,,,,,,,,,,,
117,PT02M25.00S,2025-12-31T02:28:30.9Z,1,REGULAR,rebound,defensive,[],1630568,,,1610612738,31,25,2025-12-31T02:28:30Z,1160000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Right Center,,,116.0,,,1.0,1.0,0.0,,,,,,,,,,,,
118,PT02M19.00S,2025-12-31T02:28:35.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,30.042706964520367,26.47058823529412,1610612738,31,25,2025-12-31T02:29:39Z,1170000,False,118.0,230.0,1,left,MISS A. Simons 25' running pullup 3PT,[1629014],1610612738.0,BOS,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
119,PT02M16.00S,2025-12-31T02:28:38.8Z,1,REGULAR,rebound,offensive,[],1630573,,,1610612738,31,25,2025-12-31T02:28:40Z,1180000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,118.0,,,2.0,1.0,1.0,,,,,,,,,,,,
120,PT02M16.00S,2025-12-31T02:28:39.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630573,5.590000152587891,50.0,1610612738,31,27,2025-12-31T02:30:04Z,1190000,False,0.0,0.0,1,left,S. Hauser putback Layup (2 PTS),[1630573],1610612738.0,BOS,putback,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
121,PT02M03.00S,2025-12-31T02:28:52.0Z,1,REGULAR,2pt,Jump Shot,[],1641729,82.7365308804205,70.58823529411765,1610612762,31,27,2025-12-31T02:28:56Z,1200000,False,103.0,110.0,1,right,MISS B. Sensabaugh 15' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,15.05,Missed,,,,,,,,,,,,,,,,,,
122,PT02M01.00S,2025-12-31T02:28:54.0Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,31,27,2025-12-31T02:28:56Z,1210000,False,,,0,,S. Hauser REBOUND (Off:1 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,121.0,,,3.0,2.0,1.0,,,,,,,,,,,,
123,PT01M49.00S,2025-12-31T02:29:09.6Z,1,REGULAR,foul,personal,['2freethrow'],1641729,,,1610612738,31,27,2025-12-31T02:29:24Z,1220000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Brown 2 FT),"[1641729, 1627759]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,1.0,0.0,Brown,1627759.0,,,,,,
125,PT01M49.00S,2025-12-31T02:30:13.4Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,31,28,2025-12-31T02:30:46Z,1240000,False,,,0,,J. Brown Free Throw 1 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
126,PT01M49.00S,2025-12-31T02:30:14.2Z,1,REGULAR,substitution,out,[],1641729,,,1610612738,31,28,2025-12-31T02:30:19Z,1250000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M49.00S,2025-12-31T02:30:14.2Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,31,28,2025-12-31T02:30:19Z,1260000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M49.00S,2025-12-31T02:30:14.2Z,1,REGULAR,substitution,in,[],1628374,,,1610612738,31,28,2025-12-31T02:30:19Z,1270000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M49.00S,2025-12-31T02:30:14.2Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,31,28,2025-12-31T02:30:19Z,1280000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M49.00S,2025-12-31T02:30:13.4Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,31,28,2025-12-31T02:30:46Z,1290000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT01M47.00S,2025-12-31T02:30:15.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,31,28,2025-12-31T02:30:46Z,1300000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,130.0,,,2.0,2.0,0.0,,,,,,,,,,,,
132,PT01M27.00S,2025-12-31T02:31:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,83.919185282523,59.80392156862745,1610612762,31,28,2025-12-31T02:31:08Z,1310000,False,49.0,99.0,1,right,MISS K. George 11' pullup Shot,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,11.02,Missed,,,,,,,,,,,,,,,,,,
133,PT01M24.00S,2025-12-31T02:31:07.8Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,31,28,2025-12-31T02:31:08Z,1320000,False,,,0,,S. Hauser REBOUND (Off:1 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,132.0,,,4.0,3.0,1.0,,,,,,,,,,,,
134,PT01M20.00S,2025-12-31T02:31:11.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,33.196452036793694,34.31372549019608,1610612738,31,28,2025-12-31T02:31:21Z,1330000,False,78.0,260.0,1,left,MISS D. White 27' running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,27.11,Missed,,,,,,,,,,,,,,,,,,
135,PT01M17.00S,2025-12-31T02:31:14.4Z,1,REGULAR,rebound,offensive,[],1629014,,,1610612738,31,28,2025-12-31T02:31:21Z,1340000,False,,,0,,A. Simons REBOUND (Off:1 Def:1),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,134.0,,,2.0,1.0,1.0,,,,,,,,,,,,
136,PT01M17.00S,2025-12-31T02:31:15.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,32.53942181340342,47.549019607843135,1610612738,31,28,2025-12-31T02:31:19Z,1350000,False,12.0,253.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,25.37,Missed,,,,,,,,,,,,,,,,,,
137,PT01M17.00S,2025-12-31T02:31:15.9Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,31,28,2025-12-31T02:31:19Z,1360000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,136.0,,,1.0,1.0,0.0,,,,,,,,,,,,
138,PT01M09.00S,2025-12-31T02:31:23.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642268,90.09526938239159,49.50980392156863,1610612762,33,28,2025-12-31T02:31:31Z,1370000,False,-2.0,41.0,1,right,I. Collier running finger roll Layup (2 PTS),[1642268],1610612762.0,UTA,running finger roll,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,4.07,Made,,,,,,,2.0,,,,,,,,,,,
139,PT00M59.90S,2025-12-31T02:31:32.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,9.280551905387648,49.754901960784316,1610612738,33,28,2025-12-31T02:31:36Z,1380000,False,1.0,35.0,1,left,MISS J. Brown DUNK - blocked,"[1627759, 1628374]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.47,Missed,,Markkanen,1628374.0,,,,,,,,,,,,,,,
140,PT00M59.90S,2025-12-31T02:31:32.9Z,1,REGULAR,block,,[],1628374,,,1610612738,33,28,2025-12-31T02:31:35Z,1390000,False,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
141,PT00M57.30S,2025-12-31T02:31:35.5Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,33,28,2025-12-31T02:31:36Z,1400000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,139.0,,,2.0,2.0,0.0,,,,,,,,,,,,
142,PT00M55.20S,2025-12-31T02:31:37.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641718,87.99277266754271,2.450980392156863,1610612762,33,28,2025-12-31T02:31:48Z,1410000,False,-238.0,60.0,1,right,MISS K. George 24' running 3PT,[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Left Corner 3,24+ Left,24.53,Missed,,,,,,,,,,,,,,,,,,
143,PT00M50.10S,2025-12-31T02:31:42.8Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612738,33,28,2025-12-31T02:31:44Z,1420000,False,,,0,,A. Simons REBOUND (Off:1 Def:2),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,,,142.0,,,3.0,2.0,1.0,,,,,,,,,,,,
144,PT00M43.80S,2025-12-31T02:31:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,7.046649145860711,45.588235294117645,1610612738,33,30,2025-12-31T02:31:54Z,1430000,False,22.0,14.0,1,left,L. Garza reverse Layup (7 PTS) (J. Brown 4 AST),"[1630568, 1627759]",1610612738.0,BOS,reverse,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,7.0,,,,,,J. Brown,1627759.0,4.0,,,
146,PT00M43.80S,2025-12-31T02:31:52.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642268,,,1610612738,33,30,2025-12-31T02:32:03Z,1450000,False,,,0,,I. Collier shooting personal FOUL (1 PF) (Garza 1 FT),"[1642268, 1630568]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,1.0,0.0,Garza,1630568.0,,,,,,
148,PT00M43.80S,2025-12-31T02:32:04.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,33,30,2025-12-31T02:32:49Z,1470000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M43.80S,2025-12-31T02:32:04.2Z,1,REGULAR,substitution,in,[],1642864,,,1610612738,33,30,2025-12-31T02:32:49Z,1480000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M43.80S,2025-12-31T02:32:20.7Z,1,REGULAR,freethrow,1 of 1,[],1630568,,,1610612738,33,31,2025-12-31T02:32:20Z,1490000,False,,,0,,L. Garza Free Throw 1 of 1 (8 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
151,PT00M35.00S,2025-12-31T02:32:34.0Z,1,REGULAR,3pt,Jump Shot,[],1642271,70.77858081471747,74.26470588235294,1610612762,36,31,2025-12-31T02:32:37Z,1500000,False,121.0,222.0,1,right,K. Filipowski 25' 3PT  (3 PTS) (I. Collier 2 AST),"[1642271, 1642268]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,25.32,Made,,,,,,,3.0,,,,,,I. Collier,1642268.0,2.0,,,
153,PT00M25.20S,2025-12-31T02:32:46.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,24.655059132720105,91.66666666666666,1610612738,36,31,2025-12-31T02:32:51Z,1520000,False,-208.0,179.0,1,left,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.48,Missed,,,,,,,,,,,,,,,,,,
154,PT00M22.30S,2025-12-31T02:32:49.6Z,1,REGULAR,rebound,offensive,[],1630568,,,1610612738,36,31,2025-12-31T02:32:49Z,1530000,False,,,0,,L. Garza REBOUND (Off:1 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Left Center,,,153.0,,,2.0,1.0,1.0,,,,,,,,,,,,
155,PT00M20.70S,2025-12-31T02:32:51.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,28.991458607095925,19.362745098039216,1610612738,36,31,2025-12-31T02:32:55Z,1540000,False,153.0,220.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
156,PT00M16.80S,2025-12-31T02:32:55.2Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,36,31,2025-12-31T02:32:55Z,1550000,False,,,0,,K. George REBOUND (Off:1 Def:2),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,155.0,,,3.0,2.0,1.0,,,,,,,,,,,,
157,PT00M03.20S,2025-12-31T02:33:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,79.71419185282524,38.48039215686275,1610612762,38,31,2025-12-31T02:33:15Z,1560000,False,-58.0,138.0,1,right,K. George 14' driving floating Jump Shot (15 PTS),[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,14.97,Made,,,,,,,15.0,,,,,,,,,,,
158,PT00M00.00S,2025-12-31T02:33:15.3Z,1,REGULAR,heave,,[],0,,,1610612738,38,31,2025-12-31T02:33:20Z,1570000,False,,,0,,BOS Heave,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,47.98,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2025-12-31T02:33:17.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,31,2025-12-31T02:33:17Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2025-12-31T02:33:19.0Z,1,REGULAR,period,end,[],0,,,1610612738,38,31,2025-12-31T02:33:19Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-12-31T02:35:24.3Z,2,REGULAR,substitution,out,['startperiod'],1641718,,,1610612738,38,31,2025-12-31T02:35:41Z,1600000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-12-31T02:35:24.3Z,2,REGULAR,substitution,out,['startperiod'],1630568,,,1610612738,38,31,2025-12-31T02:35:41Z,1610000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-12-31T02:35:24.3Z,2,REGULAR,substitution,in,['startperiod'],1642383,,,1610612738,38,31,2025-12-31T02:35:41Z,1620000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-12-31T02:35:24.3Z,2,REGULAR,substitution,in,['startperiod'],1629674,,,1610612738,38,31,2025-12-31T02:35:41Z,1630000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
