actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
199,PT11M49.00S,2025-11-12T02:44:36.1Z,2,REGULAR,3pt,Jump Shot,[],1627783,69.59592641261499,27.696078431372552,1610612754,38,37,2025-11-12T02:44:39Z,1980000,False,-112.0,233.0,1,right,P. Siakam 25' 3PT  (12 PTS) (M. Morris 1 AST),"[1627783, 1628420]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,25.86,Made,,,,,,,12.0,,,,,,,,,M. Morris,1628420.0,1.0
200,PT11M27.00S,2025-11-12T02:44:57.7Z,2,REGULAR,2pt,Jump Shot,[],1628374,7.440867279894875,78.92156862745098,1610612762,40,37,2025-11-12T02:45:05Z,1990000,False,-145.0,17.0,1,left,L. Markkanen 14' Jump Shot (12 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,14.56,Made,,,,,,,12.0,,,,,,,,,,,
201,PT11M13.00S,2025-11-12T02:45:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,82.9993429697766,39.46078431372549,1610612754,40,37,2025-11-12T02:45:17Z,2000000,False,-53.0,107.0,1,right,MISS P. Siakam 11' driving floating Shot,[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,11.95,Missed,,,,,,,,,,,,,,,,,,
202,PT11M13.00S,2025-11-12T02:45:11.2Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612754,40,37,2025-11-12T02:45:25Z,2010000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,201.0,3.0,2.0,1.0,,,,,,,,,,,,,,
203,PT11M11.00S,2025-11-12T02:45:16.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627783,94.40999984741211,50.0,1610612754,40,39,2025-11-12T02:53:10Z,2020000,False,0.0,0.0,1,right,P. Siakam putback Layup (14 PTS),[1627783],1610612754.0,IND,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,14.0,,,,,,,,,,,
204,PT10M53.00S,2025-11-12T02:45:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,10.200394218134035,51.470588235294116,1610612762,40,39,2025-11-12T02:45:37Z,2030000,False,-7.0,43.0,1,left,MISS C. Williams driving Layup - blocked,"[1642262, 1630643]",1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,Huff,1630643.0,,,,,,,,,,,,
205,PT10M53.00S,2025-11-12T02:45:32.2Z,2,REGULAR,block,,[],1630643,,,1610612762,40,39,2025-11-12T02:45:34Z,2040000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT10M50.00S,2025-11-12T02:45:35.2Z,2,REGULAR,rebound,offensive,[],1642846,,,1610612762,40,39,2025-11-12T02:45:37Z,2050000,False,,,0,,A. Bailey REBOUND (Off:2 Def:0),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,204.0,2.0,0.0,2.0,,,,,,,,,,,,,,
207,PT10M47.00S,2025-11-12T02:45:38.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642383,27.808804204993432,78.67647058823529,1610612762,40,39,2025-11-12T02:54:21Z,2060000,False,-143.0,209.0,1,left,MISS W. Clayton Jr. 25' pullup 3PT,[1642383],1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
208,PT10M44.00S,2025-11-12T02:45:41.6Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,40,39,2025-11-12T02:45:43Z,2070000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,,,
209,PT10M31.00S,2025-11-12T02:45:54.5Z,2,REGULAR,2pt,Jump Shot,[],1628420,73.66951379763469,46.07843137254902,1610612754,40,39,2025-11-12T02:45:58Z,2080000,False,-20.0,195.0,1,right,MISS M. Morris 19' pullup Shot,[1628420],1610612754.0,IND,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Center,19.6,Missed,,,,,,,,,,,,,,,,,,
210,PT10M28.00S,2025-11-12T02:45:57.5Z,2,REGULAR,rebound,defensive,[],1642262,,,1610612762,40,39,2025-11-12T02:45:58Z,2090000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Mid-Range,16-24 Center,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,,
211,PT10M25.00S,2025-11-12T02:46:00.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628374,8.623521681997373,43.627450980392155,1610612762,40,39,2025-11-12T02:55:15Z,2100000,False,32.0,29.0,1,left,MISS L. Markkanen running Layup - blocked,"[1628374, 1630174]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,Nesmith,1630174.0,,,,,,,,,,,,
212,PT10M25.00S,2025-11-12T02:46:00.9Z,2,REGULAR,block,,[],1630174,,,1610612762,40,39,2025-11-12T02:46:03Z,2110000,False,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
213,PT10M21.00S,2025-11-12T02:46:04.9Z,2,REGULAR,rebound,defensive,[],1630643,,,1610612754,40,39,2025-11-12T02:59:11Z,2120000,False,,,0,,J. Huff REBOUND (Off:0 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,,
214,PT10M08.00S,2025-11-12T02:46:17.7Z,2,REGULAR,3pt,Jump Shot,[],1630526,71.82982917214193,75.98039215686273,1610612754,40,39,2025-11-12T02:46:22Z,2130000,False,130.0,212.0,1,right,MISS J. Robinson-Earl 24' 3PT,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
215,PT10M05.00S,2025-11-12T02:46:20.7Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,40,39,2025-11-12T02:46:22Z,2140000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,214.0,3.0,2.0,1.0,,,,,,,,,,,,,,
216,PT09M57.00S,2025-11-12T02:46:27.9Z,2,REGULAR,3pt,Jump Shot,[],1642846,16.770696452036795,95.34313725490196,1610612762,43,39,2025-11-12T02:46:32Z,2150000,False,-227.0,105.0,1,left,A. Bailey 24' 3PT  (8 PTS) (W. Clayton Jr. 1 AST),"[1642846, 1642383]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,24.99,Made,,,,,,,8.0,,,,,,,,,W. Clayton Jr.,1642383.0,1.0
218,PT09M50.00S,2025-11-12T02:46:42.5Z,2,REGULAR,foul,personal,[],1642262,,,1610612754,43,39,2025-11-12T02:47:17Z,2170000,False,,,0,,C. Williams personal FOUL (1 PF),"[1642262, 1630526]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1148.0,1.0,0.0,Robinson-Earl,1630526.0,,,,,,
220,PT09M50.00S,2025-11-12T02:46:46.7Z,2,REGULAR,substitution,out,[],1628374,,,1610612754,43,39,2025-11-12T02:47:08Z,2190000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M50.00S,2025-11-12T02:46:46.7Z,2,REGULAR,substitution,out,[],1628420,,,1610612754,43,39,2025-11-12T02:47:08Z,2200000,False,,,0,,SUB out: M. Morris,[1628420],1610612754.0,IND,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M50.00S,2025-11-12T02:46:46.7Z,2,REGULAR,substitution,out,[],1630526,,,1610612754,43,39,2025-11-12T02:47:08Z,2210000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M50.00S,2025-11-12T02:46:46.7Z,2,REGULAR,substitution,out,[],1630643,,,1610612754,43,39,2025-11-12T02:47:08Z,2220000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M50.00S,2025-11-12T02:46:46.7Z,2,REGULAR,substitution,in,[],203994,,,1610612754,43,39,2025-11-12T02:47:08Z,2230000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M50.00S,2025-11-12T02:46:46.7Z,2,REGULAR,substitution,in,[],204456,,,1610612754,43,39,2025-11-12T02:47:08Z,2240000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M50.00S,2025-11-12T02:46:46.7Z,2,REGULAR,substitution,in,[],1628396,,,1610612754,43,39,2025-11-12T02:47:08Z,2250000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M50.00S,2025-11-12T02:46:46.7Z,2,REGULAR,substitution,in,[],1641716,,,1610612754,43,39,2025-11-12T02:47:08Z,2260000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M40.00S,2025-11-12T02:47:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,81.8166885676741,61.274509803921575,1610612754,43,39,2025-11-12T02:56:35Z,2270000,False,56.0,118.0,1,right,MISS A. Nesmith 13' turnaround fadeaway Shot,[1630174],1610612754.0,IND,turnaround fadeaway,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,13.11,Missed,,,,,,,,,,,,,,,,,,
229,PT09M36.00S,2025-11-12T02:47:29.8Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,43,39,2025-11-12T02:47:32Z,2280000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,228.0,4.0,3.0,1.0,,,,,,,,,,,,,,
230,PT09M28.00S,2025-11-12T02:47:37.1Z,2,REGULAR,turnover,bad pass,[],1642383,,,1610612762,43,39,2025-11-12T02:47:41Z,2290000,False,,,0,,W. Clayton Jr. bad pass TURNOVER (1 TO),"[1642383, 1630174]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0,,,
231,PT09M28.00S,2025-11-12T02:47:37.1Z,2,REGULAR,steal,,[],1630174,,,1610612754,43,39,2025-11-12T02:47:39Z,2300000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
233,PT09M22.00S,2025-11-12T02:48:00.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],204456,93.9060446780552,71.07843137254902,1610612754,43,41,2025-11-12T02:48:03Z,2320000,False,105.0,5.0,1,right,T. McConnell 10' pullup Jump Shot (8 PTS) (A. Nesmith 4 AST),"[204456, 1630174]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,10.55,Made,,,,,,,8.0,,,,,,,,,A. Nesmith,1630174.0,4.0
235,PT09M09.00S,2025-11-12T02:48:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,10.5946123521682,37.99019607843137,1610612762,43,41,2025-11-12T02:48:19Z,2340000,False,60.0,47.0,1,left,MISS K. Filipowski 7' driving Layup,[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
237,PT09M09.00S,2025-11-12T02:48:13.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,43,41,2025-11-12T02:48:19Z,2360000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,235.0,,,,,,,,,,,,,,,,,
239,PT09M03.00S,2025-11-12T02:48:26.0Z,2,REGULAR,3pt,Jump Shot,[],1630174,93.38042049934296,95.83333333333334,1610612754,43,41,2025-11-12T02:48:30Z,2380000,False,229.0,10.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
240,PT08M58.00S,2025-11-12T02:48:31.0Z,2,REGULAR,rebound,defensive,[],1642846,,,1610612762,43,41,2025-11-12T02:48:30Z,2390000,False,,,0,,A. Bailey REBOUND (Off:2 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,,,239.0,3.0,1.0,2.0,,,,,,,,,,,,,,
241,PT08M54.00S,2025-11-12T02:48:34.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642846,26.888961892247043,20.588235294117645,1610612762,46,41,2025-11-12T02:48:39Z,2400000,False,147.0,200.0,1,left,A. Bailey 24' 3PT step back (11 PTS),[1642846],1610612762.0,UTA,step back,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,24.85,Made,,,,,,,11.0,,,,,,,,,,,
242,PT08M42.00S,2025-11-12T02:48:46.1Z,2,REGULAR,3pt,Jump Shot,[],1641716,78.53153745072274,8.333333333333332,1610612754,46,41,2025-11-12T02:48:50Z,2410000,False,-208.0,149.0,1,right,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
243,PT08M39.00S,2025-11-12T02:48:49.1Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,46,41,2025-11-12T02:48:50Z,2420000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,242.0,5.0,4.0,1.0,,,,,,,,,,,,,,
244,PT08M36.00S,2025-11-12T02:48:53.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642846,9.411957950065702,50.0,1610612762,48,41,2025-11-12T03:00:42Z,2430000,False,0.0,36.0,1,left,A. Bailey running DUNK (13 PTS) (K. Filipowski 1 AST),"[1642846, 1642271]",1610612762.0,UTA,running,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,,,13.0,,,,,,,,,K. Filipowski,1642271.0,1.0
246,PT08M36.00S,2025-11-12T02:48:58.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,48,41,2025-11-12T02:48:58Z,2450000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M36.00S,2025-11-12T02:51:14.0Z,2,REGULAR,substitution,out,[],1627783,,,1610612754,48,41,2025-11-12T02:51:25Z,2460000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M36.00S,2025-11-12T02:51:14.0Z,2,REGULAR,substitution,in,[],1630643,,,1610612754,48,41,2025-11-12T02:51:25Z,2470000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M36.00S,2025-11-12T02:51:14.0Z,2,REGULAR,substitution,out,[],1642262,,,1610612754,48,41,2025-11-12T02:51:43Z,2480000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M36.00S,2025-11-12T02:51:14.0Z,2,REGULAR,substitution,in,[],1629004,,,1610612754,48,41,2025-11-12T02:51:43Z,2490000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M24.00S,2025-11-12T02:51:58.5Z,2,REGULAR,3pt,Jump Shot,[],1630643,84.05059132720105,94.11764705882352,1610612754,48,41,2025-11-12T02:52:03Z,2500000,False,221.0,97.0,1,right,MISS J. Huff 24' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,24.11,Missed,,,,,,,,,,,,,,,,,,
252,PT08M22.00S,2025-11-12T02:52:00.5Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,48,41,2025-11-12T02:52:04Z,2510000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,251.0,3.0,2.0,1.0,,,,,,,,,,,,,,
253,PT08M20.00S,2025-11-12T02:52:09.1Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612762,48,41,2025-11-12T02:52:15Z,2520000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Clayton Jr. 2 FT),"[204456, 1642383]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1148.0,1.0,0.0,Clayton Jr.,1642383.0,,,,,,
255,PT08M20.00S,2025-11-12T02:52:28.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1642383,,,1610612762,49,41,2025-11-12T02:52:28Z,2540000,False,,,0,,W. Clayton Jr. Free Throw 1 of 2 (1 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
256,PT08M20.00S,2025-11-12T02:52:28.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1642383,,,1610612762,50,41,2025-11-12T03:01:26Z,2550000,False,,,0,,W. Clayton Jr. Free Throw 2 of 2 (2 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
258,PT08M04.00S,2025-11-12T02:52:58.6Z,2,REGULAR,2pt,Jump Shot,[],204456,77.08607095926413,66.66666666666666,1610612754,50,41,2025-11-12T02:53:02Z,2560000,False,83.0,163.0,1,right,MISS T. McConnell 18' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,18.3,Missed,,,,,,,,,,,,,,,,,,
259,PT08M01.00S,2025-11-12T02:53:01.6Z,2,REGULAR,rebound,offensive,[],1630643,,,1610612754,50,41,2025-11-12T02:53:02Z,2570000,False,,,0,,J. Huff REBOUND (Off:1 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Right Center,,,258.0,2.0,1.0,1.0,,,,,,,,,,,,,,
260,PT08M00.00S,2025-11-12T02:53:03.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641716,68.01905387647832,40.19607843137255,1610612754,50,41,2025-11-12T02:53:06Z,2580000,False,-49.0,248.0,1,right,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,,
261,PT07M57.00S,2025-11-12T02:53:06.1Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,50,41,2025-11-12T02:53:06Z,2590000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:3),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,260.0,4.0,3.0,1.0,,,,,,,,,,,,,,
262,PT07M39.00S,2025-11-12T02:53:23.1Z,2,REGULAR,3pt,Jump Shot,[],1642271,10.33180026281209,4.166666666666666,1610612762,53,41,2025-11-12T02:53:26Z,2600000,False,229.0,45.0,1,left,K. Filipowski 3PT  (7 PTS) (J. Nurkić 1 AST),"[1642271, 203994]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,23.35,Made,,,,,,,7.0,,,,,,,,,J. Nurkić,203994.0,1.0
264,PT07M17.00S,2025-11-12T02:53:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628396,90.22667542706965,51.225490196078425,1610612754,53,41,2025-11-12T03:03:41Z,2620000,False,6.0,39.0,1,right,MISS T. Bradley driving floating Shot,[1628396],1610612754.0,IND,driving floating,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
265,PT07M15.00S,2025-11-12T02:53:47.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,53,41,2025-11-12T02:53:48Z,2630000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:4),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,264.0,5.0,4.0,1.0,,,,,,,,,,,,,,
266,PT07M11.00S,2025-11-12T02:53:53.8Z,2,REGULAR,turnover,out-of-bounds,[],1642846,,,1610612762,53,41,2025-11-12T02:54:12Z,2640000,False,,,0,,A. Bailey step out-of-bounds TURNOVER (1 TO),[1642846],1610612762.0,UTA,step,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627524.0,,,,,1.0,,,,,
267,PT07M11.00S,2025-11-12T02:53:57.7Z,2,REGULAR,substitution,out,[],1642271,,,1610612754,53,41,2025-11-12T02:54:13Z,2650000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT07M11.00S,2025-11-12T02:53:57.7Z,2,REGULAR,substitution,in,[],1641718,,,1610612754,53,41,2025-11-12T02:54:13Z,2660000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M55.00S,2025-11-12T02:54:42.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630643,94.69448094612353,3.6764705882352944,1610612754,53,41,2025-11-12T02:54:49Z,2670000,False,-232.0,-3.0,1,right,MISS J. Huff 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
270,PT06M50.00S,2025-11-12T02:54:47.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,53,41,2025-11-12T03:15:28Z,2680000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:5),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Left Corner 3,24+ Left,,,269.0,6.0,5.0,1.0,,,,,,,,,,,,,,
271,PT06M45.00S,2025-11-12T02:54:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612762,53,41,2025-11-12T02:54:59Z,2690000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Bailey 2 FT),"[1641716, 1642846]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627524.0,1.0,0.0,Bailey,1642846.0,,,,,,
273,PT06M45.00S,2025-11-12T02:55:16.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1642846,,,1610612762,54,41,2025-11-12T02:55:42Z,2710000,False,,,0,,A. Bailey Free Throw 1 of 2 (14 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
274,PT06M45.00S,2025-11-12T02:55:19.0Z,2,REGULAR,substitution,out,[],1641716,,,1610612762,54,41,2025-11-12T02:55:27Z,2720000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M45.00S,2025-11-12T02:55:19.0Z,2,REGULAR,substitution,out,[],1630643,,,1610612762,54,41,2025-11-12T02:55:27Z,2730000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M45.00S,2025-11-12T02:55:19.0Z,2,REGULAR,substitution,in,[],1627783,,,1610612762,54,41,2025-11-12T02:55:27Z,2740000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M45.00S,2025-11-12T02:55:19.0Z,2,REGULAR,substitution,in,[],1629614,,,1610612762,54,41,2025-11-12T02:55:27Z,2750000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M45.00S,2025-11-12T02:55:16.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1642846,,,1610612762,55,41,2025-11-12T02:55:42Z,2760000,False,,,0,,A. Bailey Free Throw 2 of 2 (15 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
279,PT06M35.00S,2025-11-12T02:55:50.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,82.86793692509855,35.78431372549019,1610612754,55,43,2025-11-12T02:55:54Z,2770000,False,-71.0,109.0,1,right,T. McConnell 12' pullup Jump Shot (10 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Left,12.97,Made,,,,,,,10.0,,,,,,,,,,,
