actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
93,PT06M17.00S,2025-11-12T02:25:13.5Z,1,REGULAR,substitution,out,[],1629004,,,1610612754,17,20,2025-11-12T02:26:36Z,930000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M17.00S,2025-11-12T02:25:13.5Z,1,REGULAR,substitution,in,[],1642262,,,1610612754,17,20,2025-11-12T02:26:36Z,940000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M17.00S,2025-11-12T02:25:13.5Z,1,REGULAR,substitution,out,[],1630526,,,1610612754,17,20,2025-11-12T02:27:03Z,950000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT06M17.00S,2025-11-12T02:25:13.5Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,17,20,2025-11-12T02:27:03Z,960000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT06M02.00S,2025-11-12T02:27:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,87.59855453350855,40.931372549019606,1610612754,17,20,2025-11-12T02:31:48Z,970000,False,-45.0,64.0,1,right,MISS J. Walker 7' driving Layup,[1641716],1610612754.0,IND,driving,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,7.85,Missed,,,,,,,,,,,,,,,,,,
99,PT05M59.00S,2025-11-12T02:27:13.8Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,17,20,2025-11-12T02:27:14Z,990000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT05M58.00S,2025-11-12T02:27:16.3Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612762,17,20,2025-11-12T02:27:24Z,1000000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Collier 2 FT),"[1630174, 1642268]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628484.0,1.0,0.0,Collier,1642268.0,,,,,,
102,PT05M58.00S,2025-11-12T02:27:45.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642268,,,1610612762,18,20,2025-11-12T02:28:02Z,1020000,False,,,0,,I. Collier Free Throw 1 of 2 (3 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
103,PT05M58.00S,2025-11-12T02:27:45.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642268,,,1610612762,18,20,2025-11-12T02:28:02Z,1030000,False,,,0,,MISS I. Collier Free Throw 2 of 2,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT05M56.00S,2025-11-12T02:27:47.7Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,18,20,2025-11-12T02:28:02Z,1040000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT05M42.00S,2025-11-12T02:28:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641767,85.89027595269383,36.76470588235294,1610612754,18,22,2025-11-12T02:28:20Z,1050000,False,-66.0,80.0,1,right,B. Sheppard 10' driving floating Jump Shot (2 PTS) (T. McConnell 1 AST),"[1641767, 204456]",1610612754.0,IND,driving floating,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Left,10.39,Made,,,,,,,2.0,,,,,,,,,T. McConnell,204456.0,1.0
107,PT05M30.00S,2025-11-12T02:28:31.9Z,1,REGULAR,foul,offensive,[],1641718,,,1610612762,18,22,2025-11-12T02:28:44Z,1070000,False,,,0,,K. George offensive FOUL (2 PF),"[1641718, 204456]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628484.0,2.0,0.0,McConnell,204456.0,,,,,,
109,PT05M30.00S,2025-11-12T02:28:31.9Z,1,REGULAR,turnover,offensive foul,[],1641718,,,1610612762,18,22,2025-11-12T02:28:31Z,1090000,False,,,0,,K. George offensive foul TURNOVER (2 TO),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628484.0,,,,,2.0,,,,,
110,PT05M12.00S,2025-11-12T02:28:59.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,84.83902759526939,37.5,1610612754,18,24,2025-11-12T02:29:03Z,1100000,False,-62.0,90.0,1,right,T. McConnell 10' pullup Jump Shot (2 PTS) (A. Nesmith 2 AST),"[204456, 1630174]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Left,10.96,Made,,,,,,,2.0,,,,,,,,,A. Nesmith,1630174.0,2.0
112,PT05M01.00S,2025-11-12T02:29:09.7Z,1,REGULAR,3pt,Jump Shot,[],1641729,30.56833114323259,77.45098039215686,1610612762,18,24,2025-11-12T02:29:14Z,1120000,False,-137.0,235.0,1,left,MISS B. Sensabaugh 27' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,27.2,Missed,,,,,,,,,,,,,,,,,,
113,PT05M00.00S,2025-11-12T02:29:10.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,18,24,2025-11-12T02:29:30Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,112.0,,,,,,,,,,,,,,,,,
114,PT05M00.00S,2025-11-12T02:29:15.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612762,18,24,2025-11-12T02:29:25Z,1140000,False,,,0,,I. Jackson loose ball personal FOUL (1 PF) (Nurkić 2 FT),"[1630543, 203994]",1610612754.0,IND,loose ball,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1148.0,1.0,0.0,Nurkić,203994.0,,,,,,
116,PT05M00.00S,2025-11-12T02:29:39.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612762,19,24,2025-11-12T02:29:39Z,1160000,False,,,0,,J. Nurkić Free Throw 1 of 2 (5 PTS),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
117,PT05M00.00S,2025-11-12T02:29:52.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612762,20,24,2025-11-12T02:29:52Z,1170000,False,,,0,,J. Nurkić Free Throw 2 of 2 (6 PTS),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
118,PT04M50.00S,2025-11-12T02:30:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,90.75229960578186,59.31372549019608,1610612754,20,26,2025-11-12T02:30:10Z,1180000,False,47.0,34.0,1,right,T. McConnell driving Layup (4 PTS) (A. Nesmith 3 AST),"[204456, 1630174]",1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,5.79,Made,,,,,,,4.0,,,,,,,,,A. Nesmith,1630174.0,3.0
119,PT04M40.00S,2025-11-12T02:30:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,18.2161629434954,56.61764705882353,1610612762,22,26,2025-11-12T02:35:19Z,1190000,False,-33.0,119.0,1,left,B. Sensabaugh 12' driving floating Jump Shot (2 PTS),[1641729],1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,12.32,Made,,,,,,,2.0,,,,,,,,,,,
120,PT04M30.00S,2025-11-12T02:30:23.7Z,1,REGULAR,3pt,Jump Shot,[],1641767,68.01905387647832,32.84313725490196,1610612754,22,26,2025-11-12T02:35:35Z,1200000,False,-86.0,248.0,1,right,MISS B. Sheppard 26' pullup 3PT,[1641767],1610612754.0,IND,pullup,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
121,PT04M26.00S,2025-11-12T02:30:27.7Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,22,26,2025-11-12T02:30:28Z,1210000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT04M14.00S,2025-11-12T02:30:38.8Z,1,REGULAR,3pt,Jump Shot,[],1642262,3.7614980289093296,94.6078431372549,1610612762,22,26,2025-11-12T02:30:43Z,1220000,False,-223.0,-17.0,1,left,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,22.37,Missed,,,,,,,,,,,,,,,,,,
124,PT04M14.00S,2025-11-12T02:30:38.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,22,26,2025-11-12T02:30:43Z,1230000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,123.0,,,,,,,,,,,,,,,,,
125,PT04M14.00S,2025-11-12T02:30:43.6Z,1,REGULAR,foul,personal,[],203994,,,1610612754,22,26,2025-11-12T02:30:52Z,1240000,False,,,0,,J. Nurkić loose ball personal FOUL (2 PF),"[203994, 1630543]",1610612762.0,UTA,loose ball,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,2.0,0.0,Jackson,1630543.0,,,,,,
127,PT04M14.00S,2025-11-12T02:30:53.7Z,1,REGULAR,substitution,out,[],1641718,,,1610612754,22,26,2025-11-12T02:30:59Z,1260000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M14.00S,2025-11-12T02:30:53.7Z,1,REGULAR,substitution,out,[],203994,,,1610612754,22,26,2025-11-12T02:30:59Z,1270000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT04M14.00S,2025-11-12T02:30:53.7Z,1,REGULAR,substitution,in,[],1628374,,,1610612754,22,26,2025-11-12T02:30:59Z,1280000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT04M14.00S,2025-11-12T02:30:53.7Z,1,REGULAR,substitution,in,[],1642271,,,1610612754,22,26,2025-11-12T02:30:59Z,1290000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M58.00S,2025-11-12T02:31:23.3Z,1,REGULAR,3pt,Jump Shot,[],204456,73.11103810775296,20.34313725490196,1610612754,22,26,2025-11-12T03:26:16Z,1300000,False,-148.0,200.0,1,right,MISS T. McConnell 24' pullup 3PT - blocked,"[204456, 1642268]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,Collier,1642268.0,,,,,,,,,,,,
132,PT03M58.00S,2025-11-12T02:31:23.3Z,1,REGULAR,block,,[],1642268,,,1610612754,22,26,2025-11-12T02:31:25Z,1310000,False,,,0,,I. Collier BLOCK (1 BLK),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
133,PT03M56.00S,2025-11-12T02:31:25.3Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,22,26,2025-11-12T02:31:27Z,1320000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Left Center,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT03M51.00S,2025-11-12T02:31:33.5Z,1,REGULAR,foul,offensive,[],1642268,,,1610612762,22,26,2025-11-12T02:43:53Z,1330000,False,,,0,,I. Collier offensive FOUL (1 PF),"[1642268, 204456]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Right,,,,,,,,,,1628484.0,1.0,0.0,McConnell,204456.0,,,,,,
136,PT03M51.00S,2025-11-12T02:31:33.5Z,1,REGULAR,turnover,offensive foul,[],1642268,,,1610612762,22,26,2025-11-12T02:43:53Z,1350000,False,,,0,,I. Collier offensive foul TURNOVER (1 TO),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Right,,,,,,,,,,1628484.0,,,,,1.0,,,,,
137,PT03M51.00S,2025-11-12T02:31:45.5Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,22,26,2025-11-12T02:31:55Z,1360000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M51.00S,2025-11-12T02:31:45.5Z,1,REGULAR,substitution,out,[],1641767,,,1610612754,22,26,2025-11-12T02:31:55Z,1370000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M51.00S,2025-11-12T02:31:45.5Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,22,26,2025-11-12T02:31:55Z,1380000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M51.00S,2025-11-12T02:31:45.5Z,1,REGULAR,substitution,in,[],1629614,,,1610612754,22,26,2025-11-12T02:31:55Z,1390000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M36.00S,2025-11-12T02:32:21.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,83.919185282523,35.78431372549019,1610612754,22,28,2025-11-12T02:32:25Z,1400000,False,-71.0,99.0,1,right,T. McConnell 12' pullup Jump Shot (6 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Left,12.16,Made,,,,,,,6.0,,,,,,,,,,,
142,PT03M23.00S,2025-11-12T02:32:33.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,10.988830486202366,53.92156862745098,1610612762,24,28,2025-11-12T02:42:34Z,1410000,False,-20.0,51.0,1,left,L. Markkanen driving bank Hook (5 PTS) (I. Collier 1 AST),"[1628374, 1642268]",1610612762.0,UTA,driving bank,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,,,,,,,5.0,,,,,,,,,I. Collier,1642268.0,1.0
144,PT02M58.00S,2025-11-12T02:32:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.93495400788436,56.127450980392155,1610612754,24,28,2025-11-12T02:33:06Z,1430000,False,31.0,23.0,1,right,MISS T. McConnell driving finger roll Layup,[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
145,PT02M56.00S,2025-11-12T02:33:01.5Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,24,28,2025-11-12T02:33:06Z,1440000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,
146,PT02M51.00S,2025-11-12T02:33:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,24.129434954007884,89.70588235294117,1610612762,27,28,2025-11-12T02:44:32Z,1450000,False,-199.0,174.0,1,left,L. Markkanen 26' 3PT  (8 PTS) (I. Collier 2 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.42,Made,,,,,,,8.0,,,,,,,,,I. Collier,1642268.0,2.0
148,PT02M48.00S,2025-11-12T02:33:19.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,27,28,2025-11-12T02:33:42Z,1470000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M48.00S,2025-11-12T02:34:39.1Z,1,REGULAR,substitution,out,[],204456,,,1610612754,27,28,2025-11-12T02:34:54Z,1480000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M48.00S,2025-11-12T02:34:39.1Z,1,REGULAR,substitution,in,[],1630526,,,1610612754,27,28,2025-11-12T02:34:54Z,1490000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M42.00S,2025-11-12T02:35:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,90.48948751642575,57.107843137254896,1610612754,27,30,2025-11-12T02:35:07Z,1500000,False,36.0,37.0,1,right,P. Siakam driving Layup (7 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,,,,,,7.0,,,,,,,,,,,
152,PT02M23.00S,2025-11-12T02:35:19.5Z,1,REGULAR,3pt,Jump Shot,[],1641729,28.597240473061763,19.607843137254903,1610612762,27,30,2025-11-12T02:35:24Z,1510000,False,152.0,216.0,1,left,MISS B. Sensabaugh 26' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
153,PT02M20.00S,2025-11-12T02:35:22.5Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,27,30,2025-11-12T02:35:24Z,1520000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,
154,PT02M11.00S,2025-11-12T02:35:31.4Z,1,REGULAR,turnover,bad pass,[],1641716,,,1610612754,27,30,2025-11-12T02:35:34Z,1530000,False,,,0,,J. Walker bad pass TURNOVER (1 TO),"[1641716, 1641729]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,Sensabaugh,1641729.0,,,
155,PT02M11.00S,2025-11-12T02:35:31.4Z,1,REGULAR,steal,,[],1641729,,,1610612762,27,30,2025-11-12T02:35:33Z,1540000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
156,PT02M07.00S,2025-11-12T02:35:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642271,6.915243101182654,45.34313725490196,1610612762,29,30,2025-11-12T02:35:45Z,1550000,False,23.0,13.0,1,left,K. Filipowski running reverse Layup (2 PTS) (C. Williams 1 AST),"[1642271, 1642262]",1610612762.0,UTA,running reverse,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,2.0,,,,,,,,,C. Williams,1642262.0,1.0
158,PT01M58.00S,2025-11-12T02:35:45.8Z,1,REGULAR,3pt,Jump Shot,[],1629614,71.04139290407359,22.30392156862745,1610612754,29,30,2025-11-12T02:45:46Z,1570000,False,-138.0,220.0,1,right,MISS A. Nembhard 25' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
159,PT01M56.00S,2025-11-12T02:35:47.8Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,29,30,2025-11-12T02:46:03Z,1580000,False,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,158.0,2.0,1.0,1.0,,,,,,,,,,,,,,
160,PT01M56.00S,2025-11-12T02:35:50.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630543,94.40999984741211,50.0,1610612754,29,32,2025-11-12T02:46:15Z,1590000,False,0.0,0.0,1,right,I. Jackson tip Layup (2 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
161,PT01M43.00S,2025-11-12T02:36:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,8.229303547963205,49.754901960784316,1610612762,31,32,2025-11-12T02:36:05Z,1600000,False,1.0,25.0,1,left,L. Markkanen cutting DUNK (10 PTS) (I. Collier 3 AST),"[1628374, 1642268]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,10.0,,,,,,,,,I. Collier,1642268.0,3.0
163,PT01M32.00S,2025-11-12T02:36:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.32917214191852,43.13725490196079,1610612754,31,34,2025-11-12T02:46:51Z,1620000,False,-34.0,20.0,1,right,P. Siakam driving Layup (9 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,,,9.0,,,,,,,,,,,
164,PT01M23.00S,2025-11-12T02:36:22.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612762,31,34,2025-11-12T02:36:30Z,1630000,False,,,0,,I. Jackson shooting personal FOUL (2 PF) (Filipowski 2 FT),"[1630543, 1642271]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1148.0,2.0,0.0,Filipowski,1642271.0,,,,,,
166,PT01M23.00S,2025-11-12T02:36:50.7Z,1,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,32,34,2025-11-12T02:36:50Z,1650000,False,,,0,,K. Filipowski Free Throw 1 of 2 (3 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
167,PT01M23.00S,2025-11-12T02:36:51.5Z,1,REGULAR,substitution,out,[],1630543,,,1610612762,32,34,2025-11-12T02:36:57Z,1660000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M23.00S,2025-11-12T02:36:51.5Z,1,REGULAR,substitution,in,[],1630643,,,1610612762,32,34,2025-11-12T02:36:57Z,1670000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M23.00S,2025-11-12T02:36:51.5Z,1,REGULAR,substitution,out,[],1641716,,,1610612762,32,34,2025-11-12T02:37:12Z,1680000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M23.00S,2025-11-12T02:36:51.5Z,1,REGULAR,substitution,in,[],1628420,,,1610612762,32,34,2025-11-12T02:37:12Z,1690000,False,,,0,,SUB in: M. Morris,[1628420],1610612754.0,IND,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT01M23.00S,2025-11-12T02:37:28.4Z,1,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,33,34,2025-11-12T02:37:28Z,1700000,False,,,0,,K. Filipowski Free Throw 2 of 2 (4 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
172,PT01M15.00S,2025-11-12T02:37:37.7Z,1,REGULAR,2pt,Jump Shot,[],1627783,80.1084099868594,67.64705882352942,1610612754,33,34,2025-11-12T02:37:42Z,1710000,False,88.0,134.0,1,right,MISS P. Siakam 16' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,16.08,Missed,,,,,,,,,,,,,,,,,,
173,PT01M10.00S,2025-11-12T02:37:42.7Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,33,34,2025-11-12T02:37:42Z,1720000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:3),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Right Center,,,172.0,3.0,3.0,0.0,,,,,,,,,,,,,,
174,PT01M00.00S,2025-11-12T02:37:51.5Z,1,REGULAR,3pt,Jump Shot,[],1641729,33.98488830486202,24.509803921568626,1610612762,36,34,2025-11-12T02:37:55Z,1730000,False,127.0,267.0,1,left,B. Sensabaugh 29' 3PT  (5 PTS) (I. Collier 4 AST),"[1641729, 1642268]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,29.59,Made,,,,,,,5.0,,,,,,,,,I. Collier,1642268.0,4.0
176,PT00M43.80S,2025-11-12T02:38:11.8Z,1,REGULAR,3pt,Jump Shot,[],1627783,65.65374507227332,52.94117647058824,1610612754,36,34,2025-11-12T02:38:15Z,1750000,False,15.0,270.0,1,right,MISS P. Siakam 27' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,
177,PT00M40.70S,2025-11-12T02:38:14.9Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,36,34,2025-11-12T02:38:15Z,1760000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,,
