actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
253,PT03M40.00S,2026-03-03T02:53:24.4Z,2,REGULAR,foul,personal,[],1627750,,,1610612762,56,55,2026-03-03T02:53:29Z,2530000,False,,,0,,J. Murray personal FOUL (1 PF),"[1627750, 1641989]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left,,,,1629183.0,1.0,0.0,Harkless,1641989.0,,,,,,,,,,,,
255,PT03M32.00S,2026-03-03T02:53:54.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627750,,,1610612762,56,55,2026-03-03T02:53:58Z,2550000,False,,,0,,J. Murray shooting personal FOUL (2 PF) (Harkless 2 FT),"[1627750, 1641989]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,1627534.0,2.0,0.0,Harkless,1641989.0,,,,,,,,,,,,
257,PT03M32.00S,2026-03-03T02:54:23.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1641989,,,1610612762,57,55,2026-03-03T02:54:23Z,2570000,False,,,0,,E. Harkless Free Throw 1 of 2 (1 PTS),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
258,PT03M32.00S,2026-03-03T02:54:41.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1641989,,,1610612762,58,55,2026-03-03T02:54:41Z,2580000,False,,,0,,E. Harkless Free Throw 2 of 2 (2 PTS),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
259,PT03M19.00S,2026-03-03T02:54:59.5Z,2,REGULAR,3pt,Jump Shot,[],203501,74.58935611038108,7.598039215686274,1610612743,58,55,2026-03-03T02:55:03Z,2590000,False,-212.0,186.0,1,right,MISS T. Hardaway Jr. 28' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,28.23,Missed,,,,,,,,,,,,,,,,,,
260,PT03M16.00S,2026-03-03T02:55:02.5Z,2,REGULAR,rebound,defensive,[],1642846,,,1610612762,58,55,2026-03-03T02:55:03Z,2600000,False,,,0,,A. Bailey REBOUND (Off:1 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,,,259.0,,,,,,,,,,,,,3.0,2.0,1.0,,
261,PT03M10.00S,2026-03-03T02:55:13.8Z,2,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,58,55,2026-03-03T02:55:20Z,2610000,False,,,0,,K. George step out-of-bounds TURNOVER (3 TO),[1641718],1610612762.0,UTA,step,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,203591.0,,,,,,3.0,,,,,,,,,,
262,PT03M00.00S,2026-03-03T02:55:28.9Z,2,REGULAR,turnover,lost ball,[],1631128,,,1610612743,58,55,2026-03-03T03:32:53Z,2620000,False,,,0,,C. Braun lost ball TURNOVER (1 TO),"[1631128, 1641718]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Right,,,,,,,,,,1.0,George,1641718.0,,,,,,,,
263,PT03M00.00S,2026-03-03T02:55:28.9Z,2,REGULAR,steal,,[],1641718,,,1610612762,58,55,2026-03-03T02:55:33Z,2630000,False,,,0,,K. George STEAL (2 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
266,PT02M59.00S,2026-03-03T02:55:39.7Z,2,REGULAR,jumpball,recovered,[],1642271,,,1610612762,58,55,2026-03-03T02:58:53Z,2635000,False,,,0,,Jump Ball K. George vs. B. Brown: Tip to K. Filipowski,"[1642271, 1641718, 1628971]",1610612762.0,UTA,heldball,K. Filipowski,1642271.0,Filipowski,K. Filipowski,George,1641718.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,,,,,
264,PT02M59.00S,2026-03-03T02:55:50.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,58,55,2026-03-03T02:56:04Z,2640000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M42.00S,2026-03-03T02:58:59.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642846,14.799605781865965,43.627450980392155,1610612762,58,55,2026-03-03T03:00:18Z,2650000,False,32.0,87.0,1,left,MISS A. Bailey 9' turnaround Shot,[1642846],1610612762.0,UTA,turnaround,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,9.23,Missed,,,,,,,,,,,,,,,,,,
270,PT02M40.00S,2026-03-03T02:59:01.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,58,55,2026-03-03T02:59:03Z,2660000,False,,,0,,N. Jokić REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,269.0,,,,,,,,,,,,,7.0,5.0,2.0,,
271,PT02M26.00S,2026-03-03T02:59:15.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.64323258869908,54.65686274509803,1610612743,58,57,2026-03-03T02:59:20Z,2670000,False,23.0,7.0,1,right,B. Brown reverse Layup (2 PTS) (N. Jokić 3 AST),"[1628971, 203999]",1610612743.0,DEN,reverse,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,2.0,,,,N. Jokić,203999.0,3.0,,,,,
273,PT02M01.00S,2026-03-03T02:59:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,12.040078843626807,48.28431372549019,1610612762,60,57,2026-03-03T03:00:45Z,2690000,False,9.0,61.0,1,left,A. Bailey 6' driving floating Jump Shot (9 PTS) (K. George 1 AST),"[1642846, 1641718]",1610612762.0,UTA,driving floating,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,6.13,Made,,,,,,,9.0,,,,K. George,1641718.0,1.0,,,,,
275,PT01M51.00S,2026-03-03T02:59:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631128,80.50262812089356,63.23529411764706,1610612743,60,59,2026-03-03T02:59:53Z,2710000,False,66.0,131.0,1,right,C. Braun 14' pullup Jump Shot (7 PTS) (J. Murray 7 AST),"[1631128, 1627750]",1610612743.0,DEN,pullup,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,14.66,Made,,,,,,,7.0,,,,J. Murray,1627750.0,7.0,,,,,
277,PT01M32.00S,2026-03-03T03:00:08.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,19.530223390275953,42.40196078431372,1610612762,62,59,2026-03-03T03:01:13Z,2730000,False,38.0,131.0,1,left,K. George 13' driving floating Jump Shot (9 PTS) (K. Filipowski 3 AST),"[1641718, 1642271]",1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,13.65,Made,,,,,,,9.0,,,,K. Filipowski,1642271.0,3.0,,,,,
278,PT01M16.00S,2026-03-03T03:00:25.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,88.78120893561103,49.26470588235294,1610612743,62,61,2026-03-03T03:01:37Z,2740000,False,-4.0,53.0,1,right,N. Jokić driving floating Jump Shot (12 PTS) (J. Murray 8 AST),"[203999, 1627750]",1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,,,,,,,12.0,,,,J. Murray,1627750.0,8.0,,,,,
281,PT01M00.00S,2026-03-03T03:00:40.5Z,2,REGULAR,3pt,Jump Shot,[],1641989,10.200394218134035,3.1862745098039214,1610612762,62,61,2026-03-03T03:00:44Z,2760000,False,234.0,43.0,1,left,MISS E. Harkless 3PT,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Right Corner 3,24+ Right,23.81,Missed,,,,,,,,,,,,,,,,,,
282,PT00M58.50S,2026-03-03T03:00:42.0Z,2,REGULAR,rebound,offensive,[],1642846,,,1610612762,62,61,2026-03-03T03:00:44Z,2770000,False,,,0,,A. Bailey REBOUND (Off:2 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,,,281.0,,,,,,,,,,,,,4.0,2.0,2.0,,
283,PT00M50.90S,2026-03-03T03:00:51.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641729,4.812746386333772,45.09803921568628,1610612762,62,61,2026-03-03T03:00:55Z,2780000,False,25.0,-7.0,1,left,MISS B. Sensabaugh reverse Layup - blocked,"[1641729, 203999]",1610612762.0,UTA,reverse,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,Jokić,203999.0
284,PT00M50.90S,2026-03-03T03:00:51.1Z,2,REGULAR,block,,[],203999,,,1610612762,62,61,2026-03-03T03:00:53Z,2790000,False,,,0,,N. Jokić BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
285,PT00M48.00S,2026-03-03T03:00:54.0Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,62,61,2026-03-03T03:00:55Z,2800000,False,,,0,,C. Braun REBOUND (Off:1 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,283.0,,,,,,,,,,,,,4.0,3.0,1.0,,
286,PT00M44.90S,2026-03-03T03:00:57.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,94.82588699080158,3.9215686274509802,1610612743,62,64,2026-03-03T03:01:01Z,2810000,False,-230.0,-4.0,1,right,J. Murray 3PT running (17 PTS) (B. Brown 4 AST),"[1627750, 1628971]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,17.0,,,,B. Brown,1628971.0,4.0,,,,,
288,PT00M31.60S,2026-03-03T03:01:12.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,20.18725361366623,41.911764705882355,1610612762,64,64,2026-03-03T03:06:49Z,2830000,False,40.0,137.0,1,left,K. George 14' turnaround fadeaway Jump Shot (11 PTS),[1641718],1610612762.0,UTA,turnaround fadeaway,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,14.31,Made,,,,,,,11.0,,,,,,,,,,,
289,PT00M16.40S,2026-03-03T03:01:39.5Z,2,REGULAR,foul,personal,[],1641989,,,1610612743,64,64,2026-03-03T03:01:44Z,2840000,False,,,0,,E. Harkless personal FOUL (1 PF),"[1641989, 203999]",1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Left Center,,,,203591.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,
292,PT00M09.30S,2026-03-03T03:02:21.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641989,,,1610612743,64,64,2026-03-03T03:02:26Z,2870000,False,,,0,,E. Harkless personal FOUL (2 PF) (Jokić 2 FT),"[1641989, 203999]",1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Mid-Range,16-24 Left Center,,,,1629183.0,2.0,0.0,Jokić,203999.0,,,,,,,,,,,,
294,PT00M09.30S,2026-03-03T03:02:51.4Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,64,65,2026-03-03T03:02:51Z,2890000,False,,,0,,N. Jokić Free Throw 1 of 2 (13 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
295,PT00M09.30S,2026-03-03T03:03:12.1Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,64,66,2026-03-03T03:03:12Z,2900000,False,,,0,,N. Jokić Free Throw 2 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
296,PT00M00.50S,2026-03-03T03:03:24.4Z,2,REGULAR,3pt,Jump Shot,[],1641718,32.802233902759525,52.450980392156865,1610612762,67,66,2026-03-03T03:03:29Z,2910000,False,-12.0,256.0,1,left,K. George 25' 3PT pullup (14 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,25.61,Made,,,,,,,14.0,,,,,,,,,,,
297,PT00M00.00S,2026-03-03T03:03:29.1Z,2,REGULAR,period,end,[],0,,,1610612743,67,66,2026-03-03T03:03:29Z,2920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2026-03-03T03:19:05.8Z,3,REGULAR,substitution,out,['startperiod'],1641729,,,1610612743,67,66,2026-03-03T03:19:25Z,2930000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2026-03-03T03:19:05.8Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612743,67,66,2026-03-03T03:19:25Z,2940000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2026-03-03T03:19:05.8Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612743,67,66,2026-03-03T03:19:25Z,2950000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2026-03-03T03:19:05.8Z,3,REGULAR,substitution,in,['startperiod'],1642262,,,1610612743,67,66,2026-03-03T03:19:25Z,2960000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2026-03-03T03:19:05.8Z,3,REGULAR,substitution,in,['startperiod'],1631124,,,1610612743,67,66,2026-03-03T03:19:25Z,2970000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2026-03-03T03:19:05.8Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612743,67,66,2026-03-03T03:19:25Z,2980000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2026-03-03T03:19:29.5Z,3,REGULAR,period,start,[],0,,,1610612743,67,66,2026-03-03T03:19:29Z,2990000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT11M44.00S,2026-03-03T03:19:44.8Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,67,66,2026-03-03T03:19:48Z,3000000,False,,,0,,N. Jokić bad pass TURNOVER (3 TO),"[203999, 1641718]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,,,,,,,3.0,George,1641718.0,,,,,,,,
307,PT11M44.00S,2026-03-03T03:19:44.8Z,3,REGULAR,steal,,[],1641718,,,1610612762,67,66,2026-03-03T03:19:46Z,3010000,False,,,0,,K. George STEAL (3 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
308,PT11M39.00S,2026-03-03T03:19:49.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642846,93.77463863337714,2.696078431372549,1610612762,67,66,2026-03-03T03:19:55Z,3020000,False,-237.0,6.0,1,right,MISS A. Bailey running 3PT,[1642846],1610612762.0,UTA,running,,,Bailey,A. Bailey,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
309,PT11M36.00S,2026-03-03T03:19:52.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612743,67,66,2026-03-03T03:19:55Z,3030000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Left Corner 3,24+ Left,,,308.0,,,,,,,,,,,,,1.0,1.0,0.0,,
310,PT11M32.00S,2026-03-03T03:19:59.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,10.33180026281209,46.32352941176471,1610612743,67,68,2026-03-03T03:21:11Z,3040000,False,18.0,45.0,1,left,C. Braun running Layup (9 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,4.82,Made,,,,,,,9.0,,,,,,,,,,,
311,PT11M32.00S,2026-03-03T03:20:01.2Z,3,REGULAR,foul,personal,['1freethrow'],1642262,,,1610612743,67,68,2026-03-03T03:20:08Z,3050000,False,,,0,,C. Williams shooting personal FOUL (2 PF) (Braun 1 FT),"[1642262, 1631128]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,1627534.0,2.0,0.0,Braun,1631128.0,,,,,,,,,,,,
313,PT11M32.00S,2026-03-03T03:20:22.4Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1631128,,,1610612743,67,68,2026-03-03T03:20:25Z,3070000,False,,,0,,MISS C. Braun Free Throw 1 of 1,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
314,PT11M31.00S,2026-03-03T03:20:23.4Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,67,68,2026-03-03T03:20:25Z,3080000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,313.0,,,,,,,,,,,,,4.0,3.0,1.0,,
315,PT11M16.00S,2026-03-03T03:20:37.5Z,3,REGULAR,2pt,Jump Shot,[],1642846,76.2976346911958,21.568627450980394,1610612762,67,68,2026-03-03T03:20:40Z,3090000,False,-142.0,170.0,1,right,MISS A. Bailey 22' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Left Center,22.19,Missed,,,,,,,,,,,,,,,,,,
316,PT11M14.00S,2026-03-03T03:20:39.5Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,67,68,2026-03-03T03:20:40Z,3100000,False,,,0,,N. Jokić REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,315.0,,,,,,,,,,,,,8.0,6.0,2.0,,
317,PT11M07.00S,2026-03-03T03:20:46.6Z,3,REGULAR,3pt,Jump Shot,[],1631124,28.465834428383708,18.38235294117647,1610612743,67,71,2026-03-03T03:20:50Z,3110000,False,158.0,215.0,1,left,J. Strawther 26' 3PT  (11 PTS) (C. Braun 2 AST),"[1631124, 1631128]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,26.7,Made,,,,,,,11.0,,,,C. Braun,1631128.0,2.0,,,,,
319,PT10M40.00S,2026-03-03T03:21:23.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,85.49605781865965,55.63725490196079,1610612762,67,71,2026-03-03T03:21:28Z,3130000,False,28.0,84.0,1,right,MISS K. Filipowski 8' fadeaway Shot,[1642271],1610612762.0,UTA,fadeaway,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,,
320,PT10M37.00S,2026-03-03T03:21:26.0Z,3,REGULAR,rebound,defensive,[],202685,,,1610612743,67,71,2026-03-03T03:21:28Z,3140000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,319.0,,,,,,,,,,,,,2.0,2.0,0.0,,
321,PT10M16.00S,2026-03-03T03:21:46.2Z,3,REGULAR,3pt,Jump Shot,[],1627750,19.793035479632064,7.107843137254902,1610612743,67,74,2026-03-03T03:21:50Z,3150000,False,214.0,134.0,1,left,J. Murray 25' 3PT  (20 PTS) (C. Braun 3 AST),"[1627750, 1631128]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.27,Made,,,,,,,20.0,,,,C. Braun,1631128.0,3.0,,,,,
323,PT10M01.00S,2026-03-03T03:22:05.1Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612762,67,74,2026-03-03T03:22:11Z,3170000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Bailey 2 FT),"[203999, 1642846]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,1627534.0,1.0,0.0,Bailey,1642846.0,,,,,,,,,,,,
325,PT10M01.00S,2026-03-03T03:22:30.3Z,3,REGULAR,freethrow,1 of 2,[],1642846,,,1610612762,68,74,2026-03-03T03:22:30Z,3190000,False,,,0,,A. Bailey Free Throw 1 of 2 (10 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
326,PT10M01.00S,2026-03-03T03:22:50.5Z,3,REGULAR,freethrow,2 of 2,[],1642846,,,1610612762,69,74,2026-03-03T03:22:50Z,3200000,False,,,0,,A. Bailey Free Throw 2 of 2 (11 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
327,PT09M40.00S,2026-03-03T03:23:12.8Z,3,REGULAR,2pt,Hook,[],202685,10.33180026281209,65.93137254901961,1610612743,69,76,2026-03-03T03:24:21Z,3210000,False,-80.0,45.0,1,left,J. Valančiūnas 9' turnaround Hook (4 PTS),[202685],1610612743.0,DEN,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,9.13,Made,,,,,,,4.0,,,,,,,,,,,
328,PT09M27.00S,2026-03-03T03:23:26.2Z,3,REGULAR,3pt,Jump Shot,[],1641989,92.72339027595268,95.09803921568627,1610612762,69,76,2026-03-03T03:23:30Z,3220000,False,225.0,16.0,1,right,MISS E. Harkless 3PT,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Right Corner 3,24+ Right,22.61,Missed,,,,,,,,,,,,,,,,,,
329,PT09M24.00S,2026-03-03T03:23:29.2Z,3,REGULAR,rebound,offensive,[],1642271,,,1610612762,69,76,2026-03-03T03:23:30Z,3230000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,328.0,,,,,,,,,,,,,5.0,3.0,2.0,,
330,PT09M24.00S,2026-03-03T03:23:29.5Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612762,69,76,2026-03-03T03:23:41Z,3240000,False,,,0,,J. Valančiūnas shooting personal FOUL (2 PF) (Filipowski 2 FT),"[202685, 1642271]",1610612743.0,DEN,shooting,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,1629183.0,2.0,0.0,Filipowski,1642271.0,,,,,,,,,,,,
332,PT09M24.00S,2026-03-03T03:24:00.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1642271,,,1610612762,70,76,2026-03-03T03:24:23Z,3260000,False,,,0,,K. Filipowski Free Throw 1 of 2 (5 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
333,PT09M24.00S,2026-03-03T03:24:00.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1642271,,,1610612762,70,76,2026-03-03T03:24:23Z,3270000,False,,,0,,MISS K. Filipowski Free Throw 2 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
334,PT09M22.00S,2026-03-03T03:24:02.3Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,70,76,2026-03-03T03:24:23Z,3280000,False,,,0,,C. Braun REBOUND (Off:1 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,333.0,,,,,,,,,,,,,5.0,4.0,1.0,,
335,PT09M12.00S,2026-03-03T03:24:32.6Z,3,REGULAR,3pt,Jump Shot,[],1631128,21.895532194480946,88.97058823529412,1610612743,70,76,2026-03-03T03:24:37Z,3290000,False,-195.0,153.0,1,left,MISS C. Braun 24' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
336,PT09M09.00S,2026-03-03T03:24:35.6Z,3,REGULAR,rebound,defensive,[],1641718,,,1610612762,70,76,2026-03-03T03:24:37Z,3300000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,335.0,,,,,,,,,,,,,2.0,2.0,0.0,,
337,PT09M00.00S,2026-03-03T03:24:46.9Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612762,70,76,2026-03-03T03:24:52Z,3310000,False,,,0,,N. Jokić shooting personal FOUL (2 PF) (Filipowski 2 FT),"[203999, 1642271]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,203591.0,2.0,0.0,Filipowski,1642271.0,,,,,,,,,,,,
339,PT09M00.00S,2026-03-03T03:25:20.5Z,3,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,71,76,2026-03-03T03:25:20Z,3330000,False,,,0,,K. Filipowski Free Throw 1 of 2 (6 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
340,PT09M00.00S,2026-03-03T03:25:39.4Z,3,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,72,76,2026-03-03T03:25:39Z,3340000,False,,,0,,K. Filipowski Free Throw 2 of 2 (7 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
341,PT08M38.00S,2026-03-03T03:26:02.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,9.280551905387648,58.57843137254902,1610612743,72,78,2026-03-03T03:31:41Z,3350000,False,-43.0,35.0,1,left,J. Murray driving Layup (22 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.52,Made,,,,,,,22.0,,,,,,,,,,,
