actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
86,PT06M07.00S,2026-03-03T02:28:09.2Z,1,REGULAR,substitution,in,[],1629723,,,1610612743,12,16,2026-03-03T02:28:20Z,860000,False,,,0,,SUB in: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M07.00S,2026-03-03T02:28:09.2Z,1,REGULAR,substitution,in,[],1642268,,,1610612743,12,16,2026-03-03T02:28:20Z,870000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M07.00S,2026-03-03T02:28:09.2Z,1,REGULAR,substitution,in,[],1628971,,,1610612743,12,16,2026-03-03T02:28:20Z,880000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M07.00S,2026-03-03T02:28:30.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627750,,,1610612743,12,17,2026-03-03T02:28:30Z,890000,False,,,0,,J. Murray Free Throw 2 of 2 (8 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
90,PT05M59.00S,2026-03-03T02:28:40.0Z,1,REGULAR,3pt,Jump Shot,[],1641718,30.042706964520367,67.64705882352942,1610612762,12,17,2026-03-03T02:28:46Z,900000,False,-88.0,230.0,1,left,MISS K. George 24' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.62,Missed,,,,,,,,,,,,,,,,,,
91,PT05M55.00S,2026-03-03T02:28:44.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,17,2026-03-03T02:28:46Z,910000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,90.0,,,,,,,,,,,,,3.0,3.0,0.0,,
92,PT05M40.00S,2026-03-03T02:28:58.4Z,1,REGULAR,3pt,Jump Shot,[],1627750,91.93495400788436,2.941176470588235,1610612743,12,20,2026-03-03T02:29:02Z,920000,False,-235.0,23.0,1,right,J. Murray 3PT  (11 PTS) (B. Brown 1 AST),"[1627750, 1628971]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,23.65,Made,,,,,,,11.0,,,,B. Brown,1628971.0,1.0,,,,,
94,PT05M23.00S,2026-03-03T02:29:17.3Z,1,REGULAR,foul,personal,[],1628971,,,1610612762,12,20,2026-03-03T02:29:25Z,940000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1641718]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left Center,,,,203591.0,1.0,0.0,George,1641718.0,,,,,,,,,,,,
96,PT05M10.00S,2026-03-03T02:29:49.8Z,1,REGULAR,3pt,Jump Shot,[],1642271,30.436925098554536,34.55882352941176,1610612762,12,20,2026-03-03T02:31:17Z,960000,False,77.0,234.0,1,left,MISS K. Filipowski 24' pullup 3PT,[1642271],1610612762.0,UTA,pullup,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,24.6,Missed,,,,,,,,,,,,,,,,,,
97,PT05M06.00S,2026-03-03T02:29:53.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,12,20,2026-03-03T02:29:54Z,970000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,96.0,,,,,,,,,,,,,1.0,1.0,0.0,,
98,PT04M59.00S,2026-03-03T02:30:00.2Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,12,20,2026-03-03T02:30:03Z,980000,False,,,0,,J. Murray bad pass TURNOVER (3 TO),"[1627750, 1641718]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,3.0,George,1641718.0,,,,,,,,
99,PT04M59.00S,2026-03-03T02:30:00.2Z,1,REGULAR,steal,,[],1641718,,,1610612762,12,20,2026-03-03T02:30:01Z,990000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M53.00S,2026-03-03T02:30:06.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629723,24.78646517739816,84.80392156862744,1610612762,15,20,2026-03-03T02:30:13Z,1000000,False,-174.0,180.0,1,left,J. Konchar 25' 3PT running (3 PTS) (K. Filipowski 2 AST),"[1629723, 1642271]",1610612762.0,UTA,running,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,25.07,Made,,,,,,,3.0,,,,K. Filipowski,1642271.0,2.0,,,,,
102,PT04M30.00S,2026-03-03T02:30:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,93.24901445466492,53.67647058823529,1610612743,15,22,2026-03-03T02:30:36Z,1020000,False,18.0,11.0,1,right,T. Hardaway Jr. reverse Layup (4 PTS) (J. Murray 2 AST),"[203501, 1627750]",1610612743.0,DEN,reverse,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,4.0,,,,J. Murray,1627750.0,2.0,,,,,
104,PT04M21.00S,2026-03-03T02:30:39.0Z,1,REGULAR,3pt,Jump Shot,[],1642846,19.398817345597898,91.91176470588235,1610612762,18,22,2026-03-03T02:30:42Z,1040000,False,-210.0,130.0,1,left,A. Bailey 24' 3PT  (5 PTS) (I. Collier 1 AST),"[1642846, 1642268]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,24.65,Made,,,,,,,5.0,,,,I. Collier,1642268.0,1.0,,,,,
106,PT04M03.00S,2026-03-03T02:30:56.9Z,1,REGULAR,3pt,Jump Shot,[],1628971,94.82588699080158,94.85294117647058,1610612743,18,22,2026-03-03T02:31:02Z,1060000,False,224.0,-4.0,1,right,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
107,PT03M58.00S,2026-03-03T02:31:01.9Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,18,22,2026-03-03T02:31:02Z,1070000,False,,,0,,A. Bailey REBOUND (Off:1 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,,,106.0,,,,,,,,,,,,,2.0,1.0,1.0,,
108,PT03M54.00S,2026-03-03T02:31:05.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629723,26.49474375821288,78.92156862745098,1610612762,21,22,2026-03-03T02:31:11Z,1080000,False,-145.0,197.0,1,left,J. Konchar 24' 3PT running (6 PTS) (I. Collier 2 AST),"[1629723, 1642268]",1610612762.0,UTA,running,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,24.41,Made,,,,,,,6.0,,,,I. Collier,1642268.0,2.0,,,,,
110,PT03M40.00S,2026-03-03T02:31:23.2Z,1,REGULAR,foul,personal,[],1629723,,,1610612743,21,22,2026-03-03T02:31:30Z,1100000,False,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 203999]",1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,,,,1629183.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,
112,PT03M40.00S,2026-03-03T02:31:29.4Z,1,REGULAR,substitution,out,[],1641718,,,1610612743,21,22,2026-03-03T02:31:47Z,1120000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M40.00S,2026-03-03T02:31:29.4Z,1,REGULAR,substitution,out,[],1642271,,,1610612743,21,22,2026-03-03T02:31:47Z,1130000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2026-03-03T02:31:29.4Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,21,22,2026-03-03T02:31:47Z,1140000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M40.00S,2026-03-03T02:31:29.4Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,21,22,2026-03-03T02:31:47Z,1150000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M40.00S,2026-03-03T02:31:29.4Z,1,REGULAR,substitution,in,[],1631131,,,1610612743,21,22,2026-03-03T02:31:47Z,1160000,False,,,0,,SUB in: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M40.00S,2026-03-03T02:31:29.4Z,1,REGULAR,substitution,in,[],1629004,,,1610612743,21,22,2026-03-03T02:31:47Z,1170000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M40.00S,2026-03-03T02:31:29.4Z,1,REGULAR,substitution,in,[],1631124,,,1610612743,21,22,2026-03-03T02:31:47Z,1180000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M40.00S,2026-03-03T02:31:29.4Z,1,REGULAR,substitution,in,[],1629618,,,1610612743,21,22,2026-03-03T02:31:47Z,1190000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M36.00S,2026-03-03T02:32:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,85.62746386333771,46.07843137254902,1610612743,21,22,2026-03-03T02:33:51Z,1200000,False,-20.0,83.0,1,right,MISS N. Jokić 8' driving Layup - blocked,"[203999, 1629723]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,8.49,Missed,,,,,,,,,,,,,,,,,Konchar,1629723.0
121,PT03M36.00S,2026-03-03T02:32:01.1Z,1,REGULAR,block,,[],1629723,,,1610612743,21,22,2026-03-03T02:32:03Z,1210000,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M36.00S,2026-03-03T02:32:01.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,21,22,2026-03-03T02:32:06Z,1220000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,120.0,,,,,,,,,,,,,,,,,
124,PT03M21.00S,2026-03-03T02:32:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642846,8.492115637319317,41.66666666666667,1610612762,23,22,2026-03-03T02:32:23Z,1240000,False,42.0,27.0,1,left,A. Bailey driving Layup (7 PTS),[1642846],1610612762.0,UTA,driving,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,,,7.0,,,,,,,,,,,
125,PT03M04.00S,2026-03-03T02:32:39.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,86.15308804204993,51.71568627450981,1610612743,23,22,2026-03-03T02:35:17Z,1250000,False,9.0,78.0,1,right,MISS N. Jokić 7' Hook - blocked,"[203999, 1631131]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,Tshiebwe,1631131.0
126,PT03M04.00S,2026-03-03T02:32:39.4Z,1,REGULAR,block,,[],1631131,,,1610612743,23,22,2026-03-03T02:32:41Z,1260000,False,,,0,,O. Tshiebwe BLOCK (1 BLK),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT03M03.00S,2026-03-03T02:32:40.4Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,23,22,2026-03-03T02:35:17Z,1270000,False,,,0,,N. Jokić REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,,,,,,,,,,,,,4.0,3.0,1.0,,
128,PT02M59.00S,2026-03-03T02:32:43.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,91.27792378449409,51.470588235294116,1610612743,23,24,2026-03-03T02:35:36Z,1280000,False,7.0,29.0,1,right,N. Jokić bank Hook (2 PTS),[203999],1610612743.0,DEN,bank,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,2.0,,,,,,,,,,,
129,PT02M44.00S,2026-03-03T02:32:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629004,29.911300919842315,28.431372549019606,1610612762,23,24,2026-03-03T02:36:32Z,1290000,False,108.0,229.0,1,left,MISS S. Mykhailiuk 25' pullup 3PT,[1629004],1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
130,PT02M39.00S,2026-03-03T02:33:02.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,23,24,2026-03-03T02:33:02Z,1300000,False,,,0,,N. Jokić REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,129.0,,,,,,,,,,,,,5.0,4.0,1.0,,
131,PT02M31.00S,2026-03-03T02:33:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,85.23324572930355,55.63725490196079,1610612743,23,24,2026-03-03T02:37:14Z,1310000,False,28.0,86.0,1,right,MISS N. Jokić 9' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,9.08,Missed,,,,,,,,,,,,,,,,,,
132,PT02M29.00S,2026-03-03T02:33:12.0Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,23,24,2026-03-03T02:37:29Z,1320000,False,,,0,,N. Jokić REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,131.0,,,,,,,,,,,,,6.0,4.0,2.0,,
133,PT02M29.00S,2026-03-03T02:33:13.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,94.40999984741211,50.0,1610612743,23,26,2026-03-03T02:37:33Z,1330000,False,0.0,0.0,1,right,N. Jokić putback Layup (4 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,4.0,,,,,,,,,,,
134,PT02M10.00S,2026-03-03T02:33:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631131,6.783837056504599,53.18627450980392,1610612762,25,26,2026-03-03T02:38:18Z,1340000,False,-16.0,11.0,1,left,O. Tshiebwe driving reverse Layup (2 PTS) (S. Mykhailiuk 1 AST),"[1631131, 1629004]",1610612762.0,UTA,driving reverse,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,1.95,Made,,,,,,,2.0,,,,S. Mykhailiuk,1629004.0,1.0,,,,,
136,PT01M58.00S,2026-03-03T02:33:45.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642846,,,1610612743,25,26,2026-03-03T02:34:04Z,1360000,False,,,0,,A. Bailey shooting personal FOUL (2 PF) (Jokić 2 FT),"[1642846, 203999]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,1627534.0,2.0,0.0,Jokić,203999.0,,,,,,,,,,,,
138,PT01M58.00S,2026-03-03T02:34:13.2Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,25,27,2026-03-03T02:34:13Z,1380000,False,,,0,,N. Jokić Free Throw 1 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
139,PT01M58.00S,2026-03-03T02:34:13.7Z,1,REGULAR,substitution,out,[],1642846,,,1610612743,25,27,2026-03-03T02:34:17Z,1390000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M58.00S,2026-03-03T02:34:13.7Z,1,REGULAR,substitution,in,[],1641729,,,1610612743,25,27,2026-03-03T02:34:17Z,1400000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M58.00S,2026-03-03T02:34:37.9Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,25,28,2026-03-03T02:34:37Z,1410000,False,,,0,,N. Jokić Free Throw 2 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
142,PT01M50.00S,2026-03-03T02:34:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,6.652431011826544,52.69607843137255,1610612762,27,28,2026-03-03T02:39:09Z,1420000,False,-13.0,10.0,1,left,I. Collier driving Layup (2 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,,,2.0,,,,,,,,,,,
143,PT01M38.00S,2026-03-03T02:34:59.3Z,1,REGULAR,3pt,Jump Shot,[],1629618,69.20170827858082,62.745098039215684,1610612743,27,31,2026-03-03T02:35:03Z,1430000,False,64.0,237.0,1,right,J. Pickett 24' 3PT  (3 PTS) (N. Jokić 2 AST),"[1629618, 203999]",1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,24.54,Made,,,,,,,3.0,,,,N. Jokić,203999.0,2.0,,,,,
145,PT01M16.00S,2026-03-03T02:35:20.6Z,1,REGULAR,3pt,Jump Shot,[],1641729,7.046649145860711,3.1862745098039214,1610612762,27,31,2026-03-03T02:35:24Z,1450000,False,234.0,14.0,1,left,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2026-03-03T02:35:22.6Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,27,31,2026-03-03T02:35:24Z,1460000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,145.0,,,,,,,,,,,,,2.0,2.0,0.0,,
147,PT01M10.00S,2026-03-03T02:35:27.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,68.01905387647832,27.696078431372552,1610612743,27,31,2026-03-03T02:39:35Z,1470000,False,-112.0,248.0,1,right,MISS T. Hardaway Jr. 27' running pullup 3PT,[203501],1610612743.0,DEN,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,27.2,Missed,,,,,,,,,,,,,,,,,,
148,PT01M07.00S,2026-03-03T02:35:30.7Z,1,REGULAR,rebound,defensive,[],1631131,,,1610612762,27,31,2026-03-03T02:35:32Z,1480000,False,,,0,,O. Tshiebwe REBOUND (Off:0 Def:1),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Left Center,,,147.0,,,,,,,,,,,,,1.0,1.0,0.0,,
149,PT01M00.00S,2026-03-03T02:35:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,8.623521681997373,63.970588235294116,1610612762,29,31,2026-03-03T02:40:16Z,1490000,False,-70.0,29.0,1,left,I. Collier 7' driving floating bank Jump Shot (4 PTS),[1642268],1610612762.0,UTA,driving floating bank,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,,,,,,,4.0,,,,,,,,,,,
150,PT00M44.60S,2026-03-03T02:35:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,89.96386333771353,62.00980392156863,1610612743,29,33,2026-03-03T02:40:47Z,1500000,False,60.0,42.0,1,right,N. Jokić 7' driving floating bank Jump Shot (8 PTS),[203999],1610612743.0,DEN,driving floating bank,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,,,,,,,8.0,,,,,,,,,,,
151,PT00M30.60S,2026-03-03T02:36:12.3Z,1,REGULAR,2pt,Jump Shot,[],1642268,20.71287779237845,74.26470588235294,1610612762,29,33,2026-03-03T02:36:16Z,1510000,False,-121.0,142.0,1,left,MISS I. Collier 18' pullup Shot,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,18.69,Missed,,,,,,,,,,,,,,,,,,
152,PT00M28.60S,2026-03-03T02:36:14.3Z,1,REGULAR,rebound,offensive,[],1631131,,,1610612762,29,33,2026-03-03T02:36:16Z,1520000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:1),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,16-24 Left Center,,,151.0,,,,,,,,,,,,,2.0,1.0,1.0,,
153,PT00M23.30S,2026-03-03T02:36:19.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631131,7.30946123521682,31.61764705882353,1610612762,31,33,2026-03-03T02:41:19Z,1530000,False,92.0,16.0,1,left,O. Tshiebwe 9' floating Jump Shot (4 PTS) (J. Konchar 1 AST),"[1631131, 1629723]",1610612762.0,UTA,floating,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,8-16 Right,9.33,Made,,,,,,,4.0,,,,J. Konchar,1629723.0,1.0,,,,,
155,PT00M07.50S,2026-03-03T02:36:41.1Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,31,33,2026-03-03T02:36:45Z,1550000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 1629004]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,,,,,,
156,PT00M07.50S,2026-03-03T02:36:41.1Z,1,REGULAR,steal,,[],1629004,,,1610612762,31,33,2026-03-03T02:36:51Z,1560000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
157,PT00M02.30S,2026-03-03T02:36:46.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629004,33.327858081471746,40.44117647058824,1610612762,34,33,2026-03-03T02:36:51Z,1570000,False,48.0,261.0,1,left,S. Mykhailiuk 26' 3PT running pullup (3 PTS),[1629004],1610612762.0,UTA,running pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,26.51,Made,,,,,,,3.0,,,,,,,,,,,
158,PT00M00.00S,2026-03-03T02:36:53.3Z,1,REGULAR,heave,,[],0,,,1610612743,34,33,2026-03-03T02:43:25Z,1580000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Center,68.34,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2026-03-03T02:36:53.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,34,33,2026-03-03T02:37:02Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Center,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2026-03-03T02:37:07.4Z,1,REGULAR,period,end,[],0,,,1610612743,34,33,2026-03-03T02:37:07Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-03-03T02:39:00.0Z,2,REGULAR,substitution,out,['startperiod'],203501,,,1610612743,34,33,2026-03-03T02:39:22Z,1610000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-03-03T02:39:00.0Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,34,33,2026-03-03T02:39:22Z,1620000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-03-03T02:39:00.0Z,2,REGULAR,substitution,in,['startperiod'],1630192,,,1610612743,34,33,2026-03-03T02:39:22Z,1630000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-03-03T02:39:00.0Z,2,REGULAR,substitution,in,['startperiod'],1627750,,,1610612743,34,33,2026-03-03T02:39:22Z,1640000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-03-03T02:39:31.6Z,2,REGULAR,period,start,[],0,,,1610612743,34,33,2026-03-03T02:39:31Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M47.00S,2026-03-03T02:39:43.7Z,2,REGULAR,3pt,Jump Shot,[],1627750,81.2910643889619,5.392156862745098,1610612743,34,36,2026-03-03T02:39:47Z,1660000,False,-223.0,123.0,1,right,J. Murray 25' 3PT  (14 PTS) (B. Brown 2 AST),"[1627750, 1628971]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.49,Made,,,,,,,14.0,,,,B. Brown,1628971.0,2.0,,,,,
