actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
205,PT10M53.00S,2025-12-21T03:15:13.8Z,2,REGULAR,rebound,offensive,[],1642846,,,1610612762,38,37,2025-12-21T03:15:13Z,2030000,False,,,0,,A. Bailey REBOUND (Off:1 Def:0),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Left,,,204.0,,,,,,,1.0,0.0,1.0,,,,,,,,
206,PT10M42.00S,2025-12-21T03:15:24.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642846,75.3777923784494,13.970588235294118,1610612762,41,37,2025-12-21T03:26:12Z,2040000,False,-180.0,179.0,1,right,A. Bailey 25' 3PT step back (5 PTS) (J. Nurkić 3 AST),"[1642846, 203994]",1610612762.0,UTA,step back,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,25.39,Made,,5.0,J. Nurkić,203994.0,3.0,,,,,,,,,,,,,
209,PT10M15.00S,2025-12-21T03:16:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,8.754927726675426,41.66666666666667,1610612753,41,39,2025-12-21T03:16:17Z,2070000,False,42.0,30.0,1,left,D. Bane cutting Layup (12 PTS) (G. Bitadze 1 AST),"[1630217, 1629048]",1610612753.0,ORL,cutting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,,12.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,
211,PT10M04.00S,2025-12-21T03:16:24.4Z,2,REGULAR,foul,personal,[],1642859,,,1610612762,41,39,2025-12-21T03:16:40Z,2090000,False,,,0,,J. Richardson personal FOUL (1 PF),"[1642859, 1642383]",1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,,,,,,,,1628484.0,,,,,1.0,0.0,Clayton Jr.,1642383.0,,,,
213,PT09M59.00S,2025-12-21T03:17:06.0Z,2,REGULAR,3pt,Jump Shot,[],1642846,93.38042049934296,94.85294117647058,1610612762,41,39,2025-12-21T03:17:10Z,2110000,False,224.0,10.0,1,right,MISS A. Bailey 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,22.45,Missed,,,,,,,,,,,,,,,,,,
214,PT09M57.00S,2025-12-21T03:17:08.0Z,2,REGULAR,rebound,offensive,[],203994,,,1610612762,41,39,2025-12-21T03:17:10Z,2120000,False,,,0,,J. Nurkić REBOUND (Off:2 Def:0),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Right Corner 3,24+ Right,,,213.0,,,,,,,2.0,0.0,2.0,,,,,,,,
215,PT09M53.00S,2025-12-21T03:17:16.0Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612762,41,39,2025-12-21T03:17:23Z,2130000,False,,,0,,D. Bane shooting personal FOUL (2 PF) (Sensabaugh 2 FT),"[1630217, 1641729]",1610612753.0,ORL,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,2.0,0.0,Sensabaugh,1641729.0,,,,
217,PT09M53.00S,2025-12-21T03:17:40.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641729,,,1610612762,42,39,2025-12-21T03:17:40Z,2150000,False,,,0,,B. Sensabaugh Free Throw 1 of 2 (7 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
218,PT09M53.00S,2025-12-21T03:17:40.7Z,2,REGULAR,substitution,out,[],1641724,,,1610612762,42,39,2025-12-21T03:17:44Z,2160000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M53.00S,2025-12-21T03:17:40.7Z,2,REGULAR,substitution,in,[],1642869,,,1610612762,42,39,2025-12-21T03:17:44Z,2170000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M53.00S,2025-12-21T03:17:58.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641729,,,1610612762,43,39,2025-12-21T03:17:58Z,2180000,False,,,0,,B. Sensabaugh Free Throw 2 of 2 (8 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
221,PT09M37.00S,2025-12-21T03:18:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,11.514454664914586,48.28431372549019,1610612753,43,41,2025-12-21T03:30:02Z,2190000,False,9.0,56.0,1,left,D. Bane driving floating Jump Shot (14 PTS),[1630217],1610612753.0,ORL,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,,14.0,,,,,,,,,,,,,,,,
222,PT09M25.00S,2025-12-21T03:18:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.11760840998686,55.14705882352941,1610612762,43,41,2025-12-21T03:18:31Z,2200000,False,26.0,12.0,1,right,MISS J. Nurkić cutting Layup - blocked,"[203994, 1629048]",1610612762.0,UTA,cutting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,Bitadze,1629048.0,,
223,PT09M25.00S,2025-12-21T03:18:27.4Z,2,REGULAR,block,,[],1629048,,,1610612762,43,41,2025-12-21T03:18:33Z,2210000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT09M23.00S,2025-12-21T03:18:29.4Z,2,REGULAR,rebound,defensive,[],1642869,,,1610612753,43,41,2025-12-21T03:18:31Z,2220000,False,,,0,,N. Penda REBOUND (Off:0 Def:1),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Restricted Area,0-8 Center,,,222.0,,,,,,,1.0,1.0,0.0,,,,,,,,
225,PT09M17.00S,2025-12-21T03:18:36.4Z,2,REGULAR,3pt,Jump Shot,[],1642859,27.94021024967148,85.29411764705883,1610612753,43,41,2025-12-21T03:18:40Z,2230000,False,-176.0,210.0,1,left,MISS J. Richardson 27' 3PT,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
226,PT09M14.00S,2025-12-21T03:18:39.3Z,2,REGULAR,rebound,offensive,[],1642869,,,1610612753,43,41,2025-12-21T03:18:39Z,2240000,False,,,0,,N. Penda REBOUND (Off:1 Def:1),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Left Center,,,225.0,,,,,,,2.0,1.0,1.0,,,,,,,,
227,PT09M12.00S,2025-12-21T03:18:40.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642859,25.57490144546649,83.82352941176471,1610612753,43,44,2025-12-21T03:18:44Z,2250000,False,-169.0,188.0,1,left,J. Richardson 25' 3PT  (3 PTS) (N. Penda 1 AST),"[1642859, 1642869]",1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.28,Made,,3.0,N. Penda,1642869.0,1.0,,,,,,,,,,,,,
229,PT09M10.00S,2025-12-21T03:18:49.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,43,44,2025-12-21T03:18:49Z,2270000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M08.00S,2025-12-21T03:21:42.6Z,2,REGULAR,turnover,bad pass,[],1642271,,,1610612762,43,44,2025-12-21T03:21:47Z,2280000,False,,,0,,K. Filipowski bad pass TURNOVER (1 TO),"[1642271, 1642869]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Penda,1642869.0
231,PT09M08.00S,2025-12-21T03:21:42.6Z,2,REGULAR,steal,,[],1642869,,,1610612753,43,44,2025-12-21T03:21:46Z,2290000,False,,,0,,N. Penda STEAL (1 STL),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
233,PT09M08.00S,2025-12-21T03:21:47.8Z,2,REGULAR,foul,personal,[],1642271,,,1610612753,43,44,2025-12-21T03:22:03Z,2310000,False,,,0,,K. Filipowski personal FOUL (2 PF),"[1642271, 1628371]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,1628484.0,,,,,2.0,0.0,Isaac,1628371.0,,,,
235,PT08M57.00S,2025-12-21T03:22:14.7Z,2,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612753,43,44,2025-12-21T03:22:24Z,2330000,False,,,0,,D. Bane bad pass out-of-bounds TURNOVER (1 TO),[1630217],1610612753.0,ORL,bad pass,,,Bane,D. Bane,,,,,Mid-Range,8-16 Center,,,,,,,,200834.0,1.0,,,,,,,,,,,
236,PT08M42.00S,2025-12-21T03:22:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,90.75229960578186,41.911764705882355,1610612762,43,44,2025-12-21T03:32:13Z,2340000,False,-40.0,34.0,1,right,MISS J. Nurkić driving Layup - blocked,"[203994, 1629048]",1610612762.0,UTA,driving,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,,,,,,Bitadze,1629048.0,,
237,PT08M42.00S,2025-12-21T03:22:35.1Z,2,REGULAR,block,,[],1629048,,,1610612762,43,44,2025-12-21T03:22:36Z,2350000,False,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
238,PT08M40.00S,2025-12-21T03:22:37.1Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,43,44,2025-12-21T03:22:38Z,2360000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,236.0,,,,,,,2.0,1.0,1.0,,,,,,,,
239,PT08M34.00S,2025-12-21T03:22:43.0Z,2,REGULAR,3pt,Jump Shot,[],1628371,29.38567674113009,70.83333333333334,1610612753,43,44,2025-12-21T03:22:47Z,2370000,False,-104.0,224.0,1,left,MISS J. Isaac 24' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,24.68,Missed,,,,,,,,,,,,,,,,,,
240,PT08M31.00S,2025-12-21T03:22:46.5Z,2,REGULAR,rebound,offensive,[],1642869,,,1610612753,43,44,2025-12-21T03:22:46Z,2380000,False,,,0,,N. Penda REBOUND (Off:2 Def:1),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Left Center,,,239.0,,,,,,,3.0,1.0,2.0,,,,,,,,
241,PT08M25.00S,2025-12-21T03:22:52.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,7.966491458607096,45.34313725490196,1610612753,43,46,2025-12-21T03:22:56Z,2390000,False,23.0,22.0,1,left,D. Bane driving finger roll Layup (16 PTS) (J. Richardson 1 AST),"[1630217, 1642859]",1610612753.0,ORL,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.23,Made,,16.0,J. Richardson,1642859.0,1.0,,,,,,,,,,,,,
243,PT08M13.00S,2025-12-21T03:23:06.7Z,2,REGULAR,foul,personal,[],1628371,,,1610612762,43,46,2025-12-21T03:23:17Z,2410000,False,,,0,,J. Isaac personal FOUL (2 PF),"[1628371, 1642271]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Right Center,,,,,,,,200834.0,,,,,2.0,0.0,Filipowski,1642271.0,,,,
245,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,out,[],1642383,,,1610612762,43,46,2025-12-21T03:23:26Z,2430000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,out,[],1642271,,,1610612762,43,46,2025-12-21T03:23:26Z,2440000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,out,[],1641729,,,1610612762,43,46,2025-12-21T03:23:26Z,2450000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,out,[],1628371,,,1610612762,43,46,2025-12-21T03:23:26Z,2460000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,out,[],1630217,,,1610612762,43,46,2025-12-21T03:23:26Z,2470000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,out,[],1642859,,,1610612762,43,46,2025-12-21T03:23:26Z,2480000,False,,,0,,SUB out: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,in,[],1641707,,,1610612762,43,46,2025-12-21T03:23:26Z,2490000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,in,[],1641718,,,1610612762,43,46,2025-12-21T03:23:26Z,2500000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,in,[],1629004,,,1610612762,43,46,2025-12-21T03:23:26Z,2510000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,in,[],1631094,,,1610612762,43,46,2025-12-21T03:23:26Z,2520000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,in,[],1626145,,,1610612762,43,46,2025-12-21T03:23:26Z,2530000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT08M13.00S,2025-12-21T03:23:14.5Z,2,REGULAR,substitution,in,[],1641710,,,1610612762,43,46,2025-12-21T03:23:26Z,2540000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT08M11.00S,2025-12-21T03:23:37.2Z,2,REGULAR,2pt,Jump Shot,[],1642846,89.96386333771353,72.54901960784314,1610612762,45,46,2025-12-21T03:33:52Z,2550000,False,113.0,42.0,1,right,A. Bailey 12' Jump Shot (7 PTS) (K. George 3 AST),"[1642846, 1641718]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Right,12.02,Made,,7.0,K. George,1641718.0,3.0,,,,,,,,,,,,,
259,PT07M49.00S,2025-12-21T03:23:59.0Z,2,REGULAR,3pt,Jump Shot,[],1626145,6.652431011826544,3.6764705882352944,1610612753,45,46,2025-12-21T03:24:02Z,2570000,False,232.0,10.0,1,left,MISS T. Jones 3PT,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
260,PT07M48.00S,2025-12-21T03:24:00.0Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612762,45,46,2025-12-21T03:24:02Z,2580000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Right Corner 3,24+ Right,,,259.0,,,,,,,2.0,1.0,1.0,,,,,,,,
261,PT07M40.00S,2025-12-21T03:24:09.4Z,2,REGULAR,3pt,Jump Shot,[],1641718,72.61826544021025,19.362745098039216,1610612762,45,46,2025-12-21T03:24:14Z,2590000,False,-153.0,205.0,1,right,MISS K. George 25' step back 3PT,[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
262,PT07M35.00S,2025-12-21T03:24:13.4Z,2,REGULAR,rebound,offensive,[],1641707,,,1610612762,45,46,2025-12-21T03:24:13Z,2600000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,261.0,,,,,,,2.0,1.0,1.0,,,,,,,,
263,PT07M33.00S,2025-12-21T03:24:15.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642846,93.64323258869908,3.6764705882352944,1610612762,45,46,2025-12-21T03:24:20Z,2610000,False,-232.0,7.0,1,right,MISS A. Bailey 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
264,PT07M32.00S,2025-12-21T03:24:16.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,45,46,2025-12-21T03:36:24Z,2620000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Left Corner 3,24+ Left,,,263.0,,,,,,,,,,,,,,,,,
266,PT07M32.00S,2025-12-21T03:24:22.9Z,2,REGULAR,foul,personal,[],203994,,,1610612753,45,46,2025-12-21T03:36:24Z,2640000,False,,,0,,J. Nurkić loose ball personal FOUL (2 PF),"[203994, 1629048]",1610612762.0,UTA,loose ball,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,,,,,2.0,0.0,Bitadze,1629048.0,,,,
269,PT07M16.00S,2025-12-21T03:24:53.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,10.200394218134035,63.48039215686274,1610612753,45,48,2025-12-21T03:36:29Z,2670000,False,-67.0,43.0,1,left,T. Jones 8' driving floating bank Jump Shot (5 PTS) (P. Banchero 1 AST),"[1626145, 1631094]",1610612753.0,ORL,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,8.02,Made,,5.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,
271,PT07M14.00S,2025-12-21T03:24:59.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,45,48,2025-12-21T03:25:03Z,2690000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M14.00S,2025-12-21T03:27:18.3Z,2,REGULAR,substitution,out,[],203994,,,1610612762,45,48,2025-12-21T03:27:47Z,2700000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT07M14.00S,2025-12-21T03:27:18.3Z,2,REGULAR,substitution,out,[],1629048,,,1610612762,45,48,2025-12-21T03:27:47Z,2710000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT07M14.00S,2025-12-21T03:27:18.3Z,2,REGULAR,substitution,in,[],201567,,,1610612762,45,48,2025-12-21T03:27:47Z,2720000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT07M14.00S,2025-12-21T03:27:18.3Z,2,REGULAR,substitution,in,[],1628976,,,1610612762,45,48,2025-12-21T03:27:47Z,2730000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M58.00S,2025-12-21T03:28:05.9Z,2,REGULAR,turnover,bad pass,[],1641718,,,1610612762,45,48,2025-12-21T03:28:09Z,2740000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1641718, 1642869]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,,,,,,,,,,Penda,1642869.0
277,PT06M58.00S,2025-12-21T03:28:05.9Z,2,REGULAR,steal,,[],1642869,,,1610612753,45,48,2025-12-21T03:28:07Z,2750000,False,,,0,,N. Penda STEAL (2 STL),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
278,PT06M54.00S,2025-12-21T03:28:10.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642869,7.5722733245729295,45.34313725490196,1610612753,45,50,2025-12-21T03:37:00Z,2760000,False,23.0,19.0,1,left,N. Penda running reverse Layup (2 PTS),[1642869],1610612753.0,ORL,running reverse,,,Penda,N. Penda,,,,,Restricted Area,0-8 Center,2.99,Made,,2.0,,,,,,,,,,,,,,,,
279,PT06M44.00S,2025-12-21T03:28:19.0Z,2,REGULAR,3pt,Jump Shot,[],1642846,69.46452036793693,13.480392156862745,1610612762,45,50,2025-12-21T03:28:23Z,2770000,False,-183.0,235.0,1,right,MISS A. Bailey 29' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,29.72,Missed,,,,,,,,,,,,,,,,,,
280,PT06M41.00S,2025-12-21T03:28:22.0Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,45,50,2025-12-21T03:28:23Z,2780000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,279.0,,,,,,,3.0,2.0,1.0,,,,,,,,
281,PT06M40.00S,2025-12-21T03:28:26.6Z,2,REGULAR,foul,personal,[],201567,,,1610612753,45,50,2025-12-21T03:28:45Z,2790000,False,,,0,,K. Love personal FOUL (2 PF),"[201567, 1642869]",1610612762.0,UTA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,2.0,0.0,Penda,1642869.0,,,,
283,PT06M28.00S,2025-12-21T03:29:10.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641707,,,1610612753,45,50,2025-12-21T03:29:20Z,2810000,False,,,0,,T. Hendricks shooting personal FOUL (1 PF) (Banchero 2 FT),"[1641707, 1631094]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,200834.0,,,,,1.0,0.0,Banchero,1631094.0,,,,
285,PT06M28.00S,2025-12-21T03:29:35.5Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,45,51,2025-12-21T03:29:56Z,2830000,False,,,0,,P. Banchero Free Throw 1 of 2 (12 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
286,PT06M28.00S,2025-12-21T03:29:37.1Z,2,REGULAR,substitution,out,[],1641707,,,1610612753,45,51,2025-12-21T03:29:43Z,2840000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT06M28.00S,2025-12-21T03:29:37.1Z,2,REGULAR,substitution,in,[],1642271,,,1610612753,45,51,2025-12-21T03:29:43Z,2850000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT06M28.00S,2025-12-21T03:29:35.5Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,45,51,2025-12-21T03:29:56Z,2860000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
289,PT06M26.00S,2025-12-21T03:29:37.5Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,45,51,2025-12-21T03:29:56Z,2870000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,288.0,,,,,,,1.0,1.0,0.0,,,,,,,,
290,PT06M15.00S,2025-12-21T03:30:09.4Z,2,REGULAR,foul,personal,[],1642869,,,1610612762,45,51,2025-12-21T03:30:20Z,2880000,False,,,0,,N. Penda personal FOUL (1 PF),"[1642869, 1642846]",1610612753.0,ORL,,,,Penda,N. Penda,,,,,Mid-Range,16-24 Right,,,,,,,,200834.0,,,,,1.0,0.0,Bailey,1642846.0,,,,
292,PT06M06.00S,2025-12-21T03:30:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,86.41590013140605,41.42156862745098,1610612762,47,51,2025-12-21T03:38:24Z,2900000,False,-43.0,75.0,1,right,K. Filipowski 8' driving floating Jump Shot (2 PTS) (A. Bailey 2 AST),"[1642271, 1642846]",1610612762.0,UTA,driving floating,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,8.66,Made,,2.0,A. Bailey,1642846.0,2.0,,,,,,,,,,,,,
294,PT05M45.00S,2025-12-21T03:30:54.6Z,2,REGULAR,3pt,Jump Shot,[],1642869,32.933639947437584,64.4607843137255,1610612753,47,54,2025-12-21T03:30:59Z,2920000,False,-72.0,257.0,1,left,N. Penda 26' 3PT  (5 PTS) (P. Banchero 2 AST),"[1642869, 1631094]",1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Center,26.71,Made,,5.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,
