actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
631,PT05M38.00S,2025-12-21T04:46:43.0Z,4,REGULAR,3pt,Jump Shot,[],1641710,67.49342969776609,50.0,1610612753,99,110,2025-12-21T04:46:48Z,6250000,False,0.0,253.0,1,right,MISS A. Black 25' step back 3PT,[1641710],1610612753.0,ORL,step back,,,Black,A. Black,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
632,PT05M36.00S,2025-12-21T04:46:45.0Z,4,REGULAR,rebound,offensive,[],1642869,,,1610612753,99,110,2025-12-21T04:46:48Z,6260000,False,,,0,,N. Penda REBOUND (Off:4 Def:2),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Center,,,631.0,,,,,,,6.0,2.0,4.0,,,,,,,,
633,PT05M29.00S,2025-12-21T04:46:55.1Z,4,REGULAR,foul,personal,[],1641718,,,1610612753,99,110,2025-12-21T04:47:00Z,6270000,False,,,0,,K. George personal FOUL (3 PF),"[1641718, 1629048]",1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,3.0,0.0,Bitadze,1629048.0,,,,
635,PT05M29.00S,2025-12-21T04:47:08.2Z,4,REGULAR,substitution,out,[],1629048,,,1610612753,99,110,2025-12-21T04:47:10Z,6290000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M29.00S,2025-12-21T04:47:08.2Z,4,REGULAR,substitution,in,[],1628976,,,1610612753,99,110,2025-12-21T04:47:10Z,6300000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M22.00S,2025-12-21T04:47:28.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631094,86.67871222076215,65.68627450980392,1610612753,99,110,2025-12-21T04:58:29Z,6310000,False,78.0,73.0,1,right,MISS P. Banchero 10' driving floating bank Shot,[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,10.69,Missed,,,,,,,,,,,,,,,,,,
638,PT05M19.00S,2025-12-21T04:47:31.5Z,4,REGULAR,rebound,defensive,[],1642268,,,1610612762,99,110,2025-12-21T04:47:33Z,6320000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Right,,,637.0,,,,,,,1.0,1.0,0.0,,,,,,,,
639,PT05M18.00S,2025-12-21T04:47:33.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1642268,6.783837056504599,55.14705882352941,1610612762,101,110,2025-12-21T04:47:48Z,6330000,False,-26.0,11.0,1,left,I. Collier running Layup (10 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.81,Made,,10.0,,,,,,,,,,,,,,,,
640,PT05M18.00S,2025-12-21T04:47:37.7Z,4,REGULAR,violation,defensive goaltending,[],1642869,,,1610612762,101,110,2025-12-21T04:47:45Z,6340000,False,,,0,,N. Penda defensive goaltending VIOLATION,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,203592.0,,,,,,,,,,,,
641,PT04M56.00S,2025-12-21T04:48:03.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,86.5473061760841,41.911764705882355,1610612753,101,110,2025-12-21T04:58:00Z,6350000,False,-40.0,74.0,1,right,MISS A. Black 8' cutting Layup,[1641710],1610612753.0,ORL,cutting,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Center,8.43,Missed,,,,,,,,,,,,,,,,,,
642,PT04M54.00S,2025-12-21T04:48:05.4Z,4,REGULAR,rebound,defensive,[],1642846,,,1610612762,101,110,2025-12-21T04:48:06Z,6360000,False,,,0,,A. Bailey REBOUND (Off:1 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,,,641.0,,,,,,,3.0,2.0,1.0,,,,,,,,
643,PT04M47.00S,2025-12-21T04:48:12.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642846,11.908672798948752,40.931372549019606,1610612762,101,110,2025-12-21T04:48:16Z,6370000,False,45.0,59.0,1,left,MISS A. Bailey 7' driving DUNK,[1642846],1610612762.0,UTA,driving,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
644,PT04M46.00S,2025-12-21T04:48:13.6Z,4,REGULAR,rebound,offensive,[],1641718,,,1610612762,101,110,2025-12-21T04:48:13Z,6380000,False,,,0,,K. George REBOUND (Off:1 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,643.0,,,,,,,2.0,1.0,1.0,,,,,,,,
645,PT04M42.00S,2025-12-21T04:48:17.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642268,5.995400788436268,53.67647058823529,1610612762,101,110,2025-12-21T04:48:22Z,6390000,False,-18.0,4.0,1,left,MISS I. Collier driving reverse Layup,[1642268],1610612762.0,UTA,driving reverse,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
646,PT04M40.00S,2025-12-21T04:48:19.1Z,4,REGULAR,rebound,defensive,[],1641710,,,1610612753,101,110,2025-12-21T04:48:22Z,6400000,False,,,0,,A. Black REBOUND (Off:0 Def:4),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,645.0,,,,,,,4.0,4.0,0.0,,,,,,,,
647,PT04M36.00S,2025-12-21T04:48:22.9Z,4,REGULAR,turnover,bad pass,[],1641710,,,1610612753,101,110,2025-12-21T04:48:26Z,6410000,False,,,0,,A. Black bad pass TURNOVER (1 TO),"[1641710, 1641718]",1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,8-16 Center,,,,,,,,,1.0,,,,,,,,,,George,1641718.0
648,PT04M36.00S,2025-12-21T04:48:22.9Z,4,REGULAR,steal,,[],1641718,,,1610612762,101,110,2025-12-21T04:48:24Z,6420000,False,,,0,,K. George STEAL (2 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
649,PT04M33.00S,2025-12-21T04:48:26.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,6.783837056504599,55.14705882352941,1610612762,103,110,2025-12-21T04:48:31Z,6430000,False,-26.0,11.0,1,left,I. Collier running Layup (12 PTS) (S. Mykhailiuk 2 AST),"[1642268, 1629004]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.81,Made,,12.0,S. Mykhailiuk,1629004.0,2.0,,,,,,,,,,,,,
651,PT04M33.00S,2025-12-21T04:48:33.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,103,110,2025-12-21T04:48:33Z,6450000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT04M19.00S,2025-12-21T04:51:39.1Z,4,REGULAR,2pt,Jump Shot,[],1631094,78.40013140604468,51.470588235294116,1610612753,103,110,2025-12-21T04:51:43Z,6460000,False,7.0,151.0,1,right,MISS P. Banchero 15' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,15.07,Missed,,,,,,,,,,,,,,,,,,
653,PT04M15.00S,2025-12-21T04:51:43.1Z,4,REGULAR,rebound,defensive,[],201567,,,1610612762,103,110,2025-12-21T04:51:43Z,6470000,False,,,0,,K. Love REBOUND (Off:5 Def:8),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Mid-Range,8-16 Center,,,652.0,,,,,,,13.0,8.0,5.0,,,,,,,,
654,PT04M06.00S,2025-12-21T04:51:51.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,10.5946123521682,45.09803921568628,1610612762,103,110,2025-12-21T04:51:55Z,6480000,False,25.0,47.0,1,left,MISS K. George driving floating bank Shot,[1641718],1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,,,,,,,,,
655,PT04M03.00S,2025-12-21T04:51:54.8Z,4,REGULAR,rebound,offensive,[],201567,,,1610612762,103,110,2025-12-21T04:51:55Z,6490000,False,,,0,,K. Love REBOUND (Off:6 Def:8),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,654.0,,,,,,,14.0,8.0,6.0,,,,,,,,
656,PT04M03.00S,2025-12-21T04:51:54.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201567,5.590000152587891,50.0,1610612762,103,110,2025-12-21T04:51:57Z,6500000,False,0.0,0.0,1,left,MISS K. Love tip Layup,[201567],1610612762.0,UTA,tip,,,Love,K. Love,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
657,PT04M03.00S,2025-12-21T04:51:54.8Z,4,REGULAR,rebound,offensive,[],201567,,,1610612762,103,110,2025-12-21T04:51:57Z,6510000,False,,,0,,K. Love REBOUND (Off:7 Def:8),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,656.0,,,,,,,15.0,8.0,7.0,,,,,,,,
658,PT03M58.00S,2025-12-21T04:51:59.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629004,7.178055190538765,56.61764705882353,1610612762,103,110,2025-12-21T04:57:43Z,6520000,False,-33.0,15.0,1,left,MISS S. Mykhailiuk driving DUNK - blocked,"[1629004, 1642869]",1610612762.0,UTA,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,Penda,1642869.0,,
659,PT03M58.00S,2025-12-21T04:51:59.2Z,4,REGULAR,block,,[],1642869,,,1610612762,103,110,2025-12-21T04:52:01Z,6530000,False,,,0,,N. Penda BLOCK (1 BLK),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
660,PT03M56.00S,2025-12-21T04:52:01.2Z,4,REGULAR,rebound,defensive,[],1642869,,,1610612753,103,110,2025-12-21T04:52:03Z,6540000,False,,,0,,N. Penda REBOUND (Off:4 Def:3),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Restricted Area,0-8 Center,,,658.0,,,,,,,7.0,3.0,4.0,,,,,,,,
661,PT03M49.00S,2025-12-21T04:52:08.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642869,93.11760840998686,43.627450980392155,1610612753,103,110,2025-12-21T04:57:26Z,6550000,False,-32.0,12.0,1,right,MISS N. Penda cutting Layup - blocked,"[1642869, 1641718]",1610612753.0,ORL,cutting,,,Penda,N. Penda,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,George,1641718.0,,
662,PT03M49.00S,2025-12-21T04:52:08.1Z,4,REGULAR,block,,[],1641718,,,1610612753,103,110,2025-12-21T04:52:10Z,6560000,False,,,0,,K. George BLOCK (1 BLK),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
663,PT03M49.00S,2025-12-21T04:52:08.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,103,110,2025-12-21T04:52:15Z,6570000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,661.0,,,,,,,,,,,,,,,,,
664,PT03M49.00S,2025-12-21T04:52:14.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642268,,,1610612753,103,110,2025-12-21T04:52:33Z,6580000,False,,,0,,I. Collier loose ball personal FOUL (5 PF) (Bane 2 FT),"[1642268, 1630217]",1610612762.0,UTA,loose ball,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,,,,,,,,200834.0,,,,,5.0,0.0,Bane,1630217.0,,,,
666,PT03M49.00S,2025-12-21T04:52:48.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630217,,,1610612753,103,111,2025-12-21T04:53:07Z,6600000,False,,,0,,D. Bane Free Throw 1 of 2 (28 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,,28.0,,,,,,,,,,,,,,,,
667,PT03M49.00S,2025-12-21T04:52:48.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630217,,,1610612753,103,111,2025-12-21T04:53:07Z,6610000,False,,,0,,MISS D. Bane Free Throw 2 of 2,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
668,PT03M46.00S,2025-12-21T04:52:51.8Z,4,REGULAR,rebound,defensive,[],1641718,,,1610612762,103,111,2025-12-21T04:53:07Z,6620000,False,,,0,,K. George REBOUND (Off:1 Def:2),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,667.0,,,,,,,3.0,2.0,1.0,,,,,,,,
669,PT03M37.00S,2025-12-21T04:53:16.2Z,4,REGULAR,violation,kicked ball,[],1641710,,,1610612762,103,111,2025-12-21T04:53:20Z,6630000,False,,,0,,A. Black kicked ball VIOLATION,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,203592.0,,,,,,,,,,,,
670,PT03M33.00S,2025-12-21T04:53:35.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,7.30946123521682,48.28431372549019,1610612762,105,111,2025-12-21T05:00:02Z,6640000,False,9.0,16.0,1,left,I. Collier driving finger roll Layup (14 PTS) (K. Love 1 AST),"[1642268, 201567]",1610612762.0,UTA,driving finger roll,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,1.83,Made,,14.0,K. Love,201567.0,1.0,,,,,,,,,,,,,
672,PT03M14.00S,2025-12-21T04:53:53.8Z,4,REGULAR,3pt,Jump Shot,[],1630217,66.5735873850197,29.166666666666668,1610612753,105,111,2025-12-21T04:53:58Z,6660000,False,-104.0,262.0,1,right,MISS D. Bane 28' pullup 3PT,[1630217],1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,28.17,Missed,,,,,,,,,,,,,,,,,,
673,PT03M13.00S,2025-12-21T04:53:54.8Z,4,REGULAR,rebound,defensive,[],201567,,,1610612762,105,111,2025-12-21T04:53:58Z,6670000,False,,,0,,K. Love REBOUND (Off:7 Def:9),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,672.0,,,,,,,16.0,9.0,7.0,,,,,,,,
674,PT03M06.00S,2025-12-21T04:54:03.2Z,4,REGULAR,3pt,Jump Shot,[],1642846,5.601182654402102,3.6764705882352944,1610612762,108,111,2025-12-21T05:00:39Z,6680000,False,232.0,0.0,1,left,A. Bailey 3PT  (14 PTS) (K. George 9 AST),"[1642846, 1641718]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,23.16,Made,,14.0,K. George,1641718.0,9.0,,,,,,,,,,,,,
676,PT02M44.00S,2025-12-21T04:54:27.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612753,108,111,2025-12-21T04:54:36Z,6700000,False,,,0,,K. Love shooting personal FOUL (4 PF) (Banchero 2 FT),"[201567, 1631094]",1610612762.0,UTA,shooting,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,203592.0,,,,,4.0,0.0,Banchero,1631094.0,,,,
678,PT02M44.00S,2025-12-21T04:55:00.8Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,108,112,2025-12-21T04:55:00Z,6720000,False,,,0,,P. Banchero Free Throw 1 of 2 (21 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
679,PT02M44.00S,2025-12-21T04:55:19.9Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,108,113,2025-12-21T04:55:19Z,6730000,False,,,0,,P. Banchero Free Throw 2 of 2 (22 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,22.0,,,,,,,,,,,,,,,,
680,PT02M29.00S,2025-12-21T04:55:39.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628976,,,1610612762,108,113,2025-12-21T04:55:56Z,6740000,False,,,0,,W. Carter Jr. shooting personal FOUL (3 PF) (Collier 2 FT),"[1628976, 1642268]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,200834.0,,,,,3.0,0.0,Collier,1642268.0,,,,
682,PT02M29.00S,2025-12-21T04:56:09.3Z,4,REGULAR,freethrow,1 of 2,[],1642268,,,1610612762,109,113,2025-12-21T04:56:09Z,6760000,False,,,0,,I. Collier Free Throw 1 of 2 (15 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
683,PT02M29.00S,2025-12-21T04:56:23.8Z,4,REGULAR,freethrow,2 of 2,[],1642268,,,1610612762,110,113,2025-12-21T04:56:23Z,6770000,False,,,0,,I. Collier Free Throw 2 of 2 (16 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
685,PT02M11.00S,2025-12-21T04:57:02.7Z,4,REGULAR,3pt,Jump Shot,[],1630217,72.61826544021025,79.65686274509804,1610612753,110,113,2025-12-21T05:04:49Z,6790000,False,148.0,205.0,1,right,MISS D. Bane 25' step back 3PT,[1630217],1610612753.0,ORL,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
686,PT02M08.00S,2025-12-21T04:57:05.7Z,4,REGULAR,rebound,offensive,[],1642869,,,1610612753,110,113,2025-12-21T04:57:08Z,6800000,False,,,0,,N. Penda REBOUND (Off:5 Def:3),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Right Center,,,685.0,,,,,,,8.0,3.0,5.0,,,,,,,,
687,PT02M07.00S,2025-12-21T04:57:08.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612753,110,113,2025-12-21T04:57:16Z,6810000,False,,,0,,K. Love shooting personal FOUL (5 PF) (Carter Jr. 2 FT),"[201567, 1628976]",1610612762.0,UTA,shooting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,,,,,5.0,0.0,Carter Jr.,1628976.0,,,,
689,PT02M07.00S,2025-12-21T04:57:41.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,110,113,2025-12-21T04:57:41Z,6830000,False,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
690,PT02M07.00S,2025-12-21T04:57:41.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,110,113,2025-12-21T04:57:41Z,6840000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,689.0,,,,,,,,,,,,,,,,,
691,PT02M07.00S,2025-12-21T04:57:59.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,110,114,2025-12-21T04:57:59Z,6850000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (10 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
693,PT01M53.00S,2025-12-21T04:58:38.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,8.09789750328515,60.049019607843135,1610612762,110,114,2025-12-21T05:04:01Z,6870000,False,-50.0,24.0,1,left,MISS I. Collier driving Layup,[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,5.55,Missed,,,,,,,,,,,,,,,,,,
694,PT01M53.00S,2025-12-21T04:58:41.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,110,114,2025-12-21T04:58:41Z,6880000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,693.0,,,,,,,,,,,,,,,,,
696,PT01M45.00S,2025-12-21T04:59:06.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628976,,,1610612762,110,114,2025-12-21T04:59:14Z,6900000,False,,,0,,W. Carter Jr. shooting personal FOUL (4 PF) (George 2 FT),"[1628976, 1641718]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,200834.0,,,,,4.0,0.0,George,1641718.0,,,,
698,PT01M45.00S,2025-12-21T04:59:44.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1641718,,,1610612762,111,114,2025-12-21T04:59:44Z,6920000,False,,,0,,K. George Free Throw 1 of 2 (20 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
699,PT01M45.00S,2025-12-21T05:00:02.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1641718,,,1610612762,112,114,2025-12-21T05:00:02Z,6930000,False,,,0,,K. George Free Throw 2 of 2 (21 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
701,PT01M30.00S,2025-12-21T05:00:19.2Z,4,REGULAR,2pt,Jump Shot,[],1630217,91.67214191852825,70.09803921568627,1610612753,112,116,2025-12-21T05:05:44Z,6950000,False,100.0,26.0,1,right,D. Bane 10' driving floating Jump Shot (30 PTS),[1630217],1610612753.0,ORL,driving floating,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,10.38,Made,,30.0,,,,,,,,,,,,,,,,
702,PT01M17.00S,2025-12-21T05:00:36.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,5.732588699080158,45.09803921568628,1610612762,114,116,2025-12-21T05:00:40Z,6960000,False,25.0,1.0,1,left,S. Mykhailiuk reverse Layup (20 PTS) (I. Collier 8 AST),"[1629004, 1642268]",1610612762.0,UTA,reverse,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,2.45,Made,,20.0,I. Collier,1642268.0,8.0,,,,,,,,,,,,,
704,PT01M01.00S,2025-12-21T05:00:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.67214191852825,58.57843137254902,1610612753,114,116,2025-12-21T05:00:58Z,6980000,False,43.0,26.0,1,right,MISS D. Bane driving Layup,[1630217],1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,,
705,PT01M00.00S,2025-12-21T05:00:55.0Z,4,REGULAR,rebound,offensive,[],1628976,,,1610612753,114,116,2025-12-21T05:00:58Z,6990000,False,,,0,,W. Carter Jr. REBOUND (Off:3 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,704.0,,,,,,,9.0,6.0,3.0,,,,,,,,
706,PT01M00.00S,2025-12-21T05:00:56.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,94.40999984741211,50.0,1610612753,114,118,2025-12-21T05:00:56Z,7000000,False,0.0,0.0,1,right,W. Carter Jr. tip DUNK (12 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,12.0,,,,,,,,,,,,,,,,
707,PT00M46.50S,2025-12-21T05:01:12.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641710,,,1610612762,114,118,2025-12-21T05:01:17Z,7010000,False,,,0,,A. Black personal FOUL (3 PF) (George 2 FT),"[1641710, 1641718]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,203592.0,,,,,3.0,0.0,George,1641718.0,,,,
709,PT00M46.50S,2025-12-21T05:01:45.3Z,4,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,115,118,2025-12-21T05:01:45Z,7030000,False,,,0,,K. George Free Throw 1 of 2 (22 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,22.0,,,,,,,,,,,,,,,,
710,PT00M46.50S,2025-12-21T05:02:25.2Z,4,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,116,118,2025-12-21T05:02:25Z,7040000,False,,,0,,K. George Free Throw 2 of 2 (23 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,23.0,,,,,,,,,,,,,,,,
711,PT00M27.30S,2025-12-21T05:02:47.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,87.59855453350855,50.245098039215684,1610612753,116,118,2025-12-21T05:07:20Z,7050000,False,1.0,64.0,1,right,MISS P. Banchero 6' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,,
712,PT00M25.40S,2025-12-21T05:02:49.4Z,4,REGULAR,rebound,offensive,[],1630217,,,1610612753,116,118,2025-12-21T05:02:53Z,7060000,False,,,0,,D. Bane REBOUND (Off:1 Def:3),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,711.0,,,,,,,4.0,3.0,1.0,,,,,,,,
713,PT00M15.60S,2025-12-21T05:03:02.7Z,4,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612753,116,118,2025-12-21T05:03:08Z,7070000,False,,,0,,D. Bane lost ball out-of-bounds TURNOVER (5 TO),[1630217],1610612753.0,ORL,lost ball,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,,,,,,,,203592.0,5.0,,,,,,,,,,,
714,PT00M05.20S,2025-12-21T05:03:20.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642268,7.5722733245729295,54.41176470588235,1610612762,118,118,2025-12-21T05:03:28Z,7080000,False,-22.0,19.0,1,left,I. Collier driving Layup (18 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.89,Made,,18.0,,,,,,,,,,,,,,,,
