actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
249,PT08M25.00S,2025-11-17T01:46:14.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,41,41,2025-11-17T01:46:18Z,2490000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,248.0,,,,,,,,,,,,
251,PT08M25.00S,2025-11-17T01:46:25.9Z,2,REGULAR,substitution,out,[],1630581,,,1610612741,41,41,2025-11-17T01:46:35Z,2510000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M25.00S,2025-11-17T01:46:25.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612741,41,41,2025-11-17T01:46:35Z,2520000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT08M25.00S,2025-11-17T01:46:25.9Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,41,41,2025-11-17T01:46:35Z,2530000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT08M25.00S,2025-11-17T01:46:25.9Z,2,REGULAR,substitution,in,[],202696,,,1610612741,41,41,2025-11-17T01:46:35Z,2540000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT08M14.00S,2025-11-17T01:46:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,91.27792378449409,56.372549019607845,1610612741,41,41,2025-11-17T01:46:48Z,2550000,False,32.0,29.0,1,right,MISS K. Huerter driving Layup,[1628989],1610612741.0,CHI,driving,,,Huerter,K. Huerter,,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,
256,PT08M12.00S,2025-11-17T01:46:45.6Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,41,41,2025-11-17T01:46:48Z,2560000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,255.0,5.0,4.0,1.0,,,,,,,,,
257,PT08M03.00S,2025-11-17T01:46:54.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,14.14257555847569,37.99019607843137,1610612762,41,41,2025-11-17T01:47:00Z,2570000,False,60.0,80.0,1,left,MISS B. Sensabaugh 10' turnaround Shot,[1641729],1610612762.0,UTA,turnaround,,,Sensabaugh,B. Sensabaugh,,,,,,In The Paint (Non-RA),8-16 Right,10.03,Missed,,,,,,,,,,,,,,,,,
258,PT08M00.00S,2025-11-17T01:46:57.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,41,41,2025-11-17T01:47:00Z,2580000,False,,,0,,N. Vučević REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,257.0,4.0,4.0,0.0,,,,,,,,,
259,PT07M45.00S,2025-11-17T01:47:12.1Z,2,REGULAR,3pt,Jump Shot,[],1641824,93.24901445466492,2.941176470588235,1610612741,41,41,2025-11-17T01:47:17Z,2590000,False,-235.0,11.0,1,right,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Left Corner 3,24+ Left,23.56,Missed,,,,,,,,,,,,,,,,,
260,PT07M43.00S,2025-11-17T01:47:14.1Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,41,41,2025-11-17T01:47:17Z,2600000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:3),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,Left Corner 3,24+ Left,,,,,,,259.0,4.0,3.0,1.0,,,,,,,,,
261,PT07M35.00S,2025-11-17T01:47:22.4Z,2,REGULAR,3pt,Jump Shot,[],203994,32.276609724047304,49.01960784313725,1610612762,41,41,2025-11-17T01:47:26Z,2610000,False,5.0,251.0,1,left,MISS J. Nurkić 25' 3PT,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,
262,PT07M32.00S,2025-11-17T01:47:25.4Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612741,41,41,2025-11-17T01:47:26Z,2620000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Above the Break 3,24+ Center,,,,,,,261.0,1.0,1.0,0.0,,,,,,,,,
263,PT07M28.00S,2025-11-17T01:47:29.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,92.9862023653088,94.85294117647058,1610612741,41,44,2025-11-17T01:59:10Z,2630000,False,224.0,13.0,1,right,A. Dosunmu 3PT running (8 PTS) (I. Okoro 1 AST),"[1630245, 1630171]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,Right Corner 3,24+ Right,22.47,Made,8.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,
265,PT07M27.00S,2025-11-17T01:47:34.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,41,44,2025-11-17T01:47:34Z,2650000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M27.00S,2025-11-17T01:49:42.1Z,2,REGULAR,substitution,out,[],1630171,,,1610612762,41,44,2025-11-17T01:49:45Z,2660000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT07M27.00S,2025-11-17T01:49:42.1Z,2,REGULAR,substitution,in,[],1641763,,,1610612762,41,44,2025-11-17T01:49:45Z,2670000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT07M27.00S,2025-11-17T01:50:06.8Z,2,REGULAR,substitution,out,[],1642268,,,1610612762,41,44,2025-11-17T01:50:11Z,2680000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT07M27.00S,2025-11-17T01:50:06.8Z,2,REGULAR,substitution,out,[],203994,,,1610612762,41,44,2025-11-17T01:50:11Z,2690000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT07M27.00S,2025-11-17T01:50:06.8Z,2,REGULAR,substitution,in,[],1641718,,,1610612762,41,44,2025-11-17T01:50:11Z,2700000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M27.00S,2025-11-17T01:50:06.8Z,2,REGULAR,substitution,in,[],201567,,,1610612762,41,44,2025-11-17T01:50:11Z,2710000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT07M11.00S,2025-11-17T01:50:39.9Z,2,REGULAR,3pt,Jump Shot,[],1641729,31.750985545335087,29.901960784313726,1610612762,44,44,2025-11-17T01:50:44Z,2720000,False,100.0,246.0,1,left,B. Sensabaugh 26' 3PT  (3 PTS) (S. Mykhailiuk 1 AST),"[1641729, 1629004]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Right Center,26.57,Made,3.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,,
275,PT06M58.00S,2025-11-17T01:50:52.2Z,2,REGULAR,2pt,Jump Shot,[],202696,78.0059132720105,50.73529411764706,1610612741,44,46,2025-11-17T01:50:56Z,2740000,False,4.0,154.0,1,right,N. Vučević 15' Jump Shot (4 PTS) (A. Dosunmu 3 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Mid-Range,8-16 Center,15.42,Made,4.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,,
277,PT06M45.00S,2025-11-17T01:51:05.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,12.565703022339028,64.70588235294117,1610612762,44,46,2025-11-17T01:51:09Z,2760000,False,-74.0,66.0,1,left,MISS K. George 9' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,,In The Paint (Non-RA),8-16 Left,9.85,Missed,,,,,,,,,,,,,,,,,
278,PT06M43.00S,2025-11-17T01:51:07.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,44,46,2025-11-17T01:51:47Z,2770000,False,,,0,,N. Vučević REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,277.0,5.0,5.0,0.0,,,,,,,,,
279,PT06M39.00S,2025-11-17T01:51:11.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628989,90.3580814717477,49.26470588235294,1610612741,44,48,2025-11-17T01:51:17Z,2780000,False,-4.0,38.0,1,right,K. Huerter running Layup (2 PTS),[1628989],1610612741.0,CHI,running,,,Huerter,K. Huerter,,,,,,Restricted Area,0-8 Center,3.83,Made,2.0,,,,,,,,,,,,,,,,
280,PT06M23.00S,2025-11-17T01:51:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,12.434296977660972,49.50980392156863,1610612762,44,48,2025-11-17T01:51:30Z,2790000,False,2.0,64.0,1,left,MISS K. Filipowski 6' floating Shot,[1642271],1610612762.0,UTA,floating,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,
281,PT06M22.00S,2025-11-17T01:51:28.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,44,48,2025-11-17T01:51:30Z,2800000,False,,,0,,N. Vučević REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,280.0,6.0,6.0,0.0,,,,,,,,,
286,PT06M09.00S,2025-11-17T01:52:00.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,80.89684625492772,49.754901960784316,1610612741,44,50,2025-11-17T02:10:09Z,2850000,False,-1.0,127.0,1,right,A. Dosunmu 12' driving floating Jump Shot (10 PTS),[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,,In The Paint (Non-RA),8-16 Center,12.71,Made,10.0,,,,,,,,,,,,,,,,
287,PT06M09.00S,2025-11-17T01:52:03.8Z,2,REGULAR,foul,personal,['1freethrow'],1641729,,,1610612741,44,50,2025-11-17T01:52:13Z,2860000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Dosunmu 1 FT),"[1641729, 1630245]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,202053.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,,,,
289,PT06M09.00S,2025-11-17T01:52:32.4Z,2,REGULAR,freethrow,1 of 1,[],1630245,,,1610612741,44,51,2025-11-17T02:10:09Z,2880000,False,,,0,,A. Dosunmu Free Throw 1 of 1 (11 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
290,PT05M51.00S,2025-11-17T01:52:53.3Z,2,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612762,44,51,2025-11-17T01:53:00Z,2890000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Love 2 FT),"[1641824, 201567]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,202053.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Love,201567.0,,,,,
292,PT05M51.00S,2025-11-17T01:53:19.9Z,2,REGULAR,freethrow,1 of 2,[],201567,,,1610612762,45,51,2025-11-17T01:53:19Z,2910000,False,,,0,,K. Love Free Throw 1 of 2 (1 PTS),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
293,PT05M51.00S,2025-11-17T01:53:27.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,45,51,2025-11-17T01:53:27Z,2920000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M51.00S,2025-11-17T01:55:26.6Z,2,REGULAR,substitution,out,[],1641729,,,1610612762,45,51,2025-11-17T01:56:22Z,2930000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT05M51.00S,2025-11-17T01:55:26.6Z,2,REGULAR,substitution,out,[],1628989,,,1610612762,45,51,2025-11-17T01:56:22Z,2940000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT05M51.00S,2025-11-17T01:55:26.6Z,2,REGULAR,substitution,out,[],1641824,,,1610612762,45,51,2025-11-17T01:56:22Z,2950000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT05M51.00S,2025-11-17T01:55:26.6Z,2,REGULAR,substitution,in,[],1628374,,,1610612762,45,51,2025-11-17T01:56:22Z,2960000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT05M51.00S,2025-11-17T01:55:26.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612762,45,51,2025-11-17T01:56:22Z,2970000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M51.00S,2025-11-17T01:55:26.6Z,2,REGULAR,substitution,in,[],1630172,,,1610612762,45,51,2025-11-17T01:56:22Z,2980000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT05M51.00S,2025-11-17T01:56:27.0Z,2,REGULAR,freethrow,2 of 2,[],201567,,,1610612762,46,51,2025-11-17T01:56:27Z,2990000,False,,,0,,K. Love Free Throw 2 of 2 (2 PTS),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
301,PT05M36.00S,2025-11-17T01:56:43.6Z,2,REGULAR,3pt,Jump Shot,[],1630172,70.64717477003943,20.588235294117645,1610612741,46,54,2025-11-17T01:56:48Z,3000000,False,-147.0,223.0,1,right,P. Williams 26' 3PT  (5 PTS) (C. White 2 AST),"[1630172, 1629632]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,,Above the Break 3,24+ Left Center,26.75,Made,5.0,C. White,1629632.0,2.0,,,,,,,,,,,,,
303,PT05M11.00S,2025-11-17T01:57:08.0Z,2,REGULAR,3pt,Jump Shot,[],1641718,32.670827858081466,65.44117647058823,1610612762,46,54,2025-11-17T01:57:15Z,3020000,False,-77.0,255.0,1,left,MISS K. George 26' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,
304,PT05M06.00S,2025-11-17T01:57:13.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,46,54,2025-11-17T01:57:15Z,3030000,False,,,0,,N. Vučević REBOUND (Off:0 Def:7),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Above the Break 3,24+ Center,,,,,,,303.0,7.0,7.0,0.0,,,,,,,,,
305,PT05M00.00S,2025-11-17T01:57:18.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,70.90998685939553,24.019607843137255,1610612741,46,54,2025-11-17T02:04:38Z,3040000,False,-130.0,221.0,1,right,MISS C. White 25' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,
306,PT04M58.00S,2025-11-17T01:57:20.3Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,46,54,2025-11-17T01:57:24Z,3050000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Above the Break 3,24+ Left Center,,,,,,,305.0,2.0,2.0,0.0,,,,,,,,,
307,PT04M41.00S,2025-11-17T01:57:37.8Z,2,REGULAR,3pt,Jump Shot,[],201567,32.670827858081466,51.470588235294116,1610612762,46,54,2025-11-17T01:57:42Z,3060000,False,-7.0,255.0,1,left,MISS K. Love 25' 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,
308,PT04M37.00S,2025-11-17T01:57:41.8Z,2,REGULAR,rebound,defensive,[],1641763,,,1610612741,46,54,2025-11-17T01:57:42Z,3070000,False,,,0,,J. Phillips REBOUND (Off:0 Def:1),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,Above the Break 3,24+ Center,,,,,,,307.0,1.0,1.0,0.0,,,,,,,,,
309,PT04M33.00S,2025-11-17T01:57:45.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,93.51182654402102,95.34313725490196,1610612741,46,54,2025-11-17T02:05:35Z,3080000,False,227.0,8.0,1,right,MISS P. Williams running 3PT,[1630172],1610612741.0,CHI,running,,,Williams,P. Williams,,,,,,Right Corner 3,24+ Right,22.69,Missed,,,,,,,,,,,,,,,,,
310,PT04M31.00S,2025-11-17T01:57:47.4Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,46,54,2025-11-17T01:57:50Z,3090000,False,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Right Corner 3,24+ Right,,,,,,,309.0,3.0,3.0,0.0,,,,,,,,,
311,PT04M26.00S,2025-11-17T01:57:52.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629004,4.944152431011826,95.34313725490196,1610612762,49,54,2025-11-17T01:57:59Z,3100000,False,-227.0,-6.0,1,left,S. Mykhailiuk 3PT running (8 PTS) (L. Markkanen 1 AST),"[1629004, 1628374]",1610612762.0,UTA,running,,,Mykhailiuk,S. Mykhailiuk,,,,,,Left Corner 3,24+ Left,22.68,Made,8.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,
313,PT04M10.00S,2025-11-17T01:58:08.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,83.39356110381078,49.01960784313725,1610612741,49,56,2025-11-17T02:06:38Z,3120000,False,-5.0,104.0,1,right,N. Vučević 10' driving floating Jump Shot (6 PTS) (A. Dosunmu 4 AST),"[202696, 1630245]",1610612741.0,CHI,driving floating,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),8-16 Center,10.37,Made,6.0,A. Dosunmu,1630245.0,4.0,,,,,,,,,,,,,
315,PT04M01.00S,2025-11-17T01:58:17.8Z,2,REGULAR,3pt,Jump Shot,[],201567,30.042706964520367,70.58823529411765,1610612762,52,56,2025-11-17T01:58:22Z,3140000,False,-103.0,230.0,1,left,K. Love 25' 3PT  (5 PTS) (K. George 5 AST),"[201567, 1641718]",1610612762.0,UTA,,,,Love,K. Love,,,,,,Above the Break 3,24+ Left Center,25.19,Made,5.0,K. George,1641718.0,5.0,,,,,,,,,,,,,
317,PT03M44.00S,2025-11-17T01:58:34.1Z,2,REGULAR,3pt,Jump Shot,[],1641763,94.69448094612353,3.431372549019608,1610612741,52,56,2025-11-17T01:58:40Z,3160000,False,-233.0,-3.0,1,right,MISS J. Phillips 3PT,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,
318,PT03M42.00S,2025-11-17T01:58:36.1Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,52,56,2025-11-17T01:58:40Z,3170000,False,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Left Corner 3,24+ Left,,,,,,,317.0,4.0,4.0,0.0,,,,,,,,,
319,PT03M24.00S,2025-11-17T01:58:54.4Z,2,REGULAR,3pt,Jump Shot,[],1628374,31.882391590013142,70.58823529411765,1610612762,52,56,2025-11-17T01:58:59Z,3180000,False,-103.0,247.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,
320,PT03M20.00S,2025-11-17T01:58:58.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,52,56,2025-11-17T01:58:59Z,3190000,False,,,0,,N. Vučević REBOUND (Off:0 Def:8),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Above the Break 3,24+ Left Center,,,,,,,319.0,8.0,8.0,0.0,,,,,,,,,
321,PT03M14.00S,2025-11-17T01:59:04.4Z,2,REGULAR,3pt,Jump Shot,[],202696,66.83639947437582,36.51960784313725,1610612741,52,56,2025-11-17T01:59:08Z,3200000,False,-67.0,259.0,1,right,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Above the Break 3,24+ Center,26.78,Missed,,,,,,,,,,,,,,,,,
322,PT03M11.00S,2025-11-17T01:59:07.4Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,52,56,2025-11-17T01:59:08Z,3210000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:5),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,Above the Break 3,24+ Center,,,,,,,321.0,6.0,5.0,1.0,,,,,,,,,
323,PT03M05.00S,2025-11-17T01:59:16.5Z,2,REGULAR,foul,personal,[],1630172,,,1610612762,52,56,2025-11-17T01:59:36Z,3220000,False,,,0,,P. Williams personal FOUL (1 PF),"[1630172, 1628374]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,1628171.0,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,0.0,Markkanen,1628374.0,,,,,
325,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,out,[],1642271,,,1610612762,52,56,2025-11-17T01:59:36Z,3240000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,out,[],201567,,,1610612762,52,56,2025-11-17T01:59:36Z,3250000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,out,[],1630245,,,1610612762,52,56,2025-11-17T01:59:36Z,3260000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,out,[],1641763,,,1610612762,52,56,2025-11-17T01:59:36Z,3270000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612762,52,56,2025-11-17T01:59:36Z,3280000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,in,[],1642846,,,1610612762,52,56,2025-11-17T01:59:36Z,3290000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,in,[],203994,,,1610612762,52,56,2025-11-17T01:59:36Z,3300000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,in,[],1641824,,,1610612762,52,56,2025-11-17T01:59:36Z,3310000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,in,[],1630581,,,1610612762,52,56,2025-11-17T01:59:36Z,3320000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT03M05.00S,2025-11-17T01:59:27.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612762,52,56,2025-11-17T01:59:36Z,3330000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT02M51.00S,2025-11-17T01:59:59.1Z,2,REGULAR,2pt,Jump Shot,[],1629004,21.50131406044678,14.460784313725492,1610612762,54,56,2025-11-17T02:10:12Z,3340000,False,178.0,150.0,1,left,S. Mykhailiuk 23' pullup Jump Shot (10 PTS) (L. Markkanen 2 AST),"[1629004, 1628374]",1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,,Mid-Range,16-24 Right Center,23.23,Made,10.0,L. Markkanen,1628374.0,2.0,,,,,,,,,,,,,
337,PT02M33.00S,2025-11-17T02:00:15.5Z,2,REGULAR,3pt,Jump Shot,[],1641824,86.94152431011827,3.1862745098039214,1610612741,54,56,2025-11-17T02:00:19Z,3360000,False,-234.0,70.0,1,right,MISS M. Buzelis 24' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Left Corner 3,24+ Left,24.44,Missed,,,,,,,,,,,,,,,,,
