actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
84,PT05M55.00S,2025-11-14T02:29:15.7Z,1,REGULAR,substitution,in,[],1642262,,,1610612762,13,19,2025-11-14T02:29:32Z,840000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M55.00S,2025-11-14T02:29:15.7Z,1,REGULAR,substitution,in,[],1631243,,,1610612762,13,19,2025-11-14T02:29:32Z,850000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M55.00S,2025-11-14T02:29:15.7Z,1,REGULAR,substitution,in,[],1628379,,,1610612762,13,19,2025-11-14T02:29:32Z,860000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M55.00S,2025-11-14T02:29:15.7Z,1,REGULAR,substitution,out,[],203994,,,1610612762,13,19,2025-11-14T02:29:35Z,870000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M55.00S,2025-11-14T02:29:15.7Z,1,REGULAR,substitution,in,[],201567,,,1610612762,13,19,2025-11-14T02:29:35Z,880000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M42.00S,2025-11-14T02:29:50.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,78.0059132720105,9.803921568627452,1610612762,13,19,2025-11-14T02:29:55Z,890000,False,-201.0,154.0,1,right,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
90,PT05M38.00S,2025-11-14T02:29:54.3Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,13,19,2025-11-14T02:29:55Z,900000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT05M22.00S,2025-11-14T02:30:11.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631243,10.33180026281209,47.794117647058826,1610612737,13,21,2025-11-14T02:30:14Z,910000,False,11.0,45.0,1,left,M. Gueye Hook (2 PTS) (Z. Risacher 2 AST),"[1631243, 1642258]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,4.59,Made,,,,,,,2.0,,,,,,,Z. Risacher,1642258.0,2.0,,
93,PT05M21.00S,2025-11-14T02:30:17.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,21,2025-11-14T02:30:17Z,930000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M21.00S,2025-11-14T02:32:47.7Z,1,REGULAR,substitution,out,[],1642258,,,1610612762,13,21,2025-11-14T02:32:56Z,940000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M21.00S,2025-11-14T02:32:47.7Z,1,REGULAR,substitution,in,[],1630249,,,1610612762,13,21,2025-11-14T02:32:56Z,950000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M06.00S,2025-11-14T02:33:24.2Z,1,REGULAR,turnover,palming,[],1642271,,,1610612762,13,21,2025-11-14T02:33:33Z,960000,False,,,0,,K. Filipowski palming TURNOVER (1 TO),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,,1201.0,1.0,,,,,,,,,,,,
97,PT04M57.00S,2025-11-14T02:33:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630249,6.389618922470433,54.41176470588235,1610612737,13,23,2025-11-14T02:33:58Z,970000,False,-22.0,8.0,1,left,V. Krejčí cutting Layup (2 PTS) (J. Johnson 2 AST),"[1630249, 1630552]",1610612737.0,ATL,cutting,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,2.0,,,,,,,J. Johnson,1630552.0,2.0,,
99,PT04M45.00S,2025-11-14T02:33:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,91.93495400788436,42.40196078431372,1610612762,15,23,2025-11-14T02:34:04Z,990000,False,-38.0,23.0,1,right,C. Williams cutting Layup (2 PTS) (K. George 2 AST),"[1642262, 1641718]",1610612762.0,UTA,cutting,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,,,,,,,2.0,,,,,,,K. George,1641718.0,2.0,,
101,PT04M45.00S,2025-11-14T02:34:02.2Z,1,REGULAR,foul,personal,['1freethrow'],1631243,,,1610612762,15,23,2025-11-14T02:34:13Z,1010000,False,,,0,,M. Gueye shooting personal FOUL (1 PF) (Williams 1 FT),"[1631243, 1642262]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1201.0,,,1.0,0.0,Williams,1642262.0,,,,,,,
103,PT04M45.00S,2025-11-14T02:34:29.2Z,1,REGULAR,freethrow,1 of 1,[],1642262,,,1610612762,15,23,2025-11-14T02:34:32Z,1030000,False,,,0,,MISS C. Williams Free Throw 1 of 1,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT04M42.00S,2025-11-14T02:34:32.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,15,23,2025-11-14T02:34:32Z,1040000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,103.0,3.0,3.0,0.0,,,,,,,,,,,,,,
105,PT04M35.00S,2025-11-14T02:34:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631243,8.623521681997373,47.549019607843135,1610612737,15,25,2025-11-14T02:34:50Z,1050000,False,12.0,29.0,1,left,M. Gueye Layup (4 PTS) (J. Johnson 3 AST),"[1631243, 1630552]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,4.0,,,,,,,J. Johnson,1630552.0,3.0,,
107,PT04M19.00S,2025-11-14T02:34:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,87.86136662286465,50.73529411764706,1610612762,17,25,2025-11-14T02:34:58Z,1070000,False,4.0,62.0,1,right,K. Filipowski 6' Layup (2 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,,,,,,,2.0,,,,,,,,,,,
108,PT04M11.00S,2025-11-14T02:35:02.8Z,1,REGULAR,3pt,Jump Shot,[],1630552,33.590670170827856,46.07843137254902,1610612737,17,28,2025-11-14T02:35:06Z,1080000,False,20.0,263.0,1,left,J. Johnson 26' 3PT  (9 PTS) (D. Daniels 2 AST),"[1630552, 1630700]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,26.4,Made,,,,,,,9.0,,,,,,,D. Daniels,1630700.0,2.0,,
110,PT03M59.00S,2025-11-14T02:35:19.1Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612762,17,28,2025-11-14T02:35:28Z,1100000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (George 2 FT),"[1630700, 1641718]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,203592.0,,,1.0,0.0,George,1641718.0,,,,,,,
112,PT03M59.00S,2025-11-14T02:35:38.8Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,18,28,2025-11-14T02:35:38Z,1120000,False,,,0,,K. George Free Throw 1 of 2 (1 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
113,PT03M59.00S,2025-11-14T02:35:40.7Z,1,REGULAR,substitution,out,[],1630700,,,1610612762,18,28,2025-11-14T02:35:46Z,1130000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M59.00S,2025-11-14T02:35:40.7Z,1,REGULAR,substitution,in,[],1630811,,,1610612762,18,28,2025-11-14T02:35:46Z,1140000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M59.00S,2025-11-14T02:35:56.5Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,19,28,2025-11-14T02:35:56Z,1150000,False,,,0,,K. George Free Throw 2 of 2 (2 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
116,PT03M44.00S,2025-11-14T02:36:15.3Z,1,REGULAR,turnover,traveling,[],1631243,,,1610612737,19,28,2025-11-14T02:36:22Z,1160000,False,,,0,,M. Gueye traveling TURNOVER (1 TO),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203592.0,1.0,,,,,,,,,,,,
117,PT03M35.00S,2025-11-14T02:36:34.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641718,77.21747700394218,12.5,1610612762,22,28,2025-11-14T02:36:38Z,1170000,False,-188.0,162.0,1,right,K. George 24' 3PT  (5 PTS) (I. Collier 1 AST),"[1641718, 1642268]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.76,Made,,,,,,,5.0,,,,,,,I. Collier,1642268.0,1.0,,
119,PT03M25.00S,2025-11-14T02:36:47.7Z,1,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612737,22,28,2025-11-14T02:37:00Z,1190000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642271, 1630552]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,,,1.0,0.0,Johnson,1630552.0,,,,,,,
121,PT03M25.00S,2025-11-14T02:37:13.6Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,22,29,2025-11-14T02:37:13Z,1210000,False,,,0,,J. Johnson Free Throw 1 of 2 (10 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
122,PT03M25.00S,2025-11-14T02:37:27.8Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,22,30,2025-11-14T02:37:27Z,1220000,False,,,0,,J. Johnson Free Throw 2 of 2 (11 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
123,PT03M07.00S,2025-11-14T02:37:47.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,92.46057818659659,42.40196078431372,1610612762,24,30,2025-11-14T02:37:51Z,1230000,False,-38.0,18.0,1,right,K. Filipowski alley-oop DUNK (4 PTS) (I. Collier 2 AST),"[1642271, 1642268]",1610612762.0,UTA,alley-oop,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,4.22,Made,,,,,,,4.0,,,,,,,I. Collier,1642268.0,2.0,,
125,PT02M56.00S,2025-11-14T02:37:57.2Z,1,REGULAR,3pt,Jump Shot,[],1628379,27.54599211563732,77.69607843137256,1610612737,24,33,2025-11-14T02:38:01Z,1250000,False,-138.0,206.0,1,left,L. Kennard 24' 3PT  (3 PTS) (V. Krejčí 1 AST),"[1628379, 1630249]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,24.86,Made,,,,,,,3.0,,,,,,,V. Krejčí,1630249.0,1.0,,
127,PT02M47.00S,2025-11-14T02:38:06.8Z,1,REGULAR,turnover,bad pass,[],1642271,,,1610612762,24,33,2025-11-14T02:38:10Z,1270000,False,,,0,,K. Filipowski bad pass TURNOVER (2 TO),"[1642271, 1630552]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,Johnson,1630552.0,,,,,
128,PT02M47.00S,2025-11-14T02:38:06.8Z,1,REGULAR,steal,,[],1630552,,,1610612737,24,33,2025-11-14T02:38:08Z,1280000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
129,PT02M41.00S,2025-11-14T02:38:13.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630552,26.49474375821288,80.88235294117648,1610612737,24,36,2025-11-14T02:38:17Z,1290000,False,-154.0,197.0,1,left,J. Johnson 25' 3PT  (14 PTS) (V. Krejčí 2 AST),"[1630552, 1630249]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.0,Made,,,,,,,14.0,,,,,,,V. Krejčí,1630249.0,2.0,,
131,PT02M20.00S,2025-11-14T02:38:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,84.05059132720105,56.127450980392155,1610612762,26,36,2025-11-14T02:38:37Z,1310000,False,31.0,97.0,1,right,K. George 10' pullup Jump Shot (7 PTS) (K. Love 1 AST),"[1641718, 201567]",1610612762.0,UTA,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,10.21,Made,,,,,,,7.0,,,,,,,K. Love,201567.0,1.0,,
133,PT02M09.00S,2025-11-14T02:38:44.4Z,1,REGULAR,3pt,Jump Shot,[],1628379,14.668199737187912,4.166666666666666,1610612737,26,39,2025-11-14T02:38:48Z,1330000,False,229.0,85.0,1,left,L. Kennard 24' 3PT  (6 PTS) (J. Johnson 4 AST),"[1628379, 1630552]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,24.46,Made,,,,,,,6.0,,,,,,,J. Johnson,1630552.0,4.0,,
135,PT01M55.00S,2025-11-14T02:38:58.2Z,1,REGULAR,3pt,Jump Shot,[],1642262,90.09526938239159,3.431372549019608,1610612762,26,39,2025-11-14T02:39:05Z,1350000,False,-233.0,41.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,23.63,Missed,,,,,,,,,,,,,,,,,,
136,PT01M49.00S,2025-11-14T02:39:04.2Z,1,REGULAR,rebound,defensive,[],1630811,,,1610612737,26,39,2025-11-14T02:39:08Z,1360000,False,,,0,,K. Wallace REBOUND (Off:0 Def:1),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Left Corner 3,24+ Left,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
137,PT01M36.00S,2025-11-14T02:39:20.2Z,1,REGULAR,foul,personal,[],201567,,,1610612737,26,39,2025-11-14T02:39:51Z,1370000,False,,,0,,K. Love personal FOUL (1 PF),"[201567, 1631243]",1610612762.0,UTA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,,,1.0,0.0,Gueye,1631243.0,,,,,,,
139,PT01M36.00S,2025-11-14T02:39:36.6Z,1,REGULAR,substitution,out,[],1641718,,,1610612737,26,39,2025-11-14T02:39:50Z,1390000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M36.00S,2025-11-14T02:39:36.6Z,1,REGULAR,substitution,out,[],201567,,,1610612737,26,39,2025-11-14T02:39:50Z,1400000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M36.00S,2025-11-14T02:39:36.6Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,26,39,2025-11-14T02:39:50Z,1410000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M36.00S,2025-11-14T02:39:36.6Z,1,REGULAR,substitution,in,[],1628374,,,1610612737,26,39,2025-11-14T02:39:50Z,1420000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M36.00S,2025-11-14T02:39:36.6Z,1,REGULAR,substitution,in,[],203994,,,1610612737,26,39,2025-11-14T02:39:50Z,1430000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M36.00S,2025-11-14T02:39:36.6Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,26,39,2025-11-14T02:39:50Z,1440000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M22.00S,2025-11-14T02:40:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,8.886333771353483,34.80392156862745,1610612737,26,39,2025-11-14T02:40:16Z,1450000,False,76.0,31.0,1,left,MISS M. Gueye 8' Jump Shot - blocked,"[1631243, 203994]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Right,8.21,Missed,,,,,,,,,,,,,,,,,Nurkić,203994.0
146,PT01M22.00S,2025-11-14T02:40:10.8Z,1,REGULAR,block,,[],203994,,,1610612737,26,39,2025-11-14T02:40:12Z,1460000,False,,,0,,J. Nurkić BLOCK (1 BLK),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
147,PT01M19.00S,2025-11-14T02:40:13.8Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,26,39,2025-11-14T02:40:16Z,1470000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Right,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT01M16.00S,2025-11-14T02:40:16.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,96.5341655716163,95.09803921568627,1610612762,29,39,2025-11-14T03:48:28Z,1480000,False,225.0,-20.0,1,right,L. Markkanen 3PT running (12 PTS) (K. Filipowski 1 AST),"[1628374, 1642271]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,22.64,Made,,,,,,,12.0,,,,,,,K. Filipowski,1642271.0,1.0,,
150,PT00M58.70S,2025-11-14T02:40:34.9Z,1,REGULAR,3pt,Jump Shot,[],1628379,30.436925098554536,32.59803921568628,1610612737,29,42,2025-11-14T02:40:39Z,1500000,False,87.0,234.0,1,left,L. Kennard 24' 3PT  (9 PTS) (K. Wallace 1 AST),"[1628379, 1630811]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,24.93,Made,,,,,,,9.0,,,,,,,K. Wallace,1630811.0,1.0,,
152,PT00M49.10S,2025-11-14T02:40:47.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,91.27792378449409,2.941176470588235,1610612762,32,42,2025-11-14T02:40:51Z,1520000,False,-235.0,29.0,1,right,L. Markkanen 3PT  (15 PTS) (I. Collier 3 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,23.71,Made,,,,,,,15.0,,,,,,,I. Collier,1642268.0,3.0,,
154,PT00M36.60S,2025-11-14T02:41:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630811,14.273981603153747,61.51960784313726,1610612737,32,42,2025-11-14T02:41:29Z,1540000,False,-58.0,82.0,1,left,MISS K. Wallace 10' driving floating Shot,[1630811],1610612737.0,ATL,driving floating,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Left,10.0,Missed,,,,,,,,,,,,,,,,,,
155,PT00M32.90S,2025-11-14T02:41:05.5Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,32,42,2025-11-14T02:41:11Z,1550000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Left,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,,
156,PT00M29.10S,2025-11-14T02:41:09.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642268,90.09526938239159,37.00980392156863,1610612762,32,42,2025-11-14T03:48:44Z,1560000,False,-65.0,41.0,1,right,MISS I. Collier 7' running Layup - blocked,"[1642268, 1630168]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,Okongwu,1630168.0
157,PT00M29.10S,2025-11-14T02:41:09.3Z,1,REGULAR,block,,[],1630168,,,1610612762,32,42,2025-11-14T02:41:11Z,1570000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT00M29.10S,2025-11-14T02:41:09.3Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612737,32,42,2025-11-14T02:41:19Z,1580000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT00M08.80S,2025-11-14T02:41:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,9.806176084099869,36.76470588235294,1610612737,32,42,2025-11-14T02:41:58Z,1590000,False,66.0,40.0,1,left,MISS O. Okongwu 7' cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
160,PT00M07.30S,2025-11-14T02:41:31.2Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,32,42,2025-11-14T02:41:31Z,1600000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,159.0,3.0,3.0,0.0,,,,,,,,,,,,,,
161,PT00M02.90S,2025-11-14T02:41:36.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631243,,,1610612762,32,42,2025-11-14T02:41:50Z,1610000,False,,,0,,M. Gueye shooting personal FOUL (2 PF) (Filipowski 2 FT),"[1631243, 1642271]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,1201.0,,,2.0,0.0,Filipowski,1642271.0,,,,,,,
163,PT00M02.90S,2025-11-14T02:42:13.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642271,,,1610612762,33,42,2025-11-14T02:42:13Z,1630000,False,,,0,,K. Filipowski Free Throw 1 of 2 (5 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
164,PT00M02.90S,2025-11-14T02:42:13.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642271,,,1610612762,33,42,2025-11-14T02:42:39Z,1640000,False,,,0,,MISS K. Filipowski Free Throw 2 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
165,PT00M02.90S,2025-11-14T02:42:13.4Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,33,42,2025-11-14T02:42:39Z,1650000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,164.0,4.0,3.0,1.0,,,,,,,,,,,,,,
166,PT00M00.00S,2025-11-14T02:42:39.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642271,86.81011826544021,50.73529411764706,1610612762,33,42,2025-11-14T02:42:45Z,1660000,False,4.0,71.0,1,right,MISS K. Filipowski 7' Jump Shot,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2025-11-14T02:42:39.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,33,42,2025-11-14T02:42:45Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,166.0,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2025-11-14T02:42:49.0Z,1,REGULAR,period,end,[],0,,,1610612762,33,42,2025-11-14T02:42:49Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-11-14T02:44:46.4Z,2,REGULAR,substitution,out,['startperiod'],1642262,,,1610612762,33,42,2025-11-14T02:45:09Z,1690000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-11-14T02:44:46.4Z,2,REGULAR,substitution,out,['startperiod'],1642271,,,1610612762,33,42,2025-11-14T02:45:09Z,1700000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-11-14T02:44:46.4Z,2,REGULAR,substitution,out,['startperiod'],1631243,,,1610612762,33,42,2025-11-14T02:45:09Z,1710000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-11-14T02:44:46.4Z,2,REGULAR,substitution,in,['startperiod'],1641729,,,1610612762,33,42,2025-11-14T02:45:09Z,1720000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
