actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
501,PT02M13.00S,2026-01-11T04:14:51.4Z,3,REGULAR,substitution,in,[],1641707,,,1610612766,57,112,2026-01-11T04:14:54Z,4920000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M13.00S,2026-01-11T04:15:09.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1641750,,,1610612766,57,113,2026-01-11T04:15:09Z,4930000,False,,,0,,R. Kalkbrenner Free Throw 2 of 2 (8 PTS),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
504,PT01M55.00S,2026-01-11T04:15:30.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642275,,,1610612762,57,113,2026-01-11T04:15:50Z,4950000,False,,,0,,T. Salaün shooting personal FOUL (1 PF) (Hendricks 2 FT),"[1642275, 1641707]",1610612766.0,CHA,shooting,,,Salaün,T. Salaün,,,,,1627526.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,0.0,Hendricks,1641707.0,,
506,PT01M55.00S,2026-01-11T04:16:01.3Z,3,REGULAR,freethrow,1 of 2,[],1641707,,,1610612762,58,113,2026-01-11T04:16:01Z,4970000,False,,,0,,T. Hendricks Free Throw 1 of 2 (4 PTS),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
507,PT01M55.00S,2026-01-11T04:16:16.7Z,3,REGULAR,freethrow,2 of 2,[],1641707,,,1610612762,59,113,2026-01-11T04:16:16Z,4980000,False,,,0,,T. Hendricks Free Throw 2 of 2 (5 PTS),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
508,PT01M32.00S,2026-01-11T04:16:42.4Z,3,REGULAR,turnover,lost ball,[],1642275,,,1610612766,59,113,2026-01-11T04:16:48Z,4990000,False,,,0,,T. Salaün lost ball TURNOVER (1 TO),"[1642275, 1642268]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,,,,,Collier,1642268.0
509,PT01M32.00S,2026-01-11T04:16:42.4Z,3,REGULAR,steal,,[],1642268,,,1610612762,59,113,2026-01-11T04:17:20Z,5000000,False,,,0,,I. Collier STEAL (2 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,
510,PT01M24.00S,2026-01-11T04:16:50.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,83.52496714848883,3.6764705882352944,1610612762,62,113,2026-01-11T04:16:54Z,5010000,False,-232.0,102.0,1,right,B. Sensabaugh 25' 3PT  (21 PTS) (I. Collier 3 AST),"[1641729, 1642268]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Left Center,25.32,Made,21.0,I. Collier,1642268.0,3.0,,,,,,,,,,,,,
512,PT01M13.00S,2026-01-11T04:17:01.0Z,3,REGULAR,3pt,Jump Shot,[],1642883,4.5499342969776615,96.07843137254902,1610612766,62,113,2026-01-11T04:17:05Z,5030000,False,-230.0,-10.0,1,left,MISS S. James 3PT,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,
513,PT01M10.00S,2026-01-11T04:17:04.1Z,3,REGULAR,rebound,offensive,[],1630182,,,1610612766,62,113,2026-01-11T04:17:04Z,5040000,False,,,0,,J. Green REBOUND (Off:2 Def:0),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,Left Corner 3,24+ Left,,,,,,,512.0,2.0,0.0,2.0,,,,,,,,,
514,PT01M09.00S,2026-01-11T04:17:05.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642275,33.98488830486202,67.64705882352942,1610612766,62,113,2026-01-11T04:17:12Z,5050000,False,-88.0,267.0,1,left,MISS T. Salaün 28' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,
515,PT01M03.00S,2026-01-11T04:17:11.1Z,3,REGULAR,rebound,defensive,[],1641707,,,1610612762,62,113,2026-01-11T04:17:12Z,5060000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:2),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,Above the Break 3,24+ Left Center,,,,,,,514.0,2.0,2.0,0.0,,,,,,,,,
516,PT01M01.00S,2026-01-11T04:17:13.4Z,3,REGULAR,3pt,Jump Shot,[],1642268,92.72339027595268,95.09803921568627,1610612762,62,113,2026-01-11T04:17:18Z,5070000,False,225.0,16.0,1,right,MISS I. Collier 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,Right Corner 3,24+ Right,22.61,Missed,,,,,,,,,,,,,,,,,
517,PT00M57.50S,2026-01-11T04:17:16.9Z,3,REGULAR,rebound,defensive,[],1641750,,,1610612766,62,113,2026-01-11T04:17:18Z,5080000,False,,,0,,R. Kalkbrenner REBOUND (Off:3 Def:4),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,Right Corner 3,24+ Right,,,,,,,516.0,7.0,4.0,3.0,,,,,,,,,
518,PT00M40.70S,2026-01-11T04:17:33.8Z,3,REGULAR,3pt,Jump Shot,[],1642275,22.026938239159,7.598039215686274,1610612766,62,113,2026-01-11T04:21:56Z,5090000,False,212.0,155.0,1,left,MISS T. Salaün 26' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,
519,PT00M37.80S,2026-01-11T04:17:36.7Z,3,REGULAR,rebound,offensive,[],1641750,,,1610612766,62,113,2026-01-11T04:17:38Z,5100000,False,,,0,,R. Kalkbrenner REBOUND (Off:4 Def:4),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,Above the Break 3,24+ Right Center,,,,,,,518.0,8.0,4.0,4.0,,,,,,,,,
520,PT00M35.90S,2026-01-11T04:17:39.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641750,10.5946123521682,55.392156862745104,1610612766,62,115,2026-01-11T04:22:18Z,5110000,False,-27.0,47.0,1,left,R. Kalkbrenner putback Layup (10 PTS),[1641750],1610612766.0,CHA,putback,,,Kalkbrenner,R. Kalkbrenner,,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,10.0,,,,,,,,,,,,,,,,
521,PT00M20.50S,2026-01-11T04:17:57.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,86.5473061760841,49.01960784313725,1610612762,64,115,2026-01-11T04:18:01Z,5120000,False,-5.0,74.0,1,right,K. Anderson 7' floating Jump Shot (6 PTS) (I. Collier 4 AST),"[203937, 1642268]",1610612762.0,UTA,floating,,,Anderson,K. Anderson,,,,,,In The Paint (Non-RA),0-8 Center,7.42,Made,6.0,I. Collier,1642268.0,4.0,,,,,,,,,,,,,
523,PT00M02.20S,2026-01-11T04:18:18.8Z,3,REGULAR,3pt,Jump Shot,[],1629012,34.37910643889619,26.96078431372549,1610612766,64,115,2026-01-11T04:18:23Z,5140000,False,115.0,271.0,1,left,MISS C. Sexton 29' pullup 3PT,[1629012],1610612766.0,CHA,pullup,,,Sexton,C. Sexton,,,,,,Above the Break 3,24+ Right Center,29.42,Missed,,,,,,,,,,,,,,,,,
524,PT00M02.20S,2026-01-11T04:18:18.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,64,115,2026-01-11T04:18:23Z,5150000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,523.0,,,,,,,,,,,,
525,PT00M00.00S,2026-01-11T04:18:24.5Z,3,REGULAR,period,end,[],0,,,1610612766,64,115,2026-01-11T04:18:24Z,5160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2026-01-11T04:20:43.4Z,4,REGULAR,substitution,out,['startperiod'],1642883,,,1610612766,64,115,2026-01-11T04:20:57Z,5170000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2026-01-11T04:20:43.4Z,4,REGULAR,substitution,out,['startperiod'],1641750,,,1610612766,64,115,2026-01-11T04:20:57Z,5180000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2026-01-11T04:20:43.4Z,4,REGULAR,substitution,out,['startperiod'],1642275,,,1610612766,64,115,2026-01-11T04:20:57Z,5190000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2026-01-11T04:20:43.4Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612766,64,115,2026-01-11T04:20:57Z,5200000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2026-01-11T04:20:43.4Z,4,REGULAR,substitution,in,['startperiod'],1631217,,,1610612766,64,115,2026-01-11T04:20:57Z,5210000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2026-01-11T04:20:43.4Z,4,REGULAR,substitution,in,['startperiod'],1630544,,,1610612766,64,115,2026-01-11T04:20:57Z,5220000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2026-01-11T04:21:06.9Z,4,REGULAR,period,start,[],0,,,1610612766,64,115,2026-01-11T04:21:06Z,5230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT11M47.00S,2026-01-11T04:21:18.6Z,4,REGULAR,3pt,Jump Shot,[],1629684,30.436925098554536,64.95098039215686,1610612766,64,115,2026-01-11T04:23:33Z,5240000,False,-75.0,234.0,1,left,MISS G. Williams 24' pullup 3PT,[1629684],1610612766.0,CHA,pullup,,,Williams,G. Williams,,,,,,Above the Break 3,24+ Center,24.53,Missed,,,,,,,,,,,,,,,,,
536,PT11M45.00S,2026-01-11T04:21:20.6Z,4,REGULAR,rebound,defensive,[],1641707,,,1610612762,64,115,2026-01-11T04:21:22Z,5250000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:3),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,Above the Break 3,24+ Center,,,,,,,535.0,3.0,3.0,0.0,,,,,,,,,
537,PT11M35.00S,2026-01-11T04:21:30.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641707,91.67214191852825,49.754901960784316,1610612762,66,115,2026-01-11T04:24:00Z,5260000,False,-1.0,26.0,1,right,T. Hendricks driving Layup (7 PTS) (W. Clayton Jr. 3 AST),"[1641707, 1642383]",1610612762.0,UTA,driving,,,Hendricks,T. Hendricks,,,,,,Restricted Area,0-8 Center,2.58,Made,7.0,W. Clayton Jr.,1642383.0,3.0,,,,,,,,,,,,,
539,PT11M21.00S,2026-01-11T04:21:44.3Z,4,REGULAR,3pt,Jump Shot,[],1629012,31.882391590013142,56.86274509803921,1610612766,66,115,2026-01-11T04:21:49Z,5280000,False,-34.0,247.0,1,left,MISS C. Sexton 24' 3PT,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,Above the Break 3,24+ Center,24.96,Missed,,,,,,,,,,,,,,,,,
540,PT11M18.00S,2026-01-11T04:21:47.3Z,4,REGULAR,rebound,defensive,[],203937,,,1610612762,66,115,2026-01-11T04:21:49Z,5290000,False,,,0,,K. Anderson REBOUND (Off:2 Def:2),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,Above the Break 3,24+ Center,,,,,,,539.0,4.0,2.0,2.0,,,,,,,,,
541,PT11M11.00S,2026-01-11T04:21:54.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,88.25558475689881,49.26470588235294,1610612762,66,115,2026-01-11T04:24:30Z,5300000,False,-4.0,58.0,1,right,MISS K. Anderson driving floating Shot - blocked,"[203937, 1631217]",1610612762.0,UTA,driving floating,,,Anderson,K. Anderson,,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,Diabaté,1631217.0,,,,,,,
542,PT11M11.00S,2026-01-11T04:21:54.2Z,4,REGULAR,block,,[],1631217,,,1610612762,66,115,2026-01-11T04:21:56Z,5310000,False,,,0,,M. Diabaté BLOCK (2 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
543,PT11M09.00S,2026-01-11T04:21:56.2Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612766,66,115,2026-01-11T04:21:58Z,5320000,False,,,0,,C. Sexton REBOUND (Off:1 Def:4),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,541.0,5.0,4.0,1.0,,,,,,,,,
544,PT11M04.00S,2026-01-11T04:22:01.8Z,4,REGULAR,3pt,Jump Shot,[],1629684,29.122864651773984,74.26470588235294,1610612766,66,115,2026-01-11T04:22:05Z,5330000,False,-121.0,221.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,
545,PT11M00.00S,2026-01-11T04:22:05.8Z,4,REGULAR,rebound,offensive,[],1630182,,,1610612766,66,115,2026-01-11T04:22:05Z,5340000,False,,,0,,J. Green REBOUND (Off:3 Def:0),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,Above the Break 3,24+ Left Center,,,,,,,544.0,3.0,0.0,3.0,,,,,,,,,
546,PT10M56.00S,2026-01-11T04:22:10.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630182,8.360709592641262,41.66666666666667,1610612766,66,117,2026-01-11T04:22:13Z,5350000,False,42.0,26.0,1,left,J. Green driving Layup (10 PTS) (C. Sexton 3 AST),"[1630182, 1629012]",1610612766.0,CHA,driving,,,Green,J. Green,,,,,,In The Paint (Non-RA),0-8 Center,4.92,Made,10.0,C. Sexton,1629012.0,3.0,,,,,,,,,,,,,
548,PT10M43.00S,2026-01-11T04:22:23.9Z,4,REGULAR,3pt,Jump Shot,[],1641729,76.16622864651774,10.049019607843137,1610612762,66,117,2026-01-11T04:22:28Z,5370000,False,-200.0,172.0,1,right,MISS B. Sensabaugh 26' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,
549,PT10M39.00S,2026-01-11T04:22:27.9Z,4,REGULAR,rebound,defensive,[],1631217,,,1610612766,66,117,2026-01-11T04:22:28Z,5380000,False,,,0,,M. Diabaté REBOUND (Off:5 Def:5),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Above the Break 3,24+ Left Center,,,,,,,548.0,10.0,5.0,5.0,,,,,,,,,
550,PT10M32.00S,2026-01-11T04:22:33.4Z,4,REGULAR,3pt,Jump Shot,[],1630544,34.247700394218136,61.274509803921575,1610612766,66,117,2026-01-11T04:25:29Z,5390000,False,-56.0,269.0,1,left,MISS T. Mann 27' pullup 3PT,[1630544],1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,,Above the Break 3,24+ Center,27.52,Missed,,,,,,,,,,,,,,,,,
551,PT10M29.00S,2026-01-11T04:22:36.4Z,4,REGULAR,rebound,defensive,[],1641729,,,1610612762,66,117,2026-01-11T04:22:37Z,5400000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Center,,,,,,,550.0,3.0,2.0,1.0,,,,,,,,,
552,PT10M15.00S,2026-01-11T04:22:52.5Z,4,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612762,66,117,2026-01-11T04:23:03Z,5410000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Collier 2 FT),"[1630544, 1642268]",1610612766.0,CHA,shooting,,,Mann,T. Mann,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Collier,1642268.0,,
554,PT10M15.00S,2026-01-11T04:23:20.8Z,4,REGULAR,freethrow,1 of 2,[],1642268,,,1610612762,66,117,2026-01-11T04:23:20Z,5430000,False,,,0,,MISS I. Collier Free Throw 1 of 2,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
555,PT10M15.00S,2026-01-11T04:23:20.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,66,117,2026-01-11T04:23:20Z,5440000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,554.0,,,,,,,,,,,,
556,PT10M15.00S,2026-01-11T04:23:42.4Z,4,REGULAR,freethrow,2 of 2,[],1642268,,,1610612762,67,117,2026-01-11T04:23:42Z,5450000,False,,,0,,I. Collier Free Throw 2 of 2 (13 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
557,PT09M54.00S,2026-01-11T04:24:05.4Z,4,REGULAR,2pt,Jump Shot,[],1630544,22.683968462549277,75.49019607843137,1610612766,67,119,2026-01-11T04:24:10Z,5460000,False,-127.0,161.0,1,left,T. Mann 20' step back Jump Shot (2 PTS) (J. Green 2 AST),"[1630544, 1630182]",1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,,Mid-Range,16-24 Left Center,20.51,Made,2.0,J. Green,1630182.0,2.0,,,,,,,,,,,,,
559,PT09M43.00S,2026-01-11T04:24:15.7Z,4,REGULAR,3pt,Jump Shot,[],1641707,75.1149802890933,84.31372549019608,1610612762,67,119,2026-01-11T04:24:20Z,5480000,False,172.0,181.0,1,right,MISS T. Hendricks 24' 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,
560,PT09M40.00S,2026-01-11T04:24:18.7Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612766,67,119,2026-01-11T04:24:20Z,5490000,False,,,0,,G. Williams REBOUND (Off:4 Def:4),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,Above the Break 3,24+ Right Center,,,,,,,559.0,8.0,4.0,4.0,,,,,,,,,
561,PT09M33.00S,2026-01-11T04:24:25.5Z,4,REGULAR,3pt,Jump Shot,[],1629684,31.488173455978973,64.70588235294117,1610612766,67,119,2026-01-11T04:24:29Z,5500000,False,-74.0,243.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,
562,PT09M32.00S,2026-01-11T04:24:26.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,67,119,2026-01-11T04:24:29Z,5510000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,561.0,,,,,,,,,,,,
564,PT09M12.00S,2026-01-11T04:24:57.5Z,4,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612762,67,119,2026-01-11T04:25:04Z,5530000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Anderson 2 FT),"[1630544, 203937]",1610612766.0,CHA,shooting,,,Mann,T. Mann,,,,,1627526.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Anderson,203937.0,,
566,PT09M12.00S,2026-01-11T04:25:19.0Z,4,REGULAR,freethrow,1 of 2,[],203937,,,1610612762,68,119,2026-01-11T04:25:35Z,5550000,False,,,0,,K. Anderson Free Throw 1 of 2 (7 PTS),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
567,PT09M12.00S,2026-01-11T04:25:19.0Z,4,REGULAR,freethrow,2 of 2,[],203937,,,1610612762,68,119,2026-01-11T04:25:35Z,5560000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
568,PT09M10.00S,2026-01-11T04:25:21.0Z,4,REGULAR,rebound,defensive,[],1630544,,,1610612766,68,119,2026-01-11T04:25:35Z,5570000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,567.0,1.0,1.0,0.0,,,,,,,,,
569,PT09M05.00S,2026-01-11T04:25:38.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630544,25.18068331143233,85.04901960784314,1610612766,68,122,2026-01-11T04:25:43Z,5580000,False,-175.0,184.0,1,left,T. Mann 25' 3PT running (5 PTS) (C. Sexton 4 AST),"[1630544, 1629012]",1610612766.0,CHA,running,,,Mann,T. Mann,,,,,,Above the Break 3,24+ Left Center,25.42,Made,5.0,C. Sexton,1629012.0,4.0,,,,,,,,,,,,,
571,PT08M53.00S,2026-01-11T04:25:51.2Z,4,REGULAR,turnover,lost ball,[],1641729,,,1610612762,68,122,2026-01-11T04:25:55Z,5600000,False,,,0,,B. Sensabaugh lost ball TURNOVER (3 TO),"[1641729, 1630544]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,,,,,Mann,1630544.0
572,PT08M53.00S,2026-01-11T04:25:51.2Z,4,REGULAR,steal,,[],1630544,,,1610612766,68,122,2026-01-11T04:26:47Z,5610000,False,,,0,,T. Mann STEAL (1 STL),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
573,PT08M50.00S,2026-01-11T04:25:56.9Z,4,REGULAR,foul,personal,['2freethrow'],1642268,,,1610612766,68,122,2026-01-11T04:26:03Z,5620000,False,,,0,,I. Collier shooting personal FOUL (4 PF) (Diabaté 2 FT),"[1642268, 1631217]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,1627526.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,4.0,0.0,Diabaté,1631217.0,,
575,PT08M50.00S,2026-01-11T04:26:21.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631217,,,1610612766,68,122,2026-01-11T04:26:21Z,5640000,False,,,0,,MISS M. Diabaté Free Throw 1 of 2,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
576,PT08M50.00S,2026-01-11T04:26:21.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,68,122,2026-01-11T04:26:21Z,5650000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,
577,PT08M50.00S,2026-01-11T04:26:25.1Z,4,REGULAR,substitution,out,[],1630182,,,1610612766,68,122,2026-01-11T04:26:28Z,5660000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M50.00S,2026-01-11T04:26:25.1Z,4,REGULAR,substitution,in,[],1642883,,,1610612766,68,122,2026-01-11T04:26:28Z,5680000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT08M50.00S,2026-01-11T04:26:25.1Z,4,REGULAR,substitution,in,[],1642275,,,1610612766,68,122,2026-01-11T04:26:28Z,5690000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M50.00S,2026-01-11T04:26:25.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612766,68,122,2026-01-11T04:27:38Z,5695000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT08M50.00S,2026-01-11T04:26:45.0Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631217,,,1610612766,68,123,2026-01-11T04:26:45Z,5700000,False,,,0,,M. Diabaté Free Throw 2 of 2 (9 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
582,PT08M41.00S,2026-01-11T04:27:07.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,85.62746386333771,56.127450980392155,1610612762,70,123,2026-01-11T04:27:10Z,5710000,False,31.0,83.0,1,right,I. Collier 8' pullup Jump Shot (15 PTS),[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,,In The Paint (Non-RA),8-16 Center,8.81,Made,15.0,,,,,,,,,,,,,,,,
583,PT08M30.00S,2026-01-11T04:27:21.0Z,4,REGULAR,foul,personal,['2freethrow'],1642383,,,1610612766,70,123,2026-01-11T04:27:29Z,5720000,False,,,0,,W. Clayton Jr. shooting personal FOUL (3 PF) (Diabaté 2 FT),"[1642383, 1631217]",1610612762.0,UTA,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,0.0,Diabaté,1631217.0,,
586,PT08M30.00S,2026-01-11T04:27:45.3Z,4,REGULAR,freethrow,1 of 2,[],1631217,,,1610612766,70,124,2026-01-11T04:28:15Z,5740000,False,,,0,,M. Diabaté Free Throw 1 of 2 (10 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
587,PT08M30.00S,2026-01-11T04:27:52.1Z,4,REGULAR,substitution,out,[],1641707,,,1610612766,70,124,2026-01-11T04:27:57Z,5750000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
