actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
152,PT05M25.00S,2023-01-11T03:56:19.1Z,1,REGULAR,block,,[],1626174,,,1610612746,17,10,2023-01-11T04:10:26Z,835000,False,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT05M24.00S,2023-01-11T03:56:20.1Z,1,REGULAR,rebound,offensive,[],201587,,,1610612746,17,10,2023-01-11T03:57:45Z,840000,False,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,83.0,,,,,2.0,1.0,1.0,,,,,,,,,
85,PT05M23.00S,2023-01-11T03:56:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201587,91.63929040735874,51.22549019607843,1610612746,17,10,2023-01-11T03:58:26Z,850000,False,6.0,26.0,1,right,MISS N. Batum putback Layup,[201587],1610612746.0,LAC,putback,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2023-01-11T03:56:21.6Z,1,REGULAR,rebound,offensive,[],203496,,,1610612746,17,10,2023-01-11T03:58:26Z,860000,False,,,0,,R. Covington REBOUND (Off:2 Def:0),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,85.0,,,,,2.0,0.0,2.0,,,,,,,,,
87,PT05M20.00S,2023-01-11T03:56:23.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203496,94.40999984741211,50.0,1610612746,19,10,2023-01-11T03:58:41Z,870000,False,0.0,0.0,1,right,R. Covington tip Layup (2 PTS),[203496],1610612746.0,LAC,tip,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
88,PT05M00.00S,2023-01-11T03:56:40.1Z,1,REGULAR,turnover,bad pass,[],203493,,,1610612742,19,10,2023-01-11T03:57:09Z,880000,False,,,0,,R. Bullock bad pass TURNOVER (1 TO),"[203493, 202695]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Leonard,202695.0,,,,,,
89,PT05M00.00S,2023-01-11T03:56:40.1Z,1,REGULAR,steal,,[],202695,,,1610612746,19,10,2023-01-11T03:56:42Z,890000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
90,PT04M53.00S,2023-01-11T03:56:46.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202695,94.66162943495401,73.0392156862745,1610612746,21,10,2023-01-11T03:57:21Z,900000,False,115.0,-2.0,1,right,K. Leonard 11' Jump Shot (9 PTS) (N. Batum 1 AST),"[202695, 201587]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,11.52,Made,9.0,,,N. Batum,201587.0,1.0,,,,,,,,,,,,
92,PT04M51.00S,2023-01-11T03:56:56.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,21,10,2023-01-11T03:56:56Z,920000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M35.00S,2023-01-11T03:59:56.6Z,1,REGULAR,3pt,Jump Shot,[],203915,7.539421813403408,3.67647058823529,1610612742,21,13,2023-01-11T04:00:01Z,930000,False,232.0,18.0,1,left,S. Dinwiddie 3PT  (3 PTS) (R. Bullock 1 AST),"[203915, 203493]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,23.23,Made,3.0,,,R. Bullock,203493.0,1.0,,,,,,,,,,,,
95,PT04M09.00S,2023-01-11T04:00:22.1Z,1,REGULAR,3pt,Jump Shot,[],202695,72.9796320630749,79.16666666666666,1610612746,21,13,2023-01-11T04:00:26Z,950000,False,146.0,201.0,1,right,MISS K. Leonard 24' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
96,PT04M06.00S,2023-01-11T04:00:25.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,21,13,2023-01-11T04:00:26Z,960000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,95.0,,,,,1.0,1.0,0.0,,,,,,,,,
97,PT03M54.00S,2023-01-11T04:00:37.0Z,1,REGULAR,3pt,Jump Shot,[],203915,20.811432325886997,7.107843137254903,1610612742,21,13,2023-01-11T04:01:17Z,970000,False,214.0,143.0,1,left,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
98,PT03M49.00S,2023-01-11T04:00:42.0Z,1,REGULAR,rebound,defensive,[],203496,,,1610612746,21,13,2023-01-11T04:00:44Z,980000,False,,,0,,R. Covington REBOUND (Off:2 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Right Center,,,,97.0,,,,,3.0,1.0,2.0,,,,,,,,,
99,PT03M37.00S,2023-01-11T04:00:54.9Z,1,REGULAR,3pt,Jump Shot,[],202694,76.39618922470433,13.480392156862735,1610612746,24,13,2023-01-11T04:00:59Z,990000,False,-183.0,169.0,1,right,M. Morris Sr. 24' 3PT  (5 PTS) (N. Batum 2 AST),"[202694, 201587]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,24.91,Made,5.0,,,N. Batum,201587.0,2.0,,,,,,,,,,,,
101,PT03M08.00S,2023-01-11T04:01:25.9Z,1,REGULAR,3pt,Jump Shot,[],203501,27.513140604467807,86.51960784313725,1610612742,24,16,2023-01-11T04:05:10Z,1010000,False,-183.0,206.0,1,left,T. Hardaway Jr. 27' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[203501, 203915]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,27.54,Made,3.0,,,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,
103,PT02M50.00S,2023-01-11T04:01:40.9Z,1,REGULAR,3pt,Jump Shot,[],202694,74.29369250985545,82.84313725490196,1610612746,27,16,2023-01-11T04:01:44Z,1030000,False,164.0,189.0,1,right,M. Morris Sr. 25' 3PT  (8 PTS) (K. Leonard 1 AST),"[202694, 202695]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,25.04,Made,8.0,,,K. Leonard,202695.0,1.0,,,,,,,,,,,,
105,PT02M31.00S,2023-01-11T04:02:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,8.065045992115643,35.294117647058826,1610612742,27,16,2023-01-11T04:02:05Z,1050000,False,74.0,23.0,1,left,MISS C. Wood 7' turnaround bank Shot,[1626174],1610612742.0,DAL,turnaround bank,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,,
106,PT02M29.00S,2023-01-11T04:02:02.3Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,27,16,2023-01-11T04:02:05Z,1060000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,105.0,,,,,1.0,1.0,0.0,,,,,,,,,
107,PT02M12.00S,2023-01-11T04:02:18.7Z,1,REGULAR,3pt,Jump Shot,[],201587,74.1622864651774,17.64705882352942,1610612746,27,16,2023-01-11T04:02:23Z,1070000,False,-162.0,190.0,1,right,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
108,PT02M09.00S,2023-01-11T04:02:21.7Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,27,16,2023-01-11T04:02:23Z,1080000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,107.0,,,,,2.0,2.0,0.0,,,,,,,,,
109,PT02M02.00S,2023-01-11T04:02:28.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,6.750985545335084,73.0392156862745,1610612742,27,18,2023-01-11T04:02:33Z,1090000,False,-115.0,11.0,1,left,L. Doncic 11' fadeaway Jump Shot (6 PTS),[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,11.57,Made,6.0,,,,,,,,,,,,,,,,,
110,PT01M36.00S,2023-01-11T04:02:54.7Z,1,REGULAR,2pt,Jump Shot,[],202695,75.73915900131406,39.4607843137255,1610612746,29,18,2023-01-11T04:04:03Z,1100000,False,-53.0,176.0,1,right,K. Leonard 18' step back Jump Shot (11 PTS),[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,18.33,Made,11.0,,,,,,,,,,,,,,,,,
112,PT01M23.00S,2023-01-11T04:03:12.2Z,1,REGULAR,substitution,out,[],1629611,,,1610612742,29,18,2023-01-11T04:03:28Z,1120000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M23.00S,2023-01-11T04:03:12.2Z,1,REGULAR,substitution,out,[],201587,,,1610612742,29,18,2023-01-11T04:03:28Z,1130000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M23.00S,2023-01-11T04:03:12.2Z,1,REGULAR,substitution,out,[],203915,,,1610612742,29,18,2023-01-11T04:03:28Z,1140000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M23.00S,2023-01-11T04:03:12.2Z,1,REGULAR,substitution,out,[],1626174,,,1610612742,29,18,2023-01-11T04:03:28Z,1150000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M23.00S,2023-01-11T04:03:12.2Z,1,REGULAR,substitution,in,[],202322,,,1610612742,29,18,2023-01-11T04:03:28Z,1160000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M23.00S,2023-01-11T04:03:12.2Z,1,REGULAR,substitution,in,[],1626181,,,1610612742,29,18,2023-01-11T04:03:28Z,1170000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M23.00S,2023-01-11T04:03:12.2Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,29,18,2023-01-11T04:03:28Z,1180000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M23.00S,2023-01-11T04:03:12.2Z,1,REGULAR,substitution,in,[],203939,,,1610612742,29,18,2023-01-11T04:03:28Z,1190000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M18.00S,2023-01-11T04:03:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,6.4881734559789805,56.127450980392155,1610612742,29,20,2023-01-11T04:04:47Z,1200000,False,-31.0,8.0,1,left,T. Hardaway Jr. driving Layup (5 PTS),[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,3.18,Made,5.0,,,,,,,,,,,,,,,,,
121,PT01M18.00S,2023-01-11T04:03:38.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202322,,,1610612742,29,20,2023-01-11T04:03:42Z,1210000,False,,,0,,J. Wall shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[202322, 203501]",1610612746.0,LAC,shooting,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,,
123,PT01M18.00S,2023-01-11T04:03:59.7Z,1,REGULAR,freethrow,1 of 1,[],203501,,,1610612742,29,21,2023-01-11T04:03:59Z,1230000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (6 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
124,PT01M03.00S,2023-01-11T04:04:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,91.50788436268068,49.50980392156863,1610612746,29,21,2023-01-11T04:05:23Z,1240000,False,-2.0,27.0,1,right,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
125,PT01M03.00S,2023-01-11T04:04:18.6Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,29,21,2023-01-11T04:04:27Z,1250000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,124.0,,,,,2.0,1.0,1.0,,,,,,,,,
126,PT00M56.10S,2023-01-11T04:04:28.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612742,29,21,2023-01-11T04:04:50Z,1260000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Doncic 2 FT),"[1626181, 1629029]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,,,,,1628951.0,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,
128,PT00M56.10S,2023-01-11T04:05:04.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,29,22,2023-01-11T04:05:04Z,1280000,False,,,0,,L. Doncic Free Throw 1 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
129,PT00M56.10S,2023-01-11T04:05:04.7Z,1,REGULAR,substitution,out,[],202695,,,1610612742,29,22,2023-01-11T04:05:11Z,1290000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M56.10S,2023-01-11T04:05:04.7Z,1,REGULAR,substitution,in,[],1629650,,,1610612742,29,22,2023-01-11T04:05:11Z,1300000,False,,,0,,SUB in: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M56.10S,2023-01-11T04:05:29.4Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,29,23,2023-01-11T04:05:29Z,1310000,False,,,0,,L. Doncic Free Throw 2 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
132,PT00M44.00S,2023-01-11T04:05:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,90.98226018396846,38.23529411764706,1610612746,29,23,2023-01-11T04:05:47Z,1320000,False,-59.0,32.0,1,right,MISS N. Powell 6' driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,
133,PT00M41.30S,2023-01-11T04:05:45.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,29,23,2023-01-11T04:05:47Z,1330000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,132.0,,,,,2.0,2.0,0.0,,,,,,,,,
134,PT00M33.60S,2023-01-11T04:05:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,7.670827858081481,41.42156862745098,1610612742,29,25,2023-01-11T04:06:01Z,1340000,False,43.0,20.0,1,left,J. Hardy turnaround bank Jump Shot (2 PTS),[1630702],1610612742.0,DAL,turnaround bank,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,2.0,,,,,,,,,,,,,,,,,
136,PT00M11.40S,2023-01-11T04:06:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203496,93.34756898817345,46.07843137254902,1610612746,29,25,2023-01-11T04:06:27Z,1360000,False,-20.0,10.0,1,right,MISS R. Covington Layup,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
137,PT00M10.90S,2023-01-11T04:06:18.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,29,25,2023-01-11T04:06:27Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,136.0,,,,,,,,,,,,,,,,
139,PT00M02.80S,2023-01-11T04:06:44.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202694,85.72601839684626,42.892156862745104,1610612746,31,25,2023-01-11T04:06:49Z,1390000,False,-36.0,82.0,1,right,M. Morris Sr. 8' turnaround Jump Shot (10 PTS),[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,8.91,Made,10.0,,,,,,,,,,,,,,,,,
140,PT00M00.30S,2023-01-11T04:06:51.0Z,1,REGULAR,3pt,Jump Shot,[],203501,57.07950065703022,89.95098039215686,1610612742,31,25,2023-01-11T04:07:03Z,1400000,False,-200.0,484.0,1,left,MISS T. Hardaway Jr. 52' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,52.36,Missed,,,,,,,,,,,,,,,,,,
141,PT00M00.10S,2023-01-11T04:06:51.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,31,25,2023-01-11T04:07:03Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,140.0,,,,,,,,,,,,,,,,
142,PT00M00.00S,2023-01-11T04:06:54.7Z,1,REGULAR,period,end,[],0,,,1610612742,31,25,2023-01-11T04:06:54Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-01-11T04:07:36.8Z,2,REGULAR,substitution,out,['startperiod'],202694,,,1610612742,31,25,2023-01-11T04:09:45Z,1430000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-01-11T04:07:36.8Z,2,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,31,25,2023-01-11T04:09:45Z,1440000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-01-11T04:07:36.8Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,31,25,2023-01-11T04:09:45Z,1450000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-01-11T04:07:36.8Z,2,REGULAR,substitution,in,['startperiod'],1629611,,,1610612742,31,25,2023-01-11T04:09:45Z,1460000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-01-11T04:07:36.8Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,31,25,2023-01-11T04:09:45Z,1470000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-01-11T04:07:36.8Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612742,31,25,2023-01-11T04:09:45Z,1480000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-01-11T04:09:49.6Z,2,REGULAR,period,start,[],0,,,1610612742,31,25,2023-01-11T04:09:49Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M44.00S,2023-01-11T04:10:06.6Z,2,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612742,31,25,2023-01-11T04:10:11Z,1500000,False,,,0,,M. Brown shooting personal FOUL (1 PF) (Powell 2 FT),"[1629650, 203939]",1610612746.0,LAC,shooting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,1.0,0.0,Powell,203939.0,,
153,PT11M44.00S,2023-01-11T04:10:41.6Z,2,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,31,26,2023-01-11T04:10:41Z,1520000,False,,,0,,D. Powell Free Throw 1 of 2 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
154,PT11M44.00S,2023-01-11T04:11:01.4Z,2,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,31,27,2023-01-11T04:11:01Z,1530000,False,,,0,,D. Powell Free Throw 2 of 2 (4 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
155,PT11M33.00S,2023-01-11T04:11:15.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202322,88.87976346911958,44.11764705882353,1610612746,31,27,2023-01-11T04:11:20Z,1540000,False,-29.0,52.0,1,right,MISS J. Wall driving Layup - blocked,"[202322, 203915]",1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,Dinwiddie,203915.0
156,PT11M33.00S,2023-01-11T04:11:15.6Z,2,REGULAR,block,,[],203915,,,1610612746,31,27,2023-01-11T04:11:17Z,1550000,False,,,0,,S. Dinwiddie BLOCK (2 BLK),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT11M33.00S,2023-01-11T04:11:15.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,31,27,2023-01-11T04:11:20Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,155.0,,,,,,,,,,,,,,,,
159,PT11M33.00S,2023-01-11T04:11:20.2Z,2,REGULAR,substitution,out,[],203939,,,1610612746,31,27,2023-01-11T04:11:27Z,1580000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M33.00S,2023-01-11T04:11:20.2Z,2,REGULAR,substitution,in,[],201580,,,1610612746,31,27,2023-01-11T04:11:27Z,1590000,False,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M25.00S,2023-01-11T04:11:39.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626181,93.34756898817345,52.205882352941174,1610612746,33,27,2023-01-11T04:11:44Z,1600000,False,11.0,10.0,1,right,N. Powell driving Layup (2 PTS),[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.49,Made,2.0,,,,,,,,,,,,,,,,,
162,PT11M15.00S,2023-01-11T04:11:50.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203915,7.276609724047319,51.96078431372549,1610612742,33,29,2023-01-11T04:11:59Z,1610000,False,-10.0,16.0,1,left,S. Dinwiddie driving Layup (5 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,1.87,Made,5.0,,,,,,,,,,,,,,,,,
163,PT11M15.00S,2023-01-11T04:11:53.9Z,2,REGULAR,violation,defensive goaltending,[],1629650,,,1610612742,33,29,2023-01-11T04:11:59Z,1620000,False,,,0,,M. Brown defensive goaltending VIOLATION,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,1662.0,,,,,,,,,,,,,,,
164,PT10M52.00S,2023-01-11T04:12:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202322,82.30946123521682,49.754901960784316,1610612746,33,29,2023-01-11T04:12:23Z,1630000,False,-1.0,114.0,1,right,MISS J. Wall 11' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Center,11.38,Missed,,,,,,,,,,,,,,,,,,
165,PT10M50.00S,2023-01-11T04:12:22.3Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,33,29,2023-01-11T04:12:23Z,1640000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Center,,,,164.0,,,,,1.0,1.0,0.0,,,,,,,,,
166,PT10M44.00S,2023-01-11T04:12:28.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630702,7.013797634691201,55.88235294117647,1610612742,33,29,2023-01-11T04:12:53Z,1650000,False,-29.0,13.0,1,left,MISS J. Hardy running Layup,[1630702],1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
