actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
250,PT06M08.00S,2023-01-11T04:26:45.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612742,46,37,2023-01-11T04:26:52Z,2480000,False,,,0,,N. Powell shooting personal FOUL (2 PF) (Ntilikina 2 FT),"[1626181, 1628373]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,1627962.0,,,,,,,,,,2.0,0.0,Ntilikina,1628373.0,,
252,PT06M08.00S,2023-01-11T04:27:17.9Z,2,REGULAR,freethrow,1 of 2,[],1628373,,,1610612742,46,37,2023-01-11T04:27:42Z,2500000,False,,,0,,MISS F. Ntilikina Free Throw 1 of 2,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
253,PT06M08.00S,2023-01-11T04:27:17.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,46,37,2023-01-11T04:27:42Z,2510000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,
254,PT06M08.00S,2023-01-11T04:27:20.9Z,2,REGULAR,substitution,out,[],203915,,,1610612742,46,37,2023-01-11T04:27:25Z,2520000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M08.00S,2023-01-11T04:27:20.9Z,2,REGULAR,substitution,in,[],203493,,,1610612742,46,37,2023-01-11T04:27:25Z,2530000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M08.00S,2023-01-11T04:27:17.9Z,2,REGULAR,freethrow,2 of 2,[],1628373,,,1610612742,46,37,2023-01-11T04:27:42Z,2540000,False,,,0,,MISS F. Ntilikina Free Throw 2 of 2,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
257,PT06M06.00S,2023-01-11T04:27:19.9Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,46,37,2023-01-11T04:27:42Z,2550000,False,,,0,,K. Leonard REBOUND (Off:0 Def:4),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,256.0,,,,,4.0,4.0,0.0,,,,,,,,,
258,PT06M03.00S,2023-01-11T04:27:47.8Z,2,REGULAR,foul,personal,['2freethrow'],1628373,,,1610612746,46,37,2023-01-11T04:27:59Z,2560000,False,,,0,,F. Ntilikina shooting personal FOUL (2 PF) (Wall 2 FT),"[1628373, 202322]",1610612742.0,DAL,shooting,,,Ntilikina,F. Ntilikina,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,2.0,0.0,Wall,202322.0,,
260,PT06M03.00S,2023-01-11T04:28:16.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],202322,,,1610612746,46,37,2023-01-11T04:28:16Z,2580000,False,,,0,,MISS J. Wall Free Throw 1 of 2,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT06M03.00S,2023-01-11T04:28:16.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,46,37,2023-01-11T04:28:16Z,2590000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,
262,PT06M03.00S,2023-01-11T04:28:20.1Z,2,REGULAR,substitution,out,[],1628373,,,1610612746,46,37,2023-01-11T04:28:27Z,2600000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M03.00S,2023-01-11T04:28:20.1Z,2,REGULAR,substitution,in,[],1630702,,,1610612746,46,37,2023-01-11T04:28:27Z,2610000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M03.00S,2023-01-11T04:28:41.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],202322,,,1610612746,47,37,2023-01-11T04:28:41Z,2620000,False,,,0,,J. Wall Free Throw 2 of 2 (5 PTS),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
265,PT05M45.00S,2023-01-11T04:29:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,12.00722733245729,50.73529411764706,1610612742,47,37,2023-01-11T04:29:05Z,2630000,False,-4.0,60.0,1,left,MISS C. Wood 6' floating Shot,[1626174],1610612742.0,DAL,floating,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
266,PT05M43.00S,2023-01-11T04:29:03.0Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,47,37,2023-01-11T04:29:05Z,2640000,False,,,0,,K. Leonard REBOUND (Off:0 Def:5),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,265.0,,,,,5.0,5.0,0.0,,,,,,,,,
267,PT05M38.00S,2023-01-11T04:29:07.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,72.9796320630749,79.65686274509804,1610612746,50,37,2023-01-11T04:29:19Z,2650000,False,148.0,201.0,1,right,N. Powell 25' 3PT running pullup (8 PTS) (J. Wall 1 AST),"[1626181, 202322]",1610612746.0,LAC,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.02,Made,8.0,,,J. Wall,202322.0,1.0,,,,,,,,,,,,
269,PT05M23.00S,2023-01-11T04:29:22.9Z,2,REGULAR,3pt,Jump Shot,[],203501,26.19908015768725,17.15686274509804,1610612742,50,40,2023-01-11T04:29:27Z,2670000,False,164.0,194.0,1,left,T. Hardaway Jr. 25' 3PT pullup (12 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.4,Made,12.0,,,,,,,,,,,,,,,,,
270,PT05M00.00S,2023-01-11T04:29:45.8Z,2,REGULAR,3pt,Jump Shot,[],202322,70.74572930354796,32.84313725490196,1610612746,50,40,2023-01-11T04:29:52Z,2680000,False,-86.0,222.0,1,right,MISS J. Wall 3PT,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Left Center,23.85,Missed,,,,,,,,,,,,,,,,,,
271,PT04M58.00S,2023-01-11T04:29:47.8Z,2,REGULAR,rebound,offensive,[],201587,,,1610612746,50,40,2023-01-11T04:29:52Z,2690000,False,,,0,,N. Batum REBOUND (Off:2 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Left Center,,,,270.0,,,,,3.0,1.0,2.0,,,,,,,,,
272,PT04M58.00S,2023-01-11T04:29:51.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201587,92.69053876478318,45.833333333333336,1610612746,50,40,2023-01-11T04:30:34Z,2700000,False,-21.0,16.0,1,right,MISS N. Batum Layup - blocked,"[201587, 1626174]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,Wood,1626174.0
273,PT04M58.00S,2023-01-11T04:29:51.1Z,2,REGULAR,block,,[],1626174,,,1610612746,50,40,2023-01-11T04:29:53Z,2710000,False,,,0,,C. Wood BLOCK (2 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
279,PT04M58.00S,2023-01-11T04:29:51.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,50,40,2023-01-11T04:30:34Z,2715000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,272.0,,,,,,,,,,,,,,,,
274,PT04M58.00S,2023-01-11T04:30:19.8Z,2,REGULAR,substitution,out,[],201587,,,1610612742,50,40,2023-01-11T04:30:33Z,2720000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M58.00S,2023-01-11T04:30:19.8Z,2,REGULAR,substitution,in,[],202694,,,1610612742,50,40,2023-01-11T04:30:33Z,2730000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M57.00S,2023-01-11T04:30:33.2Z,2,REGULAR,jumpball,recovered,[],203501,,,1610612742,50,40,2023-01-11T04:31:32Z,2740000,False,,,0,,Jump Ball C. Wood vs. T. Mann: Tip to T. Hardaway Jr.,"[203501, 1626174, 1629611]",1610612742.0,DAL,heldball,T. Hardaway Jr.,203501.0,Hardaway Jr.,T. Hardaway Jr.,Wood,1626174.0,Mann,1629611.0,,,,,,,,,,,,,,,,,,,,,,
280,PT04M50.00S,2023-01-11T04:30:42.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202694,,,1610612742,50,40,2023-01-11T04:31:06Z,2770000,False,,,0,,M. Morris Sr. personal FOUL (2 PF) (Wood 2 FT),"[202694, 1626174]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,,,,,1627962.0,,,,,,,,,,2.0,0.0,Wood,1626174.0,,
282,PT04M50.00S,2023-01-11T04:31:14.2Z,2,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,50,41,2023-01-11T04:31:14Z,2790000,False,,,0,,C. Wood Free Throw 1 of 2 (5 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
283,PT04M50.00S,2023-01-11T04:31:15.3Z,2,REGULAR,substitution,out,[],202322,,,1610612742,50,41,2023-01-11T04:31:20Z,2800000,False,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M50.00S,2023-01-11T04:31:15.3Z,2,REGULAR,substitution,in,[],203496,,,1610612742,50,41,2023-01-11T04:31:20Z,2810000,False,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M50.00S,2023-01-11T04:31:36.5Z,2,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,50,42,2023-01-11T04:31:36Z,2820000,False,,,0,,C. Wood Free Throw 2 of 2 (6 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
286,PT04M34.00S,2023-01-11T04:31:53.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,91.37647831800263,37.00980392156863,1610612746,52,42,2023-01-11T04:31:59Z,2830000,False,-65.0,29.0,1,right,N. Powell 7' driving floating bank Jump Shot (10 PTS) (R. Covington 3 AST),"[1626181, 203496]",1610612746.0,LAC,driving floating bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,7.1,Made,10.0,,,R. Covington,203496.0,3.0,,,,,,,,,,,,
288,PT04M21.00S,2023-01-11T04:32:07.1Z,2,REGULAR,3pt,Jump Shot,[],1630702,13.978318002628114,4.411764705882348,1610612742,52,42,2023-01-11T04:32:11Z,2850000,False,228.0,79.0,1,left,MISS J. Hardy 24' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,24.12,Missed,,,,,,,,,,,,,,,,,,
289,PT04M18.00S,2023-01-11T04:32:10.1Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,52,42,2023-01-11T04:32:11Z,2860000,False,,,0,,K. Leonard REBOUND (Off:0 Def:6),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,288.0,,,,,6.0,6.0,0.0,,,,,,,,,
290,PT04M03.00S,2023-01-11T04:32:25.2Z,2,REGULAR,2pt,Jump Shot,[],202695,91.37647831800263,74.50980392156863,1610612746,54,42,2023-01-11T04:32:29Z,2870000,False,123.0,29.0,1,right,K. Leonard 12' pullup Jump Shot (15 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,12.58,Made,15.0,,,,,,,,,,,,,,,,,
291,PT03M42.00S,2023-01-11T04:32:46.2Z,2,REGULAR,2pt,Jump Shot,[],1629029,10.82457293035479,78.18627450980392,1610612742,54,42,2023-01-11T04:32:53Z,2880000,False,-141.0,49.0,1,left,MISS L. Doncic 14' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,14.93,Missed,,,,,,,,,,,,,,,,,,
292,PT03M39.00S,2023-01-11T04:32:49.2Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,54,42,2023-01-11T04:32:53Z,2890000,False,,,0,,K. Leonard REBOUND (Off:0 Def:7),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,291.0,,,,,7.0,7.0,0.0,,,,,,,,,
293,PT03M30.00S,2023-01-11T04:32:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,86.38304862023654,39.4607843137255,1610612746,56,42,2023-01-11T04:33:01Z,2900000,False,-53.0,75.0,1,right,M. Morris Sr. 9' pullup Jump Shot (12 PTS) (N. Powell 1 AST),"[202694, 1626181]",1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Left,9.21,Made,12.0,,,N. Powell,1626181.0,1.0,,,,,,,,,,,,
295,PT03M30.00S,2023-01-11T04:33:04.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,56,42,2023-01-11T04:33:04Z,2920000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M30.00S,2023-01-11T04:35:34.1Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,56,42,2023-01-11T04:35:46Z,2930000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M30.00S,2023-01-11T04:35:34.1Z,2,REGULAR,substitution,in,[],203915,,,1610612742,56,42,2023-01-11T04:35:46Z,2940000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M07.00S,2023-01-11T04:36:13.9Z,2,REGULAR,turnover,lost ball,[],203493,,,1610612742,56,42,2023-01-11T04:36:19Z,2950000,False,,,0,,R. Bullock lost ball TURNOVER (2 TO),"[203493, 202695]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Leonard,202695.0,,,,,,
299,PT03M07.00S,2023-01-11T04:36:13.9Z,2,REGULAR,steal,,[],202695,,,1610612746,56,42,2023-01-11T04:36:16Z,2960000,False,,,0,,K. Leonard STEAL (2 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
300,PT03M01.00S,2023-01-11T04:36:20.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203496,89.4053876478318,96.07843137254902,1610612746,59,42,2023-01-11T04:36:33Z,2970000,False,230.0,47.0,1,right,R. Covington 3PT  (7 PTS) (K. Leonard 2 AST),"[203496, 202695]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,Right Corner 3,24+ Right,23.52,Made,7.0,,,K. Leonard,202695.0,2.0,,,,,,,,,,,,
302,PT02M38.00S,2023-01-11T04:36:45.8Z,2,REGULAR,foul,offensive,[],1626174,,,1610612742,59,42,2023-01-11T04:36:53Z,2990000,False,,,0,,C. Wood offensive FOUL (1 PF),"[1626174, 1629611]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Left,,,,,1627962.0,,,,,,,,,,1.0,0.0,Mann,1629611.0,,
304,PT02M38.00S,2023-01-11T04:36:45.8Z,2,REGULAR,turnover,offensive foul,[],1626174,,,1610612742,59,42,2023-01-11T04:36:45Z,3010000,False,,,0,,C. Wood offensive foul TURNOVER (2 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Left,,,,,1627962.0,,,,,,,2.0,,,,,,,,
306,PT02M18.00S,2023-01-11T04:37:33.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,66.40932982917215,59.068627450980394,1610612746,62,42,2023-01-11T04:38:45Z,3030000,False,45.0,263.0,1,right,N. Powell 26' 3PT pullup (13 PTS) (K. Leonard 3 AST),"[1626181, 202695]",1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,26.72,Made,13.0,,,K. Leonard,202695.0,3.0,,,,,,,,,,,,
308,PT01M59.00S,2023-01-11T04:37:51.2Z,2,REGULAR,3pt,Jump Shot,[],1629029,26.72470433639947,12.990196078431367,1610612742,62,45,2023-01-11T04:37:55Z,3050000,False,185.0,199.0,1,left,L. Doncic 27' 3PT  (12 PTS) (S. Dinwiddie 2 AST),"[1629029, 203915]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,27.15,Made,12.0,,,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,
310,PT01M36.00S,2023-01-11T04:38:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,90.45663600525624,50.49019607843137,1610612746,64,45,2023-01-11T04:38:26Z,3070000,False,2.0,37.0,1,right,N. Powell driving finger roll Layup (15 PTS) (M. Morris Sr. 1 AST),"[1626181, 202694]",1610612746.0,LAC,driving finger roll,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.73,Made,15.0,,,M. Morris Sr.,202694.0,1.0,,,,,,,,,,,,
312,PT01M36.00S,2023-01-11T04:38:21.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626174,,,1610612746,64,45,2023-01-11T04:38:34Z,3090000,False,,,0,,C. Wood shooting personal FOUL (2 PF) (Powell 1 FT),"[1626174, 1626181]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,2.0,0.0,Powell,1626181.0,,
314,PT01M36.00S,2023-01-11T04:38:51.1Z,2,REGULAR,substitution,out,[],202694,,,1610612746,64,45,2023-01-11T04:39:37Z,3110000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M36.00S,2023-01-11T04:38:51.1Z,2,REGULAR,substitution,in,[],201587,,,1610612746,64,45,2023-01-11T04:39:37Z,3120000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M36.00S,2023-01-11T04:39:10.1Z,2,REGULAR,freethrow,1 of 1,[],1626181,,,1610612746,65,45,2023-01-11T04:39:10Z,3130000,False,,,0,,N. Powell Free Throw 1 of 1 (16 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
318,PT01M18.00S,2023-01-11T04:39:33.2Z,2,REGULAR,3pt,Jump Shot,[],203493,20.811432325886997,92.15686274509804,1610612742,65,45,2023-01-11T04:39:39Z,3140000,False,-211.0,143.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
319,PT01M14.00S,2023-01-11T04:39:37.2Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,65,45,2023-01-11T04:39:39Z,3150000,False,,,0,,N. Batum REBOUND (Off:2 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,318.0,,,,,4.0,2.0,2.0,,,,,,,,,
320,PT00M56.10S,2023-01-11T04:39:56.5Z,2,REGULAR,2pt,Jump Shot,[],202695,85.85742444152432,23.039215686274503,1610612746,67,45,2023-01-11T04:40:00Z,3160000,False,-135.0,80.0,1,right,K. Leonard 15' step back Jump Shot (17 PTS),[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,15.7,Made,17.0,,,,,,,,,,,,,,,,,
321,PT00M48.90S,2023-01-11T04:40:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,9.510512483574246,51.22549019607843,1610612742,67,47,2023-01-11T04:40:14Z,3170000,False,-6.0,37.0,1,left,T. Hardaway Jr. driving finger roll Layup (14 PTS) (S. Dinwiddie 3 AST),"[203501, 203915]",1610612742.0,DAL,driving finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,3.74,Made,14.0,,,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,
323,PT00M33.20S,2023-01-11T04:40:24.7Z,2,REGULAR,3pt,Jump Shot,[],202695,71.27135348226018,75.73529411764706,1610612746,67,47,2023-01-11T04:40:29Z,3190000,False,129.0,218.0,1,right,MISS K. Leonard 25' step back 3PT,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
324,PT00M30.00S,2023-01-11T04:40:27.9Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,67,47,2023-01-11T04:40:29Z,3200000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,323.0,,,,,3.0,3.0,0.0,,,,,,,,,
325,PT00M16.60S,2023-01-11T04:40:41.3Z,2,REGULAR,3pt,Jump Shot,[],203493,7.802233902759525,3.67647058823529,1610612742,67,47,2023-01-11T04:40:45Z,3210000,False,232.0,21.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
326,PT00M13.30S,2023-01-11T04:40:44.6Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,67,47,2023-01-11T04:40:44Z,3220000,False,,,0,,N. Batum REBOUND (Off:2 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,325.0,,,,,5.0,3.0,2.0,,,,,,,,,
327,PT00M01.90S,2023-01-11T04:40:59.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626174,,,1610612746,67,47,2023-01-11T04:41:15Z,3230000,False,,,0,,C. Wood shooting personal FOUL (3 PF) (Batum 2 FT),"[1626174, 201587]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,1662.0,,,,,,,,,,3.0,0.0,Batum,201587.0,,
329,PT00M01.90S,2023-01-11T04:41:21.9Z,2,REGULAR,freethrow,1 of 2,[],201587,,,1610612746,68,47,2023-01-11T04:41:21Z,3250000,False,,,0,,N. Batum Free Throw 1 of 2 (1 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
330,PT00M01.90S,2023-01-11T04:41:36.7Z,2,REGULAR,freethrow,2 of 2,[],201587,,,1610612746,69,47,2023-01-11T04:41:36Z,3260000,False,,,0,,N. Batum Free Throw 2 of 2 (2 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
331,PT00M00.30S,2023-01-11T04:41:43.4Z,2,REGULAR,3pt,Jump Shot,[],1629029,61.67871222076216,89.95098039215686,1610612742,69,47,2023-01-11T04:42:14Z,3270000,False,-200.0,527.0,1,left,MISS L. Doncic 56' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,56.39,Missed,,,,,,,,,,,,,,,,,,
332,PT00M00.10S,2023-01-11T04:41:43.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,69,47,2023-01-11T04:42:14Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,331.0,,,,,,,,,,,,,,,,
333,PT00M00.00S,2023-01-11T04:41:49.0Z,2,REGULAR,period,end,[],0,,,1610612742,69,47,2023-01-11T04:41:49Z,3290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-01-11T04:56:41.5Z,3,REGULAR,substitution,out,['startperiod'],203496,,,1610612742,69,47,2023-01-11T04:56:56Z,3300000,False,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-01-11T04:56:41.5Z,3,REGULAR,substitution,out,['startperiod'],1626181,,,1610612742,69,47,2023-01-11T04:56:56Z,3310000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-01-11T04:56:41.5Z,3,REGULAR,substitution,out,['startperiod'],203493,,,1610612742,69,47,2023-01-11T04:56:56Z,3320000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-01-11T04:56:41.5Z,3,REGULAR,substitution,in,['startperiod'],202694,,,1610612742,69,47,2023-01-11T04:56:56Z,3330000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-01-11T04:56:41.5Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612742,69,47,2023-01-11T04:56:56Z,3340000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
