actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
337,PT11M03.00S,2023-03-06T04:27:43.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.37647831800263,48.0392156862745,1610612746,72,61,2023-03-06T04:27:46Z,3330000,False,-10.0,29.0,1,right,I. Zubac Hook (6 PTS) (R. Westbrook 3 AST),"[1627826, 201566]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,3.02,Made,6.0,,,,,,R. Westbrook,201566.0,3.0,,,,,,
339,PT11M00.00S,2023-03-06T04:27:50.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,72,61,2023-03-06T04:27:50Z,3350000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT10M49.00S,2023-03-06T04:31:21.3Z,3,REGULAR,3pt,Jump Shot,[],1626145,34.8718791064389,55.14705882352941,1610612763,72,64,2023-03-06T04:31:26Z,3360000,False,-26.0,275.0,1,left,T. Jones 27' 3PT  (8 PTS) (D. Roddy 2 AST),"[1626145, 1631223]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,27.65,Made,8.0,,,,,,D. Roddy,1631223.0,2.0,,,,,,
342,PT10M30.00S,2023-03-06T04:31:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,91.19579500657031,55.04365808823529,1610612746,72,64,2023-03-06T04:34:50Z,3380000,False,25.0,30.0,1,right,MISS P. George driving Layup - blocked,"[202331, 1630217]",1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,3.94,Missed,,,,,,,,,,,,,,Bane,1630217.0
343,PT10M30.00S,2023-03-06T04:31:41.0Z,3,REGULAR,block,,[],1630217,,,1610612746,72,64,2023-03-06T04:31:43Z,3390000,False,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
344,PT10M30.00S,2023-03-06T04:31:41.0Z,3,REGULAR,rebound,offensive,[],202331,,,1610612746,72,64,2023-03-06T04:31:47Z,3400000,False,,,0,,P. George REBOUND (Off:2 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,342.0,6.0,4.0,2.0,,
345,PT10M30.00S,2023-03-06T04:31:46.2Z,3,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612746,72,64,2023-03-06T04:31:52Z,3410000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (George 2 FT),"[1630217, 202331]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,George,202331.0,,,,,,,,,
347,PT10M30.00S,2023-03-06T04:32:11.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202331,,,1610612746,73,64,2023-03-06T04:32:11Z,3430000,False,,,0,,P. George Free Throw 1 of 2 (23 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,
348,PT10M30.00S,2023-03-06T04:32:26.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202331,,,1610612746,74,64,2023-03-06T04:32:26Z,3440000,False,,,0,,P. George Free Throw 2 of 2 (24 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
349,PT10M14.00S,2023-03-06T04:32:46.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,11.300919842312751,49.854473039215684,1610612763,74,66,2023-03-06T04:36:34Z,3450000,False,1.0,54.0,1,left,X. Tillman floating Jump Shot (13 PTS) (D. Roddy 3 AST),"[1630214, 1631223]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,5.37,Made,13.0,,,,,,D. Roddy,1631223.0,3.0,,,,,,
351,PT10M14.00S,2023-03-06T04:32:54.4Z,3,REGULAR,foul,personal,['1freethrow'],201587,,,1610612763,74,66,2023-03-06T04:36:03Z,3470000,False,,,0,,N. Batum away-from-play personal FOUL (1 PF) (Jackson Jr. 1 FT),"[201587, 1628991]",1610612746.0,LAC,away-from-play,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
355,PT10M14.00S,2023-03-06T04:34:40.5Z,3,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,74,66,2023-03-06T04:35:45Z,3510000,False,,,0,,MISS J. Jackson Jr. away-from-play Free Throw 1 of 1,[1628991],1610612763.0,MEM,away-from-play,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
356,PT10M11.00S,2023-03-06T04:34:43.5Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,74,66,2023-03-06T04:34:43Z,3520000,False,,,0,,N. Batum REBOUND (Off:1 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,355.0,3.0,2.0,1.0,,
357,PT09M59.00S,2023-03-06T04:34:53.9Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612746,74,66,2023-03-06T04:35:04Z,3530000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1628991]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,2.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,
358,PT09M59.00S,2023-03-06T04:34:53.9Z,3,REGULAR,steal,,[],1628991,,,1610612763,74,66,2023-03-06T04:34:56Z,3540000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT09M54.00S,2023-03-06T04:34:59.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628991,30.14126149802891,18.627450980392155,1610612763,74,69,2023-03-06T04:37:45Z,3550000,False,157.0,231.0,1,left,J. Jackson Jr. 27' 3PT running (11 PTS) (T. Jones 6 AST),"[1628991, 1626145]",1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,27.91,Made,11.0,,,,,,T. Jones,1626145.0,6.0,,,,,,
361,PT09M32.00S,2023-03-06T04:35:20.8Z,3,REGULAR,2pt,Jump Shot,[],201566,78.89290407358739,37.00980392156863,1610612746,76,69,2023-03-06T04:38:12Z,3570000,False,-65.0,146.0,1,right,R. Westbrook 15' pullup Jump Shot (4 PTS),[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,15.97,Made,4.0,,,,,,,,,,,,,,
362,PT09M28.00S,2023-03-06T04:35:33.1Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612763,76,69,2023-03-06T04:35:39Z,3580000,False,,,0,,R. Westbrook shooting personal FOUL (3 PF) (Jones 2 FT),"[201566, 1626145]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,202901.0,3.0,0.0,Jones,1626145.0,,,,,,,,,
364,PT09M28.00S,2023-03-06T04:35:53.2Z,3,REGULAR,freethrow,1 of 2,[],1626145,,,1610612763,76,70,2023-03-06T04:35:53Z,3600000,False,,,0,,T. Jones Free Throw 1 of 2 (9 PTS),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
365,PT09M28.00S,2023-03-06T04:36:08.5Z,3,REGULAR,freethrow,2 of 2,[],1626145,,,1610612763,76,71,2023-03-06T04:36:08Z,3610000,False,,,0,,T. Jones Free Throw 2 of 2 (10 PTS),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
366,PT09M05.00S,2023-03-06T04:36:32.4Z,3,REGULAR,3pt,Jump Shot,[],202331,91.50788436268068,97.05882352941177,1610612746,79,71,2023-03-06T04:36:37Z,3620000,False,235.0,27.0,1,right,P. George 3PT  (27 PTS) (K. Leonard 3 AST),"[202331, 202695]",1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,,23.69,Made,27.0,,,,,,K. Leonard,202695.0,3.0,,,,,,
368,PT08M54.00S,2023-03-06T04:36:43.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,9.116294349540084,54.411764705882355,1610612763,79,71,2023-03-06T04:41:47Z,3640000,False,-22.0,33.0,1,left,MISS D. Roddy cutting Layup,[1631223],1610612763.0,MEM,cutting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,3.99,Missed,,,,,,,,,,,,,,,
370,PT08M50.00S,2023-03-06T04:36:47.4Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,79,71,2023-03-06T04:36:48Z,3660000,False,,,0,,I. Zubac REBOUND (Off:3 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,368.0,8.0,5.0,3.0,,
371,PT08M41.00S,2023-03-06T04:37:03.0Z,3,REGULAR,foul,personal,[],1628991,,,1610612746,79,71,2023-03-06T04:37:08Z,3670000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1627826]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202901.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
373,PT08M36.00S,2023-03-06T04:37:18.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,80.86399474375821,62.99019607843137,1610612746,79,71,2023-03-06T04:37:23Z,3690000,False,65.0,127.0,1,right,MISS K. Leonard 14' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,14.3,Missed,,,,,,,,,,,,,,,
374,PT08M32.00S,2023-03-06T04:37:22.9Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,79,71,2023-03-06T04:37:23Z,3700000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,373.0,3.0,3.0,0.0,,
375,PT08M26.00S,2023-03-06T04:37:29.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,7.933639947437584,52.205882352941174,1610612763,79,73,2023-03-06T04:43:13Z,3710000,False,-11.0,22.0,1,left,J. Jackson Jr. cutting DUNK (13 PTS) (D. Bane 5 AST),"[1628991, 1630217]",1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,2.47,Made,13.0,,,,,,D. Bane,1630217.0,5.0,,,,,,
377,PT08M26.00S,2023-03-06T04:37:34.0Z,3,REGULAR,foul,personal,['1freethrow'],202331,,,1610612763,79,73,2023-03-06T04:37:41Z,3730000,False,,,0,,P. George shooting personal FOUL (4 PF) (Jackson Jr. 1 FT),"[202331, 1628991]",1610612746.0,LAC,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,4.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
379,PT08M26.00S,2023-03-06T04:37:56.9Z,3,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,79,74,2023-03-06T04:37:56Z,3750000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (14 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
380,PT08M15.00S,2023-03-06T04:38:12.7Z,3,REGULAR,turnover,bad pass,[],202695,,,1610612746,79,74,2023-03-06T04:38:21Z,3760000,False,,,0,,K. Leonard bad pass TURNOVER (3 TO),"[202695, 1626145]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,3.0,Jones,1626145.0,,,,,,,,,,,,,,,,,
381,PT08M15.00S,2023-03-06T04:38:12.7Z,3,REGULAR,steal,,[],1626145,,,1610612763,79,74,2023-03-06T04:38:14Z,3770000,False,,,0,,T. Jones STEAL (3 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
382,PT08M10.00S,2023-03-06T04:38:17.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,7.145203679369246,51.470588235294116,1610612763,79,76,2023-03-06T04:38:24Z,3780000,False,-7.0,15.0,1,left,D. Bane running Layup (14 PTS) (T. Jones 7 AST),"[1630217, 1626145]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,1.65,Made,14.0,,,,,,T. Jones,1626145.0,7.0,,,,,,
384,PT08M01.00S,2023-03-06T04:38:25.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202695,92.0335085413929,49.26470588235294,1610612746,81,76,2023-03-06T04:45:14Z,3800000,False,-4.0,22.0,1,right,K. Leonard cutting DUNK (16 PTS) (R. Westbrook 4 AST),"[202695, 201566]",1610612746.0,LAC,cutting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,2.27,Made,16.0,,,,,,R. Westbrook,201566.0,4.0,,,,,,
386,PT07M45.00S,2023-03-06T04:38:41.6Z,3,REGULAR,3pt,Jump Shot,[],1630217,28.43298291721419,18.627450980392155,1610612763,81,79,2023-03-06T04:45:41Z,3820000,False,157.0,215.0,1,left,D. Bane 26' 3PT step back (17 PTS) (T. Jones 8 AST),"[1630217, 1626145]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,26.6,Made,17.0,,,,,,T. Jones,1626145.0,8.0,,,,,,
388,PT07M31.00S,2023-03-06T04:38:56.4Z,3,REGULAR,3pt,Jump Shot,[],201587,66.40932982917215,51.96078431372549,1610612746,81,79,2023-03-06T04:39:00Z,3840000,False,10.0,263.0,1,right,MISS N. Batum 26' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,26.35,Missed,,,,,,,,,,,,,,,
389,PT07M28.00S,2023-03-06T04:38:58.5Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,81,79,2023-03-06T04:38:58Z,3850000,False,,,0,,I. Zubac REBOUND (Off:4 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,388.0,9.0,5.0,4.0,,
390,PT07M26.00S,2023-03-06T04:39:00.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202331,71.92838370565046,82.59803921568627,1610612746,84,79,2023-03-06T04:46:42Z,3860000,False,163.0,211.0,1,right,P. George 26' 3PT step back (30 PTS) (I. Zubac 2 AST),"[202331, 1627826]",1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,26.69,Made,30.0,,,,,,I. Zubac,1627826.0,2.0,,,,,,
393,PT07M06.00S,2023-03-06T04:39:37.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,12.401445466491452,49.01960784313726,1610612763,84,81,2023-03-06T04:39:55Z,3890000,False,5.0,64.0,1,left,T. Jones 6' driving floating Jump Shot (12 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,6.43,Made,12.0,,,,,,,,,,,,,,
394,PT06M50.00S,2023-03-06T04:39:52.1Z,3,REGULAR,3pt,Jump Shot,[],201566,76.26478318002628,88.23529411764706,1610612746,84,81,2023-03-06T04:40:07Z,3900000,False,191.0,171.0,1,right,MISS R. Westbrook 25' 3PT,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,25.62,Missed,,,,,,,,,,,,,,,
395,PT06M50.00S,2023-03-06T04:39:52.1Z,3,REGULAR,rebound,defensive,[],1631223,,,1610612763,84,81,2023-03-06T04:40:21Z,3910000,False,,,0,,D. Roddy REBOUND (Off:0 Def:2),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,394.0,2.0,2.0,0.0,,
396,PT06M38.00S,2023-03-06T04:40:07.3Z,3,REGULAR,3pt,Jump Shot,[],1628991,27.11892247043363,83.82352941176471,1610612763,84,84,2023-03-06T04:40:15Z,3920000,False,-169.0,202.0,1,left,J. Jackson Jr. 26' 3PT  (17 PTS) (D. Bane 6 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.37,Made,17.0,,,,,,D. Bane,1630217.0,6.0,,,,,,
398,PT06M38.00S,2023-03-06T04:40:39.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,84,84,2023-03-06T04:40:39Z,3940000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M38.00S,2023-03-06T04:42:48.9Z,3,REGULAR,substitution,out,[],1630217,,,1610612746,84,84,2023-03-06T04:43:28Z,3950000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M38.00S,2023-03-06T04:42:48.9Z,3,REGULAR,substitution,in,[],1628379,,,1610612746,84,84,2023-03-06T04:43:28Z,3960000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M23.00S,2023-03-06T04:43:46.8Z,3,REGULAR,3pt,Jump Shot,[],202695,93.74178712220763,3.1862745098039227,1610612746,84,84,2023-03-06T04:43:50Z,3970000,False,-234.0,6.0,1,right,MISS K. Leonard 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,23.42,Missed,,,,,,,,,,,,,,,
402,PT06M20.00S,2023-03-06T04:43:49.8Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612763,84,84,2023-03-06T04:43:50Z,3980000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,401.0,2.0,2.0,0.0,,
403,PT06M17.00S,2023-03-06T04:43:52.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,31.45532194480947,70.34313725490196,1610612763,84,87,2023-03-06T04:43:59Z,3990000,False,-102.0,243.0,1,left,T. Jones 26' 3PT running pullup (15 PTS),[1626145],1610612763.0,MEM,running pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,26.36,Made,15.0,,,,,,,,,,,,,,
404,PT05M53.00S,2023-03-06T04:44:21.4Z,3,REGULAR,foul,personal,[],1631223,,,1610612746,84,87,2023-03-06T04:44:38Z,4000000,False,,,0,,D. Roddy personal FOUL (3 PF),"[1631223, 202331]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,3.0,0.0,George,202331.0,,,,,,,,,
406,PT05M53.00S,2023-03-06T04:44:29.3Z,3,REGULAR,substitution,out,[],201566,,,1610612746,84,87,2023-03-06T04:44:36Z,4020000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M53.00S,2023-03-06T04:44:29.3Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,84,87,2023-03-06T04:44:36Z,4030000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M53.00S,2023-03-06T04:44:29.3Z,3,REGULAR,substitution,in,[],203486,,,1610612746,84,87,2023-03-06T04:44:36Z,4040000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M53.00S,2023-03-06T04:44:29.3Z,3,REGULAR,substitution,in,[],201569,,,1610612746,84,87,2023-03-06T04:44:36Z,4050000,False,,,0,,SUB in: E. Gordon,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M43.00S,2023-03-06T04:44:54.2Z,3,REGULAR,turnover,bad pass,[],201569,,,1610612746,84,87,2023-03-06T04:44:57Z,4060000,False,,,0,,E. Gordon bad pass TURNOVER (1 TO),"[201569, 1630214]",1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,1.0,Tillman,1630214.0,,,,,,,,,,,,,,,,,
411,PT05M43.00S,2023-03-06T04:44:54.2Z,3,REGULAR,steal,,[],1630214,,,1610612763,84,87,2023-03-06T04:44:55Z,4070000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
412,PT05M41.00S,2023-03-06T04:44:58.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630214,8.196452036793687,50.245098039215684,1610612763,84,87,2023-03-06T04:50:03Z,4080000,False,-1.0,25.0,1,left,MISS X. Tillman running Layup,[1630214],1610612763.0,MEM,running,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,,,,,,,,,,,,,,
413,PT05M40.00S,2023-03-06T04:44:59.7Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,84,87,2023-03-06T04:50:03Z,4090000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,412.0,4.0,3.0,1.0,,
414,PT05M38.00S,2023-03-06T04:45:05.1Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628991,5.590000152587891,50.0,1610612763,84,89,2023-03-06T04:50:09Z,4100000,False,0.0,0.0,1,left,J. Jackson Jr. tip DUNK (19 PTS),[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,0.0,Made,19.0,,,,,,,,,,,,,,
415,PT05M19.00S,2023-03-06T04:45:17.6Z,3,REGULAR,3pt,Jump Shot,[],202331,74.81931668856767,17.15686274509804,1610612746,84,89,2023-03-06T04:45:24Z,4110000,False,-164.0,184.0,1,right,MISS P. George 24' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,24.68,Missed,,,,,,,,,,,,,,,
416,PT05M15.00S,2023-03-06T04:45:21.6Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,84,89,2023-03-06T04:45:24Z,4120000,False,,,0,,X. Tillman REBOUND (Off:0 Def:5),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,415.0,5.0,5.0,0.0,,
417,PT05M07.00S,2023-03-06T04:45:29.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,15.55519053876479,51.470588235294116,1610612763,84,91,2023-03-06T04:51:01Z,4130000,False,-7.0,94.0,1,left,T. Jones 9' driving floating Jump Shot (17 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,9.4,Made,17.0,,,,,,,,,,,,,,
418,PT04M51.00S,2023-03-06T04:45:46.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,80.20696452036793,63.48039215686275,1610612746,84,91,2023-03-06T04:51:44Z,4140000,False,67.0,134.0,1,right,MISS K. Leonard 14' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,14.96,Missed,,,,,,,,,,,,,,,
419,PT04M48.00S,2023-03-06T04:45:49.0Z,3,REGULAR,rebound,defensive,[],1631223,,,1610612763,84,91,2023-03-06T04:45:51Z,4150000,False,,,0,,D. Roddy REBOUND (Off:0 Def:3),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,418.0,3.0,3.0,0.0,,
420,PT04M36.00S,2023-03-06T04:46:01.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,16.869250985545335,53.67647058823529,1610612763,84,91,2023-03-06T04:46:43Z,4160000,False,-18.0,106.0,1,left,MISS X. Tillman 10' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,10.77,Missed,,,,,,,,,,,,,,,
421,PT04M36.00S,2023-03-06T04:46:01.3Z,3,REGULAR,rebound,defensive,[],203486,,,1610612746,84,91,2023-03-06T04:46:43Z,4170000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,420.0,5.0,3.0,2.0,,
422,PT04M29.00S,2023-03-06T04:46:12.1Z,3,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612746,84,91,2023-03-06T04:46:19Z,4180000,False,,,0,,D. Roddy shooting personal FOUL (4 PF) (George 2 FT),"[1631223, 202331]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1193.0,4.0,0.0,George,202331.0,,,,,,,,,
424,PT04M29.00S,2023-03-06T04:46:37.4Z,3,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,85,91,2023-03-06T04:46:37Z,4200000,False,,,0,,P. George Free Throw 1 of 2 (31 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,31.0,,,,,,,,,,,,,,
425,PT04M29.00S,2023-03-06T04:46:38.6Z,3,REGULAR,substitution,out,[],201587,,,1610612746,85,91,2023-03-06T04:46:53Z,4210000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
