actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
83,PT05M26.00S,2023-03-06T03:28:03.6Z,1,REGULAR,substitution,in,[],203486,,,1610612763,13,19,2023-03-06T03:28:36Z,830000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M26.00S,2023-03-06T03:28:03.6Z,1,REGULAR,substitution,in,[],201587,,,1610612763,13,19,2023-03-06T03:28:36Z,840000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M26.00S,2023-03-06T03:28:03.6Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,13,19,2023-03-06T03:28:36Z,850000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M26.00S,2023-03-06T03:28:03.6Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,13,19,2023-03-06T03:28:36Z,860000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M26.00S,2023-03-06T03:28:03.6Z,1,REGULAR,substitution,out,[],201566,,,1610612763,13,19,2023-03-06T03:28:51Z,865000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M26.00S,2023-03-06T03:28:03.6Z,1,REGULAR,substitution,in,[],201569,,,1610612763,13,19,2023-03-06T03:28:51Z,867500,False,,,0,,SUB in: E. Gordon,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M26.00S,2023-03-06T03:28:39.5Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,13,20,2023-03-06T03:28:39Z,870000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (4 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
91,PT05M09.00S,2023-03-06T03:28:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,8.459264126149804,50.245098039215684,1610612746,15,20,2023-03-06T03:48:34Z,890000,False,-1.0,27.0,1,left,M. Plumlee DUNK (2 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,2.7,Made,2.0,,,,,,,,,,,,,,
93,PT04M52.00S,2023-03-06T03:29:13.4Z,1,REGULAR,3pt,Jump Shot,[],1630583,96.1892247043364,4.633884803921575,1610612763,15,20,2023-03-06T03:29:17Z,910000,False,-227.0,-17.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,,,,22.74,Missed,,,,,,,,,,,,,,,
94,PT04M50.00S,2023-03-06T03:29:15.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,15,20,2023-03-06T03:29:17Z,920000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,93.0,1.0,1.0,0.0,,
95,PT04M46.00S,2023-03-06T03:29:21.4Z,1,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612746,15,20,2023-03-06T03:29:27Z,930000,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Leonard 2 FT),"[1630583, 202695]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202901.0,1.0,0.0,Leonard,202695.0,,,,,,,,,
97,PT04M46.00S,2023-03-06T03:29:47.9Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,16,20,2023-03-06T03:29:48Z,950000,False,,,0,,K. Leonard Free Throw 1 of 2 (6 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
98,PT04M46.00S,2023-03-06T03:30:04.0Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,17,20,2023-03-06T03:30:04Z,960000,False,,,0,,K. Leonard Free Throw 2 of 2 (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
99,PT04M28.00S,2023-03-06T03:30:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,91.24507227332458,46.07843137254902,1610612763,17,20,2023-03-06T03:33:13Z,970000,False,-20.0,30.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,3.57,Missed,,,,,,,,,,,,,,,
100,PT04M26.00S,2023-03-06T03:30:26.8Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,17,20,2023-03-06T03:30:28Z,980000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,99.0,2.0,2.0,0.0,,
101,PT04M18.00S,2023-03-06T03:30:34.3Z,1,REGULAR,turnover,bad pass,[],201587,,,1610612746,17,20,2023-03-06T03:30:38Z,990000,False,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 1626145]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Left,1.0,Jones,1626145.0,,,,,,,,,,,,,,,,,
102,PT04M18.00S,2023-03-06T03:30:34.3Z,1,REGULAR,steal,,[],1626145,,,1610612763,17,20,2023-03-06T03:30:36Z,1000000,False,,,0,,T. Jones STEAL (2 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
103,PT04M15.00S,2023-03-06T03:30:38.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631223,92.95335085413929,47.30392156862745,1610612763,17,22,2023-03-06T03:33:43Z,1010000,False,-13.0,14.0,1,right,D. Roddy running DUNK (8 PTS) (T. Jones 3 AST),"[1631223, 1626145]",1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,1.92,Made,8.0,,,,,,T. Jones,1626145.0,3.0,,,,,,
105,PT03M54.00S,2023-03-06T03:30:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,10.118265440210251,44.93336397058824,1610612746,19,22,2023-03-06T03:31:07Z,1030000,False,25.0,43.0,1,left,E. Gordon driving bank Jump Shot (2 PTS),[201569],1610612746.0,LAC,driving bank,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,4.95,Made,2.0,,,,,,,,,,,,,,
106,PT03M45.00S,2023-03-06T03:31:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,91.37647831800263,45.34313725490197,1610612763,19,22,2023-03-06T03:31:12Z,1040000,False,-23.0,29.0,1,right,MISS T. Jones driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,3.69,Missed,,,,,,,,,,,,,,,
107,PT03M42.00S,2023-03-06T03:31:11.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,19,22,2023-03-06T03:31:11Z,1050000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,106.0,3.0,3.0,0.0,,
108,PT03M33.00S,2023-03-06T03:31:20.7Z,1,REGULAR,2pt,Jump Shot,[],202331,6.619579500657039,67.15686274509804,1610612746,21,22,2023-03-06T03:31:27Z,1060000,False,-86.0,10.0,1,left,P. George 8' turnaround Jump Shot (8 PTS) (M. Plumlee 1 AST),"[202331, 203486]",1610612746.0,LAC,turnaround,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,8.63,Made,8.0,,,,,,M. Plumlee,203486.0,1.0,,,,,,
110,PT03M33.00S,2023-03-06T03:31:27.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,21,22,2023-03-06T03:31:27Z,1080000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M33.00S,2023-03-06T03:34:32.3Z,1,REGULAR,substitution,out,[],202331,,,1610612763,21,22,2023-03-06T03:34:45Z,1090000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M33.00S,2023-03-06T03:34:32.3Z,1,REGULAR,substitution,in,[],1629611,,,1610612763,21,22,2023-03-06T03:34:45Z,1100000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M14.00S,2023-03-06T03:35:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,81.47174770039422,51.69270833333333,1610612763,21,22,2023-03-06T03:35:59Z,1110000,False,8.0,122.0,1,right,MISS S. Aldama 12' turnaround fadeaway Shot,[1630583],1610612763.0,MEM,turnaround fadeaway,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,12.2,Missed,,,,,,,,,,,,,,,
114,PT03M12.00S,2023-03-06T03:35:03.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,21,22,2023-03-06T03:35:05Z,1120000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,113.0,1.0,1.0,0.0,,
115,PT02M50.00S,2023-03-06T03:35:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,10.430354796320628,47.79411764705882,1610612746,23,22,2023-03-06T03:36:43Z,1130000,False,11.0,46.0,1,left,E. Gordon driving finger roll Layup (4 PTS),[201569],1610612746.0,LAC,driving finger roll,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,4.68,Made,4.0,,,,,,,,,,,,,,
116,PT02M38.00S,2023-03-06T03:35:38.3Z,1,REGULAR,3pt,Jump Shot,[],1629723,86.64586070959264,97.30392156862744,1610612763,23,25,2023-03-06T03:35:45Z,1140000,False,237.0,73.0,1,right,J. Konchar 24' 3PT  (3 PTS) (D. Roddy 1 AST),"[1629723, 1631223]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,,24.75,Made,3.0,,,,,,D. Roddy,1631223.0,1.0,,,,,,
118,PT02M16.00S,2023-03-06T03:35:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203486,18.7089356110381,36.76470588235294,1610612746,23,25,2023-03-06T03:38:34Z,1160000,False,66.0,123.0,1,left,MISS M. Plumlee 14' pullup Shot,[203486],1610612746.0,LAC,pullup,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,14.0,Missed,,,,,,,,,,,,,,,
119,PT02M15.00S,2023-03-06T03:36:01.3Z,1,REGULAR,rebound,offensive,[],203486,,,1610612746,23,25,2023-03-06T03:36:01Z,1170000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,118.0,2.0,1.0,1.0,,
120,PT02M09.00S,2023-03-06T03:36:06.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201587,8.327858081471746,4.656862745098039,1610612746,23,25,2023-03-06T03:36:13Z,1180000,False,227.0,26.0,1,left,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,22.82,Missed,,,,,,,,,,,,,,,
121,PT02M03.00S,2023-03-06T03:36:12.6Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,23,25,2023-03-06T03:36:13Z,1190000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,
122,PT01M55.00S,2023-03-06T03:36:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,82.9664914586071,58.088235294117645,1610612763,23,25,2023-03-06T03:36:26Z,1200000,False,40.0,108.0,1,right,MISS J. Jackson Jr. 11' floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,11.49,Missed,,,,,,,,,,,,,,,
123,PT01M52.00S,2023-03-06T03:36:23.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,23,25,2023-03-06T03:36:26Z,1210000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,122.0,1.0,1.0,0.0,,
124,PT01M46.00S,2023-03-06T03:36:30.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,27.38173455978975,22.058823529411768,1610612746,23,25,2023-03-06T03:39:51Z,1220000,False,140.0,205.0,1,left,MISS K. Leonard 24' running 3PT,[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,24.8,Missed,,,,,,,,,,,,,,,
125,PT01M42.00S,2023-03-06T03:36:33.3Z,1,REGULAR,rebound,offensive,[],201587,,,1610612746,23,25,2023-03-06T03:36:33Z,1230000,False,,,0,,N. Batum REBOUND (Off:1 Def:0),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,124.0,1.0,0.0,1.0,,
126,PT01M41.00S,2023-03-06T03:36:35.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,21.994086727989497,93.62745098039215,1610612746,26,25,2023-03-06T03:40:40Z,1240000,False,-218.0,154.0,1,left,T. Mann 26' 3PT pullup (3 PTS) (N. Batum 1 AST),"[1629611, 201587]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,26.71,Made,3.0,,,,,,N. Batum,201587.0,1.0,,,,,,
128,PT01M40.00S,2023-03-06T03:36:47.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,26,25,2023-03-06T03:36:47Z,1260000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M40.00S,2023-03-06T03:37:53.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,26,25,2023-03-06T03:38:07Z,1270000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M40.00S,2023-03-06T03:37:53.2Z,1,REGULAR,substitution,out,[],1626145,,,1610612763,26,25,2023-03-06T03:38:07Z,1280000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M40.00S,2023-03-06T03:37:53.2Z,1,REGULAR,substitution,out,[],1631223,,,1610612763,26,25,2023-03-06T03:38:07Z,1290000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M40.00S,2023-03-06T03:37:53.2Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,26,25,2023-03-06T03:38:07Z,1300000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2023-03-06T03:37:53.2Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,26,25,2023-03-06T03:38:07Z,1310000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M40.00S,2023-03-06T03:37:53.2Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,26,25,2023-03-06T03:38:07Z,1320000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M27.00S,2023-03-06T03:38:21.6Z,1,REGULAR,turnover,bad pass,[],1630214,,,1610612763,26,25,2023-03-06T03:38:25Z,1330000,False,,,0,,X. Tillman bad pass TURNOVER (1 TO),"[1630214, 201587]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,8-16 Right,1.0,Batum,201587.0,,,,,,,,,,,,,,,,,
136,PT01M27.00S,2023-03-06T03:38:21.6Z,1,REGULAR,steal,,[],201587,,,1610612746,26,25,2023-03-06T03:38:23Z,1340000,False,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
137,PT01M15.00S,2023-03-06T03:38:33.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203486,10.298948751642584,54.65686274509804,1610612746,28,25,2023-03-06T03:42:17Z,1350000,False,-23.0,44.0,1,left,M. Plumlee turnaround Hook (4 PTS) (T. Mann 1 AST),"[203486, 1629611]",1610612746.0,LAC,turnaround,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,5.01,Made,4.0,,,,,,T. Mann,1629611.0,1.0,,,,,,
139,PT00M55.30S,2023-03-06T03:38:55.4Z,1,REGULAR,3pt,Jump Shot,[],1628379,67.46057818659658,38.23529411764706,1610612763,28,28,2023-03-06T03:38:59Z,1370000,False,-59.0,253.0,1,right,L. Kennard 26' 3PT  (3 PTS) (D. Bane 2 AST),"[1628379, 1630217]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,26.01,Made,3.0,,,,,,D. Bane,1630217.0,2.0,,,,,,
141,PT00M33.10S,2023-03-06T03:39:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,8.722076215505908,48.0392156862745,1610612746,30,28,2023-03-06T03:39:25Z,1390000,False,10.0,29.0,1,left,M. Plumlee Layup (6 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,3.11,Made,6.0,,,,,,,,,,,,,,
142,PT00M11.70S,2023-03-06T03:39:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,83.36070959264126,62.745098039215684,1610612763,30,28,2023-03-06T03:44:28Z,1400000,False,64.0,104.0,1,right,MISS X. Tillman 12' driving floating Shot,[1630214],1610612763.0,MEM,driving floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Right,,,,12.19,Missed,,,,,,,,,,,,,,,
143,PT00M09.20S,2023-03-06T03:39:46.8Z,1,REGULAR,rebound,defensive,[],201569,,,1610612746,30,28,2023-03-06T03:39:46Z,1410000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,142.0,1.0,1.0,0.0,,
144,PT00M01.20S,2023-03-06T03:39:57.8Z,1,REGULAR,3pt,Jump Shot,[],201587,30.798291721419176,74.50980392156863,1610612746,30,28,2023-03-06T03:40:28Z,1420000,False,-123.0,237.0,1,left,MISS N. Batum 26' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,26.68,Missed,,,,,,,,,,,,,,,
145,PT00M01.00S,2023-03-06T03:39:58.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,30,28,2023-03-06T03:40:28Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,144.0,,,,,
146,PT00M00.00S,2023-03-06T03:40:00.6Z,1,REGULAR,period,end,[],0,,,1610612746,30,28,2023-03-06T03:40:00Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-03-06T03:42:56.3Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,30,28,2023-03-06T03:43:23Z,1450000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-03-06T03:42:56.3Z,2,REGULAR,substitution,out,['startperiod'],1629723,,,1610612746,30,28,2023-03-06T03:43:23Z,1460000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-03-06T03:42:56.3Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612746,30,28,2023-03-06T03:43:23Z,1470000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-03-06T03:42:56.3Z,2,REGULAR,substitution,in,['startperiod'],1630533,,,1610612746,30,28,2023-03-06T03:43:23Z,1480000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-03-06T03:43:35.7Z,2,REGULAR,period,start,[],0,,,1610612763,30,28,2023-03-06T03:43:35Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M47.00S,2023-03-06T03:43:48.0Z,2,REGULAR,3pt,Jump Shot,[],1630217,69.56307490144546,70.09803921568627,1610612763,30,31,2023-03-06T03:43:53Z,1500000,False,100.0,234.0,1,right,D. Bane 25' 3PT  (6 PTS) (X. Tillman 1 AST),"[1630217, 1630214]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,25.43,Made,6.0,,,,,,X. Tillman,1630214.0,1.0,,,,,,
154,PT11M28.00S,2023-03-06T03:44:06.0Z,2,REGULAR,2pt,Jump Shot,[],1629611,13.32128777923785,21.32352941176471,1610612746,32,31,2023-03-06T03:47:16Z,1520000,False,143.0,73.0,1,left,T. Mann 16' pullup Jump Shot (5 PTS) (M. Plumlee 2 AST),"[1629611, 203486]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,16.08,Made,5.0,,,,,,M. Plumlee,203486.0,2.0,,,,,,
156,PT11M11.00S,2023-03-06T03:44:23.6Z,2,REGULAR,turnover,lost ball,[],1630214,,,1610612763,32,31,2023-03-06T03:44:30Z,1540000,False,,,0,,X. Tillman lost ball TURNOVER (2 TO),"[1630214, 203486]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,2.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,
157,PT11M11.00S,2023-03-06T03:44:23.6Z,2,REGULAR,steal,,[],203486,,,1610612746,32,31,2023-03-06T03:44:28Z,1550000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT11M02.00S,2023-03-06T03:44:31.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201569,26.72470433639947,13.725490196078425,1610612746,35,31,2023-03-06T03:48:00Z,1560000,False,181.0,199.0,1,left,E. Gordon 26' 3PT running (7 PTS) (R. Westbrook 1 AST),"[201569, 201566]",1610612746.0,LAC,running,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,26.9,Made,7.0,,,,,,R. Westbrook,201566.0,1.0,,,,,,
160,PT10M46.00S,2023-03-06T03:44:49.2Z,2,REGULAR,turnover,lost ball,[],1628379,,,1610612763,35,31,2023-03-06T03:44:53Z,1580000,False,,,0,,L. Kennard lost ball TURNOVER (1 TO),"[1628379, 1629611]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Center,1.0,Mann,1629611.0,,,,,,,,,,,,,,,,,
161,PT10M46.00S,2023-03-06T03:44:49.2Z,2,REGULAR,steal,,[],1629611,,,1610612746,35,31,2023-03-06T03:44:51Z,1590000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
162,PT10M29.00S,2023-03-06T03:45:05.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201587,7.670827858081481,54.16666666666667,1610612746,35,31,2023-03-06T03:45:16Z,1600000,False,-21.0,20.0,1,left,MISS N. Batum reverse Layup,[201587],1610612746.0,LAC,reverse,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,2.86,Missed,,,,,,,,,,,,,,,
163,PT10M29.00S,2023-03-06T03:45:05.1Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,35,31,2023-03-06T03:45:16Z,1610000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,162.0,1.0,1.0,0.0,,
164,PT10M15.00S,2023-03-06T03:45:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.03547963206307,44.95251225490197,1610612763,35,33,2023-03-06T03:49:58Z,1620000,False,-25.0,13.0,1,right,D. Bane cutting Layup (8 PTS) (X. Tillman 2 AST),"[1630217, 1630214]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,2.84,Made,8.0,,,,,,X. Tillman,1630214.0,2.0,,,,,,
166,PT10M13.00S,2023-03-06T03:45:31.5Z,2,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612746,35,33,2023-03-06T03:45:44Z,1640000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Gordon 2 FT),"[1630533, 201569]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,1.0,0.0,Gordon,201569.0,,,,,,,,,
