actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
348,PT11M14.00S,2022-10-24T03:28:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,93.2161629434954,45.34313725490197,1610612746,41,61,2022-10-24T03:28:13Z,3360000,-23.0,11.0,1,right,MISS I. Zubac Layup - blocked,"[1627826, 101108]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,Paul,101108.0
349,PT11M14.00S,2022-10-24T03:28:07.7Z,3,REGULAR,block,,[],101108,,,1610612746,41,61,2022-10-24T03:28:11Z,3370000,,,0,,C. Paul BLOCK (1 BLK),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT11M14.00S,2022-10-24T03:28:07.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,41,61,2022-10-24T03:28:13Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,348.0,,,,,,,,,,,,,,,,,
352,PT11M07.00S,2022-10-24T03:28:30.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202695,92.0335085413929,96.07843137254902,1610612746,41,61,2022-10-24T03:28:34Z,3400000,230.0,22.0,1,right,MISS K. Leonard 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
353,PT11M04.00S,2022-10-24T03:28:33.5Z,3,REGULAR,rebound,offensive,[],202695,,,1610612746,41,61,2022-10-24T03:28:34Z,3410000,,,0,,K. Leonard REBOUND (Off:3 Def:0),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,352.0,3.0,0.0,3.0,,,,,,,,,,,,,,
354,PT11M04.00S,2022-10-24T03:28:37.3Z,3,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612746,41,61,2022-10-24T03:29:17Z,3420000,,,0,,C. Johnson shooting personal FOUL (4 PF) (Leonard 2 FT),"[1629661, 202695]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2004.0,4.0,0.0,Leonard,202695.0,,,,,,,,,
356,PT11M04.00S,2022-10-24T03:29:05.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202695,,,1610612746,42,61,2022-10-24T03:29:05Z,3440000,,,0,,K. Leonard Free Throw 1 of 2 (8 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
357,PT11M04.00S,2022-10-24T03:29:14.7Z,3,REGULAR,substitution,out,[],1629661,,,1610612746,42,61,2022-10-24T03:29:17Z,3450000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M04.00S,2022-10-24T03:29:14.7Z,3,REGULAR,substitution,in,[],1628470,,,1610612746,42,61,2022-10-24T03:29:17Z,3460000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M04.00S,2022-10-24T03:29:23.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202695,,,1610612746,43,61,2022-10-24T03:29:23Z,3470000,,,0,,K. Leonard Free Throw 2 of 2 (9 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
362,PT10M55.00S,2022-10-24T03:29:37.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,13.272010512483575,47.120098039215684,1610612756,43,63,2022-10-24T03:29:44Z,3480000,14.0,72.0,1,left,D. Ayton 7' fadeaway Jump Shot (9 PTS) (D. Booker 2 AST),"[1629028, 1626164]",1610612756.0,PHX,fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,,,,,,,,,,,9.0,D. Booker,1626164.0,2.0,,,,
364,PT10M35.00S,2022-10-24T03:29:58.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,89.79960578186596,50.49019607843137,1610612746,45,63,2022-10-24T03:30:39Z,3500000,2.0,43.0,1,right,P. George driving floating Jump Shot (10 PTS),[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,,,,,,,10.0,,,,,,,
366,PT10M18.00S,2022-10-24T03:30:45.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,13.84691195795007,41.91176470588235,1610612756,45,65,2022-10-24T03:30:51Z,3520000,40.0,78.0,1,left,D. Ayton 8' turnaround fadeaway Jump Shot (11 PTS) (C. Paul 7 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,8.76,Made,,,,,,,,,,,11.0,C. Paul,101108.0,7.0,,,,
368,PT10M08.00S,2022-10-24T03:30:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202694,93.61038107752957,53.67647058823529,1610612746,47,65,2022-10-24T03:31:17Z,3540000,18.0,8.0,1,right,M. Morris Sr. driving Layup (8 PTS) (J. Wall 2 AST),"[202694, 202322]",1610612746.0,LAC,driving,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,,,,8.0,J. Wall,202322.0,2.0,,,,
369,PT09M54.00S,2022-10-24T03:31:08.2Z,3,REGULAR,2pt,Jump Shot,[],101108,20.68002628120894,65.68627450980392,1610612756,47,67,2022-10-24T03:31:12Z,3550000,-78.0,142.0,1,left,C. Paul 16' pullup Jump Shot (5 PTS) (D. Booker 3 AST),"[101108, 1626164]",1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left Center,16.21,Made,,,,,,,,,,,5.0,D. Booker,1626164.0,3.0,,,,
371,PT09M34.00S,2022-10-24T03:31:28.0Z,3,REGULAR,3pt,Jump Shot,[],202322,64.83245729303547,58.088235294117645,1610612746,50,67,2022-10-24T03:31:35Z,3570000,40.0,278.0,1,right,J. Wall 28' 3PT  (8 PTS) (P. George 1 AST),"[202322, 202331]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,28.1,Made,,,,,,,,,,,8.0,P. George,202331.0,1.0,,,,
373,PT09M19.00S,2022-10-24T03:31:43.1Z,3,REGULAR,3pt,Jump Shot,[],1628470,10.036136662286467,3.67647058823529,1610612756,50,67,2022-10-24T03:31:47Z,3590000,232.0,42.0,1,left,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
374,PT09M17.00S,2022-10-24T03:31:45.1Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,50,67,2022-10-24T03:31:47Z,3600000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Right Corner 3,24+ Right,,,373.0,2.0,1.0,1.0,,,,,,,,,,,,,,
375,PT09M13.00S,2022-10-24T03:31:50.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202322,93.08475689881735,53.18627450980392,1610612746,52,67,2022-10-24T03:31:56Z,3610000,16.0,13.0,1,right,J. Wall running Layup (10 PTS),[202322],1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,,,,10.0,,,,,,,
376,PT08M46.00S,2022-10-24T03:32:16.7Z,3,REGULAR,3pt,Jump Shot,[],1628470,6.4881734559789805,95.09803921568627,1610612756,52,67,2022-10-24T03:32:21Z,3620000,-225.0,8.0,1,left,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
377,PT08M44.00S,2022-10-24T03:32:19.0Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,52,67,2022-10-24T03:32:19Z,3630000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,,,376.0,3.0,2.0,1.0,,,,,,,,,,,,,,
378,PT08M39.00S,2022-10-24T03:32:24.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202322,93.34756898817345,49.01960784313726,1610612746,52,67,2022-10-24T03:32:29Z,3640000,-5.0,10.0,1,right,MISS J. Wall running Layup,[202322],1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
379,PT08M37.00S,2022-10-24T03:32:26.3Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612756,52,67,2022-10-24T03:32:29Z,3650000,,,0,,T. Craig REBOUND (Off:1 Def:3),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,378.0,4.0,3.0,1.0,,,,,,,,,,,,,,
380,PT08M30.00S,2022-10-24T03:32:32.7Z,3,REGULAR,3pt,Jump Shot,[],1626164,15.686596583442835,3.9215686274509807,1610612756,52,70,2022-10-24T03:36:53Z,3660000,230.0,95.0,1,left,D. Booker 24' 3PT pullup (21 PTS) (M. Bridges 2 AST),"[1626164, 1628969]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,24.92,Made,,,,,,,,,,,21.0,M. Bridges,1628969.0,2.0,,,,
382,PT08M08.00S,2022-10-24T03:32:54.3Z,3,REGULAR,3pt,Jump Shot,[],202331,69.1688567674113,67.64705882352942,1610612746,55,70,2022-10-24T03:33:28Z,3680000,88.0,237.0,1,right,P. George 25' 3PT step back (13 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.32,Made,,,,,,,,,,,13.0,,,,,,,
383,PT07M46.00S,2022-10-24T03:33:16.6Z,3,REGULAR,3pt,Jump Shot,[],1628969,15.686596583442835,4.411764705882348,1610612756,55,70,2022-10-24T03:33:26Z,3690000,228.0,95.0,1,left,MISS M. Bridges 24' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
384,PT07M44.00S,2022-10-24T03:33:18.6Z,3,REGULAR,rebound,offensive,[],101108,,,1610612756,55,70,2022-10-24T03:33:26Z,3700000,,,0,,C. Paul REBOUND (Off:3 Def:5),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,383.0,8.0,5.0,3.0,,,,,,,,,,,,,,
385,PT07M30.00S,2022-10-24T03:33:32.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628470,5.831143232588701,89.95098039215686,1610612756,55,70,2022-10-24T03:33:44Z,3710000,-200.0,2.0,1,left,MISS T. Craig 19' turnaround Shot,[1628470],1610612756.0,PHX,turnaround,,,Craig,T. Craig,,,,,Mid-Range,16-24 Left,19.98,Missed,,,,,,,,,,,,,,,,,,
386,PT07M30.00S,2022-10-24T03:33:42.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,55,70,2022-10-24T03:33:42Z,3720000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Left,,,385.0,,,,,,,,,,,,,,,,,
388,PT07M28.00S,2022-10-24T03:33:56.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,18.577529566360056,92.8921568627451,1610612756,55,70,2022-10-24T03:34:02Z,3740000,-214.0,122.0,1,left,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,24.68,Missed,,,,,,,,,,,,,,,,,,
389,PT07M23.00S,2022-10-24T03:34:01.2Z,3,REGULAR,rebound,offensive,[],1628470,,,1610612756,55,70,2022-10-24T03:34:02Z,3750000,,,0,,T. Craig REBOUND (Off:2 Def:3),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,388.0,5.0,3.0,2.0,,,,,,,,,,,,,,
390,PT07M23.00S,2022-10-24T03:34:01.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628470,5.590000152587891,50.0,1610612756,55,72,2022-10-24T03:34:03Z,3760000,0.0,0.0,1,left,T. Craig tip Layup (5 PTS),[1628470],1610612756.0,PHX,tip,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,5.0,,,,,,,
391,PT07M13.00S,2022-10-24T03:34:13.6Z,3,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612746,55,72,2022-10-24T03:34:18Z,3770000,,,0,,D. Ayton shooting personal FOUL (4 PF) (Leonard 2 FT),"[1629028, 202695]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,4.0,0.0,Leonard,202695.0,,,,,,,,,
394,PT07M13.00S,2022-10-24T03:34:50.9Z,3,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,56,72,2022-10-24T03:34:50Z,3790000,,,0,,K. Leonard Free Throw 1 of 2 (10 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
395,PT07M13.00S,2022-10-24T03:34:51.5Z,3,REGULAR,substitution,out,[],1629028,,,1610612746,56,72,2022-10-24T03:34:56Z,3800000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M13.00S,2022-10-24T03:34:51.5Z,3,REGULAR,substitution,in,[],1629111,,,1610612746,56,72,2022-10-24T03:34:56Z,3810000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M13.00S,2022-10-24T03:35:04.9Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,56,72,2022-10-24T03:35:09Z,3820000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M13.00S,2022-10-24T03:35:04.9Z,3,REGULAR,substitution,in,[],203496,,,1610612746,56,72,2022-10-24T03:35:09Z,3830000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M13.00S,2022-10-24T03:35:31.4Z,3,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,57,72,2022-10-24T03:35:31Z,3840000,,,0,,K. Leonard Free Throw 2 of 2 (11 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
400,PT07M05.00S,2022-10-24T03:35:47.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,13.584099868593952,50.49019607843137,1610612756,57,72,2022-10-24T03:35:51Z,3850000,-2.0,75.0,1,left,MISS C. Paul 7' fadeaway Shot,[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
401,PT07M03.00S,2022-10-24T03:35:49.7Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,57,72,2022-10-24T03:35:51Z,3860000,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,400.0,5.0,5.0,0.0,,,,,,,,,,,,,,
402,PT06M55.00S,2022-10-24T03:35:57.7Z,3,REGULAR,3pt,Jump Shot,[],203496,67.85479632063075,58.57843137254902,1610612746,57,72,2022-10-24T03:36:03Z,3870000,43.0,250.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
403,PT06M51.00S,2022-10-24T03:36:01.7Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612756,57,72,2022-10-24T03:36:03Z,3880000,,,0,,T. Craig REBOUND (Off:2 Def:4),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,402.0,6.0,4.0,2.0,,,,,,,,,,,,,,
404,PT06M36.00S,2022-10-24T03:36:21.5Z,3,REGULAR,foul,personal,['2freethrow'],203496,,,1610612756,57,72,2022-10-24T03:39:40Z,3890000,,,0,,R. Covington shooting personal FOUL (2 PF) (Booker 2 FT),"[203496, 1626164]",1610612746.0,LAC,shooting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,2.0,0.0,Booker,1626164.0,,,,,,,,,
406,PT06M36.00S,2022-10-24T03:36:45.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,57,72,2022-10-24T03:36:45Z,3910000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M36.00S,2022-10-24T03:39:41.3Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,57,73,2022-10-24T03:39:41Z,3920000,,,0,,D. Booker Free Throw 1 of 2 (22 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,22.0,,,,,,,
408,PT06M36.00S,2022-10-24T03:39:55.1Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,57,74,2022-10-24T03:39:55Z,3930000,,,0,,D. Booker Free Throw 2 of 2 (23 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,23.0,,,,,,,
409,PT06M20.00S,2022-10-24T03:40:15.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202322,92.29632063074901,53.431372549019606,1610612746,57,74,2022-10-24T03:40:20Z,3940000,17.0,20.0,1,right,MISS J. Wall Layup,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
410,PT06M18.00S,2022-10-24T03:40:17.6Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612756,57,74,2022-10-24T03:40:20Z,3950000,,,0,,J. Landale REBOUND (Off:2 Def:4),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,409.0,6.0,4.0,2.0,,,,,,,,,,,,,,
411,PT06M15.00S,2022-10-24T03:40:20.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,6.225361366622863,52.69607843137255,1610612756,57,74,2022-10-24T03:40:25Z,3960000,-13.0,6.0,1,left,MISS M. Bridges running Layup,[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,,
413,PT06M11.00S,2022-10-24T03:40:24.2Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,57,74,2022-10-24T03:40:25Z,3980000,,,0,,K. Leonard REBOUND (Off:3 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,411.0,4.0,1.0,3.0,,,,,,,,,,,,,,
414,PT06M07.00S,2022-10-24T03:40:28.5Z,3,REGULAR,3pt,Jump Shot,[],202322,93.74178712220763,3.9215686274509807,1610612746,57,74,2022-10-24T03:40:34Z,3990000,-230.0,6.0,1,right,MISS J. Wall 3PT,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
415,PT06M04.00S,2022-10-24T03:40:31.5Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612756,57,74,2022-10-24T03:40:34Z,4000000,,,0,,J. Landale REBOUND (Off:2 Def:5),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,414.0,7.0,5.0,2.0,,,,,,,,,,,,,,
416,PT06M00.00S,2022-10-24T03:40:35.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628969,6.4881734559789805,46.81372549019608,1610612756,57,74,2022-10-24T03:41:14Z,4010000,16.0,8.0,1,left,MISS M. Bridges running alley-oop Layup,[1628969],1610612756.0,PHX,running alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.8,Missed,,,,,,,,,,,,,,,,,,
417,PT06M00.00S,2022-10-24T03:40:35.9Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,57,74,2022-10-24T03:41:14Z,4020000,,,0,,K. Leonard REBOUND (Off:3 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,416.0,5.0,2.0,3.0,,,,,,,,,,,,,,
418,PT05M50.00S,2022-10-24T03:40:45.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202322,93.47897503285151,53.431372549019606,1610612746,59,74,2022-10-24T03:40:50Z,4030000,17.0,9.0,1,right,J. Wall driving Layup (12 PTS) (P. George 2 AST),"[202322, 202331]",1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,,,12.0,P. George,202331.0,2.0,,,,
420,PT05M26.00S,2022-10-24T03:41:08.8Z,3,REGULAR,3pt,Jump Shot,[],1628969,7.539421813403408,3.9215686274509807,1610612756,59,74,2022-10-24T03:41:18Z,4050000,230.0,18.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.11,Missed,,,,,,,,,,,,,,,,,,
421,PT05M25.00S,2022-10-24T03:41:09.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,59,74,2022-10-24T03:41:18Z,4060000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,420.0,,,,,,,,,,,,,,,,,
423,PT05M13.00S,2022-10-24T03:41:41.6Z,3,REGULAR,3pt,Jump Shot,[],203496,69.69448094612352,66.42156862745098,1610612746,62,74,2022-10-24T03:41:46Z,4080000,82.0,232.0,1,right,R. Covington 24' 3PT  (3 PTS) (K. Leonard 2 AST),"[203496, 202695]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Right Center,24.65,Made,,,,,,,,,,,3.0,K. Leonard,202695.0,2.0,,,,
425,PT04M58.00S,2022-10-24T03:41:59.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,6.4881734559789805,52.450980392156865,1610612756,62,76,2022-10-24T03:42:09Z,4100000,-12.0,8.0,1,left,J. Landale Layup (8 PTS) (C. Paul 8 AST),"[1629111, 101108]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,,,,,8.0,C. Paul,101108.0,8.0,,,,
427,PT04M58.00S,2022-10-24T03:42:02.0Z,3,REGULAR,foul,personal,['1freethrow'],202331,,,1610612756,62,76,2022-10-24T03:42:06Z,4120000,,,0,,P. George shooting personal FOUL (2 PF) (Landale 1 FT),"[202331, 1629111]",1610612746.0,LAC,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,2.0,0.0,Landale,1629111.0,,,,,,,,,
429,PT04M58.00S,2022-10-24T03:42:21.5Z,3,REGULAR,substitution,out,[],202695,,,1610612756,62,76,2022-10-24T03:43:55Z,4140000,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M58.00S,2022-10-24T03:42:21.5Z,3,REGULAR,substitution,in,[],1628379,,,1610612756,62,76,2022-10-24T03:43:55Z,4150000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M58.00S,2022-10-24T03:42:36.9Z,3,REGULAR,freethrow,1 of 1,[],1629111,,,1610612756,62,77,2022-10-24T03:42:36Z,4160000,,,0,,J. Landale Free Throw 1 of 1 (9 PTS),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
433,PT04M46.00S,2022-10-24T03:43:02.9Z,3,REGULAR,substitution,out,[],202322,,,1610612746,62,77,2022-10-24T03:43:08Z,4180000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M46.00S,2022-10-24T03:43:02.9Z,3,REGULAR,substitution,in,[],202704,,,1610612746,62,77,2022-10-24T03:43:08Z,4190000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M31.00S,2022-10-24T03:43:30.2Z,3,REGULAR,2pt,Jump Shot,[],202694,80.86399474375821,81.37254901960785,1610612746,64,77,2022-10-24T03:49:03Z,4200000,157.0,127.0,1,right,M. Morris Sr. 20' pullup Jump Shot (10 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,20.21,Made,,,,,,,,,,,10.0,,,,,,,
436,PT04M09.00S,2022-10-24T03:43:52.2Z,3,REGULAR,3pt,Jump Shot,[],1629111,8.459264126149804,97.05882352941177,1610612756,64,77,2022-10-24T03:43:57Z,4210000,-235.0,27.0,1,left,MISS J. Landale 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
437,PT04M07.00S,2022-10-24T03:43:54.2Z,3,REGULAR,rebound,defensive,[],203496,,,1610612746,64,77,2022-10-24T03:43:57Z,4220000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Left Corner 3,24+ Left,,,436.0,3.0,3.0,0.0,,,,,,,,,,,,,,
438,PT03M58.00S,2022-10-24T03:44:03.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.87319316688567,45.58823529411765,1610612746,64,77,2022-10-24T03:44:08Z,4230000,-22.0,5.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
