actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
84,PT04M06.00S,2022-10-24T02:30:58.8Z,1,REGULAR,substitution,out,[],1629661,,,1610612746,10,24,2022-10-24T02:31:23Z,830000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M06.00S,2022-10-24T02:30:58.8Z,1,REGULAR,substitution,in,[],201587,,,1610612746,10,24,2022-10-24T02:31:23Z,840000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2022-10-24T02:30:58.8Z,1,REGULAR,substitution,in,[],202322,,,1610612746,10,24,2022-10-24T02:31:23Z,850000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M06.00S,2022-10-24T02:30:58.8Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,10,24,2022-10-24T02:31:23Z,860000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M06.00S,2022-10-24T02:30:58.8Z,1,REGULAR,substitution,in,[],1626166,,,1610612746,10,24,2022-10-24T02:31:23Z,870000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M06.00S,2022-10-24T02:30:58.8Z,1,REGULAR,substitution,in,[],1628470,,,1610612746,10,24,2022-10-24T02:31:23Z,880000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M06.00S,2022-10-24T02:31:17.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,24,2022-10-24T02:36:51Z,885000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M51.00S,2022-10-24T02:31:55.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202331,7.539421813403408,50.98039215686275,1610612746,12,24,2022-10-24T02:32:00Z,900000,-5.0,18.0,1,left,P. George alley-oop DUNK (4 PTS) (J. Wall 1 AST),"[202331, 202322]",1610612746.0,LAC,alley-oop,,,George,P. George,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,,,,,,,4.0,J. Wall,202322.0,1.0,,,,
93,PT03M35.00S,2022-10-24T02:32:12.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,92.82194480946123,47.549019607843135,1610612756,12,26,2022-10-24T02:32:16Z,920000,-12.0,15.0,1,right,M. Bridges cutting DUNK (4 PTS) (D. Ayton 1 AST),"[1628969, 1629028]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,,,,,4.0,D. Ayton,1629028.0,1.0,,,,
95,PT03M25.00S,2022-10-24T02:32:24.2Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612746,12,26,2022-10-24T02:32:29Z,940000,,,0,,D. Ayton shooting personal FOUL (1 PF) (Wall 2 FT),"[1629028, 202322]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,1.0,0.0,Wall,202322.0,,,,,,,,,
97,PT03M25.00S,2022-10-24T02:32:57.7Z,1,REGULAR,freethrow,1 of 2,[],202322,,,1610612746,12,26,2022-10-24T02:32:57Z,960000,,,0,,MISS J. Wall Free Throw 1 of 2,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT03M25.00S,2022-10-24T02:32:57.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,12,26,2022-10-24T02:32:57Z,970000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,
99,PT03M25.00S,2022-10-24T02:32:58.3Z,1,REGULAR,substitution,out,[],1629028,,,1610612746,12,26,2022-10-24T02:33:03Z,980000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M25.00S,2022-10-24T02:32:58.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612746,12,26,2022-10-24T02:33:03Z,990000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M25.00S,2022-10-24T02:33:20.1Z,1,REGULAR,freethrow,2 of 2,[],202322,,,1610612746,13,26,2022-10-24T02:33:20Z,1000000,,,0,,J. Wall Free Throw 2 of 2 (1 PTS),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
102,PT03M04.00S,2022-10-24T02:33:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,94.00459921156373,46.07843137254902,1610612756,13,26,2022-10-24T02:36:02Z,1010000,-20.0,4.0,1,right,MISS C. Payne driving finger roll Layup,[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,,
103,PT02M59.00S,2022-10-24T02:33:47.4Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612756,13,26,2022-10-24T02:36:02Z,1020000,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,,,
104,PT02M59.00S,2022-10-24T02:33:46.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629111,94.40999984741211,50.0,1610612756,13,28,2022-10-24T02:33:51Z,1030000,0.0,0.0,1,right,J. Landale tip Layup (2 PTS),[1629111],1610612756.0,PHX,tip,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,2.0,,,,,,,
106,PT02M41.00S,2022-10-24T02:34:16.5Z,1,REGULAR,3pt,Jump Shot,[],202331,20.811432325886997,93.13725490196079,1610612746,13,28,2022-10-24T02:34:20Z,1050000,-216.0,143.0,1,left,MISS P. George 25' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
107,PT02M39.00S,2022-10-24T02:34:18.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,13,28,2022-10-24T02:34:20Z,1060000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,,,
108,PT02M26.00S,2022-10-24T02:34:31.5Z,1,REGULAR,3pt,Jump Shot,[],1626166,75.34494086727989,87.74509803921569,1610612756,13,28,2022-10-24T02:34:36Z,1070000,189.0,179.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
109,PT02M23.00S,2022-10-24T02:34:34.5Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,13,28,2022-10-24T02:34:36Z,1080000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT02M13.00S,2022-10-24T02:34:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202322,7.933639947437584,47.79411764705882,1610612746,15,28,2022-10-24T02:34:49Z,1090000,11.0,22.0,1,left,J. Wall driving Layup (3 PTS),[202322],1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,,,,,,,3.0,,,,,,,
111,PT02M06.00S,2022-10-24T02:34:55.7Z,1,REGULAR,foul,offensive,[],1626164,,,1610612756,15,28,2022-10-24T02:35:04Z,1100000,,,0,,D. Booker charge offensive FOUL (1 PF),"[1626164, 202331]",1610612756.0,PHX,charge,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,1.0,0.0,George,202331.0,,,,,,,,,
113,PT02M06.00S,2022-10-24T02:34:55.7Z,1,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,15,28,2022-10-24T02:34:55Z,1120000,,,0,,D. Booker offensive foul TURNOVER (2 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,,,,,2.0,,,,,,,,
114,PT02M06.00S,2022-10-24T02:35:07.5Z,1,REGULAR,substitution,out,[],202694,,,1610612746,15,28,2022-10-24T02:35:14Z,1130000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M06.00S,2022-10-24T02:35:07.5Z,1,REGULAR,substitution,in,[],203496,,,1610612746,15,28,2022-10-24T02:35:14Z,1140000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M53.00S,2022-10-24T02:35:30.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628379,10.561760840998687,55.14705882352941,1610612746,15,28,2022-10-24T02:35:34Z,1150000,-26.0,47.0,1,left,MISS L. Kennard pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
117,PT01M51.00S,2022-10-24T02:35:32.7Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,15,28,2022-10-24T02:35:34Z,1160000,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,116.0,2.0,1.0,1.0,,,,,,,,,,,,,,
118,PT01M37.00S,2022-10-24T02:35:46.7Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,15,28,2022-10-24T02:35:49Z,1170000,,,0,,D. Booker bad pass TURNOVER (3 TO),"[1626164, 202322]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,3.0,,,,,Wall,202322.0,,
119,PT01M37.00S,2022-10-24T02:35:46.7Z,1,REGULAR,steal,,[],202322,,,1610612746,15,28,2022-10-24T02:35:48Z,1180000,,,0,,J. Wall STEAL (1 STL),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
120,PT01M33.00S,2022-10-24T02:35:53.5Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612746,15,28,2022-10-24T02:36:06Z,1190000,,,0,,M. Bridges shooting personal FOUL (2 PF) (Wall 2 FT),"[1628969, 202322]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,2.0,0.0,Wall,202322.0,,,,,,,,,
123,PT01M33.00S,2022-10-24T02:36:53.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202322,,,1610612746,15,28,2022-10-24T02:37:23Z,1210000,,,0,,MISS J. Wall Free Throw 1 of 2,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
124,PT01M33.00S,2022-10-24T02:36:53.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,15,28,2022-10-24T02:37:23Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,
125,PT01M33.00S,2022-10-24T02:36:54.4Z,1,REGULAR,substitution,out,[],202331,,,1610612746,15,28,2022-10-24T02:37:00Z,1230000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M33.00S,2022-10-24T02:36:54.4Z,1,REGULAR,substitution,out,[],1628969,,,1610612746,15,28,2022-10-24T02:37:00Z,1240000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M33.00S,2022-10-24T02:36:54.4Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,15,28,2022-10-24T02:37:00Z,1250000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M33.00S,2022-10-24T02:36:54.4Z,1,REGULAR,substitution,in,[],1627814,,,1610612746,15,28,2022-10-24T02:37:00Z,1260000,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M33.00S,2022-10-24T02:36:53.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202322,,,1610612746,15,28,2022-10-24T02:37:23Z,1270000,,,0,,MISS J. Wall Free Throw 2 of 2,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
130,PT01M31.00S,2022-10-24T02:36:55.4Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,15,28,2022-10-24T02:37:23Z,1280000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT01M14.00S,2022-10-24T02:37:35.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626166,88.48554533508542,40.19607843137255,1610612756,15,30,2022-10-24T02:37:40Z,1290000,-49.0,56.0,1,right,C. Payne 7' turnaround Hook (2 PTS),[1626166],1610612756.0,PHX,turnaround,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,7.42,Made,,,,,,,,,,,2.0,,,,,,,
132,PT00M48.10S,2022-10-24T02:38:02.3Z,1,REGULAR,2pt,Jump Shot,[],202322,14.50394218134035,77.69607843137254,1610612746,15,30,2022-10-24T02:39:48Z,1300000,-138.0,84.0,1,left,MISS J. Wall 16' step back bank Shot,[202322],1610612746.0,LAC,step back bank,,,Wall,J. Wall,,,,,Mid-Range,16-24 Left,16.19,Missed,,,,,,,,,,,,,,,,,,
133,PT00M46.00S,2022-10-24T02:38:04.4Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,15,30,2022-10-24T02:38:37Z,1310000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Left,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT00M42.10S,2022-10-24T02:38:10.6Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,15,30,2022-10-24T02:38:17Z,1330000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M42.10S,2022-10-24T02:38:10.6Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,15,30,2022-10-24T02:38:17Z,1340000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M37.30S,2022-10-24T02:38:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,91.50788436268068,49.26470588235294,1610612756,15,32,2022-10-24T02:39:13Z,1350000,-4.0,27.0,1,right,J. Landale driving finger roll Layup (4 PTS),[1629111],1610612756.0,PHX,driving finger roll,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,,,,,4.0,,,,,,,
138,PT00M34.40S,2022-10-24T02:38:49.4Z,1,REGULAR,3pt,Jump Shot,[],202322,33.952036793692514,37.254901960784316,1610612746,15,32,2022-10-24T02:38:54Z,1360000,64.0,267.0,1,left,MISS J. Wall 27' pullup 3PT,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,27.41,Missed,,,,,,,,,,,,,,,,,,
139,PT00M31.60S,2022-10-24T02:38:52.2Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,15,32,2022-10-24T02:38:54Z,1370000,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,138.0,3.0,2.0,1.0,,,,,,,,,,,,,,
140,PT00M14.10S,2022-10-24T02:39:09.5Z,1,REGULAR,3pt,Jump Shot,[],1629013,69.82588699080158,27.450980392156865,1610612756,15,32,2022-10-24T02:39:19Z,1380000,-113.0,231.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
141,PT00M14.10S,2022-10-24T02:39:09.5Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,15,32,2022-10-24T02:39:19Z,1390000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,140.0,2.0,1.0,1.0,,,,,,,,,,,,,,
142,PT00M05.00S,2022-10-24T02:39:20.5Z,1,REGULAR,foul,personal,['2freethrow'],203496,,,1610612756,15,32,2022-10-24T02:39:25Z,1400000,,,0,,R. Covington shooting personal FOUL (1 PF) (Payne 2 FT),"[203496, 1626166]",1610612746.0,LAC,shooting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,1.0,0.0,Payne,1626166.0,,,,,,,,,
144,PT00M05.00S,2022-10-24T02:39:50.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626166,,,1610612756,15,33,2022-10-24T02:39:50Z,1420000,,,0,,C. Payne Free Throw 1 of 2 (3 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
145,PT00M05.00S,2022-10-24T02:39:50.7Z,1,REGULAR,substitution,out,[],1629111,,,1610612756,15,33,2022-10-24T02:39:55Z,1430000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M05.00S,2022-10-24T02:39:50.7Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,15,33,2022-10-24T02:39:55Z,1440000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M05.00S,2022-10-24T02:39:50.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626166,,,1610612756,15,33,2022-10-24T02:40:14Z,1450000,,,0,,MISS C. Payne Free Throw 2 of 2,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
148,PT00M03.30S,2022-10-24T02:39:51.9Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,15,33,2022-10-24T02:40:14Z,1460000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT00M00.40S,2022-10-24T02:40:16.4Z,1,REGULAR,3pt,Jump Shot,[],201587,39.602496714848876,20.833333333333343,1610612746,18,33,2022-10-24T02:40:36Z,1470000,146.0,320.0,1,left,N. Batum 35' 3PT pullup (3 PTS),[201587],1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,35.15,Made,,,,,,,,,,,3.0,,,,,,,
150,PT00M00.00S,2022-10-24T02:40:21.4Z,1,REGULAR,period,end,[],0,,,1610612756,18,33,2022-10-24T02:40:21Z,1480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-10-24T02:41:22.7Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612756,18,33,2022-10-24T02:43:05Z,1490000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-10-24T02:41:22.7Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612756,18,33,2022-10-24T02:43:05Z,1500000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-10-24T02:41:22.7Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612756,18,33,2022-10-24T02:43:05Z,1510000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-10-24T02:41:22.7Z,2,REGULAR,substitution,in,['startperiod'],1629111,,,1610612756,18,33,2022-10-24T02:43:05Z,1520000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-10-24T02:43:09.2Z,2,REGULAR,period,start,[],0,,,1610612746,18,33,2022-10-24T02:43:09Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M37.00S,2022-10-24T02:43:31.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,6.619579500657039,47.05882352941176,1610612746,18,33,2022-10-24T02:43:35Z,1540000,15.0,10.0,1,left,MISS L. Kennard driving Layup,[1628379],1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
158,PT11M36.00S,2022-10-24T02:43:32.2Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,18,33,2022-10-24T02:43:53Z,1550000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,157.0,1.0,0.0,1.0,,,,,,,,,,,,,,
159,PT11M36.00S,2022-10-24T02:43:38.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,18,33,2022-10-24T02:43:47Z,1560000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,1627524.0,,,,,,,,,,,,,
160,PT11M21.00S,2022-10-24T02:44:00.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],101108,68.38042049934297,37.5,1610612756,18,36,2022-10-24T02:44:05Z,1570000,-62.0,245.0,1,right,C. Paul 25' 3PT  (3 PTS) (J. Landale 1 AST),"[101108, 1629111]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,25.26,Made,,,,,,,,,,,3.0,J. Landale,1629111.0,1.0,,,,
162,PT10M52.00S,2022-10-24T02:44:29.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201587,14.635348226018394,36.51960784313726,1610612746,18,36,2022-10-24T02:44:33Z,1590000,67.0,85.0,1,left,MISS N. Batum 10' fadeaway Shot,[201587],1610612746.0,LAC,fadeaway,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Right,10.86,Missed,,,,,,,,,,,,,,,,,,
163,PT10M49.00S,2022-10-24T02:44:32.1Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,18,36,2022-10-24T02:44:32Z,1600000,,,0,,C. Johnson REBOUND (Off:0 Def:4),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,162.0,4.0,4.0,0.0,,,,,,,,,,,,,,
164,PT10M39.00S,2022-10-24T02:44:41.7Z,2,REGULAR,3pt,Jump Shot,[],1627814,83.44283837056504,95.0750612745098,1610612756,18,36,2022-10-24T02:44:48Z,1610000,225.0,103.0,1,right,MISS D. Lee 24' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
165,PT10M36.00S,2022-10-24T02:44:44.7Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612756,18,36,2022-10-24T02:44:44Z,1620000,,,0,,J. Landale REBOUND (Off:2 Def:2),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,,,164.0,4.0,2.0,2.0,,,,,,,,,,,,,,
166,PT10M35.00S,2022-10-24T02:44:45.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,92.69053876478318,95.58823529411765,1610612756,18,36,2022-10-24T02:44:52Z,1630000,228.0,16.0,1,right,MISS D. Lee 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,,
167,PT10M35.00S,2022-10-24T02:44:45.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,18,36,2022-10-24T02:44:52Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Right Corner 3,24+ Right,,,166.0,,,,,,,,,,,,,,,,,
168,PT10M34.00S,2022-10-24T02:44:52.9Z,2,REGULAR,foul,personal,[],1629611,,,1610612756,18,36,2022-10-24T02:46:05Z,1650000,,,0,,T. Mann loose ball personal FOUL (1 PF),"[1629611, 1629111]",1610612746.0,LAC,loose ball,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,,,,,1627524.0,1.0,0.0,Landale,1629111.0,,,,,,,,,
170,PT10M24.00S,2022-10-24T02:45:21.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627814,85.98883048620237,57.35294117647059,1610612756,18,38,2022-10-24T02:46:50Z,1670000,37.0,79.0,1,right,D. Lee 8' floating Jump Shot (2 PTS) (L. Shamet 1 AST),"[1627814, 1629013]",1610612756.0,PHX,floating,,,Lee,D. Lee,,,,,In The Paint (Non-RA),8-16 Center,8.73,Made,,,,,,,,,,,2.0,L. Shamet,1629013.0,1.0,,,,
